Orthogroup	HUMAN	YEAST
OG0003573	HUMAN10776, HUMAN10871, HUMAN10813, HUMAN10775	YEAST00597
OG0003578	HUMAN20028, HUMAN20029	YEAST05031
OG0003579	HUMAN26278, HUMAN22725, HUMAN26279	YEAST05446
OG0003582	HUMAN29836, HUMAN02330	YEAST03174
OG0003598	HUMAN02289, HUMAN29147, HUMAN02288	YEAST00803
OG0003599	HUMAN13888, HUMAN13887	YEAST04133
OG0003603	HUMAN13250, HUMAN13247, HUMAN13251, HUMAN13246, HUMAN13248, HUMAN13249	YEAST03529
OG0003610	HUMAN16758, HUMAN16759	YEAST02573
OG0003611	HUMAN24173	YEAST01054
OG0003612	HUMAN24816	YEAST00808
OG0003613	HUMAN20927, HUMAN11439	YEAST02366
OG0003615	HUMAN14433, HUMAN23272	YEAST01638
OG0003617	HUMAN21414	YEAST01843, YEAST04802, YEAST04398
OG0003618	HUMAN27888, HUMAN27890	YEAST00747
OG0003619	HUMAN30124, HUMAN23959	YEAST04756
OG0003624	HUMAN28864	YEAST00147
OG0003630	HUMAN10764, HUMAN10786	YEAST04845
OG0003632	HUMAN00144, HUMAN00145, HUMAN21796	YEAST02125
OG0003638	HUMAN08782	YEAST00956
OG0003641	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226	YEAST04061, YEAST01158
OG0003643	HUMAN02410	YEAST03144
OG0003644	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284	YEAST01545
OG0003645	HUMAN12127, HUMAN12130, HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128	YEAST05809, YEAST05493
OG0003646	HUMAN09524	YEAST02349
OG0003647	HUMAN23500	YEAST04352, YEAST04433
OG0003649	HUMAN14411	YEAST00203
OG0003650	HUMAN19279, HUMAN19278, HUMAN19276, HUMAN19277	YEAST00737, YEAST04997
OG0003659	HUMAN12849, HUMAN12851	YEAST00140
OG0003661	HUMAN06668	YEAST02758
OG0003664	HUMAN12052	YEAST03791
OG0003668	HUMAN30167, HUMAN09900, HUMAN09899	YEAST06168
OG0003669	HUMAN29028	YEAST02813
OG0003672	HUMAN12138	YEAST03137
OG0003676	HUMAN29262, HUMAN20688	YEAST03110
OG0003678	HUMAN14661, HUMAN01033, HUMAN14660	YEAST02330
OG0003679	HUMAN21403, HUMAN02922	YEAST03223
OG0003682	HUMAN02555, HUMAN02554	YEAST00571
OG0003687	HUMAN06582, HUMAN12545, HUMAN17984	YEAST02527, YEAST04246
OG0003688	HUMAN00391, HUMAN00390	YEAST01333, YEAST05362, YEAST00376
OG0003689	HUMAN12564, HUMAN17888	YEAST04232
OG0003690	HUMAN08255, HUMAN08254, HUMAN08253	YEAST01162
OG0003692	HUMAN26245	YEAST00692
OG0003693	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038	YEAST05304
OG0003694	HUMAN01597	YEAST01453
OG0003696	HUMAN26795	YEAST05704
OG0003697	HUMAN10210, HUMAN10208, HUMAN13631	YEAST04962
OG0003698	HUMAN03524, HUMAN27578	YEAST03764, YEAST03185
OG0003703	HUMAN04604, HUMAN09417, HUMAN09419, HUMAN09418	YEAST00683
OG0003710	HUMAN29654, HUMAN22687	YEAST02077
OG0003712	HUMAN20248, HUMAN10482	YEAST02114
OG0003713	HUMAN02247, HUMAN02248	YEAST01549, YEAST03807
OG0003716	HUMAN21975	YEAST02390
OG0003718	HUMAN18082	YEAST05772
OG0003719	HUMAN01524	YEAST06338
OG0003721	HUMAN08875, HUMAN04841	YEAST04960
OG0003724	HUMAN00259, HUMAN00260	YEAST02365, YEAST06120
OG0003729	HUMAN17750	YEAST01543
OG0003731	HUMAN14612, HUMAN14611	YEAST04486
OG0003733	HUMAN28575	YEAST03492
OG0003734	HUMAN29356, HUMAN29355	YEAST02809, YEAST03842
OG0003735	HUMAN05438, HUMAN05437	YEAST06115
OG0003738	HUMAN12341	YEAST05605
OG0003740	HUMAN04216, HUMAN04217	YEAST01029
OG0003741	HUMAN15538	YEAST01379
OG0003743	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085	YEAST06008, YEAST05688
OG0003744	HUMAN29944, HUMAN20993, HUMAN20992	YEAST01207
OG0003745	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744	YEAST02618
OG0003749	HUMAN06179	YEAST04441
OG0003750	HUMAN18942, HUMAN18943	YEAST00149
OG0003756	HUMAN11263	YEAST01878
OG0003758	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528	YEAST06133
OG0003759	HUMAN11801, HUMAN24876	YEAST03315
OG0003766	HUMAN19094, HUMAN19093	YEAST03336
OG0003767	HUMAN28071, HUMAN28072	YEAST01933, YEAST01650
OG0003769	HUMAN08202	YEAST01999
OG0003770	HUMAN05135, HUMAN05134	YEAST01234, YEAST03860
OG0003778	HUMAN16925, HUMAN19684, HUMAN19685	YEAST05796
OG0003779	HUMAN11974	YEAST04431
OG0003806	HUMAN10280	YEAST02367
OG0003807	HUMAN10606, HUMAN10605	YEAST04265, YEAST03128
OG0003808	HUMAN00688, HUMAN00686	YEAST01201
OG0003811	HUMAN22420, HUMAN22422, HUMAN22421, HUMAN22419	YEAST00417
OG0003812	HUMAN29819	YEAST00287
OG0003813	HUMAN22627, HUMAN18665	YEAST00254
OG0003818	HUMAN07697	YEAST04318
OG0003824	HUMAN27737	YEAST01468
OG0003828	HUMAN29062	YEAST02448
OG0003829	HUMAN01266	YEAST02032, YEAST01031
OG0003831	HUMAN22335	YEAST03010, YEAST05137, YEAST02344
OG0003834	HUMAN14036, HUMAN11315	YEAST06322
OG0003837	HUMAN13331	YEAST02586
OG0003838	HUMAN07732, HUMAN07731, HUMAN22348	YEAST03413
OG0003839	HUMAN02039	YEAST01736
OG0003844	HUMAN28533, HUMAN28532	YEAST06054
OG0003846	HUMAN27511, HUMAN17115, HUMAN27512, HUMAN17116	YEAST00356
OG0003848	HUMAN02199	YEAST01654
OG0003850	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535	YEAST00228
OG0003851	HUMAN02980, HUMAN02979	YEAST06169
OG0003852	HUMAN10038, HUMAN10035, HUMAN23688, HUMAN10036	YEAST03296
OG0003853	HUMAN25110, HUMAN25109	YEAST06251
OG0003855	HUMAN01644, HUMAN01643	YEAST04936
OG0003856	HUMAN20705	YEAST03934, YEAST02710
OG0003858	HUMAN25115	YEAST01401
OG0003860	HUMAN02815, HUMAN02817, HUMAN02816, HUMAN02814	YEAST01412
OG0003866	HUMAN29685, HUMAN05999, HUMAN29686	YEAST01895
OG0003867	HUMAN26780	YEAST03558
OG0003868	HUMAN14809, HUMAN02201	YEAST01448
OG0003869	HUMAN12692	YEAST02771
OG0003875	HUMAN04342	YEAST05070
OG0003876	HUMAN28953, HUMAN28954	YEAST02423
OG0003879	HUMAN09653	YEAST00463
OG0003881	HUMAN00160	YEAST03851
OG0003882	HUMAN27065	YEAST03663
OG0003886	HUMAN12711, HUMAN02704	YEAST06023
OG0003887	HUMAN10867, HUMAN10808, HUMAN01579	YEAST00028
OG0003893	HUMAN17502	YEAST05028
OG0003897	HUMAN18373, HUMAN18372	YEAST01270
OG0003899	HUMAN28708, HUMAN28709	YEAST04954
OG0003904	HUMAN14015, HUMAN09983, HUMAN09982, HUMAN09984	YEAST01732
OG0003907	HUMAN23046	YEAST02999, YEAST02288
OG0003908	HUMAN22926	YEAST01362
OG0003908	HUMAN06953, HUMAN06952, HUMAN06951	YEAST06330
OG0003910	HUMAN25500, HUMAN00726, HUMAN00725	YEAST03780
OG0003911	HUMAN18914, HUMAN18913	YEAST00032
OG0003913	HUMAN22057	YEAST03258
OG0003918	HUMAN24389, HUMAN22575	YEAST00058
OG0003921	HUMAN27803	YEAST06181
OG0003926	HUMAN00418	YEAST04138
OG0003929	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587	YEAST04489, YEAST01422
OG0003930	HUMAN06982, HUMAN06981, HUMAN06983	YEAST03969
OG0003931	HUMAN10525, HUMAN10524, HUMAN29902	YEAST01142
OG0003934	HUMAN16284	YEAST00084
OG0003938	HUMAN16018	YEAST01566, YEAST05133
OG0003939	HUMAN02684	YEAST03211
OG0003944	HUMAN21868	YEAST01186
OG0003946	HUMAN03504, HUMAN03508, HUMAN22287	YEAST03220
OG0003947	HUMAN22108, HUMAN27709	YEAST06266, YEAST05428
OG0003949	HUMAN25455, HUMAN25454	YEAST01888
OG0003950	HUMAN03842, HUMAN03843	YEAST01409
OG0003954	HUMAN28199, HUMAN16670	YEAST02764
OG0003955	HUMAN23068	YEAST03951
OG0003959	HUMAN29359	YEAST02778
OG0003961	HUMAN00898	YEAST01991
OG0003967	HUMAN10627	YEAST05935
OG0003969	HUMAN08409	YEAST02146
OG0003971	HUMAN29506	YEAST00520
OG0003972	HUMAN19162	YEAST06331
OG0003973	HUMAN08329, HUMAN18737	YEAST06329
OG0003978	HUMAN26994, HUMAN30075, HUMAN03495, HUMAN26246	YEAST03551, YEAST00942, YEAST05399
OG0003999	HUMAN27197, HUMAN27199, HUMAN27198	YEAST05604
OG0004000	HUMAN20817	YEAST06060
OG0004005	HUMAN16559, HUMAN16556, HUMAN16557, HUMAN16560, HUMAN16558	YEAST06216
OG0004007	HUMAN28701, HUMAN01069, HUMAN23295	YEAST01456
OG0004012	HUMAN24339, HUMAN24338, HUMAN24337	YEAST00755
OG0004017	HUMAN10876	YEAST03019
OG0004023	HUMAN27981, HUMAN11239, HUMAN11240, HUMAN11242	YEAST04349
OG0004027	HUMAN06638, HUMAN12722	YEAST03587
OG0004032	HUMAN30273, HUMAN30274, HUMAN07906	YEAST02562
OG0004033	HUMAN02667, HUMAN08457	YEAST02572
OG0004035	HUMAN18569	YEAST02134
OG0004037	HUMAN18538, HUMAN18540	YEAST03371
OG0004042	HUMAN04449	YEAST05578
OG0004044	HUMAN20694	YEAST05367
OG0004047	HUMAN13570	YEAST02496
OG0004051	HUMAN12917, HUMAN17896, HUMAN06505	YEAST01772
OG0004052	HUMAN15057, HUMAN15056	YEAST03705
OG0004054	HUMAN08335, HUMAN15782	YEAST05576
OG0004056	HUMAN23551, HUMAN21186	YEAST05698
OG0004057	HUMAN26949	YEAST05620
OG0004059	HUMAN15830, HUMAN15829	YEAST00030
OG0004065	HUMAN00215, HUMAN00216	YEAST00772
OG0004067	HUMAN18034	YEAST02665
OG0004068	HUMAN30035, HUMAN30649, HUMAN30612	YEAST03461
OG0004071	HUMAN02291, HUMAN24781, HUMAN24782, HUMAN29079, HUMAN02290, HUMAN24780	YEAST02893
OG0004072	HUMAN13160	YEAST02440
OG0004075	HUMAN10663	YEAST02332
OG0004076	HUMAN28164, HUMAN28163, HUMAN28165, HUMAN28162	YEAST05461
OG0004079	HUMAN22873	YEAST04385
OG0004080	HUMAN18253, HUMAN27257	YEAST00812
OG0004082	HUMAN18511	YEAST00063, YEAST05409
OG0004090	HUMAN06601	YEAST02301, YEAST02021
OG0004091	HUMAN28496	YEAST04715
OG0004092	HUMAN26216, HUMAN12524	YEAST03564, YEAST06307
OG0004096	HUMAN02141	YEAST00160
OG0004097	HUMAN30130, HUMAN30128, HUMAN30129, HUMAN30127, HUMAN08360	YEAST05039
OG0004101	HUMAN12860	YEAST03547, YEAST02901
OG0004102	HUMAN03466	YEAST05787
OG0004103	HUMAN19037	YEAST05061
OG0004105	HUMAN28120	YEAST01700, YEAST01565
OG0004110	HUMAN23820, HUMAN03249	YEAST02825
OG0004113	HUMAN20537	YEAST02059
OG0004115	HUMAN21493	YEAST00325
OG0004116	HUMAN05608, HUMAN05607	YEAST00481
OG0004118	HUMAN26960, HUMAN26961	YEAST01855
OG0004119	HUMAN15237, HUMAN15236	YEAST02170
OG0004120	HUMAN03333	YEAST01953
OG0004123	HUMAN05602, HUMAN05601, HUMAN05600	YEAST04761
OG0004124	HUMAN19130, HUMAN27894	YEAST01139
OG0004127	HUMAN27924, HUMAN27923	YEAST06097
OG0004130	HUMAN01818	YEAST03149
OG0004134	HUMAN22443	YEAST05611
OG0004136	HUMAN02426, HUMAN02427	YEAST01084
OG0004142	HUMAN14999	YEAST05774
OG0004148	HUMAN12377	YEAST00867
OG0004150	HUMAN20665, HUMAN20664	YEAST04690
OG0004151	HUMAN11355, HUMAN11356	YEAST04284
OG0004153	HUMAN24084, HUMAN24083	YEAST05958, YEAST04386, YEAST00290
OG0004154	HUMAN16602	YEAST05587
OG0004158	HUMAN17542, HUMAN27299	YEAST03379
OG0004161	HUMAN17700	YEAST04124
OG0004162	HUMAN25916	YEAST04517
OG0004164	HUMAN03236, HUMAN23812, HUMAN23813	YEAST05923
OG0004166	HUMAN27687	YEAST00189
OG0004168	HUMAN11718	YEAST03028
OG0004169	HUMAN13644, HUMAN13645, HUMAN13646	YEAST05813
OG0004170	HUMAN15967	YEAST05906
OG0004171	HUMAN15518	YEAST04501
OG0004179	HUMAN10496, HUMAN10497, HUMAN12064, HUMAN12065, HUMAN12066, HUMAN12169	YEAST01050
OG0004181	HUMAN22409	YEAST03406
OG0004182	HUMAN19435	YEAST03699
OG0004184	HUMAN02697	YEAST00127
OG0004186	HUMAN08997, HUMAN08995, HUMAN02715	YEAST04981
OG0004188	HUMAN08423, HUMAN08422	YEAST02761
OG0004198	HUMAN09595, HUMAN01753, HUMAN09594, HUMAN01752	YEAST02869, YEAST03548
OG0004215	HUMAN12295, HUMAN12294, HUMAN12293	YEAST04590
OG0004217	HUMAN22836	YEAST01257
OG0004219	HUMAN17843, HUMAN17842	YEAST00912
OG0004222	HUMAN08455	YEAST05826
OG0004230	HUMAN05582, HUMAN05583, HUMAN05581	YEAST02220
OG0004232	HUMAN22434	YEAST05931
OG0004236	HUMAN16992	YEAST05432
OG0004237	HUMAN22943	YEAST04445, YEAST04344
OG0004239	HUMAN18995	YEAST05144
OG0004243	HUMAN12837	YEAST00306
OG0004245	HUMAN03723, HUMAN03722, HUMAN07043	YEAST00859
OG0004248	HUMAN18975, HUMAN18976	YEAST03678
OG0004249	HUMAN22547, HUMAN22545, HUMAN22548, HUMAN22546	YEAST02740
OG0004250	HUMAN08579, HUMAN08578	YEAST05543
OG0004252	HUMAN25401, HUMAN25402, HUMAN25400	YEAST05178
OG0004254	HUMAN27698, HUMAN27699	YEAST03900
OG0004258	HUMAN19337, HUMAN19336, HUMAN19590	YEAST00665
OG0004259	HUMAN09749	YEAST03730
OG0004261	HUMAN13774	YEAST02564
OG0004262	HUMAN08768, HUMAN08767, HUMAN08769	YEAST02368
OG0004268	HUMAN15200, HUMAN15199, HUMAN15201	YEAST00496
OG0004269	HUMAN03614, HUMAN03613	YEAST04758
OG0004273	HUMAN12115, HUMAN12114	YEAST02547
OG0004278	HUMAN28639	YEAST00243
OG0004280	HUMAN13148	YEAST05895
OG0004282	HUMAN00466	YEAST02575, YEAST06242
OG0004283	HUMAN22365	YEAST04184
OG0004287	HUMAN08350	YEAST01708
OG0004289	HUMAN08406	YEAST05719
OG0004291	HUMAN02664	YEAST00852
OG0004292	HUMAN18016, HUMAN18018, HUMAN18017, HUMAN18019	YEAST02537
OG0004295	HUMAN14256	YEAST05946
OG0004297	HUMAN24896, HUMAN24895	YEAST01463
OG0004300	HUMAN28866, HUMAN28867	YEAST05309
OG0004301	HUMAN04645, HUMAN04644	YEAST03850
OG0004302	HUMAN23334	YEAST05203
OG0004303	HUMAN18308, HUMAN18307	YEAST02492
OG0004304	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401	YEAST02425, YEAST05929
OG0004305	HUMAN14140, HUMAN14141	YEAST02123
OG0004307	HUMAN13513, HUMAN13515, HUMAN13514	YEAST04592
OG0004308	HUMAN30057	YEAST04835
OG0004309	HUMAN03042	YEAST05924
OG0004310	HUMAN01879, HUMAN01878, HUMAN15096, HUMAN15095	YEAST05001
OG0004312	HUMAN01959	YEAST03330
OG0004314	HUMAN02115, HUMAN29290, HUMAN29291	YEAST00500
OG0004324	HUMAN19248	YEAST04322
OG0004330	HUMAN08424	YEAST06277
OG0004331	HUMAN08295	YEAST06230
OG0004333	HUMAN28274	YEAST01391
OG0004335	HUMAN22919	YEAST01057
OG0004337	HUMAN01473	YEAST05652
OG0004338	HUMAN05208	YEAST05023
OG0004344	HUMAN30235, HUMAN30231, HUMAN30232, HUMAN30234	YEAST02441
OG0004345	HUMAN29416	YEAST04894
OG0004347	HUMAN19877, HUMAN26338	YEAST04515
OG0004348	HUMAN29749	YEAST03956
OG0004350	HUMAN25142	YEAST04742
OG0004351	HUMAN05858	YEAST04167
OG0004353	HUMAN05861	YEAST05143
OG0004356	HUMAN21882	YEAST02877
OG0004357	HUMAN17377	YEAST02304
OG0004358	HUMAN20550, HUMAN20551, HUMAN20549	YEAST01304
OG0004359	HUMAN21016, HUMAN29937	YEAST01873
OG0004364	HUMAN16782, HUMAN16785	YEAST00647
OG0004366	HUMAN11404	YEAST01097
OG0004369	HUMAN29479	YEAST04013
OG0004370	HUMAN26663	YEAST02378
OG0004374	HUMAN13158	YEAST00556
OG0004377	HUMAN28605	YEAST05181
OG0004378	HUMAN11677, HUMAN11679, HUMAN11678	YEAST03291
OG0004379	HUMAN15965, HUMAN06117, HUMAN15966	YEAST02180, YEAST04152
OG0004380	HUMAN02379, HUMAN06115	YEAST04825
OG0004382	HUMAN23495	YEAST03218
OG0004394	HUMAN30076, HUMAN25176	YEAST00619
OG0004396	HUMAN00392, HUMAN00394, HUMAN00393	YEAST01668
OG0004400	HUMAN13800	YEAST03238, YEAST03731
OG0004401	HUMAN30275, HUMAN07787	YEAST04219
OG0004402	HUMAN22342	YEAST05942
OG0004404	HUMAN09714	YEAST00833, YEAST00883
OG0004417	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645	YEAST03358
OG0004425	HUMAN20710, HUMAN12646, HUMAN12647	YEAST04958
OG0004426	HUMAN08417, HUMAN15503, HUMAN15502	YEAST01028
OG0004460	HUMAN02348	YEAST06162
OG0004462	HUMAN07884	YEAST03397
OG0004468	HUMAN04543	YEAST04439
OG0004472	HUMAN26987	YEAST06199
OG0004479	HUMAN13760	YEAST00474
OG0004484	HUMAN00032	YEAST01989
OG0004486	HUMAN28381	YEAST00968
OG0004489	HUMAN20466, HUMAN20464	YEAST03700
OG0004490	HUMAN16011, HUMAN16009, HUMAN16010, HUMAN16008	YEAST02887
OG0004492	HUMAN03895	YEAST05415, YEAST01368
OG0004494	HUMAN10688, HUMAN10687, HUMAN10686	YEAST03738
OG0004495	HUMAN01257	YEAST00946
OG0004498	HUMAN21502, HUMAN21503	YEAST02716
OG0004500	HUMAN27616	YEAST04651
OG0004503	HUMAN22764	YEAST02385
OG0004505	HUMAN17948	YEAST01701
OG0004506	HUMAN13339, HUMAN13338, HUMAN13340	YEAST06061
OG0004507	HUMAN23622, HUMAN23623, HUMAN23621	YEAST04994
OG0004512	HUMAN09321	YEAST01510
OG0004513	HUMAN07254	YEAST04235
OG0004515	HUMAN03769, HUMAN03768, HUMAN03770	YEAST05737
OG0004519	HUMAN21150	YEAST01596
OG0004520	HUMAN22045	YEAST06001, YEAST05696
OG0004525	HUMAN01279	YEAST03937
OG0004526	HUMAN29357	YEAST02603
OG0004529	HUMAN25204, HUMAN25205	YEAST03981
OG0004535	HUMAN15449, HUMAN15447, HUMAN15446, HUMAN15448	YEAST02221
OG0004538	HUMAN08630, HUMAN08632, HUMAN08631	YEAST02750
OG0004542	HUMAN20251	YEAST04816, YEAST04623
OG0004545	HUMAN23451, HUMAN23453, HUMAN23452	YEAST02071
OG0004546	HUMAN24897	YEAST04485
OG0004551	HUMAN10195	YEAST00426
OG0004554	HUMAN16601	YEAST05640
OG0004559	HUMAN13594, HUMAN13596, HUMAN13595	YEAST04428
OG0004563	HUMAN19929	YEAST04325
OG0004566	HUMAN27617, HUMAN13773	YEAST02192
OG0004567	HUMAN13560, HUMAN16616	YEAST05747
OG0004571	HUMAN02981	YEAST02127
OG0004573	HUMAN12408, HUMAN12409	YEAST00677
OG0004577	HUMAN07984	YEAST02283
OG0004579	HUMAN06948, HUMAN06947	YEAST00134
OG0004581	HUMAN30254	YEAST03583, YEAST04618
OG0004582	HUMAN01491, HUMAN23318	YEAST04377
OG0004583	HUMAN25613	YEAST05833
OG0004584	HUMAN25317, HUMAN25318	YEAST03457
OG0004585	HUMAN13728, HUMAN13729, HUMAN13727	YEAST01153
OG0004590	HUMAN26460	YEAST03622, YEAST00886
OG0004593	HUMAN17263, HUMAN24335, HUMAN24336	YEAST01231
OG0004606	HUMAN18904, HUMAN18905	YEAST05926
OG0004609	HUMAN12279, HUMAN12280	YEAST05326
OG0004610	HUMAN09947, HUMAN09946, HUMAN09948	YEAST04487, YEAST01427
OG0004611	HUMAN03825, HUMAN03826	YEAST04613
OG0004612	HUMAN25998	YEAST02359
OG0004616	HUMAN17882	YEAST00250, YEAST02830
OG0004619	HUMAN12791	YEAST03531
OG0004621	HUMAN21153, HUMAN21154	YEAST00178
OG0004626	HUMAN15244	YEAST00427
OG0004630	HUMAN25355, HUMAN25354	YEAST01322, YEAST02951
OG0004633	HUMAN18514, HUMAN18513, HUMAN18512	YEAST03510
OG0004634	HUMAN12037, HUMAN20391	YEAST00262, YEAST00249
OG0004635	HUMAN16135, HUMAN16134	YEAST02703
OG0004639	HUMAN29308	YEAST02924
OG0004648	HUMAN14405, HUMAN14403	YEAST04721, YEAST05892
OG0004649	HUMAN13089, HUMAN19718	YEAST02284
OG0004651	HUMAN20463	YEAST01146
OG0004654	HUMAN16019	YEAST00988
OG0004655	HUMAN15982	YEAST01640
OG0004656	HUMAN16639	YEAST04281
OG0004657	HUMAN26711	YEAST00473
OG0004658	HUMAN25698, HUMAN25697, HUMAN25696	YEAST04140
OG0004659	HUMAN02326	YEAST02251
OG0004660	HUMAN25810	YEAST06221, YEAST00721
OG0004663	HUMAN26334, HUMAN12394	YEAST01161
OG0004664	HUMAN07587	YEAST05162
OG0004668	HUMAN02463, HUMAN02462	YEAST01610
OG0004669	HUMAN24194, HUMAN15536	YEAST00949
OG0004670	HUMAN12707, HUMAN12706	YEAST03416
OG0004671	HUMAN12269	YEAST02606
OG0004674	HUMAN28474, HUMAN28475	YEAST05448
OG0004675	HUMAN16714	YEAST05072, YEAST02983
OG0004676	HUMAN08712, HUMAN08711	YEAST05785, YEAST00056, YEAST02694
OG0004678	HUMAN29263, HUMAN29264	YEAST02777, YEAST04846
OG0004682	HUMAN00873, HUMAN00872, HUMAN00875, HUMAN00874	YEAST02876
OG0004683	HUMAN04875, HUMAN04874, HUMAN04873, HUMAN04872	YEAST00676
OG0004684	HUMAN04870	YEAST05643
OG0004685	HUMAN19767	YEAST04200
OG0004687	HUMAN20908, HUMAN20906, HUMAN20910, HUMAN20907	YEAST00982
OG0004691	HUMAN18674	YEAST00819
OG0004699	HUMAN26760, HUMAN26768, HUMAN26758, HUMAN26756, HUMAN26755	YEAST05453
OG0004702	HUMAN12124, HUMAN12123	YEAST03387
OG0004703	HUMAN07096	YEAST00841
OG0004705	HUMAN23960, HUMAN07591	YEAST05591
OG0004708	HUMAN12418	YEAST04540
OG0004711	HUMAN30200, HUMAN30199, HUMAN16058	YEAST03281
OG0004728	HUMAN11621, HUMAN11622	YEAST04662, YEAST00882
OG0004733	HUMAN23596	YEAST06337
OG0004735	HUMAN28210	YEAST04508
OG0004740	HUMAN09243, HUMAN09242	YEAST04029
OG0004743	HUMAN14417, HUMAN14416, HUMAN14419, HUMAN14418	YEAST04299
OG0004747	HUMAN24414	YEAST01134
OG0004748	HUMAN05638	YEAST03942
OG0004749	HUMAN18871	YEAST05904
OG0004753	HUMAN21696	YEAST04746
OG0004755	HUMAN07905	YEAST03690
OG0004756	HUMAN00386	YEAST03704
OG0004759	HUMAN08595	YEAST02912
OG0004760	HUMAN28226, HUMAN28225, HUMAN28228, HUMAN28227	YEAST01847
OG0004764	HUMAN01006	YEAST04443, YEAST04345
OG0004765	HUMAN14318	YEAST02487
OG0004766	HUMAN19581, HUMAN19587	YEAST01053
OG0004767	HUMAN20245, HUMAN20244, HUMAN20243	YEAST03559
OG0004768	HUMAN22364, HUMAN24007	YEAST02666
OG0004769	HUMAN01235	YEAST06228
OG0004770	HUMAN00795	YEAST03432
OG0004774	HUMAN03427	YEAST06062
OG0004785	HUMAN18026	YEAST04153
OG0004786	HUMAN18254	YEAST01015
OG0004787	HUMAN05706	YEAST02164
OG0004792	HUMAN10952, HUMAN07261	YEAST02299
OG0004795	HUMAN07355	YEAST02163
OG0004797	HUMAN08833	YEAST00371
OG0004805	HUMAN07478	YEAST03570
OG0004808	HUMAN21575	YEAST02354
OG0004811	HUMAN11108	YEAST01683
OG0004814	HUMAN04561	YEAST05710
OG0004816	HUMAN15119, HUMAN15517	YEAST04664
OG0004819	HUMAN19316	YEAST00279
OG0004820	HUMAN25471	YEAST05404
OG0004822	HUMAN18150, HUMAN18149, HUMAN18151, HUMAN03608, HUMAN18148	YEAST03199
OG0004833	HUMAN23800	YEAST01309
OG0004836	HUMAN26405, HUMAN26407, HUMAN26406	YEAST00658
OG0004840	HUMAN14498	YEAST01399
OG0004841	HUMAN15250	YEAST01375
OG0004842	HUMAN11582, HUMAN11581	YEAST05083
OG0004843	HUMAN10990	YEAST03163
OG0004844	HUMAN03500, HUMAN03499, HUMAN03498	YEAST01571
OG0004848	HUMAN04136	YEAST02387
OG0004849	HUMAN20136, HUMAN20140, HUMAN20142, HUMAN20138, HUMAN20141, HUMAN20143, HUMAN20137	YEAST06335
OG0004850	HUMAN21232	YEAST05082, YEAST02977
OG0004851	HUMAN09816, HUMAN09817	YEAST02907
OG0004852	HUMAN29155, HUMAN29156	YEAST00825
OG0004854	HUMAN17423, HUMAN17424	YEAST00889, YEAST04304
OG0004855	HUMAN13004, HUMAN13005, HUMAN13002, HUMAN13003	YEAST03252
OG0004856	HUMAN22862, HUMAN30262	YEAST05973
OG0004858	HUMAN07134	YEAST04268
OG0004863	HUMAN16075	YEAST00862
OG0004864	HUMAN02859	YEAST00264
OG0004874	HUMAN28387	YEAST04564
OG0004875	HUMAN00886, HUMAN00885	YEAST02491
OG0004877	HUMAN22615	YEAST05247
OG0004879	HUMAN22013	YEAST01311
OG0004880	HUMAN06214	YEAST06046
OG0004881	HUMAN21876	YEAST00141
OG0004886	HUMAN07864, HUMAN07865	YEAST05077
OG0004887	HUMAN00785, HUMAN00786	YEAST05734
OG0004893	HUMAN00654	YEAST04667, YEAST00405
OG0004896	HUMAN29483	YEAST06193
OG0004897	HUMAN24076, HUMAN24075	YEAST03127, YEAST00642
OG0004898	HUMAN05713	YEAST01269
OG0004902	HUMAN17054	YEAST00933
OG0004903	HUMAN14027, HUMAN14026	YEAST03539
OG0004906	HUMAN10655	YEAST02770
OG0004911	HUMAN20237	YEAST04765
OG0004913	HUMAN26739	YEAST01636
OG0004914	HUMAN12452, HUMAN12453	YEAST03369
OG0004917	HUMAN00471	YEAST00244
OG0004922	HUMAN01865, HUMAN01863	YEAST03302
OG0004924	HUMAN23140, HUMAN23139	YEAST03555, YEAST03277
OG0004928	HUMAN12519, HUMAN12518	YEAST00311
OG0004932	HUMAN19267	YEAST04654
OG0004935	HUMAN24721	YEAST02167
OG0004940	HUMAN16584, HUMAN16585	YEAST05107, YEAST05559
OG0004941	HUMAN02004	YEAST03194
OG0004947	HUMAN23472	YEAST05164
OG0004948	HUMAN12800, HUMAN04292	YEAST02275
OG0004949	HUMAN16549, HUMAN16550	YEAST04201
OG0004952	HUMAN08308	YEAST02477
OG0004954	HUMAN27622	YEAST06058
OG0004962	HUMAN26029	YEAST04400
OG0004963	HUMAN07416	YEAST04940
OG0004964	HUMAN12699, HUMAN12698	YEAST04104
OG0004968	HUMAN11380	YEAST03489
OG0004969	HUMAN21857	YEAST02591
