Orthogroup	HUMAN	NEMVE
OG0003395	HUMAN14720, HUMAN18522, HUMAN01610, HUMAN12537, HUMAN15124, HUMAN12712, HUMAN20153, HUMAN20152, HUMAN15373, HUMAN13759, HUMAN03903, HUMAN15394, HUMAN12328, HUMAN25543, HUMAN13985, HUMAN21020, HUMAN13540, HUMAN15149, HUMAN11515, HUMAN13622, HUMAN01823, HUMAN22313, HUMAN13943, HUMAN07650, HUMAN16436, HUMAN03124, HUMAN19765, HUMAN23023, HUMAN30582, HUMAN26366, HUMAN15388, HUMAN13400, HUMAN15400, HUMAN19760, HUMAN12203, HUMAN15395, HUMAN16900	NEMVE00876
OG0003396	HUMAN06037, HUMAN05048	NEMVE24075
OG0003398	HUMAN13761, HUMAN14023, HUMAN19182, HUMAN13762	NEMVE03087
OG0003401	HUMAN18616, HUMAN28787, HUMAN09936	NEMVE11233
OG0003419	HUMAN02012	NEMVE08218
OG0003420	HUMAN29096, HUMAN01558, HUMAN01559, HUMAN01556, HUMAN01560	NEMVE19645
OG0003421	HUMAN23071	NEMVE13078, NEMVE04651, NEMVE09589
OG0003422	HUMAN07007, HUMAN07008	NEMVE07883, NEMVE20521, NEMVE01482
OG0003424	HUMAN10759	NEMVE00293, NEMVE16825
OG0003425	HUMAN23668, HUMAN23669	NEMVE02069
OG0003426	HUMAN04822, HUMAN04821	NEMVE04788
OG0003428	HUMAN22929	NEMVE22338
OG0003429	HUMAN24947	NEMVE22490
OG0003430	HUMAN15764	NEMVE24395
OG0003431	HUMAN06475, HUMAN02186	NEMVE04794
OG0003432	HUMAN13669, HUMAN13670	NEMVE13929
OG0003433	HUMAN11873	NEMVE22730
OG0003434	HUMAN20686	NEMVE19996, NEMVE14429
OG0003435	HUMAN08411	NEMVE13652
OG0003439	HUMAN07771, HUMAN07770, HUMAN21552, HUMAN21553	NEMVE25599
OG0003440	HUMAN07852, HUMAN07851, HUMAN07850	NEMVE09605
OG0003441	HUMAN21029, HUMAN21027	NEMVE08561, NEMVE06221
OG0003442	HUMAN29894, HUMAN29583	NEMVE13895
OG0003443	HUMAN25588, HUMAN08555	NEMVE23998
OG0003444	HUMAN04199	NEMVE04612
OG0003445	HUMAN29343	NEMVE08389, NEMVE01424
OG0003445	HUMAN01267	NEMVE14554
OG0003447	HUMAN26881	NEMVE24666
OG0003448	HUMAN15205	NEMVE10129
OG0003449	HUMAN27781	NEMVE09976, NEMVE11728, NEMVE00441
OG0003450	HUMAN12087, HUMAN12089	NEMVE23497
OG0003451	HUMAN21236	NEMVE07235
OG0003452	HUMAN03708, HUMAN03710	NEMVE21083, NEMVE23965
OG0003453	HUMAN07082	NEMVE20495
OG0003454	HUMAN12804, HUMAN12803, HUMAN02907	NEMVE14065
OG0003455	HUMAN20526, HUMAN01754	NEMVE24559, NEMVE20985
OG0003456	HUMAN13016, HUMAN25940	NEMVE14823
OG0003457	HUMAN27789, HUMAN16567	NEMVE18246, NEMVE18245
OG0003458	HUMAN28214, HUMAN28215, HUMAN28213, HUMAN28212	NEMVE04918
OG0003459	HUMAN16899, HUMAN08550	NEMVE06913, NEMVE20106
OG0003461	HUMAN24927, HUMAN24928	NEMVE23166
OG0003462	HUMAN14650	NEMVE20879, NEMVE19614
OG0003462	HUMAN14651, HUMAN14649	NEMVE15109
OG0003463	HUMAN02584	NEMVE08123
OG0003464	HUMAN25957	NEMVE21995, NEMVE25422
OG0003465	HUMAN29422, HUMAN29421	NEMVE00981
OG0003466	HUMAN03596	NEMVE19302
OG0003467	HUMAN28399	NEMVE14975, NEMVE20626, NEMVE11976
OG0003468	HUMAN08265	NEMVE01447, NEMVE21354
OG0003468	HUMAN08264	NEMVE01555
OG0003469	HUMAN26180	NEMVE23482
OG0003470	HUMAN13977, HUMAN13976	NEMVE08394
OG0003471	HUMAN16952	NEMVE13566
OG0003472	HUMAN29614, HUMAN29613	NEMVE23741
OG0003473	HUMAN19355, HUMAN05515, HUMAN05516	NEMVE02684
OG0003474	HUMAN28089, HUMAN00685	NEMVE00065
OG0003475	HUMAN21366	NEMVE00257
OG0003476	HUMAN02837	NEMVE12591
OG0003477	HUMAN25241	NEMVE15677, NEMVE14421
OG0003478	HUMAN08716, HUMAN08715	NEMVE14744
OG0003479	HUMAN02334, HUMAN20427	NEMVE22549
OG0003480	HUMAN13707, HUMAN13705	NEMVE09026
OG0003483	HUMAN02672	NEMVE22468
OG0003484	HUMAN13982, HUMAN09522	NEMVE21744
OG0003486	HUMAN25368	NEMVE08417, NEMVE11925
OG0003487	HUMAN01641, HUMAN01639	NEMVE22483
OG0003488	HUMAN27887	NEMVE05426
OG0003489	HUMAN00472, HUMAN25219	NEMVE05755
OG0003490	HUMAN07486	NEMVE07514
OG0003491	HUMAN18345, HUMAN07660	NEMVE14708
OG0003492	HUMAN17154, HUMAN03405	NEMVE06260
OG0003493	HUMAN01078	NEMVE15798
OG0003496	HUMAN05409	NEMVE20920
OG0003497	HUMAN05604	NEMVE01002
OG0003498	HUMAN22332, HUMAN22333	NEMVE10613, NEMVE20419
OG0003499	HUMAN15248, HUMAN15247, HUMAN15246	NEMVE25845
OG0003500	HUMAN09263	NEMVE05089, NEMVE12196
OG0003501	HUMAN14259, HUMAN14258	NEMVE13383
OG0003502	HUMAN26410, HUMAN26411	NEMVE06419
OG0003503	HUMAN13541	NEMVE14218, NEMVE14261
OG0003504	HUMAN13209, HUMAN13210	NEMVE05266, NEMVE14390
OG0003505	HUMAN11145	NEMVE05913
OG0003506	HUMAN24134, HUMAN24135, HUMAN07475, HUMAN27460	NEMVE25216
OG0003507	HUMAN14251, HUMAN00947	NEMVE06192
OG0003508	HUMAN20681, HUMAN17821	NEMVE10416
OG0003509	HUMAN11891	NEMVE10409
OG0003510	HUMAN24552, HUMAN11374	NEMVE09335
OG0003511	HUMAN23502	NEMVE22014, NEMVE01517
OG0003512	HUMAN07246, HUMAN07245	NEMVE20614, NEMVE08803, NEMVE19792
OG0003513	HUMAN17574, HUMAN17572, HUMAN29015	NEMVE14528
OG0003515	HUMAN07599, HUMAN22879	NEMVE07802
OG0003516	HUMAN03685	NEMVE22943, NEMVE13148
OG0003517	HUMAN04692, HUMAN04691, HUMAN04694, HUMAN06798, HUMAN06796	NEMVE22199
OG0003518	HUMAN14108	NEMVE07929
OG0003519	HUMAN20557, HUMAN20556, HUMAN20554	NEMVE22344
OG0003520	HUMAN21004, HUMAN08252	NEMVE01051
OG0003521	HUMAN05180, HUMAN05181	NEMVE25988, NEMVE22072
OG0003521	HUMAN05179	NEMVE15787, NEMVE15788
OG0003522	HUMAN25338	NEMVE24059
OG0003523	HUMAN21871	NEMVE07334
OG0003524	HUMAN00423, HUMAN00422	NEMVE20753, NEMVE23630
OG0003527	HUMAN05242	NEMVE02209
OG0003528	HUMAN07458	NEMVE12358, NEMVE13793
OG0003529	HUMAN18247, HUMAN12697, HUMAN12696	NEMVE22936
OG0003531	HUMAN09342, HUMAN04724	NEMVE23009
OG0003532	HUMAN17410	NEMVE01942
OG0003533	HUMAN21080, HUMAN21079	NEMVE21770
OG0003535	HUMAN27564, HUMAN03170	NEMVE18138, NEMVE18330
OG0003536	HUMAN13845, HUMAN13847, HUMAN18837, HUMAN18836, HUMAN16704, HUMAN13846	NEMVE23719
OG0003537	HUMAN22131, HUMAN22130	NEMVE15401
OG0003538	HUMAN03691	NEMVE24834
OG0003539	HUMAN27654	NEMVE14225
OG0003541	HUMAN11651, HUMAN11648	NEMVE05768
OG0003542	HUMAN10755, HUMAN10756	NEMVE05244
OG0003543	HUMAN28052	NEMVE21904
OG0003544	HUMAN00617, HUMAN00616	NEMVE21778
OG0003545	HUMAN12962, HUMAN10596, HUMAN12961	NEMVE09118
OG0003546	HUMAN29089, HUMAN02169	NEMVE00903
OG0003547	HUMAN03917	NEMVE21707
OG0003548	HUMAN22282	NEMVE24045
OG0003549	HUMAN25713, HUMAN25712, HUMAN29713	NEMVE22192
OG0003550	HUMAN26578, HUMAN17867	NEMVE14633
OG0003551	HUMAN14799, HUMAN29003	NEMVE25468
OG0003552	HUMAN01497	NEMVE13583
OG0003554	HUMAN03429	NEMVE05007
OG0003555	HUMAN13236, HUMAN13235, HUMAN13238, HUMAN13237, HUMAN13240, HUMAN13241	NEMVE10803, NEMVE10802
OG0003556	HUMAN19312	NEMVE17151
OG0003557	HUMAN27748	NEMVE12283
OG0003558	HUMAN09720	NEMVE23552
OG0003560	HUMAN08292	NEMVE06594
OG0003561	HUMAN25470, HUMAN07496	NEMVE01009, NEMVE02397
OG0003562	HUMAN18584, HUMAN18585, HUMAN28168	NEMVE13820
OG0003563	HUMAN10685	NEMVE09047
OG0003564	HUMAN17366, HUMAN24302	NEMVE07651, NEMVE05001
OG0003565	HUMAN27729, HUMAN27728	NEMVE24799
OG0003566	HUMAN04196, HUMAN24973	NEMVE24534
OG0003567	HUMAN10488	NEMVE14039
OG0003568	HUMAN07271, HUMAN07272	NEMVE23185
OG0003570	HUMAN02024, HUMAN02025, HUMAN02026	NEMVE24756
OG0003571	HUMAN28033, HUMAN11183	NEMVE07104, NEMVE21760
OG0003573	HUMAN10871, HUMAN10813, HUMAN10775	NEMVE15669
OG0003577	HUMAN29012	NEMVE01484
OG0003578	HUMAN20028, HUMAN20029	NEMVE14882, NEMVE12325
OG0003579	HUMAN26278, HUMAN22725	NEMVE14468
OG0003581	HUMAN04085	NEMVE02408
OG0003582	HUMAN29836, HUMAN02330	NEMVE05180
OG0003597	HUMAN04460	NEMVE06178, NEMVE07749
OG0003598	HUMAN29147	NEMVE09849
OG0003599	HUMAN13888, HUMAN13887	NEMVE20749, NEMVE06057
OG0003601	HUMAN26533, HUMAN26534	NEMVE01801
OG0003603	HUMAN13251, HUMAN13246	NEMVE12029, NEMVE13720
OG0003604	HUMAN12260, HUMAN12259, HUMAN07277	NEMVE14417
OG0003606	HUMAN00503	NEMVE07605
OG0003610	HUMAN16758, HUMAN16759	NEMVE07493, NEMVE14129
OG0003611	HUMAN24173	NEMVE07655, NEMVE15407
OG0003612	HUMAN24816	NEMVE22973
OG0003613	HUMAN20927, HUMAN11439	NEMVE08287
OG0003615	HUMAN14433, HUMAN23272	NEMVE03122
OG0003616	HUMAN20505, HUMAN20506, HUMAN20504	NEMVE22796
OG0003617	HUMAN21414	NEMVE04879, NEMVE02770
OG0003618	HUMAN27888, HUMAN27890	NEMVE14538
OG0003619	HUMAN30124, HUMAN23959	NEMVE25213
OG0003620	HUMAN00037	NEMVE14400
OG0003621	HUMAN05310	NEMVE24715
OG0003622	HUMAN18690	NEMVE09372
OG0003624	HUMAN28864	NEMVE13806, NEMVE20665
OG0003626	HUMAN26164, HUMAN26165	NEMVE11761
OG0003629	HUMAN21741, HUMAN21740	NEMVE13677
OG0003630	HUMAN10764, HUMAN10786	NEMVE01474
OG0003632	HUMAN00144, HUMAN00145, HUMAN21796	NEMVE09812
OG0003633	HUMAN05293	NEMVE24448
OG0003634	HUMAN00127	NEMVE09286, NEMVE17797
OG0003635	HUMAN30608, HUMAN30607	NEMVE17691
OG0003638	HUMAN08782	NEMVE14258
OG0003639	HUMAN11734	NEMVE05431
OG0003640	HUMAN13431, HUMAN17671	NEMVE08833, NEMVE05947, NEMVE23505, NEMVE05945, NEMVE13097
OG0003641	HUMAN13743, HUMAN13746, HUMAN13744, HUMAN19226	NEMVE25925, NEMVE21020
OG0003642	HUMAN09836	NEMVE13366
OG0003642	HUMAN09837	NEMVE01082
OG0003643	HUMAN02410	NEMVE21963
OG0003644	HUMAN29286, HUMAN29287, HUMAN29285, HUMAN29284	NEMVE14219, NEMVE19898
OG0003645	HUMAN20257, HUMAN20256, HUMAN12129, HUMAN12128	NEMVE06456, NEMVE06446
OG0003646	HUMAN09524	NEMVE06017
OG0003648	HUMAN16787	NEMVE10380
OG0003649	HUMAN14411	NEMVE10970
OG0003650	HUMAN19278, HUMAN19276, HUMAN19277	NEMVE01779
OG0003651	HUMAN18587, HUMAN27840	NEMVE07230
OG0003652	HUMAN05434, HUMAN25517	NEMVE14170
OG0003655	HUMAN25720, HUMAN07525	NEMVE21782
OG0003656	HUMAN09498, HUMAN09499, HUMAN01632	NEMVE23361
OG0003658	HUMAN26110, HUMAN26109	NEMVE14339
OG0003659	HUMAN12849, HUMAN12851	NEMVE01974
OG0003661	HUMAN06668	NEMVE00922
OG0003662	HUMAN03175, HUMAN03176, HUMAN17173	NEMVE08035
OG0003664	HUMAN12052	NEMVE07963
OG0003665	HUMAN08464	NEMVE22002, NEMVE13012, NEMVE21940
OG0003667	HUMAN19771	NEMVE05425
OG0003668	HUMAN30167, HUMAN09900, HUMAN09899	NEMVE14297
OG0003669	HUMAN29028	NEMVE07090
OG0003671	HUMAN03501, HUMAN24226	NEMVE14323
OG0003672	HUMAN12138	NEMVE08668
OG0003673	HUMAN25306	NEMVE10750
OG0003673	HUMAN19535	NEMVE16428
OG0003674	HUMAN12022, HUMAN12023	NEMVE05251
OG0003675	HUMAN20720	NEMVE14081
OG0003676	HUMAN29262	NEMVE21802
OG0003676	HUMAN20688	NEMVE07553
OG0003677	HUMAN17731, HUMAN02931, HUMAN12515, HUMAN12514	NEMVE22425
OG0003678	HUMAN14661, HUMAN01033, HUMAN14660	NEMVE25356
OG0003679	HUMAN21403, HUMAN02922	NEMVE11368
OG0003680	HUMAN06616, HUMAN18004, HUMAN18005	NEMVE13143
OG0003681	HUMAN20399, HUMAN04398	NEMVE01693
OG0003682	HUMAN02554	NEMVE22975
OG0003683	HUMAN04991	NEMVE21208
OG0003683	HUMAN04992	NEMVE25273
OG0003684	HUMAN14029, HUMAN14028	NEMVE10127
OG0003685	HUMAN28658, HUMAN09512	NEMVE07449
OG0003686	HUMAN11096	NEMVE09181
OG0003687	HUMAN06582, HUMAN12545, HUMAN17984	NEMVE23894, NEMVE12128
OG0003689	HUMAN12564, HUMAN17888	NEMVE15357
OG0003690	HUMAN08255, HUMAN08254, HUMAN08253	NEMVE15068
OG0003691	HUMAN27486	NEMVE21817, NEMVE16405
OG0003692	HUMAN26245	NEMVE20806, NEMVE11090
OG0003693	HUMAN05789, HUMAN05791, HUMAN05790, HUMAN21038	NEMVE09308
OG0003694	HUMAN01597	NEMVE22408
OG0003695	HUMAN29320, HUMAN28471	NEMVE01731
OG0003696	HUMAN26795	NEMVE11320
OG0003697	HUMAN10210, HUMAN10208, HUMAN13631	NEMVE17845
OG0003698	HUMAN03524, HUMAN27578	NEMVE22878
OG0003700	HUMAN10461, HUMAN13432, HUMAN13433	NEMVE05136, NEMVE03153
OG0003701	HUMAN21420	NEMVE05754
OG0003703	HUMAN04604, HUMAN09417, HUMAN09419	NEMVE24764
OG0003704	HUMAN14829, HUMAN01005	NEMVE24279
OG0003705	HUMAN26525	NEMVE23677
OG0003706	HUMAN24793	NEMVE16662
OG0003707	HUMAN10025, HUMAN28827, HUMAN10024	NEMVE04617
OG0003708	HUMAN00455	NEMVE07588
OG0003709	HUMAN15204, HUMAN15203	NEMVE18151
OG0003710	HUMAN29654, HUMAN22687	NEMVE22261
OG0003711	HUMAN09536	NEMVE13813, NEMVE21206
OG0003712	HUMAN20248, HUMAN10482	NEMVE13197
OG0003714	HUMAN00129, HUMAN00131, HUMAN00130	NEMVE13060
OG0003716	HUMAN21975	NEMVE13656
OG0003717	HUMAN00711, HUMAN24583	NEMVE06991
OG0003718	HUMAN18082	NEMVE22937
OG0003719	HUMAN01524	NEMVE08960
OG0003720	HUMAN02239, HUMAN24894	NEMVE13058
OG0003721	HUMAN04841	NEMVE18963
OG0003722	HUMAN01183, HUMAN29299	NEMVE01466, NEMVE20465
OG0003724	HUMAN00259	NEMVE13663, NEMVE17013, NEMVE22380
OG0003724	HUMAN00260	NEMVE03637
OG0003725	HUMAN28512, HUMAN00988, HUMAN00987, HUMAN28511	NEMVE14781
OG0003728	HUMAN01158	NEMVE23247
OG0003729	HUMAN17750	NEMVE25381
OG0003730	HUMAN03774	NEMVE15317, NEMVE13968
OG0003731	HUMAN14612, HUMAN14611	NEMVE23012
OG0003733	HUMAN28575	NEMVE13938, NEMVE18879
OG0003734	HUMAN29356, HUMAN29355	NEMVE22526
OG0003735	HUMAN05438	NEMVE02733
OG0003735	HUMAN05437	NEMVE23342
OG0003736	HUMAN11064	NEMVE22403
OG0003737	HUMAN29411, HUMAN02196	NEMVE15745
OG0003738	HUMAN12341	NEMVE24821, NEMVE25967
OG0003739	HUMAN17673	NEMVE09958
OG0003740	HUMAN04216, HUMAN04217	NEMVE22455
OG0003741	HUMAN15538	NEMVE00260, NEMVE22579
OG0003742	HUMAN26023, HUMAN06690, HUMAN06689	NEMVE13350, NEMVE15271
OG0003743	HUMAN07084, HUMAN07087, HUMAN07083, HUMAN07085	NEMVE21709
OG0003744	HUMAN29944, HUMAN20993, HUMAN20992	NEMVE05864
OG0003745	HUMAN19746, HUMAN19745, HUMAN19747, HUMAN19744	NEMVE24615
OG0003746	HUMAN18235, HUMAN12379	NEMVE04748
OG0003749	HUMAN06179	NEMVE22325
OG0003750	HUMAN18942, HUMAN18943	NEMVE13166
OG0003751	HUMAN02217, HUMAN02218, HUMAN02216	NEMVE03634, NEMVE10234
OG0003752	HUMAN28947, HUMAN09871	NEMVE01099, NEMVE09376
OG0003753	HUMAN13277, HUMAN13278, HUMAN13279, HUMAN10303, HUMAN10302	NEMVE23093
OG0003754	HUMAN04680, HUMAN06799	NEMVE12822, NEMVE01565
OG0003755	HUMAN13092	NEMVE07225
OG0003756	HUMAN11263	NEMVE08256
OG0003757	HUMAN15876	NEMVE25101
OG0003758	HUMAN12883, HUMAN12882, HUMAN06530, HUMAN06529, HUMAN06528	NEMVE24097
OG0003759	HUMAN11801, HUMAN24876	NEMVE07147
OG0003760	HUMAN13770, HUMAN13772, HUMAN13771, HUMAN16625, HUMAN16624	NEMVE25257
OG0003761	HUMAN09889, HUMAN28585	NEMVE06273
OG0003762	HUMAN13397, HUMAN10438, HUMAN10436, HUMAN10437, HUMAN10440	NEMVE13179
OG0003763	HUMAN25652	NEMVE18331
OG0003764	HUMAN13587, HUMAN13588	NEMVE01625, NEMVE08664
OG0003766	HUMAN19094, HUMAN19093	NEMVE12147
OG0003767	HUMAN28071, HUMAN28072	NEMVE24136
OG0003768	HUMAN06974, HUMAN06975	NEMVE13220
OG0003769	HUMAN08202	NEMVE25860
OG0003770	HUMAN05135, HUMAN05134	NEMVE14300
OG0003771	HUMAN13368, HUMAN13367, HUMAN20264	NEMVE24800
OG0003773	HUMAN10264, HUMAN12965	NEMVE23658
OG0003775	HUMAN22617	NEMVE06322
OG0003776	HUMAN19372, HUMAN19371	NEMVE25761
OG0003777	HUMAN18426, HUMAN12738, HUMAN26008	NEMVE13412
OG0003778	HUMAN16925, HUMAN19684, HUMAN19685	NEMVE22626
OG0003779	HUMAN11974	NEMVE22651
OG0003781	HUMAN22177, HUMAN03631, HUMAN03630, HUMAN03632	NEMVE25151
OG0003795	HUMAN29845	NEMVE20355, NEMVE20909, NEMVE06474
OG0003798	HUMAN17950, HUMAN06536	NEMVE14516
OG0003803	HUMAN02236	NEMVE24989
OG0003806	HUMAN10280	NEMVE14378
OG0003807	HUMAN10606, HUMAN10605	NEMVE13183
OG0003808	HUMAN00688, HUMAN00686	NEMVE11383
OG0003809	HUMAN22691	NEMVE22938
OG0003811	HUMAN22421, HUMAN22419	NEMVE12033, NEMVE10353
OG0003812	HUMAN29819	NEMVE18581
OG0003813	HUMAN22627, HUMAN18665	NEMVE22400
OG0003815	HUMAN25505, HUMAN15828	NEMVE13162
OG0003817	HUMAN21262, HUMAN21263	NEMVE12881, NEMVE22126
OG0003818	HUMAN07697	NEMVE20836, NEMVE05581
OG0003820	HUMAN28538, HUMAN28537	NEMVE18008
OG0003821	HUMAN01393, HUMAN20961	NEMVE22804
OG0003823	HUMAN16630, HUMAN16629	NEMVE13544
OG0003824	HUMAN27737	NEMVE12681, NEMVE22639
OG0003825	HUMAN25524, HUMAN25522	NEMVE06848
OG0003826	HUMAN11781	NEMVE08019
OG0003827	HUMAN01147	NEMVE22358
OG0003828	HUMAN29062	NEMVE13970
OG0003829	HUMAN01266	NEMVE16467, NEMVE20813, NEMVE16466
OG0003831	HUMAN22335	NEMVE24194
OG0003832	HUMAN01432, HUMAN01433, HUMAN01434, HUMAN06725, HUMAN20997	NEMVE07346
OG0003833	HUMAN27613	NEMVE22798
OG0003834	HUMAN14036, HUMAN11315	NEMVE25157
OG0003835	HUMAN16694	NEMVE19413, NEMVE21309
OG0003836	HUMAN22326, HUMAN24116	NEMVE04677
OG0003837	HUMAN13331	NEMVE15152
OG0003838	HUMAN07732, HUMAN07731, HUMAN22348	NEMVE07828
OG0003839	HUMAN02039	NEMVE09947
OG0003840	HUMAN09600, HUMAN01591, HUMAN09601	NEMVE14763, NEMVE17541
OG0003841	HUMAN24738	NEMVE13973
OG0003842	HUMAN06944, HUMAN06942, HUMAN06943, HUMAN06945	NEMVE22729
OG0003843	HUMAN17036	NEMVE14695
OG0003844	HUMAN28532	NEMVE24944
OG0003845	HUMAN13124	NEMVE01473
OG0003846	HUMAN17115, HUMAN27512, HUMAN17116	NEMVE07025
OG0003847	HUMAN12497	NEMVE04903
OG0003848	HUMAN02199	NEMVE03237
OG0003850	HUMAN00536, HUMAN00537, HUMAN00534, HUMAN00535	NEMVE14788
OG0003851	HUMAN02980, HUMAN02979	NEMVE13091
OG0003852	HUMAN10038, HUMAN10035, HUMAN23688, HUMAN10036	NEMVE07134
OG0003853	HUMAN25110, HUMAN25109	NEMVE09522
OG0003854	HUMAN15023, HUMAN10092, HUMAN10091	NEMVE18328
OG0003855	HUMAN01644, HUMAN01643	NEMVE01478
OG0003857	HUMAN10555	NEMVE20217, NEMVE25998
OG0003858	HUMAN25115	NEMVE07192
OG0003859	HUMAN16756, HUMAN16757, HUMAN16755	NEMVE25657
OG0003860	HUMAN02815, HUMAN02817, HUMAN02816	NEMVE07587
OG0003860	HUMAN02814	NEMVE05689
OG0003861	HUMAN19469	NEMVE05952
OG0003862	HUMAN17772	NEMVE14847
OG0003863	HUMAN03803, HUMAN03804	NEMVE15299
OG0003864	HUMAN15578, HUMAN15577	NEMVE12479, NEMVE05255
OG0003865	HUMAN21906, HUMAN06498	NEMVE08854
OG0003866	HUMAN29685, HUMAN05999, HUMAN29686	NEMVE14786
OG0003867	HUMAN26780	NEMVE14855
OG0003868	HUMAN14809, HUMAN02201	NEMVE23932
OG0003869	HUMAN12692	NEMVE25452
OG0003870	HUMAN16083, HUMAN16082	NEMVE09270
OG0003871	HUMAN07601	NEMVE01925
OG0003872	HUMAN19735	NEMVE06420
OG0003873	HUMAN02732	NEMVE07141
OG0003874	HUMAN01763	NEMVE23530
OG0003875	HUMAN04342	NEMVE04885
OG0003876	HUMAN28953, HUMAN28954	NEMVE06222, NEMVE12361
OG0003878	HUMAN01357	NEMVE17672
OG0003879	HUMAN09653	NEMVE00015
OG0003880	HUMAN05339	NEMVE18635
OG0003880	HUMAN21532, HUMAN21531	NEMVE21199
OG0003881	HUMAN00160	NEMVE21229, NEMVE25591
OG0003882	HUMAN27065	NEMVE25838
OG0003883	HUMAN22279, HUMAN22278	NEMVE24051
OG0003884	HUMAN09697	NEMVE04622
OG0003885	HUMAN25203, HUMAN24509	NEMVE07560
OG0003886	HUMAN12711, HUMAN02704	NEMVE07112
OG0003887	HUMAN10867, HUMAN10808, HUMAN01579	NEMVE13010
OG0003888	HUMAN19589, HUMAN19338	NEMVE07601
OG0003889	HUMAN10468, HUMAN10467	NEMVE16733, NEMVE20739, NEMVE16732, NEMVE16731, NEMVE23991
OG0003890	HUMAN17103, HUMAN24051	NEMVE01588
OG0003892	HUMAN02849, HUMAN02848	NEMVE22031, NEMVE14752
OG0003893	HUMAN17502	NEMVE17391
OG0003894	HUMAN29298	NEMVE13262
OG0003895	HUMAN13034	NEMVE10938
OG0003896	HUMAN12343, HUMAN25890, HUMAN25891, HUMAN25892, HUMAN25889	NEMVE05289
OG0003897	HUMAN18373, HUMAN18372	NEMVE01514
OG0003898	HUMAN21809, HUMAN21810	NEMVE00029, NEMVE20445
OG0003899	HUMAN28708, HUMAN28709	NEMVE25516
OG0003900	HUMAN04893, HUMAN04894, HUMAN04892	NEMVE17139
OG0003901	HUMAN25158, HUMAN00514	NEMVE14163
OG0003903	HUMAN22257	NEMVE22012, NEMVE25716
OG0003904	HUMAN14015, HUMAN09983, HUMAN09982, HUMAN09984	NEMVE13657
OG0003905	HUMAN06891	NEMVE07644
OG0003906	HUMAN14951	NEMVE08844
OG0003908	HUMAN22926	NEMVE15062
OG0003908	HUMAN06953, HUMAN06952, HUMAN06951	NEMVE13469
OG0003909	HUMAN16634	NEMVE12977
OG0003910	HUMAN00725	NEMVE11947, NEMVE14228
OG0003911	HUMAN18913	NEMVE13548
OG0003912	HUMAN18812, HUMAN11530, HUMAN11531	NEMVE23480
OG0003913	HUMAN22057	NEMVE06219
OG0003914	HUMAN09922	NEMVE12983
OG0003915	HUMAN07885, HUMAN30288	NEMVE13987
OG0003916	HUMAN07943, HUMAN28011	NEMVE04869
OG0003917	HUMAN17384	NEMVE07359
OG0003918	HUMAN24389, HUMAN22575	NEMVE15132
OG0003919	HUMAN18229	NEMVE10991
OG0003920	HUMAN00591, HUMAN00592	NEMVE13794
OG0003921	HUMAN27803	NEMVE13546, NEMVE03026
OG0003922	HUMAN21903, HUMAN21904	NEMVE11796
OG0003923	HUMAN18230	NEMVE01001, NEMVE12285
OG0003925	HUMAN00566, HUMAN00563, HUMAN00564, HUMAN00565	NEMVE14404
OG0003926	HUMAN00418	NEMVE18036
OG0003927	HUMAN07340, HUMAN07339	NEMVE14203, NEMVE11015, NEMVE11697
OG0003929	HUMAN11590, HUMAN11588, HUMAN11589, HUMAN11587	NEMVE15034
OG0003930	HUMAN06982, HUMAN06981, HUMAN06983	NEMVE11142
OG0003931	HUMAN10525, HUMAN10524, HUMAN29902	NEMVE05283
OG0003933	HUMAN21430, HUMAN07048	NEMVE16001
OG0003934	HUMAN16284	NEMVE10808
OG0003935	HUMAN08472, HUMAN08471	NEMVE04906, NEMVE10377, NEMVE06933
OG0003936	HUMAN11264	NEMVE07930
OG0003937	HUMAN03795, HUMAN27601	NEMVE18859
OG0003938	HUMAN16018	NEMVE14790
OG0003939	HUMAN02684	NEMVE25295, NEMVE20805, NEMVE20363
OG0003940	HUMAN04396	NEMVE16875
OG0003941	HUMAN07026	NEMVE17560
OG0003941	HUMAN07027	NEMVE08171
OG0003941	HUMAN21009	NEMVE17561
OG0003942	HUMAN25725	NEMVE22462
OG0003944	HUMAN21868	NEMVE25693, NEMVE10205, NEMVE21561
OG0003945	HUMAN05797, HUMAN05796, HUMAN24950	NEMVE14589
OG0003946	HUMAN03504, HUMAN03508, HUMAN22287	NEMVE09626
OG0003947	HUMAN22108, HUMAN27709	NEMVE01496, NEMVE12187
OG0003948	HUMAN17355	NEMVE19651
OG0003949	HUMAN25455, HUMAN25454	NEMVE07570, NEMVE23133, NEMVE11025
OG0003950	HUMAN03842, HUMAN03843	NEMVE04576
OG0003951	HUMAN20874	NEMVE21774
OG0003952	HUMAN25061	NEMVE24632
OG0003954	HUMAN28199, HUMAN16670	NEMVE08288, NEMVE00930
OG0003955	HUMAN23068	NEMVE06429
OG0003957	HUMAN25496, HUMAN14055	NEMVE06353, NEMVE09576
OG0003958	HUMAN03241, HUMAN23908, HUMAN27697	NEMVE15102
OG0003959	HUMAN29359	NEMVE23777
OG0003961	HUMAN00898	NEMVE15127
OG0003962	HUMAN30606, HUMAN07757, HUMAN22850, HUMAN23998	NEMVE16096, NEMVE01907
OG0003964	HUMAN29141, HUMAN02159	NEMVE15732
OG0003965	HUMAN00594, HUMAN00595, HUMAN00593	NEMVE25502
