Orthogroup	HUMAN	CAPO3
OG0000573	HUMAN09505	CAPO300482
OG0000574	HUMAN13242, HUMAN12227, HUMAN12222, HUMAN12220, HUMAN12049, HUMAN14519	CAPO303025
OG0000578	HUMAN04779, HUMAN04778, HUMAN04780, HUMAN04777, HUMAN16988, HUMAN16989, HUMAN08467, HUMAN15796	CAPO305505
OG0000583	HUMAN30390, HUMAN30389, HUMAN17451, HUMAN17452, HUMAN25385, HUMAN00760	CAPO302594
OG0000585	HUMAN26484	CAPO305845
OG0000585	HUMAN21116, HUMAN26483, HUMAN26481, HUMAN01438	CAPO302010
OG0000586	HUMAN05084, HUMAN05083, HUMAN20402, HUMAN16092, HUMAN05087	CAPO304818
OG0000587	HUMAN18299, HUMAN18301, HUMAN26727, HUMAN29633, HUMAN29632	CAPO304868
OG0000588	HUMAN05176, HUMAN05175	CAPO300701
OG0000590	HUMAN12677, HUMAN12674, HUMAN20582, HUMAN20581, HUMAN12676, HUMAN06597	CAPO302664
OG0000590	HUMAN13708, HUMAN19211	CAPO307990
OG0000591	HUMAN12144, HUMAN17607	CAPO300885
OG0000591	HUMAN05235, HUMAN17606	CAPO301508, CAPO306921
OG0000592	HUMAN28912, HUMAN11498, HUMAN04372, HUMAN04369	CAPO302552
OG0000593	HUMAN25908, HUMAN20155, HUMAN13573, HUMAN08183, HUMAN11452, HUMAN28338, HUMAN18999	CAPO303950
OG0000594	HUMAN05742, HUMAN19377, HUMAN05741, HUMAN02011, HUMAN19379, HUMAN19378, HUMAN21115, HUMAN06244, HUMAN06243	CAPO305185
OG0000597	HUMAN10866, HUMAN12318, HUMAN05005, HUMAN07090	CAPO305949
OG0000600	HUMAN25688, HUMAN29715, HUMAN30123, HUMAN18117	CAPO302133
OG0000603	HUMAN04830, HUMAN08741, HUMAN16967, HUMAN16962	CAPO300286
OG0000604	HUMAN09221, HUMAN02688, HUMAN15456	CAPO304248
OG0000609	HUMAN07817, HUMAN18125, HUMAN18126, HUMAN06700	CAPO306415
OG0000611	HUMAN29652, HUMAN30039	CAPO305139
OG0000611	HUMAN11003, HUMAN11001, HUMAN11004	CAPO302505
OG0000612	HUMAN22280, HUMAN03773, HUMAN17186	CAPO308174
OG0000612	HUMAN18998	CAPO300901
OG0000613	HUMAN25530, HUMAN19034, HUMAN00632, HUMAN23544, HUMAN23543	CAPO306741, CAPO303985
OG0000614	HUMAN15491	CAPO306138, CAPO304207
OG0000616	HUMAN15635, HUMAN15634, HUMAN15631, HUMAN15630, HUMAN15633, HUMAN05634, HUMAN01902	CAPO301011
OG0000619	HUMAN30255, HUMAN07790, HUMAN07791, HUMAN18310	CAPO303580
OG0000623	HUMAN29673, HUMAN25277	CAPO306891
OG0000623	HUMAN13183, HUMAN20164	CAPO306678
OG0000624	HUMAN13141, HUMAN13140, HUMAN13137, HUMAN13139, HUMAN04665, HUMAN17862, HUMAN17863, HUMAN13138	CAPO304034, CAPO304035
OG0000627	HUMAN09737, HUMAN09736, HUMAN05647, HUMAN05648, HUMAN15261, HUMAN15260, HUMAN21321	CAPO301912
OG0000628	HUMAN00812, HUMAN29648, HUMAN13001, HUMAN19013, HUMAN19012, HUMAN25575, HUMAN13689, HUMAN13690	CAPO306878
OG0000629	HUMAN04397, HUMAN07070	CAPO304632
OG0000634	HUMAN19294	CAPO305866
OG0000636	HUMAN22182, HUMAN24046, HUMAN03669, HUMAN24047	CAPO300927, CAPO308236
OG0000637	HUMAN29494, HUMAN13558	CAPO306492
OG0000639	HUMAN09533, HUMAN09532, HUMAN14008, HUMAN14006	CAPO300322
OG0000639	HUMAN11331, HUMAN27984, HUMAN18874	CAPO305269
OG0000642	HUMAN22651	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430
OG0000642	HUMAN16907	CAPO302566
OG0000643	HUMAN15348, HUMAN16800, HUMAN07323, HUMAN26427	CAPO301316
OG0000645	HUMAN10998	CAPO306925
OG0000645	HUMAN28596, HUMAN09882	CAPO307784, CAPO304648
OG0000648	HUMAN24454, HUMAN24452	CAPO306715
OG0000648	HUMAN30639, HUMAN30638, HUMAN30677, HUMAN30667, HUMAN24455, HUMAN11456	CAPO307568
OG0000650	HUMAN18217, HUMAN06708, HUMAN20675, HUMAN29107, HUMAN26004, HUMAN26007, HUMAN18218, HUMAN17225, HUMAN29108	CAPO302429
OG0000651	HUMAN06591, HUMAN26012, HUMAN21917, HUMAN06593	CAPO301045
OG0000652	HUMAN21071, HUMAN26943, HUMAN30543	CAPO307163
OG0000653	HUMAN08394, HUMAN08397, HUMAN08396, HUMAN14284, HUMAN12926, HUMAN26558, HUMAN26556, HUMAN14283, HUMAN01134, HUMAN08393, HUMAN08395, HUMAN04740, HUMAN02676, HUMAN15855, HUMAN29035, HUMAN01203	CAPO304384
OG0000657	HUMAN28804, HUMAN09580	CAPO304462
OG0000660	HUMAN17951	CAPO304213
OG0000662	HUMAN07575, HUMAN24055, HUMAN20160, HUMAN13608, HUMAN20161, HUMAN20159	CAPO308235
OG0000663	HUMAN28104, HUMAN16610, HUMAN28105	CAPO303713
OG0000664	HUMAN29786, HUMAN06961, HUMAN02401, HUMAN02400, HUMAN18076, HUMAN26530	CAPO305353
OG0000665	HUMAN09548, HUMAN28609, HUMAN01767, HUMAN01766, HUMAN17334, HUMAN28606, HUMAN28736	CAPO304505, CAPO304163
OG0000666	HUMAN05776, HUMAN12708, HUMAN28883, HUMAN29934	CAPO306172
OG0000672	HUMAN21925, HUMAN11935	CAPO301072
OG0000672	HUMAN13493	CAPO301848
OG0000674	HUMAN09924, HUMAN01613, HUMAN06161, HUMAN04193, HUMAN04194	CAPO303746
OG0000676	HUMAN28075, HUMAN19050, HUMAN28076	CAPO304343, CAPO305288
OG0000676	HUMAN18527, HUMAN30341, HUMAN07788	CAPO300920, CAPO304680
OG0000683	HUMAN29566	CAPO304912
OG0000683	HUMAN28759, HUMAN14845, HUMAN01197, HUMAN01198	CAPO305392, CAPO303509
OG0000684	HUMAN13720, HUMAN11585, HUMAN11583, HUMAN13719, HUMAN11584	CAPO306227
OG0000686	HUMAN19732, HUMAN23401	CAPO300156
OG0000690	HUMAN00660, HUMAN25490	CAPO306653
OG0000690	HUMAN30038	CAPO306445
OG0000690	HUMAN23985	CAPO304114
OG0000691	HUMAN27973, HUMAN11217, HUMAN27972, HUMAN11215, HUMAN11216, HUMAN16622, HUMAN00463, HUMAN24570, HUMAN18866	CAPO301028
OG0000693	HUMAN00433, HUMAN11745	CAPO300633
OG0000693	HUMAN29182, HUMAN29183	CAPO307538
OG0000694	HUMAN02728, HUMAN02501, HUMAN17273	CAPO302468
OG0000696	HUMAN25700	CAPO305456
OG0000696	HUMAN02408	CAPO301422
OG0000697	HUMAN26804, HUMAN26803, HUMAN01360, HUMAN29864, HUMAN29865, HUMAN21104, HUMAN21106	CAPO304466, CAPO306724
OG0000699	HUMAN05215, HUMAN29998, HUMAN29994, HUMAN29993, HUMAN29997, HUMAN26731, HUMAN26730	CAPO306785, CAPO302735
OG0000701	HUMAN24288, HUMAN03226, HUMAN03225, HUMAN17194, HUMAN26260, HUMAN26261	CAPO306727
OG0000703	HUMAN24282, HUMAN22696, HUMAN22695, HUMAN22697	CAPO308078
OG0000706	HUMAN25477, HUMAN02403, HUMAN02402	CAPO301985
OG0000708	HUMAN01283	CAPO302130
OG0000708	HUMAN06223, HUMAN30508, HUMAN30507	CAPO300640
OG0000709	HUMAN04953, HUMAN25132	CAPO305451
OG0000711	HUMAN07022, HUMAN04234, HUMAN06823, HUMAN03946	CAPO304713
OG0000713	HUMAN11950, HUMAN11949, HUMAN30095, HUMAN30094, HUMAN29680, HUMAN29681	CAPO302804
OG0000715	HUMAN20619, HUMAN17781, HUMAN06635, HUMAN06633, HUMAN20618, HUMAN20620	CAPO305197
OG0000716	HUMAN29657, HUMAN29658, HUMAN25164	CAPO306457
OG0000717	HUMAN02063, HUMAN29172, HUMAN24856, HUMAN15098, HUMAN02062	CAPO302989
OG0000718	HUMAN01467, HUMAN15637, HUMAN01962, HUMAN01963, HUMAN15306, HUMAN07484	CAPO301597, CAPO306021
OG0000721	HUMAN19959, HUMAN29978, HUMAN05451, HUMAN25792	CAPO305154, CAPO301906
OG0000724	HUMAN25095, HUMAN09359, HUMAN09361, HUMAN09360	CAPO300826
OG0000726	HUMAN03025, HUMAN03026, HUMAN03027, HUMAN03023, HUMAN03018, HUMAN03024, HUMAN03021, HUMAN18123, HUMAN18124, HUMAN06404	CAPO302910
OG0000731	HUMAN22042, HUMAN22043, HUMAN30245, HUMAN07638, HUMAN26695, HUMAN26696	CAPO304569
OG0000732	HUMAN30214, HUMAN18534, HUMAN18537, HUMAN18535, HUMAN18536	CAPO304867
OG0000732	HUMAN14638, HUMAN14637, HUMAN14636, HUMAN01096	CAPO302445
OG0000733	HUMAN08500, HUMAN04842, HUMAN02482, HUMAN08921, HUMAN08918, HUMAN25076	CAPO301695
OG0000735	HUMAN25549, HUMAN25550, HUMAN18959, HUMAN28130, HUMAN28133	CAPO302824
OG0000735	HUMAN18960	CAPO303452
OG0000736	HUMAN20622, HUMAN06476, HUMAN17852, HUMAN02972	CAPO306770
OG0000737	HUMAN03705, HUMAN17101, HUMAN17102	CAPO304586
OG0000743	HUMAN13444, HUMAN10626, HUMAN10614, HUMAN16281, HUMAN13445, HUMAN10624, HUMAN10625, HUMAN13443	CAPO306268
OG0000748	HUMAN12918, HUMAN12919	CAPO301276
OG0000751	HUMAN14198, HUMAN26069, HUMAN21913	CAPO302771
OG0000751	HUMAN29824, HUMAN14197, HUMAN14196, HUMAN14195	CAPO304118
OG0000752	HUMAN29677, HUMAN29676, HUMAN29675	CAPO300507
OG0000752	HUMAN00918	CAPO305335
OG0000753	HUMAN09485	CAPO301378
OG0000755	HUMAN08181, HUMAN24591	CAPO300267
OG0000757	HUMAN10800	CAPO307096
OG0000757	HUMAN18080	CAPO300067
OG0000758	HUMAN00461, HUMAN00462, HUMAN28238, HUMAN16598	CAPO305275
OG0000759	HUMAN17791, HUMAN17793, HUMAN17790, HUMAN17794, HUMAN27300, HUMAN27301, HUMAN17543	CAPO300473
OG0000761	HUMAN29145, HUMAN14464, HUMAN02283	CAPO305655
OG0000765	HUMAN01542, HUMAN07243	CAPO301853
OG0000766	HUMAN01845, HUMAN01843, HUMAN14280, HUMAN23727	CAPO300388
OG0000767	HUMAN09350, HUMAN18691, HUMAN18692, HUMAN09353, HUMAN09351	CAPO305367
OG0000768	HUMAN02829, HUMAN02830, HUMAN21054, HUMAN21055	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904
OG0000772	HUMAN28705, HUMAN28706, HUMAN28704	CAPO304708, CAPO302709
OG0000774	HUMAN01303, HUMAN01304, HUMAN25353, HUMAN29842	CAPO306995
OG0000775	HUMAN25468, HUMAN07094	CAPO306201
OG0000776	HUMAN22855, HUMAN23098, HUMAN29543, HUMAN30264	CAPO307356
OG0000777	HUMAN13332	CAPO307744
OG0000779	HUMAN29418	CAPO305943
OG0000779	HUMAN19017, HUMAN25627, HUMAN25628, HUMAN25626, HUMAN27878	CAPO300301
OG0000782	HUMAN13920	CAPO303574
OG0000788	HUMAN04411, HUMAN04410, HUMAN27018, HUMAN28674, HUMAN01749, HUMAN14357	CAPO304590
OG0000791	HUMAN27291, HUMAN27292, HUMAN06332, HUMAN18232	CAPO304699
OG0000792	HUMAN26127, HUMAN17927, HUMAN17926, HUMAN17928, HUMAN07120, HUMAN07119	CAPO305838
OG0000793	HUMAN01813, HUMAN23530, HUMAN23529, HUMAN09808, HUMAN09807, HUMAN09806, HUMAN14239, HUMAN09819, HUMAN09820	CAPO301604
OG0000794	HUMAN12200, HUMAN12197, HUMAN12195, HUMAN05033, HUMAN05029	CAPO304031
OG0000794	HUMAN05034, HUMAN05035, HUMAN12194	CAPO300402
OG0000797	HUMAN23752, HUMAN23754, HUMAN23003, HUMAN23004	CAPO307534
OG0000803	HUMAN04198, HUMAN06177	CAPO301668
OG0000809	HUMAN15031	CAPO304242
OG0000810	HUMAN00991, HUMAN00992, HUMAN21423, HUMAN20624, HUMAN20625	CAPO305098, CAPO306601
OG0000813	HUMAN03259, HUMAN22179	CAPO300040, CAPO308168
OG0000814	HUMAN09482, HUMAN26312	CAPO307227
OG0000815	HUMAN07837, HUMAN17849, HUMAN02971	CAPO300838
OG0000816	HUMAN15774, HUMAN04902, HUMAN17010, HUMAN15773, HUMAN22732, HUMAN03583	CAPO304990
OG0000818	HUMAN20109	CAPO307028
OG0000818	HUMAN25966, HUMAN13463, HUMAN15929, HUMAN15930, HUMAN15928	CAPO307656
OG0000820	HUMAN26048	CAPO303441
OG0000820	HUMAN12563, HUMAN26046, HUMAN26049, HUMAN26047, HUMAN17877, HUMAN06271, HUMAN06272	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452
OG0000824	HUMAN12193, HUMAN12192, HUMAN12199	CAPO303788
OG0000825	HUMAN17393, HUMAN24372, HUMAN06887	CAPO305165, CAPO306157, CAPO306129
OG0000826	HUMAN18961	CAPO306060
OG0000827	HUMAN28623	CAPO304578
OG0000828	HUMAN09906, HUMAN09908, HUMAN09907, HUMAN23682, HUMAN23683	CAPO306023
OG0000828	HUMAN07354	CAPO307153
OG0000834	HUMAN26293, HUMAN06471, HUMAN12572, HUMAN26292, HUMAN18196, HUMAN18197, HUMAN18198, HUMAN18199, HUMAN18200	CAPO306233
OG0000836	HUMAN09550	CAPO306019, CAPO307821
OG0000837	HUMAN25283, HUMAN19289	CAPO308104, CAPO303511
OG0000838	HUMAN01404, HUMAN07009, HUMAN07011, HUMAN16347	CAPO303856
OG0000841	HUMAN11209, HUMAN11208, HUMAN28390, HUMAN28389, HUMAN25529	CAPO307470
OG0000844	HUMAN00341, HUMAN00340, HUMAN00339, HUMAN21889, HUMAN21890, HUMAN27161, HUMAN27162	CAPO306591, CAPO307267
OG0000845	HUMAN29728, HUMAN30115, HUMAN25768, HUMAN30116, HUMAN05320	CAPO303615
OG0000847	HUMAN12189	CAPO301759, CAPO307057
OG0000847	HUMAN19801, HUMAN10864	CAPO308298
OG0000849	HUMAN01370, HUMAN01371, HUMAN01454, HUMAN04171	CAPO304492
OG0000850	HUMAN00998, HUMAN03431	CAPO302141
OG0000850	HUMAN03430	CAPO306299
OG0000851	HUMAN17389, HUMAN22898	CAPO304092
OG0000852	HUMAN13870, HUMAN18978, HUMAN18977, HUMAN13869	CAPO307622
OG0000857	HUMAN15999, HUMAN24948, HUMAN05809, HUMAN04190	CAPO302559
OG0000857	HUMAN16000	CAPO303021
OG0000858	HUMAN19566, HUMAN05690	CAPO306693
OG0000860	HUMAN14477, HUMAN29300, HUMAN01277	CAPO306338
OG0000871	HUMAN03633	CAPO300407
OG0000872	HUMAN05052, HUMAN05051, HUMAN16344, HUMAN20384	CAPO308293
OG0000873	HUMAN28660, HUMAN28659, HUMAN14987, HUMAN09518	CAPO307878
OG0000875	HUMAN28345, HUMAN18108	CAPO303418, CAPO302903
OG0000876	HUMAN02797, HUMAN06402, HUMAN19662, HUMAN02798	CAPO302150
OG0000877	HUMAN20047, HUMAN18986, HUMAN18987	CAPO304981
OG0000879	HUMAN21910	CAPO304627
OG0000879	HUMAN06283, HUMAN21911	CAPO301982
OG0000881	HUMAN24746	CAPO301333, CAPO300020
OG0000881	HUMAN12291	CAPO308042
OG0000888	HUMAN01523, HUMAN14144	CAPO300320
OG0000888	HUMAN14143	CAPO301794
OG0000889	HUMAN16803	CAPO302257
OG0000889	HUMAN04560, HUMAN10862, HUMAN13087, HUMAN19799, HUMAN19800	CAPO304144
OG0000890	HUMAN16691	CAPO303648
OG0000890	HUMAN16690, HUMAN19479, HUMAN19478	CAPO304283
OG0000894	HUMAN22934	CAPO300968, CAPO300967
OG0000894	HUMAN20156, HUMAN25909	CAPO301227
OG0000896	HUMAN05088, HUMAN05089	CAPO301183
OG0000896	HUMAN02560, HUMAN04868	CAPO304049
OG0000897	HUMAN20369, HUMAN01428, HUMAN20370	CAPO306059
OG0000898	HUMAN01291, HUMAN01290, HUMAN01289	CAPO302619
OG0000899	HUMAN05148, HUMAN05147, HUMAN22308, HUMAN23989	CAPO300655
OG0000904	HUMAN03047, HUMAN24362, HUMAN30132, HUMAN03200, HUMAN22497, HUMAN22498, HUMAN24364, HUMAN24363	CAPO305539
OG0000909	HUMAN25146, HUMAN25145, HUMAN19496, HUMAN00496	CAPO300878
OG0000911	HUMAN12682, HUMAN12683, HUMAN06653, HUMAN18001, HUMAN18002	CAPO302608
OG0000912	HUMAN22120	CAPO308176
OG0000912	HUMAN17095, HUMAN17096, HUMAN03635, HUMAN03636, HUMAN24298, HUMAN22119, HUMAN22121, HUMAN11740	CAPO302397
OG0000913	HUMAN24104, HUMAN24103, HUMAN24106, HUMAN05337, HUMAN24105, HUMAN24107	CAPO300255
OG0000914	HUMAN24959, HUMAN26794, HUMAN30514, HUMAN26792, HUMAN26791, HUMAN30512, HUMAN24958, HUMAN30513, HUMAN26793, HUMAN26790	CAPO302002
OG0000915	HUMAN30522, HUMAN20445, HUMAN01514, HUMAN01508, HUMAN02420, HUMAN06732	CAPO306555
OG0000921	HUMAN17556, HUMAN17558, HUMAN17557, HUMAN17559	CAPO300272
OG0000921	HUMAN24453	CAPO306351
OG0000925	HUMAN23362, HUMAN23363, HUMAN23364, HUMAN30631, HUMAN29752	CAPO304563
OG0000928	HUMAN14950, HUMAN14947, HUMAN14948, HUMAN09734	CAPO301245
OG0000929	HUMAN07498, HUMAN07497, HUMAN25465, HUMAN00572	CAPO303494
OG0000931	HUMAN03786, HUMAN27595, HUMAN18620, HUMAN18621, HUMAN24157	CAPO303586
OG0000932	HUMAN26746	CAPO306783
OG0000933	HUMAN18787, HUMAN04834, HUMAN08387	CAPO304170
OG0000934	HUMAN07465, HUMAN25721, HUMAN25723	CAPO306946, CAPO300619
OG0000934	HUMAN24974, HUMAN06158	CAPO304006
OG0000935	HUMAN14530, HUMAN10106, HUMAN01617, HUMAN01618, HUMAN06391, HUMAN06392, HUMAN06390, HUMAN17822	CAPO307401
OG0000944	HUMAN07470, HUMAN27468, HUMAN30061	CAPO304090
OG0000952	HUMAN22571, HUMAN23779, HUMAN22570, HUMAN24186, HUMAN22573, HUMAN22572	CAPO300179
OG0000954	HUMAN18210, HUMAN18209	CAPO303535
OG0000954	HUMAN10206, HUMAN10205, HUMAN10272	CAPO305800
OG0000955	HUMAN28653	CAPO303429
OG0000955	HUMAN09439	CAPO305513
OG0000955	HUMAN09438	CAPO301514
OG0000955	HUMAN22849	CAPO308190
OG0000960	HUMAN11354, HUMAN28219, HUMAN28220	CAPO304728
OG0000963	HUMAN14179, HUMAN14180, HUMAN14181, HUMAN14182, HUMAN23351, HUMAN01011	CAPO303990
OG0000965	HUMAN22507	CAPO305928
OG0000965	HUMAN08123	CAPO302148
OG0000967	HUMAN03396, HUMAN03397	CAPO304786
OG0000970	HUMAN19711, HUMAN30698	CAPO301807
OG0000974	HUMAN24126	CAPO306940
OG0000978	HUMAN23161, HUMAN19104, HUMAN11274, HUMAN09230	CAPO306307
OG0000982	HUMAN14333, HUMAN01637, HUMAN28757	CAPO301371
OG0000984	HUMAN23607, HUMAN02268, HUMAN02267	CAPO307940
OG0000985	HUMAN17532, HUMAN03584, HUMAN03585, HUMAN27498, HUMAN27502, HUMAN23895, HUMAN27499, HUMAN17533	CAPO304864
OG0000986	HUMAN03355, HUMAN17228	CAPO305058
OG0000987	HUMAN02812, HUMAN02813, HUMAN06286, HUMAN19599	CAPO306365
OG0000992	HUMAN25363, HUMAN13425, HUMAN05365, HUMAN00480, HUMAN25362, HUMAN00479, HUMAN00478	CAPO308244
OG0000993	HUMAN18155	CAPO303930
OG0000994	HUMAN25360	CAPO306999
OG0000996	HUMAN29968, HUMAN29969, HUMAN07481, HUMAN07480, HUMAN17651, HUMAN17650, HUMAN17652	CAPO304603
OG0000997	HUMAN03989, HUMAN03987, HUMAN03986, HUMAN03990, HUMAN03988	CAPO306501
OG0000999	HUMAN16037, HUMAN05058, HUMAN20396	CAPO303484, CAPO302236
OG0001006	HUMAN10720, HUMAN10719, HUMAN23379, HUMAN14223, HUMAN00900	CAPO308145
OG0001009	HUMAN25680, HUMAN00474	CAPO305830
OG0001015	HUMAN20175, HUMAN20176, HUMAN20174, HUMAN26299, HUMAN26298, HUMAN25884, HUMAN25885, HUMAN25882	CAPO304771
OG0001016	HUMAN03017	CAPO300038
OG0001016	HUMAN27202	CAPO302596
OG0001018	HUMAN08887	CAPO305732
OG0001024	HUMAN26241, HUMAN26240, HUMAN22736, HUMAN22737, HUMAN23893, HUMAN03150, HUMAN26239	CAPO300862
OG0001033	HUMAN22499, HUMAN17164	CAPO305083
OG0001033	HUMAN00952, HUMAN28581, HUMAN14253	CAPO300376
OG0001036	HUMAN19198, HUMAN24555, HUMAN24554	CAPO301917
OG0001037	HUMAN29275, HUMAN29274, HUMAN01227	CAPO306107
OG0001039	HUMAN19739, HUMAN19738, HUMAN19737, HUMAN07040, HUMAN07042, HUMAN21441, HUMAN07041	CAPO305080
OG0001042	HUMAN29925, HUMAN20525, HUMAN05764	CAPO301530
OG0001044	HUMAN09934, HUMAN13978, HUMAN13979, HUMAN23652, HUMAN23653, HUMAN23654, HUMAN09935	CAPO305401, CAPO306389
OG0001046	HUMAN10290, HUMAN10289, HUMAN10288, HUMAN20197, HUMAN20196, HUMAN20198, HUMAN20195, HUMAN15923, HUMAN15922, HUMAN13448	CAPO304357
OG0001048	HUMAN17075, HUMAN17078, HUMAN17076, HUMAN03099, HUMAN03100, HUMAN22630	CAPO306868
OG0001048	HUMAN17077	CAPO303475
OG0001049	HUMAN26807	CAPO306151
OG0001049	HUMAN21566, HUMAN00206	CAPO305769
OG0001050	HUMAN25173, HUMAN10022, HUMAN01869	CAPO306760
OG0001060	HUMAN30131	CAPO307547, CAPO305773, CAPO307224, CAPO305772, CAPO301879
OG0001060	HUMAN20265	CAPO302777
OG0001062	HUMAN14494, HUMAN01209, HUMAN01211, HUMAN14495	CAPO300111
OG0001066	HUMAN01431, HUMAN20904, HUMAN20903, HUMAN01429, HUMAN16658	CAPO305156
OG0001072	HUMAN07095, HUMAN27023, HUMAN27024	CAPO304331
OG0001073	HUMAN23983, HUMAN30107, HUMAN07711	CAPO307880
OG0001075	HUMAN24569, HUMAN16597, HUMAN16596	CAPO305658
OG0001076	HUMAN07536, HUMAN22387	CAPO306580
OG0001078	HUMAN20283, HUMAN24929, HUMAN04434	CAPO300211
OG0001082	HUMAN18214, HUMAN18213, HUMAN06409, HUMAN06410	CAPO306944
OG0001083	HUMAN27529, HUMAN03184, HUMAN03185, HUMAN23866, HUMAN23865, HUMAN27528, HUMAN27527, HUMAN17258, HUMAN17257	CAPO306339
OG0001085	HUMAN21139, HUMAN29849, HUMAN26851, HUMAN26850, HUMAN25039	CAPO305936
OG0001092	HUMAN07557, HUMAN22940	CAPO303664
OG0001095	HUMAN06662, HUMAN17682, HUMAN20656, HUMAN20657, HUMAN17681	CAPO303064
OG0001101	HUMAN05769	CAPO301529
OG0001104	HUMAN09442, HUMAN28171, HUMAN00516, HUMAN16748	CAPO306923
OG0001106	HUMAN10112, HUMAN06227, HUMAN06228	CAPO307850
OG0001108	HUMAN06470, HUMAN26420	CAPO300863
OG0001113	HUMAN13568, HUMAN13567, HUMAN13565, HUMAN13566	CAPO304589
OG0001116	HUMAN12509, HUMAN02936, HUMAN12508	CAPO303103
OG0001120	HUMAN30700, HUMAN23781, HUMAN17480, HUMAN30271, HUMAN22568	CAPO300555
OG0001121	HUMAN25819, HUMAN25818, HUMAN25820, HUMAN25821, HUMAN19588	CAPO305030
OG0001123	HUMAN21519	CAPO305010
OG0001124	HUMAN13636, HUMAN29856, HUMAN29855, HUMAN29854, HUMAN29853	CAPO307326
OG0001126	HUMAN11886, HUMAN21463, HUMAN11885, HUMAN11887, HUMAN11884	CAPO301067
OG0001126	HUMAN21462	CAPO308119
OG0001128	HUMAN08898, HUMAN08899, HUMAN15801, HUMAN15800, HUMAN02562, HUMAN02561	CAPO301710
OG0001129	HUMAN11361, HUMAN28007, HUMAN24592	CAPO306230
OG0001130	HUMAN23634	CAPO305636
OG0001132	HUMAN28769	CAPO303538
OG0001133	HUMAN24838	CAPO302577
OG0001133	HUMAN23355	CAPO300360
OG0001134	HUMAN22209, HUMAN22213, HUMAN22214, HUMAN22217, HUMAN27443, HUMAN27400, HUMAN27370, HUMAN27444, HUMAN27369, HUMAN27401, HUMAN22215, HUMAN22216, HUMAN22200, HUMAN22207, HUMAN22208, HUMAN22205, HUMAN22199, HUMAN22204, HUMAN22202, HUMAN22198, HUMAN22201, HUMAN22203, HUMAN22206, HUMAN22212, HUMAN22210, HUMAN22211, HUMAN13466, HUMAN13465, HUMAN25963	CAPO304261
OG0001135	HUMAN10157, HUMAN10262, HUMAN10159, HUMAN10160, HUMAN10158, HUMAN10261	CAPO304787
OG0001136	HUMAN14242, HUMAN23717, HUMAN09626, HUMAN09622, HUMAN14245, HUMAN14244	CAPO301949
OG0001137	HUMAN15475, HUMAN15476, HUMAN16861, HUMAN15474	CAPO308164
OG0001139	HUMAN29573, HUMAN24969, HUMAN20297, HUMAN20298, HUMAN03896	CAPO300537
OG0001140	HUMAN28111, HUMAN00689, HUMAN16613	CAPO308326
OG0001142	HUMAN04836, HUMAN04835	CAPO304790
OG0001143	HUMAN26902, HUMAN09500, HUMAN09501, HUMAN28929, HUMAN01633	CAPO304300
OG0001144	HUMAN06501, HUMAN06503, HUMAN17895, HUMAN06504, HUMAN26116	CAPO307577
OG0001146	HUMAN21944, HUMAN21943, HUMAN21945, HUMAN00122, HUMAN11953, HUMAN11952	CAPO300511
OG0001149	HUMAN24814, HUMAN01215	CAPO305549
OG0001156	HUMAN06276, HUMAN06274, HUMAN12764, HUMAN26033, HUMAN18478, HUMAN18476	CAPO306962
OG0001157	HUMAN16825	CAPO304789
OG0001158	HUMAN19220, HUMAN19221, HUMAN13723, HUMAN13724	CAPO302639
OG0001160	HUMAN07003, HUMAN07004, HUMAN01405	CAPO304743
OG0001161	HUMAN09583, HUMAN28673	CAPO301112
OG0001163	HUMAN03540, HUMAN22604, HUMAN22605	CAPO301684, CAPO307755, CAPO304886
OG0001164	HUMAN20034	CAPO304142
OG0001167	HUMAN08884, HUMAN08882, HUMAN08883, HUMAN17001	CAPO307849
OG0001168	HUMAN26184, HUMAN26183, HUMAN19115, HUMAN19116, HUMAN11218	CAPO301546
OG0001169	HUMAN05126, HUMAN05127, HUMAN05130, HUMAN05129, HUMAN05128, HUMAN05351	CAPO301751
OG0001170	HUMAN19527, HUMAN30086, HUMAN25304	CAPO302766
OG0001171	HUMAN27880, HUMAN25618, HUMAN25619, HUMAN19014, HUMAN19015	CAPO300420
OG0001175	HUMAN27761, HUMAN17515	CAPO304133, CAPO306812
OG0001179	HUMAN19099	CAPO300184
OG0001181	HUMAN12489, HUMAN02963, HUMAN12488	CAPO301983
OG0001183	HUMAN12777	CAPO301096
OG0001184	HUMAN24892, HUMAN24891	CAPO306392
OG0001185	HUMAN24530, HUMAN24531, HUMAN00600, HUMAN25682, HUMAN25681	CAPO303366
OG0001186	HUMAN13742	CAPO302303
OG0001186	HUMAN11615	CAPO307451
OG0001188	HUMAN04837, HUMAN15459, HUMAN08381, HUMAN16878	CAPO300558
OG0001191	HUMAN27561	CAPO301625
OG0001196	HUMAN15286, HUMAN15280, HUMAN15282, HUMAN15283, HUMAN15285, HUMAN15284, HUMAN01997, HUMAN15281	CAPO301570
OG0001197	HUMAN04807	CAPO306552
OG0001199	HUMAN25663, HUMAN27627, HUMAN27626, HUMAN27628	CAPO305690
