Orthogroup	BRALA	HUMAN
OG0004529	BRALA18758	HUMAN25204, HUMAN25205
OG0004530	BRALA18685	HUMAN30172, HUMAN29605
OG0004531	BRALA28317, BRALA28318	HUMAN29624
OG0004532	BRALA11196	HUMAN10136
OG0004533	BRALA07893	HUMAN09658, HUMAN14386
OG0004534	BRALA20376	HUMAN07572, HUMAN07573
OG0004535	BRALA26230	HUMAN15447, HUMAN15446, HUMAN15448
OG0004537	BRALA21822	HUMAN24791, HUMAN29314
OG0004538	BRALA12040	HUMAN08632, HUMAN08631
OG0004539	BRALA35415, BRALA26130	HUMAN16954, HUMAN08753, HUMAN08752
OG0004540	BRALA07078	HUMAN27283, HUMAN27284
OG0004542	BRALA24298	HUMAN20251
OG0004543	BRALA00359	HUMAN12485
OG0004544	BRALA25649	HUMAN21132, HUMAN29852, HUMAN29851
OG0004545	BRALA28871	HUMAN23453, HUMAN23452
OG0004547	BRALA18970	HUMAN07051, HUMAN21061
OG0004548	BRALA10022	HUMAN02262, HUMAN02263
OG0004549	BRALA09819	HUMAN04224
OG0004550	BRALA02217	HUMAN07015
OG0004551	BRALA32475	HUMAN10195
OG0004552	BRALA06062	HUMAN11941, HUMAN11943, HUMAN11942
OG0004553	BRALA19302	HUMAN29639
OG0004554	BRALA14413	HUMAN16601
OG0004555	BRALA03335	HUMAN24447
OG0004556	BRALA24253	HUMAN10849
OG0004557	BRALA07431	HUMAN18475, HUMAN26034
OG0004558	BRALA08582	HUMAN00434
OG0004559	BRALA23018	HUMAN13594
OG0004560	BRALA25555	HUMAN17616
OG0004561	BRALA25557	HUMAN21836
OG0004563	BRALA15038	HUMAN19929
OG0004564	BRALA32101	HUMAN02717
OG0004565	BRALA24433	HUMAN02521, HUMAN02520
OG0004566	BRALA01904	HUMAN27617, HUMAN13773
OG0004567	BRALA12845	HUMAN16616
OG0004568	BRALA13349	HUMAN08469, HUMAN08468
OG0004569	BRALA17687	HUMAN19797, HUMAN19796
OG0004570	BRALA10840	HUMAN16933, HUMAN08425
OG0004571	BRALA10635	HUMAN02981
OG0004572	BRALA19984	HUMAN27925
OG0004573	BRALA34747	HUMAN12408
OG0004573	BRALA35237	HUMAN12409
OG0004574	BRALA24731	HUMAN06851, HUMAN04266
OG0004576	BRALA11521	HUMAN23863, HUMAN22099, HUMAN22098, HUMAN03755
OG0004578	BRALA02649	HUMAN29379
OG0004579	BRALA09331	HUMAN06948, HUMAN06947
OG0004580	BRALA05772	HUMAN00089
OG0004581	BRALA14290	HUMAN30254
OG0004582	BRALA00706	HUMAN01491, HUMAN23318
OG0004583	BRALA01776	HUMAN25613
OG0004584	BRALA22981	HUMAN25317
OG0004585	BRALA25633	HUMAN13729, HUMAN13727
OG0004586	BRALA05420, BRALA14341	HUMAN27177, HUMAN27176, HUMAN27175, HUMAN27174, HUMAN27179
OG0004587	BRALA34254, BRALA20385	HUMAN22944, HUMAN22945
OG0004589	BRALA28422	HUMAN12239, HUMAN12240
OG0004590	BRALA28418	HUMAN26460
OG0004591	BRALA19571	HUMAN12039, HUMAN12041, HUMAN12040
OG0004592	BRALA01027	HUMAN27640, HUMAN27639
OG0004593	BRALA28884	HUMAN17263, HUMAN24335
OG0004594	BRALA20772	HUMAN04675, HUMAN04676
OG0004595	BRALA10676	HUMAN12768, HUMAN27266
OG0004597	BRALA15202	HUMAN16836
OG0004600	BRALA00319	HUMAN29105
OG0004601	BRALA10060	HUMAN29271, HUMAN29273
OG0004602	BRALA11139	HUMAN13593, HUMAN13590
OG0004603	BRALA06365	HUMAN10394, HUMAN10392, HUMAN10391
OG0004605	BRALA23013	HUMAN10306
OG0004606	BRALA21148, BRALA34943	HUMAN18904, HUMAN18905
OG0004607	BRALA12216	HUMAN19952, HUMAN12425
OG0004608	BRALA15268	HUMAN18748, HUMAN18747, HUMAN18749
OG0004609	BRALA33091	HUMAN12279, HUMAN12280
OG0004610	BRALA17107	HUMAN09947, HUMAN09946
OG0004611	BRALA12585	HUMAN03825, HUMAN03826
OG0004612	BRALA00024	HUMAN25998
OG0004613	BRALA09133, BRALA20462	HUMAN15692, HUMAN15691
OG0004614	BRALA30212	HUMAN04966, HUMAN04918
OG0004615	BRALA18479, BRALA18480, BRALA18477	HUMAN29429, HUMAN01271
OG0004616	BRALA06969	HUMAN17882
OG0004617	BRALA02299	HUMAN04322, HUMAN06985, HUMAN06984
OG0004619	BRALA20299	HUMAN12791
OG0004622	BRALA21361, BRALA34893	HUMAN29011
OG0004625	BRALA34052, BRALA34062	HUMAN19764
OG0004626	BRALA16134	HUMAN15244
OG0004627	BRALA06139	HUMAN29678
OG0004628	BRALA00501	HUMAN13154, HUMAN18070, HUMAN13155
OG0004629	BRALA10080	HUMAN29170, HUMAN29169
OG0004630	BRALA27521	HUMAN25355, HUMAN25354
OG0004631	BRALA00873	HUMAN29038
OG0004632	BRALA27092	HUMAN21378
OG0004633	BRALA27276	HUMAN18514, HUMAN18513, HUMAN18512
OG0004634	BRALA05479	HUMAN12037, HUMAN20391
OG0004635	BRALA31719	HUMAN16135, HUMAN16134
OG0004637	BRALA28098	HUMAN11591
OG0004638	BRALA10114	HUMAN16357, HUMAN16358, HUMAN16356, HUMAN16359, HUMAN16355, HUMAN16354
OG0004639	BRALA23114	HUMAN29308
OG0004641	BRALA06119	HUMAN29439, HUMAN29437, HUMAN29440, HUMAN29438
OG0004642	BRALA03307	HUMAN04683
OG0004643	BRALA06114	HUMAN26734
OG0004644	BRALA15220	HUMAN02493, HUMAN02492
OG0004646	BRALA15036	HUMAN15038
OG0004647	BRALA01649	HUMAN23591
OG0004648	BRALA27204	HUMAN14405, HUMAN14403
OG0004649	BRALA26873	HUMAN13089, HUMAN19718
OG0004651	BRALA28079	HUMAN20463
OG0004652	BRALA29899	HUMAN30278, HUMAN24680
OG0004653	BRALA09173	HUMAN26125, HUMAN26124, HUMAN17886, HUMAN12873
OG0004654	BRALA25532	HUMAN16019
OG0004655	BRALA07762	HUMAN15982
OG0004657	BRALA05637	HUMAN26711
OG0004658	BRALA23896	HUMAN25697
OG0004659	BRALA19760	HUMAN02326
OG0004660	BRALA18844	HUMAN25810
OG0004661	BRALA26103, BRALA09487	HUMAN28521
OG0004662	BRALA29139	HUMAN08577
OG0004663	BRALA33957, BRALA33872	HUMAN26334, HUMAN12394
OG0004664	BRALA28864, BRALA28863	HUMAN07587
OG0004666	BRALA25386	HUMAN07820, HUMAN05445, HUMAN05446
OG0004667	BRALA20032	HUMAN21347, HUMAN21348, HUMAN21346
OG0004669	BRALA31710	HUMAN24194, HUMAN15536
OG0004670	BRALA11400	HUMAN12707, HUMAN12706
OG0004671	BRALA34664, BRALA33814, BRALA34282, BRALA34594	HUMAN12269
OG0004672	BRALA03094	HUMAN11604, HUMAN11603
OG0004673	BRALA07414	HUMAN27307, HUMAN27306, HUMAN27305, HUMAN17548
OG0004674	BRALA21747	HUMAN28474, HUMAN28475
OG0004675	BRALA01751	HUMAN16714
OG0004676	BRALA22511	HUMAN08712, HUMAN08711
OG0004677	BRALA13391	HUMAN25858, HUMAN25857, HUMAN08392, HUMAN08391
OG0004678	BRALA10033	HUMAN29263
OG0004679	BRALA32750	HUMAN12404, HUMAN12406, HUMAN12402, HUMAN12403, HUMAN12401, HUMAN12405
OG0004680	BRALA32711, BRALA30165	HUMAN04890, HUMAN16833
OG0004681	BRALA29477, BRALA35123	HUMAN19942, HUMAN19943
OG0004682	BRALA03899	HUMAN00873, HUMAN00872
OG0004683	BRALA26125	HUMAN04875, HUMAN04874, HUMAN04873, HUMAN04872
OG0004684	BRALA26124	HUMAN04870
OG0004685	BRALA29447	HUMAN19767
OG0004686	BRALA07410	HUMAN26297
OG0004687	BRALA19729	HUMAN20906, HUMAN20910, HUMAN20907
OG0004688	BRALA20055	HUMAN26946
OG0004689	BRALA14930	HUMAN22642
OG0004690	BRALA08004	HUMAN24393
OG0004691	BRALA31036	HUMAN18674
OG0004692	BRALA32999	HUMAN04952
OG0004694	BRALA23046	HUMAN14699, HUMAN14701
OG0004696	BRALA03830	HUMAN03214, HUMAN03217
OG0004697	BRALA11777	HUMAN22888, HUMAN22889
OG0004698	BRALA21938	HUMAN13649, HUMAN10199, HUMAN10198, HUMAN10197
OG0004699	BRALA07186	HUMAN26760, HUMAN26768, HUMAN26758, HUMAN26756, HUMAN26755
OG0004700	BRALA23313	HUMAN01840
OG0004702	BRALA32995, BRALA07211	HUMAN12124, HUMAN12123
OG0004703	BRALA26823	HUMAN07096
OG0004704	BRALA00765	HUMAN01061
OG0004705	BRALA08213	HUMAN23960, HUMAN07591
OG0004706	BRALA00111	HUMAN26095, HUMAN12891
OG0004707	BRALA20441	HUMAN23100
OG0004708	BRALA00406	HUMAN12418
OG0004711	BRALA08263	HUMAN30200, HUMAN30199, HUMAN16058
OG0004712	BRALA01432, BRALA16825, BRALA16823, BRALA16824, BRALA11469, BRALA01430	HUMAN20742, HUMAN27839, HUMAN27863
OG0004728	BRALA19112	HUMAN11621
OG0004729	BRALA35563	HUMAN19937
OG0004729	BRALA32996	HUMAN19936
OG0004730	BRALA13497	HUMAN28539, HUMAN09659
OG0004731	BRALA29685	HUMAN28356
OG0004732	BRALA09631	HUMAN10960
OG0004733	BRALA17604	HUMAN23596
OG0004735	BRALA05427	HUMAN28210
OG0004736	BRALA16972	HUMAN17386, HUMAN17385
OG0004738	BRALA27390	HUMAN13648
OG0004740	BRALA29145, BRALA20852	HUMAN09243, HUMAN09242
OG0004743	BRALA08286	HUMAN14419, HUMAN14418
OG0004744	BRALA06531	HUMAN25907
OG0004746	BRALA08943	HUMAN04206, HUMAN06099
OG0004747	BRALA28438	HUMAN24414
OG0004748	BRALA09674	HUMAN05638
OG0004749	BRALA20020	HUMAN18871
OG0004751	BRALA35736, BRALA13426	HUMAN04838
OG0004752	BRALA11223	HUMAN00597
OG0004753	BRALA13874	HUMAN21696
OG0004754	BRALA23050	HUMAN10396
OG0004755	BRALA27359	HUMAN07905
OG0004756	BRALA09680	HUMAN00386
OG0004757	BRALA09865, BRALA09872	HUMAN08575
OG0004758	BRALA24157	HUMAN11660
OG0004759	BRALA22261	HUMAN08595
OG0004760	BRALA13716	HUMAN28226, HUMAN28225, HUMAN28228, HUMAN28227
OG0004761	BRALA24489	HUMAN13899
OG0004763	BRALA34431	HUMAN01550, HUMAN01549, HUMAN01519
OG0004764	BRALA05324	HUMAN01006
OG0004765	BRALA00991	HUMAN14318
OG0004767	BRALA10440	HUMAN20245, HUMAN20244, HUMAN20243
OG0004768	BRALA11889	HUMAN22364, HUMAN24007
OG0004769	BRALA10097, BRALA07309	HUMAN01235
OG0004774	BRALA06537	HUMAN03427
OG0004775	BRALA32894	HUMAN18107
OG0004776	BRALA23901	HUMAN19769
OG0004777	BRALA05941	HUMAN07900, HUMAN07899, HUMAN30283
OG0004779	BRALA11730	HUMAN30111, HUMAN29725, HUMAN29741
OG0004781	BRALA11896	HUMAN05138, HUMAN05136, HUMAN05139
OG0004782	BRALA03100	HUMAN13756
OG0004783	BRALA35592	HUMAN27505, HUMAN27507
OG0004783	BRALA32467	HUMAN27506
OG0004784	BRALA10893	HUMAN25867
OG0004785	BRALA09161	HUMAN18026
OG0004786	BRALA14055	HUMAN18254
OG0004787	BRALA12312	HUMAN05706
OG0004788	BRALA22150	HUMAN07428
OG0004790	BRALA34363	HUMAN20266, HUMAN07157
OG0004791	BRALA27664	HUMAN01050, HUMAN01049
OG0004793	BRALA21447	HUMAN17121
OG0004794	BRALA01793	HUMAN16576, HUMAN16578, HUMAN16575
OG0004795	BRALA33991	HUMAN07355
OG0004797	BRALA16695	HUMAN08833
OG0004799	BRALA02224	HUMAN06196, HUMAN06197
OG0004800	BRALA09042	HUMAN17729
OG0004801	BRALA06449	HUMAN10299, HUMAN10298
OG0004802	BRALA03380, BRALA03382	HUMAN11205
OG0004803	BRALA06021	HUMAN05216
OG0004804	BRALA16717	HUMAN13490, HUMAN13489
OG0004805	BRALA11567	HUMAN07478
OG0004806	BRALA31348	HUMAN18702, HUMAN08725
OG0004808	BRALA05658	HUMAN21575
OG0004809	BRALA10043	HUMAN24764, HUMAN24765, HUMAN24763
OG0004810	BRALA19737	HUMAN26980
OG0004811	BRALA17170	HUMAN11108
OG0004812	BRALA16045	HUMAN03902, HUMAN03901
OG0004813	BRALA15155	HUMAN28159, HUMAN28158
OG0004814	BRALA09208	HUMAN04561
OG0004815	BRALA16380	HUMAN25783
OG0004816	BRALA22898	HUMAN15119, HUMAN15517
OG0004818	BRALA31690	HUMAN21311, HUMAN21312, HUMAN05710
OG0004819	BRALA13757	HUMAN19316
OG0004820	BRALA28634	HUMAN25471
OG0004821	BRALA34105	HUMAN26976
OG0004822	BRALA24004	HUMAN18150, HUMAN18149, HUMAN18151, HUMAN03608, HUMAN18148
OG0004823	BRALA02286	HUMAN01456
OG0004824	BRALA21792	HUMAN02354
OG0004825	BRALA18333	HUMAN05714
OG0004826	BRALA31003	HUMAN02645
OG0004828	BRALA03838	HUMAN03376
OG0004829	BRALA30027	HUMAN09713, HUMAN09712
OG0004830	BRALA23182	HUMAN15040, HUMAN15039
OG0004831	BRALA08960	HUMAN00753, HUMAN25382
OG0004832	BRALA00100	HUMAN07467, HUMAN07466
OG0004833	BRALA03973	HUMAN23800
OG0004834	BRALA05851	HUMAN05194
OG0004835	BRALA17760	HUMAN07221, HUMAN07220, HUMAN13098
OG0004836	BRALA34047	HUMAN26405, HUMAN26407
OG0004837	BRALA15342	HUMAN01440, HUMAN26478
OG0004838	BRALA15130	HUMAN00791, HUMAN00792
OG0004839	BRALA14588	HUMAN25561, HUMAN25559, HUMAN25562, HUMAN25563, HUMAN25560, HUMAN25558
OG0004840	BRALA10057	HUMAN14498
OG0004841	BRALA03215	HUMAN15250
OG0004842	BRALA13532	HUMAN11581
OG0004843	BRALA33348	HUMAN10990
OG0004844	BRALA23632	HUMAN03500, HUMAN03499, HUMAN03498
OG0004846	BRALA09513	HUMAN10005
OG0004848	BRALA07685	HUMAN04136
OG0004849	BRALA34656, BRALA23873	HUMAN20136, HUMAN20140, HUMAN20142, HUMAN20138, HUMAN20141
OG0004850	BRALA12053	HUMAN21232
OG0004851	BRALA23176	HUMAN09816, HUMAN09817
OG0004852	BRALA02596	HUMAN29155, HUMAN29156
OG0004853	BRALA02905	HUMAN29364, HUMAN29365
OG0004854	BRALA22738	HUMAN17423, HUMAN17424
OG0004855	BRALA19389	HUMAN13004, HUMAN13005, HUMAN13002, HUMAN13003
OG0004856	BRALA22942	HUMAN22862, HUMAN30262
OG0004857	BRALA24715	HUMAN19775, HUMAN19774, HUMAN19772
OG0004858	BRALA14994	HUMAN07134
OG0004859	BRALA07338	HUMAN17723
OG0004860	BRALA05260	HUMAN23317
OG0004861	BRALA13324	HUMAN08822
OG0004862	BRALA24266	HUMAN19086, HUMAN19087
OG0004863	BRALA29780	HUMAN16075
OG0004864	BRALA15377	HUMAN02859
OG0004865	BRALA14970	HUMAN13042
OG0004866	BRALA15991	HUMAN28719, HUMAN13833, HUMAN30179
OG0004867	BRALA15186	HUMAN24991, HUMAN24992, HUMAN24993, HUMAN24990, HUMAN24994
OG0004868	BRALA24136	HUMAN17048, HUMAN09007
OG0004869	BRALA21005	HUMAN06673
OG0004870	BRALA25836	HUMAN22226, HUMAN22227, HUMAN22229, HUMAN22228
OG0004871	BRALA32821	HUMAN07251
OG0004872	BRALA03369	HUMAN13810, HUMAN11015, HUMAN11016
OG0004873	BRALA05488	HUMAN12397, HUMAN12396
OG0004874	BRALA03277	HUMAN28387
OG0004875	BRALA01281	HUMAN00886, HUMAN00885
OG0004877	BRALA16981	HUMAN22615
OG0004879	BRALA14250	HUMAN22013
OG0004880	BRALA16715	HUMAN06214
OG0004881	BRALA05669	HUMAN21876
OG0004882	BRALA03289	HUMAN11368
OG0004883	BRALA27370	HUMAN13191, HUMAN26606
OG0004884	BRALA30160	HUMAN08805, HUMAN29602
OG0004885	BRALA18097	HUMAN03149, HUMAN22740, HUMAN22742, HUMAN22741
OG0004886	BRALA13594	HUMAN07864
OG0004887	BRALA18551, BRALA18550	HUMAN00785, HUMAN00786
OG0004888	BRALA07403, BRALA07404, BRALA07405	HUMAN17721, HUMAN17720, HUMAN17722
OG0004889	BRALA22241	HUMAN29228, HUMAN29229
OG0004890	BRALA28412	HUMAN13035
OG0004891	BRALA16020	HUMAN00745
OG0004892	BRALA34926, BRALA33780	HUMAN03670, HUMAN27524, HUMAN03671
OG0004893	BRALA01439	HUMAN00654
OG0004894	BRALA19454	HUMAN29585, HUMAN23077, HUMAN24191
OG0004895	BRALA28415	HUMAN26753
OG0004896	BRALA02657	HUMAN29483
OG0004897	BRALA06731	HUMAN24076, HUMAN24075
OG0004899	BRALA13151	HUMAN30695, HUMAN23131
OG0004900	BRALA24271	HUMAN18227
OG0004901	BRALA07724	HUMAN24931
OG0004902	BRALA15203	HUMAN17054
OG0004903	BRALA26597	HUMAN14027, HUMAN14026
OG0004904	BRALA22957	HUMAN10420, HUMAN10417, HUMAN10419
OG0004905	BRALA28672	HUMAN22833
OG0004906	BRALA05859	HUMAN10655
OG0004907	BRALA27011, BRALA29950, BRALA27009, BRALA10831	HUMAN15470
OG0004908	BRALA05346, BRALA05345, BRALA28313	HUMAN21935
OG0004910	BRALA03056, BRALA33503	HUMAN01263
OG0004911	BRALA23612, BRALA33471	HUMAN20237
OG0004912	BRALA35555	HUMAN03369, HUMAN03370, HUMAN22787
OG0004913	BRALA13584	HUMAN26739
OG0004914	BRALA07564	HUMAN12452, HUMAN12453
OG0004915	BRALA24632	HUMAN12229, HUMAN07232
OG0004916	BRALA21739	HUMAN17880, HUMAN26045
OG0004917	BRALA17895	HUMAN00471
OG0004919	BRALA33679	HUMAN19186
OG0004920	BRALA04829	HUMAN17677
OG0004921	BRALA05499	HUMAN00134
OG0004922	BRALA16616	HUMAN01865
OG0004923	BRALA21201	HUMAN11721, HUMAN11722, HUMAN11720
OG0004924	BRALA09627	HUMAN23140, HUMAN23139
OG0004925	BRALA11773, BRALA31625, BRALA27891, BRALA29997, BRALA18560	HUMAN01646
OG0004926	BRALA02572	HUMAN29059
OG0004927	BRALA22260	HUMAN08390, HUMAN18679
OG0004928	BRALA13743	HUMAN12518
OG0004929	BRALA16946	HUMAN07565
OG0004930	BRALA00532	HUMAN29759, HUMAN21984, HUMAN24137
OG0004931	BRALA35702	HUMAN05636
OG0004932	BRALA09812	HUMAN19267
OG0004933	BRALA03897	HUMAN23792, HUMAN23005, HUMAN23791
OG0004934	BRALA20603	HUMAN29168
OG0004935	BRALA31718	HUMAN24721
OG0004936	BRALA15177	HUMAN09213, HUMAN09197
OG0004937	BRALA22270, BRALA22268	HUMAN08781, HUMAN16946
OG0004938	BRALA12054	HUMAN15695, HUMAN15696, HUMAN15694
OG0004939	BRALA15087	HUMAN23691, HUMAN04300
OG0004940	BRALA16635	HUMAN16584, HUMAN16585
OG0004941	BRALA17339	HUMAN02004
OG0004942	BRALA15123	HUMAN16730
OG0004944	BRALA18049	HUMAN21444
OG0004948	BRALA29771	HUMAN12800, HUMAN04292
OG0004949	BRALA23863	HUMAN16549
OG0004950	BRALA24813	HUMAN01480
OG0004952	BRALA31449	HUMAN08308
OG0004953	BRALA11487	HUMAN03686
OG0004954	BRALA01713	HUMAN27622
OG0004955	BRALA22647	HUMAN06607
OG0004956	BRALA10952	HUMAN29829, HUMAN02899
OG0004957	BRALA28656, BRALA20706	HUMAN18472
OG0004959	BRALA02311	HUMAN04417, HUMAN27015
OG0004960	BRALA22837	HUMAN09199, HUMAN09198
OG0004961	BRALA00519	HUMAN19601
OG0004962	BRALA14101	HUMAN26029
OG0004963	BRALA04605	HUMAN07416
OG0004964	BRALA14478	HUMAN12699, HUMAN12698
OG0004965	BRALA03347	HUMAN13750
OG0004967	BRALA29363	HUMAN06413
OG0004968	BRALA29428	HUMAN11380
OG0004970	BRALA27520	HUMAN30327, HUMAN07693
OG0004971	BRALA33597	HUMAN16945
OG0004972	BRALA06415	HUMAN10712
OG0004973	BRALA06428	HUMAN18457, HUMAN18458, HUMAN18455
OG0004974	BRALA23354	HUMAN04419
OG0004975	BRALA01236	HUMAN23277
OG0004976	BRALA08070	HUMAN24013
OG0004977	BRALA14155	HUMAN17974
OG0004978	BRALA08114	HUMAN30022
OG0004979	BRALA20271	HUMAN02806, HUMAN02808, HUMAN02807
OG0004980	BRALA06666	HUMAN03123, HUMAN03072
OG0004981	BRALA07121	HUMAN20596, HUMAN20595
OG0004982	BRALA10028	HUMAN29353
OG0004983	BRALA22364	HUMAN03516
OG0004984	BRALA21693	HUMAN19591, HUMAN19333, HUMAN19594, HUMAN19335
OG0004985	BRALA15016	HUMAN20484, HUMAN20483
OG0004986	BRALA01041	HUMAN21358, HUMAN21357
OG0004987	BRALA06665	HUMAN22783, HUMAN03278
OG0004988	BRALA29383	HUMAN19938
OG0004989	BRALA08810	HUMAN04327
OG0004990	BRALA19772	HUMAN22240
OG0004991	BRALA20054	HUMAN02895, HUMAN20960
OG0004992	BRALA18453	HUMAN02241
OG0004995	BRALA30343	HUMAN09543, HUMAN09544, HUMAN09546
OG0004996	BRALA17166	HUMAN20492
OG0004997	BRALA24073	HUMAN03772, HUMAN03771
OG0004999	BRALA29054	HUMAN04129, HUMAN07445, HUMAN04130
OG0005000	BRALA08674	HUMAN06921, HUMAN06922
OG0005002	BRALA01660	HUMAN14211
OG0005003	BRALA21209, BRALA32328	HUMAN11768
OG0005004	BRALA00152, BRALA04486	HUMAN18474, HUMAN29972
OG0005006	BRALA10726	HUMAN12769
OG0005007	BRALA14191	HUMAN21843, HUMAN07608
OG0005008	BRALA28440	HUMAN23160, HUMAN23159, HUMAN11023
OG0005009	BRALA29055	HUMAN21318
OG0005010	BRALA29595, BRALA32302, BRALA19473	HUMAN13457, HUMAN13455, HUMAN13456
OG0005012	BRALA06405	HUMAN01889
OG0005013	BRALA03794	HUMAN07845, HUMAN07844, HUMAN07847, HUMAN07846
OG0005014	BRALA29414	HUMAN19726
OG0005015	BRALA06837	HUMAN22775
OG0005016	BRALA05856, BRALA05857	HUMAN03347, HUMAN03348, HUMAN03349, HUMAN03350
OG0005017	BRALA30360, BRALA32979	HUMAN23550, HUMAN09905, HUMAN01533
OG0005021	BRALA16206	HUMAN07616, HUMAN21657, HUMAN21658, HUMAN07615, HUMAN07617, HUMAN21656
OG0005022	BRALA19492	HUMAN12026, HUMAN10758, HUMAN10757
OG0005040	BRALA22055	HUMAN19381
OG0005041	BRALA00415	HUMAN11889, HUMAN00164
OG0005044	BRALA23584	HUMAN05004, HUMAN13097
OG0005045	BRALA17551	HUMAN25556
OG0005046	BRALA11035	HUMAN00004, HUMAN28435, HUMAN00003
OG0005047	BRALA19446	HUMAN10328
OG0005048	BRALA15277	HUMAN01970, HUMAN01971
OG0005049	BRALA09255	HUMAN20890
OG0005050	BRALA35696, BRALA34905	HUMAN18648
OG0005053	BRALA14037	HUMAN11762
OG0005054	BRALA01008	HUMAN01196
OG0005055	BRALA21470	HUMAN16975
OG0005057	BRALA25601	HUMAN25520
OG0005058	BRALA34262, BRALA35945, BRALA35132	HUMAN26910, HUMAN26911, HUMAN26909
OG0005059	BRALA18360	HUMAN29338
OG0005060	BRALA06013, BRALA16321	HUMAN03602
OG0005061	BRALA05605, BRALA24447	HUMAN05905
OG0005062	BRALA04850	HUMAN06705, HUMAN06706, HUMAN06704
OG0005063	BRALA03837	HUMAN03268, HUMAN22726
OG0005064	BRALA02160	HUMAN24584
OG0005065	BRALA06867	HUMAN22143
OG0005066	BRALA11959	HUMAN25748
OG0005067	BRALA10674	HUMAN02805
OG0005068	BRALA05475, BRALA05476	HUMAN26685
OG0005069	BRALA22169	HUMAN10354, HUMAN10353
OG0005070	BRALA27483	HUMAN13375, HUMAN13377, HUMAN13376
OG0005071	BRALA05811	HUMAN07686, HUMAN07685
OG0005072	BRALA22943	HUMAN29547, HUMAN29546
OG0005073	BRALA10284	HUMAN24275
OG0005074	BRALA13653	HUMAN30358, HUMAN30359, HUMAN30357, HUMAN28758, HUMAN30356
OG0005075	BRALA28224	HUMAN02884
OG0005076	BRALA16542	HUMAN09672
OG0005077	BRALA08579, BRALA04364, BRALA03765	HUMAN00029
OG0005079	BRALA22108	HUMAN09354
OG0005080	BRALA22635	HUMAN25864, HUMAN09254
OG0005081	BRALA04559	HUMAN12565
OG0005084	BRALA18989	HUMAN19679
OG0005085	BRALA19510	HUMAN06097, HUMAN06098, HUMAN06096
OG0005086	BRALA09381	HUMAN21034
OG0005087	BRALA20901	HUMAN01972
OG0005088	BRALA01303	HUMAN14928
OG0005089	BRALA14635	HUMAN28932
OG0005091	BRALA18690	HUMAN07508
OG0005092	BRALA12771	HUMAN29848
OG0005093	BRALA09010	HUMAN25442
OG0005095	BRALA24486	HUMAN11318, HUMAN11317
OG0005096	BRALA10442	HUMAN10193
OG0005097	BRALA06505	HUMAN20169
OG0005098	BRALA14069	HUMAN17838, HUMAN17837
OG0005099	BRALA06538	HUMAN20122
OG0005100	BRALA13678	HUMAN13754
OG0005103	BRALA28207	HUMAN00526, HUMAN25518
OG0005104	BRALA09466	HUMAN11571, HUMAN11572
OG0005105	BRALA06454	HUMAN13301, HUMAN10689
OG0005106	BRALA20191	HUMAN07502
OG0005107	BRALA02107	HUMAN26925, HUMAN26926
OG0005108	BRALA01222	HUMAN14184
OG0005109	BRALA09181	HUMAN06621, HUMAN06622
OG0005110	BRALA11256	HUMAN17916, HUMAN17915
OG0005111	BRALA08666	HUMAN00236, HUMAN00239
OG0005112	BRALA18900	HUMAN16921
OG0005113	BRALA30868, BRALA32807, BRALA32806, BRALA35356, BRALA33824	HUMAN08653
OG0005114	BRALA25886	HUMAN18500
OG0005115	BRALA02746	HUMAN02228, HUMAN29500
OG0005116	BRALA12189	HUMAN22044
OG0005117	BRALA24439	HUMAN21785, HUMAN21783
OG0005118	BRALA04838	HUMAN18046, HUMAN18045, HUMAN06358
OG0005119	BRALA11537	HUMAN08361
OG0005120	BRALA03270	HUMAN05492
OG0005121	BRALA19194	HUMAN06487
OG0005122	BRALA00949, BRALA00950	HUMAN00967, HUMAN00968
OG0005123	BRALA11529	HUMAN24164, HUMAN03802, HUMAN24165
OG0005124	BRALA25908, BRALA21509	HUMAN18707, HUMAN08754
OG0005125	BRALA06466	HUMAN13264
OG0005126	BRALA14585, BRALA14587	HUMAN25215, HUMAN00633
OG0005127	BRALA13611	HUMAN05196, HUMAN05195
OG0005128	BRALA30436	HUMAN19431
OG0005129	BRALA11230	HUMAN13576
OG0005130	BRALA12681	HUMAN22354, HUMAN22352
OG0005131	BRALA20254, BRALA27888	HUMAN28032, HUMAN28031
OG0005132	BRALA16012	HUMAN25415, HUMAN25416
OG0005133	BRALA00530	HUMAN21399
OG0005135	BRALA23510, BRALA04045	HUMAN01660
OG0005137	BRALA05646	HUMAN00021
OG0005138	BRALA12306	HUMAN25803
OG0005139	BRALA30038	HUMAN01482
OG0005140	BRALA04264	HUMAN01847
OG0005141	BRALA35495	HUMAN11665
OG0005142	BRALA14416	HUMAN23471, HUMAN23456
OG0005143	BRALA13606	HUMAN21848
OG0005144	BRALA01103	HUMAN01316
OG0005145	BRALA16536, BRALA16540	HUMAN09373, HUMAN09375, HUMAN09374
OG0005146	BRALA35713, BRALA34099	HUMAN19163
OG0005150	BRALA31039	HUMAN04742, HUMAN08596, HUMAN15546
OG0005151	BRALA06150	HUMAN21926
OG0005152	BRALA33965	HUMAN06776
OG0005153	BRALA12598, BRALA30668, BRALA04843	HUMAN22310
OG0005154	BRALA01060, BRALA01059	HUMAN13716, HUMAN13717
OG0005155	BRALA11593	HUMAN07772
OG0005156	BRALA11309	HUMAN18043
OG0005157	BRALA07429	HUMAN12761, HUMAN12762
