Orthogroup	DANRE	CAPO3
OG0004236	DANRE35563	CAPO301760
OG0004237	DANRE15924	CAPO301645
OG0004239	DANRE41351	CAPO304082
OG0004240	DANRE05545, DANRE05544, DANRE07266, DANRE07267	CAPO301736
OG0004241	DANRE42257, DANRE16587	CAPO304693
OG0004243	DANRE03711, DANRE03710, DANRE29826, DANRE29827	CAPO302349
OG0004245	DANRE05322	CAPO301120
OG0004246	DANRE03879	CAPO307710
OG0004247	DANRE19864, DANRE19863, DANRE19865, DANRE19866, DANRE19867	CAPO306324
OG0004248	DANRE23609	CAPO306807
OG0004249	DANRE19294, DANRE19293	CAPO302316
OG0004250	DANRE05878	CAPO305518
OG0004252	DANRE30850	CAPO305536
OG0004254	DANRE00107, DANRE00106	CAPO304883
OG0004257	DANRE19570, DANRE19569, DANRE19572	CAPO305171
OG0004258	DANRE16049, DANRE16050	CAPO301342
OG0004259	DANRE37622, DANRE12712	CAPO301048
OG0004261	DANRE13599, DANRE13600	CAPO305950
OG0004263	DANRE42560, DANRE42559	CAPO304844
OG0004269	DANRE16641, DANRE16642	CAPO308233
OG0004270	DANRE13963, DANRE09634	CAPO303791
OG0004271	DANRE31170, DANRE31169, DANRE24936	CAPO303178
OG0004272	DANRE34773, DANRE01493, DANRE34772, DANRE34771	CAPO303743
OG0004273	DANRE09358, DANRE09357	CAPO300380
OG0004278	DANRE00447, DANRE00446, DANRE00445	CAPO303739
OG0004280	DANRE29566	CAPO302169
OG0004282	DANRE15036	CAPO306035
OG0004283	DANRE06175	CAPO301216
OG0004284	DANRE17856, DANRE17855, DANRE17854	CAPO303039
OG0004285	DANRE43135, DANRE07213	CAPO306621
OG0004286	DANRE13281, DANRE13282, DANRE13280	CAPO300246
OG0004287	DANRE10684	CAPO305534
OG0004288	DANRE19335	CAPO302203
OG0004289	DANRE17569	CAPO307509
OG0004291	DANRE05725	CAPO300943
OG0004291	DANRE05724, DANRE05722, DANRE05723	CAPO306696
OG0004292	DANRE15377	CAPO301407
OG0004295	DANRE21758, DANRE21759	CAPO300437
OG0004296	DANRE34538, DANRE00368	CAPO307058
OG0004297	DANRE14286	CAPO306140
OG0004299	DANRE15522, DANRE15521, DANRE20529	CAPO307863
OG0004300	DANRE21278, DANRE21279	CAPO308218
OG0004301	DANRE06468	CAPO305855
OG0004302	DANRE03425, DANRE03424	CAPO307149
OG0004303	DANRE07545, DANRE28080, DANRE07544	CAPO306261
OG0004304	DANRE19474, DANRE19473	CAPO307407
OG0004305	DANRE21612, DANRE21613	CAPO306704
OG0004307	DANRE30227, DANRE30226	CAPO306787
OG0004308	DANRE06355	CAPO302385
OG0004309	DANRE03911, DANRE03912, DANRE03913	CAPO304021
OG0004310	DANRE13896, DANRE21587	CAPO306903
OG0004312	DANRE24921	CAPO306752
OG0004314	DANRE18288, DANRE34249	CAPO301283
OG0004315	DANRE43202	CAPO307076
OG0004316	DANRE23666, DANRE23667, DANRE36322, DANRE36321	CAPO300656
OG0004319	DANRE12625, DANRE12773, DANRE12772, DANRE12774	CAPO308294
OG0004320	DANRE42284, DANRE42288, DANRE42285, DANRE42287, DANRE42286	CAPO300174
OG0004321	DANRE05768, DANRE05769, DANRE03282, DANRE03281	CAPO306639
OG0004322	DANRE15075	CAPO300187
OG0004322	DANRE15076, DANRE15074	CAPO307895
OG0004323	DANRE17273, DANRE17274	CAPO307483
OG0004324	DANRE22537, DANRE22536, DANRE22534, DANRE22535	CAPO300240
OG0004328	DANRE02156, DANRE02160, DANRE02159, DANRE02158, DANRE02157, DANRE02155	CAPO305261
OG0004329	DANRE40873, DANRE40872, DANRE40874	CAPO302035
OG0004330	DANRE11063, DANRE11060, DANRE11061, DANRE11058, DANRE11062, DANRE11059	CAPO305393
OG0004331	DANRE10901	CAPO305384
OG0004333	DANRE13744, DANRE13743, DANRE13742	CAPO303439
OG0004335	DANRE23624	CAPO302791
OG0004337	DANRE41654, DANRE41653	CAPO300958
OG0004338	DANRE12236, DANRE12237	CAPO300828
OG0004344	DANRE06853	CAPO307152
OG0004345	DANRE19118	CAPO306847
OG0004347	DANRE19493, DANRE19494, DANRE07708, DANRE07709	CAPO307703
OG0004348	DANRE42472, DANRE42473	CAPO306158
OG0004349	DANRE11014	CAPO308184
OG0004350	DANRE10750, DANRE10749	CAPO300994
OG0004351	DANRE28003, DANRE28002	CAPO307239
OG0004352	DANRE09568	CAPO300873
OG0004353	DANRE09455	CAPO306055, CAPO306087
OG0004354	DANRE33627, DANRE33625, DANRE33626	CAPO307581
OG0004355	DANRE22085, DANRE31144	CAPO303478
OG0004356	DANRE43267, DANRE43053	CAPO300159
OG0004357	DANRE05948, DANRE05949, DANRE01459, DANRE01460, DANRE41227	CAPO303880
OG0004358	DANRE41274, DANRE41273	CAPO301323
OG0004359	DANRE02425	CAPO305703
OG0004360	DANRE26365, DANRE26366	CAPO301752
OG0004361	DANRE21796, DANRE21795, DANRE21794	CAPO308302
OG0004363	DANRE15835, DANRE15833, DANRE15834, DANRE15836	CAPO304580
OG0004364	DANRE11772	CAPO305213
OG0004365	DANRE25826	CAPO305948
OG0004368	DANRE18241, DANRE18242, DANRE43383	CAPO306084
OG0004369	DANRE34900, DANRE34901	CAPO305592
OG0004370	DANRE34877, DANRE34876	CAPO302143
OG0004372	DANRE43175, DANRE35509	CAPO304892
OG0004373	DANRE43176	CAPO308311
OG0004374	DANRE20926, DANRE20927	CAPO306983
OG0004375	DANRE25111	CAPO305927
OG0004376	DANRE07421, DANRE33508	CAPO303203
OG0004377	DANRE38821	CAPO303614
OG0004378	DANRE08245	CAPO303140
OG0004379	DANRE29006, DANRE31285, DANRE31284	CAPO300162
OG0004380	DANRE02319, DANRE25045, DANRE25044, DANRE31287, DANRE31288	CAPO307847
OG0004381	DANRE14548, DANRE14549, DANRE14547	CAPO300684
OG0004382	DANRE34314	CAPO308307
OG0004383	DANRE11497, DANRE11498	CAPO301688
OG0004385	DANRE34112, DANRE19530	CAPO306534
OG0004388	DANRE17362, DANRE17360, DANRE17361	CAPO303742
OG0004389	DANRE36413, DANRE36412, DANRE36411, DANRE36414	CAPO302416
OG0004390	DANRE27472, DANRE27471	CAPO300046
OG0004391	DANRE15795, DANRE20560, DANRE20559	CAPO305468
OG0004392	DANRE05947	CAPO303282
OG0004394	DANRE20261, DANRE20262	CAPO305886
OG0004396	DANRE20597, DANRE20596	CAPO300955
OG0004398	DANRE10835, DANRE10834	CAPO307605
OG0004399	DANRE02735, DANRE41307, DANRE31607	CAPO301536
OG0004400	DANRE21495, DANRE21496	CAPO304368, CAPO302395
OG0004401	DANRE29576	CAPO307684
OG0004405	DANRE16529, DANRE16527, DANRE16530, DANRE16528	CAPO302866
OG0004406	DANRE39248, DANRE17699, DANRE17700, DANRE10991, DANRE10992, DANRE10990	CAPO305558
OG0004413	DANRE36717, DANRE36718	CAPO301518
OG0004417	DANRE26688, DANRE43329, DANRE43330, DANRE43328	CAPO302119
OG0004418	DANRE19384, DANRE40661, DANRE40660	CAPO305208
OG0004421	DANRE36713	CAPO303320
OG0004423	DANRE14691, DANRE14690	CAPO306935
OG0004425	DANRE24598, DANRE13803	CAPO302090
OG0004426	DANRE05633	CAPO301784
OG0004428	DANRE37224, DANRE37201, DANRE37221	CAPO302305
OG0004433	DANRE09848, DANRE24584, DANRE41394	CAPO304000
OG0004459	DANRE03934, DANRE03933	CAPO300459
OG0004460	DANRE02370, DANRE02369, DANRE02371	CAPO307206
OG0004461	DANRE31591, DANRE20635	CAPO305355
OG0004462	DANRE15232, DANRE15233	CAPO302893
OG0004465	DANRE17974, DANRE10221	CAPO303487
OG0004467	DANRE33315, DANRE40705, DANRE33314	CAPO307496
OG0004468	DANRE16473, DANRE16472, DANRE16471, DANRE06592	CAPO307854
OG0004472	DANRE31243, DANRE31244	CAPO303803
OG0004474	DANRE41289, DANRE41288	CAPO300829
OG0004476	DANRE00041, DANRE33641, DANRE33640, DANRE33639	CAPO307856
OG0004479	DANRE14165	CAPO303963
OG0004481	DANRE39070, DANRE39069	CAPO306702
OG0004483	DANRE36016, DANRE36015, DANRE36014, DANRE36017	CAPO303122
OG0004484	DANRE23463, DANRE23462	CAPO302152
OG0004486	DANRE02337, DANRE38751, DANRE38752	CAPO307639
OG0004488	DANRE12224, DANRE13919, DANRE13923, DANRE13920, DANRE13922, DANRE13921	CAPO301849
OG0004489	DANRE36650, DANRE02189, DANRE36649	CAPO305447
OG0004492	DANRE37611, DANRE36858	CAPO307196
OG0004494	DANRE03077, DANRE03076	CAPO306570
OG0004495	DANRE26631, DANRE26632, DANRE26630	CAPO306359
OG0004496	DANRE24246, DANRE24247, DANRE24248	CAPO303733
OG0004497	DANRE12815, DANRE12814	CAPO307202
OG0004498	DANRE14302, DANRE14301	CAPO305224
OG0004500	DANRE18484	CAPO301850
OG0004501	DANRE11408, DANRE11405, DANRE11407, DANRE11403, DANRE11404, DANRE11406	CAPO301840
OG0004502	DANRE23484	CAPO301779
OG0004503	DANRE16687	CAPO300332
OG0004506	DANRE30476	CAPO305016
OG0004507	DANRE34603	CAPO301894
OG0004508	DANRE02336	CAPO301654
OG0004509	DANRE26479, DANRE40204, DANRE40206, DANRE40205	CAPO300500
OG0004511	DANRE33541, DANRE19924	CAPO303457
OG0004512	DANRE11592	CAPO302842
OG0004513	DANRE33293, DANRE33294	CAPO303104
OG0004515	DANRE04363	CAPO305182
OG0004516	DANRE08306	CAPO306036, CAPO307859
OG0004517	DANRE29093, DANRE29095, DANRE29094	CAPO305332
OG0004518	DANRE17197, DANRE34247, DANRE17198	CAPO306412
OG0004519	DANRE36763	CAPO307914
OG0004520	DANRE13362, DANRE13363, DANRE13364	CAPO300090
OG0004521	DANRE04630, DANRE04629	CAPO306692
OG0004523	DANRE09384	CAPO304989
OG0004525	DANRE39978	CAPO303518
OG0004526	DANRE34280	CAPO302498
OG0004527	DANRE36388, DANRE36387	CAPO302077
OG0004529	DANRE04506, DANRE04507, DANRE04504, DANRE04505	CAPO306628
OG0004530	DANRE06407, DANRE42891	CAPO304739
OG0004531	DANRE02542	CAPO302345, CAPO307115
OG0004532	DANRE30309, DANRE30310	CAPO300005
OG0004533	DANRE41059	CAPO306022
OG0004535	DANRE13321, DANRE13320	CAPO307124
OG0004537	DANRE34313, DANRE34312	CAPO306837
OG0004540	DANRE24891, DANRE24888, DANRE24889, DANRE24890	CAPO307351
OG0004542	DANRE03604, DANRE03605	CAPO306706
OG0004544	DANRE22391, DANRE36746, DANRE40962	CAPO306563
OG0004545	DANRE33970	CAPO307212
OG0004546	DANRE14283, DANRE14282, DANRE14284	CAPO306808
OG0004547	DANRE25138, DANRE02890	CAPO304852
OG0004548	DANRE21818	CAPO305113
OG0004551	DANRE24748, DANRE24749	CAPO301498
OG0004552	DANRE33884, DANRE38203	CAPO301361, CAPO306759
OG0004553	DANRE23753	CAPO302768
OG0004555	DANRE24036, DANRE24037, DANRE27384	CAPO301994
OG0004556	DANRE09228, DANRE09229	CAPO305616
OG0004558	DANRE02700, DANRE02701, DANRE02699, DANRE02702	CAPO307355
OG0004559	DANRE29861	CAPO303756
OG0004561	DANRE22191	CAPO304794
OG0004563	DANRE22724	CAPO303030
OG0004564	DANRE05628, DANRE04805	CAPO301873
OG0004565	DANRE11419, DANRE11417, DANRE11418	CAPO303409
OG0004569	DANRE33534, DANRE33535, DANRE33533, DANRE33532	CAPO303601
OG0004572	DANRE27224, DANRE27223	CAPO302719
OG0004573	DANRE00757	CAPO305859
OG0004574	DANRE30718, DANRE30719, DANRE37705, DANRE37706, DANRE37703, DANRE37704	CAPO300276
OG0004577	DANRE37192, DANRE37191, DANRE37190, DANRE37194, DANRE37193	CAPO307905
OG0004578	DANRE19554, DANRE19552, DANRE19553	CAPO307713
OG0004579	DANRE25034, DANRE31590	CAPO308171
OG0004581	DANRE34427	CAPO305629
OG0004582	DANRE00200, DANRE00203, DANRE00201, DANRE00202	CAPO304857
OG0004583	DANRE23267	CAPO301319
OG0004585	DANRE23964, DANRE23965	CAPO307959
OG0004587	DANRE15933, DANRE43316, DANRE15932	CAPO303576
OG0004588	DANRE19524, DANRE34173	CAPO307046
OG0004590	DANRE01038	CAPO307910
OG0004592	DANRE15605, DANRE15604	CAPO307767
OG0004593	DANRE07356, DANRE07355, DANRE07354, DANRE07353	CAPO306311
OG0004595	DANRE29126, DANRE27364	CAPO305901
OG0004596	DANRE26023	CAPO300672
OG0004599	DANRE12314, DANRE19610, DANRE12315	CAPO306185
OG0004600	DANRE35116, DANRE35117	CAPO306391
OG0004601	DANRE19151	CAPO300529
OG0004602	DANRE29863, DANRE29862, DANRE29864, DANRE29865	CAPO307709
OG0004605	DANRE29847	CAPO303013
OG0004609	DANRE19927, DANRE19928	CAPO305274
OG0004610	DANRE24946, DANRE24945, DANRE39093	CAPO308217
OG0004611	DANRE05043, DANRE05045, DANRE05044, DANRE05046	CAPO305879, CAPO305850
OG0004612	DANRE14838, DANRE14837, DANRE14835, DANRE14836	CAPO307176
OG0004616	DANRE35757, DANRE35756, DANRE35755	CAPO302661, CAPO307774
OG0004619	DANRE28992, DANRE28989, DANRE28993, DANRE28991, DANRE28990	CAPO306976
OG0004621	DANRE36766, DANRE36765, DANRE22575	CAPO301592
OG0004626	DANRE12176, DANRE26130	CAPO304074
OG0004627	DANRE24293, DANRE24295, DANRE24294, DANRE24292	CAPO302578
OG0004628	DANRE29575, DANRE35550	CAPO300844
OG0004629	DANRE33375, DANRE33374	CAPO300874
OG0004630	DANRE17375, DANRE17374, DANRE17372, DANRE17373	CAPO300032
OG0004633	DANRE26762, DANRE26763	CAPO306431
OG0004634	DANRE30543, DANRE31362	CAPO306443
OG0004635	DANRE10518, DANRE10519	CAPO305826
OG0004638	DANRE10550	CAPO300328
OG0004639	DANRE35398	CAPO304960
OG0004640	DANRE05531, DANRE05530	CAPO305391
OG0004641	DANRE33377, DANRE33998, DANRE33997	CAPO301192
OG0004642	DANRE24040, DANRE26748, DANRE26747	CAPO303810
OG0004643	DANRE34503, DANRE34504	CAPO303111
OG0004644	DANRE18411, DANRE18413, DANRE18412, DANRE10782	CAPO308177
OG0004646	DANRE12893, DANRE21721	CAPO304987
OG0004648	DANRE20923	CAPO306796
OG0004649	DANRE00918, DANRE00919, DANRE07960, DANRE07962, DANRE39589	CAPO308035
OG0004651	DANRE02190	CAPO307192
OG0004652	DANRE06984, DANRE06985, DANRE06986, DANRE06983	CAPO307126
OG0004654	DANRE29943, DANRE40498	CAPO304098
OG0004655	DANRE29577, DANRE29579, DANRE29578	CAPO300932
OG0004656	DANRE10804, DANRE26495	CAPO306315
OG0004657	DANRE08968, DANRE34488	CAPO300965
OG0004658	DANRE10828	CAPO302853
OG0004659	DANRE02375, DANRE02376, DANRE02374	CAPO305571
OG0004663	DANRE20429, DANRE20430, DANRE20431, DANRE20432	CAPO307060
OG0004664	DANRE07606	CAPO304024
OG0004668	DANRE05469	CAPO307032
OG0004669	DANRE10303	CAPO301719
OG0004670	DANRE03145	CAPO301141
OG0004671	DANRE19925	CAPO303199
OG0004672	DANRE39138	CAPO300788
OG0004673	DANRE38784, DANRE38783, DANRE41387	CAPO305181
OG0004674	DANRE33289	CAPO301298
OG0004675	DANRE23251	CAPO300152
OG0004676	DANRE11604	CAPO305483
OG0004678	DANRE19097, DANRE19098, DANRE19096	CAPO306062
OG0004679	DANRE35037	CAPO307020
OG0004682	DANRE27410	CAPO302643
OG0004685	DANRE39580, DANRE39579, DANRE39581, DANRE00131	CAPO300514
OG0004687	DANRE40485, DANRE40484	CAPO300850
OG0004690	DANRE14581, DANRE08603	CAPO302294
OG0004691	DANRE10742	CAPO301832
OG0004692	DANRE37494	CAPO306711
OG0004694	DANRE37791, DANRE37790, DANRE37789	CAPO302831
OG0004696	DANRE04423, DANRE04422, DANRE04424	CAPO303339
OG0004697	DANRE16338, DANRE16340, DANRE16339, DANRE07342	CAPO308157
OG0004699	DANRE35046	CAPO305801
OG0004700	DANRE10454	CAPO305394
OG0004702	DANRE03083, DANRE03084, DANRE03085	CAPO306323
OG0004703	DANRE43394, DANRE33684, DANRE33685	CAPO302281
OG0004707	DANRE06164	CAPO307222
OG0004708	DANRE35053, DANRE35054	CAPO302589
OG0004711	DANRE06348, DANRE06349, DANRE06347	CAPO307614
OG0004728	DANRE39343, DANRE39344	CAPO306092
OG0004732	DANRE29676, DANRE29678, DANRE29677, DANRE29679, DANRE29675, DANRE29674	CAPO307742, CAPO303065
OG0004733	DANRE34798	CAPO303723
OG0004738	DANRE17043, DANRE17042	CAPO307391
OG0004739	DANRE04072	CAPO305372
OG0004740	DANRE12109, DANRE12108, DANRE12110	CAPO303587
OG0004743	DANRE13544, DANRE13543	CAPO305537
OG0004744	DANRE30059	CAPO307377
OG0004747	DANRE17978, DANRE17977	CAPO305266
OG0004748	DANRE19838	CAPO300851
OG0004749	DANRE36880	CAPO303738
OG0004752	DANRE09141	CAPO300189
OG0004753	DANRE13109, DANRE13108	CAPO307970
OG0004755	DANRE42491	CAPO304664
OG0004756	DANRE02840	CAPO300650
OG0004757	DANRE12081, DANRE12080	CAPO300079
OG0004758	DANRE13011, DANRE13013, DANRE13014	CAPO307791
OG0004759	DANRE05611	CAPO301731
OG0004760	DANRE09761	CAPO302986
OG0004761	DANRE34602, DANRE34601	CAPO301372
OG0004763	DANRE41528	CAPO303189
OG0004764	DANRE36421, DANRE36422, DANRE36423	CAPO306665
OG0004765	DANRE26484, DANRE40179	CAPO300145
OG0004766	DANRE41332, DANRE41331	CAPO300107
OG0004767	DANRE28628	CAPO304258
OG0004768	DANRE04729, DANRE20410	CAPO302814
OG0004769	DANRE26926	CAPO305909
OG0004770	DANRE11345	CAPO306549
OG0004774	DANRE05788, DANRE05787	CAPO302467
OG0004775	DANRE35855	CAPO308292
OG0004781	DANRE08965	CAPO302855
OG0004784	DANRE04601, DANRE04600	CAPO300506
OG0004785	DANRE42357	CAPO301223
OG0004786	DANRE41722, DANRE41721	CAPO306813
OG0004787	DANRE24694, DANRE24695, DANRE24693	CAPO300677
OG0004788	DANRE33621	CAPO303606
OG0004792	DANRE40825, DANRE29531	CAPO304121, CAPO301355
OG0004793	DANRE39221, DANRE39220, DANRE39219	CAPO303691
OG0004794	DANRE12064, DANRE12067, DANRE12065, DANRE12066	CAPO302268
OG0004795	DANRE00139	CAPO306522
OG0004797	DANRE12121, DANRE12120	CAPO308248
OG0004801	DANRE16851, DANRE16852	CAPO301409
OG0004803	DANRE01003, DANRE01004, DANRE01005	CAPO304966
OG0004805	DANRE01261, DANRE07762	CAPO301148
OG0004808	DANRE27792	CAPO300921
OG0004810	DANRE31073, DANRE31076, DANRE31074, DANRE31075	CAPO307085
OG0004811	DANRE25423	CAPO304670
OG0004812	DANRE25075	CAPO300913
OG0004813	DANRE15068, DANRE10482, DANRE15067	CAPO302301
OG0004814	DANRE07345	CAPO305193
OG0004815	DANRE17954	CAPO306099
OG0004817	DANRE41423, DANRE41424, DANRE41425, DANRE41426	CAPO300646
OG0004819	DANRE22495	CAPO303489
OG0004820	DANRE17389	CAPO301474
OG0004822	DANRE42104, DANRE42103	CAPO303272
OG0004823	DANRE40280, DANRE40279, DANRE40278	CAPO301131
OG0004825	DANRE01273, DANRE01274	CAPO303625
OG0004826	DANRE17416	CAPO302318
OG0004828	DANRE03410, DANRE11427	CAPO300795
OG0004829	DANRE12758, DANRE12755, DANRE12756, DANRE12757	CAPO306677
OG0004830	DANRE25686	CAPO304259, CAPO301109
OG0004831	DANRE14244, DANRE11093, DANRE11092	CAPO302539
OG0004832	DANRE41922	CAPO300644
OG0004833	DANRE20545	CAPO307386, CAPO307385
OG0004835	DANRE33501, DANRE33502, DANRE00915	CAPO307142
OG0004836	DANRE07542, DANRE07543	CAPO300476
OG0004837	DANRE23071, DANRE23072	CAPO306341
OG0004838	DANRE15031, DANRE15033, DANRE15032	CAPO300483
OG0004840	DANRE30266	CAPO301303
OG0004841	DANRE25342, DANRE25341, DANRE25340, DANRE25343	CAPO301073
OG0004842	DANRE39123, DANRE39124, DANRE39121, DANRE39122	CAPO307208
OG0004843	DANRE38829	CAPO302296
OG0004844	DANRE03116	CAPO308225
OG0004845	DANRE15832	CAPO300244
OG0004846	DANRE25325	CAPO302634
OG0004849	DANRE28535	CAPO302897
OG0004850	DANRE39833	CAPO302165
OG0004851	DANRE25895, DANRE12187	CAPO304052
OG0004852	DANRE19212	CAPO305241
OG0004853	DANRE19217	CAPO306818
OG0004854	DANRE42925	CAPO307677
OG0004855	DANRE15163, DANRE15165, DANRE15164, DANRE15166	CAPO307136
OG0004856	DANRE11451, DANRE20259	CAPO307877
OG0004857	DANRE33527	CAPO301665
OG0004858	DANRE19523	CAPO306514
OG0004859	DANRE21373, DANRE21371, DANRE21372, DANRE42056, DANRE42055	CAPO305955
OG0004861	DANRE18015, DANRE18014, DANRE12129	CAPO300721
OG0004863	DANRE29005	CAPO300215
OG0004864	DANRE31526	CAPO306175
OG0004869	DANRE37089, DANRE37088, DANRE37087, DANRE37086	CAPO301505
OG0004873	DANRE35036, DANRE35035	CAPO305056
OG0004874	DANRE13642, DANRE13641	CAPO302314
OG0004875	DANRE40082	CAPO305599
OG0004879	DANRE26764	CAPO304570
OG0004880	DANRE25000	CAPO307520
OG0004881	DANRE28009, DANRE28008, DANRE28010	CAPO301856
OG0004882	DANRE12501	CAPO307657
OG0004883	DANRE29322, DANRE30019	CAPO304269
OG0004884	DANRE12116, DANRE12115	CAPO306875
OG0004886	DANRE16571, DANRE16572	CAPO304598
OG0004887	DANRE14658, DANRE14657, DANRE14659	CAPO303252
OG0004889	DANRE33284, DANRE33285, DANRE33286, DANRE33283, DANRE33282, DANRE33281	CAPO302860
OG0004892	DANRE05817, DANRE05818, DANRE40998	CAPO308266
OG0004893	DANRE14635	CAPO305797
OG0004894	DANRE36346, DANRE36347, DANRE20238, DANRE20239	CAPO308103
OG0004895	DANRE35049, DANRE35048	CAPO301412
OG0004896	DANRE34248	CAPO301146, CAPO308332
OG0004897	DANRE20166	CAPO300624
OG0004898	DANRE13333	CAPO300846
OG0004899	DANRE15713, DANRE15714, DANRE15715	CAPO304701
OG0004900	DANRE29655	CAPO300509
OG0004901	DANRE36989	CAPO301170
OG0004902	DANRE04599, DANRE37492, DANRE04598, DANRE16728	CAPO305853
OG0004903	DANRE24323, DANRE24324, DANRE24325	CAPO304775
OG0004904	DANRE43322, DANRE28804, DANRE28805	CAPO304100
OG0004907	DANRE07740	CAPO307254
OG0004911	DANRE03615, DANRE03614, DANRE28614	CAPO305750
OG0004913	DANRE37948	CAPO306717
OG0004914	DANRE33332	CAPO301519
OG0004917	DANRE11376, DANRE11377	CAPO303374
OG0004919	DANRE02492, DANRE02495, DANRE02493, DANRE02494	CAPO308082
OG0004920	DANRE42932, DANRE42933	CAPO302580
OG0004922	DANRE09931	CAPO306550
OG0004923	DANRE08288	CAPO307943
OG0004924	DANRE13886, DANRE13888, DANRE13889, DANRE13887	CAPO304606
OG0004927	DANRE05659, DANRE10732, DANRE10731	CAPO304855
OG0004928	DANRE28982	CAPO304691
OG0004929	DANRE08549, DANRE08550, DANRE08548, DANRE01092	CAPO304111
OG0004932	DANRE22718, DANRE40302, DANRE40303, DANRE40304	CAPO306081, CAPO305804
OG0004934	DANRE40683, DANRE40684, DANRE40685	CAPO305066
OG0004935	DANRE14583	CAPO302835
OG0004936	DANRE10660, DANRE10658, DANRE10659	CAPO306298
OG0004938	DANRE10612, DANRE10613	CAPO308159
OG0004940	DANRE18123	CAPO305630
OG0004943	DANRE09396, DANRE09395, DANRE02414, DANRE02413, DANRE09397	CAPO306001
OG0004944	DANRE35484	CAPO302056
OG0004946	DANRE17543, DANRE17544, DANRE17545	CAPO305515
OG0004947	DANRE19342, DANRE19341, DANRE34700, DANRE34701	CAPO307579
OG0004948	DANRE38435	CAPO305331
OG0004949	DANRE15149, DANRE15151, DANRE15152, DANRE15150, DANRE15148, DANRE15153	CAPO304026
OG0004950	DANRE41898, DANRE41897, DANRE41896	CAPO300642
OG0004952	DANRE08962, DANRE11000, DANRE17702, DANRE11001, DANRE17703	CAPO301776
OG0004953	DANRE06685, DANRE06684, DANRE11223	CAPO306623
OG0004954	DANRE18303, DANRE18302	CAPO303229
OG0004958	DANRE19268, DANRE19267	CAPO302197
OG0004960	DANRE12816	CAPO300258
OG0004961	DANRE02987, DANRE02988	CAPO305777
OG0004962	DANRE13611, DANRE13612	CAPO301438
OG0004963	DANRE33528	CAPO303805
OG0004964	DANRE29914	CAPO302916
OG0004968	DANRE39148	CAPO307145
OG0004969	DANRE26453, DANRE08898	CAPO303678
OG0004970	DANRE35257	CAPO303748
OG0004971	DANRE03762	CAPO302327
OG0004972	DANRE29843, DANRE15468	CAPO304289
OG0004973	DANRE36252, DANRE36253	CAPO305642
OG0004976	DANRE20416, DANRE20415	CAPO304478
OG0004977	DANRE42635, DANRE42636	CAPO304350
OG0004978	DANRE06429, DANRE06428, DANRE06426, DANRE06425, DANRE06427, DANRE06424, DANRE06423, DANRE06421, DANRE06422	CAPO308306
OG0004979	DANRE23839	CAPO303118
OG0004980	DANRE04541, DANRE04540, DANRE04097, DANRE04098	CAPO300807
OG0004981	DANRE14254	CAPO306326
OG0004982	DANRE34279	CAPO301351
OG0004983	DANRE16881, DANRE00625, DANRE00624	CAPO300176
OG0004985	DANRE39779, DANRE36721	CAPO304816
OG0004987	DANRE15606, DANRE15607, DANRE04569, DANRE04568, DANRE04567	CAPO306240
OG0004988	DANRE33484	CAPO305623
OG0004989	DANRE13354, DANRE13355, DANRE13356	CAPO300323
OG0004990	DANRE23754	CAPO305712
OG0004991	DANRE30977, DANRE22096	CAPO302271
OG0004992	DANRE18280	CAPO301159
OG0004993	DANRE19347	CAPO302747
