Orthogroup	APOSJ_ok	ASTMX
OG0006113	APOSJ_43058	ASTMX17162
OG0006114	APOSJ_52790	ASTMX17743
OG0006115	APOSJ_49256	ASTMX10240
OG0006116	APOSJ_23622, APOSJ_23623	ASTMX03933
OG0006117	APOSJ_22363, APOSJ_22367, APOSJ_22364, APOSJ_22366, APOSJ_22365, APOSJ_22368	ASTMX07833
OG0006118	APOSJ_28228, APOSJ_52478	ASTMX07434, ASTMX12555
OG0006119	APOSJ_05495, APOSJ_05494	ASTMX17889
OG0006120	APOSJ_03091	ASTMX22300
OG0006121	APOSJ_11872, APOSJ_02329, APOSJ_02094	ASTMX03893
OG0006122	APOSJ_48102, APOSJ_48101	ASTMX13828
OG0006123	APOSJ_50227, APOSJ_31379, APOSJ_64870	ASTMX03174
OG0006124	APOSJ_60039, APOSJ_60038, APOSJ_60036, APOSJ_60037	ASTMX13027
OG0006125	APOSJ_31100, APOSJ_31098, APOSJ_31097, APOSJ_31099, APOSJ_63429, APOSJ_31101	ASTMX10686
OG0006126	APOSJ_13664, APOSJ_02252	ASTMX20861
OG0006127	APOSJ_27402, APOSJ_27403	ASTMX06270
OG0006128	APOSJ_08247, APOSJ_08246	ASTMX01066
OG0006129	APOSJ_03899	ASTMX01622
OG0006130	APOSJ_15946, APOSJ_30828	ASTMX15707, ASTMX16989
OG0006131	APOSJ_41419	ASTMX17497, ASTMX07320
OG0006132	APOSJ_44770, APOSJ_44769	ASTMX02797
OG0006133	APOSJ_64690, APOSJ_64691	ASTMX02903
OG0006134	APOSJ_08298, APOSJ_08299	ASTMX16827
OG0006135	APOSJ_50461, APOSJ_50464, APOSJ_50463, APOSJ_18603, APOSJ_50460, APOSJ_46168	ASTMX03245
OG0006136	APOSJ_26737	ASTMX16704
OG0006137	APOSJ_47954	ASTMX16809
OG0006138	APOSJ_63734, APOSJ_20258, APOSJ_63736, APOSJ_20260, APOSJ_20259	ASTMX04230
OG0006139	APOSJ_40115	ASTMX02011, ASTMX17239, ASTMX09428
OG0006140	APOSJ_12439	ASTMX13985
OG0006141	APOSJ_31030, APOSJ_11443	ASTMX02157
OG0006144	APOSJ_19188	ASTMX17865
OG0006145	APOSJ_39421, APOSJ_46538, APOSJ_21408, APOSJ_39422	ASTMX05270
OG0006146	APOSJ_13386, APOSJ_13387	ASTMX02740
OG0006148	APOSJ_56787	ASTMX10011
OG0006149	APOSJ_61290	ASTMX17620
OG0006150	APOSJ_46167, APOSJ_02491, APOSJ_02701, APOSJ_02707, APOSJ_26986, APOSJ_02703, APOSJ_02708, APOSJ_02705, APOSJ_44105, APOSJ_02704, APOSJ_02702, APOSJ_02706, APOSJ_22390	ASTMX12493
OG0006151	APOSJ_05270, APOSJ_05272	ASTMX13690
OG0006152	APOSJ_59116, APOSJ_28597	ASTMX11033
OG0006153	APOSJ_09105, APOSJ_09110	ASTMX03761
OG0006154	APOSJ_34632, APOSJ_07847, APOSJ_34634, APOSJ_34631, APOSJ_49150, APOSJ_07849, APOSJ_07851, APOSJ_34633, APOSJ_07846, APOSJ_34635, APOSJ_49145, APOSJ_33621, APOSJ_07852, APOSJ_51356	ASTMX00230
OG0006155	APOSJ_15782	ASTMX06842
OG0006156	APOSJ_43357	ASTMX21711
OG0006158	APOSJ_10238	ASTMX11131, ASTMX08488
OG0006159	APOSJ_09856	ASTMX05463
OG0006160	APOSJ_60422, APOSJ_60421, APOSJ_60418, APOSJ_60417	ASTMX16077
OG0006161	APOSJ_31942	ASTMX01910
OG0006162	APOSJ_27431, APOSJ_27434, APOSJ_27429, APOSJ_27430, APOSJ_27433	ASTMX02345
OG0006163	APOSJ_57927, APOSJ_11874, APOSJ_11873	ASTMX05146, ASTMX03552
OG0006164	APOSJ_41863, APOSJ_41862	ASTMX03574
OG0006165	APOSJ_37400	ASTMX15294
OG0006167	APOSJ_22236, APOSJ_22235, APOSJ_22233, APOSJ_22232	ASTMX19188, ASTMX19828
OG0006169	APOSJ_53638, APOSJ_63561	ASTMX09379
OG0006170	APOSJ_59715, APOSJ_52807	ASTMX12052
OG0006171	APOSJ_23591, APOSJ_23587, APOSJ_44869, APOSJ_47930, APOSJ_25217	ASTMX05008
OG0006172	APOSJ_10205, APOSJ_10204	ASTMX01366
OG0006174	APOSJ_56342, APOSJ_10097, APOSJ_10096, APOSJ_10095	ASTMX07778
OG0006175	APOSJ_60834, APOSJ_40930	ASTMX09118
OG0006176	APOSJ_17258, APOSJ_43090, APOSJ_43088, APOSJ_17257, APOSJ_20656	ASTMX21334
OG0006177	APOSJ_04030	ASTMX17757
OG0006178	APOSJ_25569, APOSJ_25568	ASTMX03903
OG0006179	APOSJ_12733, APOSJ_12735, APOSJ_12732, APOSJ_12736	ASTMX20678
OG0006180	APOSJ_18057, APOSJ_51355	ASTMX13102
OG0006181	APOSJ_42220, APOSJ_42221, APOSJ_64805	ASTMX06332
OG0006182	APOSJ_39398, APOSJ_39399, APOSJ_39401, APOSJ_39400	ASTMX17800
OG0006183	APOSJ_17533	ASTMX21206
OG0006184	APOSJ_22791	ASTMX15502
OG0006185	APOSJ_09104, APOSJ_09103	ASTMX16064
OG0006186	APOSJ_07631, APOSJ_07632, APOSJ_07629, APOSJ_07630	ASTMX16800
OG0006187	APOSJ_37981, APOSJ_37982	ASTMX15380
OG0006188	APOSJ_23972, APOSJ_23973, APOSJ_23968, APOSJ_17049	ASTMX15568
OG0006189	APOSJ_60379	ASTMX14317, ASTMX11398
OG0006190	APOSJ_29858, APOSJ_55890, APOSJ_55889	ASTMX17587
OG0006191	APOSJ_43076, APOSJ_43075, APOSJ_43074	ASTMX13647
OG0006192	APOSJ_28620	ASTMX12101
OG0006193	APOSJ_12640	ASTMX16796
OG0006194	APOSJ_43196, APOSJ_43195	ASTMX19230
OG0006195	APOSJ_38220, APOSJ_38219	ASTMX16392
OG0006196	APOSJ_28434, APOSJ_28433	ASTMX11702
OG0006198	APOSJ_10452, APOSJ_41858	ASTMX18414
OG0006199	APOSJ_32051	ASTMX07716
OG0006200	APOSJ_65040, APOSJ_65041	ASTMX07126
OG0006201	APOSJ_34184, APOSJ_48897	ASTMX05058, ASTMX17080
OG0006202	APOSJ_65343, APOSJ_65342	ASTMX10060
OG0006203	APOSJ_31767	ASTMX04233
OG0006204	APOSJ_02798, APOSJ_02799, APOSJ_17202	ASTMX04464
OG0006205	APOSJ_41078, APOSJ_41076, APOSJ_41075, APOSJ_41079	ASTMX20252
OG0006206	APOSJ_62383	ASTMX08099
OG0006207	APOSJ_18467, APOSJ_24349, APOSJ_51508, APOSJ_18469, APOSJ_28772	ASTMX09894
OG0006208	APOSJ_43954, APOSJ_43955, APOSJ_50084	ASTMX02052
OG0006209	APOSJ_01121	ASTMX06935, ASTMX12864
OG0006210	APOSJ_53672	ASTMX15807
OG0006211	APOSJ_50960	ASTMX17619
OG0006212	APOSJ_39389, APOSJ_07249, APOSJ_38239, APOSJ_39387, APOSJ_45652, APOSJ_59683, APOSJ_07250, APOSJ_38242, APOSJ_38240	ASTMX03615
OG0006213	APOSJ_01430, APOSJ_01429, APOSJ_01431	ASTMX12993
OG0006214	APOSJ_57399, APOSJ_30103, APOSJ_30102	ASTMX14394
OG0006216	APOSJ_26417, APOSJ_58741, APOSJ_26416	ASTMX14522
OG0006217	APOSJ_04976, APOSJ_04975	ASTMX15849
OG0006219	APOSJ_31627, APOSJ_31628	ASTMX07894
OG0006220	APOSJ_38846	ASTMX06670
OG0006223	APOSJ_59673, APOSJ_59679, APOSJ_59678, APOSJ_23372, APOSJ_59680, APOSJ_23373, APOSJ_59677, APOSJ_59676, APOSJ_59674, APOSJ_59675	ASTMX09676
OG0006224	APOSJ_07698	ASTMX04794
OG0006225	APOSJ_28584	ASTMX16115
OG0006226	APOSJ_57755, APOSJ_57756	ASTMX10013
OG0006227	APOSJ_58183, APOSJ_46993, APOSJ_25916, APOSJ_25917	ASTMX18928
OG0006228	APOSJ_42285	ASTMX21289, ASTMX02196
OG0006229	APOSJ_44182, APOSJ_44183	ASTMX01633
OG0006230	APOSJ_52827, APOSJ_52829, APOSJ_52828	ASTMX15185
OG0006231	APOSJ_07158, APOSJ_31850	ASTMX15248, ASTMX22936
OG0006232	APOSJ_37789, APOSJ_37790	ASTMX12958
OG0006233	APOSJ_00373	ASTMX06021
OG0006234	APOSJ_30418, APOSJ_36835, APOSJ_36836	ASTMX12448
OG0006235	APOSJ_35101, APOSJ_05590	ASTMX16631
OG0006237	APOSJ_57393, APOSJ_16535, APOSJ_30099, APOSJ_57391	ASTMX05214
OG0006238	APOSJ_52361, APOSJ_18584, APOSJ_18585, APOSJ_18586	ASTMX01095
OG0006239	APOSJ_21256, APOSJ_40654	ASTMX06263
OG0006240	APOSJ_15164, APOSJ_29795, APOSJ_15165	ASTMX09461
OG0006241	APOSJ_38786, APOSJ_38783, APOSJ_38784, APOSJ_38785, APOSJ_27418	ASTMX02817
OG0006242	APOSJ_24932, APOSJ_24930, APOSJ_24931, APOSJ_24933	ASTMX19236
OG0006243	APOSJ_31029	ASTMX03387
OG0006244	APOSJ_61689, APOSJ_25593, APOSJ_61691	ASTMX15329
OG0006245	APOSJ_54611	ASTMX05448
OG0006246	APOSJ_52944, APOSJ_46449, APOSJ_52840	ASTMX13362
OG0006247	APOSJ_29164, APOSJ_29166	ASTMX04057
OG0006248	APOSJ_65305, APOSJ_35912, APOSJ_50864, APOSJ_35904, APOSJ_60444	ASTMX11835
OG0006249	APOSJ_02249	ASTMX13840
OG0006250	APOSJ_31972, APOSJ_31974, APOSJ_31971, APOSJ_03417, APOSJ_31973	ASTMX17884
OG0006251	APOSJ_27203, APOSJ_10288, APOSJ_10287	ASTMX02311
OG0006252	APOSJ_56878, APOSJ_56877, APOSJ_41073, APOSJ_41071, APOSJ_41072	ASTMX06888
OG0006253	APOSJ_62342, APOSJ_62340, APOSJ_62341, APOSJ_62339, APOSJ_16314	ASTMX06015
OG0006254	APOSJ_39117, APOSJ_17334	ASTMX17345
OG0006256	APOSJ_60600	ASTMX06197
OG0006257	APOSJ_14187, APOSJ_14185, APOSJ_14186, APOSJ_14188, APOSJ_06880, APOSJ_14189	ASTMX02479
OG0006258	APOSJ_32818, APOSJ_32820, APOSJ_32819	ASTMX07763
OG0006259	APOSJ_13586	ASTMX10232
OG0006260	APOSJ_51931, APOSJ_11844, APOSJ_11871, APOSJ_51930	ASTMX00800
OG0006261	APOSJ_45150, APOSJ_17594	ASTMX20674, ASTMX13944
OG0006262	APOSJ_49154	ASTMX07419
OG0006263	APOSJ_15707, APOSJ_15708	ASTMX09582
OG0006264	APOSJ_15051	ASTMX18801
OG0006265	APOSJ_47685, APOSJ_47682, APOSJ_47683, APOSJ_47684	ASTMX00661, ASTMX00660
OG0006266	APOSJ_50067, APOSJ_50065	ASTMX11103
OG0006267	APOSJ_55811, APOSJ_55812	ASTMX10007
OG0006268	APOSJ_56524, APOSJ_32530, APOSJ_20020	ASTMX22171
OG0006270	APOSJ_37549	ASTMX17198
OG0006271	APOSJ_07222	ASTMX19101
OG0006273	APOSJ_26233, APOSJ_34161, APOSJ_26234, APOSJ_34165	ASTMX11927, ASTMX18357
OG0006274	APOSJ_64069, APOSJ_64070	ASTMX00599
OG0006275	APOSJ_11088	ASTMX11336
OG0006277	APOSJ_45461	ASTMX04405
OG0006278	APOSJ_55756, APOSJ_17631	ASTMX15116, ASTMX20655
OG0006279	APOSJ_64917, APOSJ_61543	ASTMX00059
OG0006280	APOSJ_02182, APOSJ_20935	ASTMX08931
OG0006281	APOSJ_54169	ASTMX09240
OG0006282	APOSJ_65191	ASTMX02944
OG0006283	APOSJ_02407, APOSJ_02408	ASTMX21521
OG0006284	APOSJ_59652	ASTMX07872
OG0006285	APOSJ_56222	ASTMX03323
OG0006286	APOSJ_60701, APOSJ_60699, APOSJ_60700	ASTMX19660
OG0006287	APOSJ_37934, APOSJ_58175	ASTMX08189
OG0006288	APOSJ_53588, APOSJ_63550	ASTMX07795
OG0006289	APOSJ_06892, APOSJ_06894, APOSJ_06893	ASTMX06413
OG0006290	APOSJ_09837, APOSJ_09836	ASTMX17617
OG0006291	APOSJ_57814, APOSJ_21575, APOSJ_33137, APOSJ_57815	ASTMX17063
OG0006292	APOSJ_27724, APOSJ_27723	ASTMX00426, ASTMX17287
OG0006293	APOSJ_06678, APOSJ_06679	ASTMX05974
OG0006294	APOSJ_48736, APOSJ_36731, APOSJ_48737	ASTMX01270
OG0006295	APOSJ_07872, APOSJ_07869, APOSJ_07871, APOSJ_07873	ASTMX09386
OG0006297	APOSJ_02945, APOSJ_65154	ASTMX09427
OG0006298	APOSJ_55644	ASTMX05352
OG0006299	APOSJ_33991, APOSJ_33990	ASTMX02534, ASTMX00914, ASTMX10805
OG0006300	APOSJ_44880, APOSJ_44882, APOSJ_44881	ASTMX17712
OG0006301	APOSJ_05444	ASTMX01384
OG0006302	APOSJ_30748	ASTMX08308
OG0006304	APOSJ_47869, APOSJ_47872	ASTMX18842, ASTMX01237
OG0006305	APOSJ_43670	ASTMX10505, ASTMX21775
OG0006306	APOSJ_38594, APOSJ_38595, APOSJ_38591, APOSJ_38593	ASTMX07488
OG0006307	APOSJ_30473, APOSJ_25623	ASTMX21749
OG0006308	APOSJ_19791, APOSJ_19792	ASTMX09635
OG0006309	APOSJ_41896, APOSJ_41897, APOSJ_62740, APOSJ_62746	ASTMX17488, ASTMX21821
OG0006310	APOSJ_18034	ASTMX08982
OG0006311	APOSJ_23814	ASTMX15780
OG0006312	APOSJ_10227, APOSJ_10229, APOSJ_37140, APOSJ_10231, APOSJ_10230, APOSJ_10228	ASTMX02149
OG0006313	APOSJ_53596, APOSJ_53597	ASTMX07483
OG0006314	APOSJ_06614	ASTMX00057
OG0006315	APOSJ_12124, APOSJ_15316	ASTMX14142
OG0006316	APOSJ_14708, APOSJ_14709, APOSJ_26920, APOSJ_14707	ASTMX10565
OG0006318	APOSJ_19909, APOSJ_19911, APOSJ_19908, APOSJ_19910	ASTMX09099, ASTMX09535
OG0006319	APOSJ_41318, APOSJ_06537, APOSJ_06539, APOSJ_06538	ASTMX08869
OG0006320	APOSJ_34261, APOSJ_34260	ASTMX08316
OG0006321	APOSJ_31883	ASTMX00205
OG0006322	APOSJ_00282, APOSJ_00283	ASTMX22209, ASTMX09224
OG0006323	APOSJ_00338, APOSJ_00339	ASTMX00548
OG0006324	APOSJ_00716, APOSJ_44848, APOSJ_13826, APOSJ_44850, APOSJ_44851, APOSJ_44845	ASTMX17164
OG0006325	APOSJ_48368, APOSJ_48369, APOSJ_59635, APOSJ_07694, APOSJ_55494	ASTMX08604
OG0006326	APOSJ_64938, APOSJ_20402, APOSJ_45997, APOSJ_45996, APOSJ_20401, APOSJ_45998	ASTMX13124
OG0006327	APOSJ_47390	ASTMX13254
OG0006328	APOSJ_05620, APOSJ_40053, APOSJ_54900, APOSJ_54901	ASTMX00841
OG0006329	APOSJ_54948, APOSJ_33322	ASTMX05107
OG0006330	APOSJ_40870, APOSJ_40867	ASTMX01722
OG0006331	APOSJ_35945, APOSJ_35944	ASTMX13932
OG0006332	APOSJ_55631	ASTMX20059
OG0006333	APOSJ_38871	ASTMX07559, ASTMX19920, ASTMX01196
OG0006334	APOSJ_62432, APOSJ_33605, APOSJ_33604	ASTMX04134
OG0006335	APOSJ_00061, APOSJ_00060, APOSJ_62644	ASTMX09406
OG0006336	APOSJ_15136, APOSJ_15138, APOSJ_29645, APOSJ_15134, APOSJ_15137, APOSJ_62435, APOSJ_15135, APOSJ_29643, APOSJ_47194	ASTMX02422
OG0006337	APOSJ_26033, APOSJ_35309, APOSJ_20203, APOSJ_35308, APOSJ_20201, APOSJ_35306, APOSJ_35305	ASTMX03335
OG0006338	APOSJ_19195, APOSJ_19194	ASTMX02377
OG0006340	APOSJ_27720	ASTMX02502
OG0006341	APOSJ_29954, APOSJ_29951, APOSJ_29953	ASTMX08564
OG0006343	APOSJ_56451	ASTMX11794, ASTMX15900
OG0006344	APOSJ_51267	ASTMX22591, ASTMX22499, ASTMX11732
OG0006345	APOSJ_07212, APOSJ_43662, APOSJ_43661, APOSJ_43660, APOSJ_43659, APOSJ_07215	ASTMX18765
OG0006346	APOSJ_44654, APOSJ_17506, APOSJ_56503, APOSJ_17507	ASTMX12353
OG0006347	APOSJ_08400	ASTMX02893
OG0006348	APOSJ_49764, APOSJ_49761	ASTMX21253
OG0006349	APOSJ_63730, APOSJ_63731	ASTMX21417
OG0006350	APOSJ_46136, APOSJ_14238, APOSJ_24113	ASTMX10119
OG0006351	APOSJ_08805, APOSJ_08804	ASTMX00069, ASTMX11619
OG0006352	APOSJ_05623, APOSJ_05624	ASTMX18568, ASTMX00324
OG0006353	APOSJ_59435, APOSJ_59434, APOSJ_59433, APOSJ_59430, APOSJ_46313	ASTMX20203
OG0006354	APOSJ_63413, APOSJ_63411, APOSJ_63414, APOSJ_63416, APOSJ_63415, APOSJ_63412, APOSJ_63418, APOSJ_63410, APOSJ_63417	ASTMX12076
OG0006355	APOSJ_33813, APOSJ_37356, APOSJ_33817	ASTMX10746
OG0006356	APOSJ_40411, APOSJ_40410	ASTMX13066
OG0006358	APOSJ_44819, APOSJ_44818	ASTMX03055
OG0006359	APOSJ_46276, APOSJ_39537	ASTMX06500
OG0006360	APOSJ_57553, APOSJ_57554, APOSJ_57555	ASTMX14422
OG0006361	APOSJ_26135	ASTMX06246
OG0006362	APOSJ_14933, APOSJ_14931, APOSJ_14930, APOSJ_14932	ASTMX07490
OG0006363	APOSJ_53258, APOSJ_53259, APOSJ_53257	ASTMX18537
OG0006364	APOSJ_53355, APOSJ_62823, APOSJ_13905, APOSJ_22067	ASTMX12481
OG0006365	APOSJ_07789, APOSJ_07788	ASTMX02702, ASTMX04108
OG0006366	APOSJ_16869	ASTMX06324
OG0006367	APOSJ_03237, APOSJ_03238, APOSJ_03239, APOSJ_03236	ASTMX20819, ASTMX04562
OG0006368	APOSJ_01547, APOSJ_01548	ASTMX18294
OG0006369	APOSJ_64209	ASTMX02208
OG0006370	APOSJ_12769, APOSJ_64242, APOSJ_12771, APOSJ_64227	ASTMX17423
OG0006372	APOSJ_38720	ASTMX09546
OG0006375	APOSJ_22689	ASTMX07697
OG0006376	APOSJ_55315, APOSJ_55316, APOSJ_08069	ASTMX13354, ASTMX13353
OG0006377	APOSJ_43050, APOSJ_03855, APOSJ_43049, APOSJ_43048	ASTMX03390
OG0006378	APOSJ_62345, APOSJ_55754, APOSJ_62356	ASTMX20075
OG0006379	APOSJ_52400, APOSJ_23216, APOSJ_15772	ASTMX03283
OG0006380	APOSJ_11314	ASTMX04671
OG0006381	APOSJ_39481	ASTMX07268
OG0006382	APOSJ_14538, APOSJ_02410, APOSJ_54276, APOSJ_02409	ASTMX04600
OG0006383	APOSJ_39653, APOSJ_39649, APOSJ_64127, APOSJ_39652, APOSJ_39651, APOSJ_47793, APOSJ_39647, APOSJ_64132	ASTMX03733
OG0006384	APOSJ_61815	ASTMX17353
OG0006385	APOSJ_48761	ASTMX03955, ASTMX10459
OG0006386	APOSJ_38210, APOSJ_06476	ASTMX12433
OG0006387	APOSJ_26237, APOSJ_26238	ASTMX02531
OG0006388	APOSJ_24648, APOSJ_24649	ASTMX03637, ASTMX01564
OG0006390	APOSJ_57658, APOSJ_11781	ASTMX12951
OG0006391	APOSJ_26626	ASTMX13826, ASTMX02973
OG0006392	APOSJ_29507, APOSJ_15113, APOSJ_15114	ASTMX09822
OG0006393	APOSJ_32225	ASTMX10085, ASTMX03992, ASTMX03991
OG0006394	APOSJ_58976, APOSJ_05638, APOSJ_05639, APOSJ_05636, APOSJ_05637, APOSJ_58975	ASTMX13173
OG0006395	APOSJ_25087	ASTMX16987
OG0006396	APOSJ_48940, APOSJ_48936, APOSJ_48937, APOSJ_61567, APOSJ_48934, APOSJ_48938	ASTMX09039
OG0006399	APOSJ_02574, APOSJ_02573, APOSJ_02575	ASTMX16353, ASTMX16352
OG0006401	APOSJ_34319, APOSJ_34318	ASTMX17015, ASTMX01922
OG0006402	APOSJ_01959, APOSJ_12139, APOSJ_14083	ASTMX21779
OG0006406	APOSJ_54388	ASTMX21683, ASTMX16175
OG0006407	APOSJ_62382	ASTMX09544, ASTMX06711
OG0006408	APOSJ_30216, APOSJ_07174, APOSJ_07173	ASTMX14791
OG0006443	APOSJ_53271, APOSJ_53270, APOSJ_53269	ASTMX17383
OG0006446	APOSJ_53312, APOSJ_53313	ASTMX14441
OG0006447	APOSJ_21791, APOSJ_21792, APOSJ_21789, APOSJ_21790	ASTMX03343
OG0006448	APOSJ_02510	ASTMX06552
OG0006449	APOSJ_12864	ASTMX00867
OG0006452	APOSJ_64608	ASTMX00706, ASTMX06385
OG0006454	APOSJ_02301	ASTMX09892, ASTMX15753
OG0006458	APOSJ_59688, APOSJ_59689, APOSJ_59690, APOSJ_59687	ASTMX14899
OG0006459	APOSJ_18769	ASTMX05149
OG0006460	APOSJ_01958, APOSJ_01957	ASTMX10934
OG0006461	APOSJ_54174, APOSJ_54175	ASTMX20285
OG0006462	APOSJ_53770, APOSJ_53769	ASTMX07745, ASTMX16027
OG0006463	APOSJ_11736	ASTMX03382, ASTMX03381
OG0006464	APOSJ_46425, APOSJ_46426	ASTMX07158
OG0006465	APOSJ_34388	ASTMX04889
OG0006467	APOSJ_17442, APOSJ_17443	ASTMX08996
OG0006468	APOSJ_18076, APOSJ_18078	ASTMX13923
OG0006469	APOSJ_57262, APOSJ_57265, APOSJ_57264, APOSJ_18953, APOSJ_57261, APOSJ_57263	ASTMX04166
OG0006470	APOSJ_43022	ASTMX19812
OG0006471	APOSJ_59768	ASTMX10543
OG0006472	APOSJ_12722, APOSJ_12721	ASTMX03121
OG0006474	APOSJ_40819	ASTMX05105
OG0006475	APOSJ_07401	ASTMX06213
OG0006476	APOSJ_46290	ASTMX03680
OG0006477	APOSJ_13476, APOSJ_56458, APOSJ_56457, APOSJ_13477	ASTMX01733
OG0006478	APOSJ_08628, APOSJ_55049, APOSJ_55048, APOSJ_08629, APOSJ_08630, APOSJ_08633	ASTMX19975
OG0006479	APOSJ_52929, APOSJ_52930	ASTMX05244
OG0006480	APOSJ_35445	ASTMX10507
OG0006481	APOSJ_18843, APOSJ_18839	ASTMX12810
OG0006482	APOSJ_08881, APOSJ_22122, APOSJ_22120	ASTMX15100
OG0006483	APOSJ_22379, APOSJ_28493, APOSJ_22378, APOSJ_46326, APOSJ_46325	ASTMX12268
OG0006485	APOSJ_58886, APOSJ_58887	ASTMX05625
OG0006486	APOSJ_08658, APOSJ_08657	ASTMX00970
OG0006487	APOSJ_50326, APOSJ_50325	ASTMX19663
OG0006488	APOSJ_25192	ASTMX20556
OG0006490	APOSJ_59486, APOSJ_30479, APOSJ_30480	ASTMX07123
OG0006491	APOSJ_21404, APOSJ_29280	ASTMX09131
OG0006492	APOSJ_17128, APOSJ_17129	ASTMX06268
OG0006493	APOSJ_31284	ASTMX06078
OG0006494	APOSJ_36754	ASTMX06517
OG0006495	APOSJ_31486, APOSJ_31487, APOSJ_31489, APOSJ_31488	ASTMX10481, ASTMX20222, ASTMX20221
OG0006496	APOSJ_25711	ASTMX13132
OG0006497	APOSJ_08909, APOSJ_11785	ASTMX04148
OG0006498	APOSJ_32514	ASTMX09105
OG0006499	APOSJ_55136	ASTMX03118, ASTMX19284
OG0006500	APOSJ_38619, APOSJ_38618	ASTMX01354
OG0006501	APOSJ_43030	ASTMX20489
OG0006502	APOSJ_26844, APOSJ_26845, APOSJ_26847	ASTMX03641
OG0006503	APOSJ_33556, APOSJ_33553	ASTMX17879
OG0006505	APOSJ_44663, APOSJ_44662	ASTMX14118
OG0006506	APOSJ_12003, APOSJ_51718	ASTMX07943, ASTMX07944
OG0006507	APOSJ_29786, APOSJ_25525, APOSJ_29789	ASTMX06390
OG0006508	APOSJ_40777, APOSJ_40778, APOSJ_40779	ASTMX20868
OG0006509	APOSJ_44041, APOSJ_44038, APOSJ_44039, APOSJ_44040	ASTMX17571
OG0006510	APOSJ_54578, APOSJ_03460, APOSJ_03461, APOSJ_21572	ASTMX21327
OG0006511	APOSJ_44173	ASTMX07468
OG0006512	APOSJ_43557	ASTMX17346
OG0006513	APOSJ_16513, APOSJ_16515, APOSJ_61944, APOSJ_16516, APOSJ_16517	ASTMX12836
OG0006514	APOSJ_29777, APOSJ_29778	ASTMX14865
OG0006515	APOSJ_59058	ASTMX02761
OG0006516	APOSJ_18851, APOSJ_58515	ASTMX04545
OG0006517	APOSJ_22584, APOSJ_22585	ASTMX11934
OG0006518	APOSJ_35671, APOSJ_35672	ASTMX04564
OG0006519	APOSJ_42568	ASTMX01289
OG0006520	APOSJ_63638	ASTMX13980
OG0006522	APOSJ_63784, APOSJ_36029	ASTMX12222, ASTMX05880
OG0006523	APOSJ_38263, APOSJ_37003	ASTMX06331
OG0006524	APOSJ_43241, APOSJ_45743, APOSJ_43245, APOSJ_45714, APOSJ_43244, APOSJ_50309, APOSJ_06837, APOSJ_45683	ASTMX08327
OG0006526	APOSJ_50196, APOSJ_50195, APOSJ_50194	ASTMX12578
OG0006527	APOSJ_32959, APOSJ_15988, APOSJ_15987	ASTMX22946, ASTMX16450, ASTMX16451
OG0006528	APOSJ_53437, APOSJ_53438	ASTMX16747
OG0006530	APOSJ_47175, APOSJ_07505	ASTMX01859
OG0006531	APOSJ_17912, APOSJ_17908, APOSJ_17913, APOSJ_34655, APOSJ_34662, APOSJ_34652, APOSJ_34660, APOSJ_10567, APOSJ_58875	ASTMX07225
OG0006532	APOSJ_28621	ASTMX02900
OG0006534	APOSJ_33092, APOSJ_33090, APOSJ_33091, APOSJ_33093	ASTMX18494
OG0006537	APOSJ_22129, APOSJ_58208, APOSJ_39171	ASTMX08262
OG0006540	APOSJ_62215	ASTMX04121
OG0006541	APOSJ_48982	ASTMX10564
OG0006542	APOSJ_15313, APOSJ_15312, APOSJ_15311, APOSJ_15310	ASTMX13981
OG0006543	APOSJ_44995, APOSJ_28802	ASTMX20456
OG0006544	APOSJ_18040	ASTMX18699
OG0006545	APOSJ_59428	ASTMX12257
OG0006546	APOSJ_06888, APOSJ_06889	ASTMX21843
OG0006547	APOSJ_26008, APOSJ_14548, APOSJ_26009, APOSJ_14547	ASTMX12162
OG0006549	APOSJ_13381, APOSJ_05256, APOSJ_05255	ASTMX13289
OG0006550	APOSJ_11948	ASTMX02023
OG0006551	APOSJ_49188, APOSJ_49190, APOSJ_38900, APOSJ_49189	ASTMX09829
OG0006552	APOSJ_50686	ASTMX10359
OG0006553	APOSJ_16537, APOSJ_38552	ASTMX04960
OG0006555	APOSJ_06438, APOSJ_10963, APOSJ_10964	ASTMX00532
OG0006556	APOSJ_38340, APOSJ_40089	ASTMX04835
OG0006557	APOSJ_02447	ASTMX00610
OG0006559	APOSJ_11025, APOSJ_11026, APOSJ_11024	ASTMX04929, ASTMX14718
OG0006560	APOSJ_30915	ASTMX10786
OG0006561	APOSJ_40512, APOSJ_40511, APOSJ_40510, APOSJ_40509	ASTMX15649
OG0006562	APOSJ_46456, APOSJ_46455, APOSJ_46457, APOSJ_46454	ASTMX04124
OG0006563	APOSJ_13806, APOSJ_21302, APOSJ_13807, APOSJ_13805	ASTMX14853
OG0006564	APOSJ_33440, APOSJ_41153, APOSJ_65187, APOSJ_05383	ASTMX05891
OG0006566	APOSJ_37836	ASTMX21272
OG0006567	APOSJ_46143, APOSJ_03387	ASTMX00688
OG0006568	APOSJ_01640, APOSJ_11311, APOSJ_01643, APOSJ_01641	ASTMX11588
OG0006569	APOSJ_15129, APOSJ_02494, APOSJ_61842, APOSJ_02495	ASTMX04216
OG0006571	APOSJ_08378, APOSJ_08377	ASTMX18330
OG0006573	APOSJ_43277, APOSJ_43279	ASTMX15993
