Orthogroup	YEAST	DANRE
OG0003866	YEAST01895	DANRE24133, DANRE24132, DANRE24134, DANRE24131
OG0003867	YEAST03558	DANRE31225
OG0003868	YEAST01448	DANRE02600, DANRE21503
OG0003869	YEAST02771	DANRE24691
OG0003875	YEAST05070	DANRE13186
OG0003876	YEAST02423	DANRE09822, DANRE09823
OG0003877	YEAST04860, YEAST05867, YEAST03825	DANRE36315
OG0003879	YEAST00463	DANRE26116, DANRE37629, DANRE37631
OG0003881	YEAST03851	DANRE23015, DANRE23016
OG0003882	YEAST03663	DANRE12769, DANRE12770, DANRE12768
OG0003886	YEAST06023	DANRE03464, DANRE03465
OG0003887	YEAST00028	DANRE39231, DANRE10423
OG0003893	YEAST05028	DANRE05885, DANRE05887, DANRE05886
OG0003897	YEAST01270	DANRE26467
OG0003899	YEAST04954	DANRE15788
OG0003904	YEAST01732	DANRE12918
OG0003907	YEAST02999, YEAST02288	DANRE37504
OG0003908	YEAST01362	DANRE16228
OG0003908	YEAST06330	DANRE37850
OG0003910	YEAST03780	DANRE14816
OG0003911	YEAST00032	DANRE36887, DANRE36885, DANRE36886
OG0003913	YEAST03258	DANRE06162
OG0003918	YEAST00058	DANRE20155, DANRE07336, DANRE34528
OG0003921	YEAST06181	DANRE27254, DANRE27256, DANRE27255
OG0003926	YEAST04138	DANRE01778, DANRE37929
OG0003929	YEAST04489, YEAST01422	DANRE39127, DANRE39126
OG0003930	YEAST03969	DANRE25628, DANRE25629
OG0003931	YEAST01142	DANRE03642, DANRE29896, DANRE29894, DANRE29895
OG0003934	YEAST00084	DANRE13278
OG0003938	YEAST01566, YEAST05133	DANRE11347
OG0003939	YEAST03211	DANRE03346
OG0003944	YEAST01186	DANRE26350
OG0003946	YEAST03220	DANRE16868, DANRE15691
OG0003947	YEAST06266, YEAST05428	DANRE04867, DANRE04866, DANRE04865, DANRE00638
OG0003949	YEAST01888	DANRE22446, DANRE37005
OG0003950	YEAST01409	DANRE25270
OG0003954	YEAST02764	DANRE10352, DANRE10351, DANRE18648, DANRE18649, DANRE18647
OG0003955	YEAST03951	DANRE16285, DANRE16284, DANRE16283
OG0003959	YEAST02778	DANRE35120, DANRE43205
OG0003961	YEAST01991	DANRE27124, DANRE40065
OG0003967	YEAST05935	DANRE21964
OG0003969	YEAST02146	DANRE11066, DANRE11065
OG0003971	YEAST00520	DANRE33922
OG0003972	YEAST06331	DANRE22865, DANRE22866
OG0003973	YEAST06329	DANRE10902, DANRE35576, DANRE35578, DANRE35577
OG0003978	YEAST03551, YEAST00942, YEAST05399	DANRE25666, DANRE05433, DANRE16866, DANRE19589
OG0003999	YEAST05604	DANRE24171, DANRE24172
OG0004000	YEAST06060	DANRE14303, DANRE10250, DANRE10249
OG0004005	YEAST06216	DANRE23393, DANRE23392
OG0004007	YEAST01456	DANRE17531, DANRE34274
OG0004012	YEAST00755	DANRE20086
OG0004017	YEAST03019	DANRE29671, DANRE29669, DANRE29670
OG0004023	YEAST04349	DANRE38567, DANRE38568
OG0004027	YEAST03587	DANRE22477, DANRE23101, DANRE03257
OG0004032	YEAST02562	DANRE06973, DANRE42488, DANRE42487, DANRE42486, DANRE42489
OG0004033	YEAST02572	DANRE02951, DANRE02950, DANRE05920
OG0004035	YEAST02134	DANRE21263, DANRE13578
OG0004037	YEAST03371	DANRE36247, DANRE36246
OG0004042	YEAST05578	DANRE38657, DANRE38655
OG0004044	YEAST05367	DANRE43375, DANRE24878, DANRE28162, DANRE24880, DANRE24879
OG0004047	YEAST02496	DANRE21333, DANRE21332
OG0004051	YEAST01772	DANRE29233, DANRE41445, DANRE35765
OG0004052	YEAST03705	DANRE20998, DANRE20999
OG0004054	YEAST05576	DANRE23307, DANRE07839, DANRE07837
OG0004056	YEAST05698	DANRE12558, DANRE33963
OG0004057	YEAST05620	DANRE31161, DANRE31160
OG0004059	YEAST00030	DANRE35070, DANRE35069
OG0004065	YEAST00772	DANRE23201, DANRE23200, DANRE23198, DANRE23202, DANRE23199
OG0004067	YEAST02665	DANRE06632
OG0004068	YEAST03461	DANRE39005
OG0004071	YEAST02893	DANRE34963
OG0004072	YEAST02440	DANRE03361
OG0004075	YEAST02332	DANRE03376, DANRE03377, DANRE03378
OG0004076	YEAST05461	DANRE15069
OG0004079	YEAST04385	DANRE07274, DANRE15648, DANRE15649, DANRE15650
OG0004080	YEAST00812	DANRE35778, DANRE24628, DANRE35780
OG0004082	YEAST00063, YEAST05409	DANRE27989, DANRE27991, DANRE27988
OG0004090	YEAST02301, YEAST02021	DANRE36859, DANRE23136, DANRE23135
OG0004091	YEAST04715	DANRE35209, DANRE35210
OG0004092	YEAST03564, YEAST06307	DANRE23794, DANRE13755
OG0004096	YEAST00160	DANRE17669
OG0004097	YEAST05039	DANRE33765
OG0004101	YEAST03547, YEAST02901	DANRE02022
OG0004102	YEAST05787	DANRE03959
OG0004103	YEAST05061	DANRE23050
OG0004105	YEAST01700, YEAST01565	DANRE14169, DANRE10477, DANRE14170
OG0004110	YEAST02825	DANRE05249
OG0004113	YEAST02059	DANRE40461
OG0004115	YEAST00325	DANRE10141, DANRE10142
OG0004116	YEAST00481	DANRE34155
OG0004118	YEAST01855	DANRE31237
OG0004119	YEAST02170	DANRE12211
OG0004120	YEAST01953	DANRE05375, DANRE05376, DANRE05377
OG0004123	YEAST04761	DANRE00959
OG0004124	YEAST01139	DANRE22782, DANRE22783, DANRE24184, DANRE24185
OG0004127	YEAST06097	DANRE24066, DANRE24065, DANRE27220, DANRE27221, DANRE27222
OG0004130	YEAST03149	DANRE09375, DANRE09376, DANRE09377
OG0004134	YEAST05611	DANRE07379, DANRE07380, DANRE07381, DANRE43376
OG0004136	YEAST01084	DANRE40774
OG0004142	YEAST05774	DANRE30629
OG0004148	YEAST00867	DANRE29829, DANRE03866, DANRE03865, DANRE29828
OG0004150	YEAST04690	DANRE05793, DANRE05792
OG0004151	YEAST04284	DANRE25545, DANRE25544, DANRE25543
OG0004153	YEAST05958, YEAST04386, YEAST00290	DANRE20163
OG0004154	YEAST05587	DANRE11687
OG0004158	YEAST03379	DANRE42931, DANRE42938, DANRE23921, DANRE23922
OG0004161	YEAST04124	DANRE35464
OG0004162	YEAST04517	DANRE15596, DANRE15595, DANRE30052, DANRE30053
OG0004164	YEAST05923	DANRE20575, DANRE05368
OG0004166	YEAST00189	DANRE23367
OG0004168	YEAST03028	DANRE08328, DANRE08330, DANRE08329
OG0004169	YEAST05813	DANRE30096
OG0004170	YEAST05906	DANRE34168
OG0004171	YEAST04501	DANRE08068, DANRE08069
OG0004179	YEAST01050	DANRE30370, DANRE04292
OG0004181	YEAST03406	DANRE17827, DANRE17828, DANRE17829, DANRE15664
OG0004182	YEAST03699	DANRE07705, DANRE07706
OG0004184	YEAST00127	DANRE05779
OG0004186	YEAST04981	DANRE10675, DANRE10674, DANRE19945, DANRE04804
OG0004188	YEAST02761	DANRE03766, DANRE11056, DANRE11057
OG0004198	YEAST02869, YEAST03548	DANRE43301, DANRE09641, DANRE13965, DANRE09640
OG0004215	YEAST04590	DANRE08211, DANRE01210
OG0004217	YEAST01257	DANRE15764, DANRE15763, DANRE15762
OG0004219	YEAST00912	DANRE35534
OG0004222	YEAST05826	DANRE10943
OG0004230	YEAST02220	DANRE07988, DANRE07987, DANRE34148
OG0004232	YEAST05931	DANRE06060
OG0004236	YEAST05432	DANRE35563
OG0004237	YEAST04445, YEAST04344	DANRE15924
OG0004239	YEAST05144	DANRE41351
OG0004243	YEAST00306	DANRE03711, DANRE03710, DANRE29826, DANRE29827
OG0004245	YEAST00859	DANRE05322
OG0004248	YEAST03678	DANRE23609
OG0004249	YEAST02740	DANRE19294, DANRE19293
OG0004250	YEAST05543	DANRE05878, DANRE11950, DANRE11951
OG0004252	YEAST05178	DANRE30850
OG0004254	YEAST03900	DANRE00107, DANRE00106, DANRE00108
OG0004258	YEAST00665	DANRE16049, DANRE16050
OG0004259	YEAST03730	DANRE37622, DANRE12712
OG0004261	YEAST02564	DANRE13599, DANRE13600
OG0004262	YEAST02368	DANRE18725, DANRE18724
OG0004268	YEAST00496	DANRE38885, DANRE38884
OG0004269	YEAST04758	DANRE16641, DANRE16642
OG0004273	YEAST02547	DANRE09358, DANRE09357
OG0004278	YEAST00243	DANRE00447, DANRE00446, DANRE00445
OG0004280	YEAST05895	DANRE29566
OG0004282	YEAST02575, YEAST06242	DANRE15036
OG0004283	YEAST04184	DANRE06175
OG0004287	YEAST01708	DANRE10684
OG0004289	YEAST05719	DANRE17569
OG0004291	YEAST00852	DANRE05725, DANRE05724, DANRE05722, DANRE05723
OG0004292	YEAST02537	DANRE15377
OG0004295	YEAST05946	DANRE21758, DANRE21759
OG0004297	YEAST01463	DANRE14286
OG0004300	YEAST05309	DANRE21278, DANRE21279
OG0004301	YEAST03850	DANRE06468
OG0004302	YEAST05203	DANRE03425, DANRE03424
OG0004303	YEAST02492	DANRE07545, DANRE28080, DANRE07544
OG0004304	YEAST02425, YEAST05929	DANRE19474, DANRE19473
OG0004305	YEAST02123	DANRE21612, DANRE21613
OG0004307	YEAST04592	DANRE04115, DANRE04114, DANRE30227, DANRE30226
OG0004308	YEAST04835	DANRE06355
OG0004309	YEAST05924	DANRE03911, DANRE03912, DANRE03913
OG0004310	YEAST05001	DANRE13896, DANRE21587
OG0004312	YEAST03330	DANRE24921
OG0004314	YEAST00500	DANRE18288, DANRE34249
OG0004324	YEAST04322	DANRE22537, DANRE22536, DANRE22534, DANRE22535
OG0004330	YEAST06277	DANRE11063, DANRE11060, DANRE11061, DANRE11058, DANRE11062, DANRE11059
OG0004331	YEAST06230	DANRE10901
OG0004333	YEAST01391	DANRE13744, DANRE13743, DANRE13742
OG0004335	YEAST01057	DANRE23624
OG0004337	YEAST05652	DANRE41654, DANRE41653
OG0004338	YEAST05023	DANRE12236, DANRE12237
OG0004344	YEAST02441	DANRE06853
OG0004345	YEAST04894	DANRE19118
OG0004347	YEAST04515	DANRE19493, DANRE19494, DANRE07708, DANRE07709
OG0004348	YEAST03956	DANRE42472, DANRE42473
OG0004350	YEAST04742	DANRE10750, DANRE10749
OG0004351	YEAST04167	DANRE28003, DANRE28002
OG0004353	YEAST05143	DANRE09455
OG0004356	YEAST02877	DANRE43267, DANRE43053
OG0004357	YEAST02304	DANRE05948, DANRE05949, DANRE01459, DANRE01460, DANRE41227
OG0004358	YEAST01304	DANRE41274, DANRE41273
OG0004359	YEAST01873	DANRE01793, DANRE02425
OG0004364	YEAST00647	DANRE11772
OG0004366	YEAST01097	DANRE12283, DANRE12284, DANRE12285
OG0004369	YEAST04013	DANRE34900, DANRE34901
OG0004370	YEAST02378	DANRE34877, DANRE34876
OG0004374	YEAST00556	DANRE20926, DANRE20927
OG0004377	YEAST05181	DANRE38821
OG0004378	YEAST03291	DANRE08246, DANRE08245
OG0004379	YEAST02180, YEAST04152	DANRE29006, DANRE31285, DANRE31284
OG0004380	YEAST04825	DANRE02319, DANRE25045, DANRE25044, DANRE31287, DANRE31288
OG0004382	YEAST03218	DANRE34314
OG0004394	YEAST00619	DANRE20261, DANRE20262
OG0004396	YEAST01668	DANRE20597, DANRE20596
OG0004400	YEAST03238, YEAST03731	DANRE21495, DANRE21496
OG0004401	YEAST04219	DANRE29576
OG0004404	YEAST00833, YEAST00883	DANRE13595, DANRE13596, DANRE13597
OG0004417	YEAST03358	DANRE26688, DANRE43329, DANRE43330, DANRE43328
OG0004425	YEAST04958	DANRE24598, DANRE13803
OG0004426	YEAST01028	DANRE05633
OG0004460	YEAST06162	DANRE02370, DANRE02369, DANRE02371
OG0004462	YEAST03397	DANRE15232, DANRE15233
OG0004468	YEAST04439	DANRE16473, DANRE16472, DANRE16471, DANRE06592
OG0004472	YEAST06199	DANRE31243, DANRE31244
OG0004479	YEAST00474	DANRE14165
OG0004484	YEAST01989	DANRE23463, DANRE23462
OG0004486	YEAST00968	DANRE02337, DANRE38751, DANRE38752
OG0004489	YEAST03700	DANRE36650, DANRE02189, DANRE36649
OG0004490	YEAST02887	DANRE29605, DANRE29606
OG0004492	YEAST05415, YEAST01368	DANRE37611, DANRE36858
OG0004494	YEAST03738	DANRE03077, DANRE03076
OG0004495	YEAST00946	DANRE26631, DANRE26632, DANRE26630
OG0004498	YEAST02716	DANRE14302, DANRE14301
OG0004500	YEAST04651	DANRE18484
OG0004503	YEAST02385	DANRE16687
OG0004505	YEAST01701	DANRE42706
OG0004506	YEAST06061	DANRE30476
OG0004507	YEAST04994	DANRE34603
OG0004512	YEAST01510	DANRE11592
OG0004513	YEAST04235	DANRE33293, DANRE33294
OG0004515	YEAST05737	DANRE04363
OG0004519	YEAST01596	DANRE36763
OG0004520	YEAST06001, YEAST05696	DANRE13362, DANRE13363, DANRE13364
OG0004525	YEAST03937	DANRE39978
OG0004526	YEAST02603	DANRE34280
OG0004529	YEAST03981	DANRE04506, DANRE04507, DANRE04504, DANRE04505
OG0004535	YEAST02221	DANRE13321, DANRE13320
OG0004538	YEAST02750	DANRE11867
OG0004542	YEAST04816, YEAST04623	DANRE03604, DANRE03605
OG0004545	YEAST02071	DANRE33970
OG0004546	YEAST04485	DANRE14283, DANRE14282, DANRE14284
OG0004551	YEAST00426	DANRE24748, DANRE24749
OG0004554	YEAST05640	DANRE18104
OG0004559	YEAST04428	DANRE29861
OG0004563	YEAST04325	DANRE22724
OG0004566	YEAST02192	DANRE18485, DANRE24680, DANRE24679
OG0004567	YEAST05747	DANRE18156
OG0004571	YEAST02127	DANRE23882, DANRE23883
OG0004573	YEAST00677	DANRE00757
OG0004577	YEAST02283	DANRE37192, DANRE37191, DANRE37190, DANRE37194, DANRE37193
OG0004579	YEAST00134	DANRE25034, DANRE31590
OG0004581	YEAST03583, YEAST04618	DANRE34427
OG0004582	YEAST04377	DANRE00200, DANRE00203, DANRE00201, DANRE00202
OG0004583	YEAST05833	DANRE23267
OG0004584	YEAST03457	DANRE09063
OG0004585	YEAST01153	DANRE23964, DANRE23965
OG0004590	YEAST03622, YEAST00886	DANRE01038
OG0004593	YEAST01231	DANRE07356, DANRE07355, DANRE07354, DANRE07353, DANRE07357
OG0004606	YEAST05926	DANRE36927
OG0004609	YEAST05326	DANRE19927, DANRE19928
OG0004610	YEAST04487, YEAST01427	DANRE24946, DANRE24945, DANRE39093
OG0004611	YEAST04613	DANRE05043, DANRE05045, DANRE05044, DANRE05046
OG0004612	YEAST02359	DANRE14838, DANRE14837, DANRE14835, DANRE14836
OG0004616	YEAST00250, YEAST02830	DANRE35757, DANRE35756, DANRE35755
OG0004619	YEAST03531	DANRE28992, DANRE28989, DANRE28993, DANRE28991, DANRE28990
OG0004621	YEAST00178	DANRE36766, DANRE36765, DANRE22575
OG0004626	YEAST00427	DANRE12176, DANRE26130
OG0004630	YEAST01322, YEAST02951	DANRE17375, DANRE17374, DANRE17372, DANRE17373
OG0004633	YEAST03510	DANRE26762, DANRE26763
OG0004634	YEAST00262, YEAST00249	DANRE30543, DANRE31362
OG0004635	YEAST02703	DANRE10518, DANRE10519
OG0004639	YEAST02924	DANRE35398
OG0004642	YEAST01912	DANRE26748, DANRE26747
OG0004648	YEAST04721, YEAST05892	DANRE20923
OG0004649	YEAST02284	DANRE00918, DANRE00919, DANRE07960, DANRE07962, DANRE39589
OG0004651	YEAST01146	DANRE02190
OG0004654	YEAST00988	DANRE29943, DANRE40498
OG0004655	YEAST01640	DANRE29577, DANRE29579, DANRE29578
OG0004656	YEAST04281	DANRE10804, DANRE26495
OG0004657	YEAST00473	DANRE08968, DANRE34488
OG0004658	YEAST04140	DANRE10828
OG0004659	YEAST02251	DANRE02375, DANRE02376, DANRE02374
OG0004660	YEAST06221, YEAST00721	DANRE18557, DANRE18556
OG0004663	YEAST01161	DANRE20429, DANRE20430, DANRE20431, DANRE20432
OG0004664	YEAST05162	DANRE07608, DANRE07607, DANRE07606
OG0004668	YEAST01610	DANRE05469
OG0004669	YEAST00949	DANRE10303
OG0004670	YEAST03416	DANRE03145
OG0004671	YEAST02606	DANRE19925
OG0004674	YEAST05448	DANRE33289
OG0004675	YEAST05072, YEAST02983	DANRE23251
OG0004676	YEAST05785, YEAST00056, YEAST02694	DANRE11604
OG0004678	YEAST02777, YEAST04846	DANRE19097, DANRE19098, DANRE19096
OG0004682	YEAST02876	DANRE27410
OG0004683	YEAST00676	DANRE00895
OG0004684	YEAST05643	DANRE00896, DANRE18960, DANRE18961
OG0004685	YEAST04200	DANRE39580, DANRE39579, DANRE39581, DANRE00131
OG0004687	YEAST00982	DANRE40485, DANRE40484
OG0004691	YEAST00819	DANRE10742
OG0004699	YEAST05453	DANRE35046
OG0004702	YEAST03387	DANRE03083, DANRE03084, DANRE03085
OG0004703	YEAST00841	DANRE43394, DANRE33684, DANRE33685
OG0004705	YEAST05591	DANRE33881, DANRE33882, DANRE07604
OG0004708	YEAST04540	DANRE35053, DANRE35054
OG0004711	YEAST03281	DANRE06348, DANRE06349, DANRE06347
OG0004728	YEAST04662, YEAST00882	DANRE39343, DANRE39344
OG0004733	YEAST06337	DANRE34798
OG0004735	YEAST04508	DANRE07069
OG0004739	YEAST01817	DANRE04072
OG0004740	YEAST04029	DANRE12109, DANRE12108, DANRE12110
OG0004743	YEAST04299	DANRE13544, DANRE13543
OG0004747	YEAST01134	DANRE17978, DANRE17977
OG0004748	YEAST03942	DANRE19838
OG0004749	YEAST05904	DANRE36880
OG0004753	YEAST04746	DANRE13109, DANRE13108
OG0004755	YEAST03690	DANRE42490, DANRE42491
OG0004756	YEAST03704	DANRE02840
OG0004759	YEAST02912	DANRE05611
OG0004760	YEAST01847	DANRE09761
OG0004764	YEAST04443, YEAST04345	DANRE36421, DANRE36422, DANRE36423
OG0004765	YEAST02487	DANRE26484, DANRE40179
OG0004766	YEAST01053	DANRE41332, DANRE41331
OG0004767	YEAST03559	DANRE28628
OG0004768	YEAST02666	DANRE04729, DANRE20410
OG0004769	YEAST06228	DANRE26926
OG0004770	YEAST03432	DANRE11345
OG0004774	YEAST06062	DANRE05788, DANRE05787
OG0004785	YEAST04153	DANRE42357
OG0004786	YEAST01015	DANRE41722, DANRE41721, DANRE41720
OG0004787	YEAST02164	DANRE24694, DANRE24695, DANRE24693
OG0004792	YEAST02299	DANRE40825, DANRE29531
OG0004795	YEAST02163	DANRE00139
OG0004797	YEAST00371	DANRE12121, DANRE12120
OG0004805	YEAST03570	DANRE01261, DANRE07762
OG0004808	YEAST02354	DANRE27792
OG0004811	YEAST01683	DANRE25423
OG0004814	YEAST05710	DANRE07345
OG0004816	YEAST04664	DANRE31469
OG0004819	YEAST00279	DANRE22495
OG0004820	YEAST05404	DANRE17389
OG0004822	YEAST03199	DANRE42104, DANRE42103
OG0004833	YEAST01309	DANRE20545
OG0004836	YEAST00658	DANRE07542, DANRE07543
OG0004840	YEAST01399	DANRE30266
OG0004841	YEAST01375	DANRE25342, DANRE25341, DANRE25340, DANRE25343
OG0004842	YEAST05083	DANRE39123, DANRE39124, DANRE39121, DANRE39122
OG0004843	YEAST03163	DANRE38830, DANRE38829
OG0004844	YEAST01571	DANRE03116
OG0004849	YEAST06335	DANRE28535
OG0004850	YEAST05082, YEAST02977	DANRE39833, DANRE36301, DANRE36300
OG0004851	YEAST02907	DANRE25895, DANRE12187
OG0004852	YEAST00825	DANRE19212
OG0004854	YEAST00889, YEAST04304	DANRE42925
OG0004855	YEAST03252	DANRE15163, DANRE15165, DANRE15164, DANRE15166
OG0004856	YEAST05973	DANRE11451, DANRE20259
OG0004858	YEAST04268	DANRE19523
OG0004863	YEAST00862	DANRE29005
OG0004864	YEAST00264	DANRE31526
OG0004874	YEAST04564	DANRE13642, DANRE13641
OG0004875	YEAST02491	DANRE40082
OG0004877	YEAST05247	DANRE35211
OG0004879	YEAST01311	DANRE26764
OG0004880	YEAST06046	DANRE25000
OG0004881	YEAST00141	DANRE28009, DANRE28008, DANRE28010
OG0004886	YEAST05077	DANRE16571, DANRE16572
OG0004887	YEAST05734	DANRE14658, DANRE14657, DANRE14659
OG0004893	YEAST04667, YEAST00405	DANRE14635
OG0004896	YEAST06193	DANRE34248
OG0004897	YEAST03127, YEAST00642	DANRE20166
OG0004898	YEAST01269	DANRE13333
OG0004902	YEAST00933	DANRE04599, DANRE37492, DANRE04598, DANRE16728
OG0004903	YEAST03539	DANRE24323, DANRE24324, DANRE24325
OG0004911	YEAST04765	DANRE03615, DANRE03614, DANRE28614
OG0004913	YEAST01636	DANRE37948
OG0004914	YEAST03369	DANRE33332
OG0004917	YEAST00244	DANRE11376, DANRE11377
OG0004922	YEAST03302	DANRE09931
OG0004924	YEAST03555, YEAST03277	DANRE13886, DANRE13888, DANRE13889, DANRE13887
OG0004928	YEAST00311	DANRE28982
OG0004932	YEAST04654	DANRE22718, DANRE40302, DANRE40303, DANRE40304
OG0004935	YEAST02167	DANRE14583
OG0004940	YEAST05107, YEAST05559	DANRE18123
OG0004941	YEAST03194	DANRE37496
OG0004947	YEAST05164	DANRE19342, DANRE19341, DANRE34700, DANRE34701
OG0004948	YEAST02275	DANRE38435
OG0004949	YEAST04201	DANRE15149, DANRE15151, DANRE15152, DANRE15150, DANRE15148, DANRE15153
OG0004952	YEAST02477	DANRE08962, DANRE11000, DANRE17702, DANRE11001, DANRE17703
OG0004954	YEAST06058	DANRE18303, DANRE18302
OG0004962	YEAST04400	DANRE13611, DANRE13612
OG0004963	YEAST04940	DANRE33528
OG0004964	YEAST04104	DANRE29913, DANRE29914
OG0004968	YEAST03489	DANRE39148
OG0004969	YEAST02591	DANRE26453, DANRE08898
OG0004970	YEAST04414	DANRE35257
OG0004971	YEAST05364	DANRE03762
OG0004972	YEAST03511	DANRE29843, DANRE15468
OG0004975	YEAST00144, YEAST01994	DANRE00072, DANRE00073
OG0004976	YEAST05983	DANRE20416, DANRE20415, DANRE29157
OG0004977	YEAST06017	DANRE42635, DANRE42636
OG0004979	YEAST06027	DANRE23839
OG0004980	YEAST05221	DANRE04541, DANRE04540, DANRE04097, DANRE04098
OG0004981	YEAST03914, YEAST04639	DANRE14254
OG0004982	YEAST03625	DANRE34279
OG0004985	YEAST03498	DANRE39779, DANRE36721
OG0004988	YEAST05990	DANRE33484
OG0004989	YEAST04576	DANRE13354, DANRE13355, DANRE13356
OG0004990	YEAST04419	DANRE23754
OG0004992	YEAST05627	DANRE18279, DANRE18278, DANRE18280
OG0004996	YEAST04793	DANRE36618, DANRE36619
OG0004997	YEAST01342	DANRE04249
OG0005002	YEAST05414	DANRE01828
OG0005003	YEAST02467, YEAST00216	DANRE15904
OG0005006	YEAST06096	DANRE29128, DANRE29127, DANRE03358
OG0005007	YEAST03893	DANRE22188, DANRE41831
OG0005014	YEAST02538	DANRE39678, DANRE39680, DANRE39679
OG0005015	YEAST01649, YEAST01932	DANRE39235, DANRE39234
OG0005038	YEAST02861	DANRE22630
OG0005040	YEAST04778	DANRE00758, DANRE00759
OG0005047	YEAST01837	DANRE28971, DANRE24811
OG0005053	YEAST00680	DANRE01855
OG0005055	YEAST02159	DANRE03751, DANRE03750, DANRE05583, DANRE05584
OG0005059	YEAST03737	DANRE34115, DANRE34116
OG0005067	YEAST06051	DANRE27890
OG0005069	YEAST03130	DANRE03467
OG0005073	YEAST00873	DANRE07225, DANRE07224
OG0005076	YEAST04563	DANRE38516
OG0005081	YEAST03124	DANRE02004
OG0005083	YEAST00678, YEAST05235	DANRE05589, DANRE05590
OG0005084	YEAST03782	DANRE01631, DANRE25056
OG0005085	YEAST06159	DANRE30731, DANRE30730
OG0005086	YEAST00205	DANRE36659
OG0005087	YEAST00816	DANRE27655, DANRE27656, DANRE27657
OG0005088	YEAST05769, YEAST03125	DANRE01809
OG0005090	YEAST00338	DANRE29441
OG0005091	YEAST05089	DANRE06307
OG0005093	YEAST01810	DANRE18189, DANRE18190, DANRE10807, DANRE10806
OG0005095	YEAST04437	DANRE12280
OG0005096	YEAST00667	DANRE24839, DANRE24842, DANRE24841, DANRE24840
OG0005097	YEAST05071	DANRE03640, DANRE03639
OG0005099	YEAST01396	DANRE28494
OG0005100	YEAST02389	DANRE14158, DANRE14160, DANRE14157, DANRE14156, DANRE14161, DANRE14159
OG0005104	YEAST05248	DANRE13004, DANRE13003, DANRE13005
OG0005106	YEAST06065, YEAST00421	DANRE24272
OG0005107	YEAST06099	DANRE12455
OG0005109	YEAST05204, YEAST00612	DANRE23362
OG0005111	YEAST06212, YEAST04032	DANRE23178
OG0005114	YEAST02131	DANRE26941, DANRE36248
OG0005117	YEAST06050	DANRE27662
OG0005121	YEAST02052	DANRE01576, DANRE01578, DANRE01577
OG0005124	YEAST04099	DANRE18006
OG0005130	YEAST03863	DANRE07303
OG0005139	YEAST04015	DANRE41899, DANRE41900
OG0005142	YEAST03890	DANRE33975
OG0005143	YEAST00443	DANRE22177
OG0005144	YEAST04065	DANRE21482
OG0005146	YEAST02971	DANRE11790, DANRE11791
OG0005149	YEAST03025, YEAST02738	DANRE42452, DANRE15553
OG0005151	YEAST03382	DANRE03020, DANRE03018, DANRE03019, DANRE03021, DANRE03022, DANRE03017
OG0005152	YEAST00847	DANRE31499, DANRE31498
OG0005157	YEAST02981	DANRE29206, DANRE03135
OG0005160	YEAST06113	DANRE39238, DANRE39237, DANRE39236
OG0005164	YEAST06283	DANRE13847, DANRE13848
OG0005167	YEAST03924	DANRE24830, DANRE09311
OG0005168	YEAST06272	DANRE18805
OG0005169	YEAST00459	DANRE11119, DANRE11120
OG0005175	YEAST05445	DANRE06724, DANRE06725
OG0005176	YEAST00218	DANRE33630
OG0005178	YEAST04497	DANRE08563, DANRE08562, DANRE08561
OG0005179	YEAST05659	DANRE15889
OG0005183	YEAST05308	DANRE39320
OG0005184	YEAST00492	DANRE42892, DANRE42893, DANRE42894
OG0005187	YEAST05234	DANRE31608, DANRE31609
OG0005188	YEAST01554	DANRE35694
OG0005191	YEAST00993	DANRE40014, DANRE40015
OG0005192	YEAST05720	DANRE27430, DANRE27429
OG0005194	YEAST04086	DANRE23734, DANRE06460
OG0005196	YEAST01388	DANRE25769, DANRE25770
OG0005198	YEAST00327	DANRE28866
OG0005200	YEAST01016	DANRE13770, DANRE09299, DANRE09300, DANRE09301
OG0005201	YEAST00082	DANRE20651, DANRE20652
OG0005203	YEAST02207	DANRE04644
OG0005204	YEAST01178	DANRE34891, DANRE34890
OG0005205	YEAST01046	DANRE23986, DANRE23987, DANRE23988
OG0005208	YEAST01429	DANRE36133, DANRE36134, DANRE36135
OG0005212	YEAST06147	DANRE25992, DANRE25993
OG0005220	YEAST04357	DANRE29881, DANRE29882, DANRE29883
OG0005221	YEAST03209	DANRE39242
OG0005222	YEAST05518	DANRE12281, DANRE12282
OG0005224	YEAST06324	DANRE04400, DANRE04399, DANRE04398
OG0005225	YEAST05094	DANRE30698
OG0005227	YEAST05529	DANRE19809, DANRE19810
OG0005228	YEAST05916	DANRE00611
OG0005229	YEAST04766	DANRE20286, DANRE20287
OG0005231	YEAST02681	DANRE29725, DANRE29724, DANRE29721, DANRE29723, DANRE29722
OG0005233	YEAST00564	DANRE22891, DANRE22892
OG0005237	YEAST05398	DANRE19986
OG0005238	YEAST00351	DANRE19343
OG0005239	YEAST04499	DANRE18728
OG0005240	YEAST03058	DANRE09845, DANRE22727, DANRE22726, DANRE22725, DANRE22728
OG0005244	YEAST06021	DANRE14577
OG0005247	YEAST06314	DANRE14607, DANRE14608
OG0005249	YEAST03446	DANRE34087, DANRE34086, DANRE19455
OG0005251	YEAST00934	DANRE09070, DANRE09072, DANRE09071
OG0005254	YEAST00814	DANRE36035, DANRE36036
OG0005259	YEAST04276	DANRE36606, DANRE36722
OG0005261	YEAST01831	DANRE17491, DANRE18309
OG0005262	YEAST05458	DANRE22648, DANRE22647
OG0005264	YEAST03506	DANRE14760, DANRE14761
