Orthogroup	YEAST	AENJA_ok
OG0007408	YEAST03401	AENJA_15439
OG0007409	YEAST05329	AENJA_15440
OG0007411	YEAST04399	AENJA_15681
OG0007412	YEAST04822	AENJA_15771
OG0007414	YEAST01970	AENJA_16065
OG0007415	YEAST01948	AENJA_16254
OG0007417	YEAST04175	AENJA_16596
OG0007419	YEAST02667	AENJA_16935
OG0007421	YEAST00762	AENJA_17319
OG0007424	YEAST05463	AENJA_17849
OG0007425	YEAST06135	AENJA_17864
OG0007427	YEAST00763	AENJA_18085
OG0007428	YEAST01536	AENJA_18355
OG0007431	YEAST00610	AENJA_19346
OG0007439	YEAST01063	AENJA_20396
OG0007442	YEAST03687	AENJA_20655
OG0007446	YEAST04647	AENJA_20884
OG0007451	YEAST02017	AENJA_21528
OG0007454	YEAST01359	AENJA_21740
OG0007456	YEAST00931	AENJA_21979
OG0007458	YEAST02196	AENJA_22067
OG0007460	YEAST04891	AENJA_22264
OG0007463	YEAST00394	AENJA_22661
OG0007466	YEAST00806	AENJA_22881
OG0007473	YEAST03408	AENJA_23755
OG0007478	YEAST02470	AENJA_24685
OG0007482	YEAST05783	AENJA_25120
OG0007483	YEAST01187	AENJA_25192
OG0007484	YEAST00517	AENJA_25231
OG0007488	YEAST04193	AENJA_26049
OG0007491	YEAST05032	AENJA_26237
OG0007495	YEAST04536	AENJA_26715
OG0007498	YEAST00593	AENJA_26807
OG0007591	YEAST02623	AENJA_01019
OG0007597	YEAST05244	AENJA_01698
OG0007605	YEAST04509	AENJA_02353
OG0007615	YEAST05127	AENJA_03386
OG0007618	YEAST02486	AENJA_03470
OG0007619	YEAST04342	AENJA_03762
OG0007622	YEAST01282	AENJA_03944
OG0007624	YEAST03901	AENJA_04295
OG0007645	YEAST05586	AENJA_07676
OG0007646	YEAST05572	AENJA_07683
OG0007648	YEAST03775	AENJA_07744
OG0007656	YEAST02935	AENJA_08929
OG0007657	YEAST01213	AENJA_09241
OG0007663	YEAST01133	AENJA_10256
OG0007673	YEAST04892	AENJA_10620
OG0007676	YEAST01965	AENJA_10773
OG0007685	YEAST00976	AENJA_11330
OG0007690	YEAST00054	AENJA_11693
OG0007692	YEAST05386	AENJA_11895
OG0007698	YEAST04526	AENJA_13006
OG0007701	YEAST04394	AENJA_13421
OG0007703	YEAST03290	AENJA_13781, AENJA_13780
OG0007704	YEAST01687	AENJA_13789
OG0007712	YEAST02916	AENJA_14241
OG0007722	YEAST06130	AENJA_15592
OG0007727	YEAST01129	AENJA_15914
OG0007739	YEAST04408	AENJA_17580
OG0007744	YEAST04303	AENJA_18288
OG0007749	YEAST02144	AENJA_19022
OG0007751	YEAST03046	AENJA_19310
OG0007754	YEAST03550	AENJA_19398
OG0007758	YEAST04336	AENJA_19933
OG0007760	YEAST02821	AENJA_20050
OG0007766	YEAST03772, YEAST02908	AENJA_21034
OG0007767	YEAST03177	AENJA_21313
OG0007769	YEAST02589	AENJA_21372
OG0007772	YEAST05211	AENJA_21724
OG0007773	YEAST05609	AENJA_21739
OG0007783	YEAST03579	AENJA_22584, AENJA_22587
OG0007784	YEAST01170	AENJA_22600
OG0007786	YEAST01347	AENJA_22814
OG0007787	YEAST03458	AENJA_22832
OG0007801	YEAST02556, YEAST00332	AENJA_24750
OG0007803	YEAST00818	AENJA_24900
OG0007810	YEAST06278	AENJA_25829
OG0007811	YEAST05686	AENJA_26163
OG0007912	YEAST04725	AENJA_00261
OG0007918	YEAST04092	AENJA_00566
OG0007941	YEAST03892	AENJA_03147
OG0007942	YEAST03545	AENJA_03272
OG0007943	YEAST03288	AENJA_03467
OG0007947	YEAST02420	AENJA_04228
OG0007958	YEAST01011	AENJA_05678
OG0007971	YEAST03990	AENJA_07915
OG0007975	YEAST01243	AENJA_08715
OG0007976	YEAST02259	AENJA_08860
OG0007978	YEAST01491	AENJA_09030
OG0007982	YEAST03186	AENJA_09685
OG0007986	YEAST01263	AENJA_10340
OG0007991	YEAST02341	AENJA_10934
OG0007993	YEAST00089	AENJA_11287
OG0007995	YEAST03463	AENJA_11500
OG0007996	YEAST04079	AENJA_11555
OG0007998	YEAST00688	AENJA_11739, AENJA_18597
OG0008008	YEAST02355	AENJA_13549
OG0008020	YEAST05433	AENJA_14835
OG0008030	YEAST00039	AENJA_16003
OG0008031	YEAST04719	AENJA_16038
OG0008038	YEAST05601	AENJA_16974
OG0008042	YEAST04557, YEAST00839	AENJA_18630
OG0008045	YEAST01345	AENJA_19218
OG0008053	YEAST05804	AENJA_21398
OG0008055	YEAST05224	AENJA_21571
OG0008056	YEAST04542	AENJA_21612
OG0008069	YEAST00959	AENJA_23295
OG0008072	YEAST00552	AENJA_23402
OG0008074	YEAST05664	AENJA_23838
OG0008079	YEAST03108	AENJA_25100
OG0008085	YEAST04107	AENJA_25493
OG0008091	YEAST06200	AENJA_26699
OG0008196	YEAST03623	AENJA_00317
OG0008201	YEAST01163	AENJA_01208
OG0008202	YEAST06186	AENJA_01325
OG0008208	YEAST04341	AENJA_01852
OG0008219	YEAST05754	AENJA_03031
OG0008244	YEAST04999	AENJA_05897
OG0008251	YEAST01472	AENJA_06866
OG0008254	YEAST04740	AENJA_07508
OG0008267	YEAST02722	AENJA_09216
OG0008273	YEAST00628	AENJA_09471
OG0008275	YEAST05358	AENJA_09593
OG0008281	YEAST01387	AENJA_10162
OG0008307	YEAST01285	AENJA_13011
OG0008323	YEAST05718	AENJA_15382
OG0008332	YEAST03366	AENJA_16512
OG0008339	YEAST03286	AENJA_17825
OG0008346	YEAST01382	AENJA_18767
OG0008348	YEAST03383	AENJA_19233
OG0008351	YEAST01276	AENJA_19747
OG0008524	YEAST02216	AENJA_03437
OG0008533	YEAST00770	AENJA_04666
OG0008540	YEAST02219	AENJA_05568
OG0008542	YEAST00506	AENJA_05813
OG0008546	YEAST03499	AENJA_06435
OG0008582	YEAST04883	AENJA_12734
OG0008601	YEAST03150	AENJA_16193
OG0008602	YEAST04166	AENJA_16318
OG0008620	YEAST00843	AENJA_19257
OG0008626	YEAST03306	AENJA_20823
OG0008645	YEAST05803	AENJA_26189
OG0008789	YEAST05903	AENJA_05021, AENJA_09108
OG0008794	YEAST01976, YEAST00168, YEAST00957	AENJA_05734
OG0008799	YEAST03377	AENJA_06238
OG0008816	YEAST01954	AENJA_09134
OG0008818	YEAST00271	AENJA_09454
OG0008823	YEAST03936	AENJA_11424
OG0008824	YEAST01698	AENJA_11564
OG0008861	YEAST04983	AENJA_18107
OG0008872	YEAST03799	AENJA_20547
OG0008873	YEAST04429	AENJA_20898
OG0008879	YEAST05579	AENJA_21532
OG0008887	YEAST00387	AENJA_23123
OG0009056	YEAST00322	AENJA_02632
OG0009066	YEAST04511	AENJA_04891
OG0009078	YEAST02676	AENJA_07563
OG0009099	YEAST05709	AENJA_12330
OG0009105	YEAST02501	AENJA_14046
OG0009115	YEAST05628, YEAST04158	AENJA_17120
OG0009118	YEAST03618	AENJA_18120
OG0009311	YEAST00623	AENJA_03632
OG0009315	YEAST04722	AENJA_05193, AENJA_06150
OG0009344	YEAST03868	AENJA_10588
OG0009361	YEAST02727	AENJA_15655
OG0009394	YEAST04927	AENJA_21395
OG0009396	YEAST03896	AENJA_21986
OG0009555	YEAST03831	AENJA_04032, AENJA_01460
OG0009582	YEAST04984	AENJA_06562
OG0009590	YEAST02138	AENJA_08772
OG0009604	YEAST04803	AENJA_11213
OG0009614	YEAST00622	AENJA_14375
OG0009630	YEAST02852	AENJA_19166
OG0009649	YEAST01825	AENJA_23554
OG0009651	YEAST04775	AENJA_23874
OG0009654	YEAST04221	AENJA_24871
OG0009892	YEAST01082	AENJA_13449
OG0009911	YEAST03388	AENJA_20063
OG0009920	YEAST05355	AENJA_22906
OG0009926	YEAST03054	AENJA_25674
OG0010139	YEAST01045	AENJA_03273
OG0010229	YEAST00880, YEAST04666, YEAST04383	AENJA_26343
OG0010481	YEAST01854	AENJA_01731
OG0010491	YEAST04603	AENJA_03837, AENJA_07368
OG0010570	YEAST03006	AENJA_21815
OG0010841	YEAST05695	AENJA_04156
OG0010858	YEAST04030, YEAST05272	AENJA_09035
OG0010876	YEAST02678	AENJA_13415
OG0011216	YEAST02293	AENJA_06052
OG0011258	YEAST02930	AENJA_21543
OG0011272	YEAST04075	AENJA_26190
OG0011734	YEAST04911	AENJA_23389
OG0011737	YEAST00219	AENJA_24427
OG0012188	YEAST02442	AENJA_04627
OG0012801	YEAST04938, YEAST04971	AENJA_07736
OG0017286	YEAST01130	AENJA_26705
OG0026769	YEAST02664	AENJA_11691
