Orthogroup	YEAST	MOUSE
OG0002839	YEAST03148	MOUSE53028, MOUSE53027, MOUSE53026, MOUSE53024, MOUSE53023, MOUSE53025
OG0002843	YEAST04737	MOUSE37407, MOUSE37409, MOUSE37410, MOUSE37408, MOUSE37411, MOUSE37412
OG0002844	YEAST05563	MOUSE52858
OG0002847	YEAST02294	MOUSE37497
OG0002851	YEAST04951	MOUSE16262, MOUSE16261, MOUSE16507
OG0002855	YEAST00137	MOUSE51299, MOUSE51301, MOUSE51300
OG0002860	YEAST02712	MOUSE17143, MOUSE17141, MOUSE17139, MOUSE17144, MOUSE17145, MOUSE17142, MOUSE17147, MOUSE17146, MOUSE17136, MOUSE17133, MOUSE17134, MOUSE17135, MOUSE17140, MOUSE17137
OG0002866	YEAST01136	MOUSE20818, MOUSE20819, MOUSE20817, MOUSE20816, MOUSE20815, MOUSE50338, MOUSE50339
OG0002876	YEAST02348	MOUSE12960, MOUSE00037
OG0002877	YEAST04537	MOUSE48589, MOUSE48590, MOUSE48587, MOUSE48588
OG0002883	YEAST03027	MOUSE00879, MOUSE00880
OG0002891	YEAST03205	MOUSE48810, MOUSE00680, MOUSE00679, MOUSE00681
OG0002893	YEAST03653	MOUSE12910, MOUSE12909
OG0002894	YEAST00906	MOUSE07244, MOUSE07245, MOUSE07246, MOUSE28169, MOUSE28168, MOUSE28170
OG0002895	YEAST01471, YEAST05353, YEAST05456	MOUSE41196, MOUSE23585
OG0002897	YEAST06308	MOUSE26136, MOUSE26137, MOUSE26135, MOUSE26134, MOUSE26133
OG0002899	YEAST00283	MOUSE41425, MOUSE41426, MOUSE41424, MOUSE41423, MOUSE29542, MOUSE29545, MOUSE29543, MOUSE29544
OG0002900	YEAST05306	MOUSE44758, MOUSE30850, MOUSE30851, MOUSE30848
OG0002907	YEAST02061	MOUSE16709, MOUSE16711, MOUSE16710, MOUSE44655
OG0002910	YEAST00223	MOUSE01881, MOUSE01882, MOUSE01880
OG0002915	YEAST02264	MOUSE09273, MOUSE09271, MOUSE09272, MOUSE49393, MOUSE09270, MOUSE09268
OG0002917	YEAST03703	MOUSE22780, MOUSE22778, MOUSE22783, MOUSE22784, MOUSE22777, MOUSE22779
OG0002921	YEAST06254	MOUSE46392, MOUSE46390, MOUSE46393, MOUSE46391, MOUSE46389, MOUSE46394, MOUSE46388
OG0002922	YEAST01482	MOUSE47874
OG0002922	YEAST01261	MOUSE46631, MOUSE46632, MOUSE46630, MOUSE47876, MOUSE47875, MOUSE47873, MOUSE47878
OG0002947	YEAST00232	MOUSE08979
OG0002948	YEAST03584	MOUSE34612, MOUSE03993, MOUSE03992
OG0002949	YEAST00419, YEAST06063	MOUSE42154, MOUSE42159, MOUSE42155, MOUSE42158, MOUSE42157, MOUSE42156
OG0002952	YEAST05257	MOUSE48059, MOUSE48060, MOUSE03617, MOUSE03616
OG0002953	YEAST03034	MOUSE41032, MOUSE41030, MOUSE41027, MOUSE41028, MOUSE41034, MOUSE41033, MOUSE41035, MOUSE41036, MOUSE41029, MOUSE41031
OG0002957	YEAST03253	MOUSE12879, MOUSE12881, MOUSE12882, MOUSE12884, MOUSE12883, MOUSE12885, MOUSE12880, MOUSE12886
OG0002960	YEAST05502	MOUSE17741, MOUSE17742, MOUSE17739, MOUSE17743, MOUSE17738, MOUSE17740, MOUSE17737
OG0002965	YEAST03804	MOUSE21231, MOUSE21228, MOUSE21229, MOUSE21226, MOUSE21230, MOUSE21227
OG0002966	YEAST06059	MOUSE25420, MOUSE25422, MOUSE25423, MOUSE25421, MOUSE23956, MOUSE23957
OG0002968	YEAST00199	MOUSE17700, MOUSE17701, MOUSE17702, MOUSE33928, MOUSE33927
OG0002969	YEAST00655	MOUSE05356, MOUSE05355
OG0002982	YEAST02471	MOUSE46658, MOUSE46660, MOUSE46656, MOUSE46659, MOUSE46657, MOUSE46661, MOUSE46662
OG0002984	YEAST00961, YEAST01144	MOUSE42121, MOUSE42123, MOUSE42122, MOUSE42120, MOUSE42119
OG0002985	YEAST02147	MOUSE14988, MOUSE14989
OG0002987	YEAST02970, YEAST00081, YEAST02488	MOUSE02847, MOUSE02846, MOUSE09553, MOUSE09554, MOUSE37181
OG0002991	YEAST03345, YEAST01842	MOUSE21236, MOUSE21237, MOUSE21235, MOUSE21239, MOUSE21238
OG0002997	YEAST02374	MOUSE33712, MOUSE33711
OG0003001	YEAST01497	MOUSE53248, MOUSE26395, MOUSE26394, MOUSE26397, MOUSE26396
OG0003004	YEAST02183	MOUSE18689, MOUSE42760
OG0003006	YEAST00899	MOUSE17053, MOUSE17052, MOUSE17054
OG0003010	YEAST03035	MOUSE46873, MOUSE46874, MOUSE46872, MOUSE46876, MOUSE46875
OG0003012	YEAST04512	MOUSE40624, MOUSE40625, MOUSE40626
OG0003016	YEAST04810	MOUSE36264, MOUSE36263, MOUSE45221, MOUSE45220
OG0003017	YEAST02213	MOUSE19918, MOUSE19919
OG0003018	YEAST01635, YEAST01949	MOUSE45408
OG0003027	YEAST05498	MOUSE04829, MOUSE04828, MOUSE44803, MOUSE44804, MOUSE44806, MOUSE44807, MOUSE44805
OG0003028	YEAST05822	MOUSE33814, MOUSE33813, MOUSE33812, MOUSE33815
OG0003029	YEAST04523	MOUSE19871, MOUSE19873, MOUSE19872, MOUSE19870
OG0003033	YEAST02457, YEAST02640	MOUSE18942, MOUSE16005
OG0003039	YEAST00055	MOUSE52210, MOUSE10220, MOUSE10221, MOUSE10219, MOUSE10223, MOUSE10222, MOUSE10224
OG0003043	YEAST02551	MOUSE03995, MOUSE03996, MOUSE03997
OG0003046	YEAST01632	MOUSE10041, MOUSE10042, MOUSE49339, MOUSE10040
OG0003054	YEAST04909, YEAST05341	MOUSE47597, MOUSE47598, MOUSE47596, MOUSE47600, MOUSE47595
OG0003056	YEAST02257	MOUSE16313, MOUSE16315, MOUSE16314
OG0003059	YEAST02832, YEAST03675	MOUSE02981, MOUSE02982
OG0003063	YEAST00204	MOUSE01749, MOUSE01748
OG0003066	YEAST00969	MOUSE54914, MOUSE17257, MOUSE17260, MOUSE17259, MOUSE17258, MOUSE27228, MOUSE01775
OG0003067	YEAST01070	MOUSE27933, MOUSE27934
OG0003067	YEAST03159	MOUSE47968, MOUSE47967
OG0003072	YEAST05076	MOUSE31159, MOUSE39251, MOUSE39249, MOUSE39250
OG0003073	YEAST00167	MOUSE04961
OG0003079	YEAST01019	MOUSE01340, MOUSE01337, MOUSE01338, MOUSE32271, MOUSE05150, MOUSE05151, MOUSE01341, MOUSE01336, MOUSE01335
OG0003101	YEAST01357	MOUSE34169, MOUSE29374, MOUSE29372, MOUSE29373, MOUSE29137, MOUSE29138, MOUSE34171, MOUSE29139
OG0003104	YEAST00861	MOUSE25311, MOUSE24216, MOUSE24218, MOUSE24217
OG0003105	YEAST04282	MOUSE32673
OG0003106	YEAST05516, YEAST03784	MOUSE51429
OG0003106	YEAST03619	MOUSE51428, MOUSE51424, MOUSE51425, MOUSE51430, MOUSE51434
OG0003107	YEAST00029	MOUSE49658
OG0003108	YEAST00796	MOUSE02208, MOUSE02205, MOUSE02209, MOUSE02207
OG0003110	YEAST02197	MOUSE13977
OG0003114	YEAST00453, YEAST02426	MOUSE20064, MOUSE20062, MOUSE20063
OG0003119	YEAST00778	MOUSE15880, MOUSE15881, MOUSE15879
OG0003121	YEAST03190	MOUSE51687, MOUSE01592, MOUSE01591, MOUSE01593, MOUSE01594
OG0003126	YEAST00300	MOUSE20843, MOUSE20841, MOUSE20842
OG0003131	YEAST04435, YEAST04350	MOUSE37612, MOUSE37613
OG0003135	YEAST02069	MOUSE42794, MOUSE42796, MOUSE42793, MOUSE42795
OG0003138	YEAST01790, YEAST00784	MOUSE23148, MOUSE23147, MOUSE23149, MOUSE23146
OG0003145	YEAST06012	MOUSE37117, MOUSE37116
OG0003147	YEAST03729	MOUSE40239, MOUSE40230, MOUSE40235, MOUSE40233, MOUSE40231, MOUSE40236, MOUSE40232, MOUSE40237, MOUSE40234, MOUSE40238
OG0003151	YEAST03910	MOUSE29325, MOUSE29324, MOUSE28343
OG0003153	YEAST05438	MOUSE28945, MOUSE28949, MOUSE28946, MOUSE28947, MOUSE28948, MOUSE28944
OG0003154	YEAST00694	MOUSE33374, MOUSE33371, MOUSE33373, MOUSE33372, MOUSE33368, MOUSE33369, MOUSE33370, MOUSE33367, MOUSE33366
OG0003157	YEAST01203	MOUSE45059, MOUSE45058, MOUSE45057
OG0003164	YEAST05549, YEAST04492	MOUSE48049, MOUSE54716, MOUSE54718, MOUSE54717, MOUSE48050, MOUSE48047, MOUSE48048
OG0003169	YEAST04410	MOUSE22118, MOUSE22116, MOUSE22114, MOUSE22115
OG0003172	YEAST06030	MOUSE30909, MOUSE30908
OG0003174	YEAST06178	MOUSE19261, MOUSE19260, MOUSE19259
OG0003178	YEAST05823	MOUSE43279, MOUSE43278, MOUSE43280, MOUSE11732, MOUSE11730, MOUSE11731, MOUSE11729, MOUSE11734, MOUSE11733
OG0003179	YEAST00905	MOUSE36753, MOUSE36752, MOUSE36754
OG0003182	YEAST05565	MOUSE12237
OG0003189	YEAST00820	MOUSE16394, MOUSE16391, MOUSE16393, MOUSE16392
OG0003190	YEAST02550	MOUSE48311, MOUSE48312, MOUSE48310
OG0003191	YEAST01068	MOUSE02537, MOUSE01986
OG0003193	YEAST02494	MOUSE12911
OG0003197	YEAST06274	MOUSE19127, MOUSE19123, MOUSE19124, MOUSE19126
OG0003199	YEAST04961	MOUSE54398, MOUSE36250, MOUSE54397
OG0003207	YEAST04056	MOUSE35419, MOUSE52889, MOUSE52887, MOUSE52886, MOUSE35418
OG0003212	YEAST05531	MOUSE17337, MOUSE14391
OG0003214	YEAST03701	MOUSE14658, MOUSE14661, MOUSE14663, MOUSE14660, MOUSE14662, MOUSE26195, MOUSE26194, MOUSE26193
OG0003215	YEAST04373	MOUSE08659, MOUSE08657, MOUSE08658, MOUSE11684, MOUSE11683
OG0003218	YEAST04068	MOUSE54412, MOUSE54411, MOUSE54410, MOUSE54413, MOUSE54409
OG0003219	YEAST01656	MOUSE30112, MOUSE30113, MOUSE30111
OG0003220	YEAST03417, YEAST00186	MOUSE55316, MOUSE55317, MOUSE55315, MOUSE33808, MOUSE55318
OG0003221	YEAST05064	MOUSE09305, MOUSE09304, MOUSE09306, MOUSE33838, MOUSE33837
OG0003223	YEAST04472	MOUSE28766, MOUSE28764, MOUSE28771, MOUSE28770, MOUSE28769, MOUSE28768, MOUSE28767, MOUSE28765
OG0003228	YEAST06187	MOUSE08185, MOUSE08178, MOUSE08180, MOUSE08179, MOUSE08183
OG0003230	YEAST05487	MOUSE46720, MOUSE46724, MOUSE46723, MOUSE46722, MOUSE46721
OG0003234	YEAST00760	MOUSE19369
OG0003235	YEAST06282	MOUSE54360, MOUSE54358, MOUSE54357, MOUSE54359, MOUSE54353, MOUSE54355, MOUSE54351, MOUSE54352, MOUSE54356, MOUSE54354
OG0003251	YEAST05338, YEAST04904	MOUSE09961, MOUSE09960, MOUSE48983, MOUSE48984, MOUSE48985
OG0003254	YEAST03911	MOUSE20401, MOUSE20407, MOUSE20408, MOUSE20404, MOUSE20399, MOUSE20406, MOUSE20402, MOUSE20405, MOUSE20403, MOUSE20400
OG0003257	YEAST02741	MOUSE08268
OG0003263	YEAST05333	MOUSE44276, MOUSE44274, MOUSE44277, MOUSE44280, MOUSE44275, MOUSE44278, MOUSE44279
OG0003264	YEAST03398	MOUSE09214, MOUSE21677, MOUSE21676
OG0003266	YEAST05585	MOUSE16151, MOUSE51190, MOUSE51189, MOUSE51188
OG0003267	YEAST02516	MOUSE20876
OG0003270	YEAST01372, YEAST05351, YEAST01476	MOUSE14493
OG0003277	YEAST03706	MOUSE55412, MOUSE41880, MOUSE39060, MOUSE39059, MOUSE31067, MOUSE31066, MOUSE39058
OG0003283	YEAST02779	MOUSE35423, MOUSE35424, MOUSE35422, MOUSE35421
OG0003284	YEAST02184	MOUSE22376, MOUSE22374
OG0003287	YEAST00166	MOUSE32010, MOUSE28182, MOUSE28183, MOUSE28181, MOUSE06633, MOUSE06632
OG0003288	YEAST05062	MOUSE37027, MOUSE53951
OG0003290	YEAST06325	MOUSE31906, MOUSE31907, MOUSE31912, MOUSE31905, MOUSE31911, MOUSE31910, MOUSE31914, MOUSE31908, MOUSE31913
OG0003293	YEAST04930	MOUSE02483, MOUSE02486, MOUSE02482, MOUSE02484, MOUSE02485
OG0003295	YEAST06127	MOUSE00934, MOUSE00935, MOUSE00933, MOUSE21811
OG0003301	YEAST03267	MOUSE50516, MOUSE00852, MOUSE00849, MOUSE00851
OG0003302	YEAST04633	MOUSE03287
OG0003303	YEAST05878	MOUSE24464, MOUSE24465, MOUSE24466
OG0003304	YEAST01018	MOUSE35278, MOUSE35277, MOUSE35276, MOUSE35275
OG0003316	YEAST04887	MOUSE19112, MOUSE19113
OG0003317	YEAST03051	MOUSE06370, MOUSE06372, MOUSE06369, MOUSE06371
OG0003318	YEAST02158	MOUSE14363, MOUSE55163
OG0003332	YEAST02945, YEAST00447	MOUSE34182, MOUSE34176, MOUSE34177, MOUSE34179, MOUSE34178, MOUSE34180
OG0003335	YEAST01260	MOUSE27411, MOUSE27410, MOUSE27408, MOUSE27409, MOUSE27407, MOUSE27405, MOUSE27406
OG0003340	YEAST04972	MOUSE34383
OG0003341	YEAST00990	MOUSE02979, MOUSE02978, MOUSE02980
OG0003343	YEAST04356, YEAST06258	MOUSE04680, MOUSE04681
OG0003344	YEAST04764	MOUSE06845, MOUSE06846
OG0003345	YEAST02133	MOUSE05995
OG0003348	YEAST02844	MOUSE25053, MOUSE25054, MOUSE25052, MOUSE25051, MOUSE26185, MOUSE26184, MOUSE26187
OG0003349	YEAST00235, YEAST04798	MOUSE31587, MOUSE31588, MOUSE00810
OG0003356	YEAST02937	MOUSE46162, MOUSE46163, MOUSE05881, MOUSE05880
OG0003357	YEAST04240, YEAST02522	MOUSE03986, MOUSE03984, MOUSE03985
OG0003364	YEAST00730	MOUSE02179, MOUSE43998, MOUSE43999
OG0003366	YEAST05276, YEAST03075	MOUSE18707, MOUSE18706
OG0003373	YEAST03755	MOUSE41533
OG0003374	YEAST03627	MOUSE13462, MOUSE06762, MOUSE06760, MOUSE06761, MOUSE06758
OG0003375	YEAST03722	MOUSE19488
OG0003377	YEAST03340	MOUSE27183
OG0003380	YEAST00529	MOUSE15298, MOUSE15297
OG0003381	YEAST03447, YEAST01380	MOUSE42057, MOUSE42059, MOUSE45841
OG0003382	YEAST01627	MOUSE02747, MOUSE30743, MOUSE30744, MOUSE02749, MOUSE02748
OG0003386	YEAST02725	MOUSE41395, MOUSE41396, MOUSE41394
OG0003425	YEAST05084	MOUSE19441, MOUSE19442
OG0003426	YEAST05251	MOUSE20301, MOUSE20300
OG0003428	YEAST04550, YEAST01154	MOUSE48725, MOUSE48724, MOUSE48722, MOUSE48726, MOUSE48723
OG0003429	YEAST05921	MOUSE17278, MOUSE17279
OG0003430	YEAST04732	MOUSE24273, MOUSE24275, MOUSE24274, MOUSE24272, MOUSE24271, MOUSE42839, MOUSE42838
OG0003434	YEAST02689	MOUSE53227
OG0003435	YEAST05483	MOUSE11712, MOUSE11711, MOUSE11708, MOUSE11710, MOUSE11713, MOUSE11707, MOUSE11709
OG0003441	YEAST05981	MOUSE11283
OG0003443	YEAST06032	MOUSE00337, MOUSE07443
OG0003454	YEAST04088	MOUSE05740, MOUSE24875, MOUSE24874, MOUSE24873
OG0003458	YEAST00169	MOUSE13623, MOUSE13621, MOUSE13619
OG0003461	YEAST05752, YEAST04759	MOUSE17244, MOUSE17243
OG0003463	YEAST02371	MOUSE24565, MOUSE24563, MOUSE43184, MOUSE43185
OG0003464	YEAST05120	MOUSE38665, MOUSE38667, MOUSE38664, MOUSE38666
OG0003465	YEAST02874	MOUSE25414, MOUSE25415
OG0003467	YEAST01278	MOUSE13943
OG0003476	YEAST02726	MOUSE25017
OG0003477	YEAST03665	MOUSE21747
OG0003483	YEAST06074	MOUSE08689, MOUSE08688, MOUSE08690, MOUSE08691, MOUSE08693, MOUSE08692, MOUSE08687, MOUSE08686, MOUSE08685
OG0003487	YEAST03066	MOUSE30691, MOUSE30690, MOUSE30689, MOUSE30692
OG0003491	YEAST03514	MOUSE22818, MOUSE12558, MOUSE12559
OG0003493	YEAST01076	MOUSE33120, MOUSE33121, MOUSE33118, MOUSE33114, MOUSE33112
OG0003497	YEAST00758	MOUSE50976, MOUSE50975, MOUSE50974
OG0003498	YEAST05680	MOUSE36292, MOUSE36293, MOUSE36290, MOUSE36291, MOUSE36294
OG0003500	YEAST03303, YEAST02683	MOUSE27796, MOUSE27416
OG0003501	YEAST01421	MOUSE01539, MOUSE01540, MOUSE01542, MOUSE01538
OG0003502	YEAST02504	MOUSE38148
OG0003502	YEAST02519	MOUSE38147, MOUSE38146, MOUSE38151, MOUSE38150, MOUSE38149
OG0003503	YEAST00400	MOUSE06408, MOUSE06409
OG0003505	YEAST00697	MOUSE49225, MOUSE49224, MOUSE49223, MOUSE49221, MOUSE49219, MOUSE49218, MOUSE49220
OG0003509	YEAST02850	MOUSE04147, MOUSE04148
OG0003515	YEAST00923	MOUSE12958, MOUSE12957, MOUSE29744, MOUSE29743, MOUSE29746, MOUSE29745
OG0003518	YEAST04809	MOUSE19878, MOUSE19877
OG0003523	YEAST05393	MOUSE15422, MOUSE15423
OG0003531	YEAST00465	MOUSE27520, MOUSE20441
OG0003532	YEAST05810	MOUSE21921
OG0003539	YEAST03774	MOUSE48000, MOUSE48003
OG0003541	YEAST01314	MOUSE49870, MOUSE49872, MOUSE49868, MOUSE49869, MOUSE49874, MOUSE49873, MOUSE49871
OG0003543	YEAST01290	MOUSE43766, MOUSE32048, MOUSE32047
OG0003544	YEAST00251	MOUSE34150, MOUSE34151
OG0003550	YEAST06166	MOUSE38958, MOUSE26420
OG0003551	YEAST01826	MOUSE48878, MOUSE48877, MOUSE48875, MOUSE48876, MOUSE32666
OG0003552	YEAST04163	MOUSE30902, MOUSE30901, MOUSE30899
OG0003556	YEAST05216	MOUSE29223, MOUSE29227, MOUSE29228, MOUSE29225, MOUSE29226, MOUSE29224
OG0003560	YEAST02357, YEAST05925	MOUSE07074, MOUSE07075, MOUSE07078, MOUSE07079, MOUSE07080, MOUSE07076
OG0003561	YEAST06100	MOUSE00519, MOUSE00518, MOUSE38762, MOUSE38760, MOUSE38763, MOUSE38759, MOUSE00521, MOUSE38761
OG0003562	YEAST00960	MOUSE13546, MOUSE28194, MOUSE28193, MOUSE13545
OG0003565	YEAST03392	MOUSE47811, MOUSE47813, MOUSE47812
OG0003567	YEAST04838	MOUSE15053, MOUSE15052, MOUSE15050
OG0003568	YEAST04328	MOUSE37469, MOUSE37467, MOUSE37468, MOUSE37466
OG0003570	YEAST03562, YEAST04635	MOUSE24262, MOUSE24261, MOUSE24263
OG0003571	YEAST05553	MOUSE32077, MOUSE32078, MOUSE32079, MOUSE32076, MOUSE49279
OG0003573	YEAST00597	MOUSE46295, MOUSE46298, MOUSE46296, MOUSE46297, MOUSE46294
OG0003578	YEAST05031	MOUSE35794, MOUSE35795, MOUSE35798, MOUSE35790, MOUSE35791, MOUSE35793
OG0003579	YEAST05446	MOUSE02860, MOUSE02859, MOUSE31635, MOUSE31636, MOUSE31637
OG0003582	YEAST03174	MOUSE53584, MOUSE23612, MOUSE53583, MOUSE23611
OG0003598	YEAST00803	MOUSE23684, MOUSE26068, MOUSE26067, MOUSE23683
OG0003599	YEAST04133	MOUSE19100, MOUSE19099, MOUSE19101, MOUSE19098
OG0003603	YEAST03529	MOUSE06009, MOUSE06011, MOUSE06013, MOUSE06012, MOUSE06010, MOUSE06014, MOUSE06015
OG0003610	YEAST02573	MOUSE35714, MOUSE35715, MOUSE35712, MOUSE35713, MOUSE35717, MOUSE35718, MOUSE35719
OG0003611	YEAST01054	MOUSE03230, MOUSE03228, MOUSE03229
OG0003612	YEAST00808	MOUSE17713, MOUSE17712, MOUSE17715, MOUSE17714
OG0003613	YEAST02366	MOUSE52720, MOUSE52719, MOUSE49624
OG0003615	YEAST01638	MOUSE18457, MOUSE13209, MOUSE13208, MOUSE13207
OG0003617	YEAST01843, YEAST04802, YEAST04398	MOUSE15713
OG0003618	YEAST00747	MOUSE21565, MOUSE21567, MOUSE21564
OG0003619	YEAST04756	MOUSE54881, MOUSE54882, MOUSE02201, MOUSE19314
OG0003624	YEAST00147	MOUSE09386, MOUSE09387
OG0003630	YEAST04845	MOUSE46274
OG0003632	YEAST02125	MOUSE34977, MOUSE29457, MOUSE29458
OG0003638	YEAST00956	MOUSE07871
OG0003641	YEAST04061, YEAST01158	MOUSE19690, MOUSE28969, MOUSE28970, MOUSE28971
OG0003643	YEAST03144	MOUSE23455, MOUSE23454
OG0003644	YEAST01545	MOUSE25659, MOUSE25655, MOUSE25658
OG0003645	YEAST05809, YEAST05493	MOUSE14260, MOUSE03754, MOUSE03756, MOUSE03755
OG0003646	YEAST02349	MOUSE51957
OG0003647	YEAST04352, YEAST04433	MOUSE10329, MOUSE10327, MOUSE10325, MOUSE10328, MOUSE10330
OG0003649	YEAST00203	MOUSE18455
OG0003650	YEAST00737, YEAST04997	MOUSE29151, MOUSE29150, MOUSE29148, MOUSE29149, MOUSE29147
OG0003659	YEAST00140	MOUSE05800, MOUSE05799, MOUSE05801
OG0003661	YEAST02758	MOUSE02399, MOUSE02398
OG0003664	YEAST03791	MOUSE03909, MOUSE03912, MOUSE03911, MOUSE03910
OG0003668	YEAST06168	MOUSE52218, MOUSE54951, MOUSE54950, MOUSE54949, MOUSE54948, MOUSE52219, MOUSE52216, MOUSE52217
OG0003669	YEAST02813	MOUSE32721, MOUSE32722, MOUSE32723, MOUSE32720, MOUSE32719, MOUSE32718
OG0003672	YEAST03137	MOUSE03769, MOUSE03770
OG0003676	YEAST03110	MOUSE25609, MOUSE53232, MOUSE53233
OG0003678	YEAST02330	MOUSE33350, MOUSE33349, MOUSE33347, MOUSE33348, MOUSE50401, MOUSE50400
OG0003679	YEAST03223	MOUSE15732, MOUSE25049, MOUSE25050
OG0003682	YEAST00571	MOUSE24621, MOUSE24620, MOUSE24619, MOUSE24622, MOUSE24623
OG0003687	YEAST02527, YEAST04246	MOUSE02568, MOUSE02567, MOUSE05366, MOUSE22110, MOUSE22109
OG0003688	YEAST01333, YEAST05362, YEAST00376	MOUSE34520, MOUSE34521, MOUSE34522
OG0003689	YEAST04232	MOUSE05393, MOUSE05394, MOUSE26456, MOUSE26455, MOUSE26457
OG0003690	YEAST01162	MOUSE07036, MOUSE07037, MOUSE07038
OG0003692	YEAST00692	MOUSE02817, MOUSE02816, MOUSE02818
OG0003693	YEAST05304	MOUSE41191, MOUSE41190, MOUSE11267, MOUSE11266, MOUSE11265
OG0003694	YEAST01453	MOUSE30783, MOUSE30784, MOUSE30782
OG0003696	YEAST05704	MOUSE35451, MOUSE35452, MOUSE35449, MOUSE35450
OG0003697	YEAST04962	MOUSE17094, MOUSE17093, MOUSE06524
OG0003698	YEAST03764, YEAST03185	MOUSE21124, MOUSE12762
OG0003703	YEAST00683	MOUSE20574, MOUSE27650
OG0003710	YEAST02077	MOUSE55264, MOUSE31690
OG0003712	YEAST02114	MOUSE14240, MOUSE14239, MOUSE15046
OG0003713	YEAST01549, YEAST03807	MOUSE23766, MOUSE23765, MOUSE23764, MOUSE23767
OG0003716	YEAST02390	MOUSE15603, MOUSE15604, MOUSE15602
OG0003718	YEAST05772	MOUSE22255, MOUSE22254, MOUSE22249, MOUSE22251, MOUSE22257, MOUSE22258, MOUSE22256
OG0003719	YEAST06338	MOUSE30866, MOUSE30869, MOUSE30868, MOUSE30867
OG0003721	YEAST04960	MOUSE08040, MOUSE08041, MOUSE20246, MOUSE20247
OG0003724	YEAST02365, YEAST06120	MOUSE34773, MOUSE34772, MOUSE34770, MOUSE34769, MOUSE34771
OG0003729	YEAST01543	MOUSE26210, MOUSE26211
OG0003731	YEAST04486	MOUSE50324, MOUSE50322, MOUSE50321, MOUSE50323, MOUSE50320, MOUSE50325
OG0003733	YEAST03492	MOUSE33101, MOUSE33100
OG0003734	YEAST02809, YEAST03842	MOUSE25448, MOUSE18509, MOUSE28344
OG0003735	YEAST06115	MOUSE51303
OG0003738	YEAST05605	MOUSE04750, MOUSE04749
OG0003740	YEAST01029	MOUSE45976, MOUSE45977, MOUSE45975
OG0003741	YEAST01379	MOUSE43248, MOUSE43247
OG0003743	YEAST06008, YEAST05688	MOUSE37350, MOUSE37349, MOUSE37354
OG0003744	YEAST01207	MOUSE55115, MOUSE55116, MOUSE52537, MOUSE52533, MOUSE52535
OG0003745	YEAST02618	MOUSE15322, MOUSE15325, MOUSE15323
OG0003749	YEAST04441	MOUSE42046, MOUSE42049, MOUSE42048, MOUSE42050
OG0003750	YEAST00149	MOUSE28489, MOUSE28488, MOUSE28487
OG0003756	YEAST01878	MOUSE49404, MOUSE49403, MOUSE49401, MOUSE21326
OG0003758	YEAST06133	MOUSE05241, MOUSE05240, MOUSE14904
OG0003759	YEAST03315	MOUSE04234, MOUSE17579, MOUSE17581
OG0003766	YEAST03336	MOUSE28723, MOUSE28721, MOUSE28722
OG0003767	YEAST01933, YEAST01650	MOUSE13389
OG0003769	YEAST01999	MOUSE12407, MOUSE12405, MOUSE12406, MOUSE12409, MOUSE12408
OG0003770	YEAST01234, YEAST03860	MOUSE45318, MOUSE45319, MOUSE45317, MOUSE45320
OG0003778	YEAST05796	MOUSE18778, MOUSE41255, MOUSE41257, MOUSE41256, MOUSE41258
OG0003779	YEAST04431	MOUSE04027, MOUSE04026, MOUSE04028
OG0003806	YEAST02367	MOUSE17191, MOUSE16977, MOUSE16976, MOUSE16978
OG0003807	YEAST04265, YEAST03128	MOUSE45986, MOUSE45987, MOUSE45988, MOUSE45985
OG0003808	YEAST01201	MOUSE34022, MOUSE34021
OG0003811	YEAST00417	MOUSE36524, MOUSE36525
OG0003812	YEAST00287	MOUSE53620, MOUSE53621, MOUSE53622, MOUSE53619
OG0003813	YEAST00254	MOUSE36975, MOUSE27962, MOUSE27966, MOUSE27965
OG0003818	YEAST04318	MOUSE47757
OG0003824	YEAST01468	MOUSE47802
OG0003828	YEAST02448	MOUSE32817
OG0003829	YEAST02032, YEAST01031	MOUSE37106, MOUSE37104, MOUSE37102, MOUSE37101, MOUSE37100, MOUSE37103, MOUSE37105
OG0003831	YEAST03010, YEAST05137, YEAST02344	MOUSE20873, MOUSE36301, MOUSE04870, MOUSE36300, MOUSE36298
OG0003834	YEAST06322	MOUSE23210, MOUSE49466
OG0003837	YEAST02586	MOUSE06123, MOUSE06124, MOUSE06122
OG0003838	YEAST03413	MOUSE13017, MOUSE13018, MOUSE51688, MOUSE36348
OG0003839	YEAST01736	MOUSE24236, MOUSE24234
OG0003844	YEAST06054	MOUSE33019
OG0003846	YEAST00356	MOUSE48366, MOUSE40451, MOUSE40452, MOUSE40453
OG0003848	YEAST01654	MOUSE23878, MOUSE23876, MOUSE23877
OG0003850	YEAST00228	MOUSE34272, MOUSE34270, MOUSE34268, MOUSE34271, MOUSE34269, MOUSE34273
OG0003851	YEAST06169	MOUSE25173
OG0003852	YEAST03296	MOUSE44765, MOUSE19461, MOUSE19462, MOUSE19463
OG0003853	YEAST06251	MOUSE18178, MOUSE18177, MOUSE18175, MOUSE18176, MOUSE18179
OG0003855	YEAST04936	MOUSE30683, MOUSE30682, MOUSE30679, MOUSE30678, MOUSE30680, MOUSE30681
OG0003856	YEAST03934, YEAST02710	MOUSE53260, MOUSE53261, MOUSE53262
OG0003858	YEAST01401	MOUSE18173
OG0003860	YEAST01412	MOUSE08583, MOUSE08581, MOUSE08582
OG0003866	YEAST01895	MOUSE55423, MOUSE54508, MOUSE54509
