Orthogroup	YEAST	SCHMD
OG0005455	YEAST01906	SCHMD19188, SCHMD23331, SCHMD16604
OG0005464	YEAST03289	SCHMD09632, SCHMD22634
OG0005465	YEAST02925	SCHMD16366, SCHMD08907, SCHMD16365
OG0005466	YEAST04413	SCHMD10972
OG0005468	YEAST03549	SCHMD06356
OG0005469	YEAST03750	SCHMD25678
OG0005470	YEAST05805	SCHMD00405
OG0005471	YEAST02704	SCHMD09088
OG0005474	YEAST05625	SCHMD08436
OG0005476	YEAST00929	SCHMD28911, SCHMD22714, SCHMD28208
OG0005479	YEAST06140	SCHMD12305
OG0005481	YEAST02988	SCHMD02765
OG0005482	YEAST06080	SCHMD03117
OG0005488	YEAST02834	SCHMD00795
OG0005489	YEAST02006	SCHMD03018
OG0005490	YEAST02289	SCHMD06570
OG0005493	YEAST03669	SCHMD12670
OG0005495	YEAST04982	SCHMD07327
OG0005499	YEAST00316	SCHMD09102, SCHMD11466, SCHMD05063
OG0005503	YEAST01883	SCHMD18082, SCHMD10352
OG0005504	YEAST02859	SCHMD22943, SCHMD16672, SCHMD20938
OG0005508	YEAST05735	SCHMD24609
OG0005514	YEAST00756	SCHMD07379
OG0005524	YEAST04752	SCHMD06781
OG0005527	YEAST05177	SCHMD04109
OG0005531	YEAST02508	SCHMD03252
OG0005533	YEAST05670	SCHMD00593
OG0005537	YEAST00932	SCHMD24603, SCHMD12765
OG0005539	YEAST01881	SCHMD05501, SCHMD05502
OG0005545	YEAST06273	SCHMD09667
OG0005554	YEAST01003	SCHMD05734
OG0005556	YEAST01807	SCHMD10870, SCHMD18170
OG0005559	YEAST02680	SCHMD16974, SCHMD15037
OG0005560	YEAST01996	SCHMD09834, SCHMD09833
OG0005562	YEAST02317	SCHMD14801, SCHMD19132
OG0005563	YEAST03552	SCHMD12379
OG0005564	YEAST02525	SCHMD20152, SCHMD14971
OG0005566	YEAST02934	SCHMD17800
OG0005569	YEAST01288	SCHMD15349, SCHMD15348, SCHMD27807, SCHMD16087
OG0005570	YEAST05155	SCHMD09421, SCHMD03639
OG0005572	YEAST04844	SCHMD20141, SCHMD18179, SCHMD24827, SCHMD20142
OG0005573	YEAST00059	SCHMD02930
OG0005574	YEAST02083	SCHMD12377
OG0005575	YEAST02256	SCHMD29678
OG0005580	YEAST03612	SCHMD13326
OG0005582	YEAST06134	SCHMD14269
OG0005584	YEAST03140, YEAST03524	SCHMD02439
OG0005586	YEAST00364	SCHMD06799
OG0005589	YEAST06142	SCHMD00570
OG0005590	YEAST05462	SCHMD00931, SCHMD15965
OG0005592	YEAST02743, YEAST03026, YEAST00679, YEAST05239	SCHMD29641, SCHMD06507
OG0005594	YEAST04980	SCHMD01627, SCHMD01628
OG0005595	YEAST01803	SCHMD01173, SCHMD01177, SCHMD01176, SCHMD01179
OG0005597	YEAST02753	SCHMD15948, SCHMD15508
OG0005598	YEAST01870	SCHMD28546, SCHMD03623
OG0005599	YEAST01798	SCHMD02438
OG0005600	YEAST00206	SCHMD16041
OG0005604	YEAST03276	SCHMD13641, SCHMD16141
OG0005605	YEAST01083	SCHMD17079
OG0005613	YEAST02714	SCHMD01673
OG0005617	YEAST02068	SCHMD04518
OG0005618	YEAST04830	SCHMD26702, SCHMD22563, SCHMD19841
OG0005620	YEAST04915	SCHMD00996
OG0005622	YEAST05142	SCHMD09799
OG0005623	YEAST01590	SCHMD04874
OG0005626	YEAST02896	SCHMD07068
OG0005632	YEAST01025	SCHMD14616, SCHMD19534
OG0005636	YEAST04250, YEAST02533	SCHMD28423, SCHMD19328, SCHMD18481
OG0005641	YEAST05413	SCHMD00359
OG0005643	YEAST05368	SCHMD13075
OG0005645	YEAST03386	SCHMD11674, SCHMD16661, SCHMD19452, SCHMD20295, SCHMD17665
OG0005649	YEAST03683	SCHMD08195, SCHMD22964
OG0005652	YEAST02748	SCHMD16380, SCHMD06971
OG0005656	YEAST05558	SCHMD27371
OG0005681	YEAST01514	SCHMD11619, SCHMD11620
OG0005701	YEAST03349	SCHMD02013, SCHMD02012
OG0005702	YEAST02337	SCHMD14141, SCHMD27930, SCHMD28612
OG0005703	YEAST00484	SCHMD17404
OG0005707	YEAST01682	SCHMD05853
OG0005715	YEAST05111	SCHMD12420, SCHMD17206
OG0005723	YEAST05629	SCHMD06963
OG0005724	YEAST03029	SCHMD16415, SCHMD22314
OG0005728	YEAST03877	SCHMD03714
OG0005729	YEAST04879	SCHMD18546, SCHMD24969, SCHMD24968
OG0005732	YEAST05411, YEAST00067	SCHMD17368, SCHMD29400, SCHMD29134
OG0005734	YEAST03845	SCHMD02857
OG0005749	YEAST00550	SCHMD01444, SCHMD00011
OG0005750	YEAST05318	SCHMD13471, SCHMD16445
OG0005758	YEAST03970	SCHMD02273, SCHMD02272
OG0005764	YEAST03256	SCHMD24702
OG0005774	YEAST01218	SCHMD08709
OG0005775	YEAST04199	SCHMD29828
OG0005775	YEAST03118	SCHMD01091
OG0005779	YEAST03322	SCHMD09046
OG0005783	YEAST04090	SCHMD10823
OG0005789	YEAST06245	SCHMD07616, SCHMD07618, SCHMD07617
OG0005790	YEAST01022	SCHMD05737, SCHMD05738
OG0005793	YEAST03437	SCHMD01801
OG0005794	YEAST03999	SCHMD14298
OG0005796	YEAST02169	SCHMD07390
OG0005797	YEAST04949	SCHMD07039
OG0005799	YEAST05573	SCHMD10266, SCHMD10268, SCHMD10267
OG0005800	YEAST03278	SCHMD00983
OG0005801	YEAST00340	SCHMD02270
OG0005803	YEAST05968	SCHMD24297, SCHMD20737
OG0005807	YEAST01275	SCHMD05422
OG0005811	YEAST01007	SCHMD09652
OG0005812	YEAST06095, YEAST02696, YEAST03626	SCHMD11310
OG0005814	YEAST01475	SCHMD01776
OG0005815	YEAST03739	SCHMD14928, SCHMD17547
OG0005823	YEAST01415	SCHMD08649
OG0005828	YEAST00547	SCHMD21164, SCHMD18882
OG0005831	YEAST05339	SCHMD04560
OG0005835	YEAST01714	SCHMD06972
OG0005837	YEAST02139	SCHMD28753
OG0005842	YEAST02254	SCHMD15622
OG0005843	YEAST02236	SCHMD06491
OG0005845	YEAST00903	SCHMD05449
OG0005848	YEAST01451, YEAST02858	SCHMD10194, SCHMD07261
OG0005849	YEAST01002	SCHMD07252
OG0005850	YEAST01618	SCHMD04093
OG0005860	YEAST01211	SCHMD03591
OG0005864	YEAST04171	SCHMD10925
OG0005865	YEAST02036	SCHMD16590, SCHMD23703, SCHMD10054
OG0005866	YEAST02662, YEAST00926, YEAST05389	SCHMD03734
OG0005869	YEAST04361	SCHMD26507, SCHMD23591
OG0005874	YEAST05241	SCHMD05420
OG0005880	YEAST00456	SCHMD29444, SCHMD13249, SCHMD04126
OG0005886	YEAST01320	SCHMD18383
OG0005887	YEAST02429, YEAST01660	SCHMD01687
OG0005888	YEAST01289, YEAST02921	SCHMD13482
OG0005889	YEAST02568	SCHMD11972
OG0005897	YEAST04730	SCHMD08042
OG0005899	YEAST01832	SCHMD12882, SCHMD12880
OG0005901	YEAST04462	SCHMD29058, SCHMD15462
OG0005909	YEAST01623	SCHMD20781
OG0005919	YEAST06039	SCHMD29519, SCHMD28024, SCHMD21180, SCHMD24140, SCHMD26763
OG0005921	YEAST01856	SCHMD20283
OG0005922	YEAST03364	SCHMD00392
OG0005928	YEAST02001	SCHMD22733, SCHMD16359
OG0005932	YEAST02495	SCHMD11131, SCHMD00511
OG0005933	YEAST05705	SCHMD09471
OG0005936	YEAST03224	SCHMD24148, SCHMD16917
OG0005940	YEAST04035	SCHMD20079, SCHMD18697, SCHMD20078
OG0005946	YEAST05608	SCHMD17764, SCHMD14112
OG0005949	YEAST06253	SCHMD04688
OG0005952	YEAST03507	SCHMD14057
OG0005955	YEAST00616	SCHMD28997
OG0005965	YEAST02033	SCHMD08437
OG0005966	YEAST04113	SCHMD21323, SCHMD27755
OG0005969	YEAST04558, YEAST04559	SCHMD09557
OG0005970	YEAST05328	SCHMD01213
OG0005974	YEAST06068	SCHMD07776
OG0005978	YEAST01891	SCHMD07295, SCHMD07297
OG0005984	YEAST04078, YEAST01479	SCHMD15039, SCHMD22394
OG0005986	YEAST02056	SCHMD08044
OG0005987	YEAST05748	SCHMD02142, SCHMD02141, SCHMD00944
OG0005989	YEAST04850	SCHMD16692, SCHMD13968, SCHMD16691
OG0005991	YEAST06034	SCHMD29601
OG0005993	YEAST04496	SCHMD11427, SCHMD18715
OG0005995	YEAST01813	SCHMD29351, SCHMD08037
OG0005998	YEAST04034	SCHMD02380, SCHMD09950
OG0006001	YEAST02335	SCHMD09797, SCHMD09796
OG0006003	YEAST05889	SCHMD28801, SCHMD05202
OG0006005	YEAST05024	SCHMD22182, SCHMD08878
OG0006011	YEAST02553	SCHMD19974, SCHMD20066
OG0006031	YEAST00879	SCHMD16657
OG0006063	YEAST00475	SCHMD23310, SCHMD03030
OG0006064	YEAST03138	SCHMD10442
OG0006065	YEAST06018	SCHMD02636
OG0006069	YEAST00670	SCHMD21283, SCHMD11183, SCHMD05080
OG0006073	YEAST06328	SCHMD06388
OG0006074	YEAST00045	SCHMD10253
OG0006079	YEAST05794	SCHMD04495, SCHMD03358, SCHMD04497
OG0006084	YEAST02308	SCHMD04050
OG0006087	YEAST02260	SCHMD02837
OG0006095	YEAST03334	SCHMD01933
OG0006098	YEAST06192	SCHMD03761
OG0006104	YEAST03697	SCHMD02621
OG0006106	YEAST00295	SCHMD07924
OG0006113	YEAST06164	SCHMD19939, SCHMD12223
OG0006115	YEAST01346	SCHMD11076, SCHMD17247
OG0006116	YEAST05770	SCHMD23071, SCHMD20841
OG0006122	YEAST05199	SCHMD04954, SCHMD29174, SCHMD29768
OG0006127	YEAST04711	SCHMD21305
OG0006134	YEAST00416	SCHMD03678
OG0006136	YEAST05740	SCHMD24287, SCHMD09864
OG0006141	YEAST02626	SCHMD14525
OG0006144	YEAST04770	SCHMD00428, SCHMD04861
OG0006145	YEAST01394	SCHMD01605
OG0006147	YEAST05179	SCHMD22070
OG0006152	YEAST03796	SCHMD06866
OG0006155	YEAST04800	SCHMD16795, SCHMD26962
OG0006156	YEAST00437	SCHMD29805, SCHMD27333, SCHMD28193, SCHMD01937
OG0006159	YEAST06098	SCHMD16929, SCHMD22266
OG0006160	YEAST01548	SCHMD05454
OG0006168	YEAST01411	SCHMD15829, SCHMD10612, SCHMD12485
OG0006169	YEAST02933	SCHMD26206, SCHMD19096, SCHMD23567
OG0006177	YEAST01871, YEAST01295	SCHMD21293
OG0006180	YEAST00504	SCHMD14399, SCHMD04884
OG0006181	YEAST02419	SCHMD26424, SCHMD08051, SCHMD08084
OG0006185	YEAST05986	SCHMD16220, SCHMD19381
OG0006186	YEAST01010	SCHMD00394
OG0006188	YEAST05311	SCHMD05423
OG0006189	YEAST00844, YEAST06269	SCHMD01559
OG0006191	YEAST02336	SCHMD07313
OG0006192	YEAST06153	SCHMD08338, SCHMD08339
OG0006196	YEAST03954	SCHMD07677, SCHMD07676
OG0006199	YEAST06121	SCHMD04415, SCHMD04413
OG0006202	YEAST00362	SCHMD08868
OG0006204	YEAST02271	SCHMD16863
OG0006209	YEAST04555	SCHMD08326, SCHMD23138
OG0006216	YEAST01089	SCHMD09510
OG0006217	YEAST00809	SCHMD21927, SCHMD16840
OG0006224	YEAST02751, YEAST03048	SCHMD09262, SCHMD00470, SCHMD00469
OG0006225	YEAST04875	SCHMD06338
OG0006227	YEAST00128	SCHMD16189, SCHMD22872, SCHMD24494
OG0006229	YEAST00143	SCHMD17318, SCHMD23866
OG0006230	YEAST03869	SCHMD02493
OG0006233	YEAST04247	SCHMD06976, SCHMD06979, SCHMD25784, SCHMD06980
OG0006240	YEAST04649	SCHMD29814
OG0006245	YEAST05732	SCHMD05704
OG0006247	YEAST04977	SCHMD22174
OG0006249	YEAST00821	SCHMD14060, SCHMD13478, SCHMD08757
OG0006250	YEAST05424	SCHMD16390, SCHMD23921
OG0006258	YEAST05637	SCHMD05887
OG0006259	YEAST05672	SCHMD06837
OG0006260	YEAST04100	SCHMD09985, SCHMD17439
OG0006263	YEAST02521	SCHMD00121
OG0006269	YEAST03069	SCHMD04606, SCHMD04607
OG0006271	YEAST00375	SCHMD07857
OG0006275	YEAST06102	SCHMD29462, SCHMD24813, SCHMD16649
OG0006277	YEAST02811	SCHMD03246, SCHMD24774
OG0006279	YEAST04402	SCHMD04231
OG0006280	YEAST04541	SCHMD15524, SCHMD19210
OG0006281	YEAST04979	SCHMD02340
OG0006282	YEAST01445	SCHMD08230
OG0006283	YEAST00229	SCHMD29071, SCHMD06325
OG0006284	YEAST04213	SCHMD20607, SCHMD19598
OG0006289	YEAST06209	SCHMD08039
OG0006293	YEAST05380	SCHMD16297
OG0006294	YEAST04000	SCHMD15450, SCHMD16229
OG0006295	YEAST05360	SCHMD02966
OG0006306	YEAST00230	SCHMD12510, SCHMD15396
OG0006311	YEAST01145	SCHMD23312
OG0006313	YEAST02392	SCHMD09169
OG0006315	YEAST00489	SCHMD05407, SCHMD29837
OG0006319	YEAST01135	SCHMD10541, SCHMD13166
OG0006322	YEAST00815	SCHMD10221
OG0006329	YEAST01245	SCHMD03462, SCHMD08342
OG0006332	YEAST06042	SCHMD14581
OG0006334	YEAST00864	SCHMD05752, SCHMD05753
OG0006335	YEAST02588	SCHMD11650, SCHMD08469
OG0006340	YEAST00922, YEAST05387	SCHMD19432
OG0006341	YEAST01452	SCHMD05125
OG0006344	YEAST01465	SCHMD21084, SCHMD09358
OG0006347	YEAST03436	SCHMD07723
OG0006349	YEAST05233	SCHMD05182
OG0006350	YEAST00452	SCHMD09296
OG0006357	YEAST02650	SCHMD03473
OG0006360	YEAST01556	SCHMD08060
OG0006362	YEAST05722	SCHMD03337
OG0006370	YEAST02350	SCHMD28920
OG0006372	YEAST05423	SCHMD07447
OG0006375	YEAST05198	SCHMD00652
OG0006377	YEAST04974	SCHMD10116
OG0006378	YEAST01924	SCHMD10668, SCHMD11255
OG0006381	YEAST01058	SCHMD24227, SCHMD16114
OG0006387	YEAST05324	SCHMD14692
OG0006392	YEAST01246	SCHMD15116, SCHMD12579
OG0006395	YEAST03605	SCHMD08199
OG0006416	YEAST00023	SCHMD03354
OG0006448	YEAST00505, YEAST04285	SCHMD18654
OG0006449	YEAST02458	SCHMD06362
OG0006456	YEAST06224	SCHMD11711, SCHMD17298, SCHMD12535
OG0006459	YEAST00972, YEAST00245	SCHMD21368, SCHMD10905
OG0006461	YEAST05346	SCHMD19693, SCHMD11861
OG0006462	YEAST01838	SCHMD07729
OG0006464	YEAST05965	SCHMD12787, SCHMD19777
OG0006465	YEAST01875	SCHMD28077, SCHMD07507
OG0006467	YEAST02272	SCHMD04209
OG0006470	YEAST01306	SCHMD16861, SCHMD16860
OG0006474	YEAST03988	SCHMD03155, SCHMD23229, SCHMD24070
OG0006475	YEAST06223, YEAST00349	SCHMD12763
OG0006476	YEAST00315	SCHMD29103, SCHMD25388
OG0006479	YEAST05669	SCHMD20030
OG0006481	YEAST06165	SCHMD02855
OG0006488	YEAST02614	SCHMD29514, SCHMD21588
OG0006503	YEAST06053	SCHMD07908
OG0006504	YEAST02866	SCHMD04702, SCHMD29580
OG0006507	YEAST02914	SCHMD22063
OG0006509	YEAST02252	SCHMD13705
OG0006511	YEAST01899	SCHMD03048
OG0006512	YEAST04169	SCHMD12217, SCHMD11205
OG0006514	YEAST05820	SCHMD08264
OG0006515	YEAST03195	SCHMD03249
OG0006520	YEAST05914	SCHMD00155
OG0006523	YEAST04170	SCHMD12246, SCHMD13301
OG0006528	YEAST02276	SCHMD09670
OG0006532	YEAST05019	SCHMD27245
OG0006533	YEAST00790	SCHMD18626, SCHMD14559, SCHMD18625
OG0006536	YEAST05130	SCHMD28548
OG0006538	YEAST02168	SCHMD09434
OG0006543	YEAST03219	SCHMD05909
OG0006544	YEAST06160	SCHMD05488
OG0006550	YEAST05541	SCHMD05608
OG0006552	YEAST02016	SCHMD16090
OG0006553	YEAST05825	SCHMD03817
OG0006554	YEAST04136	SCHMD10460, SCHMD23338, SCHMD12851, SCHMD13974
OG0006561	YEAST00874	SCHMD07629
OG0006564	YEAST05934	SCHMD15011
OG0006571	YEAST00795	SCHMD00180, SCHMD27487
OG0006574	YEAST06163	SCHMD18201
OG0006594	YEAST00464	SCHMD00507
OG0006595	YEAST05577	SCHMD08252
OG0006596	YEAST03312	SCHMD05657
OG0006597	YEAST01876	SCHMD04098
OG0006598	YEAST02580	SCHMD23134
OG0006603	YEAST05721	SCHMD13311, SCHMD24906
OG0006604	YEAST01597	SCHMD12610
OG0006607	YEAST05258	SCHMD00025
OG0006610	YEAST04593	SCHMD10412
OG0006615	YEAST02695	SCHMD02189
OG0006619	YEAST03691	SCHMD14686
OG0006622	YEAST04382	SCHMD16418, SCHMD16456
OG0006630	YEAST05584	SCHMD02436
OG0006631	YEAST01419, YEAST04493	SCHMD24627, SCHMD24745
OG0006633	YEAST05580	SCHMD06460
OG0006636	YEAST06190	SCHMD09363
OG0006637	YEAST06011	SCHMD17064, SCHMD26047
OG0006651	YEAST03308	SCHMD07289, SCHMD06082
OG0006655	YEAST04609	SCHMD00645
OG0006658	YEAST03323	SCHMD07703, SCHMD19832
OG0006662	YEAST02707	SCHMD11088, SCHMD02344
OG0006663	YEAST04538	SCHMD05461
OG0006664	YEAST04769	SCHMD29653, SCHMD01212
OG0006667	YEAST03011	SCHMD02023
OG0006668	YEAST00040	SCHMD00035
OG0006669	YEAST05379	SCHMD15456
OG0006678	YEAST03428	SCHMD02351
OG0006688	YEAST02298	SCHMD02782
OG0006690	YEAST00986	SCHMD02600
OG0006691	YEAST06141	SCHMD14621
OG0006692	YEAST04243	SCHMD15336
OG0006694	YEAST04074	SCHMD05629
OG0006703	YEAST04919	SCHMD00739
OG0006704	YEAST02241	SCHMD28226
OG0006706	YEAST01312	SCHMD12854
OG0006707	YEAST04448	SCHMD19389
OG0006712	YEAST01297	SCHMD13757
OG0006717	YEAST03273, YEAST00511	SCHMD09869
OG0006722	YEAST05928	SCHMD18971, SCHMD24284
OG0006725	YEAST05141	SCHMD15226, SCHMD29785
OG0006726	YEAST01310	SCHMD22403
OG0006728	YEAST01819	SCHMD09693
OG0006730	YEAST06066	SCHMD15242
OG0006736	YEAST03708, YEAST02845	SCHMD17556, SCHMD11091
OG0006741	YEAST00908	SCHMD21104, SCHMD16448, SCHMD23684, SCHMD14241, SCHMD07000
OG0006752	YEAST01605	SCHMD12442
OG0006753	YEAST06210	SCHMD08285
OG0006754	YEAST05223, YEAST00660	SCHMD13342
OG0006755	YEAST03743	SCHMD10228
OG0006757	YEAST02585	SCHMD08426
OG0006758	YEAST00132	SCHMD05008, SCHMD10024
OG0006766	YEAST01711	SCHMD07248
OG0006769	YEAST04955	SCHMD02572
OG0006772	YEAST05602	SCHMD01476
OG0006776	YEAST02455	SCHMD10792
OG0006777	YEAST05242	SCHMD08214
OG0006826	YEAST03748	SCHMD05426
OG0006830	YEAST02320	SCHMD01740
OG0006838	YEAST01244	SCHMD01402
OG0006843	YEAST03855	SCHMD10166
OG0006846	YEAST04146	SCHMD24471
OG0006853	YEAST03500	SCHMD21179
OG0006860	YEAST03798	SCHMD14888, SCHMD01768
OG0006867	YEAST03341	SCHMD19722
OG0006874	YEAST03449	SCHMD00242
OG0006876	YEAST00384	SCHMD01180
OG0006881	YEAST01049	SCHMD13107
OG0006887	YEAST01983	SCHMD02004
OG0006888	YEAST00485	SCHMD16363
OG0006890	YEAST02034	SCHMD09977, SCHMD20846
OG0006891	YEAST00187	SCHMD16311
OG0006892	YEAST04820	SCHMD06736, SCHMD03941
OG0006894	YEAST01360	SCHMD08244
OG0006897	YEAST00856	SCHMD14554
OG0006901	YEAST05480	SCHMD00150
OG0006906	YEAST00746	SCHMD01345
OG0006918	YEAST05610	SCHMD02128
OG0006920	YEAST02490	SCHMD07640
OG0006924	YEAST04308	SCHMD07270
OG0006927	YEAST00921	SCHMD05483
OG0006934	YEAST02053	SCHMD02940
OG0006937	YEAST05537	SCHMD07394
OG0006938	YEAST02536	SCHMD13105
OG0006939	YEAST01033	SCHMD19736, SCHMD17847
OG0006942	YEAST00190	SCHMD05106
OG0006949	YEAST00975, YEAST00256	SCHMD04433
OG0006952	YEAST02831	SCHMD00571
OG0006959	YEAST01865	SCHMD14675, SCHMD12735
OG0006964	YEAST05995	SCHMD05582, SCHMD05580
OG0006966	YEAST02544	SCHMD02743, SCHMD17179
OG0006967	YEAST06235	SCHMD06876
OG0006968	YEAST03972	SCHMD05919, SCHMD05918
OG0006973	YEAST03793	SCHMD01554
OG0006975	YEAST02322	SCHMD29017
OG0006977	YEAST06248	SCHMD21617, SCHMD19289
OG0006980	YEAST02173	SCHMD03927
OG0006985	YEAST03215	SCHMD00305, SCHMD22026
OG0006989	YEAST04914	SCHMD08387
OG0006991	YEAST05066	SCHMD09527
OG0006995	YEAST06048	SCHMD08290, SCHMD08291
OG0006998	YEAST02509	SCHMD12467
OG0006999	YEAST03874	SCHMD09727, SCHMD09154
OG0007003	YEAST01840	SCHMD03229
OG0007005	YEAST03907	SCHMD03780
OG0007009	YEAST05645	SCHMD28218, SCHMD00500
OG0007012	YEAST05361	SCHMD16864
OG0007013	YEAST05971	SCHMD20292, SCHMD25075
OG0007015	YEAST03053	SCHMD09946
OG0007020	YEAST00663	SCHMD10791, SCHMD11928, SCHMD29169
OG0007024	YEAST01864	SCHMD18147
OG0007028	YEAST06312	SCHMD16323
OG0007030	YEAST05712	SCHMD11171
OG0007033	YEAST04002	SCHMD17177, SCHMD07596
OG0007043	YEAST02072, YEAST01064	SCHMD05387
OG0007045	YEAST01113	SCHMD01524
OG0007046	YEAST04826	SCHMD16357, SCHMD12630
OG0007049	YEAST05930	SCHMD09136, SCHMD15529
OG0007050	YEAST05668	SCHMD12036
OG0007053	YEAST05898	SCHMD05149
OG0007055	YEAST02593	SCHMD11222
OG0007057	YEAST05673	SCHMD19149, SCHMD23584, SCHMD21225, SCHMD10094, SCHMD17575
OG0007061	YEAST03247	SCHMD27956, SCHMD08961
OG0007063	YEAST04650	SCHMD04487
OG0007065	YEAST01111	SCHMD08144
OG0007071	YEAST02162	SCHMD18666
OG0007073	YEAST03946	SCHMD06841
OG0007084	YEAST05527	SCHMD10181, SCHMD10179
OG0007089	YEAST04132	SCHMD15126, SCHMD29573
OG0007092	YEAST01811	SCHMD04952
OG0007093	YEAST01923	SCHMD00633
OG0007095	YEAST02581	SCHMD28386
OG0007097	YEAST01699	SCHMD00498
OG0007098	YEAST03783	SCHMD12814
OG0007106	YEAST00202	SCHMD14679
OG0007112	YEAST05597	SCHMD09113
OG0007114	YEAST03493	SCHMD05373
OG0007118	YEAST01120	SCHMD01480
OG0007119	YEAST05459	SCHMD02099
OG0007124	YEAST04818	SCHMD20734
OG0007130	YEAST05158	SCHMD02010
OG0007137	YEAST00797	SCHMD09299, SCHMD09300
OG0007139	YEAST05259	SCHMD08033
OG0007143	YEAST02636	SCHMD11402, SCHMD13435
OG0007144	YEAST04135	SCHMD09084, SCHMD13536
OG0007154	YEAST01439	SCHMD03260
OG0007164	YEAST05557	SCHMD21149
OG0007165	YEAST04228, YEAST02514	SCHMD00948
OG0007166	YEAST05384	SCHMD23433, SCHMD23432
OG0007184	YEAST01512	SCHMD06567
OG0007186	YEAST00761	SCHMD00266
OG0007192	YEAST00860	SCHMD00342, SCHMD29478
OG0007202	YEAST03071	SCHMD29739
OG0007202	YEAST01550, YEAST03891	SCHMD29738
OG0007249	YEAST00344	SCHMD29538, SCHMD25341, SCHMD09627
OG0007254	YEAST00328	SCHMD29104
OG0007258	YEAST02867	SCHMD01759
OG0007264	YEAST04093	SCHMD06288
OG0007269	YEAST04522	SCHMD04821
OG0007274	YEAST04165, YEAST05634	SCHMD10184
OG0007276	YEAST02974	SCHMD17239
OG0007276	YEAST02007	SCHMD01128
OG0007279	YEAST02363	SCHMD14169, SCHMD22097
OG0007282	YEAST04912	SCHMD08071
OG0007288	YEAST02949	SCHMD11562
OG0007307	YEAST05606	SCHMD24523
OG0007317	YEAST04084	SCHMD05271
OG0007321	YEAST05016	SCHMD14656
OG0007325	YEAST03249	SCHMD13424
OG0007330	YEAST00633	SCHMD01349
OG0007332	YEAST02451	SCHMD29643
OG0007335	YEAST06084	SCHMD00787
OG0007341	YEAST00183	SCHMD01365
OG0007342	YEAST03859	SCHMD12266
OG0007343	YEAST00383	SCHMD12161
OG0007347	YEAST02066	SCHMD06807
OG0007349	YEAST01492	SCHMD22105
OG0007354	YEAST03378	SCHMD09176
OG0007361	YEAST02394	SCHMD02642
OG0007363	YEAST05519	SCHMD02234
OG0007364	YEAST01959	SCHMD28442
OG0007367	YEAST01013	SCHMD09749
OG0007380	YEAST00785, YEAST00666	SCHMD16057
OG0007382	YEAST01108	SCHMD06011
OG0007387	YEAST06326	SCHMD01904, SCHMD01903
OG0007393	YEAST01116	SCHMD29705, SCHMD00157
OG0007395	YEAST00603	SCHMD09491
OG0007397	YEAST03512	SCHMD03095
OG0007399	YEAST02279	SCHMD13118, SCHMD13117
OG0007401	YEAST03451	SCHMD06026
OG0007408	YEAST03401	SCHMD03954
OG0007412	YEAST04822	SCHMD14910, SCHMD20394
OG0007414	YEAST01970	SCHMD03104, SCHMD03103
OG0007415	YEAST01948	SCHMD29702, SCHMD13340
OG0007417	YEAST04175	SCHMD04581
OG0007419	YEAST02667	SCHMD12003, SCHMD14523
OG0007421	YEAST00762	SCHMD09236
OG0007425	YEAST06135	SCHMD18256
OG0007431	YEAST00610	SCHMD02074
OG0007439	YEAST01063	SCHMD01098
OG0007442	YEAST03687	SCHMD10535
OG0007446	YEAST04647	SCHMD06891
OG0007454	YEAST01359	SCHMD02249
OG0007456	YEAST00931	SCHMD11658
OG0007458	YEAST02196	SCHMD11828
OG0007460	YEAST04891	SCHMD07322
OG0007463	YEAST00394	SCHMD17150, SCHMD29377
OG0007473	YEAST03408	SCHMD18788, SCHMD20111
OG0007478	YEAST02470	SCHMD08638, SCHMD14462
OG0007482	YEAST05783	SCHMD16972, SCHMD28646
OG0007483	YEAST01187	SCHMD12708, SCHMD14284, SCHMD23530
OG0007488	YEAST04193	SCHMD04017, SCHMD01795, SCHMD10540
OG0007491	YEAST05032	SCHMD17539, SCHMD13726
OG0007495	YEAST04536	SCHMD07307, SCHMD18914
OG0007498	YEAST00593	SCHMD13903
OG0007499	YEAST03994	SCHMD02341
OG0007508	YEAST05759	SCHMD07064, SCHMD26310, SCHMD21007
OG0007509	YEAST03229	SCHMD00947
OG0007519	YEAST04589	SCHMD00238
OG0007528	YEAST02438	SCHMD08263
OG0007531	YEAST05725	SCHMD07206
OG0007591	YEAST02623	SCHMD19104
OG0007597	YEAST05244	SCHMD00061
OG0007615	YEAST05127	SCHMD10027
OG0007619	YEAST04342	SCHMD02768
OG0007624	YEAST03901	SCHMD15354
OG0007645	YEAST05586	SCHMD00727
OG0007646	YEAST05572	SCHMD05492
OG0007656	YEAST02935	SCHMD00482
OG0007657	YEAST01213	SCHMD16543
OG0007663	YEAST01133	SCHMD11554
OG0007673	YEAST04892	SCHMD08768
OG0007676	YEAST01965	SCHMD08823
OG0007690	YEAST00054	SCHMD21197
OG0007698	YEAST04526	SCHMD08531
OG0007701	YEAST04394	SCHMD12704, SCHMD12705
OG0007712	YEAST02916	SCHMD04858
OG0007722	YEAST06130	SCHMD27869, SCHMD06810
OG0007727	YEAST01129	SCHMD02748
OG0007739	YEAST04408	SCHMD24121
OG0007744	YEAST04303	SCHMD01094
OG0007749	YEAST02144	SCHMD22281
OG0007751	YEAST03046	SCHMD08536
OG0007754	YEAST03550	SCHMD22646
OG0007767	YEAST03177	SCHMD08815
OG0007772	YEAST05211	SCHMD02978
OG0007773	YEAST05609	SCHMD09375
