Orthogroup	YEAST	APOSC_ok
OG0008348	YEAST03383	APOSC_04923
OG0008351	YEAST01276	APOSC_03421
OG0008401	YEAST02115	APOSC_11241
OG0008403	YEAST01318	APOSC_22193
OG0008404	YEAST02842	APOSC_06705
OG0008416	YEAST05168	APOSC_28432
OG0008432	YEAST01317	APOSC_02179
OG0008524	YEAST02216	APOSC_11614
OG0008533	YEAST00770	APOSC_14916
OG0008540	YEAST02219	APOSC_01144
OG0008546	YEAST03499	APOSC_03316
OG0008582	YEAST04883	APOSC_25269
OG0008602	YEAST04166	APOSC_02048, APOSC_02047
OG0008620	YEAST00843	APOSC_16989
OG0008626	YEAST03306	APOSC_24115
OG0008645	YEAST05803	APOSC_25362
OG0008654	YEAST03590	APOSC_18239
OG0008664	YEAST05851	APOSC_23510
OG0008677	YEAST03567	APOSC_06945
OG0008680	YEAST02511	APOSC_01148
OG0008681	YEAST04884	APOSC_16889
OG0008685	YEAST00164	APOSC_02453
OG0008689	YEAST05237	APOSC_09418
OG0008789	YEAST05903	APOSC_10786
OG0008794	YEAST01976, YEAST00168, YEAST00957	APOSC_18114
OG0008799	YEAST03377	APOSC_15675
OG0008816	YEAST01954	APOSC_22805
OG0008818	YEAST00271	APOSC_03186
OG0008823	YEAST03936	APOSC_01637
OG0008824	YEAST01698	APOSC_02746
OG0008861	YEAST04983	APOSC_25323
OG0008872	YEAST03799	APOSC_16181
OG0008879	YEAST05579	APOSC_19737
OG0008887	YEAST00387	APOSC_26570, APOSC_26568, APOSC_26569
OG0008933	YEAST01777, YEAST01780	APOSC_17403
OG0008943	YEAST01762, YEAST01758, YEAST01763, YEAST01764	APOSC_00807
OG0008946	YEAST00403	APOSC_04678
OG0009066	YEAST04511	APOSC_22563
OG0009099	YEAST05709	APOSC_04896, APOSC_04489
OG0009105	YEAST02501	APOSC_17534
OG0009118	YEAST03618	APOSC_03917
OG0009166	YEAST03055	APOSC_21313
OG0009182	YEAST03621	APOSC_09270
OG0009311	YEAST00623	APOSC_20207
OG0009315	YEAST04722	APOSC_01539
OG0009344	YEAST03868	APOSC_13183
OG0009361	YEAST02727	APOSC_20215, APOSC_20214
OG0009394	YEAST04927	APOSC_26780, APOSC_25392
OG0009396	YEAST03896	APOSC_18378
OG0009451	YEAST05755, YEAST04763	APOSC_16487, APOSC_21421
OG0009614	YEAST00622	APOSC_11941, APOSC_11942
OG0009630	YEAST02852	APOSC_05649
OG0009651	YEAST04775	APOSC_06159
OG0009654	YEAST04221	APOSC_02942
OG0009676	YEAST05959	APOSC_16812
OG0009892	YEAST01082	APOSC_13718
OG0009920	YEAST05355	APOSC_08612
OG0009926	YEAST03054	APOSC_11418
OG0009994	YEAST06045	APOSC_27704
OG0010139	YEAST01045	APOSC_01697
OG0010229	YEAST00880, YEAST04666, YEAST04383	APOSC_12653
OG0010271	YEAST03656	APOSC_04568
OG0010284	YEAST01922	APOSC_23485
OG0010481	YEAST01854	APOSC_13114
OG0010491	YEAST04603	APOSC_28436
OG0010643	YEAST00800	APOSC_25905, APOSC_25906
OG0010841	YEAST05695	APOSC_03046
OG0010858	YEAST04030, YEAST05272	APOSC_15270
OG0010930	YEAST02641	APOSC_25277
OG0010980	YEAST00370	APOSC_08241, APOSC_08240, APOSC_08242
OG0011003	YEAST03808	APOSC_25293
OG0011004	YEAST05869	APOSC_26703
OG0011258	YEAST02930	APOSC_11116
OG0011334	YEAST01779	APOSC_09153, APOSC_03979
OG0011371	YEAST01766	APOSC_27922, APOSC_27013
OG0011375	YEAST03348	APOSC_28328
OG0011734	YEAST04911	APOSC_21468
OG0011737	YEAST00219	APOSC_08170
OG0011806	YEAST04598, YEAST05369, YEAST04837, YEAST00374	APOSC_04179
OG0012188	YEAST02442	APOSC_05162
OG0012364	YEAST01364	APOSC_25543
OG0013796	YEAST05401	APOSC_10010
OG0015999	YEAST05348, YEAST04920	APOSC_20296
OG0016027	YEAST00487, YEAST01001	APOSC_26127
OG0017605	YEAST01334, YEAST02966	APOSC_16614
OG0017617	YEAST05589	APOSC_17929
OG0019668	YEAST00192, YEAST00382	APOSC_06432
OG0019905	YEAST04888	APOSC_20259
OG0019907	YEAST03365, YEAST01816	APOSC_20358
OG0019963	YEAST00291	APOSC_24807
OG0022636	YEAST03333	APOSC_04450
OG0022690	YEAST03637	APOSC_07288
OG0027716	YEAST05093, YEAST05571	APOSC_13543
OG0028134	YEAST04577	APOSC_26792
OG0035655	YEAST02479	APOSC_10065
