Orthogroup	BRAFL	HUMAN
OG0000093	bflo_08402, bflo_20451	HUMAN25814, HUMAN25815
OG0000093	bflo_26066, bflo_22106, bflo_08411, bflo_26076	HUMAN26490, HUMAN26491, HUMAN20914
OG0000094	bflo_11484	HUMAN02204, HUMAN29518, HUMAN14811
OG0000096	bflo_21246, bflo_21213	HUMAN30343, HUMAN07778, HUMAN21683
OG0000096	bflo_11038	HUMAN01418, HUMAN23507, HUMAN06774
OG0000096	bflo_17838	HUMAN06336, HUMAN27289
OG0000096	bflo_24085, bflo_09131	HUMAN06142, HUMAN01455, HUMAN03867, HUMAN06143, HUMAN03866
OG0000096	bflo_03032	HUMAN04200, HUMAN04201, HUMAN16028
OG0000096	bflo_18893	HUMAN21561
OG0000098	bflo_26530, bflo_24865	HUMAN15990, HUMAN03957, HUMAN18424, HUMAN19602
OG0000098	bflo_05564	HUMAN28791, HUMAN09489, HUMAN28772, HUMAN28773, HUMAN09201, HUMAN28771
OG0000099	bflo_14861, bflo_14862	HUMAN22987, HUMAN30307, HUMAN05422, HUMAN24115
OG0000099	bflo_17705	HUMAN15639, HUMAN15638, HUMAN05635
OG0000099	bflo_18245	HUMAN25408, HUMAN00740, HUMAN19390
OG0000101	bflo_10195	HUMAN11236, HUMAN11477, HUMAN11479, HUMAN11478
OG0000101	bflo_18450	HUMAN22036, HUMAN22037
OG0000101	bflo_07765, bflo_07393, bflo_18261, bflo_09088, bflo_24291, bflo_00022, bflo_08232, bflo_08101, bflo_08348, bflo_06024, bflo_18190, bflo_18188	HUMAN06575, HUMAN06643, HUMAN06644, HUMAN06642, HUMAN17830
OG0000102	bflo_26889, bflo_08442, bflo_08423, bflo_08476	HUMAN08946, HUMAN02473
OG0000102	bflo_05363, bflo_05367, bflo_05364, bflo_05378, bflo_05369, bflo_05365, bflo_04323	HUMAN29446, HUMAN29103
OG0000103	bflo_00032, bflo_11180, bflo_11085, bflo_11875, bflo_11184, bflo_11179, bflo_11874, bflo_25842, bflo_00020, bflo_18284, bflo_20618, bflo_18283, bflo_17924, bflo_17758, bflo_00063, bflo_17754, bflo_17756, bflo_17751, bflo_17755, bflo_17752, bflo_00064, bflo_17757, bflo_17750, bflo_17749, bflo_23149	HUMAN12034, HUMAN12033, HUMAN12032, HUMAN12035, HUMAN12031, HUMAN12036, HUMAN08164, HUMAN08165, HUMAN21265, HUMAN18888
OG0000103	bflo_23791	HUMAN16070, HUMAN12012, HUMAN10579, HUMAN20080
OG0000104	bflo_11828, bflo_20119	HUMAN05724, HUMAN19523
OG0000104	bflo_00906	HUMAN26011, HUMAN26009, HUMAN26010, HUMAN21916, HUMAN21915, HUMAN12742
OG0000104	bflo_09275	HUMAN05721, HUMAN19524, HUMAN05723, HUMAN05722
OG0000104	bflo_06949	HUMAN19373
OG0000104	bflo_11475	HUMAN02405, HUMAN02404, HUMAN06960, HUMAN29799
OG0000106	bflo_13906, bflo_13902, bflo_13905	HUMAN11182, HUMAN29629, HUMAN29628, HUMAN11556, HUMAN27976, HUMAN27977, HUMAN27979, HUMAN27978
OG0000106	bflo_13959	HUMAN27844
OG0000106	bflo_21022, bflo_22434, bflo_24648, bflo_24024, bflo_24023	HUMAN01589, HUMAN09602
OG0000107	bflo_01852, bflo_21611	HUMAN24668
OG0000107	bflo_26398, bflo_23217, bflo_23247, bflo_21610, bflo_20401, bflo_23244	HUMAN24662
OG0000107	bflo_12094	HUMAN01570
OG0000107	bflo_23246	HUMAN01575, HUMAN24611
OG0000107	bflo_03338	HUMAN24633
OG0000107	bflo_03337	HUMAN24628, HUMAN24622
OG0000107	bflo_23249, bflo_23248	HUMAN24627
OG0000108	bflo_21663	HUMAN12801, HUMAN02912, HUMAN06356, HUMAN17551
OG0000110	bflo_00375	HUMAN07521, HUMAN12253, HUMAN12252
OG0000111	bflo_20710, bflo_08602, bflo_05768	HUMAN10226, HUMAN20105, HUMAN13252
OG0000111	bflo_25968, bflo_26203, bflo_01089, bflo_06150, bflo_06575, bflo_18443, bflo_07865, bflo_25866, bflo_23409	HUMAN08327, HUMAN18760
OG0000111	bflo_13544, bflo_21580, bflo_07025, bflo_01278	HUMAN30250
OG0000111	bflo_13984	HUMAN19322, HUMAN27802, HUMAN27801, HUMAN00609, HUMAN25761, HUMAN25760, HUMAN27800, HUMAN19324
OG0000113	bflo_25033, bflo_24791, bflo_00623, bflo_03827, bflo_03944, bflo_03952, bflo_03218, bflo_03217, bflo_01136, bflo_03958, bflo_03967	HUMAN00919
OG0000114	bflo_16447, bflo_20688, bflo_23618, bflo_04836, bflo_00471, bflo_24385, bflo_07559	HUMAN22220, HUMAN22219, HUMAN00197, HUMAN00198, HUMAN00199
OG0000115	bflo_09470	HUMAN20341
OG0000116	bflo_20127, bflo_20129, bflo_18429, bflo_17359, bflo_03403	HUMAN01486
OG0000116	bflo_05410, bflo_25141	HUMAN18678
OG0000117	bflo_24733, bflo_23957	HUMAN01029
OG0000117	bflo_23504	HUMAN14532
OG0000117	bflo_27532	HUMAN14531
OG0000119	bflo_07858, bflo_19358, bflo_19300	HUMAN17875, HUMAN06568, HUMAN12949
OG0000119	bflo_19582, bflo_19602, bflo_19603, bflo_19479	HUMAN17960, HUMAN06534, HUMAN02909, HUMAN12779
OG0000119	bflo_18609	HUMAN17940, HUMAN20669
OG0000119	bflo_19352	HUMAN06569
OG0000120	bflo_12078	HUMAN26557
OG0000121	bflo_07529, bflo_11325, bflo_07518	HUMAN23092, HUMAN03659
OG0000121	bflo_19620, bflo_26028, bflo_24509	HUMAN14877
OG0000121	bflo_25107, bflo_02806	HUMAN18067
OG0000122	bflo_02060, bflo_02098, bflo_02745	HUMAN12772, HUMAN27264, HUMAN18288
OG0000123	bflo_10706	HUMAN22221, HUMAN24254
OG0000123	bflo_09726	HUMAN03664, HUMAN27696, HUMAN24043
OG0000123	bflo_10752	HUMAN24040, HUMAN24041
OG0000123	bflo_10627	HUMAN24256
OG0000124	bflo_12150, bflo_12152, bflo_22917	HUMAN13586, HUMAN25969, HUMAN20106
OG0000124	bflo_24557	HUMAN00442, HUMAN00443
OG0000124	bflo_01845	HUMAN08498, HUMAN16926
OG0000124	bflo_10478	HUMAN09305, HUMAN02618
OG0000125	bflo_02406	HUMAN12557, HUMAN20597
OG0000125	bflo_02146	HUMAN20601, HUMAN20600, HUMAN12568, HUMAN12567, HUMAN12566, HUMAN06479, HUMAN06480
OG0000125	bflo_02145	HUMAN20598, HUMAN20599, HUMAN12556
OG0000125	bflo_04110	HUMAN04438, HUMAN04439, HUMAN16073
OG0000126	bflo_09507	HUMAN22375, HUMAN24176, HUMAN09168
OG0000126	bflo_21252	HUMAN07866, HUMAN30407, HUMAN21845
OG0000126	bflo_14089	HUMAN07493, HUMAN22359
OG0000126	bflo_04718	HUMAN14005, HUMAN14232, HUMAN14231, HUMAN01769, HUMAN01768, HUMAN09480
OG0000127	bflo_07113, bflo_07092	HUMAN11945
OG0000127	bflo_21614	HUMAN07859, HUMAN30409, HUMAN21844
OG0000127	bflo_21827	HUMAN21549, HUMAN07766
OG0000127	bflo_05798	HUMAN24572, HUMAN16589, HUMAN18562
OG0000127	bflo_06367	HUMAN27422, HUMAN19318
OG0000127	bflo_23284	HUMAN20144, HUMAN20145, HUMAN13245
OG0000128	bflo_05801, bflo_04928, bflo_06174, bflo_04919, bflo_08083	HUMAN04854, HUMAN04855
OG0000128	bflo_11997, bflo_11531, bflo_11996, bflo_11513, bflo_13695, bflo_14518, bflo_14769, bflo_20024	HUMAN04482, HUMAN05330, HUMAN05329
OG0000129	bflo_10761, bflo_09267, bflo_24123, bflo_24146	HUMAN02545, HUMAN04877, HUMAN25129, HUMAN02543, HUMAN15464, HUMAN02634, HUMAN09344
OG0000129	bflo_21811	HUMAN05233, HUMAN30228
OG0000129	bflo_16345, bflo_20193	HUMAN18494, HUMAN18495
OG0000130	bflo_04953	HUMAN22786
OG0000130	bflo_13796, bflo_14046	HUMAN25167
OG0000130	bflo_24424	HUMAN26940, HUMAN21484
OG0000130	bflo_08589, bflo_24777	HUMAN03377
OG0000131	bflo_09427	HUMAN19899
OG0000131	bflo_01839, bflo_16008, bflo_14604, bflo_00845, bflo_18988, bflo_19783, bflo_18990, bflo_01846, bflo_05434	HUMAN18503, HUMAN18504
OG0000132	bflo_17456, bflo_25589, bflo_26376, bflo_25953, bflo_25590, bflo_25949, bflo_26371, bflo_26369, bflo_26372, bflo_00097, bflo_26373, bflo_26370, bflo_01753, bflo_26374, bflo_03326, bflo_03327, bflo_20394, bflo_21602, bflo_21603, bflo_03325, bflo_23200, bflo_23203, bflo_23205, bflo_23199, bflo_23202	HUMAN24615, HUMAN24626, HUMAN24666, HUMAN24609, HUMAN24612, HUMAN24601
OG0000132	bflo_23438	HUMAN20126
OG0000133	bflo_10152, bflo_17277, bflo_17275, bflo_09185	HUMAN27246, HUMAN27250, HUMAN27247, HUMAN27249, HUMAN27245, HUMAN27244, HUMAN27243
OG0000136	bflo_19890, bflo_20037	HUMAN24844, HUMAN03600
OG0000137	bflo_09259, bflo_06365	HUMAN28180, HUMAN25590, HUMAN25594
OG0000137	bflo_20235, bflo_02070, bflo_04279	HUMAN23088
OG0000137	bflo_15519, bflo_14495, bflo_03009, bflo_18504, bflo_17184, bflo_22195	HUMAN13481
OG0000137	bflo_17627, bflo_17554, bflo_17629, bflo_17769	HUMAN25150, HUMAN25149
OG0000140	bflo_04461, bflo_21244	HUMAN27223
OG0000140	bflo_09517, bflo_10153, bflo_16753, bflo_16477, bflo_16752	HUMAN03912, HUMAN03911, HUMAN03907, HUMAN06859, HUMAN04225
OG0000141	bflo_09702	HUMAN22385, HUMAN08585
OG0000141	bflo_21882, bflo_22082	HUMAN22634, HUMAN07824
OG0000141	bflo_12983	HUMAN27964, HUMAN30567
OG0000145	bflo_15644	HUMAN15368
OG0000145	bflo_16082	HUMAN16162
OG0000145	bflo_15666	HUMAN15367
OG0000147	bflo_24794	HUMAN18499, HUMAN00218
OG0000147	bflo_01706	HUMAN24559, HUMAN27635
OG0000147	bflo_26820, bflo_06307	HUMAN02299
OG0000147	bflo_09430	HUMAN18714, HUMAN18712
OG0000148	bflo_10991	HUMAN30520, HUMAN20407, HUMAN26826, HUMAN02390, HUMAN02389
OG0000148	bflo_17467, bflo_17466	HUMAN20409, HUMAN21158, HUMAN20413, HUMAN20412, HUMAN05377, HUMAN02391, HUMAN06229
OG0000148	bflo_17681	HUMAN06230
OG0000149	bflo_07000	HUMAN23614, HUMAN23616, HUMAN23619
OG0000149	bflo_07018, bflo_07764, bflo_07398, bflo_13976, bflo_13431, bflo_02277, bflo_07407	HUMAN10034, HUMAN23690
OG0000149	bflo_07834	HUMAN22790
OG0000151	bflo_05140, bflo_15697	HUMAN14595, HUMAN29381, HUMAN29382, HUMAN24889, HUMAN01320
OG0000151	bflo_26440	HUMAN26562, HUMAN12958, HUMAN06281, HUMAN17972, HUMAN17973
OG0000151	bflo_16242	HUMAN01219
OG0000153	bflo_23557, bflo_27434, bflo_23551, bflo_23539, bflo_23534, bflo_23538, bflo_23537, bflo_01258, bflo_01163, bflo_09367, bflo_13023, bflo_13025, bflo_00490, bflo_16226, bflo_12855, bflo_23625, bflo_15693, bflo_19734, bflo_15699, bflo_25967, bflo_26005, bflo_26123, bflo_27514, bflo_13548, bflo_13549	HUMAN26709, HUMAN15537
OG0000154	bflo_17422	HUMAN19436
OG0000155	bflo_01192, bflo_04063, bflo_00310	HUMAN00775
OG0000157	bflo_10928, bflo_12452	HUMAN20935, HUMAN26485, HUMAN01368
OG0000157	bflo_13284	HUMAN11058, HUMAN11059
OG0000158	bflo_05936	HUMAN19321, HUMAN25759, HUMAN27804
OG0000159	bflo_01737	HUMAN27903
OG0000159	bflo_18341	HUMAN25418
OG0000159	bflo_18486	HUMAN29307
OG0000159	bflo_10462, bflo_08858	HUMAN04389, HUMAN23217, HUMAN11668
OG0000160	bflo_01705	HUMAN18884, HUMAN18883
OG0000160	bflo_19837, bflo_19835, bflo_19840, bflo_22050, bflo_20492, bflo_19926, bflo_19836, bflo_19925, bflo_01559	HUMAN19901, HUMAN19900, HUMAN19910, HUMAN19911, HUMAN18777, HUMAN19703, HUMAN19833, HUMAN19781
OG0000162	bflo_03351	HUMAN17808, HUMAN17813, HUMAN17807
OG0000163	bflo_22675, bflo_22678, bflo_22689	HUMAN20181, HUMAN13484
OG0000163	bflo_00524	HUMAN12888, HUMAN06524, HUMAN26092
OG0000164	bflo_14791	HUMAN29509
OG0000164	bflo_25625	HUMAN10088, HUMAN01535, HUMAN23587, HUMAN15005, HUMAN15004, HUMAN15006
OG0000165	bflo_14382	HUMAN22846, HUMAN23999
OG0000165	bflo_10979, bflo_10842, bflo_10750, bflo_15057	HUMAN27465, HUMAN07472, HUMAN30066
OG0000165	bflo_06077	HUMAN05822, HUMAN05073, HUMAN22589, HUMAN05074, HUMAN09475, HUMAN23325, HUMAN14142, HUMAN30404, HUMAN30403, HUMAN30402, HUMAN11922, HUMAN21957, HUMAN07815, HUMAN07814
OG0000166	bflo_20238	HUMAN19484
OG0000167	bflo_00939, bflo_07169	HUMAN19292, HUMAN19291
OG0000167	bflo_21989, bflo_00867	HUMAN18828, HUMAN27819, HUMAN27432, HUMAN00659, HUMAN00656, HUMAN25481, HUMAN00574, HUMAN18970, HUMAN13661
OG0000168	bflo_03282	HUMAN04351
OG0000168	bflo_25648	HUMAN14875, HUMAN23273, HUMAN01023
OG0000168	bflo_06549, bflo_06560	HUMAN28467
OG0000169	bflo_14461, bflo_14463, bflo_20991	HUMAN03065, HUMAN11979, HUMAN11981, HUMAN11980, HUMAN11869, HUMAN11789
OG0000171	bflo_21876	HUMAN23028, HUMAN22194, HUMAN26251, HUMAN03748, HUMAN18622, HUMAN03747, HUMAN26252
OG0000171	bflo_20611	HUMAN12335
OG0000171	bflo_20254	HUMAN06783, HUMAN06782
OG0000171	bflo_09581, bflo_14570, bflo_10289	HUMAN03531
OG0000171	bflo_09991, bflo_03045, bflo_02518, bflo_17344	HUMAN22193
OG0000171	bflo_07453	HUMAN23027
OG0000172	bflo_05089, bflo_03445, bflo_11669, bflo_25279	HUMAN09786
OG0000172	bflo_13057	HUMAN06695, HUMAN06696, HUMAN18231, HUMAN17598
OG0000173	bflo_24130, bflo_24754	HUMAN27146, HUMAN26710, HUMAN21895, HUMAN21533, HUMAN00452, HUMAN18290, HUMAN22447, HUMAN21180, HUMAN21189, HUMAN00447, HUMAN00448, HUMAN00343, HUMAN27169, HUMAN00752, HUMAN00751, HUMAN25381
OG0000174	bflo_06008, bflo_06009	HUMAN27541, HUMAN27540, HUMAN22731
OG0000174	bflo_00899, bflo_08123, bflo_10447	HUMAN13871, HUMAN18009
OG0000175	bflo_23016, bflo_27417, bflo_07263	HUMAN22641, HUMAN22640
OG0000175	bflo_01116, bflo_12851, bflo_01312, bflo_01117	HUMAN27918
OG0000175	bflo_13246, bflo_27066, bflo_13038	HUMAN00274
OG0000179	bflo_08207, bflo_09019, bflo_09021	HUMAN03338
OG0000179	bflo_14243	HUMAN22996
OG0000179	bflo_00377	HUMAN17836
OG0000180	bflo_24613	HUMAN21794
OG0000180	bflo_23980	HUMAN27480, HUMAN07523, HUMAN30008
OG0000181	bflo_18642	HUMAN06327, HUMAN02594
OG0000181	bflo_10985	HUMAN26916, HUMAN21065
OG0000181	bflo_05297	HUMAN08369
OG0000182	bflo_09048	HUMAN09225
OG0000183	bflo_07655	HUMAN15779, HUMAN08957, HUMAN04785, HUMAN02522
OG0000183	bflo_10143	HUMAN05463
OG0000184	bflo_00050, bflo_00051, bflo_04054, bflo_15781	HUMAN02122, HUMAN02125, HUMAN02123, HUMAN02124, HUMAN02120, HUMAN01543
OG0000185	bflo_19737	HUMAN06309, HUMAN06308, HUMAN21401
OG0000185	bflo_12811	HUMAN11020, HUMAN08224, HUMAN23184
OG0000185	bflo_01505	HUMAN16695
OG0000186	bflo_02812, bflo_05784, bflo_16204	HUMAN00084
OG0000186	bflo_27377	HUMAN16942
OG0000188	bflo_05494	HUMAN01044, HUMAN01045
OG0000188	bflo_20684, bflo_20685	HUMAN17728
OG0000188	bflo_06892	HUMAN27535, HUMAN03482, HUMAN23029
OG0000188	bflo_22344	HUMAN27536
OG0000190	bflo_26696, bflo_17661, bflo_15879	HUMAN01178, HUMAN29208, HUMAN01179, HUMAN29207
OG0000191	bflo_18772	HUMAN28067, HUMAN19059, HUMAN16651, HUMAN00619
OG0000192	bflo_25238	HUMAN01281, HUMAN28989, HUMAN14173
OG0000192	bflo_15818	HUMAN29457
OG0000192	bflo_22744	HUMAN10321
OG0000193	bflo_20086	HUMAN05476
OG0000193	bflo_20903	HUMAN05474
OG0000194	bflo_21202, bflo_21234, bflo_21437, bflo_25298, bflo_22596, bflo_13875, bflo_04521, bflo_09655, bflo_21442, bflo_16208, bflo_22482, bflo_21915, bflo_13415	HUMAN21679, HUMAN21678, HUMAN21808, HUMAN00275, HUMAN00276
OG0000195	bflo_12247, bflo_11387, bflo_11071	HUMAN21628, HUMAN21627, HUMAN21626, HUMAN11913, HUMAN11912, HUMAN21624
OG0000197	bflo_01742, bflo_01741, bflo_01474, bflo_01054, bflo_01476, bflo_01475, bflo_01477, bflo_21550, bflo_02181, bflo_02374	HUMAN09888, HUMAN01887, HUMAN09887
OG0000197	bflo_08557	HUMAN00214, HUMAN21576, HUMAN21577, HUMAN21578, HUMAN05914, HUMAN05913
OG0000197	bflo_01547	HUMAN00631, HUMAN25533, HUMAN25532, HUMAN27956, HUMAN27958, HUMAN27961, HUMAN27960, HUMAN27957, HUMAN27959
OG0000198	bflo_19425, bflo_19422, bflo_19420, bflo_19423	HUMAN07259, HUMAN00404, HUMAN00406, HUMAN00407, HUMAN00405, HUMAN00408, HUMAN10546
OG0000200	bflo_15720, bflo_15718, bflo_16879	HUMAN21772
OG0000201	bflo_22807	HUMAN25906, HUMAN20134
OG0000201	bflo_21108	HUMAN20007, HUMAN20008, HUMAN20009, HUMAN11788, HUMAN04555
OG0000201	bflo_20635	HUMAN12208
OG0000202	bflo_18746, bflo_27275	HUMAN12787, HUMAN26515, HUMAN18114
OG0000202	bflo_08854, bflo_08853	HUMAN08594, HUMAN08593, HUMAN23063, HUMAN27722, HUMAN27584, HUMAN27582, HUMAN27587, HUMAN03812, HUMAN18643, HUMAN24147, HUMAN03775, HUMAN01794
OG0000203	bflo_01170	HUMAN27942, HUMAN25548, HUMAN00779
OG0000203	bflo_25089, bflo_24339, bflo_24029, bflo_24028, bflo_24027, bflo_25088, bflo_24026	HUMAN21966, HUMAN00014
OG0000204	bflo_24561	HUMAN18516
OG0000204	bflo_03215	HUMAN05840, HUMAN05075
OG0000204	bflo_03487	HUMAN18517
OG0000204	bflo_03064	HUMAN04275, HUMAN06256
OG0000205	bflo_23189	HUMAN08496, HUMAN02469
OG0000205	bflo_02483	HUMAN12678, HUMAN20579, HUMAN06361
OG0000205	bflo_18880	HUMAN13147, HUMAN27255, HUMAN27254, HUMAN17799
OG0000207	bflo_13202	HUMAN13832, HUMAN19141
OG0000208	bflo_21797, bflo_21089, bflo_20765, bflo_20766, bflo_20477, bflo_20154, bflo_20476	HUMAN19119, HUMAN11858, HUMAN12257, HUMAN12256, HUMAN27010, HUMAN26894
OG0000209	bflo_03650, bflo_03652, bflo_03598, bflo_03648	HUMAN10642, HUMAN10641
OG0000210	bflo_26146	HUMAN01117
OG0000210	bflo_22179	HUMAN22011, HUMAN22010
OG0000211	bflo_12798	HUMAN05541
OG0000211	bflo_14216	HUMAN18718
OG0000211	bflo_06051	HUMAN23611
OG0000211	bflo_06787	HUMAN14218, HUMAN10060
OG0000213	bflo_24585, bflo_27467, bflo_20763, bflo_20912, bflo_20752	HUMAN11846, HUMAN07075
OG0000215	bflo_15298	HUMAN18245
OG0000216	bflo_07012	HUMAN24849, HUMAN24848
OG0000218	bflo_12835	HUMAN21084
OG0000218	bflo_20676, bflo_04003, bflo_04004, bflo_12871	HUMAN05261
OG0000219	bflo_13287, bflo_05984, bflo_17826, bflo_17816, bflo_17918, bflo_21445, bflo_18982, bflo_15403, bflo_17922, bflo_11310, bflo_09478, bflo_13172	HUMAN21989
OG0000220	bflo_07899	HUMAN03287
OG0000220	bflo_05704	HUMAN28206
OG0000221	bflo_02108, bflo_18535, bflo_18534	HUMAN18223, HUMAN20676, HUMAN12806, HUMAN12805
OG0000221	bflo_24796	HUMAN21691, HUMAN00105, HUMAN00104
OG0000221	bflo_00282	HUMAN18037, HUMAN20574
OG0000222	bflo_14099, bflo_07131, bflo_00039, bflo_14098, bflo_15183, bflo_14097, bflo_00040, bflo_14514, bflo_24486, bflo_24255	HUMAN00432, HUMAN18379, HUMAN18378, HUMAN18377
OG0000223	bflo_06096	HUMAN16716
OG0000223	bflo_09246, bflo_10307, bflo_21359, bflo_21358	HUMAN03439
OG0000225	bflo_11467, bflo_12198	HUMAN26821, HUMAN26818, HUMAN02411, HUMAN20859, HUMAN20858, HUMAN26781, HUMAN06681, HUMAN06682, HUMAN28017, HUMAN28016, HUMAN22075, HUMAN22076, HUMAN24061
OG0000226	bflo_12072, bflo_17738	HUMAN16817
OG0000227	bflo_02307	HUMAN21404
OG0000227	bflo_02636, bflo_10496	HUMAN10994, HUMAN24420, HUMAN18815
OG0000228	bflo_20305	HUMAN11712, HUMAN04553, HUMAN04552
OG0000228	bflo_19868	HUMAN04548
OG0000229	bflo_18348, bflo_25072, bflo_23578, bflo_25694, bflo_17957, bflo_08566, bflo_09217, bflo_20400, bflo_13429, bflo_08175, bflo_00576, bflo_08161	HUMAN29674
OG0000230	bflo_26037	HUMAN27790, HUMAN16569
OG0000230	bflo_02219, bflo_02208, bflo_06554, bflo_16699	HUMAN16568, HUMAN13053, HUMAN13054, HUMAN13049
OG0000231	bflo_14395	HUMAN30467, HUMAN17388, HUMAN22380, HUMAN04081
OG0000231	bflo_05103	HUMAN11124, HUMAN27993, HUMAN27994
OG0000232	bflo_25827	HUMAN24032, HUMAN24036, HUMAN24033, HUMAN24038, HUMAN24037, HUMAN28599, HUMAN28600, HUMAN24027, HUMAN20432
OG0000233	bflo_13285, bflo_18558	HUMAN28694, HUMAN28693
OG0000234	bflo_07045	HUMAN14313, HUMAN13886, HUMAN13884, HUMAN09743, HUMAN01653
OG0000234	bflo_04797	HUMAN02863, HUMAN02862, HUMAN04453
OG0000235	bflo_22792, bflo_12083, bflo_11065, bflo_11313, bflo_10000, bflo_13433, bflo_13432	HUMAN09679
OG0000235	bflo_09528, bflo_09189, bflo_19819, bflo_04584, bflo_04593	HUMAN22334, HUMAN07552, HUMAN17686
OG0000236	bflo_16655	HUMAN01232
OG0000236	bflo_17564	HUMAN25711
OG0000238	bflo_23355, bflo_22808	HUMAN10740
OG0000238	bflo_13165	HUMAN26143, HUMAN26145, HUMAN26144, HUMAN06380, HUMAN06379, HUMAN06378, HUMAN06376, HUMAN06377, HUMAN06630
OG0000239	bflo_02548	HUMAN12749, HUMAN02988, HUMAN18073
OG0000239	bflo_05968	HUMAN08545
OG0000239	bflo_02152	HUMAN12754, HUMAN26078
OG0000240	bflo_04930	HUMAN19892, HUMAN19897
OG0000242	bflo_20686, bflo_18452	HUMAN06809, HUMAN17638
OG0000242	bflo_03394, bflo_03145	HUMAN06808
OG0000242	bflo_12023	HUMAN17637, HUMAN26476
OG0000243	bflo_15950, bflo_12290, bflo_12291, bflo_12292	HUMAN09987, HUMAN09988, HUMAN09436, HUMAN28831
OG0000244	bflo_12462	HUMAN24979, HUMAN06221, HUMAN20455
OG0000244	bflo_13161	HUMAN08182, HUMAN11623, HUMAN21504
OG0000245	bflo_20961	HUMAN04221, HUMAN06119
OG0000245	bflo_20575	HUMAN19518, HUMAN05726, HUMAN01960, HUMAN17748
OG0000246	bflo_04734	HUMAN15952
OG0000248	bflo_17506, bflo_17504, bflo_00059, bflo_17505, bflo_17510, bflo_17509, bflo_17511, bflo_17358	HUMAN28926, HUMAN28842, HUMAN01609, HUMAN01611, HUMAN01612
OG0000249	bflo_05893	HUMAN09449, HUMAN14381, HUMAN23693, HUMAN01629
OG0000250	bflo_18168, bflo_27471	HUMAN13350
OG0000250	bflo_01291	HUMAN10058, HUMAN10059
OG0000250	bflo_14740	HUMAN13349, HUMAN13351
OG0000250	bflo_07487	HUMAN27668
OG0000250	bflo_03907	HUMAN06114
OG0000251	bflo_24803	HUMAN21878, HUMAN21879, HUMAN00428
OG0000251	bflo_25114	HUMAN18381
OG0000251	bflo_17944	HUMAN29671
OG0000251	bflo_01933, bflo_01932	HUMAN00112, HUMAN21687
OG0000253	bflo_07843, bflo_17259, bflo_17258, bflo_22107, bflo_22404	HUMAN06123, HUMAN06124, HUMAN13916, HUMAN02920, HUMAN02921
OG0000254	bflo_13337, bflo_01449	HUMAN03063
OG0000255	bflo_25398, bflo_21759	HUMAN30604, HUMAN30605
OG0000255	bflo_02995, bflo_03545, bflo_03501, bflo_09026, bflo_10822, bflo_26943, bflo_10188	HUMAN04286
OG0000256	bflo_15939	HUMAN29239, HUMAN14982
OG0000256	bflo_05770, bflo_15447, bflo_15439, bflo_16355, bflo_06565, bflo_06704, bflo_05769, bflo_05771, bflo_02366	HUMAN23740, HUMAN09481, HUMAN01743
OG0000257	bflo_06086	HUMAN28535, HUMAN09663
OG0000257	bflo_05561, bflo_05804	HUMAN09451
OG0000257	bflo_18300	HUMAN08809, HUMAN18743
OG0000258	bflo_22962	HUMAN16259, HUMAN13200, HUMAN10725, HUMAN13201, HUMAN08490
OG0000258	bflo_12243, bflo_27029	HUMAN21035, HUMAN02853
OG0000258	bflo_09846	HUMAN08489, HUMAN16922
OG0000260	bflo_11239	HUMAN26833, HUMAN20959
OG0000260	bflo_10598	HUMAN27591, HUMAN03777, HUMAN24200, HUMAN24199
OG0000261	bflo_27404, bflo_22599	HUMAN21681, HUMAN07777, HUMAN07776, HUMAN30345, HUMAN30344
OG0000265	bflo_15782	HUMAN14652, HUMAN29223, HUMAN29225
OG0000265	bflo_11416	HUMAN06211
OG0000268	bflo_22222	HUMAN20566, HUMAN20565, HUMAN06897, HUMAN28950
OG0000268	bflo_19366, bflo_05605, bflo_17775, bflo_19091, bflo_22025	HUMAN17752
OG0000268	bflo_18613	HUMAN17746, HUMAN17747, HUMAN13867
OG0000269	bflo_07605, bflo_07749, bflo_07444	HUMAN17779, HUMAN13131, HUMAN02926
OG0000270	bflo_12661	HUMAN16923, HUMAN08492, HUMAN15842
OG0000270	bflo_17964	HUMAN19509, HUMAN25405
OG0000270	bflo_10845	HUMAN15869
OG0000271	bflo_18695	HUMAN13357
OG0000272	bflo_20963	HUMAN28095
OG0000273	bflo_25314	HUMAN15012
OG0000273	bflo_23197	HUMAN10566, HUMAN10565, HUMAN10564, HUMAN10563
OG0000273	bflo_20358	HUMAN07418, HUMAN07417, HUMAN07420, HUMAN07419
OG0000273	bflo_01441, bflo_15082	HUMAN16753, HUMAN16752
OG0000275	bflo_23854	HUMAN18758, HUMAN18757, HUMAN08320
OG0000275	bflo_06993	HUMAN03545, HUMAN28702, HUMAN17534
OG0000276	bflo_07887	HUMAN22311
OG0000277	bflo_21003	HUMAN10958, HUMAN04583, HUMAN07256
OG0000277	bflo_08414, bflo_08390	HUMAN03378, HUMAN22680, HUMAN22682, HUMAN24311
OG0000278	bflo_05819	HUMAN12098
OG0000278	bflo_14160	HUMAN15041
OG0000278	bflo_07463	HUMAN16991
OG0000280	bflo_05880	HUMAN23588, HUMAN10086
OG0000280	bflo_17443, bflo_17444	HUMAN25439
OG0000280	bflo_06595	HUMAN09733
OG0000281	bflo_03462, bflo_16045, bflo_13261, bflo_13430, bflo_18051, bflo_13262	HUMAN02461, HUMAN26947, HUMAN26948, HUMAN08198, HUMAN08199, HUMAN11532, HUMAN24413
