Orthogroup	AENJA_ok	AMPFI_ok	APOSC_ok	APOSJ_ok	ASTMX	BRAFL	BRALA	CAEEL	CAPO3	DANRE	DROME	HELIO_ok	HUMAN	LYTVA_ok	MOUSE	NEMVE	ORYLA	OWEFU	PFLAV	SACKO_ok	SCHMD	STRPU_ok	XENTR	YEAST
OG0051031	AENJA_06308																							
OG0051032	AENJA_06326																							
OG0051033	AENJA_06334																							
OG0051034	AENJA_06335																							
OG0051035	AENJA_06336																							
OG0051036	AENJA_06340																							
OG0051037	AENJA_06342																							
OG0051038	AENJA_06349																							
OG0051039	AENJA_06351																							
OG0051040	AENJA_06353																							
OG0051041	AENJA_06357																							
OG0051042	AENJA_06359																							
OG0051043	AENJA_06383																							
OG0051044	AENJA_06387																							
OG0051045	AENJA_06394																							
OG0051046	AENJA_06402																							
OG0051047	AENJA_06415																							
OG0051048	AENJA_06420																							
OG0051049	AENJA_06422																							
OG0051050	AENJA_06424																							
OG0051051	AENJA_06427																							
OG0051052	AENJA_06429																							
OG0051053	AENJA_06441																							
OG0051054	AENJA_06446																							
OG0051055	AENJA_06448																							
OG0051056	AENJA_06452																							
OG0051057	AENJA_06458																							
OG0051058	AENJA_06461																							
OG0051059	AENJA_06462																							
OG0051060	AENJA_06480																							
OG0051061	AENJA_06482																							
OG0051062	AENJA_06483																							
OG0051063	AENJA_06484																							
OG0051064	AENJA_06488																							
OG0051065	AENJA_06490																							
OG0051066	AENJA_06494																							
OG0051067	AENJA_06505																							
OG0051068	AENJA_06510																							
OG0051069	AENJA_06515																							
OG0051070	AENJA_06531																							
OG0051071	AENJA_06534																							
OG0051072	AENJA_06535																							
OG0051073	AENJA_06538																							
OG0051074	AENJA_06539																							
OG0051075	AENJA_06555																							
OG0051076	AENJA_06570																							
OG0051077	AENJA_06590																							
OG0051078	AENJA_06591																							
OG0051079	AENJA_06593																							
OG0051080	AENJA_06604																							
OG0051081	AENJA_06620																							
OG0051082	AENJA_06625																							
OG0051083	AENJA_06651																							
OG0051084	AENJA_06657																							
OG0051085	AENJA_06663																							
OG0051086	AENJA_06664																							
OG0051087	AENJA_06684																							
OG0051088	AENJA_06696																							
OG0051089	AENJA_06704																							
OG0051090	AENJA_06712																							
OG0051091	AENJA_06714																							
OG0051092	AENJA_06719																							
OG0051093	AENJA_06727																							
OG0051094	AENJA_06735																							
OG0051095	AENJA_06736																							
OG0051096	AENJA_06740																							
OG0051097	AENJA_06744																							
OG0051098	AENJA_06750																							
OG0051099	AENJA_06763																							
OG0051100	AENJA_06783																							
OG0051101	AENJA_06785																							
OG0051102	AENJA_06791																							
OG0051103	AENJA_06800																							
OG0051104	AENJA_06801																							
OG0051105	AENJA_06806																							
OG0051106	AENJA_06812																							
OG0051107	AENJA_06819																							
OG0051108	AENJA_06825																							
OG0051109	AENJA_06831																							
OG0051110	AENJA_06832																							
OG0051111	AENJA_06833																							
OG0051112	AENJA_06835																							
OG0051113	AENJA_06838																							
OG0051114	AENJA_06856																							
OG0051115	AENJA_06870																							
OG0051116	AENJA_06878																							
OG0051117	AENJA_06884																							
OG0051118	AENJA_06885																							
OG0051119	AENJA_06888																							
OG0051120	AENJA_06902																							
OG0051121	AENJA_06907																							
OG0051122	AENJA_06911																							
OG0051123	AENJA_06916																							
OG0051124	AENJA_06949																							
OG0051125	AENJA_06950																							
OG0051126	AENJA_06953																							
OG0051127	AENJA_06956																							
OG0051128	AENJA_06957																							
OG0051129	AENJA_06966																							
OG0051130	AENJA_06975																							
OG0051131	AENJA_06977																							
OG0051132	AENJA_06980																							
OG0051133	AENJA_06990																							
OG0051134	AENJA_07000																							
OG0051135	AENJA_07004																							
OG0051136	AENJA_07005																							
OG0051137	AENJA_07008																							
OG0051138	AENJA_07010																							
OG0051139	AENJA_07014																							
OG0051140	AENJA_07024																							
OG0051141	AENJA_07035																							
OG0051142	AENJA_07037																							
OG0051143	AENJA_07038																							
OG0051144	AENJA_07062																							
OG0051145	AENJA_07093																							
OG0051146	AENJA_07095																							
OG0051147	AENJA_07096																							
OG0051148	AENJA_07101																							
OG0051149	AENJA_07106																							
OG0051150	AENJA_07110																							
OG0051151	AENJA_07114																							
OG0051152	AENJA_07119																							
OG0051153	AENJA_07120																							
OG0051154	AENJA_07126																							
OG0051155	AENJA_07127																							
OG0051156	AENJA_07145																							
OG0051157	AENJA_07146																							
OG0051158	AENJA_07148																							
OG0051159	AENJA_07150																							
OG0051160	AENJA_07165																							
OG0051161	AENJA_07166																							
OG0051162	AENJA_07178																							
OG0051163	AENJA_07186																							
OG0051164	AENJA_07196																							
OG0051165	AENJA_07198																							
OG0051166	AENJA_07200																							
OG0051167	AENJA_07211																							
OG0051168	AENJA_07213																							
OG0051169	AENJA_07218																							
OG0051170	AENJA_07219																							
OG0051171	AENJA_07220																							
OG0051172	AENJA_07221																							
OG0051173	AENJA_07242																							
OG0051174	AENJA_07247																							
OG0051175	AENJA_07248																							
OG0051176	AENJA_07249																							
OG0051177	AENJA_07251																							
OG0051178	AENJA_07252																							
OG0051179	AENJA_07259																							
OG0051180	AENJA_07261																							
OG0051181	AENJA_07264																							
OG0051182	AENJA_07265																							
