Orthogroup	CAEEL	ORYLA
OG0001553	CAEEL10745	ORYLA17357, ORYLA02293, ORYLA08070, ORYLA04977, ORYLA03887
OG0001554	CAEEL00812	ORYLA04069, ORYLA07551
OG0001557	CAEEL09005	ORYLA12490
OG0001557	CAEEL09508	ORYLA14586
OG0001558	CAEEL05103, CAEEL08374	ORYLA02757, ORYLA18032, ORYLA19384
OG0001559	CAEEL16062	ORYLA10089, ORYLA11639, ORYLA04343
OG0001560	CAEEL01011	ORYLA07189, ORYLA18790, ORYLA13615, ORYLA18890
OG0001561	CAEEL11007	ORYLA15919, ORYLA15392, ORYLA13862, ORYLA10938
OG0001567	CAEEL04524	ORYLA13058, ORYLA06494
OG0001568	CAEEL15339	ORYLA17084
OG0001569	CAEEL19014, CAEEL18168	ORYLA12265, ORYLA09574, ORYLA00969
OG0001571	CAEEL18118	ORYLA03433
OG0001572	CAEEL00311	ORYLA04283
OG0001575	CAEEL09642	ORYLA17836
OG0001576	CAEEL00120	ORYLA02374, ORYLA12205
OG0001578	CAEEL10814, CAEEL18928	ORYLA17727, ORYLA00011
OG0001580	CAEEL02579	ORYLA14282, ORYLA15951, ORYLA12668
OG0001581	CAEEL09430, CAEEL13347, CAEEL16915	ORYLA10772
OG0001583	CAEEL19802	ORYLA20413, ORYLA00738, ORYLA05062
OG0001584	CAEEL09032	ORYLA09638
OG0001589	CAEEL18417	ORYLA16530
OG0001590	CAEEL15262, CAEEL15263	ORYLA12337
OG0001593	CAEEL02963, CAEEL13946	ORYLA19874, ORYLA00447, ORYLA12153, ORYLA12152, ORYLA19629, ORYLA01620
OG0001594	CAEEL04807, CAEEL04125	ORYLA04061
OG0001596	CAEEL10536	ORYLA10881, ORYLA15329, ORYLA13783, ORYLA15922
OG0001597	CAEEL10283	ORYLA18712
OG0001599	CAEEL20479	ORYLA16526, ORYLA16525, ORYLA16314
OG0001602	CAEEL18101	ORYLA12114
OG0001603	CAEEL14729	ORYLA02090
OG0001604	CAEEL04879	ORYLA07645, ORYLA03242
OG0001605	CAEEL09382	ORYLA07546, ORYLA06239, ORYLA15168, ORYLA19098
OG0001606	CAEEL14239	ORYLA02818, ORYLA02816
OG0001606	CAEEL15795	ORYLA08120
OG0001608	CAEEL02190, CAEEL02191	ORYLA06019, ORYLA15351
OG0001609	CAEEL19774	ORYLA09645
OG0001609	CAEEL10790	ORYLA14062
OG0001610	CAEEL02035, CAEEL20252	ORYLA10612, ORYLA15888, ORYLA05347, ORYLA01728
OG0001611	CAEEL15699	ORYLA11820, ORYLA10639, ORYLA00086, ORYLA05012, ORYLA03043
OG0001612	CAEEL02577	ORYLA09961
OG0001614	CAEEL01012	ORYLA06852
OG0001615	CAEEL04670	ORYLA15214, ORYLA11232
OG0001620	CAEEL18514, CAEEL18862	ORYLA05887, ORYLA18071, ORYLA06671, ORYLA13474
OG0001621	CAEEL08615	ORYLA16707, ORYLA16984, ORYLA07730
OG0001625	CAEEL05727	ORYLA12945, ORYLA00314, ORYLA07325
OG0001627	CAEEL00684	ORYLA03953, ORYLA10776
OG0001628	CAEEL00193	ORYLA04697
OG0001632	CAEEL16035	ORYLA13672, ORYLA19419, ORYLA19418
OG0001635	CAEEL08024	ORYLA01259, ORYLA08815
OG0001638	CAEEL09133, CAEEL15796, CAEEL12088, CAEEL20172	ORYLA04382, ORYLA04383, ORYLA04380, ORYLA04381
OG0001640	CAEEL10788	ORYLA11015, ORYLA14721, ORYLA16043, ORYLA14203
OG0001641	CAEEL00743	ORYLA16417, ORYLA16416, ORYLA07882, ORYLA08892, ORYLA06223
OG0001642	CAEEL15818	ORYLA07681, ORYLA02864, ORYLA07682, ORYLA02865
OG0001643	CAEEL19599	ORYLA06241, ORYLA03825, ORYLA03280
OG0001651	CAEEL10611	ORYLA01203, ORYLA07721, ORYLA05077, ORYLA02543
OG0001652	CAEEL15806	ORYLA10454
OG0001653	CAEEL03026	ORYLA17508, ORYLA02619
OG0001655	CAEEL05314	ORYLA07526, ORYLA08529, ORYLA07560
OG0001656	CAEEL07456	ORYLA03191, ORYLA16457
OG0001657	CAEEL08928, CAEEL08927	ORYLA02690, ORYLA17570, ORYLA07401, ORYLA00511
OG0001661	CAEEL14147	ORYLA09181
OG0001662	CAEEL00357	ORYLA03609, ORYLA17855
OG0001663	CAEEL10899, CAEEL10898	ORYLA16035
OG0001664	CAEEL04260	ORYLA17083
OG0001665	CAEEL07716	ORYLA17183, ORYLA00789
OG0001666	CAEEL07781	ORYLA08798
OG0001668	CAEEL00277	ORYLA18819
OG0001671	CAEEL19781	ORYLA14195, ORYLA15872
OG0001672	CAEEL08375	ORYLA09041, ORYLA09875, ORYLA08234, ORYLA01794
OG0001673	CAEEL17134, CAEEL17133	ORYLA10157, ORYLA03406, ORYLA10600, ORYLA11975
OG0001675	CAEEL00808	ORYLA05453, ORYLA11313, ORYLA08776
OG0001676	CAEEL01617	ORYLA12813, ORYLA12814, ORYLA06876
OG0001677	CAEEL07860	ORYLA17546
OG0001680	CAEEL15664	ORYLA10183, ORYLA03488, ORYLA03020
OG0001682	CAEEL17995	ORYLA08623
OG0001683	CAEEL00875	ORYLA09372, ORYLA04284, ORYLA01459, ORYLA19884, ORYLA11775, ORYLA05306
OG0001684	CAEEL08513, CAEEL19560	ORYLA06104, ORYLA13071
OG0001685	CAEEL06629, CAEEL19461	ORYLA01166, ORYLA00356
OG0001688	CAEEL06653	ORYLA00323, ORYLA07463, ORYLA03207
OG0001690	CAEEL02923	ORYLA06791
OG0001691	CAEEL09136, CAEEL09137	ORYLA08257, ORYLA17862
OG0001706	CAEEL00824	ORYLA07656, ORYLA04248, ORYLA19896
OG0001707	CAEEL18144, CAEEL17802	ORYLA07066, ORYLA11811
OG0001709	CAEEL07646, CAEEL07650	ORYLA13292, ORYLA03908
OG0001710	CAEEL11053	ORYLA15328, ORYLA10837, ORYLA15921
OG0001711	CAEEL15052	ORYLA07542, ORYLA05249, ORYLA10094
OG0001713	CAEEL04261	ORYLA03803
OG0001713	CAEEL02704	ORYLA15056
OG0001714	CAEEL12772	ORYLA16824
OG0001714	CAEEL15825	ORYLA04974, ORYLA00085
OG0001718	CAEEL12769	ORYLA11821, ORYLA10066, ORYLA10678
OG0001720	CAEEL07819	ORYLA03696, ORYLA01111, ORYLA17602
OG0001721	CAEEL10104, CAEEL11043	ORYLA10588, ORYLA10236
OG0001723	CAEEL19731	ORYLA00996, ORYLA03930, ORYLA13525
OG0001724	CAEEL00188, CAEEL09412	ORYLA11809, ORYLA10380
OG0001726	CAEEL15546	ORYLA03053, ORYLA10084
OG0001727	CAEEL15354	ORYLA03405, ORYLA10153, ORYLA05228
OG0001728	CAEEL20444	ORYLA12189, ORYLA17408
OG0001730	CAEEL04519	ORYLA13643, ORYLA07155, ORYLA12919
OG0001731	CAEEL19569	ORYLA14034, ORYLA15987, ORYLA11128
OG0001732	CAEEL05337	ORYLA09571
OG0001733	CAEEL11586	ORYLA07298, ORYLA10783
OG0001734	CAEEL11289	ORYLA14862, ORYLA14864, ORYLA14863
OG0001735	CAEEL08598	ORYLA06604, ORYLA09864, ORYLA16438, ORYLA07851
OG0001736	CAEEL20331	ORYLA12393, ORYLA08854
OG0001738	CAEEL09745, CAEEL09746	ORYLA07956, ORYLA17190, ORYLA20286, ORYLA15090
OG0001739	CAEEL10953	ORYLA10963, ORYLA18962
OG0001743	CAEEL18830	ORYLA02460, ORYLA18019
OG0001745	CAEEL15294	ORYLA05955
OG0001746	CAEEL09374	ORYLA19988, ORYLA14699
OG0001747	CAEEL13414, CAEEL14611, CAEEL15557	ORYLA08806, ORYLA03619
OG0001750	CAEEL08294	ORYLA06217, ORYLA08897, ORYLA15569, ORYLA13931, ORYLA08409, ORYLA19595
OG0001754	CAEEL06405	ORYLA07269, ORYLA05313, ORYLA17472
OG0001755	CAEEL12716	ORYLA15127
OG0001756	CAEEL02757	ORYLA00755, ORYLA17359
OG0001758	CAEEL12018, CAEEL10328, CAEEL02808, CAEEL03701, CAEEL00164	ORYLA03238, ORYLA03239
OG0001769	CAEEL12367	ORYLA08055
OG0001770	CAEEL12180	ORYLA18486, ORYLA09431, ORYLA04288, ORYLA20466
OG0001774	CAEEL20358	ORYLA14081
OG0001774	CAEEL07377, CAEEL01266	ORYLA16202, ORYLA15721
OG0001775	CAEEL01757	ORYLA13002, ORYLA06854
OG0001776	CAEEL20827	ORYLA01283, ORYLA00187, ORYLA04951, ORYLA17756, ORYLA17757
OG0001779	CAEEL00025, CAEEL00024	ORYLA14807
OG0001780	CAEEL12979	ORYLA17927, ORYLA04994
OG0001781	CAEEL04378	ORYLA08227
OG0001781	CAEEL06468	ORYLA06078
OG0001782	CAEEL11605	ORYLA19932
OG0001783	CAEEL18807	ORYLA07986, ORYLA00232
OG0001785	CAEEL10450, CAEEL07502	ORYLA09491
OG0001787	CAEEL07669	ORYLA19846, ORYLA10342, ORYLA10343
OG0001790	CAEEL19999	ORYLA05921
OG0001792	CAEEL00159	ORYLA13176
OG0001793	CAEEL07806	ORYLA05421, ORYLA01681
OG0001798	CAEEL02504	ORYLA13003, ORYLA14657
OG0001799	CAEEL07172	ORYLA03255, ORYLA17548, ORYLA02347
OG0001800	CAEEL10920, CAEEL02655, CAEEL10124	ORYLA14219, ORYLA15432, ORYLA14232, ORYLA15366, ORYLA10948
OG0001805	CAEEL10422, CAEEL19401	ORYLA10965, ORYLA12084
OG0001809	CAEEL18133	ORYLA02735, ORYLA13184, ORYLA10311, ORYLA13183
OG0001810	CAEEL00534	ORYLA06154, ORYLA08632
OG0001811	CAEEL12329	ORYLA14363
OG0001816	CAEEL05710	ORYLA13139, ORYLA07019, ORYLA02394
OG0001818	CAEEL16460	ORYLA11838, ORYLA11837, ORYLA11436
OG0001819	CAEEL08110	ORYLA05649, ORYLA09809
OG0001820	CAEEL00161	ORYLA15137, ORYLA00455, ORYLA05274
OG0001821	CAEEL18946, CAEEL11366, CAEEL11028, CAEEL00517, CAEEL17960, CAEEL19600	ORYLA00628
OG0001822	CAEEL14275, CAEEL14276	ORYLA18184, ORYLA11193, ORYLA19993, ORYLA19992
OG0001823	CAEEL18465	ORYLA15334, ORYLA11102
OG0001824	CAEEL20525	ORYLA10466
OG0001826	CAEEL08005, CAEEL18927	ORYLA03516, ORYLA06910, ORYLA01354
OG0001827	CAEEL12511	ORYLA02464
OG0001828	CAEEL07411	ORYLA06034
OG0001830	CAEEL00742	ORYLA07064, ORYLA11486, ORYLA10821
OG0001831	CAEEL10161, CAEEL19257	ORYLA08008, ORYLA00245, ORYLA16802
OG0001832	CAEEL05995	ORYLA07968
OG0001834	CAEEL08270	ORYLA08750, ORYLA09292
OG0001835	CAEEL15709	ORYLA15119
OG0001846	CAEEL02581, CAEEL02580	ORYLA07124, ORYLA11365, ORYLA15507, ORYLA16054
OG0001849	CAEEL04779	ORYLA14379
OG0001849	CAEEL07132	ORYLA16183
OG0001852	CAEEL10571	ORYLA20006, ORYLA18631, ORYLA13708
OG0001853	CAEEL00334, CAEEL01622	ORYLA05669, ORYLA16087
OG0001854	CAEEL12618	ORYLA16103
OG0001857	CAEEL04635	ORYLA11526, ORYLA08540, ORYLA06439
OG0001858	CAEEL11554	ORYLA08078
OG0001860	CAEEL19534	ORYLA19940
OG0001861	CAEEL19043	ORYLA11459
OG0001862	CAEEL07094	ORYLA07146, ORYLA19049, ORYLA12703, ORYLA14986
OG0001863	CAEEL11286	ORYLA06538
OG0001864	CAEEL00359	ORYLA07070, ORYLA16075, ORYLA16207
OG0001866	CAEEL12131	ORYLA04054
OG0001867	CAEEL18932	ORYLA16710, ORYLA07816
OG0001870	CAEEL18619	ORYLA05456, ORYLA10638, ORYLA01844, ORYLA00025
OG0001873	CAEEL14280, CAEEL14281, CAEEL15718	ORYLA10266
OG0001874	CAEEL00933	ORYLA12280
OG0001875	CAEEL09917	ORYLA10648
OG0001876	CAEEL11614	ORYLA11984, ORYLA10386
OG0001878	CAEEL07138	ORYLA03187, ORYLA04029, ORYLA00382
OG0001879	CAEEL07021, CAEEL20524, CAEEL09154	ORYLA17628
OG0001881	CAEEL18890	ORYLA10831, ORYLA14617, ORYLA12349, ORYLA14230
OG0001883	CAEEL19810	ORYLA00606
OG0001884	CAEEL01920, CAEEL19384, CAEEL00428, CAEEL18714, CAEEL01922	ORYLA09005, ORYLA16174
OG0001886	CAEEL20566, CAEEL20351	ORYLA02452, ORYLA13546
OG0001887	CAEEL05740	ORYLA01242, ORYLA03917, ORYLA03916, ORYLA09506, ORYLA12286, ORYLA01263
OG0001888	CAEEL18672, CAEEL11639	ORYLA00275, ORYLA17072, ORYLA19725
OG0001889	CAEEL11129, CAEEL11128	ORYLA16885, ORYLA00705, ORYLA16809
OG0001890	CAEEL18655	ORYLA15342, ORYLA14441, ORYLA16143, ORYLA12479, ORYLA15141
OG0001895	CAEEL00352, CAEEL16104	ORYLA06292
OG0001898	CAEEL15099	ORYLA11342, ORYLA19570, ORYLA10133, ORYLA10134
OG0001899	CAEEL14131	ORYLA11592, ORYLA11593, ORYLA01077
OG0001900	CAEEL16160	ORYLA03382
OG0001901	CAEEL08532, CAEEL08531	ORYLA19871, ORYLA00531
OG0001903	CAEEL12995	ORYLA12493
OG0001905	CAEEL18799	ORYLA07296, ORYLA00380, ORYLA16830, ORYLA07933, ORYLA00823, ORYLA00824, ORYLA01136, ORYLA17889, ORYLA02671, ORYLA17888
OG0001913	CAEEL00139	ORYLA14825
OG0001915	CAEEL10189	ORYLA08820
OG0001916	CAEEL14482	ORYLA10085
OG0001916	CAEEL07131	ORYLA03497
OG0001917	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321	ORYLA13447, ORYLA06635, ORYLA00851, ORYLA19219, ORYLA13173, ORYLA17082
OG0001918	CAEEL07844	ORYLA09784, ORYLA08701
OG0001919	CAEEL18092	ORYLA04980
OG0001923	CAEEL00866, CAEEL02499	ORYLA13256, ORYLA18261, ORYLA00273, ORYLA07157
OG0001926	CAEEL05295	ORYLA13070
OG0001928	CAEEL19148	ORYLA11732
OG0001930	CAEEL01812	ORYLA15114, ORYLA19965, ORYLA14923, ORYLA07161
OG0001932	CAEEL18548, CAEEL17132	ORYLA09167, ORYLA10217, ORYLA19475
OG0001933	CAEEL05724	ORYLA07299
OG0001934	CAEEL04980, CAEEL04981	ORYLA08036, ORYLA00282
OG0001935	CAEEL01455	ORYLA18787
OG0001939	CAEEL05317	ORYLA10784
OG0001940	CAEEL08846	ORYLA01114
OG0001945	CAEEL05071	ORYLA09525, ORYLA11810, ORYLA09524
OG0001946	CAEEL11023	ORYLA01190, ORYLA00388
OG0001947	CAEEL20697	ORYLA20143, ORYLA13857, ORYLA14712, ORYLA14713
OG0001948	CAEEL15692	ORYLA03377, ORYLA11403, ORYLA10520, ORYLA05243, ORYLA04203
OG0001949	CAEEL19721	ORYLA02641, ORYLA17603, ORYLA03695
OG0001950	CAEEL05818	ORYLA17110, ORYLA00253, ORYLA02809
OG0001951	CAEEL08644, CAEEL02798	ORYLA15974, ORYLA14012, ORYLA08588
OG0001952	CAEEL00959	ORYLA11490, ORYLA10687
OG0001953	CAEEL01457	ORYLA16638, ORYLA08260, ORYLA00787, ORYLA16264
OG0001956	CAEEL07023	ORYLA02986
OG0001958	CAEEL19146	ORYLA07445, ORYLA04223, ORYLA08683, ORYLA09987, ORYLA07581
OG0001961	CAEEL11703	ORYLA10825, ORYLA14593, ORYLA14427
OG0001962	CAEEL07745	ORYLA17817, ORYLA08696, ORYLA01938
OG0001963	CAEEL09651	ORYLA19628, ORYLA14894, ORYLA07353
OG0001964	CAEEL18880	ORYLA09717, ORYLA09716, ORYLA12261
OG0001965	CAEEL15340	ORYLA00729
OG0001966	CAEEL15352, CAEEL06723	ORYLA13409
OG0001968	CAEEL10639	ORYLA20184
OG0001969	CAEEL09244, CAEEL09472, CAEEL00361	ORYLA02957, ORYLA10224, ORYLA13366
OG0001970	CAEEL17419	ORYLA10144, ORYLA05203
OG0001971	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583	ORYLA06053, ORYLA06860, ORYLA13011, ORYLA12612
OG0001974	CAEEL10261	ORYLA00129, ORYLA16894
OG0001978	CAEEL18757	ORYLA00638, ORYLA16951, ORYLA16780, ORYLA16777, ORYLA07792, ORYLA16778, ORYLA16779
OG0001985	CAEEL08373, CAEEL02584, CAEEL02585	ORYLA02342, ORYLA17543, ORYLA03606
OG0001987	CAEEL06766	ORYLA17828, ORYLA02686, ORYLA16381
OG0001988	CAEEL02095	ORYLA20366
OG0001989	CAEEL20436	ORYLA11129, ORYLA15989
OG0001990	CAEEL18486	ORYLA15495
OG0001991	CAEEL08725	ORYLA15564, ORYLA13945
OG0001992	CAEEL00543	ORYLA04809, ORYLA10449
OG0001993	CAEEL15736	ORYLA00392
OG0001994	CAEEL19344, CAEEL02372	ORYLA17268, ORYLA04304
OG0001998	CAEEL08296	ORYLA01177, ORYLA08025, ORYLA08027, ORYLA08026
OG0001999	CAEEL06715	ORYLA19767
OG0002000	CAEEL08459	ORYLA13307, ORYLA17309
OG0002001	CAEEL07856	ORYLA15567, ORYLA13940, ORYLA16977
OG0002002	CAEEL05495, CAEEL09310, CAEEL01852	ORYLA12851, ORYLA04568
OG0002003	CAEEL18663	ORYLA05173, ORYLA03010, ORYLA10761
OG0002005	CAEEL10504	ORYLA03591, ORYLA00528, ORYLA15833, ORYLA05037, ORYLA17991
OG0002006	CAEEL16051, CAEEL18232	ORYLA16456, ORYLA05932
OG0002008	CAEEL11706	ORYLA08094, ORYLA02353
OG0002009	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207	ORYLA03522, ORYLA03493
OG0002011	CAEEL06587, CAEEL01459	ORYLA14252, ORYLA08974
OG0002013	CAEEL00803, CAEEL01317	ORYLA04479
OG0002015	CAEEL07232	ORYLA16338
OG0002016	CAEEL10751	ORYLA18158, ORYLA02797, ORYLA01204
OG0002017	CAEEL04551	ORYLA15641, ORYLA05877, ORYLA03796
OG0002018	CAEEL08242	ORYLA00465, ORYLA12251, ORYLA04592, ORYLA03922
OG0002020	CAEEL20282	ORYLA04953, ORYLA00190
OG0002023	CAEEL12418	ORYLA03045, ORYLA11683
OG0002025	CAEEL01720	ORYLA00541, ORYLA16916
OG0002026	CAEEL09267	ORYLA01226, ORYLA01227, ORYLA08399
OG0002027	CAEEL19841	ORYLA03151, ORYLA10207
OG0002031	CAEEL07288	ORYLA16339, ORYLA05708
OG0002032	CAEEL15092	ORYLA03665
OG0002036	CAEEL17432	ORYLA03829
OG0002042	CAEEL11958, CAEEL11961, CAEEL11957, CAEEL11960, CAEEL13817	ORYLA12509, ORYLA12508
OG0002043	CAEEL01497	ORYLA01939, ORYLA09238
OG0002059	CAEEL20695	ORYLA00052, ORYLA13405
OG0002060	CAEEL17542	ORYLA01069
OG0002062	CAEEL01567	ORYLA14663, ORYLA12126, ORYLA13654
OG0002063	CAEEL01336	ORYLA17285
OG0002064	CAEEL17790	ORYLA12527, ORYLA10068
OG0002066	CAEEL04964	ORYLA18373
OG0002067	CAEEL08430	ORYLA16258
OG0002068	CAEEL15280	ORYLA10239, ORYLA11836
OG0002073	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593	ORYLA10798
OG0002076	CAEEL17850	ORYLA18898, ORYLA01759, ORYLA06069
OG0002077	CAEEL08392	ORYLA00208, ORYLA09024, ORYLA09025
OG0002078	CAEEL04535	ORYLA16744, ORYLA00157, ORYLA07778
OG0002079	CAEEL07901	ORYLA19074
OG0002080	CAEEL03246, CAEEL12691	ORYLA17616, ORYLA04310
OG0002085	CAEEL11230, CAEEL11229	ORYLA01037, ORYLA05010, ORYLA10114
OG0002086	CAEEL01985	ORYLA12184, ORYLA13031
OG0002087	CAEEL07742	ORYLA19239
OG0002089	CAEEL13352	ORYLA16217
OG0002090	CAEEL00790	ORYLA16730
OG0002094	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823	ORYLA13770
OG0002095	CAEEL07104	ORYLA19514, ORYLA00949, ORYLA13520
OG0002097	CAEEL03161, CAEEL00098, CAEEL19231	ORYLA06823, ORYLA04159, ORYLA09040
OG0002099	CAEEL05221	ORYLA15411
OG0002102	CAEEL20714	ORYLA13490, ORYLA06940, ORYLA04110
OG0002103	CAEEL16392, CAEEL16394	ORYLA01062
OG0002104	CAEEL08654	ORYLA14297, ORYLA13358, ORYLA07573, ORYLA12654
OG0002105	CAEEL18772	ORYLA15403, ORYLA12021, ORYLA15102, ORYLA11046
OG0002106	CAEEL18235, CAEEL08825	ORYLA12790, ORYLA01901
OG0002107	CAEEL07845	ORYLA08119
OG0002108	CAEEL05450, CAEEL05957, CAEEL15378	ORYLA04701
OG0002122	CAEEL09431	ORYLA01348, ORYLA13521
OG0002124	CAEEL05107	ORYLA00223
OG0002125	CAEEL10327	ORYLA18986
OG0002125	CAEEL06344	ORYLA03523
OG0002131	CAEEL00336	ORYLA19717, ORYLA19718, ORYLA02406
OG0002135	CAEEL01398, CAEEL15762	ORYLA05991, ORYLA09373, ORYLA11870
OG0002139	CAEEL15822	ORYLA12543, ORYLA11644, ORYLA10453
OG0002143	CAEEL01697	ORYLA07349
OG0002144	CAEEL08787	ORYLA07925, ORYLA17412
OG0002145	CAEEL00125	ORYLA15097
OG0002146	CAEEL10604	ORYLA11113, ORYLA15028, ORYLA15530
OG0002147	CAEEL05229	ORYLA06496
OG0002148	CAEEL13205	ORYLA11951
OG0002149	CAEEL09018, CAEEL08046	ORYLA12379
OG0002151	CAEEL19229	ORYLA00735, ORYLA16673
OG0002156	CAEEL08424	ORYLA00171
OG0002157	CAEEL10861	ORYLA00558
OG0002163	CAEEL04144	ORYLA11188, ORYLA14577, ORYLA11189, ORYLA14408
OG0002165	CAEEL13880	ORYLA01091
OG0002166	CAEEL06693, CAEEL06692	ORYLA02664, ORYLA17823, ORYLA04541
OG0002167	CAEEL10771, CAEEL20502	ORYLA02307, ORYLA04145
OG0002168	CAEEL06529	ORYLA02174, ORYLA13630
OG0002169	CAEEL19452	ORYLA08351, ORYLA08352
OG0002170	CAEEL11886	ORYLA05827
OG0002171	CAEEL09511	ORYLA14148, ORYLA15889
OG0002173	CAEEL02072	ORYLA02263, ORYLA12622, ORYLA01813
OG0002175	CAEEL11081	ORYLA02874, ORYLA18155
OG0002177	CAEEL16080	ORYLA11512, ORYLA11656
OG0002179	CAEEL17210, CAEEL19563	ORYLA10677
OG0002182	CAEEL11866	ORYLA20335, ORYLA13962
OG0002184	CAEEL06428	ORYLA02413, ORYLA16807, ORYLA00706
OG0002185	CAEEL01312	ORYLA15148, ORYLA15149
OG0002187	CAEEL05615	ORYLA17747
OG0002188	CAEEL10832	ORYLA12233
OG0002189	CAEEL17261, CAEEL17762, CAEEL20687	ORYLA06568
OG0002190	CAEEL18099	ORYLA03440, ORYLA04537, ORYLA05925
OG0002191	CAEEL00670	ORYLA09161, ORYLA06711, ORYLA16118, ORYLA09833
OG0002192	CAEEL07481, CAEEL08574	ORYLA05985
OG0002201	CAEEL01613	ORYLA20288, ORYLA02025
OG0002209	CAEEL07139, CAEEL07960	ORYLA20209
OG0002212	CAEEL17949	ORYLA18081
OG0002213	CAEEL09259	ORYLA04720
OG0002214	CAEEL03136	ORYLA00940, ORYLA10795, ORYLA05296, ORYLA17751, ORYLA02673
OG0002216	CAEEL09929, CAEEL09930	ORYLA11063
OG0002217	CAEEL18475, CAEEL05058	ORYLA11354
OG0002218	CAEEL00880	ORYLA12593, ORYLA12594, ORYLA14961, ORYLA14960, ORYLA17494, ORYLA17492
OG0002222	CAEEL05529	ORYLA07432, ORYLA12895
OG0002224	CAEEL10158	ORYLA18115, ORYLA02313
OG0002225	CAEEL15252	ORYLA01041
OG0002226	CAEEL04806	ORYLA00869, ORYLA16615
OG0002227	CAEEL00491	ORYLA09258
OG0002228	CAEEL05227	ORYLA16905, ORYLA00066, ORYLA05787
OG0002229	CAEEL08325	ORYLA02659
OG0002236	CAEEL18503	ORYLA14289, ORYLA19861, ORYLA09077
OG0002237	CAEEL00004	ORYLA02112, ORYLA01047, ORYLA11525
OG0002239	CAEEL05928	ORYLA12675, ORYLA17306
OG0002240	CAEEL05366	ORYLA13133
OG0002241	CAEEL07281	ORYLA02657, ORYLA01650
OG0002243	CAEEL05910, CAEEL11717	ORYLA01202, ORYLA17744
OG0002244	CAEEL02764	ORYLA04246
OG0002246	CAEEL00010	ORYLA12403, ORYLA06117
OG0002251	CAEEL18329, CAEEL19690	ORYLA17336, ORYLA17759, ORYLA02672, ORYLA18948
OG0002252	CAEEL18710	ORYLA00130, ORYLA16893, ORYLA16926
OG0002255	CAEEL01086	ORYLA19958, ORYLA19959, ORYLA08968
OG0002257	CAEEL14323	ORYLA10400
OG0002258	CAEEL10467	ORYLA08480, ORYLA19891, ORYLA19894
OG0002259	CAEEL08231	ORYLA03533, ORYLA04091, ORYLA17556, ORYLA02692
OG0002260	CAEEL08208	ORYLA11582, ORYLA08596, ORYLA10499, ORYLA07367
OG0002261	CAEEL09054	ORYLA00563, ORYLA17198, ORYLA00564
OG0002262	CAEEL07374	ORYLA01803, ORYLA09789
OG0002263	CAEEL08085	ORYLA04195, ORYLA09178
OG0002264	CAEEL01891	ORYLA00976, ORYLA05961
OG0002265	CAEEL01664	ORYLA11537, ORYLA05513
OG0002266	CAEEL18931	ORYLA19304, ORYLA07982
OG0002270	CAEEL01255	ORYLA15715, ORYLA10941
OG0002272	CAEEL00181	ORYLA14290
OG0002275	CAEEL19733	ORYLA13804, ORYLA02068, ORYLA05449, ORYLA05448
OG0002278	CAEEL17984, CAEEL17983	ORYLA03506, ORYLA18187
OG0002279	CAEEL01783, CAEEL19214	ORYLA09917, ORYLA10298
OG0002280	CAEEL01565	ORYLA11499, ORYLA05957
OG0002281	CAEEL20772	ORYLA17715, ORYLA05014, ORYLA08208, ORYLA01303, ORYLA17429
OG0002283	CAEEL11974	ORYLA05025, ORYLA05023, ORYLA00509, ORYLA20492
OG0002284	CAEEL09475	ORYLA18851, ORYLA13455
OG0002288	CAEEL11923	ORYLA01492, ORYLA03879
OG0002289	CAEEL09428, CAEEL09935, CAEEL20243, CAEEL11495	ORYLA12285, ORYLA01359, ORYLA07291
OG0002291	CAEEL05473, CAEEL19449, CAEEL19450, CAEEL03560, CAEEL03557, CAEEL03551, CAEEL03556, CAEEL03569, CAEEL03564, CAEEL03568, CAEEL03567, CAEEL03561, CAEEL03566, CAEEL03562, CAEEL03563, CAEEL19451, CAEEL03559, CAEEL03558	ORYLA02360
OG0002293	CAEEL01475	ORYLA11328, ORYLA10072, ORYLA18515, ORYLA02245, ORYLA11327
OG0002294	CAEEL03275, CAEEL03274	ORYLA17434, ORYLA13472, ORYLA06668
OG0002297	CAEEL10891, CAEEL10889, CAEEL09503	ORYLA13569
OG0002312	CAEEL04818, CAEEL04817	ORYLA03960
OG0002316	CAEEL01858, CAEEL01859	ORYLA18514, ORYLA10565, ORYLA18191
OG0002317	CAEEL13995	ORYLA10101, ORYLA03376, ORYLA07663
OG0002318	CAEEL05991	ORYLA16808
OG0002321	CAEEL11607	ORYLA00417
OG0002323	CAEEL00606	ORYLA18223
OG0002324	CAEEL14861	ORYLA02003
OG0002325	CAEEL12660	ORYLA09407, ORYLA09406, ORYLA08788
OG0002326	CAEEL19309	ORYLA11565
OG0002327	CAEEL11423	ORYLA15817, ORYLA13784, ORYLA15549
OG0002331	CAEEL13492, CAEEL01768	ORYLA16153, ORYLA02004
OG0002332	CAEEL07378	ORYLA18167, ORYLA17748, ORYLA02677
OG0002335	CAEEL02679, CAEEL02678	ORYLA08903, ORYLA06617
OG0002336	CAEEL18832	ORYLA08659, ORYLA10302, ORYLA01050
