Orthogroup	CAEEL	DROME
OG0003634	CAEEL05819, CAEEL05206, CAEEL08505	DROME03378
OG0003638	CAEEL14206	DROME16659
OG0003639	CAEEL07019	DROME16964
OG0003641	CAEEL02290	DROME01116
OG0003644	CAEEL07060	DROME00616
OG0003645	CAEEL08952	DROME12178
OG0003646	CAEEL04268	DROME09249, DROME09250
OG0003647	CAEEL08061	DROME16616
OG0003649	CAEEL02106	DROME12148, DROME12149
OG0003650	CAEEL01596	DROME10934, DROME10933
OG0003655	CAEEL01543	DROME13231, DROME13232, DROME13234, DROME13233, DROME13069, DROME13070
OG0003656	CAEEL00717	DROME19174
OG0003657	CAEEL18724	DROME04619
OG0003658	CAEEL17892	DROME07032
OG0003659	CAEEL00820	DROME09855
OG0003660	CAEEL11348	DROME02231, DROME02233, DROME02232
OG0003661	CAEEL11758	DROME07051
OG0003664	CAEEL10164	DROME05104
OG0003667	CAEEL14775	DROME18793, DROME18792, DROME03291
OG0003668	CAEEL09161, CAEEL09163	DROME15022, DROME15023
OG0003669	CAEEL08786, CAEEL08784	DROME05487
OG0003672	CAEEL12653	DROME03649
OG0003676	CAEEL00672	DROME05478
OG0003677	CAEEL08632	DROME10098
OG0003678	CAEEL03764	DROME20450
OG0003679	CAEEL14380	DROME02313
OG0003680	CAEEL10627	DROME01384
OG0003681	CAEEL03276	DROME08680, DROME08681
OG0003683	CAEEL06697	DROME03935
OG0003686	CAEEL01983	DROME06762
OG0003690	CAEEL08798	DROME00439
OG0003692	CAEEL09322	DROME11124
OG0003693	CAEEL09517	DROME08115
OG0003694	CAEEL08779	DROME12215, DROME12216
OG0003695	CAEEL18980	DROME01947
OG0003696	CAEEL15341	DROME10156
OG0003697	CAEEL07546	DROME03932, DROME03930, DROME03929, DROME03931
OG0003698	CAEEL05872	DROME17520
OG0003700	CAEEL08489	DROME01181, DROME01182
OG0003701	CAEEL04838	DROME18636, DROME18637
OG0003704	CAEEL02747	DROME02181, DROME02180
OG0003708	CAEEL02697, CAEEL19979	DROME12282, DROME12281
OG0003710	CAEEL05057	DROME19166, DROME19168, DROME19167, DROME19169
OG0003712	CAEEL12274	DROME10970
OG0003716	CAEEL00239	DROME18657
OG0003718	CAEEL00456	DROME01297
OG0003719	CAEEL01088	DROME14563
OG0003721	CAEEL19092	DROME09052
OG0003729	CAEEL01397	DROME04356, DROME06341
OG0003729	CAEEL16477	DROME02593, DROME02592
OG0003731	CAEEL14842	DROME02907
OG0003732	CAEEL10948	DROME10070
OG0003733	CAEEL05542	DROME00230
OG0003734	CAEEL18003, CAEEL10089	DROME19430
OG0003735	CAEEL04830, CAEEL04829	DROME19631
OG0003737	CAEEL18594, CAEEL11885, CAEEL18366	DROME05769, DROME16282, DROME16607, DROME16283
OG0003740	CAEEL07837	DROME01620
OG0003741	CAEEL07870	DROME14002, DROME20156
OG0003743	CAEEL12238	DROME13785
OG0003745	CAEEL16018, CAEEL17606	DROME20574, DROME20575
OG0003746	CAEEL07398	DROME01977
OG0003747	CAEEL02767	DROME00997, DROME00995, DROME00994, DROME00996
OG0003748	CAEEL00242	DROME01784
OG0003749	CAEEL20507	DROME18502, DROME18501
OG0003750	CAEEL05076	DROME15590
OG0003753	CAEEL18657	DROME12522, DROME12521, DROME12523
OG0003754	CAEEL19668, CAEEL05669	DROME08228, DROME08227
OG0003755	CAEEL09173	DROME10789, DROME20093, DROME20094
OG0003756	CAEEL01606	DROME21916, DROME21915, DROME03180, DROME21917
OG0003758	CAEEL05748	DROME11710, DROME11712, DROME11711
OG0003759	CAEEL09625	DROME06383
OG0003761	CAEEL19863	DROME14154, DROME16436
OG0003763	CAEEL02008, CAEEL02007, CAEEL02011	DROME19350
OG0003764	CAEEL15954	DROME21578
OG0003767	CAEEL07794	DROME02791
OG0003771	CAEEL18560, CAEEL05367	DROME11019, DROME11021, DROME11022, DROME11020, DROME11018
OG0003775	CAEEL06672	DROME10059
OG0003776	CAEEL14271	DROME09504, DROME16551
OG0003778	CAEEL10576	DROME13171
OG0003779	CAEEL12785	DROME17898
OG0003795	CAEEL09855	DROME10754, DROME10753, DROME10755
OG0003798	CAEEL11938	DROME12695
OG0003803	CAEEL19629	DROME02481, DROME02482
OG0003806	CAEEL10842	DROME01868
OG0003807	CAEEL06933	DROME20522, DROME05215
OG0003808	CAEEL08177	DROME08174
OG0003811	CAEEL07020	DROME14988, DROME14990, DROME14989
OG0003812	CAEEL07296	DROME16112, DROME15368
OG0003813	CAEEL10820	DROME10056
OG0003817	CAEEL02053	DROME00653
OG0003818	CAEEL15512	DROME11129
OG0003821	CAEEL09346	DROME04477
OG0003824	CAEEL17849	DROME17215
OG0003826	CAEEL02634	DROME12869, DROME12870, DROME12868
OG0003827	CAEEL04098	DROME06883, DROME06884
OG0003829	CAEEL08428	DROME01864
OG0003831	CAEEL08097	DROME02158
OG0003832	CAEEL11899	DROME22043
OG0003834	CAEEL00145	DROME21433
OG0003837	CAEEL11909, CAEEL11910	DROME14236, DROME08398
OG0003838	CAEEL14290, CAEEL14289, CAEEL14291	DROME00382, DROME00383
OG0003839	CAEEL11415	DROME21710
OG0003840	CAEEL01767	DROME00482
OG0003841	CAEEL10859, CAEEL18915	DROME10377, DROME10376, DROME21784
OG0003843	CAEEL14293	DROME02011
OG0003846	CAEEL00811, CAEEL18648	DROME14576
OG0003847	CAEEL07371	DROME04113
OG0003848	CAEEL08837	DROME19059, DROME03440, DROME21451, DROME09630
OG0003850	CAEEL11705	DROME19645
OG0003851	CAEEL08777	DROME07873, DROME07872, DROME07874
OG0003852	CAEEL00155	DROME08152
OG0003853	CAEEL13793	DROME00889
OG0003854	CAEEL01789	DROME11356
OG0003855	CAEEL18132	DROME08550, DROME08549
OG0003856	CAEEL07428	DROME18670
OG0003857	CAEEL19675	DROME21963
OG0003858	CAEEL06932	DROME12659
OG0003863	CAEEL18943	DROME16970, DROME16972, DROME16971
OG0003864	CAEEL01846	DROME16687, DROME16688
OG0003865	CAEEL02514	DROME12154, DROME12155
OG0003866	CAEEL00295	DROME15012, DROME15013
OG0003867	CAEEL15761	DROME04382
OG0003868	CAEEL18485	DROME05264, DROME05265, DROME05263
OG0003869	CAEEL00094	DROME09592
OG0003870	CAEEL17745	DROME12586, DROME12587
OG0003872	CAEEL14869	DROME05404
OG0003873	CAEEL07437	DROME21721
OG0003875	CAEEL00868	DROME19790, DROME19791
OG0003876	CAEEL04369	DROME09112
OG0003877	CAEEL18175	DROME03255, DROME03256
OG0003879	CAEEL00338, CAEEL01399	DROME15863, DROME15864
OG0003881	CAEEL12169	DROME06398
OG0003884	CAEEL01060	DROME16036
OG0003885	CAEEL01791	DROME01881, DROME01880
OG0003886	CAEEL10383	DROME16702
OG0003887	CAEEL09306	DROME05627
OG0003887	CAEEL09446	DROME16856
OG0003892	CAEEL11760	DROME03882, DROME03883, DROME03881
OG0003893	CAEEL05797	DROME20864
OG0003894	CAEEL01425	DROME08816
OG0003895	CAEEL15379	DROME02851, DROME08609, DROME08610, DROME02850
OG0003897	CAEEL07613	DROME08504, DROME08505
OG0003898	CAEEL05728	DROME10004, DROME10008, DROME10006, DROME10009, DROME10005, DROME10007
OG0003904	CAEEL00419	DROME13386
OG0003906	CAEEL00814	DROME10315
OG0003908	CAEEL00218	DROME07423
OG0003908	CAEEL08148	DROME05483
OG0003909	CAEEL09488, CAEEL14422	DROME12680
OG0003910	CAEEL08553	DROME10387
OG0003911	CAEEL20590	DROME11361
OG0003912	CAEEL02731	DROME03970, DROME03969, DROME03443
OG0003913	CAEEL05199	DROME04350
OG0003914	CAEEL19029	DROME09312
OG0003915	CAEEL04887	DROME04519
OG0003916	CAEEL07068	DROME10524, DROME10523
OG0003917	CAEEL07507	DROME06379
OG0003918	CAEEL11925, CAEEL11924	DROME16748, DROME16746, DROME16745, DROME16747
OG0003920	CAEEL00358	DROME16629, DROME16630
OG0003921	CAEEL14832, CAEEL18358	DROME02956, DROME02955, DROME02957
OG0003923	CAEEL08718	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714
OG0003925	CAEEL04108	DROME01564, DROME01563
OG0003926	CAEEL10754, CAEEL19332	DROME01565, DROME01567, DROME01566
OG0003929	CAEEL00949	DROME08880
OG0003930	CAEEL05047	DROME20922
OG0003931	CAEEL15548	DROME02384, DROME02385
OG0003933	CAEEL11609	DROME03669
OG0003934	CAEEL10046	DROME11280
OG0003938	CAEEL07167	DROME13183
OG0003939	CAEEL04128	DROME01287
OG0003940	CAEEL15126, CAEEL19780	DROME13675
OG0003944	CAEEL05219	DROME18760
OG0003945	CAEEL17988	DROME01863
OG0003946	CAEEL18782	DROME13159, DROME13158
OG0003947	CAEEL16177	DROME08292
OG0003949	CAEEL02494	DROME09152
OG0003950	CAEEL05823	DROME16615
OG0003951	CAEEL10367	DROME07725
OG0003953	CAEEL12236	DROME09054, DROME00634, DROME11448
OG0003955	CAEEL08204	DROME16756
OG0003959	CAEEL18903	DROME15055
OG0003961	CAEEL10706	DROME17804
OG0003964	CAEEL20597	DROME09409
OG0003965	CAEEL09858	DROME07977, DROME07971, DROME07972
OG0003967	CAEEL07562, CAEEL16234, CAEEL19590, CAEEL10714, CAEEL10713	DROME15281
OG0003968	CAEEL18441	DROME04759, DROME04758
OG0003969	CAEEL01428, CAEEL15342	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767
OG0003970	CAEEL00141, CAEEL08636	DROME08299
OG0003971	CAEEL03035	DROME06198
OG0003972	CAEEL09414	DROME03377
OG0003973	CAEEL17822	DROME13196, DROME13195, DROME13194
OG0003974	CAEEL05003, CAEEL05004, CAEEL05002	DROME04925
OG0003976	CAEEL09819	DROME12934
OG0003999	CAEEL08414	DROME14381, DROME14380
OG0004000	CAEEL02254	DROME11283
OG0004005	CAEEL09757	DROME14778, DROME14779, DROME14780
OG0004007	CAEEL08380, CAEEL20738	DROME18644
OG0004009	CAEEL10425	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735
OG0004012	CAEEL08889	DROME11288
OG0004014	CAEEL07353	DROME02886
OG0004015	CAEEL03765	DROME07793
OG0004017	CAEEL08935	DROME02036
OG0004021	CAEEL07321	DROME19870
OG0004023	CAEEL00807	DROME19067
OG0004025	CAEEL20824	DROME16102
OG0004027	CAEEL07583	DROME13967
OG0004028	CAEEL11434	DROME21582, DROME21583
OG0004029	CAEEL07149	DROME07976
OG0004030	CAEEL15803	DROME00135, DROME00134
OG0004031	CAEEL15887	DROME01221, DROME01220, DROME01218, DROME01219, DROME01214, DROME01217, DROME01215, DROME01216
OG0004032	CAEEL15185	DROME08117
OG0004033	CAEEL15848	DROME14180, DROME12245
OG0004035	CAEEL06509	DROME03941, DROME03943, DROME03942, DROME03940
OG0004036	CAEEL05364	DROME19609
OG0004037	CAEEL05545	DROME06863
OG0004038	CAEEL04280	DROME02888
OG0004041	CAEEL06388	DROME05936
OG0004042	CAEEL00958	DROME16619
OG0004044	CAEEL07379	DROME05299, DROME05298
OG0004047	CAEEL19277, CAEEL00270	DROME02487, DROME02484, DROME02486, DROME02485
OG0004048	CAEEL05729	DROME17671
OG0004051	CAEEL06861	DROME18087, DROME18086
OG0004053	CAEEL01273	DROME21730
OG0004054	CAEEL15244	DROME15059
OG0004056	CAEEL01652	DROME15287
OG0004057	CAEEL03603	DROME00479
OG0004059	CAEEL14867	DROME13217
OG0004061	CAEEL01258, CAEEL18941, CAEEL01257, CAEEL05319	DROME03990
OG0004063	CAEEL02350	DROME00529, DROME00528
OG0004064	CAEEL00654	DROME06301
OG0004065	CAEEL05056	DROME02456
OG0004067	CAEEL02869	DROME14860
OG0004068	CAEEL10640	DROME11057
OG0004071	CAEEL00928	DROME15812
OG0004072	CAEEL09095, CAEEL07075	DROME21957, DROME17982
OG0004073	CAEEL03280	DROME01650
OG0004074	CAEEL01304	DROME06751
OG0004076	CAEEL07566	DROME00303
OG0004080	CAEEL12810	DROME06468, DROME06467
OG0004081	CAEEL18163	DROME16707, DROME16708, DROME16709, DROME16710
OG0004084	CAEEL14072	DROME12357
OG0004085	CAEEL04587	DROME05732, DROME05731, DROME05733
OG0004089	CAEEL11769, CAEEL11770	DROME00381
OG0004090	CAEEL02918	DROME03177
OG0004091	CAEEL04573	DROME14119
OG0004092	CAEEL07326	DROME12563
OG0004093	CAEEL18523	DROME15725
OG0004095	CAEEL02755	DROME13735
OG0004096	CAEEL09363	DROME05141, DROME05140, DROME05135, DROME00515
OG0004097	CAEEL05789	DROME01515
OG0004098	CAEEL05361	DROME01948
OG0004099	CAEEL07071	DROME19388
OG0004101	CAEEL10753	DROME08755, DROME08757, DROME08756
OG0004102	CAEEL20123	DROME12666
OG0004105	CAEEL05115	DROME04809, DROME04810, DROME04811
OG0004110	CAEEL01260	DROME17755
OG0004112	CAEEL00522	DROME12140
OG0004113	CAEEL09663	DROME06222, DROME06223
OG0004114	CAEEL13365	DROME16337
OG0004115	CAEEL05975	DROME13846, DROME13845, DROME13844
OG0004116	CAEEL17798	DROME02477
OG0004118	CAEEL09754	DROME19673
OG0004119	CAEEL00177	DROME14543
OG0004120	CAEEL09396	DROME07794
OG0004121	CAEEL06572, CAEEL06571, CAEEL06570, CAEEL06569	DROME03957
OG0004122	CAEEL20018	DROME08383
OG0004123	CAEEL05731	DROME12798
OG0004124	CAEEL02724, CAEEL02723	DROME02608
OG0004127	CAEEL19955, CAEEL18275, CAEEL06860	DROME07186
OG0004130	CAEEL02356	DROME05314
OG0004133	CAEEL05363	DROME02029
OG0004134	CAEEL07495	DROME14839
OG0004135	CAEEL19516	DROME03879
OG0004136	CAEEL04479	DROME17670
OG0004139	CAEEL04347	DROME14020
OG0004142	CAEEL10168	DROME06754
OG0004144	CAEEL00709	DROME04309, DROME04310
OG0004145	CAEEL14009	DROME15893
OG0004145	CAEEL14333	DROME08647, DROME14074, DROME14075
OG0004147	CAEEL07109	DROME06149
OG0004148	CAEEL07951	DROME06090, DROME06089
OG0004150	CAEEL09285	DROME04551, DROME04550
OG0004151	CAEEL01499	DROME14564
OG0004153	CAEEL11562	DROME12893
OG0004156	CAEEL05393	DROME18060
OG0004157	CAEEL18994	DROME21496
OG0004158	CAEEL00394	DROME10050
OG0004159	CAEEL16103	DROME20404, DROME20403, DROME20402
OG0004160	CAEEL08700	DROME15565
OG0004164	CAEEL10119	DROME16332
OG0004166	CAEEL04359	DROME17896
OG0004167	CAEEL14218	DROME18913
OG0004168	CAEEL08233	DROME05468
OG0004169	CAEEL01556	DROME00368
OG0004170	CAEEL10605	DROME12078
OG0004171	CAEEL11852	DROME07182
OG0004176	CAEEL01489	DROME10985, DROME10984
OG0004178	CAEEL09854	DROME02387
OG0004179	CAEEL10656	DROME10276, DROME10274, DROME10275, DROME10273
OG0004180	CAEEL08381	DROME20474
OG0004181	CAEEL13830	DROME12964
OG0004182	CAEEL14269	DROME16363
OG0004184	CAEEL15780, CAEEL15781	DROME04419
OG0004185	CAEEL19854	DROME05297
OG0004186	CAEEL13926	DROME16037
OG0004187	CAEEL02068	DROME07871
OG0004188	CAEEL15410	DROME07492, DROME07494, DROME07493
OG0004189	CAEEL17811	DROME11000, DROME11001
OG0004198	CAEEL12770	DROME17028
OG0004203	CAEEL10854, CAEEL19422, CAEEL20854, CAEEL09640, CAEEL15518, CAEEL15937, CAEEL14660	DROME09079
OG0004215	CAEEL08870	DROME19401
OG0004216	CAEEL02995	DROME11793
OG0004217	CAEEL08020	DROME21224
OG0004219	CAEEL00713	DROME03490
OG0004222	CAEEL05571	DROME04949
OG0004223	CAEEL05790	DROME01123, DROME06776
OG0004225	CAEEL07717	DROME05012
OG0004227	CAEEL05233	DROME04086
OG0004228	CAEEL13669	DROME10277
OG0004229	CAEEL11625	DROME02866, DROME02865
OG0004230	CAEEL07897	DROME18730, DROME18729
OG0004231	CAEEL00452	DROME14487, DROME14486
OG0004232	CAEEL03690	DROME01342, DROME15977
OG0004236	CAEEL15188	DROME17566
OG0004237	CAEEL07362	DROME18213, DROME18214
OG0004241	CAEEL20251	DROME15542
OG0004242	CAEEL01841, CAEEL05945, CAEEL04061	DROME03644, DROME06191
OG0004243	CAEEL01439	DROME14802, DROME20505
OG0004244	CAEEL12157	DROME10097
OG0004245	CAEEL11730	DROME02038
OG0004246	CAEEL17853	DROME07435
OG0004248	CAEEL11465	DROME14001
OG0004249	CAEEL17634	DROME04762
OG0004250	CAEEL16187	DROME18272, DROME18273
OG0004252	CAEEL07003	DROME14951
OG0004253	CAEEL06637	DROME20276, DROME20277, DROME20275
OG0004254	CAEEL05989	DROME16850, DROME16851, DROME16852
OG0004255	CAEEL03031	DROME06896, DROME06895
OG0004257	CAEEL01608	DROME14416
OG0004258	CAEEL00939	DROME05217
OG0004259	CAEEL12479, CAEEL01029, CAEEL01027, CAEEL01028	DROME21474, DROME10563
OG0004261	CAEEL04677	DROME10981
OG0004262	CAEEL13871	DROME16780
OG0004263	CAEEL04092, CAEEL20329	DROME06450
OG0004265	CAEEL08248	DROME05465
OG0004268	CAEEL02406	DROME10031
OG0004269	CAEEL07842	DROME16782
OG0004270	CAEEL02066	DROME19295, DROME19296, DROME19297
OG0004273	CAEEL04799	DROME09850
OG0004277	CAEEL06545	DROME05527, DROME17087, DROME15966, DROME15965, DROME15964, DROME13638, DROME13639
OG0004278	CAEEL07238	DROME01231
OG0004280	CAEEL16211, CAEEL16212	DROME22015
OG0004282	CAEEL18359, CAEEL13638	DROME07183
OG0004283	CAEEL08314	DROME21977
OG0004284	CAEEL08527	DROME19835, DROME19836
OG0004285	CAEEL01238	DROME12894
OG0004287	CAEEL00835	DROME16211
OG0004288	CAEEL01059	DROME12750, DROME12751
OG0004289	CAEEL02984	DROME10833, DROME19397
OG0004290	CAEEL02030	DROME01469
OG0004291	CAEEL04748	DROME16342
OG0004292	CAEEL15301	DROME06641
OG0004294	CAEEL04571	DROME13106, DROME13107
OG0004295	CAEEL03919	DROME20603, DROME20604, DROME20602
OG0004296	CAEEL12316	DROME14924, DROME14923
OG0004297	CAEEL19228	DROME01005
OG0004299	CAEEL07283	DROME21406, DROME21405
OG0004301	CAEEL07551	DROME06959
OG0004302	CAEEL07295	DROME01833
OG0004303	CAEEL12783	DROME02789, DROME02790
OG0004304	CAEEL17137	DROME15979, DROME15978
OG0004305	CAEEL02874	DROME00211
OG0004307	CAEEL00090	DROME07784
OG0004308	CAEEL00320	DROME08791, DROME08790
OG0004309	CAEEL13877	DROME11787
OG0004310	CAEEL02565	DROME20002
OG0004312	CAEEL05846	DROME07615
OG0004314	CAEEL00001	DROME04957
OG0004316	CAEEL10340	DROME06707
OG0004317	CAEEL07185	DROME18648, DROME18649, DROME18650
OG0004321	CAEEL11975	DROME00141
OG0004324	CAEEL07830	DROME19211, DROME05925, DROME05924
OG0004328	CAEEL00916	DROME06814, DROME06813
OG0004329	CAEEL16040	DROME14796
OG0004330	CAEEL15513	DROME05935
OG0004331	CAEEL11038	DROME09522
OG0004332	CAEEL19699	DROME03199
OG0004333	CAEEL19900	DROME03525
OG0004334	CAEEL04372	DROME17993, DROME17994
OG0004335	CAEEL09206	DROME10278
OG0004337	CAEEL11698, CAEEL01133	DROME13597
OG0004338	CAEEL07793	DROME16553
OG0004344	CAEEL16267	DROME17664
OG0004345	CAEEL06934	DROME20919
OG0004347	CAEEL07276	DROME18052, DROME18053
OG0004348	CAEEL08518	DROME08598, DROME08597
OG0004349	CAEEL06923, CAEEL06922	DROME12070
OG0004350	CAEEL01588	DROME08566
OG0004351	CAEEL08854	DROME17742
OG0004353	CAEEL03078	DROME05577
OG0004355	CAEEL17139	DROME01999
OG0004356	CAEEL10602	DROME12218
OG0004357	CAEEL01908	DROME01205, DROME01203
OG0004358	CAEEL10874	DROME01539
OG0004359	CAEEL05118	DROME15372
OG0004360	CAEEL08760	DROME03158
OG0004361	CAEEL01764	DROME16888
OG0004362	CAEEL01360	DROME04321
OG0004364	CAEEL05913	DROME18518, DROME02371
OG0004365	CAEEL00507	DROME11247
OG0004368	CAEEL20084	DROME03958, DROME03959
OG0004369	CAEEL08210	DROME08156
OG0004370	CAEEL03244, CAEEL09918	DROME13154, DROME12142, DROME12141
OG0004373	CAEEL05891	DROME07316
OG0004374	CAEEL07100	DROME21010
OG0004376	CAEEL08383	DROME21016
OG0004377	CAEEL07838	DROME02771, DROME02772, DROME02773, DROME02770
OG0004378	CAEEL08612	DROME00771
OG0004379	CAEEL06174	DROME14972, DROME14973
OG0004380	CAEEL04195	DROME21035, DROME21034
OG0004381	CAEEL00194	DROME03934
OG0004382	CAEEL06795	DROME16408, DROME16407
OG0004388	CAEEL02922	DROME07878
OG0004389	CAEEL16085, CAEEL05794	DROME13762
OG0004391	CAEEL09690	DROME11785, DROME11784
OG0004392	CAEEL11311, CAEEL11312	DROME17967, DROME17966, DROME17965
OG0004393	CAEEL19535	DROME16127
OG0004394	CAEEL00556	DROME00472, DROME00473, DROME00475
OG0004396	CAEEL05746	DROME00290, DROME00291
OG0004398	CAEEL09179	DROME20923
OG0004399	CAEEL12106	DROME00026, DROME00027
OG0004401	CAEEL08851	DROME15904
OG0004403	CAEEL00967	DROME16539, DROME16538, DROME16541, DROME16540
OG0004404	CAEEL00266	DROME00111
OG0004407	CAEEL15656	DROME17000
OG0004409	CAEEL18900	DROME07816
OG0004413	CAEEL12414	DROME16031
OG0004417	CAEEL04605	DROME08382
OG0004423	CAEEL08323, CAEEL04481, CAEEL04480	DROME09027, DROME09026
OG0004425	CAEEL04267	DROME09154
OG0004426	CAEEL06644	DROME02898
OG0004459	CAEEL09113	DROME11629
OG0004460	CAEEL05618, CAEEL12160	DROME01612
OG0004462	CAEEL07505	DROME10763
OG0004465	CAEEL14659	DROME21097, DROME00340
OG0004467	CAEEL18811	DROME12348, DROME12349
OG0004468	CAEEL08068, CAEEL00974	DROME08086
OG0004471	CAEEL07653	DROME04870, DROME04872, DROME04871
OG0004472	CAEEL02040	DROME13220
OG0004474	CAEEL04978, CAEEL19704	DROME12398, DROME12397
OG0004476	CAEEL09485	DROME21347, DROME21348, DROME21349
OG0004477	CAEEL01083	DROME03184
OG0004479	CAEEL01982	DROME02751
OG0004484	CAEEL03718, CAEEL03716	DROME15453
OG0004486	CAEEL02086	DROME03906
OG0004487	CAEEL04119	DROME22095, DROME20434, DROME20435
OG0004489	CAEEL07471	DROME01140
OG0004490	CAEEL15483	DROME02420
OG0004492	CAEEL12152, CAEEL01223	DROME06523
OG0004493	CAEEL07084	DROME05464
OG0004494	CAEEL06691	DROME12460, DROME12459
OG0004495	CAEEL00990	DROME19461, DROME19460, DROME03167
OG0004496	CAEEL17616	DROME10398
OG0004498	CAEEL07493	DROME20932
OG0004500	CAEEL07302, CAEEL06408	DROME19536
OG0004501	CAEEL02204	DROME11056
OG0004506	CAEEL09652	DROME10904
OG0004507	CAEEL02892	DROME17036
OG0004511	CAEEL00625	DROME13105
OG0004513	CAEEL02074	DROME12675
OG0004514	CAEEL07361	DROME01230
OG0004517	CAEEL19843	DROME12340
OG0004518	CAEEL18955	DROME19881
OG0004519	CAEEL09657	DROME13472
OG0004520	CAEEL04837	DROME13131
OG0004523	CAEEL05687	DROME07758
OG0004525	CAEEL03911	DROME13522
OG0004526	CAEEL07101	DROME09780
OG0004532	CAEEL10922	DROME11183
OG0004533	CAEEL01233	DROME16934, DROME16933
OG0004535	CAEEL05920	DROME11313, DROME11681
OG0004538	CAEEL15076	DROME01010
OG0004539	CAEEL15237	DROME22056, DROME22055
OG0004542	CAEEL08914	DROME14306, DROME14305
OG0004543	CAEEL06797	DROME16410
OG0004544	CAEEL10954	DROME03219
OG0004545	CAEEL06229	DROME14918
OG0004546	CAEEL12390	DROME07299
OG0004548	CAEEL05049	DROME20368, DROME10401
OG0004551	CAEEL07605	DROME17768, DROME17769
OG0004552	CAEEL14818	DROME00895
OG0004553	CAEEL01890	DROME15169, DROME15168, DROME15170, DROME15171, DROME15167, DROME15172
OG0004554	CAEEL12132	DROME15667
OG0004555	CAEEL01286	DROME08499, DROME08501, DROME08498, DROME08500
OG0004557	CAEEL19316	DROME07905
OG0004559	CAEEL01667	DROME00073
OG0004563	CAEEL05628	DROME01043
OG0004564	CAEEL15096	DROME05211
OG0004565	CAEEL01480	DROME02327, DROME02328
OG0004566	CAEEL08060	DROME09871
OG0004567	CAEEL19136, CAEEL09098	DROME02916
OG0004569	CAEEL05747	DROME06466
OG0004572	CAEEL15485	DROME09948
OG0004573	CAEEL03080	DROME00139
OG0004577	CAEEL02135, CAEEL02134	DROME08875, DROME08876
OG0004578	CAEEL07197, CAEEL15445	DROME06808
OG0004579	CAEEL12615	DROME01846
OG0004581	CAEEL20357	DROME17808, DROME17807, DROME17806
OG0004582	CAEEL14132	DROME06477
