Orthogroup	MOUSE	BRAFL
OG0000069	MOUSE30824	bflo_26382, bflo_09323, bflo_20543, bflo_20542, bflo_20541, bflo_27333, bflo_05086, bflo_23255, bflo_23256
OG0000069	MOUSE30828, MOUSE08931	bflo_23212
OG0000069	MOUSE08928, MOUSE30827	bflo_01849
OG0000069	MOUSE08907, MOUSE30830	bflo_23216, bflo_23215
OG0000069	MOUSE24595	bflo_05168
OG0000069	MOUSE06171	bflo_23210
OG0000069	MOUSE24597	bflo_07771
OG0000069	MOUSE08934, MOUSE08905, MOUSE08822, MOUSE08829	bflo_24611
OG0000070	MOUSE00175, MOUSE00176, MOUSE00177, MOUSE00178, MOUSE55320, MOUSE54102	bflo_17097, bflo_18391, bflo_18274
OG0000070	MOUSE01400, MOUSE01399	bflo_19712, bflo_19610, bflo_18938, bflo_18939, bflo_18680, bflo_18677, bflo_08024, bflo_18676, bflo_06405, bflo_17765, bflo_24928, bflo_03653, bflo_13031, bflo_19530, bflo_18681, bflo_18560, bflo_19218, bflo_19322, bflo_19716, bflo_18678, bflo_18529, bflo_05505, bflo_19611, bflo_01821, bflo_08623, bflo_19607, bflo_03948, bflo_15003, bflo_25235
OG0000071	MOUSE27775, MOUSE27776, MOUSE27777	bflo_24861
OG0000072	MOUSE03587, MOUSE48101, MOUSE48102, MOUSE48100, MOUSE50200, MOUSE50201	bflo_14354
OG0000072	MOUSE30088, MOUSE45691	bflo_14484, bflo_04637
OG0000072	MOUSE29660	bflo_14474
OG0000073	MOUSE18062	bflo_13167
OG0000073	MOUSE18061, MOUSE18060, MOUSE18059, MOUSE18051, MOUSE18052	bflo_23562
OG0000073	MOUSE28629, MOUSE21657, MOUSE21656, MOUSE49709, MOUSE49708, MOUSE21655	bflo_15886
OG0000073	MOUSE02165, MOUSE02168, MOUSE02164, MOUSE02163	bflo_10835
OG0000074	MOUSE01754, MOUSE40707	bflo_10921
OG0000074	MOUSE27442, MOUSE27441	bflo_14737
OG0000075	MOUSE05779, MOUSE03707	bflo_02192
OG0000075	MOUSE22546	bflo_02500
OG0000075	MOUSE14633	bflo_02607
OG0000075	MOUSE34423	bflo_24625
OG0000075	MOUSE45151	bflo_21844
OG0000075	MOUSE22547, MOUSE14629, MOUSE14632, MOUSE14631, MOUSE14630	bflo_02487
OG0000075	MOUSE31075, MOUSE39073	bflo_12189
OG0000075	MOUSE41200, MOUSE41199, MOUSE41201, MOUSE11240, MOUSE11239	bflo_11040
OG0000075	MOUSE14370, MOUSE14371, MOUSE14372, MOUSE40742	bflo_12166
OG0000075	MOUSE39111, MOUSE39110, MOUSE39108, MOUSE39109	bflo_11652
OG0000077	MOUSE27949, MOUSE03243, MOUSE03242, MOUSE12725, MOUSE12726, MOUSE12727	bflo_09725
OG0000077	MOUSE27778, MOUSE27779, MOUSE21334, MOUSE35957	bflo_20919, bflo_20836, bflo_03467, bflo_21221, bflo_01044, bflo_00674, bflo_00541, bflo_14967, bflo_10820, bflo_23366
OG0000077	MOUSE52108, MOUSE34401, MOUSE16118, MOUSE10502	bflo_18777, bflo_23174
OG0000078	MOUSE35673, MOUSE35672	bflo_05955
OG0000078	MOUSE48544, MOUSE27283, MOUSE27282, MOUSE01884	bflo_03225, bflo_03224, bflo_03600, bflo_00994, bflo_16269, bflo_01905, bflo_16844, bflo_16039, bflo_09080, bflo_03425, bflo_02138
OG0000079	MOUSE14895, MOUSE14896, MOUSE10310, MOUSE49621, MOUSE16489, MOUSE26500, MOUSE26499, MOUSE26501, MOUSE39785, MOUSE39788, MOUSE39787, MOUSE39786, MOUSE09603	bflo_00523
OG0000079	MOUSE36924, MOUSE36920, MOUSE36921, MOUSE36917, MOUSE36919, MOUSE36918, MOUSE36916, MOUSE36922, MOUSE36928, MOUSE36927, MOUSE55500, MOUSE03421, MOUSE03420, MOUSE03419	bflo_07371
OG0000079	MOUSE05041, MOUSE05040, MOUSE05039, MOUSE37481, MOUSE37482, MOUSE37480, MOUSE37479	bflo_20026
OG0000079	MOUSE01454, MOUSE01456, MOUSE01455, MOUSE01453	bflo_01658
OG0000079	MOUSE36929	bflo_04787, bflo_15789, bflo_21965, bflo_10278, bflo_21970, bflo_21968
OG0000081	MOUSE21429, MOUSE21428, MOUSE21430	bflo_15913, bflo_15912, bflo_16774, bflo_16578, bflo_25892, bflo_26241
OG0000081	MOUSE19801, MOUSE48363, MOUSE51878, MOUSE51877, MOUSE15491, MOUSE15490, MOUSE16142, MOUSE15827	bflo_25900, bflo_13564, bflo_13563
OG0000082	MOUSE25920	bflo_15900
OG0000082	MOUSE19184	bflo_04889
OG0000083	MOUSE38865, MOUSE38864, MOUSE38866, MOUSE30042	bflo_14979, bflo_14980, bflo_14849, bflo_14850, bflo_15203, bflo_08533
OG0000084	MOUSE21451	bflo_10754
OG0000084	MOUSE31596, MOUSE40356, MOUSE00836	bflo_08430
OG0000085	MOUSE05264, MOUSE53183, MOUSE53182, MOUSE53184, MOUSE26268, MOUSE26267	bflo_00992
OG0000085	MOUSE54745	bflo_20147
OG0000085	MOUSE50493, MOUSE50494, MOUSE50492	bflo_12569
OG0000085	MOUSE54746, MOUSE54748, MOUSE54747, MOUSE30928, MOUSE52166, MOUSE30929	bflo_17482
OG0000085	MOUSE37560, MOUSE37561, MOUSE37559, MOUSE04944, MOUSE04943	bflo_20149
OG0000085	MOUSE16592, MOUSE16590	bflo_18272, bflo_18210
OG0000087	MOUSE04044, MOUSE04045	bflo_21260
OG0000087	MOUSE24629, MOUSE24631	bflo_15474, bflo_15461
OG0000087	MOUSE40318, MOUSE40317	bflo_08208
OG0000087	MOUSE11362	bflo_02993
OG0000087	MOUSE22119, MOUSE22054, MOUSE22052	bflo_02949, bflo_07784, bflo_11840
OG0000087	MOUSE11213	bflo_11911
OG0000087	MOUSE46080, MOUSE46081	bflo_22659
OG0000087	MOUSE46082	bflo_03240
OG0000088	MOUSE00763, MOUSE00764, MOUSE27097, MOUSE52249, MOUSE53735, MOUSE49610, MOUSE49528, MOUSE49529, MOUSE49530	bflo_12484, bflo_25913, bflo_26055, bflo_02835, bflo_07337, bflo_02839, bflo_02837, bflo_19718, bflo_03903, bflo_20323, bflo_00738, bflo_20465
OG0000089	MOUSE16032	bflo_02193, bflo_05485, bflo_04536, bflo_25331, bflo_08302, bflo_01704, bflo_02380, bflo_07198, bflo_24284, bflo_27461, bflo_24333, bflo_05569, bflo_17128, bflo_12545, bflo_05487
OG0000089	MOUSE55269, MOUSE55270, MOUSE55265, MOUSE55267, MOUSE55266, MOUSE55268, MOUSE55272, MOUSE00168, MOUSE00169	bflo_17962, bflo_17832, bflo_01283, bflo_21188
OG0000090	MOUSE17971, MOUSE17970, MOUSE17967	bflo_16621
OG0000090	MOUSE32571, MOUSE32572	bflo_02393
OG0000091	MOUSE19668, MOUSE19669	bflo_24376, bflo_24373, bflo_24374, bflo_18056, bflo_18055, bflo_18057, bflo_27165, bflo_18268, bflo_05649, bflo_27146, bflo_06396
OG0000093	MOUSE16619	bflo_08402, bflo_20451
OG0000093	MOUSE35368, MOUSE35369, MOUSE52764, MOUSE52765	bflo_26066, bflo_22106, bflo_08411, bflo_26076
OG0000094	MOUSE23861, MOUSE23862, MOUSE23863, MOUSE25211, MOUSE25208, MOUSE25207, MOUSE25206, MOUSE25210, MOUSE48851, MOUSE48849, MOUSE48850	bflo_11484
OG0000095	MOUSE21579	bflo_25489, bflo_01865, bflo_25182, bflo_11841, bflo_01804, bflo_01739, bflo_17156, bflo_03512
OG0000096	MOUSE54033, MOUSE13094, MOUSE29900	bflo_21246, bflo_21213
OG0000096	MOUSE31085, MOUSE31087, MOUSE02247	bflo_11038
OG0000096	MOUSE14640, MOUSE35516	bflo_17838
OG0000096	MOUSE41983, MOUSE30995, MOUSE30992, MOUSE47007, MOUSE41985, MOUSE30994, MOUSE47010, MOUSE47008, MOUSE30996	bflo_24085, bflo_09131
OG0000096	MOUSE45925, MOUSE45926, MOUSE44088	bflo_03032
OG0000096	MOUSE52337, MOUSE52338	bflo_18893
OG0000098	MOUSE44178, MOUSE44180, MOUSE47248, MOUSE47247, MOUSE01240	bflo_26530, bflo_24865
OG0000098	MOUSE20701, MOUSE27744, MOUSE27743, MOUSE20730, MOUSE44534, MOUSE44540, MOUSE44541, MOUSE44537, MOUSE44546, MOUSE44536, MOUSE44538, MOUSE44535, MOUSE44533, MOUSE20728, MOUSE20727, MOUSE20726, MOUSE20725, MOUSE20729	bflo_05564
OG0000099	MOUSE30052, MOUSE30050, MOUSE30051, MOUSE53947, MOUSE53948, MOUSE53946, MOUSE50039, MOUSE50041, MOUSE50040, MOUSE03601, MOUSE03600, MOUSE03599	bflo_14861, bflo_14862
OG0000099	MOUSE43058, MOUSE50899, MOUSE00625	bflo_17705
OG0000099	MOUSE00626, MOUSE00624, MOUSE00623, MOUSE33922, MOUSE16210, MOUSE16209, MOUSE16208, MOUSE16204, MOUSE16205, MOUSE16206, MOUSE16207	bflo_18245
OG0000101	MOUSE49370, MOUSE49670	bflo_10195
OG0000101	MOUSE02576, MOUSE49671	bflo_22103, bflo_06854
OG0000101	MOUSE15611, MOUSE15612	bflo_18450
OG0000101	MOUSE02574, MOUSE02575, MOUSE02573, MOUSE02572, MOUSE02456, MOUSE02446, MOUSE02447, MOUSE02449, MOUSE02452, MOUSE02454, MOUSE02453, MOUSE02455, MOUSE02457, MOUSE26355	bflo_07765, bflo_07393, bflo_18261, bflo_09088, bflo_24291, bflo_00022, bflo_08232, bflo_08101, bflo_08348, bflo_06024, bflo_18190, bflo_18188
OG0000102	MOUSE08156, MOUSE08155, MOUSE24799, MOUSE24798	bflo_26889, bflo_08442, bflo_08423, bflo_08476
OG0000102	MOUSE25337, MOUSE25336, MOUSE25939	bflo_05363, bflo_05367, bflo_05364, bflo_05378, bflo_05369, bflo_05365, bflo_04323
OG0000103	MOUSE03946, MOUSE03948, MOUSE03949, MOUSE03945, MOUSE03951, MOUSE03944, MOUSE12336, MOUSE12340, MOUSE15975, MOUSE28384	bflo_00032, bflo_11180, bflo_11085, bflo_11875, bflo_11184, bflo_11179, bflo_11874, bflo_25842, bflo_00020, bflo_18284, bflo_20618, bflo_18283, bflo_17924, bflo_17758, bflo_00063, bflo_17754, bflo_17756, bflo_17751, bflo_17755, bflo_17752, bflo_00064, bflo_17757, bflo_17750, bflo_17749, bflo_23149
OG0000103	MOUSE43972, MOUSE43973, MOUSE43970, MOUSE43971, MOUSE43974, MOUSE03980, MOUSE03977, MOUSE03979, MOUSE15157, MOUSE14014	bflo_23791
OG0000104	MOUSE50572, MOUSE50573, MOUSE16444, MOUSE16442, MOUSE16443, MOUSE16439, MOUSE16441, MOUSE16438, MOUSE16437, MOUSE16440, MOUSE16436	bflo_11828, bflo_20119
OG0000104	MOUSE06976, MOUSE06975, MOUSE06978, MOUSE06980, MOUSE06979, MOUSE06981, MOUSE06983, MOUSE06982, MOUSE15501, MOUSE15498, MOUSE15499, MOUSE05643, MOUSE05641, MOUSE05642	bflo_00906
OG0000104	MOUSE50577, MOUSE16445, MOUSE16446, MOUSE50574, MOUSE50575, MOUSE50576	bflo_09275
OG0000104	MOUSE16174	bflo_06949
OG0000104	MOUSE23464, MOUSE23465, MOUSE23463, MOUSE01968, MOUSE01967, MOUSE01969, MOUSE53764	bflo_11475
OG0000106	MOUSE49277, MOUSE49278, MOUSE55330, MOUSE49769, MOUSE29352, MOUSE29353, MOUSE29354, MOUSE29357, MOUSE29355	bflo_13906, bflo_13902, bflo_13905
OG0000106	MOUSE32021	bflo_13959
OG0000106	MOUSE30798, MOUSE30797, MOUSE51789, MOUSE51787, MOUSE51788	bflo_21022, bflo_22434, bflo_24648, bflo_24024, bflo_24023
OG0000107	MOUSE08903	bflo_26398
OG0000107	MOUSE08836	bflo_23217
OG0000107	MOUSE08837	bflo_21610
OG0000107	MOUSE08933	bflo_20401, bflo_23244
OG0000107	MOUSE30829	bflo_23246
OG0000107	MOUSE08922	bflo_03338
OG0000108	MOUSE05737, MOUSE25036, MOUSE14651, MOUSE23310	bflo_21663
OG0000109	MOUSE30164	bflo_27510
OG0000109	MOUSE33717	bflo_26061, bflo_25289, bflo_01799, bflo_24813, bflo_02481, bflo_01802, bflo_24178, bflo_01610, bflo_01320, bflo_24814
OG0000110	MOUSE38813, MOUSE04691	bflo_00375
OG0000110	MOUSE04692, MOUSE38814	bflo_13869, bflo_25534, bflo_09017, bflo_25934, bflo_26322
OG0000111	MOUSE17075, MOUSE14044, MOUSE06017, MOUSE06016	bflo_20710, bflo_08602, bflo_05768
OG0000111	MOUSE07126, MOUSE28116	bflo_25968, bflo_26203, bflo_01089, bflo_06150, bflo_06575, bflo_18443, bflo_07865, bflo_25866, bflo_23409
OG0000111	MOUSE53772	bflo_13544, bflo_21580, bflo_07025, bflo_01278
OG0000111	MOUSE29257, MOUSE29259, MOUSE29254, MOUSE21512, MOUSE34168, MOUSE00043, MOUSE00042, MOUSE00044, MOUSE00053, MOUSE00055, MOUSE00045, MOUSE00060, MOUSE00058, MOUSE00059, MOUSE00062, MOUSE00054, MOUSE00065, MOUSE00066, MOUSE00064, MOUSE00057, MOUSE00051, MOUSE00050, MOUSE00049, MOUSE00063, MOUSE00056, MOUSE00061, MOUSE00052, MOUSE21513	bflo_13984
OG0000113	MOUSE33596, MOUSE33595	bflo_25033, bflo_24791, bflo_00623, bflo_03827, bflo_03944, bflo_03952, bflo_03218, bflo_03217, bflo_01136, bflo_03958, bflo_03967
OG0000114	MOUSE36090, MOUSE36092, MOUSE36094, MOUSE36095, MOUSE36093, MOUSE36096, MOUSE36091, MOUSE34889, MOUSE34888	bflo_16447, bflo_20688, bflo_23618, bflo_04836, bflo_00471, bflo_24385, bflo_07559
OG0000115	MOUSE14376	bflo_09470
OG0000116	MOUSE30922	bflo_20127, bflo_20129, bflo_18429, bflo_17359, bflo_03403
OG0000116	MOUSE27994	bflo_05410, bflo_25141
OG0000117	MOUSE20794, MOUSE20790	bflo_24733, bflo_23957
OG0000117	MOUSE17523, MOUSE17524	bflo_23504
OG0000117	MOUSE26103, MOUSE26102	bflo_02317, bflo_02296, bflo_27364, bflo_20757
OG0000119	MOUSE26432, MOUSE26431, MOUSE26430, MOUSE02581, MOUSE02580, MOUSE05168, MOUSE05166, MOUSE05165, MOUSE05167	bflo_07858, bflo_19358, bflo_19300
OG0000119	MOUSE26597, MOUSE26599, MOUSE14908, MOUSE25018, MOUSE25019, MOUSE05713	bflo_19582, bflo_19602, bflo_19603, bflo_19479
OG0000119	MOUSE26569, MOUSE53192, MOUSE53193, MOUSE53194	bflo_18609
OG0000120	MOUSE38908, MOUSE38909	bflo_12078
OG0000121	MOUSE48188, MOUSE48187, MOUSE21383	bflo_07529, bflo_11325, bflo_07518
OG0000121	MOUSE01294	bflo_19620, bflo_26028, bflo_24509
OG0000121	MOUSE22218, MOUSE22217	bflo_25107, bflo_02806
OG0000122	MOUSE05693, MOUSE35483, MOUSE35485, MOUSE35486, MOUSE22654	bflo_02060, bflo_02098, bflo_02745
OG0000123	MOUSE36089, MOUSE09426, MOUSE09427	bflo_10706
OG0000123	MOUSE21391, MOUSE47951, MOUSE47950, MOUSE19617	bflo_09726
OG0000123	MOUSE19619	bflo_10752
OG0000123	MOUSE09430, MOUSE09429, MOUSE09431	bflo_10627
OG0000124	MOUSE06474, MOUSE06473, MOUSE38647, MOUSE38648, MOUSE14045	bflo_12150, bflo_12152, bflo_22917
OG0000124	MOUSE34424, MOUSE34425	bflo_24557
OG0000124	MOUSE07351, MOUSE07350, MOUSE07352, MOUSE18780, MOUSE18779	bflo_01845
OG0000124	MOUSE27466, MOUSE49894	bflo_10478
OG0000125	MOUSE05385, MOUSE10968, MOUSE10967	bflo_02406
OG0000125	MOUSE10957, MOUSE10956, MOUSE10959, MOUSE14826, MOUSE05399, MOUSE05398, MOUSE14824, MOUSE14825	bflo_02146
OG0000125	MOUSE10964, MOUSE10966, MOUSE05382, MOUSE05384, MOUSE05381, MOUSE10965	bflo_02145
OG0000125	MOUSE27013, MOUSE27014, MOUSE43956, MOUSE43955, MOUSE43954	bflo_04110
OG0000125	MOUSE43958, MOUSE43957	bflo_03303
OG0000126	MOUSE36415, MOUSE36417, MOUSE03223, MOUSE44505	bflo_09507
OG0000126	MOUSE47557, MOUSE47555, MOUSE47554, MOUSE54136, MOUSE54135, MOUSE54137, MOUSE29574, MOUSE29573, MOUSE29575, MOUSE47556	bflo_21252
OG0000126	MOUSE12568, MOUSE36379, MOUSE36377, MOUSE36378, MOUSE36380	bflo_14089
OG0000126	MOUSE19645, MOUSE01498, MOUSE01499, MOUSE32380, MOUSE30420, MOUSE30422, MOUSE30421, MOUSE27727, MOUSE27726, MOUSE27725	bflo_04718
OG0000127	MOUSE04059	bflo_07113, bflo_07092
OG0000127	MOUSE47545, MOUSE54139, MOUSE29572	bflo_21614
OG0000127	MOUSE52357, MOUSE52358, MOUSE13075	bflo_21827
OG0000127	MOUSE09031, MOUSE06835, MOUSE28216	bflo_05798
OG0000127	MOUSE12652, MOUSE29242, MOUSE21486, MOUSE21487	bflo_06367
OG0000127	MOUSE14094, MOUSE06008	bflo_23284
OG0000128	MOUSE20235	bflo_05801, bflo_04928, bflo_06174, bflo_04919, bflo_08083
OG0000128	MOUSE44975, MOUSE44976, MOUSE50207, MOUSE50208	bflo_11997, bflo_11531, bflo_11996, bflo_11513, bflo_13695, bflo_14518, bflo_14769, bflo_20024
OG0000129	MOUSE24658, MOUSE20204, MOUSE18144, MOUSE24659, MOUSE24660, MOUSE24661, MOUSE43330, MOUSE49914, MOUSE27526, MOUSE27523, MOUSE27524, MOUSE27525, MOUSE27522, MOUSE27521	bflo_10761, bflo_09267, bflo_24123, bflo_24146
OG0000129	MOUSE45123, MOUSE55058	bflo_21811
OG0000129	MOUSE23071, MOUSE23074, MOUSE23073, MOUSE23072	bflo_16345, bflo_20193
OG0000130	MOUSE41081	bflo_09285, bflo_18165, bflo_10954
OG0000130	MOUSE31524, MOUSE31521, MOUSE31523, MOUSE31522	bflo_04953
OG0000130	MOUSE18069	bflo_13796, bflo_14046
OG0000130	MOUSE54328, MOUSE54329, MOUSE39202, MOUSE39203, MOUSE39204, MOUSE41078, MOUSE41079, MOUSE41080	bflo_24424
OG0000130	MOUSE11517, MOUSE11516	bflo_08589, bflo_24777
OG0000131	MOUSE01093, MOUSE01094	bflo_09427
OG0000131	MOUSE23091	bflo_01839, bflo_16008, bflo_14604, bflo_00845, bflo_18988, bflo_19783, bflo_18990, bflo_01846, bflo_05434
OG0000132	MOUSE08918, MOUSE08909, MOUSE21284, MOUSE08828, MOUSE08927, MOUSE08921, MOUSE08935	bflo_17456, bflo_25589, bflo_26376, bflo_25953, bflo_25590, bflo_25949, bflo_26371, bflo_26369, bflo_26372, bflo_00097, bflo_26373, bflo_26370, bflo_01753, bflo_26374, bflo_03326, bflo_03327, bflo_20394, bflo_21602, bflo_21603, bflo_03325, bflo_23200, bflo_23203, bflo_23205, bflo_23199, bflo_23202
OG0000132	MOUSE14073	bflo_23438
OG0000133	MOUSE39729, MOUSE39728, MOUSE39726, MOUSE39715, MOUSE39712, MOUSE39713, MOUSE39725, MOUSE39724, MOUSE39711, MOUSE39710	bflo_10152, bflo_17277, bflo_17275, bflo_09185
OG0000136	MOUSE17651, MOUSE21266	bflo_19890, bflo_20037
OG0000137	MOUSE13561, MOUSE13559, MOUSE13562, MOUSE13560, MOUSE00324, MOUSE00325, MOUSE00321, MOUSE00323	bflo_09259, bflo_06365
OG0000137	MOUSE48199, MOUSE48198, MOUSE48197, MOUSE48196	bflo_20235, bflo_02070, bflo_04279
OG0000137	MOUSE06337, MOUSE06338	bflo_15519, bflo_14495, bflo_03009, bflo_18504, bflo_17184, bflo_22195
OG0000137	MOUSE18094, MOUSE18096	bflo_17627, bflo_17554, bflo_17629, bflo_17769
OG0000140	MOUSE39686, MOUSE39687, MOUSE39688, MOUSE39689, MOUSE39690	bflo_04461, bflo_21244
OG0000140	MOUSE47124, MOUSE47123, MOUSE47122, MOUSE47121, MOUSE47111, MOUSE47112, MOUSE47110, MOUSE47114, MOUSE47113, MOUSE02131, MOUSE44345, MOUSE44344	bflo_09517, bflo_10153, bflo_16753, bflo_16477, bflo_16752
OG0000141	MOUSE36428, MOUSE36449, MOUSE36448, MOUSE07488, MOUSE07489	bflo_09702
OG0000141	MOUSE36994, MOUSE47484	bflo_21882, bflo_22082
OG0000141	MOUSE54377, MOUSE54378	bflo_12983
OG0000142	MOUSE17834	bflo_03118
OG0000145	MOUSE32795	bflo_15644
OG0000145	MOUSE07613	bflo_15668, bflo_03984, bflo_00082, bflo_05238, bflo_24260, bflo_00027, bflo_00048, bflo_00028, bflo_00042, bflo_00084, bflo_16163, bflo_14614, bflo_05547, bflo_22282, bflo_03973, bflo_22182, bflo_01057, bflo_16118, bflo_12704
OG0000147	MOUSE23083, MOUSE23081, MOUSE23080, MOUSE23084, MOUSE23082, MOUSE34846, MOUSE34845, MOUSE34844	bflo_24794
OG0000147	MOUSE09313, MOUSE09314, MOUSE09315, MOUSE09317, MOUSE12666, MOUSE12667	bflo_01706
OG0000147	MOUSE23670, MOUSE23669, MOUSE23668	bflo_26820, bflo_06307
OG0000147	MOUSE28041, MOUSE28040	bflo_09430
OG0000148	MOUSE54278, MOUSE54277, MOUSE54279, MOUSE40870, MOUSE40868, MOUSE40869, MOUSE40871, MOUSE07014, MOUSE07018, MOUSE07013, MOUSE23507, MOUSE23504, MOUSE23506, MOUSE23508, MOUSE23505, MOUSE23503	bflo_10991
OG0000148	MOUSE40874, MOUSE40873, MOUSE40867, MOUSE40875, MOUSE40878, MOUSE40877, MOUSE40876, MOUSE50108, MOUSE50109, MOUSE23500, MOUSE23499, MOUSE14503	bflo_17467, bflo_17466
OG0000148	MOUSE23498	bflo_17681
OG0000149	MOUSE10061, MOUSE10064, MOUSE16718	bflo_07000
OG0000149	MOUSE44762, MOUSE19464	bflo_07018, bflo_07764, bflo_07398, bflo_13976, bflo_13431, bflo_02277, bflo_07407
OG0000149	MOUSE31508, MOUSE31509	bflo_07834
OG0000151	MOUSE50308, MOUSE25496, MOUSE25497, MOUSE31293, MOUSE17567, MOUSE17566, MOUSE17564, MOUSE17565, MOUSE17563, MOUSE31290, MOUSE31291	bflo_05140, bflo_15697
OG0000151	MOUSE38915, MOUSE05155, MOUSE14577, MOUSE14578, MOUSE22044, MOUSE22042, MOUSE22045	bflo_26440
OG0000153	MOUSE38334, MOUSE43249, MOUSE43250, MOUSE43251	bflo_23557, bflo_27434, bflo_23551, bflo_23539, bflo_23534, bflo_23538, bflo_23537, bflo_01258, bflo_01163, bflo_09367, bflo_13023, bflo_13025, bflo_00490, bflo_16226, bflo_12855, bflo_23625, bflo_15693, bflo_19734, bflo_15699, bflo_25967, bflo_26005, bflo_26123, bflo_27514, bflo_13548, bflo_13549
OG0000154	MOUSE16271, MOUSE16267, MOUSE16269, MOUSE16270	bflo_17422
OG0000157	MOUSE52683, MOUSE35379, MOUSE31200, MOUSE52684	bflo_10928, bflo_12452
OG0000157	MOUSE49056, MOUSE49057, MOUSE49058	bflo_13284
OG0000158	MOUSE29251, MOUSE29249, MOUSE29250, MOUSE29247, MOUSE00038, MOUSE00039, MOUSE00040, MOUSE21506, MOUSE21503, MOUSE21502, MOUSE21504	bflo_05936
OG0000159	MOUSE21603	bflo_01737
OG0000159	MOUSE00612, MOUSE00610, MOUSE00611	bflo_18341
OG0000159	MOUSE25717	bflo_18486
OG0000159	MOUSE27101, MOUSE27099, MOUSE16708, MOUSE16707	bflo_10462, bflo_08858
OG0000160	MOUSE28371, MOUSE28372, MOUSE28373	bflo_01705
OG0000160	MOUSE01089, MOUSE01088, MOUSE01087, MOUSE01081	bflo_19837, bflo_19835, bflo_19840, bflo_22050, bflo_20492, bflo_19926, bflo_19836, bflo_19925, bflo_01559
OG0000162	MOUSE26309, MOUSE26310, MOUSE26320, MOUSE26322, MOUSE26321, MOUSE26323, MOUSE26306, MOUSE26305	bflo_03351
OG0000163	MOUSE14140, MOUSE14139, MOUSE14141, MOUSE06340, MOUSE14142	bflo_22675, bflo_22678, bflo_22689
OG0000163	MOUSE05232, MOUSE05233, MOUSE05231, MOUSE14893, MOUSE39789, MOUSE39790, MOUSE39791	bflo_00524
OG0000164	MOUSE25231, MOUSE25232, MOUSE25235	bflo_14791
OG0000164	MOUSE44643, MOUSE44642, MOUSE30837, MOUSE30838, MOUSE10120, MOUSE10121, MOUSE10122, MOUSE48533	bflo_25625
OG0000165	MOUSE29642, MOUSE29641, MOUSE29639, MOUSE29640, MOUSE19386	bflo_14382
OG0000165	MOUSE48054, MOUSE12534, MOUSE48055, MOUSE12535, MOUSE54698	bflo_10979, bflo_10842, bflo_10750, bflo_15057
OG0000165	MOUSE41531, MOUSE47335, MOUSE36894, MOUSE36895, MOUSE47333, MOUSE47332, MOUSE27722, MOUSE10636, MOUSE01353, MOUSE01354, MOUSE01352, MOUSE54126, MOUSE54125, MOUSE54124, MOUSE04088, MOUSE04089, MOUSE15572, MOUSE13139, MOUSE13138	bflo_06077
OG0000166	MOUSE46601, MOUSE46183, MOUSE16357	bflo_20238
OG0000167	MOUSE29176, MOUSE29175	bflo_00939, bflo_07169
OG0000167	MOUSE28268, MOUSE28270, MOUSE28269, MOUSE31990, MOUSE31991, MOUSE12639, MOUSE34066, MOUSE34067, MOUSE00486, MOUSE00488, MOUSE00485, MOUSE34221, MOUSE28529, MOUSE28530, MOUSE35788	bflo_21989, bflo_00867
OG0000168	MOUSE27170, MOUSE27166, MOUSE27169, MOUSE27167, MOUSE27168, MOUSE27165	bflo_03282
OG0000168	MOUSE01297, MOUSE01296, MOUSE13205, MOUSE33379	bflo_25648
OG0000168	MOUSE20806	bflo_06549, bflo_06560
OG0000169	MOUSE41120, MOUSE41121, MOUSE41122, MOUSE41119, MOUSE04019, MOUSE04018, MOUSE04016, MOUSE04015, MOUSE04017, MOUSE04209, MOUSE04210, MOUSE04211, MOUSE04212	bflo_14461, bflo_14463, bflo_20991
OG0000171	MOUSE02823, MOUSE02822, MOUSE46727, MOUSE27859, MOUSE46726	bflo_21876
OG0000171	MOUSE04583	bflo_20611
OG0000171	MOUSE02239	bflo_20254
OG0000171	MOUSE21136	bflo_09581, bflo_14570, bflo_10289
OG0000171	MOUSE35961, MOUSE35960	bflo_09991, bflo_03045, bflo_02518, bflo_17344
OG0000171	MOUSE48309	bflo_07453
OG0000172	MOUSE02356, MOUSE51487, MOUSE51486, MOUSE51488	bflo_05089, bflo_03445, bflo_11669, bflo_25279
OG0000172	MOUSE02355, MOUSE22541	bflo_13057
OG0000173	MOUSE39556, MOUSE38333, MOUSE38332, MOUSE38331, MOUSE15474, MOUSE52385, MOUSE52384, MOUSE34416, MOUSE34413, MOUSE34415, MOUSE34414, MOUSE22661, MOUSE36595, MOUSE36598, MOUSE36593, MOUSE36596, MOUSE36597, MOUSE36594, MOUSE16111, MOUSE16103, MOUSE52386, MOUSE33906, MOUSE34420, MOUSE34587, MOUSE39602, MOUSE39601, MOUSE33907, MOUSE32174, MOUSE32176, MOUSE32177, MOUSE32175	bflo_24130, bflo_24754
OG0000174	MOUSE12800, MOUSE12801, MOUSE31622	bflo_06008, bflo_06009
OG0000174	MOUSE25059, MOUSE19080	bflo_00753, bflo_12996, bflo_07672
OG0000174	MOUSE19079, MOUSE19078	bflo_00899, bflo_08123, bflo_10447
OG0000175	MOUSE37007, MOUSE37008, MOUSE37004, MOUSE37005, MOUSE37006	bflo_23016, bflo_27417, bflo_07263
OG0000175	MOUSE21629	bflo_01116, bflo_12851, bflo_01312, bflo_01117
OG0000175	MOUSE34702, MOUSE34703, MOUSE34704, MOUSE34706, MOUSE34705	bflo_13246, bflo_27066, bflo_13038
