Orthogroup	MOUSE	CAEEL
OG0000972	MOUSE50146, MOUSE50147, MOUSE37982, MOUSE37981, MOUSE37983	CAEEL01404, CAEEL10528
OG0000974	MOUSE03615, MOUSE03614, MOUSE03613	CAEEL05136, CAEEL05137
OG0000977	MOUSE24545, MOUSE24544, MOUSE24543	CAEEL07521
OG0000978	MOUSE10016, MOUSE10015, MOUSE28748, MOUSE28746, MOUSE28747, MOUSE49417, MOUSE49416, MOUSE27348, MOUSE27347, MOUSE27345, MOUSE27346, MOUSE27349	CAEEL10436, CAEEL10678, CAEEL04915
OG0000979	MOUSE21300, MOUSE21301, MOUSE21299	CAEEL17012, CAEEL08335, CAEEL08336, CAEEL08175, CAEEL06649
OG0000982	MOUSE01632, MOUSE01629, MOUSE01628, MOUSE01633, MOUSE30694, MOUSE30693, MOUSE30696, MOUSE30695, MOUSE20747, MOUSE20746	CAEEL00871
OG0000984	MOUSE10080, MOUSE10081	CAEEL00142
OG0000984	MOUSE23731	CAEEL07596, CAEEL10900
OG0000985	MOUSE21243, MOUSE21242, MOUSE21241, MOUSE48352, MOUSE48347, MOUSE48349, MOUSE48348, MOUSE48345, MOUSE48346, MOUSE48351, MOUSE48350, MOUSE19222, MOUSE19221, MOUSE19220, MOUSE19219	CAEEL11989
OG0000987	MOUSE08586, MOUSE08587, MOUSE14584, MOUSE01245, MOUSE08588	CAEEL18448
OG0000987	MOUSE08591, MOUSE01247	CAEEL15116
OG0000988	MOUSE25852, MOUSE25848, MOUSE25676, MOUSE25677, MOUSE25678, MOUSE25675, MOUSE25679	CAEEL12259, CAEEL12260, CAEEL05294
OG0000992	MOUSE06252	CAEEL04373
OG0000994	MOUSE32211, MOUSE32210	CAEEL01877
OG0000994	MOUSE40530, MOUSE40529	CAEEL05339, CAEEL08529
OG0000995	MOUSE14071, MOUSE14070, MOUSE14069, MOUSE14068, MOUSE14067, MOUSE14072, MOUSE03731, MOUSE03733, MOUSE03734, MOUSE03735, MOUSE03736, MOUSE03737, MOUSE03732	CAEEL01961
OG0000997	MOUSE45397, MOUSE45388	CAEEL06202
OG0000999	MOUSE44063, MOUSE19949, MOUSE14460	CAEEL12779, CAEEL06159
OG0001001	MOUSE04043	CAEEL19402, CAEEL20405, CAEEL20234, CAEEL19403
OG0001002	MOUSE52462, MOUSE52461, MOUSE52460, MOUSE43911, MOUSE43913, MOUSE43912, MOUSE27015, MOUSE27017, MOUSE27016	CAEEL07056, CAEEL14828, CAEEL19782, CAEEL15732
OG0001004	MOUSE32951, MOUSE33143, MOUSE01660, MOUSE01664, MOUSE01665, MOUSE01662, MOUSE01661, MOUSE32947, MOUSE32950, MOUSE32945, MOUSE32949, MOUSE32946, MOUSE32948, MOUSE33145, MOUSE33148, MOUSE33147, MOUSE33144, MOUSE33146, MOUSE33149, MOUSE48867, MOUSE48869, MOUSE48868, MOUSE48870, MOUSE48866	CAEEL04943
OG0001005	MOUSE11321, MOUSE11324, MOUSE11316, MOUSE11327, MOUSE11320, MOUSE11323, MOUSE11325, MOUSE11322, MOUSE11317, MOUSE11314, MOUSE11319, MOUSE11313, MOUSE11326	CAEEL01384
OG0001006	MOUSE46161, MOUSE46160, MOUSE46159	CAEEL08218, CAEEL00364, CAEEL10732
OG0001007	MOUSE23775, MOUSE23774, MOUSE25705, MOUSE25704	CAEEL19587
OG0001007	MOUSE26533, MOUSE26532	CAEEL00596
OG0001008	MOUSE44438	CAEEL05786
OG0001009	MOUSE00157, MOUSE34374, MOUSE00156	CAEEL20001
OG0001013	MOUSE44308, MOUSE41793, MOUSE15055, MOUSE44307, MOUSE06079	CAEEL16541
OG0001015	MOUSE14128, MOUSE14129, MOUSE14127, MOUSE02890, MOUSE02889, MOUSE38510, MOUSE38509, MOUSE38496, MOUSE38508, MOUSE38498, MOUSE38502, MOUSE38497, MOUSE38505	CAEEL16067, CAEEL20263
OG0001016	MOUSE18875, MOUSE18878, MOUSE18877	CAEEL09313
OG0001016	MOUSE39644, MOUSE39646, MOUSE39647	CAEEL08789, CAEEL11986
OG0001017	MOUSE35529, MOUSE35528, MOUSE14637, MOUSE14636, MOUSE14638	CAEEL09308
OG0001018	MOUSE16373	CAEEL00183
OG0001018	MOUSE08070, MOUSE08069, MOUSE08067	CAEEL07047
OG0001019	MOUSE13939, MOUSE28201, MOUSE28202	CAEEL13859, CAEEL13858
OG0001022	MOUSE38388, MOUSE38387, MOUSE38386, MOUSE12922, MOUSE12921, MOUSE12923, MOUSE55018, MOUSE55020, MOUSE55019	CAEEL06254, CAEEL20075, CAEEL20775
OG0001023	MOUSE41557, MOUSE45799, MOUSE45798, MOUSE17284, MOUSE17286, MOUSE17283, MOUSE17287, MOUSE44227, MOUSE44222, MOUSE44224, MOUSE44226, MOUSE44223, MOUSE44221, MOUSE44219, MOUSE44220, MOUSE44225, MOUSE45797, MOUSE41558, MOUSE41559	CAEEL05078
OG0001024	MOUSE31611, MOUSE31612, MOUSE31615, MOUSE31609, MOUSE31610, MOUSE37115, MOUSE19217, MOUSE01002, MOUSE54809, MOUSE54810	CAEEL11623
OG0001026	MOUSE04738	CAEEL04538
OG0001028	MOUSE01684, MOUSE01682, MOUSE01681, MOUSE51609, MOUSE51621, MOUSE51618, MOUSE51619, MOUSE51617, MOUSE51608, MOUSE51611, MOUSE51607, MOUSE51612, MOUSE51614, MOUSE51610, MOUSE51615, MOUSE32885, MOUSE32884, MOUSE32887, MOUSE32888, MOUSE32886, MOUSE20675, MOUSE20676	CAEEL01212
OG0001029	MOUSE48969, MOUSE12460, MOUSE12461	CAEEL01262
OG0001030	MOUSE01523, MOUSE01522, MOUSE01521, MOUSE44887, MOUSE08274, MOUSE08271, MOUSE08269, MOUSE28021, MOUSE28022	CAEEL11812
OG0001031	MOUSE21148	CAEEL12448
OG0001032	MOUSE31261, MOUSE31263, MOUSE18479, MOUSE18481, MOUSE18477, MOUSE18478, MOUSE25796, MOUSE25795, MOUSE25797, MOUSE25794, MOUSE25798	CAEEL20070, CAEEL15717
OG0001033	MOUSE40432	CAEEL11816
OG0001033	MOUSE33551, MOUSE33552, MOUSE32234, MOUSE01529	CAEEL10717
OG0001034	MOUSE05292, MOUSE05291, MOUSE05289, MOUSE05290, MOUSE05288, MOUSE25118, MOUSE25124, MOUSE25122, MOUSE25123, MOUSE25120, MOUSE25126, MOUSE25127, MOUSE25128, MOUSE25125	CAEEL07054, CAEEL07055
OG0001036	MOUSE28928, MOUSE28925, MOUSE09303	CAEEL18611
OG0001037	MOUSE25630, MOUSE25632, MOUSE25634, MOUSE25631, MOUSE25633, MOUSE31738, MOUSE31741, MOUSE31740, MOUSE31739, MOUSE31743, MOUSE31742	CAEEL18600
OG0001038	MOUSE21062, MOUSE36177, MOUSE36179, MOUSE36181, MOUSE36180, MOUSE36183, MOUSE03194, MOUSE21059, MOUSE21061, MOUSE21060, MOUSE36178	CAEEL20450
OG0001039	MOUSE15335, MOUSE15338, MOUSE15332, MOUSE15333, MOUSE15337, MOUSE15336, MOUSE15334	CAEEL08415
OG0001039	MOUSE01752, MOUSE01750, MOUSE01751, MOUSE40680, MOUSE40681, MOUSE15341, MOUSE15342, MOUSE15340, MOUSE15339	CAEEL10624
OG0001042	MOUSE55167, MOUSE55166, MOUSE55164, MOUSE55165, MOUSE40726, MOUSE40728, MOUSE40729, MOUSE40727, MOUSE41292, MOUSE41290, MOUSE41291	CAEEL09943
OG0001044	MOUSE19768, MOUSE19766, MOUSE19767, MOUSE19142, MOUSE19143, MOUSE19144	CAEEL20285
OG0001046	MOUSE16970, MOUSE14166, MOUSE14168, MOUSE14167, MOUSE14165, MOUSE44312, MOUSE44313, MOUSE06289, MOUSE06290, MOUSE06286, MOUSE06285, MOUSE06288	CAEEL19183
OG0001050	MOUSE18063, MOUSE44746, MOUSE44744, MOUSE30206, MOUSE30205	CAEEL14076, CAEEL15706
OG0001052	MOUSE36902, MOUSE36905	CAEEL10987
OG0001053	MOUSE05349, MOUSE39893, MOUSE02657, MOUSE26572	CAEEL07572
OG0001053	MOUSE09572, MOUSE31492, MOUSE00834, MOUSE00833	CAEEL09742
OG0001058	MOUSE24385, MOUSE24382, MOUSE24384, MOUSE24383, MOUSE50522, MOUSE50520, MOUSE50521	CAEEL19015
OG0001059	MOUSE06556, MOUSE06558, MOUSE06564, MOUSE06563, MOUSE06559, MOUSE19051, MOUSE06554	CAEEL00192
OG0001060	MOUSE14270	CAEEL15786
OG0001062	MOUSE47367, MOUSE31787, MOUSE31788, MOUSE31786	CAEEL08101
OG0001063	MOUSE18788, MOUSE18787, MOUSE18786, MOUSE18785	CAEEL15713, CAEEL15714
OG0001065	MOUSE24671	CAEEL00960, CAEEL15059
OG0001066	MOUSE31058, MOUSE31059, MOUSE52782, MOUSE52781, MOUSE31057	CAEEL12576
OG0001072	MOUSE37374, MOUSE37375	CAEEL08406
OG0001073	MOUSE12978	CAEEL07965
OG0001075	MOUSE09043, MOUSE06818, MOUSE06819, MOUSE06820, MOUSE06821	CAEEL11648, CAEEL18873
OG0001076	MOUSE38870, MOUSE38871, MOUSE38872, MOUSE36450, MOUSE36452, MOUSE36451, MOUSE36453, MOUSE36454	CAEEL07541
OG0001078	MOUSE14310, MOUSE17245, MOUSE27022, MOUSE27027	CAEEL19295
OG0001079	MOUSE31079, MOUSE31080, MOUSE39091, MOUSE53562	CAEEL10503
OG0001080	MOUSE50489, MOUSE50488, MOUSE50490	CAEEL08359
OG0001082	MOUSE22504, MOUSE22503, MOUSE14725, MOUSE14727, MOUSE14726	CAEEL19080, CAEEL19079, CAEEL09741
OG0001083	MOUSE40227, MOUSE00912, MOUSE00913, MOUSE19180, MOUSE12820, MOUSE12819, MOUSE40225, MOUSE40226	CAEEL06682
OG0001084	MOUSE06940	CAEEL01831
OG0001085	MOUSE40824, MOUSE40823, MOUSE40825, MOUSE40826, MOUSE40827, MOUSE40829, MOUSE53553, MOUSE53556, MOUSE53552, MOUSE53551, MOUSE39040, MOUSE39039, MOUSE18292, MOUSE18283, MOUSE18291, MOUSE18285	CAEEL09995, CAEEL09996
OG0001091	MOUSE05170	CAEEL07358
OG0001092	MOUSE30127, MOUSE29822, MOUSE30125, MOUSE30123, MOUSE30126, MOUSE30124	CAEEL07387
OG0001093	MOUSE38937, MOUSE38936, MOUSE38933, MOUSE38940, MOUSE38938, MOUSE38934, MOUSE38935, MOUSE38932, MOUSE38939, MOUSE05160, MOUSE05161	CAEEL00638, CAEEL00637
OG0001094	MOUSE28049, MOUSE07073, MOUSE20159, MOUSE20160, MOUSE07072	CAEEL13053, CAEEL13054
OG0001095	MOUSE02421, MOUSE02420, MOUSE23369, MOUSE23364, MOUSE02408, MOUSE02419, MOUSE02417, MOUSE02410, MOUSE02413, MOUSE02415, MOUSE02412, MOUSE02418, MOUSE23367, MOUSE23365, MOUSE23371, MOUSE23370, MOUSE23366, MOUSE53105, MOUSE53107, MOUSE53109, MOUSE53106, MOUSE53110, MOUSE23368	CAEEL07595
OG0001101	MOUSE41244, MOUSE41246, MOUSE41245, MOUSE41243	CAEEL11585
OG0001102	MOUSE28026, MOUSE28027, MOUSE20453	CAEEL08853
OG0001103	MOUSE00149, MOUSE29284, MOUSE29285	CAEEL18815
OG0001104	MOUSE27676, MOUSE27677	CAEEL09176, CAEEL09177
OG0001104	MOUSE13548, MOUSE34311, MOUSE34309, MOUSE34310, MOUSE35692, MOUSE35691, MOUSE35688, MOUSE35687, MOUSE35689, MOUSE35690	CAEEL20081
OG0001107	MOUSE54131, MOUSE54133, MOUSE54132, MOUSE54134, MOUSE47567, MOUSE47571, MOUSE47570, MOUSE47568, MOUSE47573, MOUSE47572, MOUSE47564, MOUSE47565, MOUSE47569, MOUSE47562, MOUSE47563, MOUSE47566	CAEEL18427
OG0001108	MOUSE14807, MOUSE38129, MOUSE38128	CAEEL09307
OG0001109	MOUSE06082, MOUSE06085, MOUSE06084, MOUSE36088, MOUSE36087	CAEEL14851, CAEEL20028, CAEEL14852, CAEEL14853, CAEEL13761, CAEEL14859, CAEEL09898, CAEEL19118
OG0001112	MOUSE23123, MOUSE23122, MOUSE13097	CAEEL19902
OG0001112	MOUSE54032	CAEEL19901
OG0001113	MOUSE14213	CAEEL15158
OG0001113	MOUSE00908, MOUSE52286	CAEEL01128
OG0001113	MOUSE06432	CAEEL07385
OG0001114	MOUSE51574, MOUSE51573, MOUSE30316, MOUSE30317, MOUSE51577, MOUSE51576, MOUSE51579, MOUSE51580, MOUSE51575, MOUSE51581, MOUSE30318	CAEEL11582, CAEEL01758, CAEEL01759
OG0001116	MOUSE05309	CAEEL08324
OG0001116	MOUSE05315	CAEEL04351
OG0001119	MOUSE52035	CAEEL14710
OG0001123	MOUSE52430	CAEEL02049
OG0001124	MOUSE06528, MOUSE06527, MOUSE06526, MOUSE53543, MOUSE53521, MOUSE53533, MOUSE53525, MOUSE53529, MOUSE53532, MOUSE53519, MOUSE53542, MOUSE53524, MOUSE53530, MOUSE53536, MOUSE53535, MOUSE53523, MOUSE53527, MOUSE53528, MOUSE53534, MOUSE53522, MOUSE53544, MOUSE53545, MOUSE53546	CAEEL08814
OG0001126	MOUSE04156, MOUSE04157	CAEEL04859
OG0001127	MOUSE49981	CAEEL07664
OG0001130	MOUSE23183, MOUSE23181, MOUSE23179, MOUSE23180, MOUSE23178, MOUSE23182	CAEEL00952, CAEEL00232
OG0001131	MOUSE03057, MOUSE03058, MOUSE03056, MOUSE03059, MOUSE03060, MOUSE03061, MOUSE08073, MOUSE08072	CAEEL14208
OG0001132	MOUSE20734, MOUSE20732, MOUSE20733	CAEEL04290
OG0001133	MOUSE10581	CAEEL11294
OG0001135	MOUSE05099, MOUSE17160, MOUSE17018	CAEEL02069
OG0001136	MOUSE01519, MOUSE01518, MOUSE19515, MOUSE51766, MOUSE51761, MOUSE51768, MOUSE51767, MOUSE51763, MOUSE51762	CAEEL02001
OG0001137	MOUSE43319, MOUSE43318, MOUSE43321, MOUSE43320, MOUSE43322, MOUSE18704, MOUSE18705, MOUSE18703	CAEEL04790
OG0001138	MOUSE02531, MOUSE02530, MOUSE08511, MOUSE08510, MOUSE08509, MOUSE52336, MOUSE52335	CAEEL07800, CAEEL07799
OG0001139	MOUSE47082	CAEEL07849
OG0001140	MOUSE13457, MOUSE34019, MOUSE06768, MOUSE06770, MOUSE34122	CAEEL14389
OG0001141	MOUSE09631, MOUSE09629, MOUSE09627, MOUSE09626, MOUSE09630, MOUSE09633, MOUSE09632, MOUSE09634, MOUSE09635, MOUSE09628, MOUSE09625, MOUSE09623, MOUSE09621, MOUSE09619, MOUSE09620, MOUSE09624, MOUSE09622	CAEEL01107, CAEEL01106
OG0001142	MOUSE20269, MOUSE20265, MOUSE20263, MOUSE20266, MOUSE20264	CAEEL12657
OG0001143	MOUSE39141, MOUSE51998, MOUSE51999, MOUSE52002, MOUSE52001, MOUSE52000, MOUSE51997, MOUSE32545, MOUSE30698, MOUSE30699	CAEEL01013
OG0001143	MOUSE32546	CAEEL14813
OG0001148	MOUSE53365	CAEEL13935, CAEEL13934, CAEEL01993
OG0001155	MOUSE09402	CAEEL13066, CAEEL13586, CAEEL04642, CAEEL13526
OG0001156	MOUSE14565, MOUSE14566, MOUSE14560, MOUSE14564, MOUSE14562, MOUSE14568, MOUSE14567, MOUSE14561, MOUSE14563, MOUSE05676, MOUSE05671, MOUSE05675, MOUSE05672, MOUSE06929, MOUSE06928, MOUSE06927, MOUSE06930, MOUSE06931, MOUSE23041, MOUSE23040	CAEEL20728
OG0001158	MOUSE28956, MOUSE28955, MOUSE28958, MOUSE28961, MOUSE28960, MOUSE28959, MOUSE19682, MOUSE19683, MOUSE28962	CAEEL00147
OG0001159	MOUSE06681, MOUSE06680, MOUSE13400, MOUSE13401	CAEEL07987, CAEEL18966
OG0001160	MOUSE01861, MOUSE01864, MOUSE01863, MOUSE01866, MOUSE01865, MOUSE01862, MOUSE31120, MOUSE31119, MOUSE31121, MOUSE01860	CAEEL16381, CAEEL20121
OG0001162	MOUSE51208, MOUSE51204, MOUSE51206, MOUSE51207, MOUSE51209, MOUSE51205, MOUSE16164, MOUSE16165	CAEEL18096
OG0001163	MOUSE21150, MOUSE21152, MOUSE21149, MOUSE21151	CAEEL11823, CAEEL14454, CAEEL17374
OG0001164	MOUSE35809, MOUSE35808, MOUSE35802, MOUSE35803, MOUSE35806, MOUSE35805, MOUSE35815, MOUSE35813, MOUSE35814, MOUSE35807, MOUSE35811, MOUSE35812	CAEEL07306
OG0001165	MOUSE21674	CAEEL19696
OG0001167	MOUSE08062, MOUSE08061, MOUSE08060, MOUSE08059, MOUSE08058, MOUSE03052	CAEEL04546
OG0001168	MOUSE28778, MOUSE28777, MOUSE49342	CAEEL02000
OG0001171	MOUSE21547, MOUSE21549, MOUSE21548, MOUSE00273, MOUSE00265, MOUSE00271, MOUSE00268, MOUSE00270, MOUSE00272, MOUSE28610, MOUSE28611	CAEEL20677
OG0001172	MOUSE18937, MOUSE22349	CAEEL13596
OG0001173	MOUSE30376	CAEEL15708
OG0001173	MOUSE30375	CAEEL14248
OG0001175	MOUSE27823, MOUSE47769, MOUSE47768, MOUSE27822	CAEEL15152, CAEEL14463, CAEEL15032, CAEEL15031, CAEEL06075, CAEEL10718
OG0001176	MOUSE48355, MOUSE48354, MOUSE11547, MOUSE11548	CAEEL11466
OG0001177	MOUSE18974, MOUSE02843	CAEEL08262, CAEEL18706
OG0001178	MOUSE33286, MOUSE33287	CAEEL05306
OG0001179	MOUSE28734, MOUSE28732, MOUSE28733, MOUSE28729, MOUSE28730	CAEEL07894, CAEEL04651, CAEEL04194, CAEEL05939
OG0001180	MOUSE36605, MOUSE36606, MOUSE36604	CAEEL00751
OG0001181	MOUSE25135, MOUSE25133, MOUSE25132, MOUSE25129, MOUSE25130, MOUSE25131, MOUSE05285, MOUSE05284, MOUSE05286, MOUSE05283	CAEEL08327
OG0001183	MOUSE05711, MOUSE05710, MOUSE05708, MOUSE05709	CAEEL12969, CAEEL02318
OG0001184	MOUSE17556, MOUSE17557	CAEEL20576
OG0001184	MOUSE26991, MOUSE26992, MOUSE26989, MOUSE26990	CAEEL19676
OG0001185	MOUSE34188, MOUSE34187, MOUSE34189, MOUSE34190, MOUSE34186	CAEEL01778
OG0001186	MOUSE19689, MOUSE49888, MOUSE49887	CAEEL00480
OG0001186	MOUSE49824, MOUSE49829, MOUSE49825, MOUSE49826, MOUSE49828	CAEEL09703
OG0001188	MOUSE20261, MOUSE20259, MOUSE43342, MOUSE43341, MOUSE43343, MOUSE07231, MOUSE07233, MOUSE07232, MOUSE07230, MOUSE18724, MOUSE18725	CAEEL14362
OG0001189	MOUSE29263, MOUSE29267, MOUSE29265, MOUSE29266, MOUSE29261, MOUSE29264, MOUSE29262, MOUSE06856, MOUSE06854, MOUSE06855, MOUSE21523, MOUSE06857, MOUSE21528, MOUSE21527	CAEEL01928
OG0001191	MOUSE12783, MOUSE12784, MOUSE00924, MOUSE00927, MOUSE19181	CAEEL09751, CAEEL20476, CAEEL09505
OG0001197	MOUSE20318	CAEEL11613
OG0001200	MOUSE07974	CAEEL05263
OG0001201	MOUSE28584, MOUSE13815	CAEEL02666
OG0001203	MOUSE07235, MOUSE20363, MOUSE20364, MOUSE07234, MOUSE18700, MOUSE18702, MOUSE18699	CAEEL09769
OG0001204	MOUSE37474, MOUSE05028, MOUSE05027, MOUSE37475, MOUSE37473, MOUSE05024, MOUSE05026, MOUSE05025	CAEEL09132
OG0001208	MOUSE26418, MOUSE26416, MOUSE26415, MOUSE26419, MOUSE26417, MOUSE38954, MOUSE38955, MOUSE38952, MOUSE38953	CAEEL10574
OG0001209	MOUSE48013, MOUSE48016, MOUSE48015, MOUSE48017, MOUSE48014	CAEEL00442
OG0001210	MOUSE28107	CAEEL06396
OG0001210	MOUSE52269, MOUSE52270, MOUSE52268, MOUSE52267	CAEEL06380
OG0001211	MOUSE25178, MOUSE25179, MOUSE05184, MOUSE25180, MOUSE05183	CAEEL08708
OG0001211	MOUSE30599, MOUSE30606, MOUSE30604, MOUSE30608, MOUSE30610, MOUSE30609, MOUSE30607, MOUSE30602, MOUSE30603, MOUSE30605, MOUSE30598, MOUSE30600, MOUSE30597, MOUSE30601, MOUSE30577, MOUSE30578	CAEEL01747, CAEEL04910, CAEEL02891, CAEEL08232, CAEEL07906
OG0001213	MOUSE46717, MOUSE46716, MOUSE46715	CAEEL01138, CAEEL01163, CAEEL01148, CAEEL04429, CAEEL04430
OG0001214	MOUSE25114	CAEEL08401
OG0001215	MOUSE08734, MOUSE08735, MOUSE19131, MOUSE19132, MOUSE14747, MOUSE14748, MOUSE14746, MOUSE14745, MOUSE14744	CAEEL11249
OG0001216	MOUSE04150, MOUSE41652, MOUSE04149	CAEEL04644
OG0001217	MOUSE54784, MOUSE55237, MOUSE55236, MOUSE00073, MOUSE00072	CAEEL08746
OG0001218	MOUSE41470, MOUSE41466, MOUSE41467, MOUSE41468, MOUSE34978, MOUSE34980, MOUSE34979, MOUSE04035, MOUSE04034, MOUSE04033	CAEEL20131, CAEEL14167
OG0001219	MOUSE03413, MOUSE22192, MOUSE22191, MOUSE03411, MOUSE30324, MOUSE30320, MOUSE30322, MOUSE51467, MOUSE51466, MOUSE51465	CAEEL20379
OG0001220	MOUSE37900, MOUSE37901, MOUSE37902, MOUSE37904, MOUSE37898, MOUSE37899	CAEEL07890
OG0001221	MOUSE12352, MOUSE12358, MOUSE12355, MOUSE12353	CAEEL13124
OG0001223	MOUSE32020, MOUSE49000, MOUSE49002, MOUSE49001, MOUSE11999, MOUSE28618, MOUSE28617, MOUSE28619, MOUSE28620, MOUSE28621	CAEEL02795
OG0001224	MOUSE34784, MOUSE34792, MOUSE34790, MOUSE34787, MOUSE34785, MOUSE34793, MOUSE34788, MOUSE34791, MOUSE34786, MOUSE34789, MOUSE34780, MOUSE34781, MOUSE34782, MOUSE34783, MOUSE43304, MOUSE43303, MOUSE43301, MOUSE43300, MOUSE43298, MOUSE43299, MOUSE34794	CAEEL07196
OG0001225	MOUSE44566, MOUSE44565, MOUSE44564, MOUSE20743, MOUSE01626	CAEEL02873
OG0001226	MOUSE16467, MOUSE16468, MOUSE16465, MOUSE16466, MOUSE54761, MOUSE52127, MOUSE52129, MOUSE52128	CAEEL02848, CAEEL02849
OG0001230	MOUSE33961	CAEEL12987, CAEEL17236, CAEEL15243, CAEEL01949
OG0001234	MOUSE19084, MOUSE49352	CAEEL00806
OG0001236	MOUSE43548, MOUSE43547, MOUSE41478, MOUSE10880, MOUSE48699, MOUSE41477, MOUSE41479	CAEEL18476, CAEEL18477, CAEEL05637, CAEEL05588
OG0001238	MOUSE09449, MOUSE53338, MOUSE53337, MOUSE53334, MOUSE53336, MOUSE53335, MOUSE05724, MOUSE14724	CAEEL05166, CAEEL11182
OG0001239	MOUSE39125, MOUSE39126, MOUSE39130, MOUSE39124, MOUSE39127, MOUSE39128, MOUSE39123, MOUSE39129, MOUSE10900, MOUSE10899, MOUSE10897, MOUSE10896, MOUSE10898, MOUSE10895, MOUSE39131	CAEEL12011
OG0001241	MOUSE28271	CAEEL01749
OG0001241	MOUSE13111, MOUSE13112, MOUSE13113, MOUSE54117	CAEEL19375
OG0001243	MOUSE48006, MOUSE48010, MOUSE48011, MOUSE48005, MOUSE48012, MOUSE51749, MOUSE51750, MOUSE51747, MOUSE51748	CAEEL01806
OG0001247	MOUSE53759, MOUSE39462, MOUSE39463, MOUSE41058, MOUSE53757, MOUSE53755, MOUSE53758, MOUSE53756, MOUSE41059	CAEEL10570
OG0001248	MOUSE22966, MOUSE22967, MOUSE22968, MOUSE35498, MOUSE35495, MOUSE02365, MOUSE02364, MOUSE35496, MOUSE22969	CAEEL08830
OG0001249	MOUSE50138, MOUSE50139, MOUSE18428, MOUSE32916, MOUSE32917, MOUSE33692, MOUSE33693, MOUSE18429, MOUSE18431, MOUSE18430	CAEEL06406
OG0001250	MOUSE05083, MOUSE05082, MOUSE05080, MOUSE05081, MOUSE05079, MOUSE48689, MOUSE48694, MOUSE48691, MOUSE48693, MOUSE03759, MOUSE03761, MOUSE03762, MOUSE03760, MOUSE03758, MOUSE03757, MOUSE03763, MOUSE03764, MOUSE48692	CAEEL18712
OG0001251	MOUSE12321	CAEEL10205
OG0001251	MOUSE49810, MOUSE49811, MOUSE12317, MOUSE12318, MOUSE12320, MOUSE12319, MOUSE12322, MOUSE12323, MOUSE12316	CAEEL01802
OG0001252	MOUSE48386, MOUSE48387, MOUSE48388, MOUSE31394, MOUSE31395, MOUSE31396, MOUSE31397, MOUSE31393, MOUSE01415, MOUSE01416, MOUSE01414	CAEEL05030
OG0001253	MOUSE14428, MOUSE17305, MOUSE17304, MOUSE14429, MOUSE17299, MOUSE17303, MOUSE17301, MOUSE17300, MOUSE17302	CAEEL10888, CAEEL10887
OG0001254	MOUSE27598, MOUSE27593, MOUSE27595, MOUSE27596, MOUSE23171, MOUSE23169, MOUSE23170, MOUSE27590, MOUSE27591, MOUSE27592	CAEEL00935
OG0001256	MOUSE16607, MOUSE16606	CAEEL01426, CAEEL01244, CAEEL01245, CAEEL09738, CAEEL10917, CAEEL07997
OG0001261	MOUSE30117, MOUSE30118, MOUSE45624, MOUSE45621, MOUSE45627, MOUSE45626, MOUSE45623, MOUSE45625	CAEEL07850
OG0001262	MOUSE25437, MOUSE17627, MOUSE17628, MOUSE17631, MOUSE17629, MOUSE17630, MOUSE25438	CAEEL15249, CAEEL20627
OG0001266	MOUSE18603, MOUSE18604, MOUSE28501	CAEEL07143
OG0001267	MOUSE38165, MOUSE38164, MOUSE37871, MOUSE20495	CAEEL14111
OG0001268	MOUSE52730, MOUSE36602, MOUSE36603, MOUSE52733, MOUSE55418, MOUSE53751	CAEEL11342
OG0001270	MOUSE16996, MOUSE15064	CAEEL01959
OG0001271	MOUSE35510, MOUSE35509, MOUSE05864, MOUSE05862, MOUSE05863, MOUSE14691	CAEEL08717, CAEEL00634
OG0001272	MOUSE07100, MOUSE46331, MOUSE32891, MOUSE32892, MOUSE46332, MOUSE04684, MOUSE32617	CAEEL07720, CAEEL09293
OG0001274	MOUSE31851, MOUSE31850, MOUSE31857, MOUSE31856, MOUSE31852, MOUSE31854, MOUSE31853, MOUSE31858, MOUSE18476, MOUSE25711, MOUSE25713, MOUSE25714, MOUSE25708, MOUSE31855	CAEEL20835, CAEEL00917, CAEEL15316, CAEEL07981
OG0001278	MOUSE06444, MOUSE06445, MOUSE06443, MOUSE06442, MOUSE24602	CAEEL20013
OG0001278	MOUSE13838	CAEEL10735
OG0001279	MOUSE43221, MOUSE43228, MOUSE43223, MOUSE43226, MOUSE43225, MOUSE08244, MOUSE08245, MOUSE43227, MOUSE43224, MOUSE43222, MOUSE08243, MOUSE08242, MOUSE24506, MOUSE24507	CAEEL15321, CAEEL15322, CAEEL20353
OG0001280	MOUSE44896, MOUSE44895, MOUSE44898, MOUSE18406, MOUSE33000, MOUSE33001, MOUSE33002, MOUSE32998, MOUSE32999	CAEEL00726
OG0001281	MOUSE50500, MOUSE50501, MOUSE21702, MOUSE21700, MOUSE21701, MOUSE20442	CAEEL05459
OG0001282	MOUSE04240, MOUSE29444, MOUSE04236, MOUSE04239, MOUSE04238, MOUSE04237, MOUSE29443, MOUSE29440, MOUSE29442	CAEEL04296
OG0001284	MOUSE39659	CAEEL08223
OG0001284	MOUSE27610	CAEEL01272
OG0001285	MOUSE35854, MOUSE35849, MOUSE35850, MOUSE35853, MOUSE46667, MOUSE46670, MOUSE46673, MOUSE46669, MOUSE46674, MOUSE46675, MOUSE46676, MOUSE46671, MOUSE46672, MOUSE46677, MOUSE47845, MOUSE47848, MOUSE47846, MOUSE35851, MOUSE35852, MOUSE47851	CAEEL06501
OG0001286	MOUSE47132	CAEEL20246
