Orthogroup	MOUSE	PFLAV
OG0004427	MOUSE27811	TCONS_00000190.p1
OG0004459	MOUSE21393, MOUSE21392	TCONS_00027136.p1, TCONS_00027137.p1
OG0004460	MOUSE23588	TCONS_00007375.p1
OG0004461	MOUSE01980, MOUSE01979, MOUSE18271, MOUSE18273	TCONS_00016625.p1
OG0004462	MOUSE47590, MOUSE47588	TCONS_00022714.p1
OG0004463	MOUSE37584, MOUSE03976, MOUSE03975, MOUSE03974	TCONS_00005439.p1
OG0004465	MOUSE00406, MOUSE00407, MOUSE00408	TCONS_00046667.p1
OG0004467	MOUSE37804, MOUSE37802	TCONS_00006668.p1
OG0004468	MOUSE26677, MOUSE26678	TCONS_00006107.p1
OG0004471	MOUSE22041, MOUSE22038, MOUSE22037	TCONS_00019281.p1
OG0004472	MOUSE39321, MOUSE39322, MOUSE39320	TCONS_00026713.p1
OG0004473	MOUSE02667, MOUSE02666, MOUSE02665, MOUSE02669, MOUSE02668, MOUSE02670, MOUSE02673, MOUSE02671, MOUSE02674	TCONS_00025975.p1
OG0004474	MOUSE35097, MOUSE35096	TCONS_00029614.p1
OG0004475	MOUSE41807, MOUSE41801, MOUSE41804, MOUSE41805, MOUSE41803, MOUSE41808, MOUSE41802	TCONS_00013966.p1
OG0004476	MOUSE37230, MOUSE37232, MOUSE37231	TCONS_00043597.p1
OG0004477	MOUSE10601, MOUSE10600, MOUSE10599, MOUSE51390	TCONS_00029444.p1
OG0004478	MOUSE49317, MOUSE49316, MOUSE49318, MOUSE49319	TCONS_00008382.p1
OG0004479	MOUSE19708, MOUSE19711, MOUSE19710, MOUSE19709, MOUSE19707	TCONS_00008588.p1
OG0004480	MOUSE17373	TCONS_00040191.p1, TCONS_00039376.p1, TCONS_00040226.p1, TCONS_00039381.p1, TCONS_00040219.p1
OG0004481	MOUSE27583, MOUSE27580, MOUSE27585, MOUSE27582, MOUSE27586, MOUSE27581	TCONS_00028182.p1, TCONS_00028181.p1
OG0004482	MOUSE53219	TCONS_00020052.p1, TCONS_00020001.p1, TCONS_00020002.p1, TCONS_00020006.p1, TCONS_00020000.p1
OG0004483	MOUSE22653	TCONS_00020035.p1
OG0004484	MOUSE35136, MOUSE35133, MOUSE35137, MOUSE35134	TCONS_00051027.p1
OG0004485	MOUSE50551, MOUSE50552, MOUSE50554, MOUSE50553	TCONS_00040141.p1, TCONS_00041128.p1, TCONS_00041129.p1, TCONS_00041130.p1, TCONS_00040140.p1
OG0004486	MOUSE13910, MOUSE13909, MOUSE13911	TCONS_00020381.p1
OG0004487	MOUSE36553, MOUSE36554, MOUSE36552	TCONS_00043037.p1
OG0004488	MOUSE51946, MOUSE30397, MOUSE30398	TCONS_00028260.p1
OG0004489	MOUSE40965, MOUSE40964, MOUSE40963	TCONS_00047757.p1
OG0004490	MOUSE44146, MOUSE44143, MOUSE44144, MOUSE44145, MOUSE44142	TCONS_00036947.p1
OG0004492	MOUSE47080	TCONS_00005030.p1
OG0004493	MOUSE33926, MOUSE33925	TCONS_00000774.p1
OG0004494	MOUSE46117, MOUSE46116	TCONS_00012910.p1
OG0004495	MOUSE37075, MOUSE37073, MOUSE37072, MOUSE37074	TCONS_00015235.p1
OG0004496	MOUSE15868, MOUSE15869	TCONS_00016709.p1
OG0004497	MOUSE49684	TCONS_00008860.p1
OG0004498	MOUSE52472, MOUSE52473, MOUSE52469, MOUSE52470	TCONS_00007014.p1
OG0004499	MOUSE24764, MOUSE07719	TCONS_00003603.p1
OG0004500	MOUSE12698	TCONS_00046162.p1
OG0004501	MOUSE34348, MOUSE34347, MOUSE34342, MOUSE34343, MOUSE34344, MOUSE34341	TCONS_00000515.p1
OG0004502	MOUSE34617	TCONS_00019818.p1, TCONS_00019199.p1
OG0004503	MOUSE31569	TCONS_00043304.p1
OG0004505	MOUSE26585	TCONS_00003157.p1
OG0004506	MOUSE06142, MOUSE06141, MOUSE06140, MOUSE06143, MOUSE06144	TCONS_00013852.p1
OG0004507	MOUSE16713	TCONS_00028129.p1
OG0004508	MOUSE23545, MOUSE23544, MOUSE23543, MOUSE23546	TCONS_00024187.p1
OG0004509	MOUSE24194	TCONS_00015343.p1
OG0004510	MOUSE55372	TCONS_00043121.p1
OG0004511	MOUSE15218, MOUSE04679	TCONS_00017401.p1
OG0004512	MOUSE27489, MOUSE27490, MOUSE27488	TCONS_00016000.p1, TCONS_00010558.p1
OG0004514	MOUSE02680, MOUSE02678, MOUSE02679, MOUSE02681, MOUSE02682	TCONS_00006071.p1
OG0004515	MOUSE46775, MOUSE46774	TCONS_00026135.p1
OG0004516	MOUSE04945	TCONS_00005617.p1
OG0004517	MOUSE06077, MOUSE06078	TCONS_00012658.p1
OG0004518	MOUSE25701, MOUSE18496	TCONS_00016457.p1
OG0004519	MOUSE40859, MOUSE40860, MOUSE40861	TCONS_00048430.p1
OG0004520	MOUSE15698	TCONS_00022496.p1
OG0004522	MOUSE09222, MOUSE09221, MOUSE52042	TCONS_00045489.p1
OG0004523	MOUSE30302, MOUSE30301, MOUSE30300, MOUSE30303, MOUSE30296, MOUSE30295, MOUSE30299, MOUSE30297, MOUSE30298	TCONS_00029039.p1
OG0004524	MOUSE48686	TCONS_00053630.p1
OG0004525	MOUSE31404	TCONS_00014763.p1
OG0004526	MOUSE25451, MOUSE25449, MOUSE25453	TCONS_00014769.p1
OG0004527	MOUSE33172, MOUSE33170	TCONS_00012308.p1
OG0004528	MOUSE04371, MOUSE04369, MOUSE04370	TCONS_00014343.p1
OG0004529	MOUSE52044, MOUSE52046, MOUSE52045, MOUSE52043	TCONS_00017013.p1
OG0004530	MOUSE54959, MOUSE55376, MOUSE55375	TCONS_00042552.p1
OG0004531	MOUSE55339, MOUSE55340	TCONS_00041627.p1, TCONS_00042302.p1, TCONS_00042251.p1, TCONS_00019582.p1
OG0004532	MOUSE03141, MOUSE03139	TCONS_00013260.p1
OG0004533	MOUSE51712, MOUSE51711, MOUSE18420	TCONS_00018934.p1
OG0004534	MOUSE29784, MOUSE29780, MOUSE29783, MOUSE29777	TCONS_00042584.p1
OG0004535	MOUSE43371, MOUSE43372, MOUSE43370	TCONS_00009599.p1
OG0004536	MOUSE21576	TCONS_00046438.p1
OG0004537	MOUSE17763, MOUSE17762, MOUSE25732, MOUSE25733, MOUSE25731	TCONS_00015460.p1
OG0004538	MOUSE07618, MOUSE07617, MOUSE07619, MOUSE07616	TCONS_00009730.p1
OG0004539	MOUSE18812, MOUSE18811, MOUSE07825, MOUSE07824	TCONS_00011785.p1
OG0004540	MOUSE35511, MOUSE35512	TCONS_00003802.p1, TCONS_00003824.p1
OG0004542	MOUSE14243, MOUSE14246, MOUSE14244, MOUSE14247, MOUSE14245	TCONS_00024746.p1, TCONS_00024656.p1
OG0004543	MOUSE05279, MOUSE05280	TCONS_00020247.p1
OG0004544	MOUSE40817, MOUSE53547	TCONS_00048345.p1
OG0004545	MOUSE10421, MOUSE10422	TCONS_00052810.p1, TCONS_00052771.p1
OG0004547	MOUSE01765, MOUSE01767, MOUSE01768, MOUSE01769, MOUSE01764, MOUSE11219	TCONS_00049128.p1
OG0004548	MOUSE23736	TCONS_00016063.p1
OG0004550	MOUSE01845, MOUSE01846	TCONS_00037471.p1, TCONS_00053721.p1, TCONS_00036317.p1, TCONS_00037474.p1, TCONS_00037434.p1, TCONS_00036309.p1, TCONS_00037465.p1, TCONS_00037472.p1, TCONS_00037443.p1
OG0004551	MOUSE17104	TCONS_00055491.p1
OG0004552	MOUSE04060, MOUSE04063, MOUSE04061, MOUSE04064, MOUSE04062	TCONS_00021990.p1, TCONS_00021991.p1
OG0004553	MOUSE55314	TCONS_00000170.p1
OG0004554	MOUSE06787, MOUSE06789, MOUSE06790, MOUSE06788	TCONS_00055911.p1, TCONS_00055917.p1
OG0004555	MOUSE09124, MOUSE09123	TCONS_00009333.p1
OG0004556	MOUSE46362, MOUSE46360, MOUSE46358, MOUSE46355, MOUSE46356, MOUSE46359, MOUSE46354, MOUSE46357	TCONS_00006396.p1
OG0004557	MOUSE23039, MOUSE06926	TCONS_00055840.p1
OG0004558	MOUSE34435, MOUSE34432, MOUSE34434, MOUSE34433	TCONS_00050923.p1
OG0004559	MOUSE06487, MOUSE06488	TCONS_00014585.p1
OG0004560	MOUSE19108, MOUSE19109	TCONS_00022169.p1
OG0004563	MOUSE37299	TCONS_00037672.p1
OG0004564	MOUSE24522, MOUSE24524, MOUSE24523	TCONS_00011681.p1
OG0004565	MOUSE24703, MOUSE24702	TCONS_00004488.p1
OG0004566	MOUSE12696, MOUSE18952, MOUSE18950, MOUSE18951	TCONS_00046163.p1
OG0004567	MOUSE06757	TCONS_00017890.p1
OG0004569	MOUSE15216, MOUSE15215	TCONS_00005851.p1, TCONS_00005820.p1
OG0004570	MOUSE18784, MOUSE11740, MOUSE11741	TCONS_00004500.p1
OG0004571	MOUSE25172	TCONS_00056203.p1
OG0004572	MOUSE21647, MOUSE21648	TCONS_00041779.p1
OG0004573	MOUSE04827, MOUSE51637, MOUSE04825	TCONS_00005131.p1
OG0004574	MOUSE02142, MOUSE02140, MOUSE02141, MOUSE44434	TCONS_00038016.p1
OG0004576	MOUSE19176, MOUSE35837, MOUSE35836, MOUSE46739, MOUSE46738, MOUSE46736	TCONS_00027608.p1
OG0004577	MOUSE11989	TCONS_00008589.p1
OG0004578	MOUSE25491	TCONS_00015174.p1
OG0004579	MOUSE01984, MOUSE01982, MOUSE01983, MOUSE01981	TCONS_00048911.p1
OG0004580	MOUSE35080, MOUSE35081, MOUSE35082	TCONS_00050994.p1
OG0004581	MOUSE53780	TCONS_00021685.p1
OG0004582	MOUSE30907, MOUSE10655	TCONS_00053389.p1
OG0004583	MOUSE00291, MOUSE21444, MOUSE00290, MOUSE00292	TCONS_00044907.p1
OG0004584	MOUSE52144, MOUSE52143	TCONS_00001238.p1
OG0004585	MOUSE19685	TCONS_00007144.p1
OG0004587	MOUSE30120	TCONS_00056336.p1, TCONS_00043848.p1
OG0004588	MOUSE04363, MOUSE04364	TCONS_00004944.p1
OG0004589	MOUSE04705	TCONS_00006431.p1
OG0004590	MOUSE38216, MOUSE38218	TCONS_00006432.p1
OG0004591	MOUSE03938, MOUSE03939	TCONS_00014566.p1
OG0004592	MOUSE48021	TCONS_00052896.p1
OG0004593	MOUSE03425, MOUSE40215, MOUSE40214, MOUSE03423, MOUSE03424	TCONS_00027131.p1
OG0004594	MOUSE20484	TCONS_00036874.p1
OG0004595	MOUSE05682, MOUSE05683, MOUSE35494, MOUSE35493, MOUSE35492, MOUSE35491	TCONS_00000092.p1, TCONS_00038644.p1
OG0004596	MOUSE26963	TCONS_00055757.p1
OG0004597	MOUSE18667	TCONS_00011685.p1
OG0004600	MOUSE25953, MOUSE25951, MOUSE25955, MOUSE25950, MOUSE25954, MOUSE25952, MOUSE25948, MOUSE25949	TCONS_00016332.p1
OG0004601	MOUSE25629, MOUSE25626, MOUSE25628, MOUSE25624, MOUSE25627	TCONS_00016522.p1
OG0004602	MOUSE06484, MOUSE06485, MOUSE06483, MOUSE06486	TCONS_00012527.p1
OG0004603	MOUSE14937, MOUSE14943, MOUSE14941, MOUSE14942, MOUSE14940, MOUSE14939, MOUSE14938	TCONS_00013912.p1
OG0004605	MOUSE16937, MOUSE16936, MOUSE16939, MOUSE16938, MOUSE16933, MOUSE16932	TCONS_00014511.p1, TCONS_00014532.p1
OG0004606	MOUSE28405, MOUSE28406, MOUSE28401, MOUSE28404, MOUSE28407, MOUSE28399, MOUSE28403, MOUSE28402	TCONS_00018261.p1
OG0004607	MOUSE02781, MOUSE04854, MOUSE04855	TCONS_00005134.p1
OG0004608	MOUSE28092, MOUSE28091, MOUSE28094, MOUSE28096, MOUSE28093, MOUSE28090, MOUSE28095, MOUSE28098, MOUSE28097	TCONS_00009920.p1
OG0004609	MOUSE43690, MOUSE04669	TCONS_00004643.p1, TCONS_00004631.p1
OG0004610	MOUSE44865	TCONS_00029447.p1
OG0004611	MOUSE46896	TCONS_00052705.p1
OG0004612	MOUSE39006, MOUSE39003, MOUSE39004, MOUSE39005	TCONS_00033238.p1
OG0004613	MOUSE43017	TCONS_00040469.p1
OG0004614	MOUSE20091, MOUSE20142	TCONS_00020291.p1, TCONS_00020281.p1
OG0004615	MOUSE25439, MOUSE37119, MOUSE37118, MOUSE37120	TCONS_00016584.p1
OG0004616	MOUSE26446, MOUSE26447, MOUSE26445	TCONS_00002936.p1
OG0004617	MOUSE27230	TCONS_00037403.p1, TCONS_00037401.p1
OG0004618	MOUSE29713, MOUSE29712, MOUSE29709, MOUSE29708, MOUSE29707, MOUSE29705, MOUSE29710, MOUSE29706, MOUSE29711	TCONS_00042873.p1, TCONS_00044267.p1
OG0004619	MOUSE05726, MOUSE05728, MOUSE05725	TCONS_00056372.p1, TCONS_00056314.p1
OG0004620	MOUSE49865, MOUSE49862, MOUSE49864	TCONS_00008640.p1
OG0004621	MOUSE40863, MOUSE40865, MOUSE40864	TCONS_00049466.p1
OG0004623	MOUSE12707	TCONS_00056694.p1
OG0004625	MOUSE15279, MOUSE15280	TCONS_00005218.p1
OG0004626	MOUSE43681	TCONS_00008495.p1
OG0004627	MOUSE55215, MOUSE13293	TCONS_00020882.p1
OG0004628	MOUSE05850, MOUSE05852, MOUSE05851, MOUSE22226, MOUSE22225	TCONS_00020659.p1
OG0004629	MOUSE25904, MOUSE25909, MOUSE25905, MOUSE25908, MOUSE25907	TCONS_00014993.p1
OG0004630	MOUSE32221, MOUSE32220	TCONS_00001942.p1
OG0004631	MOUSE32734	TCONS_00053607.p1, TCONS_00053515.p1
OG0004632	MOUSE15791, MOUSE15792	TCONS_00019026.p1
OG0004633	MOUSE23098, MOUSE23100, MOUSE23099	TCONS_00051133.p1
OG0004634	MOUSE03943, MOUSE03942, MOUSE14449	TCONS_00050813.p1
OG0004635	MOUSE43836, MOUSE43835, MOUSE43838, MOUSE43840, MOUSE43837, MOUSE43841	TCONS_00034976.p1
OG0004637	MOUSE49808, MOUSE49807	TCONS_00007953.p1, TCONS_00007954.p1
OG0004638	MOUSE42272, MOUSE42273	TCONS_00016690.p1
OG0004639	MOUSE25719, MOUSE25720, MOUSE25718	TCONS_00016339.p1
OG0004640	MOUSE34076, MOUSE34077, MOUSE34079, MOUSE34072, MOUSE34078, MOUSE34075, MOUSE34073, MOUSE34074	TCONS_00046290.p1, TCONS_00045201.p1, TCONS_00045200.p1, TCONS_00045197.p1, TCONS_00045196.p1, TCONS_00045199.p1, TCONS_00045202.p1
OG0004641	MOUSE25345	TCONS_00015486.p1
OG0004642	MOUSE20468	TCONS_00007807.p1, TCONS_00007817.p1
OG0004643	MOUSE38294, MOUSE38298, MOUSE38297, MOUSE38296, MOUSE38293, MOUSE38295	TCONS_00022104.p1
OG0004644	MOUSE24771, MOUSE24770, MOUSE24769, MOUSE24772	TCONS_00010502.p1
OG0004645	MOUSE38784, MOUSE38785	TCONS_00017894.p1
OG0004646	MOUSE48480, MOUSE48481, MOUSE48478, MOUSE48479	TCONS_00028492.p1
OG0004647	MOUSE10108, MOUSE10107, MOUSE10105, MOUSE10106	TCONS_00029206.p1
OG0004648	MOUSE18454, MOUSE18802, MOUSE14540, MOUSE14646	TCONS_00029834.p1
OG0004649	MOUSE04962, MOUSE04963	TCONS_00005889.p1
OG0004650	MOUSE04181, MOUSE04168, MOUSE04169, MOUSE04170, MOUSE04172, MOUSE04173, MOUSE04171, MOUSE04177, MOUSE04180, MOUSE04178, MOUSE04179, MOUSE04176, MOUSE04175, MOUSE04174, MOUSE04183, MOUSE04182	TCONS_00006130.p1
OG0004651	MOUSE40961, MOUSE40960, MOUSE40959	TCONS_00018246.p1
OG0004652	MOUSE53863, MOUSE08801	TCONS_00022442.p1
OG0004653	MOUSE39852, MOUSE39854, MOUSE39853, MOUSE26451, MOUSE26450, MOUSE05258, MOUSE05257, MOUSE39855	TCONS_00056764.p1
OG0004654	MOUSE44118, MOUSE44116, MOUSE44117	TCONS_00055330.p1
OG0004655	MOUSE44191, MOUSE44190	TCONS_00025856.p1, TCONS_00024425.p1
OG0004656	MOUSE06716	TCONS_00021484.p1
OG0004657	MOUSE38329	TCONS_00022494.p1
OG0004658	MOUSE00128, MOUSE00129, MOUSE00125, MOUSE00127, MOUSE00126	TCONS_00000981.p1
OG0004659	MOUSE23617, MOUSE23616	TCONS_00047338.p1
OG0004660	MOUSE16623	TCONS_00000361.p1
OG0004661	MOUSE32995, MOUSE32994, MOUSE32996, MOUSE32997	TCONS_00028310.p1
OG0004662	MOUSE07471, MOUSE07472, MOUSE48018, MOUSE07474, MOUSE07473	TCONS_00010042.p1
OG0004663	MOUSE04803, MOUSE04804	TCONS_00005907.p1
OG0004664	MOUSE29757, MOUSE29756	TCONS_00020847.p1
OG0004665	MOUSE22107, MOUSE22106, MOUSE22105, MOUSE22104, MOUSE22103, MOUSE22108	TCONS_00055986.p1
OG0004666	MOUSE22029, MOUSE22030, MOUSE22031, MOUSE51295, MOUSE51296	TCONS_00009372.p1
OG0004667	MOUSE15831	TCONS_00011403.p1
OG0004668	MOUSE24825, MOUSE24824, MOUSE24823, MOUSE24822	TCONS_00011475.p1
OG0004668	MOUSE24826	TCONS_00011476.p1
OG0004669	MOUSE03196, MOUSE43252	TCONS_00039826.p1
OG0004670	MOUSE05577, MOUSE05576, MOUSE05574, MOUSE05575, MOUSE05579, MOUSE05578	TCONS_00003641.p1
OG0004671	MOUSE04678	TCONS_00006316.p1
OG0004672	MOUSE49817, MOUSE49816	TCONS_00008720.p1
OG0004673	MOUSE35562, MOUSE23314, MOUSE23318	TCONS_00055334.p1
OG0004674	MOUSE20825	TCONS_00054555.p1
OG0004675	MOUSE35621, MOUSE35622, MOUSE35620	TCONS_00046779.p1
OG0004676	MOUSE07742, MOUSE07741	TCONS_00011282.p1, TCONS_00011302.p1
OG0004677	MOUSE07259	TCONS_00011689.p1
OG0004678	MOUSE25610	TCONS_00015474.p1
OG0004679	MOUSE04818, MOUSE04823, MOUSE04821, MOUSE04819, MOUSE04820, MOUSE04822	TCONS_00004597.p1
OG0004680	MOUSE20187, MOUSE18662, MOUSE18664, MOUSE18663, MOUSE18661, MOUSE07651, MOUSE07652	TCONS_00009523.p1
OG0004681	MOUSE02804, MOUSE02805, MOUSE02806	TCONS_00005143.p1, TCONS_00005144.p1
OG0004682	MOUSE33679, MOUSE33681, MOUSE33680, MOUSE33678	TCONS_00052713.p1
OG0004683	MOUSE20209	TCONS_00010745.p1
OG0004685	MOUSE15230	TCONS_00006441.p1
OG0004686	MOUSE02886, MOUSE02887	TCONS_00055993.p1, TCONS_00057308.p1, TCONS_00055992.p1
OG0004687	MOUSE52777	TCONS_00048164.p1
OG0004688	MOUSE39217	TCONS_00049473.p1, TCONS_00049474.p1, TCONS_00049775.p1
OG0004689	MOUSE37010, MOUSE37009, MOUSE37013, MOUSE37012, MOUSE37011	TCONS_00005729.p1
OG0004690	MOUSE03332, MOUSE03333	TCONS_00019248.p1
OG0004691	MOUSE27990, MOUSE27989, MOUSE27986	TCONS_00009715.p1
OG0004692	MOUSE20104	TCONS_00009722.p1, TCONS_00009721.p1
OG0004694	MOUSE50449, MOUSE50450	TCONS_00013362.p1
OG0004696	MOUSE00863, MOUSE00861	TCONS_00030181.p1
OG0004697	MOUSE48774, MOUSE48773, MOUSE48775	TCONS_00044103.p1
OG0004698	MOUSE06542, MOUSE06540, MOUSE06541, MOUSE17102	TCONS_00013136.p1, TCONS_00013131.p1
OG0004699	MOUSE38251, MOUSE38249, MOUSE38250	TCONS_00005201.p1
OG0004700	MOUSE30253, MOUSE30252	TCONS_00013200.p1
OG0004702	MOUSE03747, MOUSE03749, MOUSE03748, MOUSE03750	TCONS_00019245.p1
OG0004703	MOUSE37376, MOUSE37377, MOUSE37378	TCONS_00005135.p1
OG0004704	MOUSE33290	TCONS_00053562.p1
OG0004705	MOUSE19313, MOUSE47764	TCONS_00043362.p1
OG0004706	MOUSE39798, MOUSE39797, MOUSE39796, MOUSE05226, MOUSE05224, MOUSE05223	TCONS_00019027.p1, TCONS_00019028.p1
OG0004707	MOUSE48163, MOUSE48160, MOUSE48159	TCONS_00043842.p1
OG0004708	MOUSE04845	TCONS_00006281.p1
OG0004711	MOUSE55011, MOUSE55010, MOUSE55009, MOUSE55008, MOUSE43992	TCONS_00045738.p1
OG0004728	MOUSE49832	TCONS_00020679.p1
OG0004730	MOUSE33036, MOUSE33035, MOUSE33037, MOUSE51710	TCONS_00028616.p1
OG0004731	MOUSE13847	TCONS_00045549.p1, TCONS_00046899.p1, TCONS_00045575.p1
OG0004732	MOUSE46607, MOUSE46606, MOUSE46605	TCONS_00006547.p1
OG0004733	MOUSE10092, MOUSE10093, MOUSE10094	TCONS_00029723.p1
OG0004735	MOUSE13616	TCONS_00055782.p1
OG0004736	MOUSE21871, MOUSE21869, MOUSE21870	TCONS_00042661.p1
OG0004738	MOUSE06539, MOUSE06538	TCONS_00014337.p1, TCONS_00014326.p1
OG0004739	MOUSE06298	TCONS_00012937.p1, TCONS_00012934.p1
OG0004740	MOUSE27378, MOUSE27380, MOUSE27379	TCONS_00010514.p1
OG0004743	MOUSE18462	TCONS_00057249.p1
OG0004744	MOUSE38536, MOUSE38537, MOUSE38539	TCONS_00013331.p1
OG0004746	MOUSE45930, MOUSE41898	TCONS_00038163.p1
OG0004747	MOUSE09057	TCONS_00019749.p1
OG0004748	MOUSE50892, MOUSE50893	TCONS_00034486.p1
OG0004749	MOUSE28353	TCONS_00008080.p1
OG0004750	MOUSE23352	TCONS_00003676.p1, TCONS_00050435.p1, TCONS_00003675.p1
OG0004751	MOUSE20256, MOUSE20250, MOUSE20252, MOUSE20257, MOUSE20254, MOUSE20251, MOUSE20255	TCONS_00011195.p1
OG0004752	MOUSE34192, MOUSE34191	TCONS_00025717.p1
OG0004753	MOUSE29925	TCONS_00052205.p1
OG0004754	MOUSE14944, MOUSE14950, MOUSE14953, MOUSE14951	TCONS_00013458.p1
OG0004755	MOUSE47634	TCONS_00021277.p1
OG0004756	MOUSE34525, MOUSE34524, MOUSE34526	TCONS_00018319.p1
OG0004757	MOUSE07466, MOUSE07465	TCONS_00017612.p1, TCONS_00017648.p1
OG0004758	MOUSE49879, MOUSE49883, MOUSE49881, MOUSE49880	TCONS_00020383.p1
OG0004759	MOUSE07513, MOUSE07512, MOUSE07514, MOUSE07515	TCONS_00010774.p1
OG0004760	MOUSE13636, MOUSE13635, MOUSE13634	TCONS_00017835.p1
OG0004761	MOUSE19854	TCONS_00032786.p1
OG0004763	MOUSE30879, MOUSE30878	TCONS_00040066.p1, TCONS_00040052.p1, TCONS_00040063.p1
OG0004764	MOUSE33408	TCONS_00053402.p1
OG0004765	MOUSE01648, MOUSE01650, MOUSE01649	TCONS_00054229.p1
OG0004766	MOUSE17407, MOUSE17406, MOUSE01279	TCONS_00013326.p1
OG0004767	MOUSE14236	TCONS_00012270.p1
OG0004768	MOUSE36389, MOUSE36390, MOUSE19398	TCONS_00043356.p1, TCONS_00043345.p1
OG0004769	MOUSE31723	TCONS_00015481.p1
OG0004770	MOUSE33824, MOUSE33825	TCONS_00002044.p1
OG0004774	MOUSE20945	TCONS_00012582.p1
OG0004775	MOUSE22312	TCONS_00055207.p1, TCONS_00041453.p1
OG0004776	MOUSE15236	TCONS_00005159.p1, TCONS_00005160.p1, TCONS_00005161.p1, TCONS_00005158.p1
OG0004777	MOUSE47623, MOUSE47622, MOUSE53930, MOUSE53931, MOUSE53932, MOUSE47624	TCONS_00022521.p1
OG0004779	MOUSE54854, MOUSE54853, MOUSE54855, MOUSE53672, MOUSE53671	TCONS_00021868.p1
OG0004782	MOUSE19703, MOUSE19702	TCONS_00008482.p1
OG0004784	MOUSE16677, MOUSE16678	TCONS_00010255.p1
OG0004785	MOUSE22137	TCONS_00055596.p1
OG0004786	MOUSE22578, MOUSE22579, MOUSE22580	TCONS_00055988.p1, TCONS_00057311.p1, TCONS_00055989.p1
OG0004787	MOUSE50626, MOUSE50627	TCONS_00009487.p1, TCONS_00050783.p1
OG0004788	MOUSE37221, MOUSE37224, MOUSE37223	TCONS_00006767.p1
OG0004789	MOUSE38029	TCONS_00005631.p1, TCONS_00005626.p1
OG0004790	MOUSE14271, MOUSE37682, MOUSE37683	TCONS_00005509.p1
OG0004791	MOUSE33315	TCONS_00038453.p1, TCONS_00038428.p1, TCONS_00038406.p1, TCONS_00038409.p1, TCONS_00038412.p1, TCONS_00038447.p1, TCONS_00038422.p1, TCONS_00038403.p1
OG0004792	MOUSE46585, MOUSE37478	TCONS_00006873.p1, TCONS_00006885.p1
OG0004793	MOUSE40459, MOUSE40458, MOUSE40457	TCONS_00027328.p1
OG0004794	MOUSE06849, MOUSE06848	TCONS_00045541.p1
OG0004795	MOUSE37925, MOUSE37923	TCONS_00051512.p1
OG0004796	MOUSE13392, MOUSE34356, MOUSE34357, MOUSE34358, MOUSE34359, MOUSE34360, MOUSE13394, MOUSE13393, MOUSE36433	TCONS_00045190.p1
OG0004797	MOUSE07958, MOUSE07959, MOUSE07957, MOUSE07960, MOUSE07961, MOUSE07956	TCONS_00046886.p1, TCONS_00045587.p1
OG0004799	MOUSE42065, MOUSE42067, MOUSE42064, MOUSE42068, MOUSE42069, MOUSE42066	TCONS_00038216.p1
OG0004800	MOUSE26166, MOUSE26170, MOUSE26168, MOUSE26169	TCONS_00055978.p1
OG0004801	MOUSE16961, MOUSE16957, MOUSE16960, MOUSE16956, MOUSE16959	TCONS_00012337.p1
OG0004802	MOUSE49328	TCONS_00020756.p1
OG0004803	MOUSE45155, MOUSE45153, MOUSE45154	TCONS_00022473.p1
OG0004804	MOUSE06346, MOUSE06345	TCONS_00013683.p1
OG0004805	MOUSE12590, MOUSE12591, MOUSE12589	TCONS_00021404.p1
OG0004806	MOUSE28024, MOUSE28025, MOUSE07756, MOUSE07755	TCONS_00011390.p1
OG0004807	MOUSE41414, MOUSE41415, MOUSE41416	TCONS_00051163.p1
OG0004808	MOUSE52314	TCONS_00052239.p1, TCONS_00052238.p1
OG0004809	MOUSE17799, MOUSE17798	TCONS_00015753.p1
OG0004810	MOUSE39310	TCONS_00048906.p1
OG0004811	MOUSE49135, MOUSE49134, MOUSE49136, MOUSE49133	TCONS_00007185.p1
OG0004812	MOUSE47102, MOUSE47104, MOUSE47103, MOUSE47107, MOUSE47106, MOUSE47105, MOUSE47101	TCONS_00018728.p1, TCONS_00017640.p1
OG0004813	MOUSE13540	TCONS_00044894.p1
OG0004814	MOUSE26652	TCONS_00055959.p1
OG0004815	MOUSE16538, MOUSE16539	TCONS_00026468.p1
OG0004816	MOUSE43266	TCONS_00024891.p1, TCONS_00024858.p1
OG0004817	MOUSE26506, MOUSE26504, MOUSE26505, MOUSE26507	TCONS_00020198.p1
OG0004818	MOUSE15896, MOUSE50621, MOUSE50623, MOUSE50622, MOUSE50619, MOUSE50620	TCONS_00034269.p1
OG0004819	MOUSE29237, MOUSE29238	TCONS_00018134.p1
OG0004820	MOUSE00517, MOUSE00516, MOUSE00472	TCONS_00002002.p1, TCONS_00001992.p1
OG0004821	MOUSE39301, MOUSE39300, MOUSE39302, MOUSE39305, MOUSE39303, MOUSE39304	TCONS_00047439.p1
OG0004822	MOUSE22400, MOUSE22399	TCONS_00033269.p1
OG0004823	MOUSE30991, MOUSE30990, MOUSE30989, MOUSE30988, MOUSE30987	TCONS_00020225.p1
OG0004824	MOUSE23577, MOUSE23578, MOUSE23576	TCONS_00037489.p1
OG0004825	MOUSE50607, MOUSE50605	TCONS_00014815.p1, TCONS_00014817.p1, TCONS_00014816.p1, TCONS_00015920.p1, TCONS_00014814.p1
OG0004826	MOUSE49931	TCONS_00011319.p1
OG0004828	MOUSE11521, MOUSE11520, MOUSE11518, MOUSE11519	TCONS_00031473.p1
