Orthogroup	AENJA_ok	YEAST
OG0007397	AENJA_13692	YEAST03512
OG0007399	AENJA_14225	YEAST02279
OG0007401	AENJA_14395	YEAST03451
OG0007408	AENJA_15439	YEAST03401
OG0007409	AENJA_15440	YEAST05329
OG0007411	AENJA_15681	YEAST04399
OG0007412	AENJA_15771	YEAST04822
OG0007414	AENJA_16065	YEAST01970
OG0007415	AENJA_16254	YEAST01948
OG0007417	AENJA_16596	YEAST04175
OG0007419	AENJA_16935	YEAST02667
OG0007421	AENJA_17319	YEAST00762
OG0007424	AENJA_17849	YEAST05463
OG0007425	AENJA_17864	YEAST06135
OG0007427	AENJA_18085	YEAST00763
OG0007428	AENJA_18355	YEAST01536
OG0007431	AENJA_19346	YEAST00610
OG0007439	AENJA_20396	YEAST01063
OG0007442	AENJA_20655	YEAST03687
OG0007446	AENJA_20884	YEAST04647
OG0007451	AENJA_21528	YEAST02017
OG0007454	AENJA_21740	YEAST01359
OG0007456	AENJA_21979	YEAST00931
OG0007458	AENJA_22067	YEAST02196
OG0007460	AENJA_22264	YEAST04891
OG0007463	AENJA_22661	YEAST00394
OG0007466	AENJA_22881	YEAST00806
OG0007473	AENJA_23755	YEAST03408
OG0007478	AENJA_24685	YEAST02470
OG0007482	AENJA_25120	YEAST05783
OG0007483	AENJA_25192	YEAST01187
OG0007484	AENJA_25231	YEAST00517
OG0007488	AENJA_26049	YEAST04193
OG0007491	AENJA_26237	YEAST05032
OG0007495	AENJA_26715	YEAST04536
OG0007498	AENJA_26807	YEAST00593
OG0007591	AENJA_01019	YEAST02623
OG0007597	AENJA_01698	YEAST05244
OG0007605	AENJA_02353	YEAST04509
OG0007615	AENJA_03386	YEAST05127
OG0007618	AENJA_03470	YEAST02486
OG0007619	AENJA_03762	YEAST04342
OG0007622	AENJA_03944	YEAST01282
OG0007624	AENJA_04295	YEAST03901
OG0007645	AENJA_07676	YEAST05586
OG0007646	AENJA_07683	YEAST05572
OG0007648	AENJA_07744	YEAST03775
OG0007656	AENJA_08929	YEAST02935
OG0007657	AENJA_09241	YEAST01213
OG0007663	AENJA_10256	YEAST01133
OG0007673	AENJA_10620	YEAST04892
OG0007676	AENJA_10773	YEAST01965
OG0007685	AENJA_11330	YEAST00976
OG0007690	AENJA_11693	YEAST00054
OG0007692	AENJA_11895	YEAST05386
OG0007698	AENJA_13006	YEAST04526
OG0007701	AENJA_13421	YEAST04394
OG0007703	AENJA_13781, AENJA_13780	YEAST03290
OG0007704	AENJA_13789	YEAST01687
OG0007712	AENJA_14241	YEAST02916
OG0007722	AENJA_15592	YEAST06130
OG0007727	AENJA_15914	YEAST01129
OG0007739	AENJA_17580	YEAST04408
OG0007744	AENJA_18288	YEAST04303
OG0007749	AENJA_19022	YEAST02144
OG0007751	AENJA_19310	YEAST03046
OG0007754	AENJA_19398	YEAST03550
OG0007758	AENJA_19933	YEAST04336
OG0007760	AENJA_20050	YEAST02821
OG0007766	AENJA_21034	YEAST03772, YEAST02908
OG0007767	AENJA_21313	YEAST03177
OG0007769	AENJA_21372	YEAST02589
OG0007772	AENJA_21724	YEAST05211
OG0007773	AENJA_21739	YEAST05609
OG0007783	AENJA_22584, AENJA_22587	YEAST03579
OG0007784	AENJA_22600	YEAST01170
OG0007786	AENJA_22814	YEAST01347
OG0007787	AENJA_22832	YEAST03458
OG0007801	AENJA_24750	YEAST02556, YEAST00332
OG0007803	AENJA_24900	YEAST00818
OG0007810	AENJA_25829	YEAST06278
OG0007811	AENJA_26163	YEAST05686
OG0007912	AENJA_00261	YEAST04725
OG0007918	AENJA_00566	YEAST04092
OG0007941	AENJA_03147	YEAST03892
OG0007942	AENJA_03272	YEAST03545
OG0007943	AENJA_03467	YEAST03288
OG0007947	AENJA_04228	YEAST02420
OG0007958	AENJA_05678	YEAST01011
OG0007971	AENJA_07915	YEAST03990
OG0007975	AENJA_08715	YEAST01243
OG0007976	AENJA_08860	YEAST02259
OG0007978	AENJA_09030	YEAST01491
OG0007982	AENJA_09685	YEAST03186
OG0007986	AENJA_10340	YEAST01263
OG0007991	AENJA_10934	YEAST02341
OG0007993	AENJA_11287	YEAST00089
OG0007995	AENJA_11500	YEAST03463
OG0007996	AENJA_11555	YEAST04079
OG0007998	AENJA_11739, AENJA_18597	YEAST00688
OG0008008	AENJA_13549	YEAST02355
OG0008020	AENJA_14835	YEAST05433
OG0008030	AENJA_16003	YEAST00039
OG0008031	AENJA_16038	YEAST04719
OG0008038	AENJA_16974	YEAST05601
OG0008042	AENJA_18630	YEAST04557, YEAST00839
OG0008045	AENJA_19218	YEAST01345
OG0008053	AENJA_21398	YEAST05804
OG0008055	AENJA_21571	YEAST05224
OG0008056	AENJA_21612	YEAST04542
OG0008069	AENJA_23295	YEAST00959
OG0008072	AENJA_23402	YEAST00552
OG0008074	AENJA_23838	YEAST05664
OG0008079	AENJA_25100	YEAST03108
OG0008085	AENJA_25493	YEAST04107
OG0008091	AENJA_26699	YEAST06200
OG0008196	AENJA_00317	YEAST03623
OG0008201	AENJA_01208	YEAST01163
OG0008202	AENJA_01325	YEAST06186
OG0008208	AENJA_01852	YEAST04341
OG0008219	AENJA_03031	YEAST05754
OG0008244	AENJA_05897	YEAST04999
OG0008251	AENJA_06866	YEAST01472
OG0008254	AENJA_07508	YEAST04740
OG0008267	AENJA_09216	YEAST02722
OG0008273	AENJA_09471	YEAST00628
OG0008275	AENJA_09593	YEAST05358
OG0008281	AENJA_10162	YEAST01387
OG0008307	AENJA_13011	YEAST01285
OG0008323	AENJA_15382	YEAST05718
OG0008332	AENJA_16512	YEAST03366
OG0008339	AENJA_17825	YEAST03286
OG0008346	AENJA_18767	YEAST01382
OG0008348	AENJA_19233	YEAST03383
OG0008351	AENJA_19747	YEAST01276
OG0008524	AENJA_03437	YEAST02216
OG0008533	AENJA_04666	YEAST00770
OG0008540	AENJA_05568	YEAST02219
OG0008542	AENJA_05813	YEAST00506
OG0008546	AENJA_06435	YEAST03499
OG0008582	AENJA_12734	YEAST04883
OG0008601	AENJA_16193	YEAST03150
OG0008602	AENJA_16318	YEAST04166
OG0008620	AENJA_19257	YEAST00843
OG0008626	AENJA_20823	YEAST03306
OG0008645	AENJA_26189	YEAST05803
OG0008789	AENJA_05021, AENJA_09108	YEAST05903
OG0008794	AENJA_05734	YEAST01976, YEAST00168, YEAST00957
OG0008799	AENJA_06238	YEAST03377
OG0008816	AENJA_09134	YEAST01954
OG0008818	AENJA_09454	YEAST00271
OG0008823	AENJA_11424	YEAST03936
OG0008824	AENJA_11564	YEAST01698
OG0008861	AENJA_18107	YEAST04983
OG0008872	AENJA_20547	YEAST03799
OG0008873	AENJA_20898	YEAST04429
OG0008879	AENJA_21532	YEAST05579
OG0008887	AENJA_23123	YEAST00387
OG0009056	AENJA_02632	YEAST00322
OG0009066	AENJA_04891	YEAST04511
OG0009078	AENJA_07563	YEAST02676
OG0009099	AENJA_12330	YEAST05709
OG0009105	AENJA_14046	YEAST02501
OG0009115	AENJA_17120	YEAST05628, YEAST04158
OG0009118	AENJA_18120	YEAST03618
OG0009311	AENJA_03632	YEAST00623
OG0009315	AENJA_05193, AENJA_06150	YEAST04722
OG0009344	AENJA_10588	YEAST03868
OG0009361	AENJA_15655	YEAST02727
OG0009394	AENJA_21395	YEAST04927
OG0009396	AENJA_21986	YEAST03896
OG0009555	AENJA_04032, AENJA_01460	YEAST03831
OG0009582	AENJA_06562	YEAST04984
OG0009590	AENJA_08772	YEAST02138
OG0009604	AENJA_11213	YEAST04803
OG0009614	AENJA_14375	YEAST00622
OG0009630	AENJA_19166	YEAST02852
OG0009649	AENJA_23554	YEAST01825
OG0009651	AENJA_23874	YEAST04775
OG0009654	AENJA_24871	YEAST04221
OG0009892	AENJA_13449	YEAST01082
OG0009911	AENJA_20063	YEAST03388
OG0009920	AENJA_22906	YEAST05355
OG0009926	AENJA_25674	YEAST03054
OG0010139	AENJA_03273	YEAST01045
OG0010229	AENJA_26343	YEAST00880, YEAST04666, YEAST04383
OG0010481	AENJA_01731	YEAST01854
OG0010491	AENJA_03837, AENJA_07368	YEAST04603
OG0010570	AENJA_21815	YEAST03006
OG0010841	AENJA_04156	YEAST05695
OG0010858	AENJA_09035	YEAST04030, YEAST05272
OG0010876	AENJA_13415	YEAST02678
OG0011216	AENJA_06052	YEAST02293
OG0011258	AENJA_21543	YEAST02930
OG0011272	AENJA_26190	YEAST04075
OG0011734	AENJA_23389	YEAST04911
OG0011737	AENJA_24427	YEAST00219
OG0012188	AENJA_04627	YEAST02442
OG0012801	AENJA_07736	YEAST04938, YEAST04971
OG0017286	AENJA_26705	YEAST01130
OG0026769	AENJA_11691	YEAST02664
