Orthogroup	AENJA_ok	LYTVA_ok
OG0000064	AENJA_12292	LYTVA_08302, LYTVA_26954, LYTVA_23516, LYTVA_23510, LYTVA_23508, LYTVA_20029, LYTVA_23509, LYTVA_23514, LYTVA_23515, LYTVA_23517, LYTVA_19853, LYTVA_19855, LYTVA_08702, LYTVA_12533, LYTVA_19854, LYTVA_18448, LYTVA_23953
OG0000064	AENJA_15514	LYTVA_26515
OG0000064	AENJA_02556	LYTVA_14352, LYTVA_25713
OG0000064	AENJA_02557	LYTVA_17742, LYTVA_01814, LYTVA_24882, LYTVA_11536, LYTVA_13973, LYTVA_29064, LYTVA_20961, LYTVA_12243, LYTVA_20960, LYTVA_14350, LYTVA_14353
OG0000065	AENJA_08288	LYTVA_25952, LYTVA_19899, LYTVA_19900, LYTVA_28478, LYTVA_28637, LYTVA_28640, LYTVA_16549, LYTVA_05941, LYTVA_26146, LYTVA_02630, LYTVA_10168, LYTVA_21036, LYTVA_12929, LYTVA_23872, LYTVA_25877, LYTVA_10381, LYTVA_30035, LYTVA_05039, LYTVA_16076, LYTVA_20540, LYTVA_09048, LYTVA_19374, LYTVA_09047, LYTVA_19373, LYTVA_14067, LYTVA_17290, LYTVA_13082, LYTVA_17296, LYTVA_17295, LYTVA_03230, LYTVA_28797, LYTVA_00381, LYTVA_17291, LYTVA_17234, LYTVA_11558, LYTVA_04701, LYTVA_14911, LYTVA_24579
OG0000065	AENJA_15523	LYTVA_02378
OG0000066	AENJA_19946	LYTVA_28191
OG0000066	AENJA_12655, AENJA_09505	LYTVA_14724
OG0000066	AENJA_04513	LYTVA_24831
OG0000067	AENJA_21171	LYTVA_00141, LYTVA_19952, LYTVA_28647
OG0000067	AENJA_21686	LYTVA_07502, LYTVA_25538
OG0000067	AENJA_02413	LYTVA_15190
OG0000068	AENJA_08649	LYTVA_29801, LYTVA_20828
OG0000068	AENJA_08644, AENJA_02187, AENJA_15847, AENJA_18813, AENJA_15846, AENJA_08645, AENJA_17392, AENJA_01993, AENJA_10902	LYTVA_07218, LYTVA_11696, LYTVA_13367, LYTVA_16452, LYTVA_16451, LYTVA_16446, LYTVA_11505, LYTVA_21833, LYTVA_15019, LYTVA_02519, LYTVA_23071, LYTVA_16450
OG0000068	AENJA_20175, AENJA_10908, AENJA_08647	LYTVA_22369, LYTVA_23647
OG0000069	AENJA_15982	LYTVA_15781
OG0000070	AENJA_23180, AENJA_12319, AENJA_24460, AENJA_25453, AENJA_07501	LYTVA_12849
OG0000070	AENJA_17946, AENJA_17947	LYTVA_20188, LYTVA_21334
OG0000070	AENJA_09128	LYTVA_15079
OG0000070	AENJA_05824	LYTVA_12105, LYTVA_23845, LYTVA_23846, LYTVA_20695
OG0000070	AENJA_17346	LYTVA_28943, LYTVA_15085
OG0000070	AENJA_12868	LYTVA_24840
OG0000070	AENJA_23218	LYTVA_07974, LYTVA_17344
OG0000070	AENJA_23720, AENJA_23723	LYTVA_15317
OG0000071	AENJA_19944	LYTVA_28667
OG0000071	AENJA_11228, AENJA_11157	LYTVA_30156
OG0000071	AENJA_21722, AENJA_10228, AENJA_19682	LYTVA_22942, LYTVA_22941, LYTVA_07051, LYTVA_07050
OG0000072	AENJA_14652	LYTVA_16436
OG0000072	AENJA_13128	LYTVA_26888
OG0000072	AENJA_02450	LYTVA_23422
OG0000072	AENJA_25944, AENJA_05445, AENJA_05444	LYTVA_09419
OG0000072	AENJA_24050, AENJA_00746	LYTVA_15899
OG0000073	AENJA_02295	LYTVA_08820, LYTVA_28046
OG0000073	AENJA_03975, AENJA_15428	LYTVA_01047, LYTVA_24568, LYTVA_17538, LYTVA_01046, LYTVA_25335, LYTVA_14806
OG0000074	AENJA_12312	LYTVA_27116, LYTVA_29211
OG0000074	AENJA_06058	LYTVA_07270, LYTVA_29253
OG0000074	AENJA_24714	LYTVA_24139
OG0000074	AENJA_14253	LYTVA_06009
OG0000074	AENJA_25976	LYTVA_06154
OG0000075	AENJA_23745	LYTVA_00904
OG0000076	AENJA_24066, AENJA_24396	LYTVA_04503
OG0000076	AENJA_10025	LYTVA_15496, LYTVA_07730
OG0000076	AENJA_00609	LYTVA_24735
OG0000076	AENJA_21283, AENJA_20970	LYTVA_11845, LYTVA_28755
OG0000076	AENJA_12722	LYTVA_15672, LYTVA_17357, LYTVA_03906, LYTVA_02968, LYTVA_02774, LYTVA_24240
OG0000077	AENJA_13107	LYTVA_24286
OG0000077	AENJA_20850	LYTVA_24922, LYTVA_15408
OG0000077	AENJA_07475	LYTVA_08553
OG0000077	AENJA_08162	LYTVA_24285
OG0000078	AENJA_16680	LYTVA_07236
OG0000078	AENJA_06754	LYTVA_10716
OG0000078	AENJA_26733	LYTVA_07177, LYTVA_07710, LYTVA_00587, LYTVA_14585, LYTVA_00355
OG0000078	AENJA_26653	LYTVA_01709
OG0000079	AENJA_16186	LYTVA_19637, LYTVA_24538, LYTVA_21250
OG0000079	AENJA_17442	LYTVA_05934
OG0000079	AENJA_10507, AENJA_05095	LYTVA_06214, LYTVA_17750
OG0000080	AENJA_16112, AENJA_24979, AENJA_06701, AENJA_05406, AENJA_10526, AENJA_00028, AENJA_16119, AENJA_22310, AENJA_08696, AENJA_13588, AENJA_12681, AENJA_22904	LYTVA_22820
OG0000080	AENJA_24800, AENJA_00459, AENJA_05027, AENJA_20662, AENJA_01319, AENJA_11587, AENJA_14545, AENJA_02324, AENJA_25850, AENJA_22994, AENJA_11606, AENJA_05579, AENJA_03015, AENJA_09784, AENJA_24069, AENJA_12439, AENJA_14799	LYTVA_29739, LYTVA_07108, LYTVA_04698
OG0000080	AENJA_22144	LYTVA_00085
OG0000081	AENJA_04625, AENJA_04630, AENJA_04629	LYTVA_25424
OG0000081	AENJA_04623	LYTVA_03450, LYTVA_06857, LYTVA_12009, LYTVA_14196, LYTVA_18158, LYTVA_13554, LYTVA_24479, LYTVA_12007, LYTVA_18383, LYTVA_24277, LYTVA_26639, LYTVA_24280, LYTVA_27436, LYTVA_27437, LYTVA_14858
OG0000082	AENJA_25747	LYTVA_18803
OG0000083	AENJA_21795	LYTVA_26815
OG0000083	AENJA_03464	LYTVA_17330
OG0000083	AENJA_09136	LYTVA_00140, LYTVA_24573
OG0000083	AENJA_12490	LYTVA_11874
OG0000084	AENJA_24814	LYTVA_14799
OG0000084	AENJA_02486	LYTVA_16127
OG0000084	AENJA_16500	LYTVA_02391
OG0000085	AENJA_11709	LYTVA_26350, LYTVA_11857
OG0000085	AENJA_05556	LYTVA_19136
OG0000085	AENJA_06487	LYTVA_13307
OG0000085	AENJA_24493	LYTVA_05365
OG0000085	AENJA_20539	LYTVA_17776
OG0000085	AENJA_06382	LYTVA_09034
OG0000085	AENJA_08917	LYTVA_06708
OG0000086	AENJA_17133	LYTVA_16709
OG0000086	AENJA_15274	LYTVA_19045
OG0000087	AENJA_23251	LYTVA_15159
OG0000087	AENJA_19109	LYTVA_06727
OG0000087	AENJA_08976	LYTVA_24079
OG0000087	AENJA_19775	LYTVA_22406
OG0000087	AENJA_03163	LYTVA_22963
OG0000087	AENJA_19935	LYTVA_04512
OG0000087	AENJA_13117	LYTVA_18717
OG0000087	AENJA_04374, AENJA_10299	LYTVA_18728
OG0000087	AENJA_20453	LYTVA_07967
OG0000088	AENJA_07097, AENJA_08556, AENJA_07105, AENJA_07098, AENJA_07104	LYTVA_25176, LYTVA_22082
OG0000088	AENJA_11026	LYTVA_21232, LYTVA_01236, LYTVA_20639
OG0000088	AENJA_11029	LYTVA_10043, LYTVA_19532, LYTVA_01363, LYTVA_15031, LYTVA_01366, LYTVA_27296, LYTVA_08261, LYTVA_00566, LYTVA_29559, LYTVA_14054
OG0000088	AENJA_13877	LYTVA_14936, LYTVA_12867, LYTVA_29601, LYTVA_12865
OG0000088	AENJA_03166, AENJA_03175, AENJA_08500	LYTVA_28455
OG0000089	AENJA_09905, AENJA_09906, AENJA_05338, AENJA_04745, AENJA_16486, AENJA_16485, AENJA_22237, AENJA_02539, AENJA_15610, AENJA_01496	LYTVA_06742, LYTVA_22521, LYTVA_05675, LYTVA_25746, LYTVA_25741, LYTVA_21117, LYTVA_13006, LYTVA_19844
OG0000089	AENJA_09728	LYTVA_15322
OG0000089	AENJA_01807	LYTVA_12984, LYTVA_16551, LYTVA_28799, LYTVA_00948
OG0000090	AENJA_02476	LYTVA_08725, LYTVA_21266
OG0000090	AENJA_16163	LYTVA_23068
OG0000090	AENJA_17985	LYTVA_15309, LYTVA_26827
OG0000090	AENJA_10145	LYTVA_02577
OG0000090	AENJA_19633	LYTVA_05131
OG0000090	AENJA_26164	LYTVA_28107, LYTVA_09935
OG0000090	AENJA_06259	LYTVA_15568
OG0000090	AENJA_01954	LYTVA_18395, LYTVA_13128
OG0000091	AENJA_01389	LYTVA_12113
OG0000093	AENJA_00982, AENJA_09061, AENJA_19888	LYTVA_06682, LYTVA_02617
OG0000093	AENJA_04649, AENJA_22923	LYTVA_18071
OG0000094	AENJA_14582	LYTVA_10290
OG0000094	AENJA_26553	LYTVA_09221
OG0000095	AENJA_19114	LYTVA_29816
OG0000095	AENJA_16573	LYTVA_16047
OG0000095	AENJA_07479, AENJA_11792, AENJA_11795, AENJA_02518, AENJA_18173	LYTVA_11749, LYTVA_09779, LYTVA_25118, LYTVA_13288, LYTVA_13853, LYTVA_24054
OG0000095	AENJA_25126	LYTVA_27487, LYTVA_28301
OG0000096	AENJA_25727	LYTVA_28490
OG0000096	AENJA_21947	LYTVA_10606
OG0000096	AENJA_08423	LYTVA_19397
OG0000096	AENJA_09240	LYTVA_24298
OG0000096	AENJA_14053	LYTVA_20858
OG0000097	AENJA_16144	LYTVA_20598
OG0000097	AENJA_07989, AENJA_07990, AENJA_20179, AENJA_07992, AENJA_18648, AENJA_07730	LYTVA_17895
OG0000098	AENJA_05303	LYTVA_02412
OG0000098	AENJA_10136, AENJA_10137	LYTVA_15643
OG0000098	AENJA_22563	LYTVA_24589
OG0000098	AENJA_15215	LYTVA_16909
OG0000098	AENJA_03419, AENJA_23542, AENJA_23540	LYTVA_27859
OG0000099	AENJA_17408	LYTVA_00652
OG0000099	AENJA_19631	LYTVA_22524, LYTVA_05673, LYTVA_26003
OG0000099	AENJA_07638, AENJA_14869	LYTVA_09301, LYTVA_14363, LYTVA_14362
OG0000100	AENJA_13838	LYTVA_18222
OG0000100	AENJA_08011	LYTVA_05465
OG0000100	AENJA_26104, AENJA_06096	LYTVA_16938
OG0000100	AENJA_00956, AENJA_05837	LYTVA_18190
OG0000100	AENJA_07310	LYTVA_21662, LYTVA_29516, LYTVA_04076, LYTVA_19446, LYTVA_29360, LYTVA_13939, LYTVA_06729, LYTVA_24698
OG0000100	AENJA_10755	LYTVA_02149
OG0000101	AENJA_26592	LYTVA_13163
OG0000101	AENJA_26594	LYTVA_03798, LYTVA_11413
OG0000101	AENJA_06142	LYTVA_03793
OG0000101	AENJA_21479	LYTVA_25292, LYTVA_25291
OG0000102	AENJA_01229, AENJA_14532, AENJA_03604, AENJA_09290, AENJA_02099, AENJA_11586, AENJA_05172, AENJA_21823, AENJA_22292, AENJA_08727, AENJA_26596, AENJA_03728, AENJA_05251, AENJA_05418, AENJA_25773, AENJA_16535, AENJA_01181, AENJA_19177, AENJA_19154, AENJA_17660, AENJA_22655, AENJA_11696, AENJA_07164	LYTVA_23145
OG0000102	AENJA_05324	LYTVA_12190, LYTVA_12189
OG0000102	AENJA_22391	LYTVA_08951
OG0000103	AENJA_10812	LYTVA_05784
OG0000103	AENJA_14367	LYTVA_08412
OG0000104	AENJA_04107	LYTVA_24486
OG0000104	AENJA_02684	LYTVA_21210
OG0000104	AENJA_26666	LYTVA_17806
OG0000105	AENJA_18029	LYTVA_08597
OG0000105	AENJA_01683, AENJA_01676, AENJA_01677, AENJA_20915	LYTVA_14170, LYTVA_28659, LYTVA_20126, LYTVA_20495, LYTVA_07187
OG0000106	AENJA_13743	LYTVA_01037
OG0000106	AENJA_24394, AENJA_24395	LYTVA_15504, LYTVA_30171
OG0000109	AENJA_23715, AENJA_15408	LYTVA_00205
OG0000109	AENJA_04502, AENJA_24882	LYTVA_16352, LYTVA_25835, LYTVA_16348, LYTVA_25824, LYTVA_01275, LYTVA_01966
OG0000110	AENJA_16216	LYTVA_02879, LYTVA_11692, LYTVA_23200, LYTVA_23199
OG0000110	AENJA_01780, AENJA_10578, AENJA_06144, AENJA_06145, AENJA_16217	LYTVA_06301, LYTVA_17449, LYTVA_27975, LYTVA_20694, LYTVA_00973, LYTVA_27976
OG0000110	AENJA_19995	LYTVA_05807
OG0000110	AENJA_08732	LYTVA_30126, LYTVA_30125
OG0000111	AENJA_04205	LYTVA_08411
OG0000111	AENJA_23685	LYTVA_14099
OG0000112	AENJA_03899, AENJA_13242	LYTVA_10294, LYTVA_20398, LYTVA_16434, LYTVA_10301, LYTVA_16838
OG0000113	AENJA_14458	LYTVA_11752, LYTVA_11754
OG0000113	AENJA_02203, AENJA_09826	LYTVA_06725
OG0000114	AENJA_23406	LYTVA_08088
OG0000114	AENJA_23585, AENJA_23588, AENJA_23590, AENJA_26073	LYTVA_05208, LYTVA_13458
OG0000115	AENJA_22451, AENJA_15043, AENJA_24779, AENJA_13990	LYTVA_23018, LYTVA_18556
OG0000115	AENJA_13552, AENJA_13554	LYTVA_30005
OG0000115	AENJA_02773	LYTVA_14372, LYTVA_21521
OG0000116	AENJA_23563, AENJA_23564	LYTVA_00275, LYTVA_00276, LYTVA_12381, LYTVA_27944, LYTVA_24429, LYTVA_13726, LYTVA_02564, LYTVA_00399, LYTVA_24857, LYTVA_11412, LYTVA_07622, LYTVA_26138, LYTVA_18915
OG0000117	AENJA_16260	LYTVA_05761
OG0000117	AENJA_08111	LYTVA_20571, LYTVA_17624
OG0000118	AENJA_22041	LYTVA_06498, LYTVA_20616, LYTVA_18809, LYTVA_25205, LYTVA_09776, LYTVA_10638, LYTVA_02421, LYTVA_15905, LYTVA_02936, LYTVA_12695, LYTVA_05148, LYTVA_01270, LYTVA_04907, LYTVA_00133, LYTVA_17726, LYTVA_07442, LYTVA_02178, LYTVA_19831, LYTVA_11339, LYTVA_06499, LYTVA_15511, LYTVA_17772, LYTVA_22315, LYTVA_29365, LYTVA_29944, LYTVA_23680, LYTVA_18427, LYTVA_24812, LYTVA_04343, LYTVA_18742, LYTVA_27682, LYTVA_16924, LYTVA_21691, LYTVA_24369, LYTVA_21693, LYTVA_00776, LYTVA_21201, LYTVA_20406, LYTVA_10883, LYTVA_29695, LYTVA_15401
OG0000118	AENJA_20121, AENJA_07143, AENJA_26731	LYTVA_11285
OG0000119	AENJA_18357, AENJA_20512	LYTVA_11474
OG0000119	AENJA_08115	LYTVA_04285
OG0000119	AENJA_08491	LYTVA_11467
OG0000120	AENJA_09034	LYTVA_04898
OG0000121	AENJA_09065	LYTVA_23606, LYTVA_10086
OG0000121	AENJA_15702	LYTVA_24348
OG0000121	AENJA_15894, AENJA_19956, AENJA_09165	LYTVA_14745
OG0000121	AENJA_07109, AENJA_25145, AENJA_10975	LYTVA_03587
OG0000122	AENJA_09263	LYTVA_10750
OG0000122	AENJA_14198, AENJA_09459	LYTVA_18458
OG0000122	AENJA_22788	LYTVA_18460
OG0000123	AENJA_13105	LYTVA_16700
OG0000123	AENJA_11261	LYTVA_03404
OG0000123	AENJA_22182	LYTVA_12956
OG0000123	AENJA_08155	LYTVA_02814
OG0000123	AENJA_01277	LYTVA_23215
OG0000123	AENJA_26530	LYTVA_20552
OG0000123	AENJA_11939, AENJA_11934	LYTVA_28852
OG0000123	AENJA_04063	LYTVA_16769
OG0000124	AENJA_03116, AENJA_25792	LYTVA_14993
OG0000124	AENJA_03187	LYTVA_27850
OG0000124	AENJA_26736	LYTVA_05622
OG0000124	AENJA_05859	LYTVA_20699
OG0000125	AENJA_02605	LYTVA_00442
OG0000125	AENJA_16597	LYTVA_17769
OG0000125	AENJA_18946	LYTVA_16406
OG0000125	AENJA_04836	LYTVA_25487
OG0000125	AENJA_07272	LYTVA_01832
OG0000126	AENJA_24273	LYTVA_19767
OG0000126	AENJA_07507	LYTVA_29180
OG0000127	AENJA_11132	LYTVA_27169
OG0000127	AENJA_20308	LYTVA_12856
OG0000127	AENJA_04153	LYTVA_21563
OG0000127	AENJA_17569	LYTVA_12830
OG0000127	AENJA_00497	LYTVA_20093
OG0000128	AENJA_22594	LYTVA_01369, LYTVA_05348, LYTVA_25678
OG0000128	AENJA_17415, AENJA_17420, AENJA_17414, AENJA_17416, AENJA_26744	LYTVA_07273, LYTVA_29734, LYTVA_23730, LYTVA_23728, LYTVA_23729
OG0000128	AENJA_21735	LYTVA_25168
OG0000129	AENJA_11469	LYTVA_24420, LYTVA_06816
OG0000129	AENJA_21737	LYTVA_27162
OG0000130	AENJA_15966	LYTVA_23554
OG0000131	AENJA_26205, AENJA_07936, AENJA_02468, AENJA_18143	LYTVA_20912, LYTVA_08614, LYTVA_22688, LYTVA_08837
OG0000131	AENJA_24734	LYTVA_16115
OG0000131	AENJA_23277	LYTVA_10860
OG0000132	AENJA_18042	LYTVA_01373
OG0000134	AENJA_21791	LYTVA_10445, LYTVA_21931, LYTVA_25493, LYTVA_12266, LYTVA_19103, LYTVA_20564, LYTVA_04492, LYTVA_28259, LYTVA_08032, LYTVA_18244, LYTVA_11494, LYTVA_11729, LYTVA_04391, LYTVA_02056, LYTVA_04965, LYTVA_22898
OG0000134	AENJA_24569, AENJA_06636, AENJA_15926, AENJA_13442	LYTVA_15456, LYTVA_07737
OG0000134	AENJA_11383, AENJA_09789	LYTVA_06291, LYTVA_01545, LYTVA_11487, LYTVA_26778, LYTVA_25296, LYTVA_03314, LYTVA_22896, LYTVA_09915, LYTVA_16953, LYTVA_12342, LYTVA_02612, LYTVA_21061, LYTVA_22289, LYTVA_20635, LYTVA_18706
OG0000134	AENJA_19464, AENJA_10516	LYTVA_25654, LYTVA_08102
OG0000134	AENJA_24119	LYTVA_19759
OG0000134	AENJA_24635	LYTVA_08857
OG0000136	AENJA_13535, AENJA_13533	LYTVA_26335, LYTVA_26334, LYTVA_02174, LYTVA_15900, LYTVA_09400, LYTVA_08942, LYTVA_29133
OG0000136	AENJA_26094	LYTVA_28569
OG0000136	AENJA_20044	LYTVA_19981
OG0000137	AENJA_26083	LYTVA_14649
OG0000137	AENJA_11173	LYTVA_14169, LYTVA_05475
OG0000137	AENJA_09533	LYTVA_25469, LYTVA_15627
OG0000140	AENJA_01263	LYTVA_30020
OG0000140	AENJA_16090, AENJA_05474	LYTVA_19546
OG0000140	AENJA_08529	LYTVA_28396, LYTVA_18373
OG0000140	AENJA_05753	LYTVA_07124, LYTVA_07121
OG0000141	AENJA_10675, AENJA_22306, AENJA_02826, AENJA_02825, AENJA_20605, AENJA_09478, AENJA_02824	LYTVA_15585, LYTVA_19931, LYTVA_07982, LYTVA_02517, LYTVA_03081, LYTVA_20608, LYTVA_14791, LYTVA_11111, LYTVA_11112, LYTVA_18198, LYTVA_16516, LYTVA_07900, LYTVA_16515, LYTVA_07898, LYTVA_27253, LYTVA_04401
OG0000141	AENJA_15985, AENJA_19700	LYTVA_04353
OG0000141	AENJA_22297, AENJA_26376	LYTVA_16633, LYTVA_23463, LYTVA_05955, LYTVA_05956, LYTVA_05957
OG0000141	AENJA_05407	LYTVA_05958
OG0000142	AENJA_18497, AENJA_26251, AENJA_06608, AENJA_26249, AENJA_21733, AENJA_26417	LYTVA_20509
OG0000144	AENJA_16607	LYTVA_25633
OG0000144	AENJA_06711, AENJA_06204	LYTVA_16687, LYTVA_20037, LYTVA_09004
OG0000144	AENJA_19808, AENJA_26481, AENJA_24600, AENJA_26483, AENJA_21272, AENJA_26488, AENJA_26482, AENJA_26487, AENJA_01559, AENJA_00939, AENJA_11012, AENJA_01029, AENJA_14736, AENJA_10274, AENJA_24601, AENJA_23803, AENJA_18958, AENJA_13844, AENJA_03097, AENJA_24094, AENJA_23805, AENJA_11522, AENJA_25228, AENJA_06450, AENJA_18960, AENJA_06995	LYTVA_15775
OG0000146	AENJA_10710	LYTVA_21396
OG0000146	AENJA_19743, AENJA_09430	LYTVA_10181
OG0000146	AENJA_11121, AENJA_11735, AENJA_19223, AENJA_23246	LYTVA_28980
OG0000146	AENJA_08336, AENJA_24548, AENJA_09802, AENJA_11048, AENJA_08448, AENJA_05978	LYTVA_21791
OG0000147	AENJA_03761	LYTVA_06334
OG0000147	AENJA_12275	LYTVA_24464
OG0000147	AENJA_03922	LYTVA_06610, LYTVA_07302
OG0000147	AENJA_10787	LYTVA_18928
OG0000147	AENJA_03843	LYTVA_03351
OG0000148	AENJA_26311, AENJA_25264, AENJA_21218	LYTVA_19008
OG0000149	AENJA_12114	LYTVA_27288
OG0000149	AENJA_12111	LYTVA_06518, LYTVA_19439, LYTVA_27853, LYTVA_06524
OG0000149	AENJA_03471, AENJA_12512	LYTVA_03219, LYTVA_27903
OG0000149	AENJA_18447	LYTVA_24788
OG0000151	AENJA_13408	LYTVA_06631
OG0000151	AENJA_03698	LYTVA_13428, LYTVA_13427
OG0000152	AENJA_05664	LYTVA_19636, LYTVA_25239
OG0000152	AENJA_03562	LYTVA_11871
OG0000152	AENJA_13976, AENJA_18206	LYTVA_25445
OG0000152	AENJA_18205, AENJA_05427, AENJA_20816	LYTVA_27550, LYTVA_04932
OG0000152	AENJA_04484, AENJA_24114	LYTVA_27346
OG0000152	AENJA_26414	LYTVA_16757
OG0000154	AENJA_20462	LYTVA_08370
OG0000154	AENJA_21631, AENJA_09760, AENJA_17018, AENJA_09038	LYTVA_01776
OG0000155	AENJA_05237	LYTVA_24959, LYTVA_02175
OG0000155	AENJA_20550	LYTVA_22929
OG0000157	AENJA_03158	LYTVA_24947
OG0000157	AENJA_08473	LYTVA_14449
OG0000158	AENJA_06739	LYTVA_03807
OG0000159	AENJA_13258	LYTVA_16506, LYTVA_06037, LYTVA_08097, LYTVA_18412, LYTVA_29071
OG0000159	AENJA_06073	LYTVA_12728
OG0000159	AENJA_25487	LYTVA_16500, LYTVA_10738, LYTVA_17708, LYTVA_06313, LYTVA_13868, LYTVA_10736
OG0000160	AENJA_20383	LYTVA_04290, LYTVA_15927, LYTVA_15928, LYTVA_20062, LYTVA_07452, LYTVA_05524
OG0000160	AENJA_13005	LYTVA_11099
OG0000161	AENJA_23765	LYTVA_28330, LYTVA_11603
OG0000161	AENJA_20106	LYTVA_30215
OG0000161	AENJA_23034	LYTVA_12424, LYTVA_13884, LYTVA_03428
OG0000161	AENJA_24632, AENJA_22043	LYTVA_17177, LYTVA_29132
OG0000161	AENJA_14853	LYTVA_07484, LYTVA_06818
OG0000161	AENJA_24971	LYTVA_25131
OG0000161	AENJA_23989, AENJA_26710	LYTVA_16865
OG0000161	AENJA_13705, AENJA_11243, AENJA_13560	LYTVA_19092, LYTVA_27862, LYTVA_04274, LYTVA_13171, LYTVA_07794
OG0000161	AENJA_11483	LYTVA_18315
OG0000161	AENJA_25641, AENJA_18963, AENJA_00469, AENJA_23196	LYTVA_01095, LYTVA_14708, LYTVA_01377, LYTVA_25082
OG0000161	AENJA_03649, AENJA_15286	LYTVA_21687
OG0000161	AENJA_17716	LYTVA_12654, LYTVA_24438, LYTVA_24300, LYTVA_05778
OG0000162	AENJA_01578	LYTVA_18164
OG0000163	AENJA_14266	LYTVA_26726
OG0000163	AENJA_02338	LYTVA_16156
OG0000164	AENJA_15219	LYTVA_25753
OG0000165	AENJA_06820, AENJA_04113	LYTVA_00753
OG0000166	AENJA_09907, AENJA_09910	LYTVA_08486, LYTVA_13825, LYTVA_19609, LYTVA_27014, LYTVA_03746, LYTVA_11616, LYTVA_00435, LYTVA_06721, LYTVA_16049
OG0000166	AENJA_13257	LYTVA_25764
OG0000166	AENJA_22919, AENJA_01928	LYTVA_15722, LYTVA_06844, LYTVA_01600, LYTVA_21455
OG0000166	AENJA_16006	LYTVA_15942
OG0000166	AENJA_11187, AENJA_24885	LYTVA_06417, LYTVA_19225, LYTVA_15166
OG0000167	AENJA_12329	LYTVA_05879, LYTVA_28563, LYTVA_24832
OG0000167	AENJA_04868	LYTVA_22740
OG0000168	AENJA_06793	LYTVA_20122, LYTVA_24324
OG0000168	AENJA_16549	LYTVA_19322, LYTVA_08888
OG0000168	AENJA_11862, AENJA_21363	LYTVA_08887
OG0000169	AENJA_00158, AENJA_08952	LYTVA_02351, LYTVA_20918
OG0000169	AENJA_15333, AENJA_16293, AENJA_11681, AENJA_08953	LYTVA_04781
OG0000169	AENJA_04999, AENJA_00159, AENJA_00157, AENJA_25576, AENJA_16357, AENJA_16336	LYTVA_09716, LYTVA_24640, LYTVA_06335, LYTVA_06337, LYTVA_18535
OG0000171	AENJA_00267	LYTVA_27882
OG0000171	AENJA_26673, AENJA_26672	LYTVA_24654
OG0000171	AENJA_09998	LYTVA_27222
OG0000172	AENJA_10826	LYTVA_11573
OG0000172	AENJA_10078	LYTVA_28668
OG0000173	AENJA_13078, AENJA_25617, AENJA_18852	LYTVA_13813
OG0000174	AENJA_09684	LYTVA_12646, LYTVA_19454, LYTVA_00411
OG0000174	AENJA_09689	LYTVA_10125
OG0000175	AENJA_10259	LYTVA_18185, LYTVA_25514
OG0000175	AENJA_12556	LYTVA_15383
OG0000175	AENJA_05120	LYTVA_23856
OG0000175	AENJA_10260	LYTVA_15381
OG0000178	AENJA_10856, AENJA_15335, AENJA_15334	LYTVA_17495, LYTVA_07213
OG0000178	AENJA_21429	LYTVA_10503, LYTVA_10502, LYTVA_07688, LYTVA_03503, LYTVA_03509, LYTVA_03508
OG0000179	AENJA_05305	LYTVA_11503
OG0000179	AENJA_25279	LYTVA_09715, LYTVA_09722, LYTVA_06848
OG0000179	AENJA_14465	LYTVA_20391
OG0000179	AENJA_09174, AENJA_18216	LYTVA_21017
OG0000180	AENJA_25821, AENJA_16075, AENJA_21520, AENJA_21521, AENJA_22895	LYTVA_08270, LYTVA_12645, LYTVA_08269
OG0000180	AENJA_23405	LYTVA_16022, LYTVA_20671
OG0000180	AENJA_16046	LYTVA_16023
OG0000180	AENJA_19397	LYTVA_05451, LYTVA_05450
OG0000181	AENJA_05116, AENJA_18867, AENJA_18892	LYTVA_30016
OG0000181	AENJA_04368, AENJA_08840	LYTVA_19542, LYTVA_21135
OG0000182	AENJA_11285	LYTVA_23182, LYTVA_12683
OG0000182	AENJA_14094, AENJA_25433	LYTVA_18698
OG0000182	AENJA_16384	LYTVA_27329
OG0000182	AENJA_15115	LYTVA_17619
OG0000183	AENJA_03852	LYTVA_29269
OG0000183	AENJA_18616	LYTVA_12902
OG0000183	AENJA_21091	LYTVA_28105
OG0000184	AENJA_12909, AENJA_16138, AENJA_12907, AENJA_16139	LYTVA_22158, LYTVA_27685, LYTVA_10647, LYTVA_11004, LYTVA_16702, LYTVA_21719, LYTVA_17652
OG0000184	AENJA_15402, AENJA_19874	LYTVA_15221
OG0000185	AENJA_05818	LYTVA_22522
OG0000185	AENJA_06437	LYTVA_05708
OG0000185	AENJA_19885	LYTVA_27187
OG0000186	AENJA_16129	LYTVA_21568
OG0000186	AENJA_06752	LYTVA_08130
OG0000186	AENJA_06753	LYTVA_16833
OG0000186	AENJA_22490	LYTVA_22654
OG0000187	AENJA_03713, AENJA_14945, AENJA_16031, AENJA_01468, AENJA_06713, AENJA_14751, AENJA_14236, AENJA_14923, AENJA_15730, AENJA_09445, AENJA_03011, AENJA_17798, AENJA_10848, AENJA_02141	LYTVA_10115, LYTVA_11163
OG0000187	AENJA_15071, AENJA_13071	LYTVA_15200
OG0000188	AENJA_22199	LYTVA_07056
OG0000188	AENJA_15378	LYTVA_29520
OG0000190	AENJA_04601, AENJA_21643	LYTVA_12233, LYTVA_15726
OG0000190	AENJA_07560	LYTVA_29549, LYTVA_03755
