Orthogroup	AENJA_ok	PFLAV
OG0000185	AENJA_05818	TCONS_00056723.p1
OG0000185	AENJA_24956	TCONS_00018515.p1
OG0000185	AENJA_06437	TCONS_00008087.p1
OG0000185	AENJA_19885	TCONS_00017446.p1
OG0000186	AENJA_22491	TCONS_00021412.p1, TCONS_00045212.p1, TCONS_00046299.p1
OG0000186	AENJA_06752	TCONS_00021431.p1
OG0000186	AENJA_06753	TCONS_00009840.p1
OG0000186	AENJA_16122	TCONS_00021428.p1, TCONS_00021414.p1
OG0000186	AENJA_22490	TCONS_00021407.p1, TCONS_00021427.p1, TCONS_00021434.p1, TCONS_00021419.p1
OG0000187	AENJA_01561	TCONS_00041473.p1
OG0000187	AENJA_14923, AENJA_15730, AENJA_09445, AENJA_03011, AENJA_17798, AENJA_10848, AENJA_02141	TCONS_00012865.p1, TCONS_00022970.p1, TCONS_00032414.p1, TCONS_00055145.p1, TCONS_00055135.p1, TCONS_00036035.p1, TCONS_00035821.p1
OG0000187	AENJA_22656, AENJA_23089	TCONS_00032782.p1
OG0000188	AENJA_15378	TCONS_00031463.p1
OG0000190	AENJA_04601, AENJA_21643	TCONS_00041581.p1
OG0000192	AENJA_06675	TCONS_00053851.p1, TCONS_00052839.p1
OG0000192	AENJA_19694	TCONS_00016580.p1
OG0000192	AENJA_23240	TCONS_00052840.p1
OG0000192	AENJA_11217, AENJA_11222	TCONS_00007537.p1, TCONS_00007532.p1, TCONS_00051737.p1
OG0000192	AENJA_16678, AENJA_04859	TCONS_00014353.p1
OG0000193	AENJA_13914	TCONS_00053376.p1, TCONS_00054353.p1, TCONS_00041560.p1
OG0000193	AENJA_10880, AENJA_10878, AENJA_10877, AENJA_08498	TCONS_00044217.p1
OG0000194	AENJA_10642, AENJA_01834	TCONS_00054475.p1, TCONS_00054473.p1, TCONS_00054478.p1, TCONS_00054479.p1, TCONS_00022202.p1
OG0000195	AENJA_16048	TCONS_00022853.p1
OG0000195	AENJA_12573	TCONS_00022472.p1
OG0000195	AENJA_02703	TCONS_00051714.p1
OG0000196	AENJA_24166	TCONS_00050393.p1, TCONS_00035649.p1, TCONS_00037048.p1, TCONS_00022005.p1, TCONS_00005864.p1, TCONS_00034842.p1, TCONS_00038859.p1, TCONS_00051264.p1, TCONS_00035648.p1, TCONS_00035870.p1, TCONS_00023390.p1, TCONS_00034843.p1, TCONS_00014618.p1, TCONS_00008556.p1, TCONS_00033104.p1, TCONS_00036280.p1, TCONS_00008555.p1, TCONS_00020976.p1, TCONS_00024512.p1, TCONS_00014617.p1, TCONS_00051794.p1, TCONS_00030022.p1, TCONS_00057225.p1, TCONS_00038418.p1
OG0000196	AENJA_22013	TCONS_00034819.p1, TCONS_00033230.p1
OG0000196	AENJA_13895	TCONS_00009072.p1, TCONS_00035623.p1
OG0000196	AENJA_21789	TCONS_00009071.p1
OG0000197	AENJA_18863, AENJA_02976, AENJA_03276	TCONS_00011623.p1
OG0000197	AENJA_03262	TCONS_00028133.p1
OG0000198	AENJA_08702	TCONS_00038075.p1, TCONS_00036869.p1, TCONS_00037371.p1, TCONS_00036867.p1, TCONS_00025300.p1, TCONS_00036883.p1
OG0000200	AENJA_00136, AENJA_00134	TCONS_00022565.p1, TCONS_00043876.p1, TCONS_00043877.p1, TCONS_00043881.p1, TCONS_00043878.p1
OG0000200	AENJA_00133	TCONS_00021598.p1
OG0000201	AENJA_04223	TCONS_00014165.p1
OG0000201	AENJA_12926	TCONS_00006002.p1
OG0000201	AENJA_00457	TCONS_00006848.p1
OG0000203	AENJA_01110	TCONS_00031374.p1
OG0000203	AENJA_20011	TCONS_00018009.p1
OG0000203	AENJA_10014	TCONS_00051437.p1
OG0000204	AENJA_01745	TCONS_00051137.p1
OG0000204	AENJA_12472	TCONS_00038184.p1
OG0000205	AENJA_05025	TCONS_00011551.p1
OG0000205	AENJA_13787	TCONS_00002780.p1
OG0000205	AENJA_13815	TCONS_00034971.p1, TCONS_00013738.p1
OG0000205	AENJA_22602	TCONS_00057258.p1
OG0000206	AENJA_04004, AENJA_21824, AENJA_15901, AENJA_19238, AENJA_08782, AENJA_08779, AENJA_05323	TCONS_00028561.p1, TCONS_00028562.p1, TCONS_00028563.p1
OG0000207	AENJA_24487	TCONS_00008213.p1
OG0000208	AENJA_06125	TCONS_00043713.p1, TCONS_00043906.p1, TCONS_00043897.p1, TCONS_00043898.p1, TCONS_00043907.p1, TCONS_00043895.p1, TCONS_00043905.p1, TCONS_00043912.p1, TCONS_00043911.p1, TCONS_00042651.p1, TCONS_00043627.p1, TCONS_00043652.p1, TCONS_00043653.p1, TCONS_00042650.p1, TCONS_00043626.p1, TCONS_00042215.p1, TCONS_00043714.p1, TCONS_00053956.p1
OG0000208	AENJA_16595	TCONS_00006493.p1, TCONS_00006492.p1, TCONS_00006491.p1
OG0000209	AENJA_03679	TCONS_00019080.p1
OG0000209	AENJA_01901, AENJA_17144	TCONS_00001370.p1
OG0000210	AENJA_13029	TCONS_00052900.p1
OG0000210	AENJA_06576	TCONS_00007048.p1, TCONS_00020940.p1
OG0000210	AENJA_19501	TCONS_00053130.p1, TCONS_00052628.p1
OG0000210	AENJA_13513	TCONS_00027895.p1, TCONS_00029778.p1
OG0000210	AENJA_18296, AENJA_07421	TCONS_00053825.p1
OG0000210	AENJA_10706	TCONS_00032506.p1
OG0000210	AENJA_04024	TCONS_00021209.p1
OG0000211	AENJA_25447	TCONS_00040533.p1
OG0000211	AENJA_09895	TCONS_00000780.p1
OG0000211	AENJA_19821	TCONS_00010951.p1
OG0000211	AENJA_00791	TCONS_00028192.p1
OG0000211	AENJA_02934	TCONS_00028766.p1
OG0000211	AENJA_21143, AENJA_10795	TCONS_00029746.p1
OG0000213	AENJA_04662	TCONS_00012857.p1, TCONS_00012854.p1, TCONS_00005461.p1
OG0000214	AENJA_02509	TCONS_00018886.p1
OG0000214	AENJA_06236	TCONS_00056061.p1
OG0000214	AENJA_00525, AENJA_12784, AENJA_03192, AENJA_03563, AENJA_20391, AENJA_02580	TCONS_00000109.p1, TCONS_00044640.p1
OG0000214	AENJA_13800, AENJA_13233, AENJA_22920	TCONS_00053598.p1, TCONS_00037302.p1, TCONS_00056067.p1, TCONS_00027850.p1
OG0000214	AENJA_09292	TCONS_00027760.p1
OG0000214	AENJA_21700	TCONS_00053994.p1
OG0000214	AENJA_03581	TCONS_00002182.p1, TCONS_00031500.p1, TCONS_00033271.p1, TCONS_00000773.p1, TCONS_00005774.p1, TCONS_00044670.p1, TCONS_00033270.p1, TCONS_00031499.p1, TCONS_00002020.p1, TCONS_00045879.p1, TCONS_00032656.p1, TCONS_00029882.p1, TCONS_00032036.p1, TCONS_00021486.p1, TCONS_00043045.p1, TCONS_00009394.p1, TCONS_00044739.p1, TCONS_00038915.p1, TCONS_00045701.p1, TCONS_00033413.p1, TCONS_00032178.p1, TCONS_00037112.p1, TCONS_00003299.p1, TCONS_00021487.p1, TCONS_00030187.p1, TCONS_00053577.p1, TCONS_00012477.p1
OG0000215	AENJA_06499, AENJA_03894, AENJA_01426	TCONS_00056058.p1, TCONS_00057218.p1
OG0000216	AENJA_04001	TCONS_00053941.p1
OG0000218	AENJA_17671, AENJA_11970, AENJA_11978, AENJA_20895, AENJA_14302, AENJA_11979, AENJA_16614, AENJA_01825	TCONS_00005607.p1, TCONS_00005606.p1, TCONS_00020097.p1
OG0000218	AENJA_26732	TCONS_00002827.p1
OG0000219	AENJA_23665, AENJA_01904, AENJA_18885	TCONS_00019208.p1, TCONS_00018923.p1, TCONS_00020158.p1, TCONS_00020153.p1, TCONS_00020325.p1, TCONS_00020155.p1, TCONS_00019079.p1, TCONS_00019086.p1, TCONS_00019073.p1, TCONS_00019074.p1, TCONS_00039152.p1, TCONS_00039101.p1, TCONS_00039119.p1
OG0000220	AENJA_25417	TCONS_00031224.p1
OG0000220	AENJA_20772	TCONS_00028872.p1
OG0000220	AENJA_08885	TCONS_00031182.p1, TCONS_00031209.p1, TCONS_00030118.p1, TCONS_00030106.p1, TCONS_00030107.p1, TCONS_00030119.p1, TCONS_00030104.p1, TCONS_00030114.p1
OG0000221	AENJA_18945	TCONS_00004344.p1
OG0000221	AENJA_16769	TCONS_00003306.p1
OG0000221	AENJA_12084	TCONS_00015523.p1
OG0000222	AENJA_10919	TCONS_00029103.p1, TCONS_00000470.p1, TCONS_00029097.p1, TCONS_00006280.p1, TCONS_00029102.p1, TCONS_00029100.p1, TCONS_00028084.p1, TCONS_00028205.p1, TCONS_00028206.p1, TCONS_00028788.p1
OG0000222	AENJA_15540	TCONS_00028849.p1, TCONS_00029832.p1
OG0000223	AENJA_17914	TCONS_00026632.p1
OG0000223	AENJA_25328, AENJA_19949	TCONS_00045866.p1, TCONS_00044773.p1
OG0000225	AENJA_04793, AENJA_18668	TCONS_00048759.p1, TCONS_00049310.p1, TCONS_00049308.p1, TCONS_00048761.p1, TCONS_00047386.p1
OG0000226	AENJA_19996, AENJA_22487, AENJA_22493	TCONS_00055059.p1, TCONS_00025573.p1, TCONS_00025572.p1, TCONS_00025576.p1, TCONS_00025577.p1, TCONS_00025575.p1, TCONS_00029303.p1, TCONS_00012426.p1, TCONS_00012423.p1
OG0000226	AENJA_22494	TCONS_00055048.p1, TCONS_00051943.p1
OG0000227	AENJA_15987	TCONS_00003628.p1
OG0000227	AENJA_15991	TCONS_00003624.p1
OG0000228	AENJA_00460	TCONS_00006106.p1
OG0000228	AENJA_20374	TCONS_00007455.p1
OG0000228	AENJA_10515	TCONS_00006730.p1
OG0000229	AENJA_21370	TCONS_00025284.p1
OG0000229	AENJA_26296, AENJA_26297, AENJA_26293	TCONS_00025283.p1, TCONS_00025285.p1, TCONS_00025299.p1, TCONS_00023882.p1, TCONS_00025301.p1, TCONS_00025286.p1, TCONS_00025282.p1, TCONS_00015393.p1, TCONS_00023370.p1, TCONS_00023406.p1, TCONS_00023867.p1, TCONS_00023871.p1, TCONS_00025281.p1, TCONS_00054421.p1
OG0000230	AENJA_06650	TCONS_00045017.p1, TCONS_00049834.p1
OG0000230	AENJA_22711, AENJA_26339, AENJA_04754	TCONS_00023886.p1, TCONS_00023904.p1, TCONS_00046346.p1, TCONS_00046345.p1, TCONS_00046350.p1, TCONS_00045251.p1, TCONS_00045255.p1
OG0000231	AENJA_18059	TCONS_00009620.p1, TCONS_00009622.p1
OG0000231	AENJA_15363	TCONS_00006204.p1
OG0000231	AENJA_08495	TCONS_00009410.p1, TCONS_00009430.p1
OG0000232	AENJA_10707, AENJA_18877, AENJA_09418, AENJA_08899, AENJA_10702, AENJA_14341	TCONS_00013208.p1
OG0000232	AENJA_22644, AENJA_08798, AENJA_08797	TCONS_00017123.p1, TCONS_00017130.p1
OG0000233	AENJA_15984	TCONS_00016132.p1
OG0000233	AENJA_13806	TCONS_00022822.p1, TCONS_00031321.p1
OG0000233	AENJA_04371	TCONS_00015040.p1, TCONS_00015041.p1
OG0000234	AENJA_02022	TCONS_00019067.p1
OG0000234	AENJA_09853	TCONS_00036893.p1
OG0000235	AENJA_03371	TCONS_00007667.p1, TCONS_00007666.p1, TCONS_00008045.p1, TCONS_00008047.p1, TCONS_00008044.p1, TCONS_00008995.p1, TCONS_00008046.p1, TCONS_00009249.p1
OG0000235	AENJA_15471	TCONS_00011152.p1, TCONS_00011151.p1
OG0000235	AENJA_15470	TCONS_00009826.p1, TCONS_00009825.p1
OG0000235	AENJA_02178	TCONS_00009829.p1, TCONS_00009828.p1, TCONS_00026366.p1, TCONS_00007960.p1, TCONS_00007962.p1, TCONS_00009172.p1
OG0000236	AENJA_25135	TCONS_00014870.p1
OG0000236	AENJA_07611, AENJA_02045, AENJA_00230	TCONS_00005536.p1, TCONS_00005541.p1, TCONS_00005535.p1
OG0000237	AENJA_11991, AENJA_12243, AENJA_21465, AENJA_05118, AENJA_02440, AENJA_00455	TCONS_00044123.p1, TCONS_00033770.p1, TCONS_00025448.p1
OG0000237	AENJA_07006	TCONS_00008716.p1
OG0000238	AENJA_24755	TCONS_00012248.p1, TCONS_00012247.p1, TCONS_00012242.p1, TCONS_00012250.p1
OG0000238	AENJA_14161	TCONS_00008771.p1
OG0000238	AENJA_03329	TCONS_00008905.p1
OG0000238	AENJA_17228	TCONS_00017969.p1
OG0000239	AENJA_09843	TCONS_00002904.p1
OG0000239	AENJA_06019	TCONS_00010986.p1
OG0000240	AENJA_19535	TCONS_00005511.p1
OG0000241	AENJA_22855, AENJA_24849	TCONS_00038621.p1, TCONS_00031490.p1, TCONS_00040088.p1, TCONS_00006955.p1
OG0000241	AENJA_25306, AENJA_19505, AENJA_12456, AENJA_12386, AENJA_21281, AENJA_08218	TCONS_00002248.p1, TCONS_00043079.p1, TCONS_00034741.p1
OG0000241	AENJA_25396, AENJA_01310	TCONS_00037232.p1
OG0000241	AENJA_25627, AENJA_06509	TCONS_00012992.p1
OG0000241	AENJA_25149, AENJA_20685, AENJA_21470, AENJA_15460, AENJA_23195	TCONS_00049888.p1
OG0000242	AENJA_14245	TCONS_00037535.p1
OG0000243	AENJA_26524	TCONS_00008357.p1, TCONS_00008708.p1, TCONS_00035917.p1
OG0000243	AENJA_17937, AENJA_25808	TCONS_00037088.p1, TCONS_00036629.p1, TCONS_00037778.p1, TCONS_00037777.p1, TCONS_00036620.p1, TCONS_00036023.p1, TCONS_00037776.p1, TCONS_00028858.p1, TCONS_00035918.p1, TCONS_00037079.p1, TCONS_00008710.p1, TCONS_00009054.p1, TCONS_00008703.p1, TCONS_00007430.p1, TCONS_00007429.p1, TCONS_00007428.p1, TCONS_00008962.p1, TCONS_00008960.p1, TCONS_00008959.p1
OG0000244	AENJA_09215, AENJA_09220, AENJA_18376	TCONS_00047686.p1
OG0000244	AENJA_02207	TCONS_00007494.p1, TCONS_00007501.p1
OG0000245	AENJA_03100	TCONS_00013875.p1
OG0000245	AENJA_02315, AENJA_03102, AENJA_02317	TCONS_00013874.p1, TCONS_00013872.p1, TCONS_00013873.p1
OG0000246	AENJA_10538, AENJA_10539	TCONS_00055969.p1
OG0000247	AENJA_23669	TCONS_00016662.p1, TCONS_00024534.p1, TCONS_00040203.p1, TCONS_00019082.p1
OG0000247	AENJA_19594	TCONS_00039278.p1
OG0000248	AENJA_23410, AENJA_15881	TCONS_00032888.p1
OG0000248	AENJA_08718	TCONS_00001290.p1, TCONS_00001287.p1
OG0000249	AENJA_05064, AENJA_21241, AENJA_23938, AENJA_01673, AENJA_21238, AENJA_22890, AENJA_18302, AENJA_21869, AENJA_15192, AENJA_06774, AENJA_07629, AENJA_05076, AENJA_15458	TCONS_00028298.p1
OG0000250	AENJA_21466	TCONS_00028853.p1
OG0000250	AENJA_01564	TCONS_00042963.p1
OG0000250	AENJA_05431	TCONS_00030782.p1
OG0000250	AENJA_25579	TCONS_00024627.p1, TCONS_00023621.p1
OG0000251	AENJA_02410	TCONS_00050196.p1
OG0000251	AENJA_26333	TCONS_00032809.p1
OG0000252	AENJA_17752	TCONS_00039495.p1
OG0000252	AENJA_10368	TCONS_00039298.p1, TCONS_00039212.p1, TCONS_00039258.p1
OG0000253	AENJA_23084, AENJA_14061	TCONS_00021165.p1
OG0000253	AENJA_04582	TCONS_00008693.p1, TCONS_00017744.p1, TCONS_00017740.p1, TCONS_00017742.p1, TCONS_00054036.p1, TCONS_00011332.p1
OG0000255	AENJA_23771	TCONS_00022651.p1, TCONS_00022654.p1
OG0000255	AENJA_05199	TCONS_00020857.p1
OG0000255	AENJA_03525, AENJA_17033, AENJA_10693, AENJA_10691, AENJA_10694, AENJA_20407, AENJA_04940, AENJA_17159, AENJA_07356	TCONS_00055357.p1, TCONS_00056545.p1, TCONS_00055361.p1, TCONS_00055362.p1, TCONS_00056553.p1, TCONS_00051668.p1, TCONS_00056554.p1, TCONS_00056555.p1, TCONS_00017301.p1, TCONS_00017109.p1, TCONS_00017302.p1
OG0000256	AENJA_24528	TCONS_00015961.p1
OG0000256	AENJA_04595	TCONS_00005012.p1
OG0000256	AENJA_22679, AENJA_05370, AENJA_07601, AENJA_13004	TCONS_00022849.p1, TCONS_00021723.p1, TCONS_00021722.p1, TCONS_00021716.p1, TCONS_00021721.p1, TCONS_00021714.p1, TCONS_00021718.p1, TCONS_00021720.p1, TCONS_00021724.p1, TCONS_00028691.p1, TCONS_00029741.p1, TCONS_00029740.p1, TCONS_00021509.p1, TCONS_00022613.p1, TCONS_00028471.p1, TCONS_00028212.p1
OG0000257	AENJA_21159	TCONS_00028283.p1
OG0000257	AENJA_06250	TCONS_00009913.p1
OG0000257	AENJA_12469, AENJA_20995, AENJA_23471	TCONS_00029801.p1
OG0000258	AENJA_04201	TCONS_00013487.p1
OG0000258	AENJA_21764	TCONS_00048565.p1
OG0000258	AENJA_08669	TCONS_00010222.p1
OG0000259	AENJA_09484	TCONS_00019052.p1, TCONS_00026869.p1, TCONS_00019180.p1, TCONS_00019173.p1, TCONS_00019174.p1, TCONS_00019176.p1, TCONS_00019175.p1, TCONS_00019179.p1, TCONS_00019181.p1, TCONS_00019088.p1
OG0000260	AENJA_02917	TCONS_00048892.p1
OG0000260	AENJA_23444	TCONS_00026041.p1
OG0000261	AENJA_18758	TCONS_00022773.p1
OG0000263	AENJA_06376, AENJA_02707, AENJA_07923, AENJA_00940, AENJA_24604, AENJA_02705, AENJA_15502, AENJA_15498, AENJA_21435, AENJA_02066	TCONS_00035956.p1
OG0000264	AENJA_05890	TCONS_00033631.p1
OG0000264	AENJA_15280, AENJA_25780, AENJA_25777, AENJA_13832, AENJA_04883, AENJA_20302, AENJA_20998, AENJA_22445, AENJA_15897, AENJA_07712, AENJA_22055, AENJA_18618, AENJA_03780, AENJA_16273, AENJA_14107, AENJA_18839, AENJA_12548, AENJA_14572, AENJA_11540, AENJA_15297, AENJA_06320	TCONS_00035338.p1, TCONS_00044835.p1, TCONS_00043007.p1
OG0000265	AENJA_21392, AENJA_21393	TCONS_00015778.p1
OG0000265	AENJA_02918	TCONS_00048368.p1
OG0000268	AENJA_14602	TCONS_00055333.p1
OG0000268	AENJA_14918	TCONS_00055792.p1
OG0000268	AENJA_25695	TCONS_00056936.p1
OG0000268	AENJA_08487	TCONS_00056937.p1
OG0000269	AENJA_09032, AENJA_26646	TCONS_00020143.p1, TCONS_00020142.p1, TCONS_00019846.p1
OG0000269	AENJA_26650	TCONS_00034551.p1
OG0000269	AENJA_26647, AENJA_26648	TCONS_00020141.p1, TCONS_00019842.p1, TCONS_00020139.p1, TCONS_00019941.p1, TCONS_00019936.p1, TCONS_00019937.p1, TCONS_00019940.p1, TCONS_00019935.p1, TCONS_00019861.p1
OG0000270	AENJA_16126	TCONS_00011867.p1
OG0000270	AENJA_14029	TCONS_00010522.p1
OG0000271	AENJA_07943, AENJA_08114	TCONS_00020111.p1, TCONS_00055227.p1
OG0000272	AENJA_04697	TCONS_00005157.p1
OG0000272	AENJA_06955	TCONS_00017291.p1, TCONS_00017292.p1
OG0000273	AENJA_14902	TCONS_00052743.p1
OG0000273	AENJA_10997	TCONS_00014429.p1, TCONS_00013411.p1, TCONS_00014425.p1, TCONS_00014428.p1, TCONS_00014427.p1, TCONS_00031802.p1, TCONS_00031787.p1, TCONS_00012267.p1, TCONS_00012268.p1, TCONS_00013410.p1, TCONS_00055219.p1
OG0000274	AENJA_13452, AENJA_15148, AENJA_15151, AENJA_06609, AENJA_16582, AENJA_02680, AENJA_09511, AENJA_09513, AENJA_09516	TCONS_00036495.p1
OG0000274	AENJA_20225	TCONS_00022001.p1, TCONS_00020954.p1
OG0000275	AENJA_06085	TCONS_00010942.p1
OG0000275	AENJA_02730	TCONS_00048997.p1
OG0000275	AENJA_05208	TCONS_00030369.p1
OG0000276	AENJA_02914	TCONS_00049676.p1
OG0000276	AENJA_24994	TCONS_00030554.p1
OG0000277	AENJA_21144	TCONS_00004938.p1
OG0000277	AENJA_08858	TCONS_00030524.p1
OG0000278	AENJA_24084	TCONS_00045615.p1
OG0000278	AENJA_12104	TCONS_00009844.p1
OG0000279	AENJA_02981, AENJA_02974	TCONS_00041213.p1
OG0000279	AENJA_21613	TCONS_00017968.p1
OG0000280	AENJA_20449	TCONS_00028111.p1, TCONS_00028123.p1
OG0000280	AENJA_07561	TCONS_00002035.p1
OG0000280	AENJA_03995	TCONS_00000870.p1
OG0000280	AENJA_19718	TCONS_00015123.p1
OG0000280	AENJA_21139	TCONS_00029109.p1
OG0000281	AENJA_10606, AENJA_10610, AENJA_10605, AENJA_10607	TCONS_00007285.p1, TCONS_00007284.p1
OG0000281	AENJA_06967	TCONS_00030938.p1
OG0000282	AENJA_08490	TCONS_00055293.p1, TCONS_00055299.p1, TCONS_00056469.p1
OG0000282	AENJA_20347	TCONS_00027175.p1
OG0000282	AENJA_08159	TCONS_00027170.p1
OG0000284	AENJA_23940, AENJA_23553, AENJA_12800, AENJA_09635, AENJA_14116, AENJA_03847, AENJA_00883, AENJA_14484	TCONS_00014716.p1, TCONS_00052056.p1, TCONS_00016169.p1, TCONS_00016167.p1
OG0000284	AENJA_03142	TCONS_00046666.p1
OG0000284	AENJA_20326	TCONS_00052670.p1
OG0000285	AENJA_20401, AENJA_20406, AENJA_19105, AENJA_07714, AENJA_19484, AENJA_02834, AENJA_06481, AENJA_21453	TCONS_00008920.p1, TCONS_00008917.p1, TCONS_00008918.p1, TCONS_00040406.p1, TCONS_00018468.p1, TCONS_00023831.p1
OG0000285	AENJA_25131	TCONS_00043103.p1, TCONS_00054759.p1, TCONS_00043100.p1, TCONS_00043101.p1
OG0000286	AENJA_03756, AENJA_24545, AENJA_09758	TCONS_00051360.p1
OG0000286	AENJA_07015, AENJA_05640	TCONS_00051359.p1, TCONS_00051350.p1, TCONS_00051358.p1, TCONS_00050805.p1, TCONS_00051380.p1
OG0000286	AENJA_10869	TCONS_00002609.p1, TCONS_00026539.p1, TCONS_00026526.p1, TCONS_00000453.p1, TCONS_00027616.p1, TCONS_00003573.p1, TCONS_00001492.p1, TCONS_00040962.p1, TCONS_00040953.p1, TCONS_00040924.p1, TCONS_00040961.p1
OG0000287	AENJA_16451	TCONS_00035908.p1, TCONS_00035885.p1, TCONS_00035872.p1, TCONS_00041236.p1, TCONS_00016530.p1
OG0000287	AENJA_16648	TCONS_00016501.p1
OG0000288	AENJA_00977	TCONS_00026383.p1, TCONS_00026382.p1
OG0000288	AENJA_14604	TCONS_00017749.p1
OG0000289	AENJA_13824	TCONS_00053984.p1
OG0000289	AENJA_25023	TCONS_00052913.p1
OG0000289	AENJA_15869	TCONS_00023655.p1
OG0000289	AENJA_15870	TCONS_00025062.p1
OG0000290	AENJA_19072, AENJA_19071, AENJA_00602, AENJA_19313, AENJA_17035	TCONS_00016651.p1, TCONS_00019368.p1
OG0000290	AENJA_04023, AENJA_04026, AENJA_04448, AENJA_15467	TCONS_00036668.p1, TCONS_00036669.p1, TCONS_00036689.p1, TCONS_00042564.p1, TCONS_00042565.p1, TCONS_00042566.p1, TCONS_00050980.p1, TCONS_00050978.p1, TCONS_00050979.p1
OG0000291	AENJA_20569, AENJA_07128, AENJA_03332	TCONS_00021012.p1, TCONS_00032032.p1, TCONS_00046863.p1, TCONS_00045560.p1, TCONS_00031502.p1
OG0000291	AENJA_14454, AENJA_23609	TCONS_00040529.p1, TCONS_00040526.p1, TCONS_00043492.p2, TCONS_00033187.p2, TCONS_00044760.p1, TCONS_00023606.p1, TCONS_00025711.p1, TCONS_00038913.p3, TCONS_00006912.p1
OG0000291	AENJA_22073, AENJA_25340	TCONS_00024193.p1, TCONS_00043622.p1, TCONS_00041669.p1, TCONS_00039596.p1, TCONS_00037824.p1
OG0000291	AENJA_24522, AENJA_20537	TCONS_00007762.p1
OG0000291	AENJA_12563, AENJA_18483, AENJA_00893, AENJA_23293	TCONS_00003520.p1, TCONS_00035443.p1
OG0000292	AENJA_01999, AENJA_01358	TCONS_00039574.p1, TCONS_00037551.p1, TCONS_00043468.p1, TCONS_00033091.p1
OG0000292	AENJA_03361, AENJA_23091, AENJA_03210, AENJA_15105, AENJA_15698, AENJA_25514, AENJA_20285, AENJA_22720	TCONS_00006786.p1
OG0000293	AENJA_06673	TCONS_00039525.p1
OG0000293	AENJA_23592	TCONS_00019085.p1, TCONS_00001703.p1, TCONS_00000565.p1, TCONS_00030450.p1, TCONS_00000546.p1
OG0000293	AENJA_19545	TCONS_00019220.p1
OG0000294	AENJA_05998, AENJA_10947, AENJA_09869, AENJA_07925, AENJA_00086, AENJA_20762, AENJA_14197, AENJA_20761, AENJA_06503	TCONS_00005880.p1, TCONS_00003436.p1
OG0000294	AENJA_08881	TCONS_00005676.p1, TCONS_00005878.p1
OG0000294	AENJA_05988	TCONS_00032177.p1, TCONS_00035770.p1, TCONS_00041376.p1
OG0000295	AENJA_18927	TCONS_00029629.p1, TCONS_00012326.p1, TCONS_00029630.p1
OG0000295	AENJA_11107	TCONS_00057179.p1
OG0000295	AENJA_14335	TCONS_00021860.p1
OG0000295	AENJA_07578	TCONS_00013638.p1
OG0000296	AENJA_22255	TCONS_00012101.p1
OG0000296	AENJA_23739	TCONS_00054325.p1
OG0000296	AENJA_15217	TCONS_00029269.p1, TCONS_00029275.p1
OG0000296	AENJA_25508	TCONS_00020516.p1
OG0000297	AENJA_24317	TCONS_00044885.p1
OG0000298	AENJA_06790	TCONS_00022103.p1
OG0000298	AENJA_16942	TCONS_00036036.p1
OG0000299	AENJA_07480	TCONS_00044751.p1
OG0000300	AENJA_20707, AENJA_25104	TCONS_00051728.p1, TCONS_00041285.p1
OG0000301	AENJA_06178, AENJA_06182	TCONS_00046298.p1, TCONS_00030550.p1
OG0000301	AENJA_26747	TCONS_00030460.p1, TCONS_00030157.p1
OG0000301	AENJA_18604	TCONS_00026109.p1
OG0000302	AENJA_19822, AENJA_19823	TCONS_00033256.p1, TCONS_00032806.p1, TCONS_00032808.p1, TCONS_00032805.p1
OG0000303	AENJA_15256	TCONS_00057177.p1
OG0000305	AENJA_01524	TCONS_00049715.p1
OG0000305	AENJA_23458	TCONS_00019745.p1
OG0000307	AENJA_02524	TCONS_00003441.p1
OG0000307	AENJA_25880	TCONS_00048407.p1
OG0000307	AENJA_01646	TCONS_00029082.p1, TCONS_00019733.p1, TCONS_00019723.p1
OG0000308	AENJA_23339	TCONS_00057161.p1
OG0000308	AENJA_15829	TCONS_00016811.p1
OG0000308	AENJA_04225	TCONS_00013898.p1
OG0000308	AENJA_18481	TCONS_00007411.p1
OG0000309	AENJA_08382, AENJA_08384	TCONS_00047540.p1, TCONS_00047541.p1, TCONS_00047549.p1, TCONS_00048832.p1, TCONS_00022789.p1
OG0000310	AENJA_10979, AENJA_16718	TCONS_00020935.p1
OG0000310	AENJA_13920, AENJA_20912, AENJA_20756	TCONS_00014167.p1
OG0000312	AENJA_11345	TCONS_00028086.p1
OG0000312	AENJA_19966	TCONS_00022862.p1
OG0000312	AENJA_05337	TCONS_00044132.p1, TCONS_00044224.p1
OG0000313	AENJA_16057	TCONS_00050469.p1
OG0000313	AENJA_23096, AENJA_17234, AENJA_00680	TCONS_00046591.p1, TCONS_00054163.p2
OG0000313	AENJA_01313	TCONS_00049016.p1
OG0000314	AENJA_05762	TCONS_00011630.p1
OG0000314	AENJA_10482	TCONS_00010465.p1
OG0000314	AENJA_16012	TCONS_00021202.p1, TCONS_00053431.p1, TCONS_00054558.p1
OG0000314	AENJA_19100	TCONS_00041694.p1, TCONS_00041695.p1
OG0000315	AENJA_08118	TCONS_00057165.p1
OG0000315	AENJA_20619	TCONS_00047575.p1
OG0000316	AENJA_23705	TCONS_00030421.p1
OG0000316	AENJA_08472	TCONS_00048792.p1
OG0000317	AENJA_15981	TCONS_00016456.p1
