Orthogroup	SCHMD	DROME
OG0003919	SCHMD16851, SCHMD05912, SCHMD24562, SCHMD24561	DROME21549
OG0003920	SCHMD03027	DROME16629, DROME16630
OG0003921	SCHMD06689	DROME02956, DROME02955, DROME02957
OG0003923	SCHMD25596, SCHMD09715	DROME02152, DROME02153, DROME02151, DROME02154, DROME00715, DROME00714
OG0003925	SCHMD25912, SCHMD09602	DROME01564, DROME01563
OG0003926	SCHMD07547, SCHMD26616, SCHMD27475, SCHMD11606	DROME01565, DROME01567, DROME01566
OG0003929	SCHMD28887, SCHMD11401, SCHMD06539	DROME08880
OG0003930	SCHMD03275	DROME20922
OG0003931	SCHMD03615	DROME02384, DROME02385
OG0003933	SCHMD23983	DROME03669
OG0003934	SCHMD00793	DROME11280
OG0003936	SCHMD01877	DROME02177
OG0003938	SCHMD19197	DROME13183
OG0003939	SCHMD05579	DROME01287
OG0003940	SCHMD08843, SCHMD24023, SCHMD25474, SCHMD06407	DROME13675
OG0003944	SCHMD10666	DROME18760
OG0003945	SCHMD04737	DROME01863
OG0003946	SCHMD19360, SCHMD00465	DROME13159, DROME13158
OG0003947	SCHMD06484	DROME08292
OG0003950	SCHMD13868, SCHMD23437, SCHMD13869	DROME16615
OG0003951	SCHMD04397	DROME07725
OG0003953	SCHMD16924	DROME09054, DROME00634, DROME11448
OG0003955	SCHMD06589	DROME16756
OG0003958	SCHMD13631, SCHMD28091	DROME00635
OG0003961	SCHMD04675	DROME17804
OG0003965	SCHMD22279, SCHMD23593, SCHMD11100, SCHMD22031	DROME07977, DROME07971, DROME07972
OG0003968	SCHMD24367	DROME04759, DROME04758
OG0003969	SCHMD08592	DROME17765, DROME17762, DROME17766, DROME17763, DROME17764, DROME17767
OG0003970	SCHMD00447, SCHMD26048, SCHMD24404, SCHMD05455	DROME08299
OG0003972	SCHMD13668	DROME03377
OG0003973	SCHMD06454	DROME13196, DROME13195, DROME13194
OG0003978	SCHMD29717, SCHMD28667, SCHMD05632	DROME14494, DROME17669, DROME16351, DROME16350, DROME16349
OG0003998	SCHMD17536, SCHMD17537	DROME16844, DROME16845, DROME16846, DROME16848, DROME16847, DROME16849
OG0004000	SCHMD05012	DROME11283
OG0004002	SCHMD02849	DROME08892
OG0004004	SCHMD03887	DROME11755
OG0004007	SCHMD27653	DROME18644
OG0004009	SCHMD12539	DROME09732, DROME09731, DROME09733, DROME09734, DROME09735
OG0004012	SCHMD08012, SCHMD16333	DROME11288
OG0004014	SCHMD17730, SCHMD16988	DROME02886
OG0004014	SCHMD25573	DROME02837
OG0004015	SCHMD06396	DROME07793
OG0004017	SCHMD27630	DROME02036
OG0004020	SCHMD29535, SCHMD26610	DROME17726, DROME17727
OG0004021	SCHMD12686	DROME19870
OG0004023	SCHMD07791	DROME19067
OG0004025	SCHMD25773	DROME16102
OG0004027	SCHMD07935	DROME13967
OG0004028	SCHMD03770	DROME21582, DROME21583
OG0004029	SCHMD25820	DROME07976
OG0004030	SCHMD13881	DROME00135, DROME00134
OG0004032	SCHMD08571	DROME08117
OG0004033	SCHMD06585	DROME14180, DROME12245
OG0004035	SCHMD24932, SCHMD26490, SCHMD22875, SCHMD15041, SCHMD16000	DROME03941, DROME03943, DROME03942, DROME03940
OG0004036	SCHMD07559, SCHMD09846	DROME19609
OG0004037	SCHMD06653	DROME06863
OG0004038	SCHMD08999, SCHMD03883	DROME02888
OG0004039	SCHMD22311	DROME19307
OG0004040	SCHMD09208	DROME07203
OG0004041	SCHMD29278, SCHMD13539, SCHMD13540	DROME05936
OG0004042	SCHMD14638, SCHMD14606, SCHMD28829, SCHMD17629, SCHMD24833, SCHMD19159, SCHMD11836	DROME16619
OG0004044	SCHMD16907	DROME05299, DROME05298
OG0004047	SCHMD07813	DROME02487, DROME02484, DROME02486, DROME02485
OG0004048	SCHMD05765	DROME17671
OG0004051	SCHMD05269, SCHMD18831	DROME18087, DROME18086
OG0004053	SCHMD09663	DROME21730
OG0004054	SCHMD03170	DROME15059
OG0004056	SCHMD06405	DROME15287
OG0004057	SCHMD13647, SCHMD03141, SCHMD13648, SCHMD03142	DROME06677
OG0004059	SCHMD09347, SCHMD09893, SCHMD09894, SCHMD09348, SCHMD09349	DROME13217
OG0004060	SCHMD16682, SCHMD21120, SCHMD16351	DROME20687
OG0004063	SCHMD09601	DROME00529, DROME00528
OG0004064	SCHMD03370	DROME06301
OG0004065	SCHMD04935	DROME02456
OG0004067	SCHMD19651, SCHMD28348, SCHMD27778, SCHMD22879	DROME14860
OG0004068	SCHMD04738	DROME11057
OG0004069	SCHMD07928	DROME10101
OG0004071	SCHMD06667	DROME15812
OG0004072	SCHMD07982	DROME21957, DROME17982
OG0004073	SCHMD18804	DROME01650
OG0004076	SCHMD19802	DROME00303
OG0004078	SCHMD08036	DROME11078
OG0004079	SCHMD22313, SCHMD19146	DROME14266, DROME14264, DROME14261, DROME14262, DROME14263, DROME14265
OG0004080	SCHMD18517	DROME06468, DROME06467
OG0004081	SCHMD03804	DROME16707, DROME16708, DROME16709, DROME16710
OG0004083	SCHMD05538	DROME14312
OG0004084	SCHMD13360	DROME12357
OG0004085	SCHMD20233	DROME05732, DROME05731, DROME05733
OG0004090	SCHMD19142	DROME03177
OG0004091	SCHMD20986, SCHMD10374	DROME14119
OG0004092	SCHMD01973	DROME12563
OG0004096	SCHMD01632	DROME05141, DROME05140, DROME05135, DROME00515
OG0004099	SCHMD07433	DROME19388
OG0004101	SCHMD01669	DROME08755, DROME08757, DROME08756
OG0004102	SCHMD28926, SCHMD16352, SCHMD13995	DROME12666
OG0004105	SCHMD08794, SCHMD16310	DROME04809, DROME04810, DROME04811
OG0004106	SCHMD19640	DROME05999
OG0004107	SCHMD01035	DROME12701, DROME19212
OG0004108	SCHMD06834	DROME07361
OG0004110	SCHMD03573	DROME17755
OG0004112	SCHMD04301	DROME12140
OG0004113	SCHMD09954, SCHMD11157	DROME06222, DROME06223
OG0004114	SCHMD11428	DROME16337
OG0004115	SCHMD08641, SCHMD08639	DROME13846, DROME13845, DROME13844
OG0004116	SCHMD22991, SCHMD19169	DROME02477
OG0004119	SCHMD24339, SCHMD11856	DROME14543
OG0004120	SCHMD02931	DROME07794
OG0004121	SCHMD00644	DROME03957
OG0004122	SCHMD09920	DROME08383
OG0004123	SCHMD24840	DROME12798
OG0004124	SCHMD09788	DROME02608
OG0004127	SCHMD14115	DROME07186
OG0004130	SCHMD26247, SCHMD12578, SCHMD28132	DROME05314
OG0004133	SCHMD08788	DROME02029
OG0004134	SCHMD18880, SCHMD19479, SCHMD15281, SCHMD12962	DROME14839
OG0004136	SCHMD21074, SCHMD14863	DROME17670
OG0004139	SCHMD27028, SCHMD23843	DROME14020
OG0004140	SCHMD01399	DROME02610
OG0004142	SCHMD08558	DROME06754
OG0004144	SCHMD02257, SCHMD25096, SCHMD15057	DROME04309, DROME04310
OG0004145	SCHMD20449, SCHMD23522, SCHMD01552	DROME08647, DROME14074, DROME14075
OG0004147	SCHMD09010	DROME06149
OG0004148	SCHMD06808	DROME06090, DROME06089
OG0004150	SCHMD13651, SCHMD25175, SCHMD13649	DROME04551, DROME04550
OG0004151	SCHMD05147, SCHMD20113	DROME14564
OG0004153	SCHMD07819, SCHMD03631	DROME12893
OG0004157	SCHMD05878	DROME21496
OG0004158	SCHMD07419	DROME10050
OG0004164	SCHMD24669, SCHMD09145	DROME16332
OG0004166	SCHMD16044	DROME17896
OG0004167	SCHMD10205	DROME18913
OG0004168	SCHMD09579, SCHMD15882, SCHMD09578, SCHMD12788, SCHMD11665	DROME05468
OG0004169	SCHMD20780	DROME00368
OG0004170	SCHMD11411, SCHMD12172	DROME12078
OG0004171	SCHMD02047, SCHMD02605, SCHMD02048	DROME07182
OG0004176	SCHMD15010	DROME10985, DROME10984
OG0004178	SCHMD09644, SCHMD15102	DROME02387, DROME04815
OG0004179	SCHMD00790	DROME10276, DROME10274, DROME10275, DROME10273
OG0004181	SCHMD09842	DROME12964
OG0004184	SCHMD23226, SCHMD21910	DROME04419
OG0004186	SCHMD22129	DROME16037
OG0004188	SCHMD11027	DROME07492, DROME07494, DROME07493
OG0004190	SCHMD02151, SCHMD21121, SCHMD26044, SCHMD02152, SCHMD02153	DROME01879, DROME22091
OG0004198	SCHMD18242	DROME17028
OG0004203	SCHMD23579, SCHMD22669, SCHMD15715, SCHMD19454, SCHMD22555	DROME09079
OG0004215	SCHMD23456, SCHMD09930	DROME19401
OG0004216	SCHMD19294, SCHMD21480, SCHMD13603, SCHMD15045	DROME11793
OG0004217	SCHMD15443	DROME21224
OG0004218	SCHMD17732, SCHMD16990	DROME20138, DROME20139
OG0004219	SCHMD02021	DROME03490
OG0004220	SCHMD00817, SCHMD15893, SCHMD24221, SCHMD00816	DROME07426, DROME07425
OG0004222	SCHMD02604	DROME04949
OG0004223	SCHMD04451	DROME01123, DROME06776
OG0004227	SCHMD11794, SCHMD14206	DROME04086
OG0004228	SCHMD22945	DROME10277
OG0004229	SCHMD20367, SCHMD19492	DROME02866, DROME02865
OG0004230	SCHMD12329, SCHMD13516	DROME18730, DROME18729
OG0004231	SCHMD18343, SCHMD20951, SCHMD27099	DROME14487, DROME14486
OG0004232	SCHMD02245	DROME15977
OG0004235	SCHMD00900	DROME12429
OG0004236	SCHMD13419, SCHMD19318	DROME17566
OG0004237	SCHMD09091, SCHMD09093	DROME18213, DROME18214
OG0004239	SCHMD04162, SCHMD06094	DROME15568
OG0004241	SCHMD20634, SCHMD15365	DROME15542
OG0004243	SCHMD02806	DROME14802, DROME20505
OG0004244	SCHMD04165	DROME10097
OG0004246	SCHMD25240, SCHMD27704	DROME07435
OG0004247	SCHMD10596	DROME13808
OG0004249	SCHMD22417, SCHMD22418, SCHMD16976	DROME04762
OG0004250	SCHMD12623	DROME18272, DROME18273
OG0004251	SCHMD08633	DROME04402
OG0004252	SCHMD02811	DROME14951
OG0004253	SCHMD09205	DROME20276, DROME20277, DROME20275
OG0004254	SCHMD07480	DROME16850, DROME16851, DROME16852
OG0004255	SCHMD00865	DROME06896, DROME06895
OG0004257	SCHMD08129	DROME14416
OG0004258	SCHMD13120, SCHMD23840, SCHMD13122, SCHMD13121	DROME05217
OG0004259	SCHMD18232	DROME21474, DROME10563
OG0004261	SCHMD16623	DROME10981
OG0004262	SCHMD16537	DROME16780
OG0004263	SCHMD09819, SCHMD22299, SCHMD18530, SCHMD18529	DROME06450
OG0004264	SCHMD15848	DROME15193
OG0004265	SCHMD14398	DROME05465
OG0004268	SCHMD24258, SCHMD19847	DROME10031
OG0004269	SCHMD06048	DROME16782
OG0004270	SCHMD06231	DROME19295, DROME19296, DROME19297
OG0004273	SCHMD15470	DROME09850
OG0004276	SCHMD07052	DROME08381
OG0004278	SCHMD07808	DROME01231
OG0004280	SCHMD24977	DROME22015
OG0004281	SCHMD15072	DROME00885
OG0004282	SCHMD15574, SCHMD20334	DROME07183
OG0004285	SCHMD08317, SCHMD00052	DROME12894
OG0004287	SCHMD02791	DROME16211
OG0004288	SCHMD04750	DROME12750, DROME12751
OG0004289	SCHMD10655	DROME10833, DROME19397
OG0004291	SCHMD11768, SCHMD11769	DROME16342
OG0004292	SCHMD02072	DROME06641
OG0004294	SCHMD06402	DROME13106, DROME13107
OG0004295	SCHMD05169	DROME20603, DROME20604, DROME20602
OG0004296	SCHMD12859	DROME14924, DROME14923
OG0004297	SCHMD13807, SCHMD28076, SCHMD24237, SCHMD14756, SCHMD24236	DROME01005
OG0004299	SCHMD15087, SCHMD15086	DROME21406, DROME21405
OG0004301	SCHMD11559, SCHMD11558, SCHMD21370	DROME06959
OG0004302	SCHMD10637, SCHMD22462	DROME01833
OG0004303	SCHMD17944, SCHMD18972	DROME02789, DROME02790
OG0004304	SCHMD17338	DROME15979, DROME15978
OG0004306	SCHMD09232	DROME06581, DROME06582, DROME06580, DROME06583
OG0004307	SCHMD20615	DROME07784
OG0004308	SCHMD08570	DROME08791, DROME08790
OG0004309	SCHMD11977, SCHMD17117	DROME11787
OG0004310	SCHMD15088	DROME20002
OG0004312	SCHMD10505	DROME07615
OG0004316	SCHMD07217	DROME06707
OG0004317	SCHMD03544	DROME18648, DROME18649, DROME18650
OG0004319	SCHMD02039, SCHMD00640	DROME01293
OG0004321	SCHMD00773, SCHMD22413	DROME00141
OG0004322	SCHMD06269, SCHMD13954	DROME21173, DROME21172
OG0004324	SCHMD07700	DROME19211, DROME05925, DROME05924
OG0004328	SCHMD18966, SCHMD09751	DROME06814, DROME06813
OG0004329	SCHMD17260, SCHMD20883, SCHMD17062, SCHMD18927, SCHMD04963	DROME14796
OG0004330	SCHMD03763	DROME05935
OG0004331	SCHMD28298, SCHMD09132	DROME09522
OG0004332	SCHMD00454	DROME03199
OG0004334	SCHMD10101	DROME17993, DROME17994
OG0004335	SCHMD29412, SCHMD27303, SCHMD29473, SCHMD29279, SCHMD29277	DROME10278
OG0004338	SCHMD11859, SCHMD21650, SCHMD20028	DROME16553
OG0004343	SCHMD15843, SCHMD14248	DROME10215
OG0004344	SCHMD12044	DROME17664
OG0004347	SCHMD25637, SCHMD11463	DROME18052, DROME18053, DROME21288, DROME21289
OG0004348	SCHMD00729	DROME08598, DROME08597
OG0004350	SCHMD16920, SCHMD07665	DROME08566
OG0004351	SCHMD12829	DROME17742
OG0004352	SCHMD11224	DROME04587
OG0004353	SCHMD21824, SCHMD16507	DROME05577
OG0004354	SCHMD15589	DROME18943
OG0004356	SCHMD20562, SCHMD06947, SCHMD21754, SCHMD15066, SCHMD01266, SCHMD06886	DROME12218
OG0004358	SCHMD26102, SCHMD07557	DROME01539
OG0004359	SCHMD05503	DROME15372
OG0004360	SCHMD05210	DROME03158
OG0004362	SCHMD14598, SCHMD12685	DROME04321
OG0004364	SCHMD10178, SCHMD08238, SCHMD20097	DROME18518, DROME02371
OG0004365	SCHMD14299	DROME11247
OG0004367	SCHMD09384	DROME05441, DROME05440, DROME05442
OG0004368	SCHMD06787, SCHMD28933	DROME03958, DROME03959
OG0004369	SCHMD13900	DROME08156
OG0004370	SCHMD05486	DROME13154, DROME12142, DROME12141
OG0004373	SCHMD15692	DROME07316
OG0004374	SCHMD08648, SCHMD08647	DROME21010
OG0004376	SCHMD24005, SCHMD12717	DROME21016
OG0004377	SCHMD00654, SCHMD00288	DROME02771, DROME02772, DROME02773, DROME02770
OG0004378	SCHMD13186, SCHMD15248	DROME00771
OG0004379	SCHMD09241	DROME14972, DROME14973
OG0004380	SCHMD09830	DROME21035, DROME21034
OG0004381	SCHMD03449, SCHMD12586, SCHMD17726, SCHMD12588, SCHMD03448, SCHMD12587, SCHMD17725, SCHMD03446, SCHMD03447	DROME03934
OG0004382	SCHMD20602, SCHMD02352	DROME16408, DROME16407
OG0004389	SCHMD12486	DROME13762
OG0004392	SCHMD01600	DROME17967, DROME17966, DROME17965
OG0004393	SCHMD23967, SCHMD19706	DROME16127
OG0004394	SCHMD15506	DROME00472, DROME00473
OG0004395	SCHMD13388	DROME14114, DROME14116, DROME14115, DROME14113, DROME14117, DROME14118
OG0004396	SCHMD06052	DROME00290, DROME00291
OG0004397	SCHMD22336	DROME07584, DROME07585
OG0004398	SCHMD28590, SCHMD27345, SCHMD13804	DROME20923
OG0004399	SCHMD04230	DROME00026, DROME00027
OG0004401	SCHMD20662, SCHMD11285, SCHMD22919, SCHMD21724, SCHMD27157	DROME15904
OG0004403	SCHMD15173, SCHMD28843	DROME16539, DROME16538, DROME16541, DROME16540
OG0004404	SCHMD02644, SCHMD04995	DROME00111
OG0004405	SCHMD05548, SCHMD03220	DROME20905
OG0004407	SCHMD00293	DROME17000
OG0004408	SCHMD17516	DROME00339
OG0004409	SCHMD04463	DROME07816
OG0004413	SCHMD09094	DROME16031
OG0004415	SCHMD23101, SCHMD14463	DROME19672
OG0004417	SCHMD11303	DROME08382
OG0004423	SCHMD06625, SCHMD29397	DROME09027, DROME09026
OG0004424	SCHMD16178, SCHMD07772	DROME06710, DROME06709
OG0004425	SCHMD11792, SCHMD05073, SCHMD12434	DROME09154
OG0004426	SCHMD14134, SCHMD13488	DROME02898
OG0004459	SCHMD11611	DROME11629
OG0004460	SCHMD02836	DROME01612
OG0004462	SCHMD02862, SCHMD02861, SCHMD02863	DROME10763
OG0004465	SCHMD05636	DROME21097, DROME00340
OG0004467	SCHMD15402	DROME12348, DROME12349
OG0004472	SCHMD10150	DROME13220
OG0004474	SCHMD16777	DROME12398, DROME12397
OG0004479	SCHMD18395, SCHMD16681, SCHMD28653	DROME02751
OG0004480	SCHMD08179	DROME02479
OG0004484	SCHMD05719, SCHMD12798	DROME15453
OG0004486	SCHMD01167	DROME03906
OG0004487	SCHMD27932, SCHMD25838	DROME22095, DROME20434, DROME20435
OG0004488	SCHMD26474	DROME18125, DROME08793
OG0004489	SCHMD27568, SCHMD15864, SCHMD13491	DROME01140
OG0004490	SCHMD17389, SCHMD11597	DROME02420
OG0004492	SCHMD04733	DROME06523
OG0004493	SCHMD17846, SCHMD13358	DROME05464
OG0004495	SCHMD01719	DROME19461, DROME19460, DROME03167
OG0004496	SCHMD26140, SCHMD14189	DROME10398
OG0004497	SCHMD08729, SCHMD08728, SCHMD08727, SCHMD08726	DROME12594
OG0004498	SCHMD04342	DROME20932
OG0004500	SCHMD11617	DROME19536
OG0004501	SCHMD07977	DROME11056
OG0004503	SCHMD16736, SCHMD23538	DROME04705
OG0004507	SCHMD04748	DROME17036
OG0004511	SCHMD28314	DROME13105
OG0004512	SCHMD07187, SCHMD09103	DROME10927
OG0004513	SCHMD00064, SCHMD04110	DROME12675
OG0004514	SCHMD05036	DROME01230
OG0004515	SCHMD02738	DROME15124, DROME19804
OG0004517	SCHMD24464	DROME12340
OG0004520	SCHMD11457	DROME13131
OG0004522	SCHMD08563	DROME01822, DROME01819
OG0004523	SCHMD00984	DROME07758
OG0004526	SCHMD13090	DROME09780
OG0004529	SCHMD01565	DROME14562
OG0004530	SCHMD02115	DROME03349
OG0004532	SCHMD21409, SCHMD24151	DROME11183
OG0004533	SCHMD21800, SCHMD21855, SCHMD10489	DROME16934, DROME16933
OG0004535	SCHMD20791, SCHMD04354, SCHMD12750, SCHMD07827, SCHMD26230	DROME11313, DROME11681
OG0004538	SCHMD11149, SCHMD11150	DROME01010
OG0004539	SCHMD09009	DROME22056, DROME22055
OG0004540	SCHMD03408, SCHMD09540	DROME21936, DROME17090
OG0004542	SCHMD08621	DROME14306, DROME14305
OG0004543	SCHMD00021	DROME16410
OG0004546	SCHMD10690, SCHMD06743, SCHMD14412	DROME07299
OG0004548	SCHMD01586	DROME20368, DROME10401
OG0004551	SCHMD02466	DROME17768, DROME17769
OG0004552	SCHMD05280	DROME00895
OG0004553	SCHMD05077	DROME15169, DROME15168, DROME15170, DROME15171, DROME15167, DROME15172
OG0004554	SCHMD01446, SCHMD22543	DROME15667
OG0004555	SCHMD01126	DROME08499, DROME08501, DROME08498, DROME08500
OG0004557	SCHMD10112	DROME07905
OG0004559	SCHMD09022	DROME00073
OG0004564	SCHMD06864, SCHMD16273	DROME05211
OG0004565	SCHMD06237	DROME02327, DROME02328
OG0004567	SCHMD08103	DROME02916
OG0004569	SCHMD07227	DROME06466
OG0004570	SCHMD10693	DROME03152, DROME03153
OG0004572	SCHMD00027	DROME09948
OG0004573	SCHMD24195, SCHMD13279	DROME00139
OG0004577	SCHMD27308, SCHMD07121, SCHMD07120	DROME08875, DROME08876
OG0004578	SCHMD13522, SCHMD10265	DROME18906, DROME06808
OG0004579	SCHMD05858	DROME01846
OG0004581	SCHMD06969	DROME17808, DROME17807, DROME17806
OG0004583	SCHMD18243, SCHMD12573	DROME11053
OG0004589	SCHMD07310	DROME10033, DROME10032
OG0004590	SCHMD11543, SCHMD02645, SCHMD02084	DROME15582, DROME11041, DROME11040
OG0004602	SCHMD00904	DROME02726, DROME12032
OG0004603	SCHMD09121, SCHMD04362	DROME10465, DROME10466, DROME10464
OG0004606	SCHMD04125, SCHMD12842	DROME09779
OG0004607	SCHMD04747	DROME13125, DROME13124, DROME13126
OG0004609	SCHMD12031, SCHMD13204	DROME08817
OG0004610	SCHMD04931	DROME10381
OG0004612	SCHMD00076	DROME00790
OG0004613	SCHMD02078	DROME05353
OG0004614	SCHMD21793, SCHMD24411	DROME13073, DROME13075, DROME13074
OG0004616	SCHMD28217	DROME19950, DROME19951
OG0004619	SCHMD07738	DROME17529
OG0004621	SCHMD02131	DROME20061, DROME20060
OG0004626	SCHMD11167, SCHMD21056, SCHMD25126	DROME04697
OG0004629	SCHMD28937, SCHMD22436	DROME06036
OG0004630	SCHMD19924, SCHMD19158	DROME13583
OG0004631	SCHMD23492	DROME07681
OG0004633	SCHMD08375	DROME15422
OG0004634	SCHMD05432	DROME00888
OG0004635	SCHMD03118	DROME17782
OG0004639	SCHMD11835	DROME08016
OG0004643	SCHMD12179	DROME00911
OG0004645	SCHMD12626	DROME21222
OG0004646	SCHMD02650	DROME06988
OG0004648	SCHMD22597, SCHMD14009	DROME18522
OG0004649	SCHMD11982	DROME20953
OG0004651	SCHMD12856	DROME21452, DROME21453
OG0004652	SCHMD09910, SCHMD14465	DROME17381
OG0004654	SCHMD11590	DROME05489, DROME05488
OG0004655	SCHMD10685	DROME01318
OG0004657	SCHMD24002, SCHMD24003, SCHMD14727	DROME03195
OG0004662	SCHMD23223, SCHMD01585	DROME19806
OG0004663	SCHMD03596	DROME20926
OG0004664	SCHMD07542, SCHMD10324	DROME04843, DROME04844
OG0004668	SCHMD00802	DROME08135
OG0004669	SCHMD05517	DROME07920
OG0004670	SCHMD20695, SCHMD17163	DROME04629
OG0004671	SCHMD02955, SCHMD02956, SCHMD04859	DROME19389
OG0004674	SCHMD03223	DROME20610
OG0004675	SCHMD07033	DROME01467, DROME01466, DROME03380
OG0004678	SCHMD09572, SCHMD22384	DROME04998, DROME04997
OG0004681	SCHMD05397	DROME07478, DROME07479
OG0004682	SCHMD08178	DROME14960, DROME14957
OG0004683	SCHMD10878	DROME20448
OG0004684	SCHMD04346	DROME16043
OG0004685	SCHMD09955	DROME18917, DROME18916
OG0004687	SCHMD23153, SCHMD15300	DROME02093
OG0004688	SCHMD09484, SCHMD08993	DROME08291
OG0004689	SCHMD04465	DROME11694
OG0004690	SCHMD05174, SCHMD08403, SCHMD10045, SCHMD24330, SCHMD08404	DROME07347
OG0004691	SCHMD29540, SCHMD09521, SCHMD09522	DROME17121
OG0004694	SCHMD19141, SCHMD23931	DROME13257
OG0004697	SCHMD17021	DROME17424
OG0004699	SCHMD06447	DROME03068
OG0004700	SCHMD16439	DROME06957
OG0004703	SCHMD00518, SCHMD00513, SCHMD00519, SCHMD19474	DROME19325
OG0004705	SCHMD06298	DROME20075, DROME20076
OG0004708	SCHMD08019	DROME00172
OG0004711	SCHMD14637	DROME06479
OG0004728	SCHMD02271	DROME01900
OG0004730	SCHMD19530	DROME02564
OG0004731	SCHMD03298	DROME19893, DROME19894
OG0004732	SCHMD25487	DROME03214
OG0004740	SCHMD00456	DROME20299
OG0004743	SCHMD01142	DROME03419
OG0004744	SCHMD15430, SCHMD15429	DROME08184
OG0004747	SCHMD15119, SCHMD10662	DROME00628
OG0004749	SCHMD27524, SCHMD05320, SCHMD13141	DROME10966
OG0004751	SCHMD09867, SCHMD09866	DROME01337, DROME01338
OG0004752	SCHMD13187, SCHMD26487	DROME18733, DROME18734
OG0004753	SCHMD09681	DROME03636
OG0004754	SCHMD12657	DROME22044
OG0004756	SCHMD15431	DROME05028
OG0004757	SCHMD03519	DROME14317
OG0004763	SCHMD24538, SCHMD15361, SCHMD15362	DROME06189
OG0004764	SCHMD19894, SCHMD17272	DROME04351
OG0004765	SCHMD16710, SCHMD04808	DROME08142, DROME19163
OG0004766	SCHMD00505	DROME02533
OG0004767	SCHMD00495	DROME10770
OG0004768	SCHMD08416	DROME02452
OG0004769	SCHMD21299, SCHMD08710, SCHMD20457, SCHMD10055, SCHMD28408, SCHMD18217, SCHMD29298	DROME02034
OG0004770	SCHMD28676, SCHMD11354, SCHMD11355, SCHMD10999, SCHMD10105	DROME06615
OG0004772	SCHMD21334, SCHMD23265, SCHMD22042	DROME04147
OG0004772	SCHMD19882, SCHMD27089	DROME18463, DROME18464
OG0004774	SCHMD08224	DROME15180
OG0004775	SCHMD05122, SCHMD05123	DROME19718
OG0004784	SCHMD09513, SCHMD03001	DROME21712, DROME21713, DROME21714
OG0004785	SCHMD28279, SCHMD28744, SCHMD08779	DROME20154, DROME01032, DROME00155, DROME02565
OG0004787	SCHMD12301, SCHMD15157, SCHMD12300, SCHMD15158, SCHMD12299	DROME07713
OG0004790	SCHMD28265, SCHMD15986, SCHMD21009	DROME01119
OG0004791	SCHMD07589	DROME14199
OG0004793	SCHMD27323, SCHMD11844, SCHMD28451, SCHMD21497	DROME15053
OG0004794	SCHMD12411, SCHMD08689	DROME12402
OG0004795	SCHMD12519	DROME13666
OG0004797	SCHMD02596	DROME07303
OG0004804	SCHMD02589	DROME03904, DROME03905
OG0004805	SCHMD25455, SCHMD17452, SCHMD11458, SCHMD28637	DROME04002
OG0004808	SCHMD06754	DROME02542
OG0004811	SCHMD04903, SCHMD12545	DROME02621
OG0004812	SCHMD21469	DROME01555
OG0004813	SCHMD09064, SCHMD18661	DROME00925
OG0004814	SCHMD13484, SCHMD23295, SCHMD07359	DROME05830
OG0004816	SCHMD16530, SCHMD18318	DROME07783
OG0004817	SCHMD02143	DROME06146
OG0004819	SCHMD02457	DROME12033
OG0004820	SCHMD20913, SCHMD20987, SCHMD11759, SCHMD14252, SCHMD20112	DROME01989
OG0004822	SCHMD15682, SCHMD28947, SCHMD03658	DROME04359
OG0004823	SCHMD04427	DROME10144, DROME10142, DROME10143
OG0004825	SCHMD13606, SCHMD01996	DROME03283, DROME04091
OG0004826	SCHMD11772, SCHMD08879	DROME20871
OG0004828	SCHMD06417	DROME18812, DROME18813
OG0004829	SCHMD15495	DROME09372
OG0004832	SCHMD04947, SCHMD01782	DROME15225
OG0004835	SCHMD04785	DROME16717
