Orthogroup	SCHMD	BRALA
OG0000203	SCHMD13221	BRALA30533, BRALA06689, BRALA14737
OG0000204	SCHMD00861	BRALA02308
OG0000205	SCHMD01159, SCHMD14901, SCHMD14452, SCHMD14902, SCHMD14453	BRALA21195
OG0000205	SCHMD11532	BRALA20306
OG0000205	SCHMD18472, SCHMD00599, SCHMD27278	BRALA28681
OG0000207	SCHMD08593, SCHMD23499, SCHMD28860, SCHMD21038, SCHMD27067	BRALA15681, BRALA02588, BRALA10030, BRALA10031, BRALA29862, BRALA29863, BRALA17799, BRALA10029
OG0000207	SCHMD06438, SCHMD26342, SCHMD25964, SCHMD04396	BRALA03383
OG0000207	SCHMD21037	BRALA12356
OG0000208	SCHMD02180	BRALA34651
OG0000208	SCHMD02566, SCHMD12405, SCHMD11985, SCHMD22998	BRALA35033
OG0000208	SCHMD11986, SCHMD02567, SCHMD02568, SCHMD12406, SCHMD01555, SCHMD12407, SCHMD05900	BRALA34389
OG0000209	SCHMD22454	BRALA11279
OG0000210	SCHMD17714, SCHMD17668, SCHMD15550, SCHMD10082, SCHMD15038, SCHMD22393	BRALA04448, BRALA05034, BRALA34339, BRALA29906, BRALA07975, BRALA01074, BRALA01072
OG0000210	SCHMD26754	BRALA00876, BRALA15379
OG0000210	SCHMD24015	BRALA05812
OG0000211	SCHMD21436	BRALA35905
OG0000211	SCHMD10115	BRALA13475
OG0000214	SCHMD24110	BRALA24071, BRALA19305
OG0000215	SCHMD15383	BRALA09164
OG0000215	SCHMD27729, SCHMD15945	BRALA14093
OG0000218	SCHMD01527	BRALA17567, BRALA27085, BRALA27089, BRALA27086, BRALA12470, BRALA10611, BRALA12469, BRALA27090, BRALA27088, BRALA18542, BRALA27087, BRALA11952, BRALA11951, BRALA00320
OG0000220	SCHMD07645	BRALA01840, BRALA01841
OG0000221	SCHMD10720	BRALA04793, BRALA07381, BRALA07380, BRALA10634
OG0000222	SCHMD21612, SCHMD08502	BRALA11750, BRALA11749, BRALA11748, BRALA11747, BRALA17286, BRALA09521
OG0000223	SCHMD03921, SCHMD02888	BRALA11482
OG0000223	SCHMD07141	BRALA12163
OG0000225	SCHMD14160, SCHMD23340, SCHMD13094, SCHMD25261, SCHMD22794, SCHMD14161	BRALA20442, BRALA20435
OG0000226	SCHMD28293	BRALA24234, BRALA31118, BRALA21113, BRALA21112, BRALA31079, BRALA29759, BRALA31078
OG0000227	SCHMD04380	BRALA04957
OG0000230	SCHMD23835, SCHMD14315	BRALA01549
OG0000231	SCHMD15225, SCHMD17377	BRALA20193
OG0000231	SCHMD23026	BRALA24167
OG0000231	SCHMD24769, SCHMD25604	BRALA20465
OG0000232	SCHMD14178, SCHMD02027	BRALA34925, BRALA00968
OG0000233	SCHMD01146, SCHMD07435, SCHMD22145	BRALA10164, BRALA10197, BRALA18422, BRALA10165
OG0000235	SCHMD29163	BRALA24060, BRALA24059, BRALA24061, BRALA32227, BRALA23923, BRALA11596, BRALA35338
OG0000236	SCHMD00730	BRALA25217
OG0000239	SCHMD18522	BRALA04987
OG0000239	SCHMD03432	BRALA30155, BRALA34063
OG0000239	SCHMD03433	BRALA34087
OG0000239	SCHMD01648, SCHMD18521	BRALA29970
OG0000240	SCHMD06226, SCHMD00582	BRALA26625
OG0000242	SCHMD20260	BRALA11080, BRALA10999
OG0000244	SCHMD15740, SCHMD18441, SCHMD21827	BRALA28034
OG0000246	SCHMD29618	BRALA30813
OG0000246	SCHMD02140	BRALA02252
OG0000246	SCHMD16891, SCHMD17961, SCHMD12289	BRALA29247, BRALA14673, BRALA16837, BRALA30601, BRALA16836
OG0000248	SCHMD01134, SCHMD07579, SCHMD25860, SCHMD09553, SCHMD07301, SCHMD15578, SCHMD28870, SCHMD28143, SCHMD26766, SCHMD07305, SCHMD23142, SCHMD07304, SCHMD09549, SCHMD06759, SCHMD00071	BRALA30267, BRALA30265, BRALA30263, BRALA30268, BRALA30271, BRALA30270, BRALA12363, BRALA12308, BRALA16095, BRALA27868
OG0000250	SCHMD11127	BRALA31781, BRALA29201, BRALA33782, BRALA34803, BRALA31510, BRALA20935, BRALA12663, BRALA29202, BRALA24889
OG0000250	SCHMD28677, SCHMD05190	BRALA13243, BRALA28341
OG0000250	SCHMD00165	BRALA11863
OG0000250	SCHMD03762, SCHMD05189	BRALA35677
OG0000251	SCHMD28872	BRALA05640
OG0000254	SCHMD11206	BRALA21337, BRALA17067, BRALA01989, BRALA29335
OG0000255	SCHMD14618, SCHMD25034	BRALA00871, BRALA11731, BRALA31615
OG0000256	SCHMD06220	BRALA10199
OG0000257	SCHMD15360	BRALA09566
OG0000257	SCHMD21968, SCHMD21969, SCHMD20769	BRALA26949
OG0000258	SCHMD19345, SCHMD00959	BRALA13021
OG0000260	SCHMD00231	BRALA15356, BRALA16338
OG0000261	SCHMD06264, SCHMD17166	BRALA31257
OG0000265	SCHMD03613	BRALA18329
OG0000265	SCHMD06448, SCHMD11031, SCHMD25284	BRALA18328
OG0000265	SCHMD18240, SCHMD09007	BRALA12823
OG0000266	SCHMD23339	BRALA01785
OG0000268	SCHMD25205, SCHMD21697, SCHMD06925, SCHMD06924, SCHMD06926, SCHMD10813, SCHMD14268	BRALA01933
OG0000268	SCHMD25441	BRALA32039
OG0000269	SCHMD02382	BRALA31955
OG0000270	SCHMD16423	BRALA31563, BRALA33710
OG0000272	SCHMD13324, SCHMD08067	BRALA24366, BRALA24364, BRALA23138, BRALA24365, BRALA23139, BRALA23134, BRALA23136, BRALA09678
OG0000273	SCHMD09689	BRALA05275
OG0000273	SCHMD18528, SCHMD25490	BRALA06390
OG0000275	SCHMD10358	BRALA20866
OG0000276	SCHMD08876	BRALA33947
OG0000277	SCHMD09439	BRALA26639
OG0000277	SCHMD14857, SCHMD14380, SCHMD02171, SCHMD17662	BRALA06081
OG0000278	SCHMD04708, SCHMD14538	BRALA21572
OG0000280	SCHMD22604	BRALA13468
OG0000280	SCHMD23115	BRALA15664, BRALA18417, BRALA13500
OG0000281	SCHMD28123, SCHMD29220	BRALA02314, BRALA03206, BRALA03204, BRALA15731, BRALA03205
OG0000282	SCHMD05137	BRALA23685
OG0000282	SCHMD15635, SCHMD25636	BRALA11493
OG0000284	SCHMD23360, SCHMD08213	BRALA18410
OG0000285	SCHMD29037	BRALA26168, BRALA30720, BRALA23371, BRALA23370, BRALA11165, BRALA23372, BRALA19155, BRALA33619, BRALA11166, BRALA02428, BRALA03238, BRALA31583, BRALA32871, BRALA35420, BRALA32202, BRALA35583
OG0000287	SCHMD20375, SCHMD22052, SCHMD09584, SCHMD21912, SCHMD24074, SCHMD15817, SCHMD20976, SCHMD00675, SCHMD16477, SCHMD24758, SCHMD25574	BRALA33320
OG0000287	SCHMD02606, SCHMD23013	BRALA02715
OG0000288	SCHMD10121, SCHMD07093, SCHMD10930, SCHMD07061	BRALA35660, BRALA15870, BRALA21967, BRALA31105, BRALA09698
OG0000289	SCHMD23289, SCHMD16353	BRALA18235
OG0000289	SCHMD29502, SCHMD19194, SCHMD19219, SCHMD13163, SCHMD22750	BRALA18234
OG0000295	SCHMD11340, SCHMD11341, SCHMD11339, SCHMD02776, SCHMD10264, SCHMD14695	BRALA06482
OG0000301	SCHMD17564	BRALA30373
OG0000302	SCHMD25990, SCHMD27840, SCHMD19049	BRALA22162
OG0000303	SCHMD12943, SCHMD06255	BRALA33230
OG0000303	SCHMD11348	BRALA10255, BRALA07257, BRALA12959, BRALA02383, BRALA08050
OG0000305	SCHMD22293	BRALA09424
OG0000305	SCHMD04764	BRALA18598
OG0000305	SCHMD01975	BRALA10626
OG0000306	SCHMD02490	BRALA03883
OG0000308	SCHMD28268	BRALA29440
OG0000308	SCHMD26369	BRALA35067, BRALA07362
OG0000308	SCHMD01003, SCHMD00895	BRALA22416
OG0000310	SCHMD09298, SCHMD11775	BRALA13697, BRALA13599, BRALA23270, BRALA13590, BRALA14259, BRALA15274, BRALA15276, BRALA15273, BRALA15272, BRALA13010
OG0000312	SCHMD10213, SCHMD21295, SCHMD02452	BRALA11332, BRALA11333, BRALA11331
OG0000313	SCHMD03134	BRALA06607, BRALA33057, BRALA35023
OG0000315	SCHMD06241	BRALA34362
OG0000315	SCHMD01939	BRALA25721
OG0000316	SCHMD10536, SCHMD22735	BRALA15931, BRALA03950
OG0000316	SCHMD10615, SCHMD19154	BRALA15636
OG0000317	SCHMD15845	BRALA01067
OG0000317	SCHMD18547	BRALA30717
OG0000319	SCHMD18991	BRALA14575
OG0000319	SCHMD16676	BRALA13880
OG0000319	SCHMD16069	BRALA04120
OG0000321	SCHMD10046	BRALA01010
OG0000321	SCHMD04699, SCHMD05278	BRALA14278
OG0000322	SCHMD03845, SCHMD03842	BRALA07551, BRALA07552, BRALA08284
OG0000323	SCHMD21571, SCHMD14125	BRALA07917
OG0000325	SCHMD10722, SCHMD23724, SCHMD17815, SCHMD15286, SCHMD10721, SCHMD23725, SCHMD23881, SCHMD17816	BRALA32697, BRALA32699, BRALA33204, BRALA28705, BRALA28697, BRALA32751
OG0000326	SCHMD05388	BRALA08611
OG0000326	SCHMD29727	BRALA08568, BRALA14598, BRALA14600, BRALA14599, BRALA17896, BRALA16589, BRALA30880
OG0000328	SCHMD07101, SCHMD21088, SCHMD28818, SCHMD15355, SCHMD24247, SCHMD15304	BRALA34956
OG0000329	SCHMD12472, SCHMD24777, SCHMD26844, SCHMD15152	BRALA11297
OG0000332	SCHMD25620, SCHMD25799	BRALA04018, BRALA04019
OG0000333	SCHMD26037, SCHMD21228	BRALA02535, BRALA34057, BRALA07272, BRALA19158, BRALA34892, BRALA30751
OG0000338	SCHMD23566, SCHMD22193	BRALA15013, BRALA15015
OG0000338	SCHMD17969	BRALA03386
OG0000339	SCHMD09051, SCHMD09049, SCHMD07931, SCHMD10837, SCHMD09050, SCHMD11944, SCHMD04027	BRALA16110, BRALA24762, BRALA24769, BRALA24739, BRALA16149, BRALA24763, BRALA16108, BRALA24745, BRALA24757, BRALA16111, BRALA24761, BRALA22116, BRALA24768
OG0000339	SCHMD10973	BRALA24760
OG0000341	SCHMD01892, SCHMD01891, SCHMD01893	BRALA17089
OG0000343	SCHMD10731, SCHMD08099	BRALA09005
OG0000346	SCHMD26404	BRALA01343
OG0000350	SCHMD23543	BRALA22515, BRALA13342, BRALA34708, BRALA13341
OG0000352	SCHMD07814	BRALA01009
OG0000352	SCHMD03216	BRALA15685, BRALA28171
OG0000353	SCHMD00282, SCHMD11621, SCHMD09276, SCHMD00283, SCHMD07604	BRALA03683
OG0000357	SCHMD22062, SCHMD19961	BRALA33235, BRALA34828, BRALA34317, BRALA33215
OG0000357	SCHMD01155	BRALA26089
OG0000358	SCHMD28430, SCHMD13052, SCHMD26873	BRALA02274
OG0000360	SCHMD06047	BRALA11831, BRALA34738, BRALA28049
OG0000363	SCHMD01296	BRALA29271
OG0000363	SCHMD29224, SCHMD24626, SCHMD24587, SCHMD26634	BRALA25487
OG0000364	SCHMD15142, SCHMD27939	BRALA12924
OG0000365	SCHMD22496, SCHMD22435, SCHMD28326	BRALA16888
OG0000367	SCHMD09947	BRALA31361, BRALA12833
OG0000370	SCHMD02385, SCHMD02384	BRALA27156
OG0000372	SCHMD26866, SCHMD11546	BRALA15783
OG0000372	SCHMD21831, SCHMD11336	BRALA23771
OG0000372	SCHMD16554	BRALA15781
OG0000373	SCHMD02964	BRALA31921
OG0000373	SCHMD13176, SCHMD08271	BRALA23435
OG0000373	SCHMD23955, SCHMD12688, SCHMD08645, SCHMD03859, SCHMD00977, SCHMD18293, SCHMD14409, SCHMD07551, SCHMD03251, SCHMD23180, SCHMD15539, SCHMD16011	BRALA23054
OG0000378	SCHMD07011, SCHMD12188	BRALA33943
OG0000378	SCHMD05583	BRALA34778, BRALA24521
OG0000379	SCHMD22438, SCHMD05351	BRALA19351
OG0000379	SCHMD09123, SCHMD25695	BRALA06333
OG0000379	SCHMD18189, SCHMD00174	BRALA01777
OG0000380	SCHMD13240, SCHMD12384	BRALA26332
OG0000380	SCHMD21526	BRALA21688, BRALA35404
OG0000381	SCHMD14884, SCHMD02643	BRALA01798
OG0000381	SCHMD27041	BRALA25883
OG0000382	SCHMD22346	BRALA21315, BRALA21318
OG0000382	SCHMD02294	BRALA27878
OG0000384	SCHMD15878	BRALA11440
OG0000384	SCHMD19488, SCHMD18051	BRALA06793
OG0000386	SCHMD19089, SCHMD16199, SCHMD15535, SCHMD12800	BRALA21053, BRALA10336, BRALA10439, BRALA27391, BRALA29320, BRALA17191, BRALA11288
OG0000389	SCHMD03232, SCHMD09731	BRALA06714
OG0000390	SCHMD02401, SCHMD19098	BRALA00892, BRALA00888, BRALA00889, BRALA00891, BRALA04361, BRALA12713, BRALA26811, BRALA26809, BRALA12705, BRALA08159, BRALA22700, BRALA22699, BRALA23595
OG0000392	SCHMD08120	BRALA01209
OG0000393	SCHMD10497	BRALA03160
OG0000397	SCHMD04641	BRALA35642, BRALA34670
OG0000399	SCHMD06729	BRALA28297
OG0000399	SCHMD23059	BRALA23772
OG0000400	SCHMD00908	BRALA19704
OG0000400	SCHMD24156	BRALA25068
OG0000402	SCHMD02881, SCHMD11412	BRALA17661, BRALA17660
OG0000403	SCHMD28969, SCHMD27788, SCHMD15934, SCHMD03300	BRALA05874
OG0000404	SCHMD03546	BRALA05151
OG0000404	SCHMD06033	BRALA32209
OG0000404	SCHMD09283	BRALA30787, BRALA33638
OG0000405	SCHMD26927, SCHMD22788, SCHMD20823	BRALA21721
OG0000409	SCHMD04011	BRALA10302
OG0000409	SCHMD04012, SCHMD22098	BRALA28218
OG0000409	SCHMD03752	BRALA16408
OG0000410	SCHMD21633, SCHMD26345, SCHMD13039, SCHMD24537, SCHMD23335, SCHMD08891	BRALA09729, BRALA30152, BRALA31379, BRALA17875
OG0000411	SCHMD01429	BRALA33932
OG0000412	SCHMD08478	BRALA00561
OG0000412	SCHMD11584	BRALA06660
OG0000413	SCHMD19663	BRALA21468
OG0000413	SCHMD18817, SCHMD28614, SCHMD22416	BRALA06166
OG0000417	SCHMD12489, SCHMD12109, SCHMD17648, SCHMD04656	BRALA30440, BRALA27708
OG0000419	SCHMD20590, SCHMD23181, SCHMD17261, SCHMD26157	BRALA03697
OG0000420	SCHMD23004	BRALA22044, BRALA24622, BRALA13074, BRALA05449, BRALA13072, BRALA13076, BRALA13077, BRALA13078, BRALA04230, BRALA13075, BRALA04225
OG0000422	SCHMD13923, SCHMD28499	BRALA12419, BRALA34491
OG0000422	SCHMD13922	BRALA27177
OG0000422	SCHMD11782, SCHMD13921, SCHMD19755, SCHMD21866	BRALA16622
OG0000423	SCHMD29684	BRALA05057
OG0000424	SCHMD02613, SCHMD06040, SCHMD02614, SCHMD02615, SCHMD01853, SCHMD01880, SCHMD16600, SCHMD13568	BRALA03834, BRALA03844, BRALA29651, BRALA08803
OG0000425	SCHMD21986, SCHMD08031	BRALA25795
OG0000425	SCHMD08030, SCHMD29141	BRALA31608
OG0000425	SCHMD24534, SCHMD24026, SCHMD08029	BRALA24699
OG0000426	SCHMD20249	BRALA13863
OG0000427	SCHMD05143	BRALA26779, BRALA26782, BRALA26781, BRALA26778, BRALA26788
OG0000430	SCHMD02520, SCHMD12464, SCHMD02519, SCHMD24785, SCHMD23230, SCHMD24867, SCHMD14921, SCHMD02042	BRALA11804, BRALA05219, BRALA03761, BRALA19272, BRALA07547
OG0000431	SCHMD00614	BRALA13675
OG0000432	SCHMD11313	BRALA18991
OG0000433	SCHMD05136	BRALA23044, BRALA22158
OG0000433	SCHMD22817, SCHMD15295, SCHMD25465, SCHMD24790	BRALA19035
OG0000434	SCHMD11371, SCHMD07829	BRALA01801, BRALA14574, BRALA04475, BRALA20379
OG0000435	SCHMD12216, SCHMD19476	BRALA00145, BRALA13279
OG0000436	SCHMD19812, SCHMD12383, SCHMD19813	BRALA00479
OG0000437	SCHMD15978, SCHMD13458, SCHMD13578, SCHMD05773, SCHMD23206, SCHMD08272, SCHMD05769	BRALA23658, BRALA22832, BRALA23657, BRALA09050, BRALA03237
OG0000442	SCHMD12679	BRALA23798
OG0000443	SCHMD09029	BRALA14524
OG0000444	SCHMD00767, SCHMD00766	BRALA29773
OG0000445	SCHMD29179	BRALA35281, BRALA33201, BRALA05663, BRALA29510, BRALA27780, BRALA00619, BRALA21525, BRALA01672, BRALA24679, BRALA34223
OG0000446	SCHMD12871	BRALA15987
OG0000447	SCHMD15169, SCHMD15170, SCHMD24266	BRALA30761
OG0000448	SCHMD14173, SCHMD23454, SCHMD22726, SCHMD02667, SCHMD12888, SCHMD05105, SCHMD06817, SCHMD02833, SCHMD08753, SCHMD25489	BRALA12672, BRALA12692
OG0000449	SCHMD07672	BRALA03692, BRALA19009
OG0000449	SCHMD07671	BRALA16453
OG0000450	SCHMD15839, SCHMD21713	BRALA29697
OG0000454	SCHMD11564	BRALA16593
OG0000459	SCHMD17754	BRALA15317, BRALA32904, BRALA09210, BRALA32905, BRALA32906
OG0000461	SCHMD03515	BRALA10740
OG0000461	SCHMD06358	BRALA25433
OG0000463	SCHMD09096	BRALA09887
OG0000465	SCHMD09590	BRALA17892
OG0000465	SCHMD17683	BRALA13273
OG0000467	SCHMD17174, SCHMD20889, SCHMD15139, SCHMD03258, SCHMD22899, SCHMD16369	BRALA17998
OG0000469	SCHMD15597	BRALA35215
OG0000470	SCHMD05493, SCHMD05494, SCHMD03184, SCHMD03185	BRALA24698
OG0000471	SCHMD15400, SCHMD13688	BRALA15053
OG0000475	SCHMD03320, SCHMD03318	BRALA33310
OG0000476	SCHMD25720, SCHMD19904	BRALA20616, BRALA20613, BRALA20614, BRALA20612
OG0000476	SCHMD04015	BRALA14616, BRALA14614, BRALA14617
OG0000477	SCHMD07515, SCHMD25843, SCHMD09497, SCHMD13098, SCHMD26143, SCHMD09496	BRALA32650, BRALA33142
OG0000478	SCHMD11958, SCHMD18286, SCHMD18287, SCHMD14103, SCHMD12511, SCHMD15398, SCHMD08460	BRALA03122
OG0000479	SCHMD16083	BRALA33610
OG0000479	SCHMD11165	BRALA34677
OG0000479	SCHMD10108	BRALA19002
OG0000479	SCHMD14823, SCHMD04174	BRALA33783
OG0000480	SCHMD19204, SCHMD14582	BRALA28328
OG0000480	SCHMD09535	BRALA28329
OG0000481	SCHMD12328	BRALA27659
OG0000481	SCHMD11352, SCHMD11001	BRALA10023
OG0000481	SCHMD06297	BRALA03647
OG0000482	SCHMD06210, SCHMD03012	BRALA35197
OG0000482	SCHMD03011, SCHMD06211, SCHMD06212, SCHMD17358	BRALA29577
OG0000484	SCHMD29525, SCHMD10182	BRALA35066
OG0000484	SCHMD25776, SCHMD16669, SCHMD23292, SCHMD20173, SCHMD20110	BRALA34077
OG0000485	SCHMD13016, SCHMD17436	BRALA23674
OG0000485	SCHMD16799	BRALA05059, BRALA21189
OG0000486	SCHMD19250	BRALA01376, BRALA02955, BRALA02954, BRALA02956, BRALA19977
OG0000487	SCHMD20744	BRALA28599, BRALA25400, BRALA25401, BRALA28602
OG0000488	SCHMD01306, SCHMD17798, SCHMD16340	BRALA07851
OG0000489	SCHMD11851, SCHMD19803, SCHMD25207	BRALA13763
OG0000489	SCHMD11850, SCHMD24502, SCHMD26324	BRALA13762
OG0000491	SCHMD00109, SCHMD00103, SCHMD08015, SCHMD18354, SCHMD03551, SCHMD00998	BRALA11888
OG0000494	SCHMD12513, SCHMD23674, SCHMD27423, SCHMD04960, SCHMD24725, SCHMD26393, SCHMD25222, SCHMD18092, SCHMD26971, SCHMD24713, SCHMD21987	BRALA14931
OG0000496	SCHMD08379, SCHMD27172	BRALA17609, BRALA17616, BRALA17614
OG0000497	SCHMD07173	BRALA07740
OG0000497	SCHMD12237, SCHMD24017, SCHMD22017, SCHMD24018	BRALA17523
OG0000503	SCHMD01390, SCHMD06719	BRALA07482, BRALA23827
OG0000503	SCHMD11669, SCHMD06049, SCHMD28480, SCHMD07183, SCHMD28610, SCHMD20959	BRALA20618
OG0000504	SCHMD09637, SCHMD12821, SCHMD09697, SCHMD24410, SCHMD25007	BRALA21734
OG0000504	SCHMD09635, SCHMD24690, SCHMD16465, SCHMD08164	BRALA21735
OG0000505	SCHMD10454	BRALA07980, BRALA07978
OG0000506	SCHMD05024	BRALA05807
OG0000509	SCHMD14563	BRALA35203, BRALA35796, BRALA04568
OG0000513	SCHMD06575	BRALA06842
OG0000514	SCHMD15950, SCHMD28993	BRALA19477
OG0000519	SCHMD19355, SCHMD25526	BRALA25441, BRALA22160
OG0000520	SCHMD05956	BRALA19387
OG0000520	SCHMD27845	BRALA23459
OG0000521	SCHMD05166	BRALA29144
OG0000522	SCHMD23148, SCHMD08897	BRALA25053
OG0000523	SCHMD13520	BRALA23223, BRALA26109, BRALA09495, BRALA26107, BRALA18475
OG0000525	SCHMD04369	BRALA20630
OG0000525	SCHMD04371, SCHMD04372, SCHMD04370, SCHMD08343, SCHMD05318, SCHMD20361, SCHMD11591, SCHMD19975, SCHMD13600, SCHMD16839, SCHMD08345, SCHMD19109, SCHMD05319, SCHMD14149	BRALA13036, BRALA13035
OG0000527	SCHMD20940, SCHMD24670	BRALA12888
OG0000528	SCHMD03822	BRALA08668
OG0000528	SCHMD02315, SCHMD09612	BRALA13353
OG0000529	SCHMD06409	BRALA17267
OG0000529	SCHMD22774, SCHMD09913	BRALA21823
OG0000530	SCHMD23577, SCHMD10363, SCHMD07780, SCHMD07802, SCHMD07779, SCHMD20771, SCHMD28369	BRALA27713
OG0000531	SCHMD13749	BRALA10663
OG0000532	SCHMD07765	BRALA13752, BRALA07475, BRALA19708
OG0000534	SCHMD09514	BRALA15529
OG0000534	SCHMD04872	BRALA25037
OG0000537	SCHMD19728, SCHMD06858, SCHMD15182, SCHMD11929	BRALA22102, BRALA13070, BRALA00495, BRALA21371
OG0000540	SCHMD22622	BRALA33330, BRALA34975, BRALA33025, BRALA32816, BRALA33558, BRALA31394, BRALA35826, BRALA31392, BRALA32895
OG0000542	SCHMD05340, SCHMD05911, SCHMD06819	BRALA22764
OG0000544	SCHMD08370	BRALA35979
OG0000544	SCHMD08368	BRALA03994
OG0000545	SCHMD07786, SCHMD20709	BRALA24399
OG0000545	SCHMD17258, SCHMD12253, SCHMD14358, SCHMD06498, SCHMD14356, SCHMD17257	BRALA22583
OG0000546	SCHMD22243, SCHMD01369, SCHMD24503	BRALA05876, BRALA05877
OG0000546	SCHMD15753, SCHMD08158	BRALA05880
OG0000548	SCHMD11369	BRALA31695
OG0000548	SCHMD02725, SCHMD00205	BRALA21474
OG0000550	SCHMD04376, SCHMD04379, SCHMD24742, SCHMD04378	BRALA04930, BRALA04919
OG0000550	SCHMD04377, SCHMD04195	BRALA04924, BRALA04937, BRALA04940, BRALA22193, BRALA04936, BRALA04939, BRALA04945, BRALA04926, BRALA04946, BRALA04935, BRALA04929, BRALA04947, BRALA04931, BRALA04943, BRALA04918, BRALA04917, BRALA04916
OG0000551	SCHMD18977, SCHMD20852, SCHMD20040, SCHMD29185, SCHMD16306, SCHMD26226, SCHMD18979, SCHMD18976, SCHMD28799, SCHMD28338	BRALA20243, BRALA20242, BRALA03802, BRALA20241, BRALA03089
OG0000552	SCHMD13011	BRALA31577
OG0000552	SCHMD26203, SCHMD19357	BRALA11014
OG0000552	SCHMD01116	BRALA19431, BRALA19430, BRALA12172
OG0000553	SCHMD06981	BRALA16722, BRALA35015
OG0000554	SCHMD06339	BRALA32452
OG0000560	SCHMD12681, SCHMD24482	BRALA24504, BRALA08569, BRALA10597, BRALA25861, BRALA13005, BRALA05538, BRALA21205, BRALA19574
OG0000561	SCHMD09766	BRALA17424
OG0000562	SCHMD10853	BRALA15030
OG0000563	SCHMD19010, SCHMD18961, SCHMD13906, SCHMD19772	BRALA08933, BRALA08932
OG0000566	SCHMD24931, SCHMD26489	BRALA07910
OG0000567	SCHMD27076, SCHMD27355, SCHMD13533	BRALA26815, BRALA08155, BRALA15895, BRALA26813, BRALA12434, BRALA10631
OG0000567	SCHMD00241, SCHMD03989, SCHMD19236, SCHMD27026	BRALA01129, BRALA24836
OG0000571	SCHMD07477, SCHMD11565, SCHMD28594, SCHMD09474, SCHMD05478, SCHMD24472, SCHMD12459, SCHMD28158, SCHMD23621, SCHMD25957, SCHMD12331	BRALA26064
OG0000572	SCHMD10816	BRALA30970
OG0000572	SCHMD25603	BRALA24438
OG0000573	SCHMD01043, SCHMD15213	BRALA33118
OG0000573	SCHMD19455, SCHMD01045	BRALA35040
OG0000573	SCHMD16187	BRALA01402
OG0000574	SCHMD01583, SCHMD12209	BRALA35830
OG0000574	SCHMD00489	BRALA02629
OG0000575	SCHMD10050, SCHMD14865	BRALA17689
OG0000576	SCHMD15710	BRALA00312
OG0000578	SCHMD00300, SCHMD17617	BRALA30383
OG0000579	SCHMD26446	BRALA34451
OG0000580	SCHMD26439, SCHMD25576, SCHMD24766, SCHMD25098, SCHMD14475, SCHMD02203, SCHMD27384	BRALA26260
OG0000580	SCHMD23258, SCHMD14664, SCHMD05333	BRALA02419
OG0000581	SCHMD10093, SCHMD11595, SCHMD08712	BRALA25966
OG0000581	SCHMD03457	BRALA25968
OG0000581	SCHMD28022	BRALA25970
OG0000582	SCHMD16063, SCHMD04882	BRALA24843
OG0000583	SCHMD04941	BRALA19696, BRALA24380
OG0000585	SCHMD24793, SCHMD28810, SCHMD24792, SCHMD27773, SCHMD04336	BRALA20335
OG0000585	SCHMD25418	BRALA20337
OG0000587	SCHMD03879, SCHMD05571	BRALA05810
OG0000588	SCHMD01542	BRALA00972
OG0000588	SCHMD07022	BRALA24520
OG0000589	SCHMD15105, SCHMD03706, SCHMD08912	BRALA33101, BRALA29679
OG0000590	SCHMD08634	BRALA07082
OG0000590	SCHMD18326	BRALA16075, BRALA31942
OG0000591	SCHMD10835	BRALA25344
OG0000591	SCHMD09047	BRALA13642
OG0000592	SCHMD11895, SCHMD04777	BRALA22980, BRALA12293, BRALA12292, BRALA25533
OG0000594	SCHMD01864	BRALA10983, BRALA02053
OG0000597	SCHMD00271	BRALA07224
OG0000600	SCHMD16882	BRALA00923, BRALA16891
OG0000602	SCHMD08918, SCHMD16862	BRALA13634, BRALA13638, BRALA13637
OG0000603	SCHMD15890	BRALA11986
OG0000604	SCHMD25060, SCHMD19326, SCHMD28316, SCHMD25058, SCHMD15896, SCHMD15253, SCHMD27467, SCHMD15254, SCHMD15897	BRALA23058
OG0000607	SCHMD10894, SCHMD16300	BRALA02171
OG0000608	SCHMD15186, SCHMD26174, SCHMD17635, SCHMD02399, SCHMD22885, SCHMD28488, SCHMD21715, SCHMD03775, SCHMD03332, SCHMD19634, SCHMD17646, SCHMD03589, SCHMD14815, SCHMD16437, SCHMD20944, SCHMD17326, SCHMD00012, SCHMD22746, SCHMD20032, SCHMD27285, SCHMD20026, SCHMD27107, SCHMD27745, SCHMD21492, SCHMD20815, SCHMD23556, SCHMD27805, SCHMD18985, SCHMD22041, SCHMD23795, SCHMD10230, SCHMD04889, SCHMD10732, SCHMD11676, SCHMD24210, SCHMD25141, SCHMD15027, SCHMD22557, SCHMD26434, SCHMD13135, SCHMD10188, SCHMD24847, SCHMD05331, SCHMD04691, SCHMD08611, SCHMD00173, SCHMD04600, SCHMD24398, SCHMD26789, SCHMD27842, SCHMD17882, SCHMD05452, SCHMD02976, SCHMD06159, SCHMD10790, SCHMD10659, SCHMD17356, SCHMD26248, SCHMD23884, SCHMD23743, SCHMD21202	BRALA08057
OG0000609	SCHMD17568	BRALA04542
OG0000610	SCHMD01064	BRALA08395, BRALA06657, BRALA26836
OG0000611	SCHMD07468	BRALA20389
OG0000611	SCHMD07466	BRALA35010
OG0000611	SCHMD10118	BRALA27313
OG0000612	SCHMD04363, SCHMD09119	BRALA24052, BRALA24582
OG0000612	SCHMD12368	BRALA20021
