Orthogroup	XENTR	BRAFL
OG0005714	XENTR15409	bflo_16283
OG0005715	XENTR13785	bflo_06959
OG0005717	XENTR11396	bflo_18408
OG0005718	XENTR10453	bflo_08117
OG0005719	XENTR17722	bflo_24656
OG0005721	XENTR01507	bflo_15921
OG0005722	XENTR01764	bflo_08280, bflo_06458, bflo_22591, bflo_22045, bflo_21737
OG0005723	XENTR02798	bflo_11579
OG0005724	XENTR08971	bflo_24093
OG0005725	XENTR00954	bflo_22672
OG0005726	XENTR11215, XENTR18879	bflo_13024
OG0005727	XENTR06326	bflo_20317
OG0005728	XENTR13816	bflo_13939
OG0005729	XENTR17527, XENTR14626	bflo_17597
OG0005730	XENTR16362, XENTR16363, XENTR03887	bflo_23180
OG0005731	XENTR07331	bflo_23152
OG0005732	XENTR01849	bflo_23024
OG0005733	XENTR12818	bflo_06910
OG0005734	XENTR16904	bflo_24420
OG0005735	XENTR16094	bflo_16580
OG0005736	XENTR15143, XENTR11911, XENTR02380	bflo_11619
OG0005737	XENTR14241	bflo_24576
OG0005738	XENTR03189	bflo_22321
OG0005739	XENTR17412, XENTR02121	bflo_01068
OG0005740	XENTR17867	bflo_20273
OG0005741	XENTR10578	bflo_19674
OG0005742	XENTR03320	bflo_19173, bflo_26828, bflo_06481, bflo_06480, bflo_19710
OG0005743	XENTR14002, XENTR09771, XENTR11895	bflo_26239
OG0005744	XENTR14995	bflo_02870
OG0005745	XENTR09132	bflo_08106
OG0005746	XENTR14223	bflo_14800
OG0005747	XENTR12914	bflo_24337
OG0005748	XENTR03220	bflo_24711
OG0005749	XENTR13666	bflo_10012
OG0005750	XENTR13184	bflo_14613
OG0005751	XENTR02420	bflo_07294
OG0005752	XENTR08044	bflo_05287
OG0005753	XENTR16085	bflo_11586
OG0005754	XENTR11178	bflo_09984
OG0005755	XENTR01706	bflo_12541
OG0005756	XENTR18511	bflo_08479
OG0005758	XENTR03080	bflo_21716
OG0005759	XENTR13135	bflo_23779
OG0005761	XENTR00801	bflo_04800
OG0005762	XENTR09892	bflo_21722
OG0005763	XENTR00558	bflo_05350
OG0005764	XENTR11684	bflo_18818
OG0005765	XENTR11840	bflo_09190
OG0005766	XENTR03092	bflo_24662
OG0005767	XENTR02897	bflo_02963
OG0005768	XENTR16168	bflo_02273
OG0005769	XENTR04692	bflo_15855
OG0005770	XENTR07769	bflo_13846
OG0005771	XENTR17752	bflo_06517
OG0005772	XENTR01180	bflo_17632
OG0005773	XENTR17797, XENTR19146	bflo_13283
OG0005774	XENTR06210	bflo_27276, bflo_18752
OG0005775	XENTR03909	bflo_23334
OG0005776	XENTR14277, XENTR17148	bflo_11729
OG0005778	XENTR14397	bflo_08204
OG0005779	XENTR01952	bflo_23901
OG0005781	XENTR09353	bflo_21690, bflo_21691
OG0005782	XENTR16752	bflo_10056
OG0005783	XENTR18413	bflo_08771
OG0005784	XENTR13380	bflo_09766
OG0005785	XENTR11082	bflo_23805
OG0005787	XENTR19090	bflo_07600
OG0005788	XENTR18303	bflo_16369
OG0005789	XENTR00490	bflo_12587
OG0005790	XENTR09099	bflo_23345
OG0005791	XENTR08286	bflo_26361
OG0005792	XENTR15781, XENTR15780	bflo_18546
OG0005793	XENTR12617	bflo_03585
OG0005794	XENTR09199	bflo_19296
OG0005795	XENTR01918	bflo_21923
OG0005796	XENTR01931	bflo_07896, bflo_07580
OG0005797	XENTR10908	bflo_09997
OG0005798	XENTR07022	bflo_11643
OG0005799	XENTR11641	bflo_21046
OG0005800	XENTR01754	bflo_00199
OG0005801	XENTR11859	bflo_13115
OG0005802	XENTR08427	bflo_00311
OG0005803	XENTR17154	bflo_03908
OG0005804	XENTR00653	bflo_06626
OG0005804	XENTR00022	bflo_14477
OG0005806	XENTR00795	bflo_19883
OG0005807	XENTR12847	bflo_17670
OG0005808	XENTR11121	bflo_17697
OG0005811	XENTR03035	bflo_05842
OG0005812	XENTR15789	bflo_05810
OG0005813	XENTR00797	bflo_21199
OG0005814	XENTR04732, XENTR04731	bflo_25361
OG0005815	XENTR06350	bflo_20179
OG0005816	XENTR00536	bflo_21032
OG0005817	XENTR13699	bflo_21052
OG0005818	XENTR10792	bflo_11299
OG0005819	XENTR13214	bflo_25366
OG0005820	XENTR05126	bflo_12509
OG0005821	XENTR10629	bflo_16275
OG0005822	XENTR08490	bflo_14005
OG0005823	XENTR09463	bflo_19986
OG0005824	XENTR08106	bflo_01580
OG0005825	XENTR00609	bflo_04859
OG0005827	XENTR01649	bflo_22531
OG0005828	XENTR12512, XENTR12511	bflo_19965
OG0005829	XENTR09175, XENTR09176	bflo_04456
OG0005830	XENTR05629	bflo_05129
OG0005831	XENTR13713	bflo_22635
OG0005832	XENTR09883	bflo_13968
OG0005835	XENTR13416	bflo_02871
OG0005836	XENTR01905	bflo_09610
OG0005837	XENTR12226	bflo_08105
OG0005838	XENTR15966	bflo_20528
OG0005839	XENTR06691, XENTR14220	bflo_08194
OG0005840	XENTR11551	bflo_01503
OG0005841	XENTR12467	bflo_10004
OG0005842	XENTR02998	bflo_02495
OG0005843	XENTR06586	bflo_01029
OG0005844	XENTR14444	bflo_07348
OG0005845	XENTR09452	bflo_12286
OG0005846	XENTR08903	bflo_18215
OG0005847	XENTR15396	bflo_08147
OG0005848	XENTR01693	bflo_19264
OG0005849	XENTR16028	bflo_26582, bflo_00395
OG0005850	XENTR09236	bflo_26458
OG0005851	XENTR00048	bflo_25343
OG0005852	XENTR02341	bflo_11415
OG0005853	XENTR11690	bflo_24047
OG0005854	XENTR05947	bflo_13986
OG0005855	XENTR06940	bflo_00657, bflo_26587
OG0005856	XENTR09508, XENTR11365	bflo_25005
OG0005857	XENTR09453	bflo_19983
OG0005858	XENTR01140	bflo_22693
OG0005859	XENTR04008, XENTR19125	bflo_08018
OG0005860	XENTR17203	bflo_08367
OG0005861	XENTR00321	bflo_16811
OG0005863	XENTR16855	bflo_23015
OG0005864	XENTR01946	bflo_10798
OG0005865	XENTR18360	bflo_23982
OG0005866	XENTR14392	bflo_17429
OG0005867	XENTR00772	bflo_12028
OG0005869	XENTR02475	bflo_12796, bflo_12797, bflo_12795
OG0005871	XENTR03471	bflo_14936
OG0005872	XENTR11811	bflo_19557
OG0005874	XENTR12341	bflo_19403
OG0005875	XENTR08470	bflo_22258
OG0005876	XENTR11129	bflo_11263
OG0005877	XENTR09830	bflo_25487
OG0005878	XENTR04121	bflo_09022
OG0005879	XENTR00215	bflo_13062
OG0005880	XENTR06014	bflo_11136
OG0005881	XENTR07990	bflo_05833, bflo_25206
OG0005883	XENTR00821	bflo_09148
OG0005884	XENTR05536	bflo_10784
OG0005885	XENTR14479	bflo_24247
OG0005886	XENTR11697	bflo_16494
OG0005887	XENTR14900	bflo_20064
OG0005888	XENTR04928	bflo_16587
OG0005889	XENTR00662	bflo_18198
OG0005890	XENTR17071	bflo_08222
OG0005893	XENTR00920	bflo_14799
OG0005894	XENTR00891, XENTR13041	bflo_14185
OG0005895	XENTR04951	bflo_06563
OG0005896	XENTR07474, XENTR09329	bflo_26437, bflo_06697, bflo_06515
OG0005897	XENTR08676, XENTR08677	bflo_05904
OG0005898	XENTR14156	bflo_23647
OG0005899	XENTR04251	bflo_15965
OG0005900	XENTR00304	bflo_25634
OG0005901	XENTR00489	bflo_12585
OG0005902	XENTR05146	bflo_13997
OG0005903	XENTR08468	bflo_21818
OG0005906	XENTR12698	bflo_04779
OG0005907	XENTR00375	bflo_11284
OG0005908	XENTR02656	bflo_01541
OG0005909	XENTR14750	bflo_06026
OG0005910	XENTR16642	bflo_21903
OG0005912	XENTR11602, XENTR11601, XENTR03265	bflo_24840
OG0005914	XENTR11305	bflo_10970
OG0005915	XENTR05918, XENTR02333	bflo_04747
OG0005916	XENTR04169	bflo_02386
OG0005917	XENTR16822	bflo_15892
OG0005918	XENTR03925	bflo_17063
OG0005919	XENTR00097, XENTR00096	bflo_15821
OG0005921	XENTR00634	bflo_08095
OG0005922	XENTR19143	bflo_12327
OG0005923	XENTR16075	bflo_07750
OG0005924	XENTR10424	bflo_13048
OG0005926	XENTR04964	bflo_12937
OG0005927	XENTR00112	bflo_20188
OG0005928	XENTR10650	bflo_24579
OG0005929	XENTR12228	bflo_26225
OG0005930	XENTR14085	bflo_05693, bflo_05692, bflo_05694
OG0005931	XENTR01406	bflo_12193
OG0005932	XENTR00959	bflo_11200
OG0005933	XENTR12800	bflo_17753, bflo_13146
OG0005936	XENTR08342	bflo_12730
OG0005937	XENTR01329	bflo_11517
OG0005938	XENTR11016	bflo_25181
OG0005939	XENTR08339	bflo_26914, bflo_09179, bflo_10495
OG0005940	XENTR13085	bflo_14798
OG0005941	XENTR16921	bflo_05690
OG0005942	XENTR04947	bflo_20128
OG0005943	XENTR05606	bflo_19800, bflo_19799
OG0005944	XENTR16564, XENTR16566, XENTR16565	bflo_05962
OG0005945	XENTR12111	bflo_06651
OG0005946	XENTR06821	bflo_11046
OG0005947	XENTR09350	bflo_22452
OG0005948	XENTR11831, XENTR17664	bflo_09534
OG0005949	XENTR12509	bflo_20580
OG0005951	XENTR05040	bflo_25186
OG0005952	XENTR01948	bflo_10378
OG0005953	XENTR07440, XENTR07441, XENTR05811	bflo_05405, bflo_05438
OG0005954	XENTR00461	bflo_26976, bflo_10839
OG0005955	XENTR02212	bflo_26910, bflo_08892
OG0005956	XENTR09665	bflo_15899
OG0005957	XENTR18017	bflo_06099
OG0005958	XENTR06687	bflo_17859
OG0005959	XENTR18932	bflo_06675
OG0005960	XENTR04253, XENTR04254	bflo_10445
OG0005961	XENTR07970	bflo_10941
OG0005964	XENTR11519	bflo_10949
OG0005966	XENTR07355	bflo_23330
OG0005967	XENTR04824	bflo_23299
OG0005968	XENTR13328	bflo_13397
OG0005969	XENTR16955	bflo_10882, bflo_26978
OG0005970	XENTR04665	bflo_26194
OG0005971	XENTR00136	bflo_03963
OG0005972	XENTR02124	bflo_07795
OG0005974	XENTR04691	bflo_16420
OG0005975	XENTR02304	bflo_22505
OG0005976	XENTR10013	bflo_14274
OG0005977	XENTR12877	bflo_03367
OG0005978	XENTR14183	bflo_00918
OG0005979	XENTR01894	bflo_00392
OG0005980	XENTR02536	bflo_03759
OG0005982	XENTR04745	bflo_25805
OG0005983	XENTR09070	bflo_06853
OG0005984	XENTR12144	bflo_26161
OG0005985	XENTR06983	bflo_07491
OG0005986	XENTR04122	bflo_22207
OG0005987	XENTR08582, XENTR11918	bflo_21283
OG0005989	XENTR16020	bflo_04801
OG0005993	XENTR12270	bflo_19203
OG0005996	XENTR13072	bflo_06368
OG0005997	XENTR04497, XENTR03748	bflo_14437
OG0005998	XENTR00864	bflo_04868
OG0006000	XENTR14856	bflo_10974
OG0006001	XENTR12132	bflo_03771
OG0006003	XENTR08305	bflo_26268
OG0006004	XENTR06199	bflo_02623
OG0006005	XENTR01598	bflo_14125
OG0006007	XENTR03430, XENTR09817	bflo_05673
OG0006008	XENTR10519	bflo_22991
OG0006009	XENTR12472	bflo_06215
OG0006010	XENTR14270	bflo_10215
OG0006011	XENTR06316	bflo_20391
OG0006012	XENTR02675	bflo_06228
OG0006013	XENTR12938	bflo_15984
OG0006014	XENTR03682, XENTR03683	bflo_14336
OG0006015	XENTR08679	bflo_06213
OG0006021	XENTR03020, XENTR14101, XENTR00600	bflo_18773, bflo_10780
OG0006022	XENTR19044, XENTR09688	bflo_13088, bflo_27072
OG0006023	XENTR17081, XENTR12615	bflo_02423
OG0006024	XENTR16108, XENTR05162, XENTR05161	bflo_22522, bflo_22088, bflo_21297
OG0006025	XENTR15734, XENTR15738, XENTR02470	bflo_12705
OG0006026	XENTR17607	bflo_06879, bflo_01596, bflo_22562, bflo_01701, bflo_01700, bflo_15524, bflo_18459, bflo_09855
OG0006027	XENTR06382, XENTR09935, XENTR05640	bflo_16595
OG0006028	XENTR14705, XENTR13899	bflo_01165
OG0006029	XENTR06380, XENTR00110	bflo_16635
OG0006032	XENTR01063	bflo_01966, bflo_22717, bflo_22948, bflo_20649, bflo_07798, bflo_03737, bflo_23469, bflo_23470
OG0006059	XENTR17303	bflo_12549
OG0006061	XENTR12573	bflo_02769
OG0006062	XENTR01805	bflo_14204
OG0006063	XENTR07530	bflo_08433
OG0006064	XENTR10338	bflo_01207
OG0006065	XENTR04759	bflo_06194
OG0006066	XENTR15153	bflo_15149, bflo_15301
OG0006067	XENTR16065	bflo_24916, bflo_24914, bflo_24915
OG0006068	XENTR03642, XENTR08142	bflo_07621
OG0006069	XENTR12713	bflo_23059
OG0006070	XENTR07400	bflo_22741
OG0006071	XENTR16097	bflo_15983
OG0006072	XENTR09314, XENTR09315	bflo_05952
OG0006073	XENTR14776	bflo_13041
OG0006074	XENTR12108	bflo_04848
OG0006076	XENTR04310, XENTR04309	bflo_12613, bflo_13303
OG0006077	XENTR07181	bflo_18537
OG0006078	XENTR03424, XENTR18894	bflo_08720
OG0006079	XENTR01421	bflo_06843
OG0006081	XENTR12883	bflo_09993
OG0006082	XENTR05362	bflo_02943
OG0006083	XENTR00742	bflo_11428
OG0006084	XENTR03553, XENTR03554	bflo_11203
OG0006085	XENTR01611	bflo_10467
OG0006087	XENTR04594	bflo_13279
OG0006090	XENTR13443	bflo_08182
OG0006092	XENTR01485	bflo_23254
OG0006095	XENTR14710	bflo_05909
OG0006096	XENTR06329	bflo_20073
OG0006097	XENTR12426	bflo_01181
OG0006098	XENTR08186	bflo_13460
OG0006099	XENTR01273, XENTR12991	bflo_23680
OG0006100	XENTR10987	bflo_13879, bflo_05233
OG0006101	XENTR01439	bflo_11020
OG0006102	XENTR08091	bflo_05928
OG0006103	XENTR08008	bflo_17529
OG0006104	XENTR13714	bflo_23037
OG0006107	XENTR14034, XENTR14033	bflo_03883, bflo_03886, bflo_03884, bflo_03885
OG0006108	XENTR12923	bflo_16412
OG0006110	XENTR10136	bflo_14760
OG0006111	XENTR17823, XENTR17822	bflo_14276
OG0006112	XENTR05885	bflo_12940
OG0006113	XENTR04621	bflo_13176
OG0006114	XENTR02803	bflo_09437
OG0006115	XENTR09139	bflo_18472
OG0006116	XENTR14543	bflo_08257
OG0006117	XENTR13745	bflo_02390
OG0006118	XENTR03384	bflo_13945
OG0006119	XENTR08875	bflo_14075
OG0006120	XENTR09766	bflo_05359
OG0006121	XENTR10914	bflo_25317
OG0006122	XENTR13129	bflo_23070
OG0006123	XENTR18981	bflo_10167
OG0006124	XENTR07608	bflo_17542
OG0006125	XENTR12664	bflo_12138
OG0006127	XENTR07638	bflo_10573
OG0006128	XENTR13569	bflo_14557
OG0006129	XENTR13796	bflo_18775
OG0006130	XENTR12277	bflo_20918
OG0006131	XENTR16174	bflo_19826
OG0006132	XENTR09551	bflo_10299
OG0006133	XENTR09837	bflo_01121
OG0006134	XENTR14999	bflo_13339
OG0006135	XENTR12446	bflo_10168
OG0006136	XENTR05198	bflo_01637
OG0006137	XENTR17758	bflo_18124
OG0006139	XENTR17331	bflo_11965
OG0006140	XENTR03667	bflo_18342
OG0006141	XENTR00345	bflo_00269
OG0006144	XENTR06622, XENTR06621	bflo_21040
OG0006145	XENTR04064	bflo_25040
OG0006146	XENTR07572, XENTR07573	bflo_07212
OG0006148	XENTR04750	bflo_15811
OG0006149	XENTR11705	bflo_13184
OG0006151	XENTR10086	bflo_21632
OG0006152	XENTR07468	bflo_04414
OG0006153	XENTR05646	bflo_14168, bflo_15221, bflo_14170
OG0006154	XENTR11239	bflo_07611
OG0006155	XENTR12154	bflo_07610
OG0006156	XENTR16540	bflo_21660
OG0006158	XENTR14287, XENTR03057	bflo_09174, bflo_01127
OG0006159	XENTR18552	bflo_22205
OG0006160	XENTR06388	bflo_11696
OG0006161	XENTR03324	bflo_00825
OG0006163	XENTR02676	bflo_07347
OG0006164	XENTR18051	bflo_13904
OG0006165	XENTR02514	bflo_12914
OG0006167	XENTR07924	bflo_10402
OG0006168	XENTR04926	bflo_15636
OG0006169	XENTR17131	bflo_15504
OG0006170	XENTR08214	bflo_00265
OG0006171	XENTR12055	bflo_05603
OG0006172	XENTR03028	bflo_13275
OG0006174	XENTR14083, XENTR13225	bflo_05689
OG0006175	XENTR04518	bflo_03397
OG0006176	XENTR14826	bflo_10375
OG0006177	XENTR13707	bflo_02434, bflo_02433, bflo_02197
OG0006178	XENTR08742	bflo_09792
OG0006179	XENTR11876	bflo_04520
OG0006180	XENTR04977	bflo_13527
OG0006182	XENTR17070	bflo_25676
OG0006183	XENTR04770	bflo_23251
OG0006184	XENTR10398	bflo_23887
OG0006185	XENTR04641	bflo_05702
OG0006186	XENTR02839	bflo_06017
OG0006187	XENTR12298, XENTR12297	bflo_05860
OG0006188	XENTR08108	bflo_26244
OG0006189	XENTR05613	bflo_22949
OG0006190	XENTR15217	bflo_05580
OG0006191	XENTR17542	bflo_06643
OG0006192	XENTR14355	bflo_18864
OG0006193	XENTR04349	bflo_02320
OG0006194	XENTR15322	bflo_23358
OG0006195	XENTR15174	bflo_20785
OG0006196	XENTR03085	bflo_21380
OG0006197	XENTR09518, XENTR17835	bflo_02457
OG0006198	XENTR13099	bflo_09515
OG0006199	XENTR06761, XENTR06762	bflo_18618
OG0006201	XENTR01161	bflo_23027
OG0006202	XENTR15922	bflo_12935
OG0006204	XENTR13371	bflo_21015
OG0006205	XENTR08784, XENTR08783	bflo_22797
OG0006206	XENTR14852, XENTR06668	bflo_08971
OG0006207	XENTR03524	bflo_01371
OG0006208	XENTR05045	bflo_06603
OG0006209	XENTR08641	bflo_06181
OG0006210	XENTR02933	bflo_13106
OG0006211	XENTR06206, XENTR06205	bflo_00270
OG0006212	XENTR12988	bflo_03802
OG0006213	XENTR08416	bflo_02502
OG0006214	XENTR11798	bflo_13485
OG0006215	XENTR04292	bflo_25728
OG0006216	XENTR14792	bflo_23257
OG0006217	XENTR09237	bflo_25027
OG0006219	XENTR03243, XENTR03244	bflo_21739
OG0006220	XENTR04214	bflo_00341
OG0006223	XENTR07943	bflo_00645
OG0006224	XENTR13017	bflo_24773
OG0006226	XENTR04747	bflo_25780
OG0006227	XENTR01910	bflo_08958
OG0006228	XENTR09481	bflo_03255
OG0006229	XENTR03562	bflo_15353
OG0006230	XENTR04159	bflo_00871
OG0006231	XENTR07806	bflo_01955
OG0006232	XENTR16162	bflo_19510
OG0006233	XENTR13560	bflo_00407
OG0006234	XENTR00067	bflo_26145
OG0006235	XENTR16645	bflo_04738
OG0006237	XENTR16475	bflo_24562
OG0006238	XENTR10713	bflo_09797
OG0006239	XENTR09561	bflo_12516
OG0006240	XENTR14524	bflo_11621, bflo_11462
OG0006241	XENTR09169, XENTR09168	bflo_15767
OG0006243	XENTR14329	bflo_01150
OG0006244	XENTR01206	bflo_20049
OG0006245	XENTR10382	bflo_08102, bflo_07454
OG0006246	XENTR08317, XENTR08316	bflo_25653
OG0006248	XENTR02044	bflo_10873
OG0006249	XENTR18011	bflo_21979
OG0006251	XENTR17672, XENTR17673	bflo_20251
OG0006252	XENTR11356	bflo_24544
OG0006254	XENTR04794	bflo_23376
OG0006255	XENTR13581	bflo_09248
OG0006256	XENTR12974	bflo_12433
OG0006257	XENTR14368	bflo_23181
OG0006258	XENTR05063	bflo_08012
OG0006259	XENTR15431, XENTR15430	bflo_01572
OG0006260	XENTR07975	bflo_11688
OG0006261	XENTR02875	bflo_11759
OG0006262	XENTR10478	bflo_13775
OG0006263	XENTR16349	bflo_13999
OG0006264	XENTR12516	bflo_20207
OG0006266	XENTR05490	bflo_16785
OG0006267	XENTR08276	bflo_09297
OG0006269	XENTR11232	bflo_11642
OG0006271	XENTR15420	bflo_04493
OG0006272	XENTR08299	bflo_18786
OG0006273	XENTR12414, XENTR09963	bflo_13704
OG0006274	XENTR10037	bflo_03315
OG0006275	XENTR07622	bflo_16471
OG0006277	XENTR12192	bflo_20538, bflo_20530
OG0006278	XENTR17395	bflo_20053
OG0006279	XENTR16888	bflo_17537
OG0006280	XENTR01612	bflo_04839
OG0006281	XENTR12028	bflo_24466
OG0006282	XENTR15370	bflo_02122, bflo_02747, bflo_08061
OG0006283	XENTR02905	bflo_00422
OG0006284	XENTR06698	bflo_18235
OG0006285	XENTR13372	bflo_16122
OG0006286	XENTR17703	bflo_18971
OG0006288	XENTR10301	bflo_20374
OG0006289	XENTR14556	bflo_11685
OG0006290	XENTR11599	bflo_24409
OG0006291	XENTR03996	bflo_14924
OG0006292	XENTR01719	bflo_13894
OG0006293	XENTR13916	bflo_20003
OG0006294	XENTR03051	bflo_16221
OG0006295	XENTR01520	bflo_20106
OG0006296	XENTR00735	bflo_12264
OG0006297	XENTR11225	bflo_11455
OG0006298	XENTR06203	bflo_02661
OG0006300	XENTR07486, XENTR07487	bflo_06298
OG0006301	XENTR02417	bflo_11595
OG0006302	XENTR12112	bflo_01595
OG0006303	XENTR16221, XENTR08241, XENTR08242	bflo_17565
OG0006304	XENTR07711	bflo_14203
OG0006305	XENTR17559, XENTR18952	bflo_08977
OG0006306	XENTR05458	bflo_17978
OG0006307	XENTR02770	bflo_25286
OG0006308	XENTR08889	bflo_18372
OG0006309	XENTR14030	bflo_03102
OG0006310	XENTR04453	bflo_03295
OG0006311	XENTR15701, XENTR15702	bflo_19318
OG0006312	XENTR14039	bflo_07378
OG0006313	XENTR12867	bflo_07043, bflo_10742
OG0006314	XENTR14429	bflo_07683
OG0006315	XENTR14232	bflo_22085
OG0006316	XENTR13989, XENTR13988	bflo_25242
OG0006318	XENTR08794, XENTR10765	bflo_17785
OG0006319	XENTR17260	bflo_24488
OG0006320	XENTR10726	bflo_05610
OG0006321	XENTR09888	bflo_13034
OG0006322	XENTR02812	bflo_12481
OG0006323	XENTR10824	bflo_14271, bflo_14647
OG0006324	XENTR04618	bflo_13519
OG0006325	XENTR06243	bflo_16487
OG0006326	XENTR11955	bflo_16206
OG0006327	XENTR15639	bflo_00309
OG0006328	XENTR08357	bflo_05901
OG0006329	XENTR01907	bflo_09310
OG0006330	XENTR12116	bflo_06068
OG0006331	XENTR02078	bflo_14428
OG0006332	XENTR11820	bflo_01909
OG0006333	XENTR00638, XENTR00639, XENTR11160	bflo_17612
OG0006334	XENTR11454	bflo_25899
OG0006335	XENTR08558	bflo_26558
OG0006337	XENTR03411	bflo_05655
OG0006338	XENTR00437	bflo_06097
OG0006339	XENTR00791	bflo_20035
OG0006340	XENTR08910	bflo_07116
OG0006341	XENTR01670	bflo_08361
OG0006343	XENTR14450	bflo_15442
OG0006344	XENTR15368	bflo_00813
OG0006345	XENTR09326	bflo_01943
OG0006346	XENTR17064	bflo_01146
OG0006347	XENTR05199	bflo_19080
OG0006348	XENTR06843	bflo_07405
OG0006349	XENTR07004	bflo_25604
OG0006350	XENTR13659	bflo_08058
OG0006351	XENTR17000	bflo_15509
OG0006352	XENTR04339	bflo_08289
OG0006353	XENTR02093	bflo_24274
OG0006355	XENTR14554, XENTR14553	bflo_12478
OG0006356	XENTR11146	bflo_20389
OG0006357	XENTR09643, XENTR09642	bflo_24141
OG0006359	XENTR13253	bflo_15575
OG0006360	XENTR11510	bflo_03385, bflo_03153
OG0006361	XENTR00506, XENTR00507	bflo_05840
OG0006362	XENTR05459	bflo_18189
OG0006363	XENTR09507	bflo_09433
OG0006364	XENTR09578	bflo_07999
OG0006365	XENTR05265	bflo_14330
OG0006366	XENTR03200	bflo_22239, bflo_22237
OG0006367	XENTR16726	bflo_06248, bflo_06247
OG0006368	XENTR01724	bflo_18515
OG0006370	XENTR06294	bflo_26334
OG0006372	XENTR08472	bflo_12563
OG0006373	XENTR15038	bflo_04170, bflo_16947
OG0006375	XENTR01833	bflo_23851
OG0006376	XENTR07738	bflo_16217
OG0006377	XENTR13700, XENTR18549, XENTR18550	bflo_11135
OG0006378	XENTR05710	bflo_09263
OG0006379	XENTR03826	bflo_05849
OG0006380	XENTR07519	bflo_15110
OG0006381	XENTR06606	bflo_11104
OG0006382	XENTR08999	bflo_22436
OG0006383	XENTR15954	bflo_07440
OG0006384	XENTR13211	bflo_03084
OG0006385	XENTR14544	bflo_13000
OG0006386	XENTR12059	bflo_01615
OG0006387	XENTR17469, XENTR08445	bflo_17863
OG0006388	XENTR16581	bflo_22694
OG0006389	XENTR16925	bflo_18130
OG0006390	XENTR00780	bflo_11594
OG0006391	XENTR02605	bflo_15883
OG0006393	XENTR07149, XENTR11546	bflo_06225
OG0006394	XENTR05625	bflo_23411
OG0006395	XENTR18848, XENTR18849	bflo_06376
OG0006396	XENTR05740	bflo_16107
OG0006401	XENTR17593, XENTR13636	bflo_14726
OG0006402	XENTR05561	bflo_15109
OG0006404	XENTR07658, XENTR18174, XENTR17087, XENTR18033, XENTR18034, XENTR18142, XENTR14007, XENTR17002, XENTR14628, XENTR14630, XENTR16594, XENTR14011, XENTR14009, XENTR07657, XENTR07663	bflo_09516
OG0006405	XENTR18434	bflo_03370
OG0006406	XENTR01666, XENTR10929	bflo_14987
OG0006407	XENTR01503, XENTR01502, XENTR14495	bflo_18602
OG0006410	XENTR03956, XENTR07873, XENTR07872	bflo_04332
OG0006412	XENTR13896, XENTR18723, XENTR07795, XENTR08019	bflo_04438
OG0006413	XENTR16123, XENTR11226, XENTR02374	bflo_11076
OG0006414	XENTR06709	bflo_01049
OG0006415	XENTR14275, XENTR01183, XENTR09445	bflo_06352
OG0006416	XENTR11216	bflo_20798, bflo_20796, bflo_15415
OG0006442	XENTR08173	bflo_13908
OG0006443	XENTR09473	bflo_14515
OG0006446	XENTR16098	bflo_15544
OG0006447	XENTR07741	bflo_16566
OG0006448	XENTR02943	bflo_19539
OG0006452	XENTR02590, XENTR02788	bflo_12103
OG0006454	XENTR04050	bflo_20245
OG0006456	XENTR08352	bflo_10513
OG0006457	XENTR11459, XENTR11458	bflo_01628
OG0006458	XENTR02651	bflo_19280
OG0006459	XENTR08528	bflo_06293
OG0006460	XENTR00159	bflo_21998
OG0006461	XENTR07035	bflo_11702
OG0006462	XENTR01277	bflo_23860
OG0006463	XENTR14323	bflo_02802
OG0006464	XENTR10541	bflo_21869
OG0006465	XENTR07508	bflo_19143
OG0006467	XENTR02705	bflo_13935
OG0006468	XENTR05148	bflo_13078
OG0006469	XENTR07325	bflo_23774
OG0006470	XENTR15042	bflo_07907
OG0006471	XENTR14365	bflo_26062
OG0006474	XENTR00813	bflo_20828
OG0006475	XENTR10608	bflo_18753
OG0006476	XENTR04361	bflo_15113
OG0006477	XENTR04447	bflo_07560
OG0006478	XENTR14784	bflo_25612
OG0006479	XENTR08062	bflo_24039
OG0006480	XENTR17557	bflo_00678
OG0006481	XENTR02608	bflo_06049
OG0006482	XENTR03862	bflo_20797
OG0006483	XENTR10963	bflo_06037
OG0006485	XENTR16219	bflo_07585
OG0006486	XENTR11132, XENTR15545	bflo_11432
OG0006487	XENTR02802	bflo_11592
OG0006488	XENTR02069	bflo_19816
OG0006490	XENTR10811	bflo_10870, bflo_05896
OG0006491	XENTR07123	bflo_06140
OG0006493	XENTR17127, XENTR17126	bflo_21776
OG0006494	XENTR09027	bflo_21293
OG0006496	XENTR00108	bflo_17077
OG0006497	XENTR00921	bflo_10177
OG0006498	XENTR16311	bflo_04405
OG0006499	XENTR01284	bflo_16614
OG0006501	XENTR12662	bflo_17311
OG0006502	XENTR18276	bflo_17569
OG0006503	XENTR17521	bflo_21277
OG0006504	XENTR07120	bflo_20826
OG0006505	XENTR02899	bflo_19259
OG0006506	XENTR01492	bflo_04731
OG0006508	XENTR12459, XENTR11779	bflo_20287
OG0006509	XENTR13835	bflo_14958
OG0006510	XENTR16128	bflo_13854
OG0006511	XENTR06903	bflo_13916
OG0006512	XENTR05619	bflo_23985
OG0006513	XENTR00521	bflo_12858
OG0006514	XENTR05648	bflo_14347
OG0006515	XENTR13526	bflo_11505
OG0006516	XENTR13095	bflo_10198
OG0006517	XENTR09962	bflo_24897
