Orthogroup	XENTR	CAEEL
OG0001895	XENTR16129	CAEEL00352, CAEEL16104
OG0001898	XENTR15118, XENTR03836	CAEEL15099
OG0001899	XENTR14578, XENTR09469	CAEEL14131
OG0001900	XENTR02100	CAEEL16160
OG0001901	XENTR03557	CAEEL08532, CAEEL08531
OG0001903	XENTR07494	CAEEL12995
OG0001905	XENTR14157, XENTR17951, XENTR01202	CAEEL18799
OG0001913	XENTR06742, XENTR01451	CAEEL00139
OG0001915	XENTR06298	CAEEL10189
OG0001916	XENTR10953	CAEEL14482
OG0001916	XENTR12336	CAEEL07131
OG0001917	XENTR00340, XENTR11451, XENTR14754, XENTR10651	CAEEL05323, CAEEL05320, CAEEL05322, CAEEL05321
OG0001918	XENTR16543, XENTR04216	CAEEL07844
OG0001919	XENTR09434	CAEEL18092
OG0001923	XENTR13216, XENTR11935	CAEEL00866, CAEEL02499
OG0001926	XENTR00430	CAEEL05295
OG0001928	XENTR07469	CAEEL19148
OG0001930	XENTR01448, XENTR05304, XENTR05873	CAEEL01812
OG0001932	XENTR09901, XENTR15132	CAEEL18548, CAEEL17132
OG0001933	XENTR13601	CAEEL05724
OG0001934	XENTR12704, XENTR05609	CAEEL04980, CAEEL04981
OG0001935	XENTR00153	CAEEL01455
OG0001939	XENTR02477, XENTR10993	CAEEL05317
OG0001940	XENTR14019	CAEEL08846
OG0001945	XENTR03955, XENTR07870	CAEEL05071
OG0001946	XENTR09726, XENTR07293, XENTR04877, XENTR04876	CAEEL11023
OG0001947	XENTR07021, XENTR02357	CAEEL20697
OG0001948	XENTR14766, XENTR08991, XENTR16041, XENTR06626	CAEEL15692
OG0001949	XENTR01148, XENTR11100	CAEEL19721
OG0001950	XENTR12232, XENTR11572, XENTR03988	CAEEL05818
OG0001951	XENTR07227, XENTR16258	CAEEL08644, CAEEL02798
OG0001952	XENTR09389	CAEEL00959
OG0001953	XENTR09118, XENTR10393	CAEEL01457
OG0001956	XENTR05066	CAEEL07023
OG0001958	XENTR16906, XENTR09373, XENTR02730, XENTR00657	CAEEL19146
OG0001961	XENTR01355, XENTR01247	CAEEL11703
OG0001962	XENTR05922, XENTR12047, XENTR12045, XENTR12046	CAEEL07745
OG0001963	XENTR17226, XENTR11249, XENTR07153	CAEEL09651
OG0001964	XENTR10264	CAEEL18880
OG0001965	XENTR17416	CAEEL15340
OG0001966	XENTR15870, XENTR04015	CAEEL15352, CAEEL06723
OG0001968	XENTR16410	CAEEL10639
OG0001969	XENTR08255, XENTR15375	CAEEL09244, CAEEL09472, CAEEL00361
OG0001970	XENTR06672, XENTR13877	CAEEL17419
OG0001971	XENTR06746, XENTR11941, XENTR05064, XENTR08132	CAEEL16320, CAEEL14231, CAEEL18293, CAEEL18291, CAEEL04802, CAEEL10583
OG0001974	XENTR09807	CAEEL10261
OG0001978	XENTR04821, XENTR00953, XENTR00943, XENTR00949, XENTR00945, XENTR00947, XENTR00946, XENTR00948, XENTR00952, XENTR00951, XENTR00944	CAEEL18757
OG0001985	XENTR06332, XENTR03530	CAEEL08373, CAEEL02584, CAEEL02585
OG0001987	XENTR04550, XENTR14677	CAEEL06766
OG0001988	XENTR11854	CAEEL02095
OG0001989	XENTR14006, XENTR12273	CAEEL20436
OG0001990	XENTR12970	CAEEL18486
OG0001991	XENTR02462	CAEEL08725
OG0001992	XENTR05527, XENTR15316	CAEEL00543
OG0001994	XENTR10934, XENTR08885	CAEEL19344, CAEEL02372
OG0001998	XENTR16338, XENTR14682	CAEEL08296
OG0001999	XENTR00961	CAEEL06715
OG0002000	XENTR12364, XENTR05813	CAEEL08459
OG0002001	XENTR12894, XENTR07328	CAEEL07856
OG0002002	XENTR06108, XENTR09713	CAEEL05495, CAEEL09310, CAEEL01852
OG0002003	XENTR14361, XENTR02394	CAEEL18663
OG0002005	XENTR18436, XENTR03549, XENTR02807, XENTR08268, XENTR01964	CAEEL10504
OG0002006	XENTR12258, XENTR12259	CAEEL16051, CAEEL18232
OG0002008	XENTR08143, XENTR06727	CAEEL11706
OG0002009	XENTR15588, XENTR12337, XENTR12338	CAEEL18123, CAEEL18838, CAEEL10136, CAEEL10135, CAEEL10131, CAEEL08207
OG0002011	XENTR15809, XENTR12417	CAEEL06587, CAEEL01459
OG0002013	XENTR16536	CAEEL00803, CAEEL01317
OG0002015	XENTR07357, XENTR03893	CAEEL07232
OG0002016	XENTR08295, XENTR04258	CAEEL10751
OG0002017	XENTR14273, XENTR15282, XENTR15484	CAEEL04551
OG0002018	XENTR12197, XENTR00896, XENTR09258, XENTR06435	CAEEL08242
OG0002020	XENTR01912, XENTR15447, XENTR08657	CAEEL20282
OG0002023	XENTR12329, XENTR11622, XENTR16758	CAEEL12418
OG0002025	XENTR01824	CAEEL01720
OG0002026	XENTR08832	CAEEL09267
OG0002027	XENTR09267, XENTR07230, XENTR00276	CAEEL19841
OG0002031	XENTR15929, XENTR15928, XENTR08011	CAEEL07288
OG0002032	XENTR02603	CAEEL15092
OG0002036	XENTR02413, XENTR02087	CAEEL17432
OG0002043	XENTR04074, XENTR04633	CAEEL01497
OG0002059	XENTR06499, XENTR04009, XENTR04010	CAEEL20695
OG0002060	XENTR11618	CAEEL17542
OG0002062	XENTR10057, XENTR05037	CAEEL01567
OG0002064	XENTR00155, XENTR11867, XENTR06658	CAEEL17790
OG0002067	XENTR11063	CAEEL08430
OG0002068	XENTR08494	CAEEL15280
OG0002073	XENTR13381, XENTR08969, XENTR17145, XENTR07900	CAEEL08416, CAEEL13072, CAEEL01141, CAEEL05593
OG0002074	XENTR16013	CAEEL18383
OG0002076	XENTR05229, XENTR17066	CAEEL17850
OG0002077	XENTR13971, XENTR13972, XENTR02927	CAEEL08392
OG0002078	XENTR16673, XENTR07358	CAEEL04535
OG0002079	XENTR13830, XENTR00665	CAEEL07901
OG0002080	XENTR01136, XENTR01135, XENTR13342	CAEEL03246, CAEEL12691
OG0002081	XENTR00902	CAEEL14941, CAEEL14928
OG0002085	XENTR12804, XENTR08902, XENTR03047	CAEEL11230, CAEEL11229
OG0002086	XENTR08521, XENTR13798	CAEEL01985
OG0002087	XENTR06831	CAEEL07742
OG0002089	XENTR03801, XENTR07199, XENTR07988, XENTR10242, XENTR17245, XENTR04986	CAEEL13352
OG0002089	XENTR15008	CAEEL17973
OG0002090	XENTR15595	CAEEL00790
OG0002094	XENTR07026, XENTR07025	CAEEL11189, CAEEL11187, CAEEL11188, CAEEL10823
OG0002095	XENTR13181, XENTR03455, XENTR14381, XENTR09072	CAEEL07104
OG0002097	XENTR04416, XENTR03687	CAEEL03161, CAEEL00098, CAEEL19231
OG0002099	XENTR02496	CAEEL05221
OG0002101	XENTR04299	CAEEL04990
OG0002102	XENTR06095, XENTR11926, XENTR13481, XENTR13482	CAEEL20714
OG0002103	XENTR15401, XENTR15782	CAEEL16392, CAEEL16394
OG0002104	XENTR05884	CAEEL08654
OG0002105	XENTR11631, XENTR14520	CAEEL18772
OG0002106	XENTR03305, XENTR11760	CAEEL18235, CAEEL08825
OG0002107	XENTR10514	CAEEL07845
OG0002108	XENTR13048, XENTR07710	CAEEL05450, CAEEL05957, CAEEL15378
OG0002122	XENTR13182, XENTR09071	CAEEL09431
OG0002125	XENTR18863	CAEEL10327
OG0002125	XENTR01325	CAEEL06344
OG0002131	XENTR05730, XENTR05731, XENTR18308, XENTR17313	CAEEL00336
OG0002135	XENTR08449, XENTR18195, XENTR01218	CAEEL01398, CAEEL15762
OG0002139	XENTR00173, XENTR13536	CAEEL15822
OG0002143	XENTR07155, XENTR13874	CAEEL01697
OG0002144	XENTR18301, XENTR10292	CAEEL08787
OG0002145	XENTR06603	CAEEL00125
OG0002146	XENTR12879, XENTR02800	CAEEL10604
OG0002147	XENTR15274, XENTR00295	CAEEL05229
OG0002148	XENTR13087	CAEEL13205
OG0002151	XENTR01675	CAEEL19229
OG0002156	XENTR04891	CAEEL08424
OG0002157	XENTR10258	CAEEL07043, CAEEL10861
OG0002160	XENTR18209	CAEEL05075
OG0002163	XENTR00389, XENTR18816, XENTR00388, XENTR07424	CAEEL04144
OG0002165	XENTR12790	CAEEL13880
OG0002166	XENTR10313, XENTR06523	CAEEL06693, CAEEL06692
OG0002167	XENTR01922, XENTR03650, XENTR12692	CAEEL10771, CAEEL20502
OG0002168	XENTR05025, XENTR15448	CAEEL06529
OG0002169	XENTR11319, XENTR12444	CAEEL19452
OG0002170	XENTR13652	CAEEL11886
OG0002171	XENTR02510, XENTR15921	CAEEL09511
OG0002173	XENTR02932, XENTR05324	CAEEL02072
OG0002175	XENTR06785	CAEEL11081
OG0002177	XENTR11672, XENTR05111, XENTR02389	CAEEL16080
OG0002179	XENTR17544	CAEEL17210, CAEEL19563
OG0002182	XENTR05974, XENTR01224	CAEEL11866
OG0002184	XENTR05819, XENTR11457	CAEEL06428
OG0002185	XENTR06645, XENTR00451	CAEEL01312
OG0002187	XENTR16423	CAEEL05615
OG0002188	XENTR01062	CAEEL10832
OG0002189	XENTR00331	CAEEL17261, CAEEL17762, CAEEL20687
OG0002190	XENTR06037, XENTR01498, XENTR01499	CAEEL18099
OG0002191	XENTR01870, XENTR03789	CAEEL00670
OG0002192	XENTR11890	CAEEL07481, CAEEL08574
OG0002201	XENTR09884	CAEEL01613
OG0002202	XENTR07620	CAEEL16912, CAEEL17796
OG0002212	XENTR05799	CAEEL17949
OG0002213	XENTR02106	CAEEL09259
OG0002214	XENTR07930, XENTR16498, XENTR02689, XENTR02690	CAEEL03136
OG0002216	XENTR02859	CAEEL09929, CAEEL09930
OG0002217	XENTR09078	CAEEL18475, CAEEL05058
OG0002218	XENTR02678, XENTR05714	CAEEL00880
OG0002222	XENTR03278	CAEEL05529
OG0002224	XENTR04276, XENTR01944	CAEEL10158
OG0002225	XENTR14771	CAEEL15252
OG0002226	XENTR06512, XENTR03995	CAEEL04806
OG0002227	XENTR18535	CAEEL00491
OG0002228	XENTR07401, XENTR11182	CAEEL05227
OG0002229	XENTR00831	CAEEL08325
OG0002236	XENTR02976, XENTR06598	CAEEL18503
OG0002237	XENTR05472, XENTR06971, XENTR14618	CAEEL00004
OG0002239	XENTR09309, XENTR17015	CAEEL05928
OG0002240	XENTR09016	CAEEL05366
OG0002241	XENTR15534, XENTR00886	CAEEL07281
OG0002243	XENTR03644, XENTR06468	CAEEL05910, CAEEL11717
OG0002244	XENTR05927	CAEEL02764
OG0002246	XENTR09317, XENTR11437, XENTR08637	CAEEL00010
OG0002251	XENTR13199, XENTR02220	CAEEL18329, CAEEL19690
OG0002252	XENTR07010, XENTR09805, XENTR07309	CAEEL18710
OG0002255	XENTR05622, XENTR07271, XENTR02965	CAEEL01086
OG0002257	XENTR11360, XENTR03831	CAEEL14323
OG0002258	XENTR11554	CAEEL10467
OG0002259	XENTR16720, XENTR04562	CAEEL08231
OG0002260	XENTR05549	CAEEL08208
OG0002261	XENTR12712, XENTR18200, XENTR12711	CAEEL09054
OG0002262	XENTR03359	CAEEL07374
OG0002263	XENTR11327	CAEEL08085
OG0002264	XENTR11031, XENTR12994	CAEEL01891
OG0002265	XENTR08018, XENTR15740	CAEEL01664
OG0002266	XENTR10523, XENTR10524, XENTR01757	CAEEL18931
OG0002270	XENTR13158, XENTR01343	CAEEL01255
OG0002272	XENTR02511	CAEEL00180, CAEEL00181
OG0002275	XENTR05172, XENTR12040	CAEEL19733
OG0002278	XENTR11991, XENTR15310	CAEEL17984, CAEEL17983
OG0002279	XENTR17502, XENTR08016	CAEEL01783, CAEEL19214
OG0002280	XENTR13539, XENTR13538, XENTR05453	CAEEL01565
OG0002281	XENTR02192, XENTR11832, XENTR08042	CAEEL20772
OG0002283	XENTR08932, XENTR04899, XENTR04898	CAEEL11974
OG0002284	XENTR09193, XENTR00069	CAEEL09475
OG0002286	XENTR10663	CAEEL15075
OG0002288	XENTR12739, XENTR07532	CAEEL11923
OG0002289	XENTR02736, XENTR05940, XENTR16084	CAEEL09428, CAEEL09935, CAEEL20243, CAEEL11495
OG0002291	XENTR04746	CAEEL05473, CAEEL19449, CAEEL19450, CAEEL03560, CAEEL03557, CAEEL03551, CAEEL03556, CAEEL03569, CAEEL03564, CAEEL03568, CAEEL03567, CAEEL03561, CAEEL03566, CAEEL03562, CAEEL03563, CAEEL19451, CAEEL03559, CAEEL03558
OG0002292	XENTR10569	CAEEL11264
OG0002293	XENTR04957, XENTR12754	CAEEL01475
OG0002294	XENTR05741, XENTR12369	CAEEL03275, CAEEL03274
OG0002297	XENTR00024, XENTR00025, XENTR00023	CAEEL10891, CAEEL10889, CAEEL09503
OG0002312	XENTR06437, XENTR06436	CAEEL04818, CAEEL04817
OG0002316	XENTR13680, XENTR13681, XENTR04956	CAEEL01858, CAEEL01859
OG0002317	XENTR08993, XENTR11973	CAEEL13995
OG0002318	XENTR14796	CAEEL05991
OG0002321	XENTR17990	CAEEL11607
OG0002324	XENTR11808	CAEEL14861
OG0002325	XENTR08080	CAEEL12660
OG0002326	XENTR11657, XENTR05110	CAEEL19309
OG0002327	XENTR06367, XENTR18257	CAEEL11423
OG0002331	XENTR02956, XENTR08347	CAEEL13492, CAEEL01768
OG0002332	XENTR04333, XENTR06466	CAEEL07378
OG0002335	XENTR02895	CAEEL02679, CAEEL02678
OG0002336	XENTR08017, XENTR02030, XENTR07074	CAEEL18832
OG0002340	XENTR07803	CAEEL00545
OG0002341	XENTR17261, XENTR17262	CAEEL07757
OG0002342	XENTR10598, XENTR12752	CAEEL06352, CAEEL06355, CAEEL00891
OG0002343	XENTR09466, XENTR17455, XENTR10712	CAEEL20506, CAEEL10734
OG0002344	XENTR01511, XENTR10309	CAEEL07661
OG0002346	XENTR16322	CAEEL04391
OG0002348	XENTR03865	CAEEL10632
OG0002352	XENTR10484	CAEEL04784
OG0002354	XENTR07671	CAEEL09038
OG0002355	XENTR01023, XENTR01621	CAEEL08630
OG0002356	XENTR11801, XENTR14127	CAEEL17852
OG0002357	XENTR15504, XENTR14393	CAEEL14198
OG0002358	XENTR15985	CAEEL20542
OG0002359	XENTR14398	CAEEL10259
OG0002360	XENTR06917, XENTR14802	CAEEL19089
OG0002361	XENTR00595, XENTR12105	CAEEL16240, CAEEL14724
OG0002362	XENTR06985, XENTR01436, XENTR11944	CAEEL01494
OG0002363	XENTR01831, XENTR13726	CAEEL18180
OG0002366	XENTR03010, XENTR09341, XENTR07763	CAEEL01476
OG0002367	XENTR04737	CAEEL02851
OG0002368	XENTR03040, XENTR01632	CAEEL06921
OG0002369	XENTR08498	CAEEL00665
OG0002370	XENTR11205	CAEEL06782
OG0002371	XENTR13442, XENTR02101, XENTR08507	CAEEL10782, CAEEL02897
OG0002373	XENTR07192, XENTR18177, XENTR07193	CAEEL10724, CAEEL10847
OG0002374	XENTR17796, XENTR09958	CAEEL00989, CAEEL03595
OG0002375	XENTR03186	CAEEL09148
OG0002376	XENTR03067	CAEEL16557
OG0002379	XENTR09370, XENTR18063	CAEEL20511
OG0002396	XENTR06625, XENTR12782	CAEEL15127
OG0002400	XENTR11297, XENTR02866, XENTR00907	CAEEL12685
OG0002402	XENTR18948	CAEEL07971
OG0002405	XENTR14459, XENTR14636, XENTR00692	CAEEL09238
OG0002406	XENTR13694, XENTR16471	CAEEL05272
OG0002407	XENTR16253, XENTR18256	CAEEL11836
OG0002408	XENTR05124	CAEEL05340
OG0002409	XENTR17207, XENTR00759, XENTR02804	CAEEL12380
OG0002410	XENTR18986	CAEEL06445
OG0002411	XENTR10283, XENTR09696	CAEEL09509
OG0002413	XENTR12213	CAEEL05456
OG0002414	XENTR04525, XENTR13332	CAEEL16542
OG0002415	XENTR18259	CAEEL09540, CAEEL09394, CAEEL15033
OG0002416	XENTR00162	CAEEL00247
OG0002421	XENTR11863	CAEEL09266
OG0002422	XENTR12603	CAEEL09220
OG0002424	XENTR09777	CAEEL18326
OG0002425	XENTR18312	CAEEL00712
OG0002429	XENTR18057, XENTR02469	CAEEL05601
OG0002433	XENTR13711	CAEEL18398
OG0002434	XENTR07224, XENTR04195	CAEEL09324
OG0002439	XENTR00776, XENTR00775, XENTR12812	CAEEL06145, CAEEL06146
OG0002441	XENTR05912	CAEEL01735
OG0002442	XENTR16535, XENTR16802	CAEEL00999
OG0002443	XENTR00383	CAEEL11867
OG0002444	XENTR02476, XENTR07767, XENTR07766	CAEEL11588
OG0002445	XENTR03182	CAEEL08003
OG0002448	XENTR17600	CAEEL11664
OG0002449	XENTR09497, XENTR05548	CAEEL15838
OG0002450	XENTR19093, XENTR14079	CAEEL02915
OG0002453	XENTR10071	CAEEL12607, CAEEL12794, CAEEL12792, CAEEL12793, CAEEL12796, CAEEL13671
OG0002454	XENTR10315, XENTR04033	CAEEL06870
OG0002456	XENTR14930, XENTR12253	CAEEL19152, CAEEL02912
OG0002457	XENTR07718	CAEEL08209
OG0002461	XENTR04357	CAEEL07388
OG0002464	XENTR07553, XENTR03314	CAEEL09680
OG0002467	XENTR11901, XENTR00224, XENTR12141	CAEEL00166
OG0002476	XENTR00493	CAEEL00590
OG0002477	XENTR15214, XENTR18901, XENTR14214	CAEEL05771
OG0002481	XENTR02103, XENTR02102, XENTR12801, XENTR14366	CAEEL07210
OG0002486	XENTR12613	CAEEL00554
OG0002487	XENTR08514, XENTR00198	CAEEL13022
OG0002489	XENTR14912, XENTR08038	CAEEL20456
OG0002490	XENTR06810, XENTR02883	CAEEL09795
OG0002492	XENTR09648	CAEEL07791
OG0002494	XENTR02970, XENTR04622	CAEEL02924
OG0002495	XENTR01127	CAEEL05776
OG0002497	XENTR12266, XENTR01749	CAEEL00487
OG0002499	XENTR14604, XENTR11611	CAEEL02172, CAEEL11853
OG0002503	XENTR09737	CAEEL11848, CAEEL10709, CAEEL17654, CAEEL17049, CAEEL10625
OG0002504	XENTR01166, XENTR07118	CAEEL06712, CAEEL09129
OG0002505	XENTR00934	CAEEL05922
OG0002506	XENTR11712, XENTR05544	CAEEL00901
OG0002507	XENTR04668, XENTR13282, XENTR15339	CAEEL03010
OG0002509	XENTR15346	CAEEL10641, CAEEL10642
OG0002510	XENTR13486	CAEEL15444
OG0002511	XENTR03365, XENTR03366, XENTR08403	CAEEL03054
OG0002512	XENTR00923, XENTR07865	CAEEL06721
OG0002516	XENTR02644, XENTR10617	CAEEL07616
OG0002518	XENTR16754, XENTR16755	CAEEL03272
OG0002519	XENTR06434, XENTR00894, XENTR00893	CAEEL07683
OG0002520	XENTR16161, XENTR11725	CAEEL11387
OG0002523	XENTR18468, XENTR15973, XENTR15750	CAEEL09506
OG0002524	XENTR10321, XENTR11155, XENTR14887	CAEEL07737
OG0002527	XENTR09927, XENTR16099	CAEEL00425, CAEEL00799
OG0002528	XENTR13773	CAEEL14274
OG0002529	XENTR03254	CAEEL18703, CAEEL04668
OG0002530	XENTR00564, XENTR12121	CAEEL18169
OG0002532	XENTR07408, XENTR07406, XENTR07407	CAEEL00641
OG0002533	XENTR06540, XENTR01165	CAEEL08550
OG0002534	XENTR10061, XENTR19266	CAEEL08629
OG0002537	XENTR01807	CAEEL07418
OG0002541	XENTR17249	CAEEL09534
OG0002542	XENTR02923, XENTR13960, XENTR03763	CAEEL06956
OG0002543	XENTR00842	CAEEL07344
OG0002545	XENTR13316, XENTR06400	CAEEL12452
OG0002547	XENTR10889, XENTR07983	CAEEL02085
OG0002548	XENTR11978	CAEEL14464, CAEEL04858, CAEEL17540, CAEEL14091
OG0002549	XENTR03082	CAEEL18135
OG0002551	XENTR07537, XENTR04894	CAEEL01609
OG0002552	XENTR06745, XENTR08130	CAEEL01916
OG0002553	XENTR05088, XENTR18636	CAEEL07705
OG0002554	XENTR12428	CAEEL13829
OG0002557	XENTR15925, XENTR17200, XENTR15926	CAEEL02904
OG0002558	XENTR00183, XENTR15308	CAEEL18130
OG0002559	XENTR08983, XENTR07448	CAEEL14654
OG0002561	XENTR10163	CAEEL13357
OG0002562	XENTR04290, XENTR11943	CAEEL00489
OG0002563	XENTR05935, XENTR03654, XENTR17265	CAEEL08940
OG0002564	XENTR18727	CAEEL14884
OG0002565	XENTR13021	CAEEL01779, CAEEL19992
OG0002566	XENTR07442	CAEEL18146
OG0002567	XENTR08378	CAEEL10186, CAEEL10185
OG0002569	XENTR14337	CAEEL18770
OG0002570	XENTR02508	CAEEL02126
OG0002571	XENTR01668, XENTR05634	CAEEL01329, CAEEL00047
OG0002572	XENTR19003, XENTR00391, XENTR00390, XENTR05436	CAEEL06422
OG0002573	XENTR01832, XENTR07377	CAEEL00251, CAEEL14125, CAEEL08863, CAEEL20490
OG0002574	XENTR11279	CAEEL13992
OG0002587	XENTR02962, XENTR08363	CAEEL02535
OG0002593	XENTR09419, XENTR02988	CAEEL06340, CAEEL06341
OG0002594	XENTR03750, XENTR15912, XENTR15914, XENTR15913	CAEEL02859
OG0002598	XENTR00361, XENTR00360, XENTR06999	CAEEL04239
OG0002599	XENTR14546	CAEEL09489, CAEEL05240
OG0002600	XENTR14793	CAEEL18751
OG0002601	XENTR09945, XENTR10108	CAEEL11850, CAEEL17493, CAEEL06460
OG0002602	XENTR13735, XENTR16270	CAEEL19298
OG0002605	XENTR04671	CAEEL06425
OG0002608	XENTR13670	CAEEL20298
OG0002609	XENTR06747, XENTR08636, XENTR08635	CAEEL00486
OG0002610	XENTR00520, XENTR17304	CAEEL00976
OG0002611	XENTR06282, XENTR03811	CAEEL00525
OG0002614	XENTR09336, XENTR02999	CAEEL18150
OG0002617	XENTR07545, XENTR07546	CAEEL08131
OG0002618	XENTR10256, XENTR00130	CAEEL11865
OG0002620	XENTR13161, XENTR13162, XENTR01313	CAEEL18902
OG0002624	XENTR17532	CAEEL00996
OG0002628	XENTR01310, XENTR09673	CAEEL20832
OG0002630	XENTR09334	CAEEL00017
OG0002643	XENTR01733	CAEEL01960
OG0002644	XENTR03973, XENTR14388	CAEEL00760
OG0002645	XENTR13167	CAEEL09814
OG0002646	XENTR16009	CAEEL10837
OG0002649	XENTR01936, XENTR08644	CAEEL18434
OG0002651	XENTR07624	CAEEL02017, CAEEL08032
OG0002652	XENTR03749, XENTR10217	CAEEL15940
OG0002653	XENTR00850	CAEEL15759
OG0002653	XENTR00846	CAEEL09022
OG0002655	XENTR10045	CAEEL10857
OG0002656	XENTR16931	CAEEL06531
OG0002658	XENTR06758, XENTR07235, XENTR07234	CAEEL08300
OG0002659	XENTR05178	CAEEL20147, CAEEL01412
OG0002660	XENTR17114, XENTR17113	CAEEL11563
OG0002661	XENTR04465, XENTR17775	CAEEL19789
OG0002662	XENTR11336, XENTR13715, XENTR04816	CAEEL18190
OG0002663	XENTR05765, XENTR09893	CAEEL19742
OG0002665	XENTR15988	CAEEL08820
OG0002666	XENTR12989	CAEEL11407
OG0002667	XENTR15408, XENTR07787	CAEEL18607
OG0002668	XENTR05961, XENTR10409	CAEEL02604
OG0002669	XENTR12334	CAEEL09214, CAEEL09178
OG0002670	XENTR09001	CAEEL15710
OG0002671	XENTR05883, XENTR02955, XENTR08346	CAEEL01274
OG0002677	XENTR09797	CAEEL10901
OG0002678	XENTR12167	CAEEL06946, CAEEL06945, CAEEL01197
OG0002679	XENTR03087, XENTR03088, XENTR16063	CAEEL06006
OG0002683	XENTR11456, XENTR00050	CAEEL05356
OG0002708	XENTR05903	CAEEL01926, CAEEL12503
OG0002714	XENTR09377	CAEEL02672, CAEEL09684, CAEEL16105, CAEEL16248, CAEEL20570
OG0002715	XENTR06007	CAEEL09830
OG0002717	XENTR07538, XENTR14170	CAEEL10017
OG0002718	XENTR12920, XENTR12921, XENTR14481	CAEEL00842
OG0002720	XENTR02479	CAEEL01232
OG0002722	XENTR03855	CAEEL10808
OG0002723	XENTR14773, XENTR13082, XENTR14110, XENTR00199	CAEEL15616
OG0002726	XENTR04881, XENTR07286	CAEEL11743
OG0002729	XENTR10582	CAEEL07853
OG0002732	XENTR09571, XENTR11093	CAEEL18402
OG0002736	XENTR10767, XENTR10766	CAEEL02362
OG0002739	XENTR05504	CAEEL18472
OG0002740	XENTR12910, XENTR11462	CAEEL08842
OG0002742	XENTR06700, XENTR14219	CAEEL11403
OG0002743	XENTR03347, XENTR05375	CAEEL15922, CAEEL10167
OG0002744	XENTR09928, XENTR07749	CAEEL19735
OG0002745	XENTR09799, XENTR09800	CAEEL19081
OG0002746	XENTR12491	CAEEL01862
OG0002747	XENTR15530, XENTR12004	CAEEL02596
OG0002749	XENTR10274	CAEEL04068
OG0002750	XENTR13044, XENTR13045	CAEEL15826
OG0002752	XENTR04386	CAEEL08631
OG0002754	XENTR03983	CAEEL05821
OG0002756	XENTR02781	CAEEL15160
OG0002757	XENTR12168	CAEEL10443, CAEEL10442
OG0002758	XENTR04566, XENTR03532	CAEEL08816
OG0002759	XENTR10768	CAEEL05573
OG0002760	XENTR00378	CAEEL01867, CAEEL04221, CAEEL15912, CAEEL11644
OG0002761	XENTR17764, XENTR17624	CAEEL15590, CAEEL14895, CAEEL00850
OG0002762	XENTR11282, XENTR01231, XENTR14321	CAEEL09378
OG0002763	XENTR10839	CAEEL07952
OG0002764	XENTR15483	CAEEL05636
OG0002765	XENTR17842, XENTR00480	CAEEL02125
OG0002766	XENTR08503	CAEEL17597
OG0002767	XENTR04364, XENTR04365, XENTR03484	CAEEL07319
OG0002769	XENTR11590, XENTR07696	CAEEL06751
OG0002770	XENTR02195	CAEEL15397
OG0002771	XENTR00192, XENTR03850	CAEEL08070
OG0002772	XENTR11948, XENTR11949	CAEEL05686
OG0002773	XENTR12292, XENTR12291	CAEEL08029
OG0002774	XENTR11548, XENTR10278, XENTR18198	CAEEL01682
OG0002776	XENTR09728	CAEEL10866
OG0002777	XENTR11797, XENTR19160	CAEEL05935
OG0002778	XENTR12569, XENTR00539	CAEEL01937
OG0002779	XENTR10031	CAEEL04475
OG0002780	XENTR13725	CAEEL00693
OG0002781	XENTR16799, XENTR05234	CAEEL07517
OG0002782	XENTR00623	CAEEL13024
OG0002785	XENTR00059, XENTR05827	CAEEL04710
OG0002786	XENTR11442, XENTR03121, XENTR03426	CAEEL00215
OG0002788	XENTR09878, XENTR09877, XENTR04431	CAEEL06416, CAEEL06417, CAEEL06418
OG0002791	XENTR06517, XENTR03920	CAEEL08790
OG0002793	XENTR12803	CAEEL00646
OG0002795	XENTR01455, XENTR06774	CAEEL01282, CAEEL11361, CAEEL01243, CAEEL04352
OG0002799	XENTR17773, XENTR17772	CAEEL06026
OG0002813	XENTR02963, XENTR08358, XENTR06637	CAEEL12256
OG0002814	XENTR07560, XENTR05582	CAEEL11682
OG0002817	XENTR12101	CAEEL16563
OG0002818	XENTR13155, XENTR06391	CAEEL12185
OG0002821	XENTR05879	CAEEL04059, CAEEL05816, CAEEL08337, CAEEL05031
OG0002824	XENTR13061, XENTR06524	CAEEL09125
OG0002825	XENTR11515, XENTR10143	CAEEL11091
OG0002826	XENTR09079, XENTR12650	CAEEL14759
OG0002828	XENTR06020	CAEEL01168, CAEEL15704, CAEEL02989, CAEEL10595
OG0002830	XENTR03825, XENTR05528	CAEEL15477
OG0002833	XENTR11335	CAEEL18192
OG0002835	XENTR11887, XENTR14253	CAEEL11751
OG0002836	XENTR03259, XENTR09231, XENTR09230	CAEEL06399
OG0002837	XENTR15959, XENTR00684	CAEEL08616
OG0002839	XENTR15634	CAEEL19253, CAEEL00645
OG0002841	XENTR00738	CAEEL12135, CAEEL12134
OG0002842	XENTR14759, XENTR00342	CAEEL06196
OG0002843	XENTR01142	CAEEL07774, CAEEL07773
OG0002844	XENTR02808, XENTR17210	CAEEL10756
OG0002845	XENTR05284, XENTR19219	CAEEL09656
OG0002847	XENTR01188	CAEEL06961
OG0002848	XENTR02131	CAEEL07668
OG0002850	XENTR03096, XENTR11615	CAEEL15763
OG0002851	XENTR11403, XENTR00147	CAEEL00708
OG0002854	XENTR04689	CAEEL10560
