Orthogroup	ASTMX	STRPU_ok
OG0005974	ASTMX20049	STRPU_19881, STRPU_19856
OG0005975	ASTMX00556, ASTMX00123, ASTMX04122	STRPU_06728
OG0005976	ASTMX19859	STRPU_08501
OG0005977	ASTMX03076	STRPU_01218, STRPU_12082
OG0005978	ASTMX15362	STRPU_22052
OG0005979	ASTMX22917	STRPU_22249
OG0005980	ASTMX11783	STRPU_16838
OG0005981	ASTMX18672	STRPU_00822
OG0005982	ASTMX10015	STRPU_19095
OG0005983	ASTMX06029	STRPU_24717
OG0005984	ASTMX10388	STRPU_19150
OG0005986	ASTMX08502, ASTMX01602	STRPU_20977
OG0005987	ASTMX04120	STRPU_06677
OG0005989	ASTMX20821	STRPU_11653
OG0005991	ASTMX02237	STRPU_05268, STRPU_05252
OG0005993	ASTMX19846	STRPU_12807
OG0005994	ASTMX05954, ASTMX16067	STRPU_18618
OG0005995	ASTMX04613	STRPU_06966
OG0005996	ASTMX01828	STRPU_08045, STRPU_08044, STRPU_24293, STRPU_08006
OG0005997	ASTMX11085, ASTMX00585, ASTMX02576	STRPU_05852
OG0005998	ASTMX16012	STRPU_14411
OG0006000	ASTMX10236	STRPU_20827
OG0006001	ASTMX00461	STRPU_11854
OG0006002	ASTMX15878	STRPU_12697
OG0006003	ASTMX15486	STRPU_18482, STRPU_18440
OG0006004	ASTMX05388, ASTMX08408, ASTMX17736	STRPU_25153
OG0006005	ASTMX03888	STRPU_05718, STRPU_05711
OG0006007	ASTMX09016, ASTMX02907	STRPU_27290
OG0006008	ASTMX04872	STRPU_08688
OG0006010	ASTMX17586, ASTMX10955	STRPU_14211
OG0006011	ASTMX09627	STRPU_14553
OG0006012	ASTMX05158, ASTMX03554	STRPU_27231
OG0006013	ASTMX00899	STRPU_19904
OG0006014	ASTMX18686, ASTMX11839	STRPU_05679, STRPU_05678
OG0006059	ASTMX20069	STRPU_25899
OG0006061	ASTMX18424	STRPU_27321
OG0006062	ASTMX21362	STRPU_05736
OG0006063	ASTMX19817	STRPU_04770
OG0006064	ASTMX09308	STRPU_04263, STRPU_04227
OG0006065	ASTMX05085	STRPU_27214
OG0006066	ASTMX16436, ASTMX07300	STRPU_02919
OG0006067	ASTMX09142	STRPU_10735
OG0006068	ASTMX16575, ASTMX16576, ASTMX06625	STRPU_04111
OG0006069	ASTMX04982	STRPU_08343
OG0006070	ASTMX07840	STRPU_08633
OG0006071	ASTMX06918	STRPU_01540, STRPU_09419
OG0006072	ASTMX14707	STRPU_26992
OG0006073	ASTMX04426	STRPU_21503, STRPU_21493
OG0006074	ASTMX21669	STRPU_20544
OG0006075	ASTMX04237	STRPU_16094
OG0006076	ASTMX00330	STRPU_25408
OG0006077	ASTMX12045	STRPU_04795
OG0006078	ASTMX03321, ASTMX15383	STRPU_16412
OG0006079	ASTMX00383	STRPU_26784, STRPU_26778
OG0006081	ASTMX03064	STRPU_12339
OG0006083	ASTMX16624	STRPU_22371
OG0006084	ASTMX19893	STRPU_15313
OG0006085	ASTMX01099	STRPU_12466
OG0006087	ASTMX01650	STRPU_25843
OG0006088	ASTMX21983	STRPU_27379
OG0006090	ASTMX08457	STRPU_20596
OG0006092	ASTMX16137	STRPU_08624
OG0006095	ASTMX19132	STRPU_19701, STRPU_19615
OG0006096	ASTMX05943	STRPU_15273
OG0006097	ASTMX09114	STRPU_24842
OG0006098	ASTMX02650	STRPU_26067
OG0006100	ASTMX21678	STRPU_25855
OG0006101	ASTMX11023	STRPU_22455, STRPU_22479
OG0006102	ASTMX04950, ASTMX03409	STRPU_27044
OG0006103	ASTMX01227	STRPU_17544
OG0006104	ASTMX08557, ASTMX17341	STRPU_09062
OG0006106	ASTMX07404	STRPU_18581, STRPU_18628
OG0006107	ASTMX22003, ASTMX22002	STRPU_11721
OG0006108	ASTMX06756	STRPU_19962, STRPU_01193
OG0006110	ASTMX05269, ASTMX13689	STRPU_03981, STRPU_11061
OG0006111	ASTMX03721	STRPU_05034, STRPU_05107
OG0006112	ASTMX06240	STRPU_25281
OG0006113	ASTMX17162	STRPU_26203
OG0006114	ASTMX17743	STRPU_10300
OG0006115	ASTMX10240	STRPU_17330, STRPU_17321
OG0006116	ASTMX03933	STRPU_21121
OG0006117	ASTMX07833	STRPU_09000
OG0006118	ASTMX07434, ASTMX12555	STRPU_25479
OG0006119	ASTMX17889	STRPU_10196
OG0006120	ASTMX22300	STRPU_10344
OG0006121	ASTMX03893	STRPU_09824
OG0006122	ASTMX13828	STRPU_09227, STRPU_02191
OG0006123	ASTMX03174	STRPU_09425, STRPU_09424, STRPU_01535
OG0006124	ASTMX13027	STRPU_17749
OG0006125	ASTMX10686	STRPU_21202
OG0006126	ASTMX20861	STRPU_19506
OG0006127	ASTMX06270	STRPU_25576
OG0006128	ASTMX01066	STRPU_25302
OG0006129	ASTMX01622	STRPU_26715
OG0006130	ASTMX15707, ASTMX16989	STRPU_12586
OG0006131	ASTMX17497, ASTMX07320	STRPU_14598
OG0006132	ASTMX02797	STRPU_09840
OG0006133	ASTMX02903	STRPU_13783
OG0006134	ASTMX16827	STRPU_26266
OG0006135	ASTMX03245	STRPU_10423
OG0006136	ASTMX16704	STRPU_24568
OG0006137	ASTMX16809	STRPU_15050
OG0006138	ASTMX04230	STRPU_20639
OG0006139	ASTMX02011, ASTMX17239, ASTMX09428	STRPU_23346
OG0006140	ASTMX13985	STRPU_11468
OG0006141	ASTMX02157	STRPU_27062
OG0006144	ASTMX17865	STRPU_21054
OG0006145	ASTMX05270	STRPU_11062
OG0006146	ASTMX02740	STRPU_04626, STRPU_04648
OG0006148	ASTMX10011	STRPU_01124, STRPU_18323
OG0006149	ASTMX17620	STRPU_21724, STRPU_21659
OG0006151	ASTMX13690	STRPU_10777
OG0006152	ASTMX11033	STRPU_07362
OG0006153	ASTMX03761	STRPU_05160, STRPU_05081
OG0006154	ASTMX00230	STRPU_21900
OG0006155	ASTMX06842	STRPU_22606
OG0006156	ASTMX21711	STRPU_06250
OG0006158	ASTMX11131, ASTMX08488	STRPU_21452
OG0006159	ASTMX05463	STRPU_23270
OG0006160	ASTMX16077	STRPU_22733
OG0006161	ASTMX01910	STRPU_22151
OG0006162	ASTMX02345	STRPU_01133
OG0006163	ASTMX05146, ASTMX03552	STRPU_22105
OG0006164	ASTMX03574	STRPU_25715, STRPU_25697
OG0006165	ASTMX15294	STRPU_26156
OG0006167	ASTMX19188, ASTMX19828	STRPU_10405
OG0006169	ASTMX09379	STRPU_05382
OG0006170	ASTMX12052	STRPU_22480, STRPU_22456
OG0006171	ASTMX05008	STRPU_20534
OG0006172	ASTMX01366	STRPU_21502, STRPU_21492
OG0006174	ASTMX07778	STRPU_27051
OG0006175	ASTMX09118	STRPU_24968
OG0006176	ASTMX21334	STRPU_15757
OG0006177	ASTMX17757	STRPU_16507
OG0006178	ASTMX03903	STRPU_09695, STRPU_09738
OG0006179	ASTMX20678	STRPU_17636, STRPU_02283
OG0006180	ASTMX13102	STRPU_25318
OG0006181	ASTMX06332	STRPU_21607
OG0006182	ASTMX17800	STRPU_19244, STRPU_01947, STRPU_22788, STRPU_19243
OG0006183	ASTMX21206	STRPU_08323
OG0006184	ASTMX15502	STRPU_00980, STRPU_08837, STRPU_00979
OG0006185	ASTMX16064	STRPU_07916, STRPU_07945
OG0006186	ASTMX16800	STRPU_17796
OG0006187	ASTMX15380	STRPU_26431
OG0006188	ASTMX15568	STRPU_18817
OG0006189	ASTMX14317, ASTMX11398	STRPU_08831, STRPU_08835
OG0006190	ASTMX17587	STRPU_26861
OG0006191	ASTMX13647	STRPU_27211, STRPU_27195
OG0006192	ASTMX12101	STRPU_13558
OG0006193	ASTMX16796	STRPU_24910, STRPU_00135
OG0006194	ASTMX19230	STRPU_02057, STRPU_09084
OG0006195	ASTMX16392	STRPU_15506
OG0006196	ASTMX11702	STRPU_06766
OG0006198	ASTMX18414	STRPU_09299
OG0006199	ASTMX07716	STRPU_18385
OG0006200	ASTMX07126	STRPU_04371
OG0006201	ASTMX05058, ASTMX17080	STRPU_15491
OG0006202	ASTMX10060	STRPU_26076
OG0006203	ASTMX04233	STRPU_12445, STRPU_20773, STRPU_20771
OG0006204	ASTMX04464	STRPU_14341
OG0006205	ASTMX20252	STRPU_14259
OG0006206	ASTMX08099	STRPU_20862, STRPU_20898
OG0006207	ASTMX09894	STRPU_15420
OG0006208	ASTMX02052	STRPU_27004
OG0006209	ASTMX06935, ASTMX12864	STRPU_27174
OG0006210	ASTMX15807	STRPU_25590
OG0006211	ASTMX17619	STRPU_23101
OG0006212	ASTMX03615	STRPU_09270
OG0006213	ASTMX12993	STRPU_24169
OG0006214	ASTMX14394	STRPU_01311, STRPU_11636
OG0006216	ASTMX14522	STRPU_08291
OG0006217	ASTMX15849	STRPU_00330, STRPU_10993
OG0006219	ASTMX07894	STRPU_06868
OG0006220	ASTMX06670	STRPU_22264
OG0006221	ASTMX01810, ASTMX17070, ASTMX20512	STRPU_22085
OG0006223	ASTMX09676	STRPU_09883
OG0006224	ASTMX04794	STRPU_10868
OG0006225	ASTMX16115	STRPU_20911, STRPU_20910
OG0006226	ASTMX10013	STRPU_00415, STRPU_19272
OG0006227	ASTMX18928	STRPU_09462
OG0006228	ASTMX21289, ASTMX02196	STRPU_12262
OG0006229	ASTMX01633	STRPU_05866
OG0006230	ASTMX15185	STRPU_23107, STRPU_23110
OG0006231	ASTMX15248, ASTMX22936	STRPU_24403
OG0006232	ASTMX12958	STRPU_13820
OG0006233	ASTMX06021	STRPU_13467
OG0006234	ASTMX12448	STRPU_01742, STRPU_16772
OG0006235	ASTMX16631	STRPU_01370, STRPU_11572
OG0006237	ASTMX05214	STRPU_10564
OG0006238	ASTMX01095	STRPU_12641
OG0006239	ASTMX06263	STRPU_26094
OG0006240	ASTMX09461	STRPU_19611, STRPU_19704
OG0006241	ASTMX02817	STRPU_20065
OG0006242	ASTMX19236	STRPU_08446
OG0006243	ASTMX03387	STRPU_27273, STRPU_27257, STRPU_27274
OG0006244	ASTMX15329	STRPU_00436, STRPU_14193
OG0006245	ASTMX05448	STRPU_13947
OG0006246	ASTMX13362	STRPU_27021
OG0006247	ASTMX04057	STRPU_27023
OG0006248	ASTMX11835	STRPU_12984
OG0006249	ASTMX13840	STRPU_06207, STRPU_06179
OG0006250	ASTMX17884	STRPU_10406
OG0006251	ASTMX02311	STRPU_14982, STRPU_14951
OG0006252	ASTMX06888	STRPU_11094
OG0006253	ASTMX06015	STRPU_06180, STRPU_06208
OG0006254	ASTMX17345	STRPU_16653
OG0006256	ASTMX06197	STRPU_03708
OG0006257	ASTMX02479	STRPU_21221
OG0006258	ASTMX07763	STRPU_22243
OG0006259	ASTMX10232	STRPU_24286
OG0006260	ASTMX00800	STRPU_23807, STRPU_23840
OG0006261	ASTMX20674, ASTMX13944	STRPU_23637, STRPU_23663
OG0006262	ASTMX07419	STRPU_26187, STRPU_26186
OG0006263	ASTMX09582	STRPU_26005
OG0006264	ASTMX18801	STRPU_16839
OG0006265	ASTMX00661, ASTMX00660	STRPU_25030
OG0006266	ASTMX11103	STRPU_19599
OG0006267	ASTMX10007	STRPU_00713
OG0006268	ASTMX22171	STRPU_22660
OG0006270	ASTMX17198	STRPU_20068
OG0006271	ASTMX19101	STRPU_18098, STRPU_01786
OG0006272	ASTMX03363, ASTMX07014	STRPU_13152, STRPU_13173
OG0006273	ASTMX11927, ASTMX18357	STRPU_26237
OG0006274	ASTMX00599	STRPU_19216, STRPU_18945, STRPU_11320, STRPU_18043, STRPU_26835, STRPU_18044, STRPU_26836, STRPU_20426, STRPU_20425, STRPU_19541, STRPU_19211
OG0006275	ASTMX11336	STRPU_12142, STRPU_12107
OG0006277	ASTMX04405	STRPU_14370
OG0006278	ASTMX15116, ASTMX20655	STRPU_14888
OG0006279	ASTMX00059	STRPU_16950, STRPU_02016
OG0006280	ASTMX08931	STRPU_20964
OG0006281	ASTMX09240	STRPU_11014, STRPU_00353
OG0006282	ASTMX02944	STRPU_01932, STRPU_22773
OG0006283	ASTMX21521	STRPU_22252
OG0006284	ASTMX07872	STRPU_21728, STRPU_21666
OG0006286	ASTMX19660	STRPU_16014
OG0006287	ASTMX08189	STRPU_21397
OG0006288	ASTMX07795	STRPU_14900
OG0006289	ASTMX06413	STRPU_22296
OG0006290	ASTMX17617	STRPU_10553
OG0006291	ASTMX17063	STRPU_20014
OG0006292	ASTMX00426, ASTMX17287	STRPU_26178
OG0006293	ASTMX05974	STRPU_14168
OG0006294	ASTMX01270	STRPU_21748, STRPU_21683
OG0006295	ASTMX09386	STRPU_14216
OG0006296	ASTMX18579	STRPU_22009
OG0006297	ASTMX09427	STRPU_22310, STRPU_22329
OG0006298	ASTMX05352	STRPU_25124
OG0006299	ASTMX02534, ASTMX00914, ASTMX10805	STRPU_18039
OG0006300	ASTMX17712	STRPU_21603
OG0006301	ASTMX01384	STRPU_21245
OG0006302	ASTMX08308	STRPU_27009
OG0006303	ASTMX02065, ASTMX06761	STRPU_01681, STRPU_02684
OG0006304	ASTMX18842, ASTMX01237	STRPU_21283
OG0006305	ASTMX10505, ASTMX21775	STRPU_09519
OG0006306	ASTMX07488	STRPU_15639
OG0006307	ASTMX21749	STRPU_18934, STRPU_18863
OG0006308	ASTMX09635	STRPU_15214, STRPU_15161
OG0006309	ASTMX17488, ASTMX21821	STRPU_12063, STRPU_01235
OG0006310	ASTMX08982	STRPU_11996, STRPU_01662
OG0006311	ASTMX15780	STRPU_11654
OG0006312	ASTMX02149	STRPU_23848, STRPU_23814
OG0006313	ASTMX07483	STRPU_07370
OG0006314	ASTMX00057	STRPU_23080, STRPU_00665
OG0006315	ASTMX14142	STRPU_21474
OG0006316	ASTMX10565	STRPU_19017
OG0006317	ASTMX06895	STRPU_10725
OG0006318	ASTMX09099, ASTMX09535	STRPU_18034
OG0006319	ASTMX08869	STRPU_10938
OG0006320	ASTMX08316	STRPU_22674
OG0006321	ASTMX00205	STRPU_25993
OG0006322	ASTMX22209, ASTMX09224	STRPU_00885, STRPU_23011
OG0006323	ASTMX00548	STRPU_05565, STRPU_05622
OG0006324	ASTMX17164	STRPU_26127
OG0006325	ASTMX08604	STRPU_19352
OG0006326	ASTMX13124	STRPU_01188, STRPU_19957
OG0006327	ASTMX13254	STRPU_23568
OG0006328	ASTMX00841	STRPU_07872
OG0006329	ASTMX05107	STRPU_10024
OG0006330	ASTMX01722	STRPU_26973
OG0006331	ASTMX13932	STRPU_20670
OG0006332	ASTMX20059	STRPU_12324, STRPU_10717
OG0006333	ASTMX07559, ASTMX19920, ASTMX01196	STRPU_17334
OG0006334	ASTMX04134	STRPU_19104
OG0006335	ASTMX09406	STRPU_23723
OG0006336	ASTMX02422	STRPU_18473, STRPU_18430
OG0006337	ASTMX03335	STRPU_27122
OG0006338	ASTMX02377	STRPU_18386
OG0006339	ASTMX03417	STRPU_15481
OG0006340	ASTMX02502	STRPU_04236, STRPU_04198
OG0006341	ASTMX08564	STRPU_18283, STRPU_01173
OG0006343	ASTMX11794, ASTMX15900	STRPU_05776, STRPU_05315
OG0006344	ASTMX22591, ASTMX22499, ASTMX11732	STRPU_22520
OG0006345	ASTMX18765	STRPU_24011
OG0006346	ASTMX12353	STRPU_03986
OG0006347	ASTMX02893	STRPU_13365, STRPU_13385
OG0006348	ASTMX21253	STRPU_16050, STRPU_16039
OG0006349	ASTMX21417	STRPU_18761, STRPU_18762
OG0006350	ASTMX10119	STRPU_08881, STRPU_00940
OG0006351	ASTMX00069, ASTMX11619	STRPU_05847
OG0006352	ASTMX18568, ASTMX00324	STRPU_05719, STRPU_05712
OG0006353	ASTMX20203	STRPU_21115
OG0006354	ASTMX12076	STRPU_09765, STRPU_09721
OG0006355	ASTMX10746	STRPU_22379
OG0006356	ASTMX13066	STRPU_14596
OG0006357	ASTMX11161	STRPU_10912, STRPU_10702
OG0006358	ASTMX03055	STRPU_22374
OG0006359	ASTMX06500	STRPU_19635, STRPU_19681
OG0006360	ASTMX14422	STRPU_11561
OG0006361	ASTMX06246	STRPU_26003
OG0006362	ASTMX07490	STRPU_18132
OG0006363	ASTMX18537	STRPU_09319
OG0006364	ASTMX12481	STRPU_23794
OG0006365	ASTMX02702, ASTMX04108	STRPU_05270, STRPU_05254
OG0006366	ASTMX06324	STRPU_21760, STRPU_21695, STRPU_21696, STRPU_21761
OG0006367	ASTMX20819, ASTMX04562	STRPU_07291, STRPU_07275
OG0006368	ASTMX18294	STRPU_13584, STRPU_01602
OG0006370	ASTMX17423	STRPU_19241
OG0006372	ASTMX09546	STRPU_17261
OG0006375	ASTMX07697	STRPU_01472, STRPU_08700
OG0006376	ASTMX13354, ASTMX13353	STRPU_19494
OG0006377	ASTMX03390	STRPU_26959
OG0006378	ASTMX20075	STRPU_09953, STRPU_09976
OG0006379	ASTMX03283	STRPU_21808
OG0006380	ASTMX04671	STRPU_05753
OG0006381	ASTMX07268	STRPU_22693
OG0006382	ASTMX04600	STRPU_21384
OG0006383	ASTMX03733	STRPU_03091
OG0006384	ASTMX17353	STRPU_11959, STRPU_01620
OG0006385	ASTMX03955, ASTMX10459	STRPU_21175
OG0006386	ASTMX12433	STRPU_11720
OG0006387	ASTMX02531	STRPU_17511
OG0006388	ASTMX03637, ASTMX01564	STRPU_08530
OG0006390	ASTMX12951	STRPU_21914
OG0006391	ASTMX13826, ASTMX02973	STRPU_16884
OG0006392	ASTMX09822	STRPU_17229
OG0006393	ASTMX10085, ASTMX03992, ASTMX03991	STRPU_27287
OG0006394	ASTMX13173	STRPU_09231, STRPU_02196
OG0006395	ASTMX16987	STRPU_07573
OG0006396	ASTMX09039	STRPU_19134
OG0006399	ASTMX16353, ASTMX16352	STRPU_14310
OG0006401	ASTMX17015, ASTMX01922	STRPU_14011
OG0006402	ASTMX21779	STRPU_16542, STRPU_16564
OG0006405	ASTMX04722, ASTMX02186	STRPU_11573, STRPU_01369
OG0006406	ASTMX21683, ASTMX16175	STRPU_05827
OG0006407	ASTMX09544, ASTMX06711	STRPU_03639, STRPU_03657
OG0006408	ASTMX14791	STRPU_21447
OG0006414	ASTMX04060, ASTMX21246, ASTMX18256, ASTMX07659	STRPU_27415
OG0006443	ASTMX17383	STRPU_03428
OG0006446	ASTMX14441	STRPU_20195
OG0006447	ASTMX03343	STRPU_19468
OG0006448	ASTMX06552	STRPU_13247
OG0006449	ASTMX00867	STRPU_24008
OG0006452	ASTMX00706, ASTMX06385	STRPU_23318
OG0006454	ASTMX09892, ASTMX15753	STRPU_14766, STRPU_02558
OG0006456	ASTMX13571	STRPU_12981
OG0006458	ASTMX14899	STRPU_02922
OG0006459	ASTMX05149	STRPU_26656
OG0006460	ASTMX10934	STRPU_20721
OG0006461	ASTMX20285	STRPU_22710, STRPU_00693
OG0006462	ASTMX07745, ASTMX16027	STRPU_09115, STRPU_02084
OG0006463	ASTMX03382, ASTMX03381	STRPU_26991
OG0006464	ASTMX07158	STRPU_06886
OG0006465	ASTMX04889	STRPU_21220
OG0006467	ASTMX08996	STRPU_25722
OG0006468	ASTMX13923	STRPU_25336, STRPU_25337, STRPU_25338
OG0006469	ASTMX04166	STRPU_08991
OG0006470	ASTMX19812	STRPU_09449, STRPU_01513
OG0006471	ASTMX10543	STRPU_22946
OG0006472	ASTMX03121	STRPU_06355
OG0006473	ASTMX23049	STRPU_00308, STRPU_06015, STRPU_19293, STRPU_01925, STRPU_11311, STRPU_13679, STRPU_01998
OG0006474	ASTMX05105	STRPU_14515
OG0006475	ASTMX06213	STRPU_02451, STRPU_13611
OG0006476	ASTMX03680	STRPU_05356
OG0006477	ASTMX01733	STRPU_04195, STRPU_04232
OG0006478	ASTMX19975	STRPU_26958
OG0006479	ASTMX05244	STRPU_10820
OG0006480	ASTMX10507	STRPU_16289
OG0006481	ASTMX12810	STRPU_03450
OG0006482	ASTMX15100	STRPU_20632
OG0006483	ASTMX12268	STRPU_21478, STRPU_21479
OG0006485	ASTMX05625	STRPU_21413
OG0006486	ASTMX00970	STRPU_23799
OG0006487	ASTMX19663	STRPU_23585
OG0006488	ASTMX20556	STRPU_21848
OG0006490	ASTMX07123	STRPU_22719, STRPU_00703
OG0006491	ASTMX09131	STRPU_07329
OG0006492	ASTMX06268	STRPU_26169
OG0006493	ASTMX06078	STRPU_06811
OG0006494	ASTMX06517	STRPU_06616
OG0006495	ASTMX10481, ASTMX20222, ASTMX20221	STRPU_11323
OG0006496	ASTMX13132	STRPU_19486
OG0006497	ASTMX04148	STRPU_00496, STRPU_15927
OG0006498	ASTMX09105	STRPU_05287
OG0006499	ASTMX03118, ASTMX19284	STRPU_19493
OG0006500	ASTMX01354	STRPU_21059
OG0006501	ASTMX20489	STRPU_20764
OG0006502	ASTMX03641	STRPU_08339
OG0006503	ASTMX17879	STRPU_06604
OG0006505	ASTMX14118	STRPU_13908
OG0006506	ASTMX07943, ASTMX07944	STRPU_11643, STRPU_01307
OG0006507	ASTMX06390	STRPU_22570
OG0006508	ASTMX20868	STRPU_09544
OG0006509	ASTMX17571	STRPU_10367
OG0006510	ASTMX21327	STRPU_25970, STRPU_00228
OG0006511	ASTMX07468	STRPU_00229, STRPU_25971
OG0006512	ASTMX17346	STRPU_21460
OG0006513	ASTMX12836	STRPU_26297, STRPU_26271
OG0006514	ASTMX14865	STRPU_05328
OG0006515	ASTMX02761	STRPU_21616
OG0006516	ASTMX04545	STRPU_21000
OG0006517	ASTMX11934	STRPU_22079
OG0006518	ASTMX04564	STRPU_17445
OG0006519	ASTMX01289	STRPU_20703
OG0006520	ASTMX13980	STRPU_04978
OG0006522	ASTMX12222, ASTMX05880	STRPU_00417, STRPU_14209
OG0006523	ASTMX06331	STRPU_21580
OG0006524	ASTMX08327	STRPU_23918
OG0006525	ASTMX04027	STRPU_23588
OG0006527	ASTMX22946, ASTMX16450, ASTMX16451	STRPU_08594, STRPU_00311
OG0006528	ASTMX16747	STRPU_25024
OG0006530	ASTMX01859	STRPU_26422
OG0006531	ASTMX07225	STRPU_01675, STRPU_02691
OG0006532	ASTMX02900	STRPU_18757
OG0006534	ASTMX18494	STRPU_10089, STRPU_10152
OG0006536	ASTMX04129	STRPU_09828
OG0006537	ASTMX08262	STRPU_05666
OG0006540	ASTMX04121	STRPU_05939
OG0006541	ASTMX10564	STRPU_10007
OG0006542	ASTMX13981	STRPU_04977
OG0006543	ASTMX20456	STRPU_24071
OG0006544	ASTMX18699	STRPU_25609
OG0006545	ASTMX12257	STRPU_01501, STRPU_13748
OG0006546	ASTMX21843	STRPU_21327
OG0006547	ASTMX12162	STRPU_16023
OG0006549	ASTMX13289	STRPU_22378
OG0006550	ASTMX02023	STRPU_23342
OG0006551	ASTMX09829	STRPU_19779, STRPU_00791
OG0006552	ASTMX10359	STRPU_26952
OG0006553	ASTMX04960	STRPU_08086
OG0006554	ASTMX07799	STRPU_14643
OG0006555	ASTMX00532	STRPU_22013
OG0006556	ASTMX04835	STRPU_17934
OG0006557	ASTMX00610	STRPU_15383
OG0006559	ASTMX04929, ASTMX14718	STRPU_19326
OG0006560	ASTMX10786	STRPU_20993
OG0006561	ASTMX15649	STRPU_20587
OG0006562	ASTMX04124	STRPU_06844
OG0006563	ASTMX14853	STRPU_20622
OG0006564	ASTMX05891	STRPU_14809
OG0006565	ASTMX05183, ASTMX13946	STRPU_22690
OG0006566	ASTMX21272	STRPU_09269
OG0006567	ASTMX00688	STRPU_07104
OG0006568	ASTMX11588	STRPU_08066
OG0006569	ASTMX04216	STRPU_21109
OG0006570	ASTMX00900	STRPU_20410
OG0006571	ASTMX18330	STRPU_26805
OG0006573	ASTMX15993	STRPU_14878
OG0006574	ASTMX02442	STRPU_26558
OG0006575	ASTMX03347	STRPU_26182
OG0006576	ASTMX19578	STRPU_22950
OG0006577	ASTMX02962	STRPU_19110
OG0006578	ASTMX20623, ASTMX20624	STRPU_09315
OG0006579	ASTMX10487	STRPU_19335
OG0006581	ASTMX05136	STRPU_01609, STRPU_13590, STRPU_01610
OG0006583	ASTMX09907	STRPU_17816, STRPU_17825
OG0006584	ASTMX01917	STRPU_13851
OG0006585	ASTMX03264	STRPU_21817
OG0006586	ASTMX00582	STRPU_16079
OG0006587	ASTMX17293	STRPU_21289
OG0006588	ASTMX22543	STRPU_23525
OG0006589	ASTMX01982	STRPU_23251
OG0006590	ASTMX01101	STRPU_15244, STRPU_15188, STRPU_15243
OG0006591	ASTMX01816	STRPU_07131
OG0006592	ASTMX19848	STRPU_24085
OG0006593	ASTMX13747	STRPU_23492
OG0006594	ASTMX10490	STRPU_14656
OG0006595	ASTMX17451	STRPU_04349
OG0006596	ASTMX15703	STRPU_26147
OG0006597	ASTMX08816	STRPU_05370
OG0006598	ASTMX03337	STRPU_27035
OG0006599	ASTMX20311, ASTMX05087	STRPU_04862
OG0006600	ASTMX01495	STRPU_25880
OG0006601	ASTMX11415	STRPU_13192
OG0006602	ASTMX13176	STRPU_16001, STRPU_15987
OG0006603	ASTMX16596	STRPU_25457
OG0006604	ASTMX04380	STRPU_15381
OG0006605	ASTMX19206	STRPU_01316
OG0006606	ASTMX07238	STRPU_11628, STRPU_17508
OG0006607	ASTMX07493	STRPU_00854, STRPU_14066
OG0006608	ASTMX16691, ASTMX06296	STRPU_06790
OG0006609	ASTMX17421	STRPU_02383, STRPU_13693
OG0006610	ASTMX19699	STRPU_08550
OG0006611	ASTMX17727	STRPU_13531
OG0006612	ASTMX02924	STRPU_16771, STRPU_01741
OG0006613	ASTMX21383	STRPU_00899, STRPU_23025
OG0006614	ASTMX01993	STRPU_17418
OG0006615	ASTMX12256	STRPU_13873, STRPU_13881, STRPU_13874
OG0006616	ASTMX13105	STRPU_06882
OG0006618	ASTMX02646	STRPU_09575, STRPU_09582
OG0006619	ASTMX17174	STRPU_07564, STRPU_07569, STRPU_00595
OG0006620	ASTMX10793, ASTMX08180	STRPU_25068
OG0006621	ASTMX03527	STRPU_15128, STRPU_02508
OG0006622	ASTMX01144	STRPU_06660
OG0006623	ASTMX00578	STRPU_13116, STRPU_13085
OG0006624	ASTMX19460	STRPU_13857
OG0006625	ASTMX17003, ASTMX17004	STRPU_00444, STRPU_02374
OG0006626	ASTMX00608	STRPU_15047
OG0006627	ASTMX01364	STRPU_17425
OG0006628	ASTMX02213, ASTMX00249	STRPU_10460
OG0006630	ASTMX22622	STRPU_23183
OG0006631	ASTMX13615	STRPU_25117
OG0006633	ASTMX18345	STRPU_07751
OG0006635	ASTMX19723	STRPU_09579, STRPU_09573
OG0006636	ASTMX06791	STRPU_02074, STRPU_09103
OG0006637	ASTMX01565	STRPU_09068, STRPU_02044
OG0006638	ASTMX05476	STRPU_25845
OG0006640	ASTMX09650	STRPU_15081
OG0006641	ASTMX01398	STRPU_20953
OG0006642	ASTMX03226	STRPU_08420
OG0006645	ASTMX14608	STRPU_14446, STRPU_14429
OG0006646	ASTMX04908	STRPU_26576
OG0006648	ASTMX11425	STRPU_17476, STRPU_17460
OG0006649	ASTMX22278	STRPU_21293
OG0006650	ASTMX22454	STRPU_05409
OG0006651	ASTMX03710	STRPU_17251
OG0006653	ASTMX11926	STRPU_25531
OG0006654	ASTMX10252	STRPU_17381
OG0006655	ASTMX02610	STRPU_26342
OG0006657	ASTMX13430	STRPU_15484
OG0006658	ASTMX01278	STRPU_07917, STRPU_07946
OG0006660	ASTMX16840, ASTMX15712	STRPU_22389
OG0006661	ASTMX06079	STRPU_06601
OG0006662	ASTMX10852	STRPU_03424
OG0006663	ASTMX20793	STRPU_14390
OG0006664	ASTMX18894	STRPU_20210
OG0006666	ASTMX14266	STRPU_22001
OG0006667	ASTMX06457	STRPU_23811, STRPU_03706, STRPU_23845
OG0006668	ASTMX08555	STRPU_05689
OG0006669	ASTMX07762	STRPU_18180
OG0006670	ASTMX08852	STRPU_19873, STRPU_19899
