Orthogroup	CAPO3	NEMVE
OG0000554	CAPO300205	NEMVE13310
OG0000561	CAPO302123	NEMVE17880
OG0000561	CAPO307817, CAPO304686, CAPO304296	NEMVE13983, NEMVE07923
OG0000563	CAPO305151	NEMVE22560
OG0000566	CAPO306820	NEMVE01452, NEMVE21317, NEMVE08143, NEMVE25701, NEMVE12453
OG0000567	CAPO300710, CAPO302895	NEMVE14988
OG0000569	CAPO302672	NEMVE21611
OG0000572	CAPO302048	NEMVE11725, NEMVE07899, NEMVE06248
OG0000573	CAPO301573	NEMVE07663
OG0000573	CAPO300482	NEMVE24870
OG0000574	CAPO303025	NEMVE05113, NEMVE00288, NEMVE22633, NEMVE11793, NEMVE21832
OG0000578	CAPO305505	NEMVE11292, NEMVE25126
OG0000579	CAPO304566, CAPO303994, CAPO303635	NEMVE14544, NEMVE13622, NEMVE13623
OG0000583	CAPO302594	NEMVE07611, NEMVE03001, NEMVE14301, NEMVE10013
OG0000585	CAPO302010	NEMVE01468
OG0000586	CAPO304818	NEMVE01501
OG0000587	CAPO304868	NEMVE06172
OG0000588	CAPO300701	NEMVE14794
OG0000590	CAPO302664	NEMVE13093
OG0000590	CAPO307990	NEMVE24419
OG0000591	CAPO301508, CAPO306921	NEMVE01943, NEMVE09505, NEMVE20755
OG0000592	CAPO302552	NEMVE07461, NEMVE13635
OG0000593	CAPO303950	NEMVE01349, NEMVE05495, NEMVE06993, NEMVE09147
OG0000594	CAPO305185	NEMVE06479
OG0000595	CAPO303068, CAPO304997	NEMVE24116, NEMVE18104, NEMVE25749
OG0000597	CAPO305949	NEMVE01043
OG0000600	CAPO302133	NEMVE07593, NEMVE07602, NEMVE20142, NEMVE06207, NEMVE20571
OG0000603	CAPO300286	NEMVE09253
OG0000609	CAPO306415	NEMVE20971, NEMVE21996
OG0000611	CAPO305139	NEMVE14933
OG0000611	CAPO302505	NEMVE05786
OG0000612	CAPO308174	NEMVE12444, NEMVE10606, NEMVE19230
OG0000612	CAPO300901	NEMVE05951
OG0000613	CAPO306741, CAPO303985	NEMVE10324, NEMVE22948, NEMVE10497, NEMVE12410, NEMVE07547, NEMVE08041, NEMVE06754, NEMVE10305, NEMVE24275, NEMVE00459, NEMVE10326
OG0000614	CAPO307382, CAPO307375, CAPO304275	NEMVE17418
OG0000614	CAPO306138, CAPO304207	NEMVE17877, NEMVE14696, NEMVE17143, NEMVE24296, NEMVE11934, NEMVE17876
OG0000616	CAPO301011	NEMVE10226
OG0000619	CAPO303580	NEMVE19229, NEMVE19228, NEMVE20655, NEMVE10365
OG0000623	CAPO306891	NEMVE01534
OG0000623	CAPO306678	NEMVE08660
OG0000624	CAPO304034, CAPO304035	NEMVE22364
OG0000627	CAPO301912	NEMVE26024, NEMVE23606, NEMVE06184
OG0000628	CAPO306878	NEMVE01732, NEMVE14770, NEMVE01487
OG0000629	CAPO304632	NEMVE16462, NEMVE15114, NEMVE21977, NEMVE07693, NEMVE13785, NEMVE07687, NEMVE07704
OG0000634	CAPO305866	NEMVE11198, NEMVE11196, NEMVE09232, NEMVE23616
OG0000636	CAPO300927, CAPO308236	NEMVE13522
OG0000637	CAPO306492	NEMVE24701, NEMVE20561, NEMVE23122, NEMVE02196, NEMVE08471, NEMVE17467, NEMVE04658, NEMVE02330, NEMVE07023, NEMVE03275, NEMVE03803, NEMVE16783, NEMVE16782, NEMVE03210, NEMVE11270, NEMVE13926, NEMVE11757, NEMVE22914
OG0000639	CAPO300322	NEMVE13335
OG0000639	CAPO305269	NEMVE13125, NEMVE04888
OG0000642	CAPO307461, CAPO301979, CAPO301558, CAPO307468, CAPO303537, CAPO307029, CAPO305272, CAPO302782, CAPO302430	NEMVE06951
OG0000642	CAPO302938, CAPO302939, CAPO304769	NEMVE04073, NEMVE20533, NEMVE01613, NEMVE08879
OG0000643	CAPO301316	NEMVE06808, NEMVE10252, NEMVE10253
OG0000645	CAPO306925	NEMVE09157
OG0000645	CAPO307784, CAPO304648	NEMVE23952
OG0000648	CAPO306715	NEMVE15084
OG0000648	CAPO307568	NEMVE22274
OG0000650	CAPO302429	NEMVE00579, NEMVE08484, NEMVE16607
OG0000651	CAPO301045	NEMVE14632
OG0000652	CAPO307163	NEMVE15799, NEMVE23302
OG0000653	CAPO304384	NEMVE19074, NEMVE18279, NEMVE23026
OG0000657	CAPO304462	NEMVE21856
OG0000660	CAPO304213	NEMVE09574
OG0000662	CAPO308235	NEMVE13299, NEMVE13159, NEMVE01041
OG0000663	CAPO303713	NEMVE12167, NEMVE24135, NEMVE22597, NEMVE13590
OG0000664	CAPO305353	NEMVE05215, NEMVE23867
OG0000665	CAPO304505, CAPO304163	NEMVE13408, NEMVE06240
OG0000667	CAPO305865	NEMVE23519, NEMVE25804, NEMVE01425, NEMVE25902, NEMVE01608, NEMVE05691
OG0000672	CAPO301072	NEMVE22550, NEMVE12239
OG0000672	CAPO301848	NEMVE22511
OG0000674	CAPO303746	NEMVE18582, NEMVE08889, NEMVE21073, NEMVE10599
OG0000676	CAPO304343, CAPO305288	NEMVE24025
OG0000676	CAPO300920, CAPO304680	NEMVE10858, NEMVE20237, NEMVE10856
OG0000683	CAPO304912	NEMVE21952
OG0000683	CAPO305392, CAPO303509	NEMVE09341
OG0000684	CAPO306227	NEMVE15727, NEMVE25884, NEMVE05474
OG0000690	CAPO306653	NEMVE04578
OG0000690	CAPO306445	NEMVE25619
OG0000690	CAPO304114	NEMVE08336
OG0000691	CAPO301028	NEMVE06640, NEMVE12573, NEMVE06656, NEMVE04228, NEMVE25029, NEMVE15878, NEMVE22438, NEMVE12723
OG0000692	CAPO301383	NEMVE16262, NEMVE25899
OG0000692	CAPO306980	NEMVE05252, NEMVE06220, NEMVE20255
OG0000692	CAPO306169	NEMVE18773
OG0000693	CAPO300633	NEMVE08217, NEMVE08755
OG0000693	CAPO307538	NEMVE20668, NEMVE09217
OG0000694	CAPO302468	NEMVE18564
OG0000696	CAPO305456	NEMVE01737
OG0000696	CAPO305466	NEMVE25020
OG0000696	CAPO301422	NEMVE05214, NEMVE05168, NEMVE16042
OG0000697	CAPO304466, CAPO306724	NEMVE14547
OG0000698	CAPO303921	NEMVE25334
OG0000699	CAPO302735	NEMVE13812, NEMVE21875, NEMVE05953
OG0000701	CAPO306727	NEMVE21835
OG0000703	CAPO308078	NEMVE15172
OG0000706	CAPO301985	NEMVE02064, NEMVE06133, NEMVE16186
OG0000708	CAPO302130	NEMVE25462
OG0000708	CAPO300640	NEMVE24967
OG0000709	CAPO305451	NEMVE22208
OG0000711	CAPO304713	NEMVE22699
OG0000713	CAPO302804	NEMVE16643, NEMVE17891, NEMVE22671, NEMVE16279
OG0000715	CAPO305197	NEMVE23095, NEMVE04746
OG0000716	CAPO306457	NEMVE01624
OG0000717	CAPO302989	NEMVE21831
OG0000718	CAPO301597, CAPO306021	NEMVE14726, NEMVE25058
OG0000721	CAPO305154, CAPO301906	NEMVE22360, NEMVE25732
OG0000724	CAPO300826	NEMVE05669
OG0000726	CAPO302910	NEMVE24264
OG0000731	CAPO304569	NEMVE14724, NEMVE07735
OG0000732	CAPO304867	NEMVE16239
OG0000732	CAPO302445	NEMVE22346
OG0000733	CAPO301695	NEMVE13174, NEMVE19750, NEMVE00072
OG0000735	CAPO302824	NEMVE14467
OG0000737	CAPO304586	NEMVE10658
OG0000743	CAPO306268	NEMVE10602, NEMVE15509, NEMVE05453
OG0000747	CAPO303187	NEMVE17249, NEMVE13791
OG0000748	CAPO301276	NEMVE07396, NEMVE13110
OG0000751	CAPO302771	NEMVE06350
OG0000751	CAPO304118	NEMVE11679, NEMVE25261, NEMVE04384, NEMVE10698, NEMVE22234, NEMVE26010
OG0000752	CAPO300507	NEMVE14796, NEMVE20340
OG0000752	CAPO305335	NEMVE15527
OG0000753	CAPO301378	NEMVE09279, NEMVE20008
OG0000754	CAPO300911, CAPO306986, CAPO303353	NEMVE25123, NEMVE22557, NEMVE04613
OG0000755	CAPO300267	NEMVE04854, NEMVE04839
OG0000757	CAPO307096	NEMVE25201
OG0000757	CAPO300067	NEMVE05970
OG0000758	CAPO300817	NEMVE16740, NEMVE10014
OG0000759	CAPO300473	NEMVE07096, NEMVE07127, NEMVE15354
OG0000761	CAPO305655	NEMVE07056
OG0000765	CAPO301853	NEMVE15020
OG0000766	CAPO300388	NEMVE13890
OG0000767	CAPO305367	NEMVE21839
OG0000768	CAPO306612, CAPO302492, CAPO307738, CAPO305672, CAPO305904	NEMVE24837, NEMVE20124
OG0000772	CAPO304708, CAPO302709	NEMVE14663, NEMVE13205
OG0000774	CAPO306995	NEMVE18724, NEMVE06617, NEMVE14955, NEMVE01618
OG0000775	CAPO306201	NEMVE13607, NEMVE14906
OG0000776	CAPO307356	NEMVE25221, NEMVE11470, NEMVE23261
OG0000777	CAPO307744	NEMVE05532
OG0000779	CAPO305943	NEMVE24334
OG0000779	CAPO300301	NEMVE02313
OG0000788	CAPO304590	NEMVE01862, NEMVE24569
OG0000791	CAPO304699	NEMVE13487
OG0000792	CAPO305838	NEMVE13648, NEMVE08948
OG0000793	CAPO301604	NEMVE19406
OG0000794	CAPO304031	NEMVE13875
OG0000796	CAPO301385	NEMVE12330
OG0000797	CAPO307534	NEMVE07332, NEMVE20914
OG0000803	CAPO301668	NEMVE22189
OG0000810	CAPO305098, CAPO306601	NEMVE18390, NEMVE13208, NEMVE02291
OG0000813	CAPO300040, CAPO308168	NEMVE25754, NEMVE22200, NEMVE24635
OG0000814	CAPO307227	NEMVE06776, NEMVE16660
OG0000815	CAPO300838	NEMVE13365, NEMVE13499
OG0000816	CAPO304990	NEMVE14127, NEMVE00812
OG0000817	CAPO303823, CAPO300023, CAPO308202	NEMVE14311
OG0000818	CAPO307028	NEMVE25555
OG0000818	CAPO307656	NEMVE08706
OG0000820	CAPO303993, CAPO304861, CAPO306914, CAPO301340, CAPO300173, CAPO302332, CAPO305090, CAPO300452	NEMVE08902
OG0000824	CAPO303788	NEMVE05752
OG0000825	CAPO305165, CAPO306157, CAPO306129	NEMVE07795, NEMVE11350, NEMVE06157, NEMVE15274, NEMVE01111, NEMVE19057
OG0000826	CAPO306060	NEMVE01532, NEMVE25209
OG0000827	CAPO304578	NEMVE06012
OG0000828	CAPO306023	NEMVE13102, NEMVE13594
OG0000828	CAPO307153	NEMVE15094
OG0000834	CAPO306233	NEMVE05968, NEMVE05965
OG0000836	CAPO306019, CAPO307821	NEMVE14224, NEMVE00810, NEMVE05982, NEMVE01499
OG0000837	CAPO308104, CAPO303511	NEMVE25541
OG0000838	CAPO303856	NEMVE09615, NEMVE02207, NEMVE03582, NEMVE04654, NEMVE17040
OG0000841	CAPO307470	NEMVE05492
OG0000844	CAPO306591, CAPO307267	NEMVE07470, NEMVE07462
OG0000845	CAPO303615	NEMVE08579, NEMVE13814, NEMVE01849, NEMVE19954, NEMVE05692
OG0000847	CAPO301759, CAPO307057	NEMVE17291, NEMVE07778
OG0000847	CAPO308298	NEMVE06005, NEMVE08888
OG0000849	CAPO304492	NEMVE14809
OG0000850	CAPO302141	NEMVE15099, NEMVE19061
OG0000850	CAPO306299	NEMVE12252, NEMVE21917
OG0000851	CAPO304092	NEMVE05563, NEMVE23273
OG0000852	CAPO307622	NEMVE07789
OG0000857	CAPO302559	NEMVE18201, NEMVE05480
OG0000858	CAPO302161	NEMVE00856, NEMVE05037
OG0000858	CAPO306693	NEMVE05877
OG0000860	CAPO306338	NEMVE23955, NEMVE13259
OG0000871	CAPO300407	NEMVE14071
OG0000872	CAPO308293	NEMVE14190
OG0000873	CAPO307878	NEMVE10811, NEMVE11481
OG0000875	CAPO303418, CAPO302903	NEMVE12865, NEMVE19619, NEMVE14079
OG0000876	CAPO302150	NEMVE02940, NEMVE11949
OG0000877	CAPO304981	NEMVE16415, NEMVE20451, NEMVE13900
OG0000879	CAPO301982	NEMVE13129
OG0000881	CAPO301333, CAPO300020	NEMVE13265
OG0000881	CAPO308042	NEMVE14845
OG0000888	CAPO300320	NEMVE10813
OG0000889	CAPO302257	NEMVE22565
OG0000889	CAPO304144	NEMVE14419
OG0000890	CAPO304283	NEMVE06371, NEMVE00333, NEMVE16346
OG0000894	CAPO300968, CAPO300967	NEMVE23274
OG0000894	CAPO301227	NEMVE14617
OG0000896	CAPO301183	NEMVE21907
OG0000896	CAPO304049	NEMVE10977
OG0000897	CAPO306059	NEMVE06224, NEMVE12475, NEMVE14979
OG0000898	CAPO302619	NEMVE14546, NEMVE21727
OG0000899	CAPO300655	NEMVE18761
OG0000904	CAPO305539	NEMVE08753, NEMVE05478, NEMVE05468
OG0000905	CAPO303384	NEMVE24633
OG0000909	CAPO300878	NEMVE10272
OG0000911	CAPO302608	NEMVE24020
OG0000912	CAPO302397	NEMVE23980, NEMVE23705
OG0000913	CAPO300255	NEMVE23286, NEMVE05585, NEMVE00499, NEMVE04717
OG0000914	CAPO302002	NEMVE08606
OG0000915	CAPO306555	NEMVE05638
OG0000921	CAPO300272	NEMVE04805
OG0000925	CAPO304563	NEMVE21937, NEMVE05629, NEMVE00068, NEMVE22442, NEMVE00338
OG0000928	CAPO301245	NEMVE08415, NEMVE20627
OG0000929	CAPO303494	NEMVE10278
OG0000931	CAPO303586	NEMVE13552
OG0000932	CAPO306783	NEMVE15050, NEMVE02393
OG0000933	CAPO304170	NEMVE25450, NEMVE09603
OG0000934	CAPO306946, CAPO300619	NEMVE09369
OG0000934	CAPO304006	NEMVE07036
OG0000935	CAPO307401	NEMVE24478, NEMVE06639
OG0000944	CAPO304090	NEMVE07708
OG0000952	CAPO300179	NEMVE04659, NEMVE02164
OG0000954	CAPO303535	NEMVE06460
OG0000954	CAPO305800	NEMVE05247, NEMVE12295
OG0000955	CAPO303429	NEMVE14901
OG0000955	CAPO301514	NEMVE06008
OG0000955	CAPO308190	NEMVE08350
OG0000960	CAPO304728	NEMVE05470, NEMVE02244
OG0000963	CAPO303990	NEMVE21538, NEMVE06216, NEMVE03242
OG0000965	CAPO305928	NEMVE10501
OG0000965	CAPO302148	NEMVE02072
OG0000967	CAPO304786	NEMVE10506
OG0000970	CAPO301807	NEMVE08789
OG0000974	CAPO306940	NEMVE13444
OG0000978	CAPO306307	NEMVE25212
OG0000982	CAPO301371	NEMVE07619, NEMVE11958
OG0000984	CAPO307940	NEMVE21717, NEMVE12738, NEMVE25727
OG0000985	CAPO304864	NEMVE09786, NEMVE11913
OG0000986	CAPO305058	NEMVE22205, NEMVE22638, NEMVE14512, NEMVE04242
OG0000987	CAPO306365	NEMVE05580
OG0000992	CAPO308244	NEMVE11620, NEMVE04858
OG0000993	CAPO303930	NEMVE12763
OG0000994	CAPO306999	NEMVE24464
OG0000996	CAPO304603	NEMVE06175
OG0000997	CAPO306501	NEMVE15784
OG0000998	CAPO302508	NEMVE18412, NEMVE14793, NEMVE20875, NEMVE17665, NEMVE22066
OG0000999	CAPO303484, CAPO302236	NEMVE24735, NEMVE22489, NEMVE11957, NEMVE00092
OG0001006	CAPO308145	NEMVE21915, NEMVE10239
OG0001009	CAPO305830	NEMVE05243, NEMVE05261, NEMVE09366, NEMVE18423, NEMVE15625, NEMVE02988, NEMVE13111, NEMVE22406, NEMVE02505, NEMVE03146, NEMVE16504
OG0001015	CAPO304771	NEMVE07976
OG0001016	CAPO300038	NEMVE14344
OG0001016	CAPO302596	NEMVE14850
OG0001018	CAPO305732	NEMVE07573
OG0001020	CAPO301968	NEMVE19348, NEMVE15852, NEMVE17582, NEMVE21068, NEMVE15306, NEMVE15482, NEMVE15480, NEMVE20442
OG0001024	CAPO300862	NEMVE22572
OG0001033	CAPO305083	NEMVE24849
OG0001033	CAPO300376	NEMVE03845
OG0001036	CAPO301917	NEMVE07958
OG0001037	CAPO306107	NEMVE13835
OG0001039	CAPO305080	NEMVE05718, NEMVE05729, NEMVE14813
OG0001042	CAPO301530	NEMVE20161, NEMVE25296
OG0001045	CAPO300115	NEMVE10485, NEMVE08539, NEMVE15170, NEMVE17384, NEMVE15704, NEMVE18352, NEMVE17386, NEMVE21043, NEMVE16335
OG0001048	CAPO306868	NEMVE04666
OG0001049	CAPO305769	NEMVE24151
OG0001050	CAPO306892	NEMVE12697
OG0001050	CAPO306760	NEMVE01027, NEMVE01054, NEMVE13960, NEMVE08719, NEMVE08733, NEMVE11321
OG0001060	CAPO302777	NEMVE02960, NEMVE14652, NEMVE13876
OG0001062	CAPO300111	NEMVE01533, NEMVE07088, NEMVE21120
OG0001064	CAPO304594	NEMVE19071, NEMVE22336, NEMVE14457, NEMVE15119, NEMVE08642, NEMVE03711, NEMVE20842
OG0001066	CAPO305156	NEMVE24583, NEMVE01656
OG0001072	CAPO304331	NEMVE08244, NEMVE08252, NEMVE00953, NEMVE07521, NEMVE01518
OG0001073	CAPO307880	NEMVE11637, NEMVE14006, NEMVE02704
OG0001075	CAPO305658	NEMVE07705, NEMVE15967
OG0001076	CAPO306580	NEMVE01471
OG0001078	CAPO300211	NEMVE21841, NEMVE03024
OG0001082	CAPO306944	NEMVE13496
OG0001083	CAPO306339	NEMVE07865
OG0001085	CAPO305936	NEMVE23730
OG0001092	CAPO303664	NEMVE00964, NEMVE07353, NEMVE01451
OG0001095	CAPO303064	NEMVE24881
OG0001096	CAPO308143	NEMVE22598, NEMVE10292, NEMVE12692
OG0001101	CAPO301529	NEMVE14957
OG0001104	CAPO306923	NEMVE04017, NEMVE06719, NEMVE25846
OG0001106	CAPO307850	NEMVE10844, NEMVE10846, NEMVE04090, NEMVE18134
OG0001108	CAPO300863	NEMVE14019, NEMVE25264, NEMVE22820, NEMVE03343
OG0001113	CAPO302840	NEMVE11789, NEMVE13858
OG0001113	CAPO304589	NEMVE22434
OG0001116	CAPO303103	NEMVE14342, NEMVE04905, NEMVE14341
OG0001120	CAPO300555	NEMVE17944, NEMVE18269, NEMVE18537
OG0001121	CAPO305030	NEMVE15144
OG0001123	CAPO305010	NEMVE08367, NEMVE00548
OG0001123	CAPO307047	NEMVE07317
OG0001124	CAPO307326	NEMVE14042, NEMVE14572
OG0001125	CAPO304253	NEMVE05272, NEMVE02257
OG0001126	CAPO301067	NEMVE21706
OG0001128	CAPO301710	NEMVE07541
OG0001129	CAPO306230	NEMVE22537, NEMVE23490, NEMVE23489, NEMVE16069
OG0001130	CAPO305636	NEMVE07218, NEMVE21964, NEMVE14047
OG0001133	CAPO302577	NEMVE17872
OG0001133	CAPO300360	NEMVE22361
OG0001134	CAPO304261	NEMVE10572
OG0001136	CAPO301949	NEMVE14986
OG0001137	CAPO308164	NEMVE09544, NEMVE24640, NEMVE09543
OG0001139	CAPO300537	NEMVE14993, NEMVE07868
OG0001140	CAPO308326	NEMVE06552, NEMVE12189, NEMVE00314
OG0001142	CAPO304790	NEMVE20807, NEMVE13380
OG0001143	CAPO304300	NEMVE07319
OG0001144	CAPO307577	NEMVE02135
OG0001146	CAPO300511	NEMVE18037, NEMVE07073, NEMVE07468
OG0001147	CAPO306370	NEMVE05148
OG0001148	CAPO302512	NEMVE24407
OG0001156	CAPO306962	NEMVE14927
OG0001158	CAPO302639	NEMVE13124
OG0001160	CAPO307697	NEMVE11154, NEMVE22281
OG0001161	CAPO301112	NEMVE13207
OG0001163	CAPO301684, CAPO307755, CAPO304886	NEMVE01640
OG0001164	CAPO304142	NEMVE07314
OG0001167	CAPO307849	NEMVE01035
OG0001168	CAPO301546	NEMVE14002
OG0001169	CAPO301751	NEMVE06650, NEMVE22732, NEMVE02251, NEMVE22495
OG0001170	CAPO302766	NEMVE01927
OG0001171	CAPO300420	NEMVE08775
OG0001175	CAPO304133, CAPO306812	NEMVE18808, NEMVE00944
OG0001181	CAPO301983	NEMVE04930
OG0001183	CAPO301096	NEMVE20715, NEMVE02043
OG0001184	CAPO306392	NEMVE23775
OG0001185	CAPO303366	NEMVE15207
OG0001186	CAPO302303	NEMVE07796
OG0001186	CAPO307451	NEMVE14205
OG0001188	CAPO300558	NEMVE13134, NEMVE04912
OG0001196	CAPO301570	NEMVE08224, NEMVE12229
OG0001197	CAPO306552	NEMVE01874
OG0001199	CAPO305690	NEMVE23802, NEMVE12602, NEMVE09164
OG0001201	CAPO302220	NEMVE09573
OG0001202	CAPO306186	NEMVE18910, NEMVE19217
OG0001207	CAPO304292	NEMVE23146
OG0001207	CAPO302612	NEMVE21152
OG0001207	CAPO305627	NEMVE05326
OG0001207	CAPO302093	NEMVE07504
OG0001208	CAPO300830	NEMVE13141
OG0001209	CAPO302948	NEMVE13903
OG0001210	CAPO302732	NEMVE24102
OG0001212	CAPO305298	NEMVE12507
OG0001213	CAPO304729	NEMVE09096
OG0001213	CAPO303632	NEMVE14427
OG0001214	CAPO304780	NEMVE06648
OG0001214	CAPO303564	NEMVE11810
OG0001215	CAPO302583	NEMVE25378
OG0001216	CAPO307997	NEMVE13574, NEMVE14479
OG0001218	CAPO307457	NEMVE00795, NEMVE21894
OG0001221	CAPO307765	NEMVE10455, NEMVE21175
OG0001222	CAPO301496, CAPO301391, CAPO303918	NEMVE22897
OG0001232	CAPO304224	NEMVE19947, NEMVE16316, NEMVE01186, NEMVE16317, NEMVE08692
OG0001233	CAPO303591	NEMVE05582, NEMVE05554
OG0001234	CAPO307897	NEMVE18230, NEMVE12291
OG0001241	CAPO303368	NEMVE23698
OG0001241	CAPO304888	NEMVE22413
OG0001247	CAPO303193, CAPO307423	NEMVE03420
OG0001248	CAPO303079	NEMVE14608
OG0001249	CAPO306922	NEMVE08338
OG0001250	CAPO302323	NEMVE07058
OG0001251	CAPO304205	NEMVE15250
OG0001251	CAPO302019	NEMVE05777
OG0001252	CAPO300016	NEMVE05179
OG0001253	CAPO306156	NEMVE14445
OG0001254	CAPO307546	NEMVE20396, NEMVE01446, NEMVE14277
OG0001261	CAPO302839	NEMVE12600, NEMVE24381
OG0001262	CAPO301672	NEMVE20477, NEMVE18940, NEMVE25315
OG0001263	CAPO301777	NEMVE21893, NEMVE01880, NEMVE01509, NEMVE22016
OG0001267	CAPO307578	NEMVE25606, NEMVE22271
OG0001268	CAPO303692	NEMVE13796, NEMVE10358
OG0001270	CAPO306176	NEMVE21909, NEMVE12078
OG0001270	CAPO304393	NEMVE22554
OG0001271	CAPO302779	NEMVE00839, NEMVE16016, NEMVE12266
OG0001272	CAPO305566	NEMVE24865
OG0001273	CAPO301889	NEMVE06058
OG0001274	CAPO308194	NEMVE24783
OG0001276	CAPO302888	NEMVE24658
OG0001278	CAPO306229	NEMVE22456, NEMVE13270, NEMVE08441
OG0001279	CAPO302733	NEMVE06730
OG0001279	CAPO303292	NEMVE12857
OG0001280	CAPO300326	NEMVE15111, NEMVE13261
OG0001281	CAPO304088, CAPO303543	NEMVE06870, NEMVE11367, NEMVE11365, NEMVE25797
OG0001282	CAPO303595	NEMVE13494
OG0001284	CAPO300970	NEMVE15039, NEMVE12745, NEMVE19495
OG0001285	CAPO304179	NEMVE07034
OG0001286	CAPO303892	NEMVE08364
OG0001287	CAPO302822, CAPO304538	NEMVE13851
OG0001288	CAPO302651	NEMVE21102, NEMVE22721, NEMVE20273
OG0001290	CAPO302574	NEMVE20389, NEMVE22813, NEMVE07506
OG0001291	CAPO300695	NEMVE25091
OG0001294	CAPO304223	NEMVE21404, NEMVE10810
OG0001295	CAPO306210	NEMVE10114
OG0001296	CAPO308260	NEMVE10339
OG0001297	CAPO305437	NEMVE00713, NEMVE18614, NEMVE04552, NEMVE09620, NEMVE03104
OG0001300	CAPO300154	NEMVE13700, NEMVE10660, NEMVE19269
OG0001302	CAPO302654	NEMVE13962, NEMVE18411, NEMVE11902
OG0001302	CAPO302215	NEMVE17610
OG0001304	CAPO302419	NEMVE01937
OG0001305	CAPO304488	NEMVE06825
OG0001308	CAPO300432	NEMVE00513, NEMVE16301, NEMVE11684, NEMVE06230
OG0001309	CAPO300871	NEMVE23002, NEMVE18542
OG0001310	CAPO305405	NEMVE22452
OG0001310	CAPO300151	NEMVE14637
OG0001311	CAPO300585	NEMVE05964, NEMVE03793
OG0001312	CAPO304811	NEMVE14791, NEMVE14787
OG0001314	CAPO306642	NEMVE24317, NEMVE16666
OG0001317	CAPO302225	NEMVE01591, NEMVE13378
OG0001318	CAPO306280	NEMVE22575
OG0001318	CAPO303315	NEMVE14651
OG0001319	CAPO304915	NEMVE01465
OG0001320	CAPO307498	NEMVE10295
OG0001320	CAPO304958	NEMVE25688
OG0001321	CAPO301358	NEMVE21741, NEMVE15029
OG0001322	CAPO302022	NEMVE05068, NEMVE21787
OG0001323	CAPO301735	NEMVE17138, NEMVE11887
OG0001324	CAPO302080	NEMVE19268, NEMVE11187
OG0001326	CAPO306149	NEMVE14355
OG0001327	CAPO305568	NEMVE09298, NEMVE15997
OG0001330	CAPO304584, CAPO300112	NEMVE14535
OG0001332	CAPO305487	NEMVE13389, NEMVE22532, NEMVE10338
OG0001344	CAPO308153	NEMVE22371
OG0001345	CAPO306177	NEMVE15150
OG0001348	CAPO304908	NEMVE25188
OG0001350	CAPO305116, CAPO303054	NEMVE14117
OG0001352	CAPO301738	NEMVE21976, NEMVE23110, NEMVE15564, NEMVE25965, NEMVE25394
OG0001352	CAPO303801	NEMVE14525, NEMVE21813
OG0001353	CAPO303379	NEMVE14645
OG0001355	CAPO307732	NEMVE14405
OG0001358	CAPO302204	NEMVE00588, NEMVE11838
OG0001361	CAPO306689	NEMVE13054
OG0001364	CAPO307249	NEMVE25546, NEMVE21006
OG0001366	CAPO302707	NEMVE02077, NEMVE15255, NEMVE13095
OG0001367	CAPO304628	NEMVE10311
OG0001370	CAPO305064	NEMVE16952
OG0001370	CAPO306956	NEMVE14662
OG0001372	CAPO301063	NEMVE14621, NEMVE12678
OG0001372	CAPO306529	NEMVE24235, NEMVE12993
OG0001373	CAPO300734	NEMVE13198
OG0001378	CAPO302717	NEMVE14996
OG0001379	CAPO304865	NEMVE14262
OG0001382	CAPO306735	NEMVE18444
OG0001383	CAPO300442	NEMVE12649, NEMVE09447
OG0001384	CAPO300256	NEMVE15385
OG0001384	CAPO302147	NEMVE06735
OG0001386	CAPO305078	NEMVE06336, NEMVE11740, NEMVE06344, NEMVE13418
OG0001397	CAPO306119	NEMVE22946, NEMVE25397
OG0001399	CAPO304148	NEMVE23382
OG0001404	CAPO302450	NEMVE25280, NEMVE14027, NEMVE13694
OG0001405	CAPO302942	NEMVE08567
OG0001406	CAPO305604	NEMVE18633, NEMVE16331
OG0001408	CAPO304468	NEMVE25885
OG0001409	CAPO300832	NEMVE14897
OG0001410	CAPO304381	NEMVE03165
OG0001410	CAPO303461	NEMVE24971
OG0001411	CAPO301653	NEMVE25920
OG0001412	CAPO304843	NEMVE19652
OG0001413	CAPO300375	NEMVE06553, NEMVE06540
OG0001414	CAPO301834	NEMVE11734
OG0001415	CAPO307087	NEMVE14658, NEMVE01687, NEMVE08737, NEMVE04278, NEMVE03240
OG0001416	CAPO300753	NEMVE10436, NEMVE15378
OG0001418	CAPO300218	NEMVE12090, NEMVE01985
OG0001420	CAPO304723, CAPO308198, CAPO308234, CAPO305541, CAPO307813	NEMVE16749
OG0001422	CAPO308345, CAPO303120	NEMVE07209
OG0001423	CAPO301310	NEMVE08632
OG0001424	CAPO304776	NEMVE01171, NEMVE20550, NEMVE19994, NEMVE02440, NEMVE25742
OG0001425	CAPO302275, CAPO302850	NEMVE19543, NEMVE14280
OG0001426	CAPO302841	NEMVE13859, NEMVE08760
OG0001427	CAPO302723	NEMVE15208
OG0001428	CAPO303027	NEMVE21876
OG0001430	CAPO300562	NEMVE13108
OG0001431	CAPO308230	NEMVE23887
OG0001437	CAPO304955	NEMVE13628
OG0001440	CAPO306687	NEMVE03027
OG0001440	CAPO305450	NEMVE05815, NEMVE03715
OG0001445	CAPO301958	NEMVE05296
OG0001446	CAPO304614	NEMVE13345, NEMVE13458
