Orthogroup	CAPO3	LYTVA_ok
OG0003924	CAPO302790	LYTVA_21825
OG0003925	CAPO301662	LYTVA_23157
OG0003926	CAPO303036	LYTVA_00309
OG0003927	CAPO304671	LYTVA_09499, LYTVA_12096
OG0003930	CAPO301599	LYTVA_25579, LYTVA_23488
OG0003931	CAPO304399	LYTVA_22630
OG0003932	CAPO300048, CAPO300047	LYTVA_00352, LYTVA_14590, LYTVA_16689
OG0003936	CAPO302163	LYTVA_03319
OG0003938	CAPO305166	LYTVA_07799
OG0003939	CAPO303853	LYTVA_03990, LYTVA_08883
OG0003942	CAPO300632	LYTVA_19868, LYTVA_04089
OG0003945	CAPO300812	LYTVA_00843
OG0003946	CAPO303843	LYTVA_00597
OG0003947	CAPO306325	LYTVA_21166
OG0003950	CAPO307097	LYTVA_22866
OG0003954	CAPO304758	LYTVA_08587
OG0003961	CAPO303890	LYTVA_18404
OG0003966	CAPO301181	LYTVA_08371
OG0003971	CAPO301852	LYTVA_12905
OG0003972	CAPO308018	LYTVA_26756
OG0003973	CAPO307513	LYTVA_08780
OG0003998	CAPO305634	LYTVA_04462
OG0003999	CAPO306327	LYTVA_02706
OG0004000	CAPO302913	LYTVA_13016
OG0004002	CAPO305544	LYTVA_14687
OG0004007	CAPO307105	LYTVA_16332
OG0004009	CAPO305072	LYTVA_27360
OG0004010	CAPO303524	LYTVA_19108, LYTVA_14826
OG0004012	CAPO308011	LYTVA_26169
OG0004014	CAPO303473	LYTVA_26908, LYTVA_29701
OG0004015	CAPO305112	LYTVA_14499
OG0004016	CAPO303609	LYTVA_04982
OG0004017	CAPO308124	LYTVA_26976
OG0004023	CAPO307204	LYTVA_16983
OG0004031	CAPO306218	LYTVA_19098
OG0004035	CAPO301995	LYTVA_24098
OG0004037	CAPO306482	LYTVA_20546
OG0004038	CAPO307927	LYTVA_30220
OG0004041	CAPO306646	LYTVA_30034, LYTVA_16536
OG0004042	CAPO302696	LYTVA_08337
OG0004044	CAPO300275	LYTVA_04278
OG0004047	CAPO304083	LYTVA_22628
OG0004048	CAPO304654	LYTVA_16472
OG0004050	CAPO308116	LYTVA_14707, LYTVA_19218, LYTVA_19754
OG0004053	CAPO301919	LYTVA_05254
OG0004058	CAPO301904	LYTVA_12297, LYTVA_07409, LYTVA_03959
OG0004059	CAPO301877	LYTVA_13931
OG0004063	CAPO300628	LYTVA_25472
OG0004064	CAPO304453	LYTVA_00970
OG0004065	CAPO304029	LYTVA_23835, LYTVA_06332
OG0004067	CAPO301812	LYTVA_14146
OG0004068	CAPO301030	LYTVA_11542
OG0004069	CAPO307785	LYTVA_15685
OG0004070	CAPO302894	LYTVA_26461, LYTVA_08824
OG0004071	CAPO306388	LYTVA_15303
OG0004072	CAPO305194	LYTVA_02954
OG0004076	CAPO307967	LYTVA_03921
OG0004079	CAPO300687	LYTVA_06671
OG0004080	CAPO305236	LYTVA_29208
OG0004081	CAPO301069	LYTVA_02736
OG0004082	CAPO305460	LYTVA_06311, LYTVA_06309
OG0004083	CAPO304047	LYTVA_21834, LYTVA_13777
OG0004084	CAPO300193	LYTVA_18649
OG0004085	CAPO307782	LYTVA_08513, LYTVA_28587
OG0004090	CAPO304280	LYTVA_01996
OG0004091	CAPO307795	LYTVA_21438, LYTVA_09473
OG0004092	CAPO301516	LYTVA_11252, LYTVA_08054
OG0004093	CAPO303612	LYTVA_18796
OG0004094	CAPO306112	LYTVA_15767, LYTVA_15263
OG0004095	CAPO302216	LYTVA_27647
OG0004096	CAPO306070	LYTVA_24655
OG0004097	CAPO300790	LYTVA_03615
OG0004099	CAPO306437	LYTVA_16532
OG0004100	CAPO306356	LYTVA_05542, LYTVA_05543
OG0004101	CAPO303749, CAPO302702	LYTVA_16379
OG0004103	CAPO306700	LYTVA_10838, LYTVA_14405, LYTVA_25911
OG0004104	CAPO303684	LYTVA_23183
OG0004106	CAPO303386	LYTVA_16270, LYTVA_17077
OG0004108	CAPO307282	LYTVA_08792
OG0004110	CAPO300855	LYTVA_17391
OG0004112	CAPO304610	LYTVA_05426
OG0004113	CAPO305835	LYTVA_23980, LYTVA_20632
OG0004114	CAPO301854	LYTVA_09095
OG0004115	CAPO306386	LYTVA_26409
OG0004116	CAPO303186	LYTVA_11277, LYTVA_16339
OG0004118	CAPO306139	LYTVA_28391
OG0004119	CAPO303741	LYTVA_18575
OG0004123	CAPO304624	LYTVA_16672
OG0004124	CAPO302738	LYTVA_08766, LYTVA_03931
OG0004125	CAPO304359	LYTVA_08831
OG0004127	CAPO306895	LYTVA_25845, LYTVA_00859
OG0004130	CAPO307075	LYTVA_10134
OG0004133	CAPO305598	LYTVA_18548
OG0004134	CAPO304433	LYTVA_23721, LYTVA_17051
OG0004136	CAPO307338	LYTVA_29265, LYTVA_10739, LYTVA_15507
OG0004140	CAPO307995	LYTVA_23705
OG0004142	CAPO300440	LYTVA_07168
OG0004148	CAPO301152	LYTVA_28754
OG0004150	CAPO303497	LYTVA_10446, LYTVA_04771
OG0004151	CAPO307015	LYTVA_22027, LYTVA_29972, LYTVA_22026
OG0004153	CAPO305022	LYTVA_24977, LYTVA_14935
OG0004154	CAPO308154	LYTVA_21247
OG0004156	CAPO307556	LYTVA_23102
OG0004158	CAPO302219	LYTVA_10767
OG0004162	CAPO305758	LYTVA_06424, LYTVA_04255, LYTVA_13582
OG0004166	CAPO300703	LYTVA_05496
OG0004167	CAPO305574	LYTVA_09956
OG0004168	CAPO303881	LYTVA_10352
OG0004169	CAPO302967	LYTVA_22122
OG0004170	CAPO305320	LYTVA_03467
OG0004171	CAPO305810	LYTVA_12650, LYTVA_12649, LYTVA_07825
OG0004174	CAPO303644	LYTVA_29638
OG0004176	CAPO304072	LYTVA_12701
OG0004181	CAPO304353	LYTVA_28184, LYTVA_29381
OG0004182	CAPO305817	LYTVA_02516, LYTVA_26684
OG0004183	CAPO301817	LYTVA_18118, LYTVA_09256
OG0004184	CAPO302251	LYTVA_27243
OG0004186	CAPO307615	LYTVA_13218
OG0004187	CAPO301572	LYTVA_09899
OG0004188	CAPO308209	LYTVA_09818
OG0004198	CAPO302636	LYTVA_17837
OG0004215	CAPO307025	LYTVA_17521, LYTVA_20252
OG0004216	CAPO304745	LYTVA_05046
OG0004217	CAPO300553	LYTVA_10684
OG0004219	CAPO302642	LYTVA_13015
OG0004222	CAPO307934	LYTVA_04664
OG0004223	CAPO308310	LYTVA_16944, LYTVA_15378
OG0004226	CAPO301388	LYTVA_11757, LYTVA_01757
OG0004227	CAPO302252	LYTVA_12126
OG0004228	CAPO303492	LYTVA_17820, LYTVA_06103
OG0004230	CAPO305821	LYTVA_03884, LYTVA_24896
OG0004231	CAPO300312	LYTVA_21112
OG0004232	CAPO301443	LYTVA_02493, LYTVA_16476
OG0004235	CAPO306795	LYTVA_20276
OG0004236	CAPO301760	LYTVA_29541
OG0004237	CAPO301645	LYTVA_10415
OG0004239	CAPO304082	LYTVA_15516, LYTVA_12963
OG0004240	CAPO301736, CAPO306948	LYTVA_26856
OG0004243	CAPO302349	LYTVA_09481
OG0004245	CAPO301120	LYTVA_24279, LYTVA_26637, LYTVA_24281
OG0004246	CAPO307710	LYTVA_29403, LYTVA_27509
OG0004247	CAPO306324	LYTVA_14365
OG0004248	CAPO306807	LYTVA_23168
OG0004249	CAPO302316	LYTVA_11288, LYTVA_11290
OG0004254	CAPO304883	LYTVA_15962
OG0004257	CAPO305171	LYTVA_15930
OG0004258	CAPO301342	LYTVA_05034
OG0004259	CAPO301048	LYTVA_21802
OG0004261	CAPO305950	LYTVA_25179, LYTVA_25178, LYTVA_11226, LYTVA_21721
OG0004263	CAPO304844	LYTVA_29357, LYTVA_12199
OG0004269	CAPO308233	LYTVA_07560, LYTVA_28413
OG0004270	CAPO303791	LYTVA_25924
OG0004271	CAPO303178	LYTVA_28380
OG0004272	CAPO303743	LYTVA_26397
OG0004278	CAPO303739	LYTVA_21762, LYTVA_19997
OG0004280	CAPO302169	LYTVA_00315, LYTVA_29508
OG0004282	CAPO306035	LYTVA_16737
OG0004283	CAPO301216	LYTVA_07813, LYTVA_10414
OG0004284	CAPO303039	LYTVA_21849, LYTVA_03684
OG0004285	CAPO306621	LYTVA_14336
OG0004286	CAPO300246	LYTVA_23813
OG0004287	CAPO305534	LYTVA_30135
OG0004288	CAPO302203	LYTVA_10116
OG0004289	CAPO307509	LYTVA_15304, LYTVA_08621
OG0004291	CAPO306696	LYTVA_26380
OG0004292	CAPO301407	LYTVA_29633
OG0004295	CAPO300437	LYTVA_10836
OG0004296	CAPO307058	LYTVA_05826
OG0004297	CAPO306140	LYTVA_26470, LYTVA_14136
OG0004299	CAPO307863	LYTVA_10418, LYTVA_24447
OG0004301	CAPO305855	LYTVA_17218
OG0004302	CAPO307149	LYTVA_27877
OG0004303	CAPO306261	LYTVA_05571
OG0004304	CAPO307407	LYTVA_08021
OG0004305	CAPO306704	LYTVA_04211, LYTVA_07884
OG0004307	CAPO306787	LYTVA_23176
OG0004308	CAPO302385	LYTVA_27577, LYTVA_15253
OG0004309	CAPO304021	LYTVA_20861
OG0004310	CAPO306903	LYTVA_21824
OG0004312	CAPO306752	LYTVA_13567, LYTVA_05872
OG0004314	CAPO301283	LYTVA_09224
OG0004315	CAPO307076	LYTVA_14423
OG0004316	CAPO300656	LYTVA_04481
OG0004319	CAPO308294	LYTVA_09566
OG0004320	CAPO300174	LYTVA_02018
OG0004321	CAPO306639	LYTVA_13173
OG0004322	CAPO307895	LYTVA_23319
OG0004323	CAPO307483	LYTVA_25817
OG0004324	CAPO300240	LYTVA_01961
OG0004328	CAPO305261	LYTVA_05322
OG0004329	CAPO302035	LYTVA_10469
OG0004331	CAPO305384	LYTVA_27302, LYTVA_21103
OG0004333	CAPO303439	LYTVA_21119
OG0004335	CAPO302791	LYTVA_05831, LYTVA_03828
OG0004338	CAPO300828	LYTVA_14064
OG0004345	CAPO306847	LYTVA_15243
OG0004348	CAPO306158	LYTVA_06128
OG0004349	CAPO308184	LYTVA_06151
OG0004350	CAPO300994	LYTVA_13333
OG0004353	CAPO306055, CAPO306087	LYTVA_00606, LYTVA_13736
OG0004354	CAPO307581	LYTVA_02005
OG0004355	CAPO303478	LYTVA_19137
OG0004356	CAPO300159	LYTVA_23236
OG0004357	CAPO303880	LYTVA_09241
OG0004358	CAPO301323	LYTVA_17523
OG0004359	CAPO305703	LYTVA_02266
OG0004360	CAPO301752	LYTVA_09179, LYTVA_28719
OG0004361	CAPO308302	LYTVA_20394
OG0004363	CAPO304580	LYTVA_24551
OG0004364	CAPO305213	LYTVA_02485
OG0004365	CAPO305948	LYTVA_05834
OG0004368	CAPO306084	LYTVA_06379
OG0004369	CAPO305592	LYTVA_09883
OG0004370	CAPO302143	LYTVA_30229
OG0004372	CAPO304892	LYTVA_04302
OG0004373	CAPO308311	LYTVA_12488
OG0004374	CAPO306983	LYTVA_22107
OG0004375	CAPO305927	LYTVA_14843
OG0004377	CAPO303614	LYTVA_23335
OG0004378	CAPO303140	LYTVA_15604
OG0004379	CAPO300162	LYTVA_28643
OG0004381	CAPO300684	LYTVA_18126
OG0004382	CAPO308307	LYTVA_18561
OG0004383	CAPO301688	LYTVA_01592
OG0004385	CAPO306534	LYTVA_17871
OG0004388	CAPO303742	LYTVA_16559, LYTVA_07165
OG0004389	CAPO302416	LYTVA_29149
OG0004390	CAPO300046	LYTVA_24758
OG0004391	CAPO305468	LYTVA_09306, LYTVA_24715
OG0004394	CAPO305886	LYTVA_30193, LYTVA_14506
OG0004396	CAPO300955	LYTVA_05452
OG0004398	CAPO307605	LYTVA_05438
OG0004399	CAPO301536	LYTVA_18756
OG0004400	CAPO304368, CAPO302395	LYTVA_11350
OG0004401	CAPO307684	LYTVA_06522
OG0004402	CAPO301470	LYTVA_17681
OG0004404	CAPO300907	LYTVA_29981
OG0004405	CAPO302866	LYTVA_16143
OG0004413	CAPO301518	LYTVA_15678
OG0004417	CAPO302119	LYTVA_08260
OG0004418	CAPO305208	LYTVA_16592
OG0004421	CAPO303320	LYTVA_21010
OG0004423	CAPO306935	LYTVA_27161
OG0004425	CAPO302090	LYTVA_04158
OG0004428	CAPO302305	LYTVA_07807
OG0004459	CAPO300459	LYTVA_10441, LYTVA_04612, LYTVA_18197
OG0004460	CAPO307206	LYTVA_05295, LYTVA_29632
OG0004461	CAPO305355	LYTVA_30117
OG0004462	CAPO302893	LYTVA_20076
OG0004465	CAPO303487, CAPO307912	LYTVA_25687, LYTVA_12969
OG0004467	CAPO307496	LYTVA_29939
OG0004468	CAPO307854	LYTVA_02592, LYTVA_18913
OG0004472	CAPO303803	LYTVA_08562
OG0004474	CAPO300829	LYTVA_28353
OG0004476	CAPO307856	LYTVA_16113
OG0004479	CAPO303963	LYTVA_00476, LYTVA_04117, LYTVA_07724
OG0004481	CAPO306702	LYTVA_30175
OG0004483	CAPO303122	LYTVA_03457
OG0004484	CAPO302152	LYTVA_00935
OG0004486	CAPO307639	LYTVA_17364
OG0004494	CAPO306570	LYTVA_00181
OG0004495	CAPO306359	LYTVA_01540
OG0004496	CAPO303733	LYTVA_14373
OG0004497	CAPO307202	LYTVA_18009, LYTVA_03405
OG0004498	CAPO305224	LYTVA_12145, LYTVA_00159, LYTVA_28363
OG0004500	CAPO301850	LYTVA_20358
OG0004503	CAPO300332	LYTVA_09532, LYTVA_13945
OG0004506	CAPO305016	LYTVA_19692
OG0004507	CAPO301894	LYTVA_06354, LYTVA_26743
OG0004508	CAPO301654	LYTVA_25380
OG0004509	CAPO300500	LYTVA_02030, LYTVA_02021, LYTVA_16763
OG0004512	CAPO302842	LYTVA_20700
OG0004513	CAPO303104	LYTVA_19138
OG0004515	CAPO305182	LYTVA_03119, LYTVA_29185, LYTVA_17033
OG0004516	CAPO306036, CAPO307859	LYTVA_27324, LYTVA_16585
OG0004518	CAPO306412	LYTVA_14613, LYTVA_02025
OG0004519	CAPO307914	LYTVA_25742
OG0004520	CAPO300090	LYTVA_16032
OG0004521	CAPO306692	LYTVA_01392, LYTVA_02169, LYTVA_22259, LYTVA_00066
OG0004523	CAPO304989	LYTVA_02111
OG0004525	CAPO303518	LYTVA_04264, LYTVA_18553
OG0004527	CAPO302077	LYTVA_09964
OG0004529	CAPO306628	LYTVA_01959
OG0004530	CAPO304739	LYTVA_11116, LYTVA_17848
OG0004531	CAPO302345, CAPO307115	LYTVA_04792, LYTVA_04794
OG0004532	CAPO300005	LYTVA_16802
OG0004533	CAPO306022	LYTVA_29598
OG0004535	CAPO307124	LYTVA_01326
OG0004537	CAPO306837	LYTVA_02634
OG0004540	CAPO307351	LYTVA_07398, LYTVA_07396
OG0004541	CAPO307806	LYTVA_00634, LYTVA_17093, LYTVA_28009, LYTVA_08647, LYTVA_17092
OG0004542	CAPO306706	LYTVA_17843
OG0004544	CAPO306563	LYTVA_24449
OG0004545	CAPO307212	LYTVA_25949, LYTVA_02321
OG0004546	CAPO306808	LYTVA_26469
OG0004547	CAPO304852	LYTVA_11437, LYTVA_22912
OG0004548	CAPO305113	LYTVA_04949, LYTVA_13430
OG0004552	CAPO301361, CAPO306759	LYTVA_27213
OG0004553	CAPO302768	LYTVA_11543, LYTVA_25544
OG0004554	CAPO300747	LYTVA_17490
OG0004555	CAPO301994	LYTVA_03872
OG0004556	CAPO305616	LYTVA_12685
OG0004558	CAPO307355	LYTVA_11113
OG0004561	CAPO304794	LYTVA_17889
OG0004563	CAPO303030	LYTVA_23594, LYTVA_13340
OG0004564	CAPO301873	LYTVA_29664
OG0004565	CAPO303409	LYTVA_02489
OG0004566	CAPO302081	LYTVA_17110
OG0004569	CAPO303601	LYTVA_09982
OG0004572	CAPO302719	LYTVA_23087
OG0004573	CAPO305859	LYTVA_17192
OG0004574	CAPO300276	LYTVA_20772
OG0004577	CAPO307905	LYTVA_11608
OG0004578	CAPO307713	LYTVA_26903
OG0004579	CAPO308171	LYTVA_18859
OG0004581	CAPO305629	LYTVA_28885
OG0004582	CAPO304857	LYTVA_19263
OG0004583	CAPO301319	LYTVA_15816
OG0004585	CAPO307959	LYTVA_04116
OG0004590	CAPO307910	LYTVA_05932
OG0004592	CAPO307767	LYTVA_02889
OG0004593	CAPO306311	LYTVA_10440
OG0004596	CAPO301763	LYTVA_23208
OG0004599	CAPO306185	LYTVA_22073
OG0004600	CAPO306391	LYTVA_05795
OG0004601	CAPO300529	LYTVA_30200
OG0004602	CAPO307709	LYTVA_07552, LYTVA_23290
OG0004605	CAPO303013	LYTVA_22511
OG0004609	CAPO305274	LYTVA_25027
OG0004610	CAPO308217	LYTVA_15593
OG0004611	CAPO305879, CAPO305850	LYTVA_03557
OG0004612	CAPO307176	LYTVA_14652
OG0004616	CAPO302661, CAPO307774	LYTVA_00918
OG0004619	CAPO306976	LYTVA_04247
OG0004621	CAPO301592	LYTVA_28481
OG0004623	CAPO303271	LYTVA_10953
OG0004626	CAPO304074	LYTVA_13913, LYTVA_09916
OG0004627	CAPO302578	LYTVA_28887
OG0004628	CAPO300844	LYTVA_10287
OG0004629	CAPO300874	LYTVA_12574
OG0004630	CAPO300032	LYTVA_20130
OG0004633	CAPO306431	LYTVA_19530
OG0004634	CAPO306443	LYTVA_18328, LYTVA_15495
OG0004635	CAPO305826	LYTVA_00293, LYTVA_15165
OG0004638	CAPO300328	LYTVA_13228, LYTVA_06142
OG0004639	CAPO304960	LYTVA_06644, LYTVA_25887
OG0004641	CAPO301192	LYTVA_14378
OG0004642	CAPO303810	LYTVA_01586
OG0004644	CAPO308177	LYTVA_08153
OG0004646	CAPO304987	LYTVA_07777
OG0004648	CAPO306796	LYTVA_03524
OG0004649	CAPO308035	LYTVA_10236
OG0004651	CAPO307192	LYTVA_06969, LYTVA_00062
OG0004652	CAPO307126	LYTVA_27671
OG0004654	CAPO304098	LYTVA_21675
OG0004655	CAPO300932	LYTVA_08466
OG0004656	CAPO306315	LYTVA_18760
OG0004657	CAPO300965	LYTVA_18672
OG0004658	CAPO302853	LYTVA_20135
OG0004659	CAPO305571	LYTVA_02279
OG0004663	CAPO307060	LYTVA_05938
OG0004668	CAPO307032	LYTVA_20199, LYTVA_13399
OG0004671	CAPO303199	LYTVA_21221
OG0004672	CAPO300788	LYTVA_09235
OG0004673	CAPO305181	LYTVA_13727
OG0004674	CAPO301298	LYTVA_04839, LYTVA_28228
OG0004675	CAPO300152	LYTVA_29989, LYTVA_25113
OG0004676	CAPO305483	LYTVA_25246
OG0004678	CAPO306062	LYTVA_19924
OG0004679	CAPO307020	LYTVA_16027, LYTVA_27884
OG0004682	CAPO302643	LYTVA_24734
OG0004685	CAPO300514	LYTVA_06896
OG0004687	CAPO300850	LYTVA_17898
OG0004690	CAPO302294	LYTVA_02921
OG0004692	CAPO306711	LYTVA_28535
OG0004694	CAPO302831	LYTVA_09383
OG0004696	CAPO303339	LYTVA_04202, LYTVA_07127
OG0004699	CAPO305801	LYTVA_11171
OG0004700	CAPO305394	LYTVA_06651
OG0004702	CAPO306323	LYTVA_26536
OG0004703	CAPO302281	LYTVA_20677
OG0004707	CAPO307222	LYTVA_28560
OG0004708	CAPO302589	LYTVA_09002
OG0004711	CAPO307614	LYTVA_14580, LYTVA_27491
OG0004728	CAPO306092	LYTVA_11232, LYTVA_03716
OG0004732	CAPO303065	LYTVA_12636
OG0004733	CAPO303723	LYTVA_08122, LYTVA_00358
OG0004738	CAPO307391	LYTVA_08474
OG0004739	CAPO305372	LYTVA_00536, LYTVA_25049
OG0004740	CAPO303587	LYTVA_03548
OG0004743	CAPO305537	LYTVA_29733, LYTVA_09642, LYTVA_20623
OG0004744	CAPO307377	LYTVA_21730
OG0004747	CAPO305266	LYTVA_23129
OG0004748	CAPO300851	LYTVA_15315
OG0004749	CAPO303738	LYTVA_25597, LYTVA_15360
OG0004752	CAPO300189	LYTVA_02105
OG0004753	CAPO307970	LYTVA_19840
OG0004755	CAPO304664	LYTVA_22436
OG0004756	CAPO300650	LYTVA_19213
OG0004757	CAPO300079	LYTVA_01188
OG0004758	CAPO307791	LYTVA_27035
OG0004759	CAPO301731	LYTVA_27240
OG0004760	CAPO302986	LYTVA_10449
OG0004761	CAPO301372	LYTVA_07368
OG0004762	CAPO306336	LYTVA_19466, LYTVA_05439
OG0004763	CAPO303189	LYTVA_05745
OG0004764	CAPO306665	LYTVA_01192, LYTVA_02309
OG0004765	CAPO300145	LYTVA_14721
OG0004766	CAPO300107	LYTVA_11836
OG0004767	CAPO304258	LYTVA_09965
OG0004768	CAPO302814	LYTVA_09373
OG0004769	CAPO305909	LYTVA_25262
OG0004770	CAPO306549	LYTVA_07797
OG0004771	CAPO306141	LYTVA_12166, LYTVA_16579, LYTVA_20395
OG0004774	CAPO302467	LYTVA_09584, LYTVA_01531
OG0004775	CAPO308292	LYTVA_06984, LYTVA_15631
OG0004781	CAPO302855	LYTVA_04863
OG0004784	CAPO300506	LYTVA_22879, LYTVA_05845
OG0004785	CAPO301223	LYTVA_15886, LYTVA_26181
OG0004787	CAPO300677	LYTVA_29060
OG0004788	CAPO303606	LYTVA_27530
OG0004792	CAPO304121, CAPO301355	LYTVA_29937
OG0004793	CAPO303691	LYTVA_06904
OG0004794	CAPO302268	LYTVA_22570
OG0004795	CAPO306522	LYTVA_22825, LYTVA_00644
OG0004797	CAPO308248	LYTVA_04693, LYTVA_15847
OG0004798	CAPO303882	LYTVA_04560
OG0004798	CAPO306979	LYTVA_06923, LYTVA_00180
OG0004801	CAPO301409	LYTVA_01588
OG0004803	CAPO306090	LYTVA_27178
OG0004803	CAPO304966	LYTVA_30221
OG0004805	CAPO301148	LYTVA_07641
OG0004808	CAPO300921	LYTVA_29396
OG0004810	CAPO307085	LYTVA_17499
OG0004811	CAPO304670	LYTVA_15091
OG0004812	CAPO300913	LYTVA_09278
OG0004813	CAPO302301	LYTVA_10962
OG0004814	CAPO305193	LYTVA_12805
OG0004815	CAPO306099	LYTVA_09769
OG0004817	CAPO300646	LYTVA_05490, LYTVA_29184
OG0004819	CAPO303489	LYTVA_19480
OG0004820	CAPO301474	LYTVA_28665
OG0004822	CAPO303272	LYTVA_26300
OG0004823	CAPO301131	LYTVA_10717
OG0004825	CAPO303625	LYTVA_26468
OG0004826	CAPO302318	LYTVA_05311
OG0004828	CAPO300795	LYTVA_00844, LYTVA_03563
OG0004829	CAPO306677	LYTVA_23676, LYTVA_16397
OG0004831	CAPO302539	LYTVA_11985
OG0004832	CAPO300644	LYTVA_17819
OG0004833	CAPO307386, CAPO307385	LYTVA_24781
OG0004838	CAPO300483	LYTVA_13698
OG0004840	CAPO301303	LYTVA_08791, LYTVA_13386
OG0004841	CAPO301073	LYTVA_07534
OG0004842	CAPO307208	LYTVA_20536
OG0004843	CAPO302296	LYTVA_03951
OG0004844	CAPO308225	LYTVA_20432
OG0004845	CAPO300244	LYTVA_24918
OG0004846	CAPO302634	LYTVA_08132
OG0004848	CAPO305802	LYTVA_14758
OG0004849	CAPO302897	LYTVA_06399
OG0004851	CAPO304052	LYTVA_06855
OG0004852	CAPO305241	LYTVA_12192
OG0004853	CAPO306818	LYTVA_13585
OG0004855	CAPO307136	LYTVA_15181
OG0004856	CAPO307877	LYTVA_02436
OG0004857	CAPO305126	LYTVA_12351
OG0004858	CAPO306514	LYTVA_12887
OG0004861	CAPO300721	LYTVA_04536
OG0004863	CAPO300215	LYTVA_24197
OG0004864	CAPO306175	LYTVA_18864
OG0004869	CAPO301505	LYTVA_27758, LYTVA_11162
OG0004874	CAPO302314	LYTVA_25312
OG0004875	CAPO305599	LYTVA_04305
OG0004879	CAPO304570	LYTVA_01845
OG0004880	CAPO307520	LYTVA_30106
OG0004881	CAPO301856	LYTVA_12397
OG0004882	CAPO307657	LYTVA_17242
OG0004883	CAPO304269	LYTVA_03485
OG0004884	CAPO306875	LYTVA_05315
OG0004886	CAPO304598	LYTVA_28084, LYTVA_28081
OG0004887	CAPO303252	LYTVA_16765, LYTVA_23110
OG0004889	CAPO302860	LYTVA_14001
OG0004892	CAPO308266	LYTVA_02152
OG0004893	CAPO305797	LYTVA_22575
OG0004894	CAPO308103	LYTVA_26151
OG0004896	CAPO301146, CAPO308332	LYTVA_14134
OG0004897	CAPO300624	LYTVA_04150
OG0004898	CAPO300846	LYTVA_27619
OG0004899	CAPO304701	LYTVA_28880
OG0004900	CAPO300509	LYTVA_26142
OG0004901	CAPO301170	LYTVA_26297
OG0004902	CAPO305853	LYTVA_05303
OG0004903	CAPO304775	LYTVA_08798
OG0004904	CAPO304100	LYTVA_28186
OG0004906	CAPO303480	LYTVA_15393
OG0004907	CAPO307254	LYTVA_12073
OG0004911	CAPO305750	LYTVA_04944
OG0004913	CAPO306717	LYTVA_03275, LYTVA_09461
OG0004914	CAPO301519	LYTVA_24514
OG0004917	CAPO303374	LYTVA_27783, LYTVA_27787
OG0004919	CAPO308082	LYTVA_08266
OG0004920	CAPO302580	LYTVA_09692, LYTVA_26713
OG0004922	CAPO306550	LYTVA_07877
OG0004923	CAPO307943	LYTVA_13903, LYTVA_15555
OG0004924	CAPO304606	LYTVA_15379
OG0004927	CAPO304855	LYTVA_08841
OG0004928	CAPO304691	LYTVA_07781
OG0004929	CAPO304111	LYTVA_12226
OG0004932	CAPO306081, CAPO305804	LYTVA_07355
OG0004934	CAPO305066	LYTVA_27689
OG0004935	CAPO302835	LYTVA_06910
OG0004936	CAPO306298	LYTVA_09395
OG0004938	CAPO308159	LYTVA_27284
OG0004940	CAPO305630	LYTVA_00861
OG0004943	CAPO306001	LYTVA_21704
OG0004944	CAPO302056	LYTVA_18311
OG0004946	CAPO305515	LYTVA_27839
OG0004947	CAPO307579	LYTVA_10586
OG0004948	CAPO305331	LYTVA_26298, LYTVA_18476
OG0004949	CAPO304026	LYTVA_17618, LYTVA_17623
OG0004950	CAPO300642	LYTVA_20298, LYTVA_20713
OG0004952	CAPO301776	LYTVA_18703
OG0004953	CAPO306623	LYTVA_23653, LYTVA_13408
OG0004954	CAPO303229	LYTVA_13647
OG0004958	CAPO302197	LYTVA_04402
OG0004960	CAPO300258	LYTVA_18431
OG0004961	CAPO305777	LYTVA_24158
OG0004962	CAPO301438	LYTVA_20013, LYTVA_11942
OG0004963	CAPO303805	LYTVA_11708, LYTVA_13526, LYTVA_11711
OG0004964	CAPO302916	LYTVA_05433
OG0004969	CAPO306497, CAPO303678	LYTVA_28485
OG0004970	CAPO303748	LYTVA_02200
OG0004971	CAPO302327	LYTVA_21887, LYTVA_21886, LYTVA_01157
OG0004972	CAPO304289	LYTVA_08815
OG0004973	CAPO305642	LYTVA_24609
OG0004976	CAPO304478	LYTVA_09782
OG0004977	CAPO304350	LYTVA_04246
OG0004979	CAPO303118	LYTVA_02189
OG0004980	CAPO300807	LYTVA_11342
OG0004981	CAPO306326	LYTVA_04981, LYTVA_04980
OG0004982	CAPO301351	LYTVA_04774, LYTVA_04776
OG0004983	CAPO300176	LYTVA_16372
OG0004985	CAPO304816	LYTVA_23048
OG0004987	CAPO305473	LYTVA_28680, LYTVA_01478
OG0004988	CAPO305623	LYTVA_17216
OG0004989	CAPO300323	LYTVA_04727, LYTVA_02393
OG0004990	CAPO305712	LYTVA_12280
OG0004991	CAPO302271	LYTVA_29890
OG0004992	CAPO301159	LYTVA_25774, LYTVA_17651
OG0004993	CAPO306074	LYTVA_03573, LYTVA_12493
OG0004997	CAPO300456	LYTVA_17036
OG0004999	CAPO302635	LYTVA_17299, LYTVA_00003
OG0005002	CAPO305114	LYTVA_14355
OG0005003	CAPO303837	LYTVA_29350
OG0005005	CAPO303017	LYTVA_12098
OG0005006	CAPO301015	LYTVA_24629
OG0005009	CAPO303190	LYTVA_04586
OG0005013	CAPO304066	LYTVA_06183
OG0005014	CAPO307825	LYTVA_05362
OG0005015	CAPO300946	LYTVA_02386, LYTVA_15052
