Orthogroup	CAPO3	HUMAN
OG0004292	CAPO301407	HUMAN18016, HUMAN18018, HUMAN18017, HUMAN18019
OG0004295	CAPO300437	HUMAN14256
OG0004296	CAPO307058	HUMAN22583, HUMAN22582
OG0004297	CAPO306140	HUMAN24896
OG0004299	CAPO307863	HUMAN22961, HUMAN05108, HUMAN22962
OG0004300	CAPO308218	HUMAN28866, HUMAN28867
OG0004301	CAPO305855	HUMAN04645, HUMAN04644
OG0004302	CAPO307149	HUMAN23334
OG0004303	CAPO306261	HUMAN18308, HUMAN18307
OG0004304	CAPO307407	HUMAN07403, HUMAN07402, HUMAN07400, HUMAN07401
OG0004305	CAPO306704	HUMAN14140, HUMAN14141
OG0004307	CAPO306787	HUMAN13513
OG0004308	CAPO302385	HUMAN30057
OG0004309	CAPO304021	HUMAN03042
OG0004310	CAPO306903	HUMAN01879, HUMAN01878, HUMAN15096, HUMAN15095
OG0004312	CAPO306752	HUMAN01959
OG0004314	CAPO301283	HUMAN02115, HUMAN29290, HUMAN29291
OG0004315	CAPO307076	HUMAN03740, HUMAN03739
OG0004316	CAPO300656	HUMAN26704, HUMAN21828
OG0004319	CAPO308294	HUMAN04164, HUMAN04163, HUMAN27066
OG0004321	CAPO306639	HUMAN03148
OG0004322	CAPO307895	HUMAN24558
OG0004323	CAPO307483	HUMAN25493
OG0004324	CAPO300240	HUMAN19248
OG0004328	CAPO305261	HUMAN18966, HUMAN18965
OG0004330	CAPO305393	HUMAN08424
OG0004331	CAPO305384	HUMAN08295
OG0004333	CAPO303439	HUMAN28274
OG0004335	CAPO302791	HUMAN22919
OG0004337	CAPO300958	HUMAN01473
OG0004338	CAPO300828	HUMAN05208
OG0004344	CAPO307152	HUMAN30235, HUMAN30231, HUMAN30232
OG0004345	CAPO306847	HUMAN29416
OG0004347	CAPO307703	HUMAN19877, HUMAN26338
OG0004348	CAPO306158	HUMAN29749
OG0004349	CAPO308184	HUMAN08334, HUMAN08332, HUMAN08333
OG0004350	CAPO300994	HUMAN25142
OG0004351	CAPO307239	HUMAN05858
OG0004352	CAPO300873	HUMAN18365, HUMAN18370, HUMAN18368, HUMAN18369, HUMAN05871, HUMAN05872, HUMAN05869, HUMAN05870
OG0004353	CAPO306055, CAPO306087	HUMAN05861
OG0004354	CAPO307581	HUMAN19965, HUMAN19964
OG0004355	CAPO303478	HUMAN20522, HUMAN06764, HUMAN20523
OG0004356	CAPO300159	HUMAN21882
OG0004357	CAPO303880	HUMAN17377
OG0004358	CAPO301323	HUMAN20550, HUMAN20551, HUMAN20549
OG0004359	CAPO305703	HUMAN29937
OG0004360	CAPO301752	HUMAN02590
OG0004361	CAPO308302	HUMAN02280
OG0004363	CAPO304580	HUMAN23093
OG0004364	CAPO305213	HUMAN16782, HUMAN16785
OG0004365	CAPO305948	HUMAN09827, HUMAN09826, HUMAN09828, HUMAN09829
OG0004368	CAPO306084	HUMAN02041, HUMAN24846
OG0004369	CAPO305592	HUMAN29479
OG0004370	CAPO302143	HUMAN26663
OG0004372	CAPO304892	HUMAN00855
OG0004373	CAPO308311	HUMAN00854
OG0004374	CAPO306983	HUMAN13158
OG0004375	CAPO305927	HUMAN09491
OG0004376	CAPO303203	HUMAN26330, HUMAN19958
OG0004377	CAPO303614	HUMAN28605
OG0004378	CAPO303140	HUMAN11677, HUMAN11679, HUMAN11678
OG0004379	CAPO300162	HUMAN15965, HUMAN06117, HUMAN15966
OG0004380	CAPO307847	HUMAN02379, HUMAN06115
OG0004381	CAPO300684	HUMAN01741
OG0004382	CAPO308307	HUMAN23495
OG0004383	CAPO301688	HUMAN08351
OG0004385	CAPO306534	HUMAN29342
OG0004388	CAPO303742	HUMAN25589
OG0004389	CAPO302416	HUMAN00922
OG0004390	CAPO300046	HUMAN02225, HUMAN02224, HUMAN02227, HUMAN02226
OG0004391	CAPO305468	HUMAN22998, HUMAN23755, HUMAN22999
OG0004392	CAPO303282	HUMAN03189
OG0004392	CAPO306870	HUMAN03190
OG0004394	CAPO305886	HUMAN30076, HUMAN25176
OG0004396	CAPO300955	HUMAN00392, HUMAN00394, HUMAN00393
OG0004398	CAPO307605	HUMAN25746
OG0004399	CAPO301536	HUMAN20481, HUMAN20480, HUMAN20364
OG0004400	CAPO304368, CAPO302395	HUMAN13800
OG0004401	CAPO307684	HUMAN30275, HUMAN07787
OG0004405	CAPO302866	HUMAN30602, HUMAN30601, HUMAN30590
OG0004406	CAPO305558	HUMAN04951, HUMAN04950, HUMAN08313
OG0004413	CAPO301518	HUMAN20485
OG0004417	CAPO302119	HUMAN27641, HUMAN27642, HUMAN27644, HUMAN27646, HUMAN27643, HUMAN01111, HUMAN27645
OG0004418	CAPO305208	HUMAN23600
OG0004421	CAPO303320	HUMAN20973
OG0004423	CAPO306935	HUMAN24585
OG0004425	CAPO302090	HUMAN20710, HUMAN12646, HUMAN12647
OG0004426	CAPO301784	HUMAN08417, HUMAN15503, HUMAN15502
OG0004433	CAPO304000	HUMAN26519, HUMAN26524, HUMAN17553, HUMAN17552
OG0004459	CAPO300459	HUMAN03665
OG0004460	CAPO307206	HUMAN02348
OG0004461	CAPO305355	HUMAN06949, HUMAN25050
OG0004462	CAPO302893	HUMAN07884
OG0004465	CAPO303487	HUMAN25551
OG0004467	CAPO307496	HUMAN07304
OG0004468	CAPO307854	HUMAN04543
OG0004472	CAPO303803	HUMAN26987
OG0004474	CAPO300829	HUMAN00075, HUMAN00078, HUMAN00076
OG0004476	CAPO307856	HUMAN07423, HUMAN07424
OG0004479	CAPO303963	HUMAN13760
OG0004481	CAPO306702	HUMAN09377, HUMAN09376, HUMAN09378
OG0004483	CAPO303122	HUMAN18285, HUMAN18287, HUMAN18286, HUMAN18283, HUMAN18284
OG0004484	CAPO302152	HUMAN00032
OG0004486	CAPO307639	HUMAN28381
OG0004488	CAPO301849	HUMAN09530, HUMAN01783
OG0004489	CAPO305447	HUMAN20466, HUMAN20464
OG0004492	CAPO307196	HUMAN03895
OG0004494	CAPO306570	HUMAN10688, HUMAN10687, HUMAN10686
OG0004495	CAPO306359	HUMAN01257
OG0004496	CAPO303733	HUMAN21326
OG0004497	CAPO307202	HUMAN11496, HUMAN11497
OG0004498	CAPO305224	HUMAN21502, HUMAN21503
OG0004500	CAPO301850	HUMAN27616
OG0004501	CAPO301840	HUMAN00494
OG0004502	CAPO301779	HUMAN00324
OG0004503	CAPO300332	HUMAN22764
OG0004506	CAPO305016	HUMAN13338, HUMAN13340
OG0004507	CAPO301894	HUMAN23622, HUMAN23623, HUMAN23621
OG0004508	CAPO301654	HUMAN02515, HUMAN02369
OG0004509	CAPO300500	HUMAN02069
OG0004511	CAPO303457	HUMAN19795, HUMAN12268
OG0004512	CAPO302842	HUMAN09321
OG0004513	CAPO303104	HUMAN07254
OG0004515	CAPO305182	HUMAN03769, HUMAN03768, HUMAN03770
OG0004516	CAPO306036, CAPO307859	HUMAN13123, HUMAN13122
OG0004517	CAPO305332	HUMAN13286, HUMAN13288, HUMAN13287
OG0004518	CAPO306412	HUMAN14476, HUMAN29301, HUMAN14475
OG0004519	CAPO307914	HUMAN21150
OG0004520	CAPO300090	HUMAN22045
OG0004523	CAPO304989	HUMAN01828, HUMAN01827, HUMAN01829
OG0004525	CAPO303518	HUMAN01279
OG0004526	CAPO302498	HUMAN29357
OG0004527	CAPO302077	HUMAN01091
OG0004529	CAPO306628	HUMAN25204, HUMAN25205
OG0004530	CAPO304739	HUMAN30172, HUMAN29605
OG0004531	CAPO302345, CAPO307115	HUMAN29624
OG0004532	CAPO300005	HUMAN10136, HUMAN10137
OG0004533	CAPO306022	HUMAN09658, HUMAN14386, HUMAN14387, HUMAN14389
OG0004535	CAPO307124	HUMAN15447, HUMAN15446, HUMAN15448
OG0004537	CAPO306837	HUMAN24791, HUMAN29314
OG0004540	CAPO307351	HUMAN27285, HUMAN27283, HUMAN27284
OG0004542	CAPO306706	HUMAN20251
OG0004544	CAPO306563	HUMAN21133, HUMAN21134, HUMAN21132, HUMAN29852, HUMAN29851
OG0004545	CAPO307212	HUMAN23451, HUMAN23453, HUMAN23452
OG0004546	CAPO306808	HUMAN24897
OG0004547	CAPO304852	HUMAN07051, HUMAN21061, HUMAN07050
OG0004548	CAPO305113	HUMAN02262, HUMAN02263
OG0004551	CAPO301498	HUMAN10195
OG0004552	CAPO301361, CAPO306759	HUMAN11941, HUMAN11943, HUMAN11942
OG0004553	CAPO302768	HUMAN29639
OG0004555	CAPO301994	HUMAN24447
OG0004556	CAPO305616	HUMAN10849
OG0004558	CAPO307355	HUMAN00434
OG0004559	CAPO303756	HUMAN13594, HUMAN13596, HUMAN13595
OG0004561	CAPO304794	HUMAN21836
OG0004563	CAPO303030	HUMAN19929
OG0004564	CAPO301873	HUMAN02717, HUMAN02718
OG0004565	CAPO303409	HUMAN02521, HUMAN02520
OG0004569	CAPO303601	HUMAN19797, HUMAN19796
OG0004572	CAPO302719	HUMAN27925
OG0004573	CAPO305859	HUMAN12408
OG0004574	CAPO300276	HUMAN06851, HUMAN04266
OG0004577	CAPO307905	HUMAN07984
OG0004578	CAPO307713	HUMAN29379, HUMAN21389
OG0004579	CAPO308171	HUMAN06948, HUMAN06947
OG0004581	CAPO305629	HUMAN30254
OG0004582	CAPO304857	HUMAN01491, HUMAN23318
OG0004583	CAPO301319	HUMAN25613
OG0004584	CAPO307051	HUMAN25318
OG0004585	CAPO307959	HUMAN13728, HUMAN13729, HUMAN13727
OG0004587	CAPO303576	HUMAN22944, HUMAN22945
OG0004588	CAPO307046	HUMAN11782
OG0004590	CAPO307910	HUMAN26460
OG0004592	CAPO307767	HUMAN27640, HUMAN27639
OG0004593	CAPO306311	HUMAN17263, HUMAN24335
OG0004595	CAPO305901	HUMAN12768, HUMAN27266
OG0004596	CAPO300672	HUMAN04471, HUMAN04470
OG0004599	CAPO306185	HUMAN23323, HUMAN23324
OG0004600	CAPO306391	HUMAN29105
OG0004601	CAPO300529	HUMAN29271, HUMAN29273
OG0004602	CAPO307709	HUMAN13593, HUMAN13590
OG0004605	CAPO303013	HUMAN10306
OG0004609	CAPO305274	HUMAN12279, HUMAN12280
OG0004610	CAPO308217	HUMAN09947, HUMAN09946, HUMAN09948
OG0004611	CAPO305879, CAPO305850	HUMAN03825, HUMAN03826
OG0004612	CAPO307176	HUMAN25998
OG0004616	CAPO302661, CAPO307774	HUMAN17882
OG0004619	CAPO306976	HUMAN12791
OG0004621	CAPO301592	HUMAN21153, HUMAN21154
OG0004626	CAPO304074	HUMAN15244
OG0004627	CAPO302578	HUMAN29678, HUMAN29679
OG0004628	CAPO300844	HUMAN13154, HUMAN18070, HUMAN13155
OG0004629	CAPO300874	HUMAN29171, HUMAN29170, HUMAN29169
OG0004630	CAPO300032	HUMAN25355, HUMAN25354
OG0004633	CAPO306431	HUMAN18514, HUMAN18513, HUMAN18512
OG0004634	CAPO306443	HUMAN12037, HUMAN20391
OG0004635	CAPO305826	HUMAN16135, HUMAN16134
OG0004638	CAPO300328	HUMAN16357, HUMAN16358, HUMAN16356, HUMAN16359, HUMAN16355, HUMAN16354
OG0004639	CAPO304960	HUMAN29308
OG0004640	CAPO305391	HUMAN00653, HUMAN00652, HUMAN00650, HUMAN00651
OG0004641	CAPO301192	HUMAN29439, HUMAN29437, HUMAN29440, HUMAN29438
OG0004642	CAPO303810	HUMAN04683
OG0004643	CAPO303111	HUMAN26734
OG0004644	CAPO308177	HUMAN02494, HUMAN02493, HUMAN02492
OG0004646	CAPO304987	HUMAN15038
OG0004648	CAPO306796	HUMAN14405, HUMAN14403
OG0004649	CAPO308035	HUMAN13089, HUMAN19718
OG0004651	CAPO307192	HUMAN20463
OG0004652	CAPO307126	HUMAN30278, HUMAN24680
OG0004654	CAPO304098	HUMAN16019
OG0004655	CAPO300932	HUMAN15982
OG0004656	CAPO306315	HUMAN16639
OG0004657	CAPO300965	HUMAN26711
OG0004658	CAPO302853	HUMAN25698, HUMAN25697, HUMAN25696
OG0004659	CAPO305571	HUMAN02326
OG0004663	CAPO307060	HUMAN26334, HUMAN12394
OG0004664	CAPO304024	HUMAN07587
OG0004668	CAPO307032	HUMAN02463, HUMAN02462
OG0004669	CAPO301719	HUMAN24194, HUMAN15536
OG0004670	CAPO301141	HUMAN12707, HUMAN12706
OG0004671	CAPO303199	HUMAN12269
OG0004672	CAPO300788	HUMAN11604, HUMAN11603
OG0004673	CAPO305181	HUMAN27307, HUMAN27306, HUMAN27305, HUMAN17548
OG0004674	CAPO301298	HUMAN28474, HUMAN28475
OG0004675	CAPO300152	HUMAN16714
OG0004676	CAPO305483	HUMAN08712, HUMAN08711
OG0004678	CAPO306062	HUMAN29263
OG0004679	CAPO307020	HUMAN12404, HUMAN12406, HUMAN12402, HUMAN12403, HUMAN12401, HUMAN12405
OG0004682	CAPO302643	HUMAN00873, HUMAN00872, HUMAN00875, HUMAN00874
OG0004685	CAPO300514	HUMAN19767
OG0004687	CAPO300850	HUMAN20906, HUMAN20910, HUMAN20907
OG0004690	CAPO302294	HUMAN24393
OG0004691	CAPO301832	HUMAN18674
OG0004692	CAPO306711	HUMAN04952
OG0004694	CAPO302831	HUMAN14700, HUMAN14699, HUMAN14701
OG0004696	CAPO303339	HUMAN03214, HUMAN03217
OG0004697	CAPO308157	HUMAN22888, HUMAN22889
OG0004699	CAPO305801	HUMAN26760, HUMAN26768, HUMAN26758, HUMAN26756, HUMAN26755
OG0004700	CAPO305394	HUMAN01840
OG0004702	CAPO306323	HUMAN12124, HUMAN12123
OG0004703	CAPO302281	HUMAN07096
OG0004707	CAPO307222	HUMAN23100
OG0004708	CAPO302589	HUMAN12418
OG0004711	CAPO307614	HUMAN30200, HUMAN30199, HUMAN16058
OG0004728	CAPO306092	HUMAN11621, HUMAN11622
OG0004732	CAPO307742, CAPO303065	HUMAN10960
OG0004733	CAPO303723	HUMAN23596
OG0004738	CAPO307391	HUMAN13648
OG0004740	CAPO303587	HUMAN09243, HUMAN09242
OG0004743	CAPO305537	HUMAN14417, HUMAN14416, HUMAN14419, HUMAN14418
OG0004744	CAPO307377	HUMAN25907
OG0004747	CAPO305266	HUMAN24414
OG0004748	CAPO300851	HUMAN05638
OG0004749	CAPO303738	HUMAN18871
OG0004752	CAPO300189	HUMAN00597
OG0004753	CAPO307970	HUMAN21696
OG0004756	CAPO300650	HUMAN00386
OG0004757	CAPO300079	HUMAN08575
OG0004758	CAPO307791	HUMAN11660
OG0004759	CAPO301731	HUMAN08595
OG0004760	CAPO302986	HUMAN28226, HUMAN28225, HUMAN28228, HUMAN28227
OG0004761	CAPO301372	HUMAN13899
OG0004763	CAPO303189	HUMAN01550, HUMAN01549, HUMAN01519
OG0004764	CAPO306665	HUMAN01006
OG0004765	CAPO300145	HUMAN14318
OG0004766	CAPO300107	HUMAN19581, HUMAN19587
OG0004767	CAPO304258	HUMAN20245, HUMAN20244, HUMAN20243
OG0004768	CAPO302814	HUMAN22364, HUMAN24007
OG0004769	CAPO305909	HUMAN01235
OG0004770	CAPO306549	HUMAN00795
OG0004774	CAPO302467	HUMAN03427
OG0004775	CAPO308292	HUMAN18107
OG0004781	CAPO302855	HUMAN05138, HUMAN05136, HUMAN05139
OG0004784	CAPO300506	HUMAN25867
OG0004785	CAPO301223	HUMAN18026
OG0004786	CAPO306813	HUMAN18254
OG0004787	CAPO300677	HUMAN05706
OG0004788	CAPO303606	HUMAN07428, HUMAN07427
OG0004792	CAPO304121, CAPO301355	HUMAN10952, HUMAN07261
OG0004793	CAPO303691	HUMAN17121
OG0004794	CAPO302268	HUMAN16576, HUMAN16578, HUMAN16575
OG0004795	CAPO306522	HUMAN07355
OG0004797	CAPO308248	HUMAN08833
OG0004801	CAPO301409	HUMAN10299, HUMAN10298
OG0004803	CAPO306090	HUMAN05217
OG0004803	CAPO304966	HUMAN05216
OG0004805	CAPO301148	HUMAN07478
OG0004808	CAPO300921	HUMAN21575
OG0004810	CAPO307085	HUMAN26980
OG0004811	CAPO304670	HUMAN11108
OG0004812	CAPO300913	HUMAN03902, HUMAN03901
OG0004813	CAPO302301	HUMAN28161, HUMAN28159, HUMAN28158, HUMAN28160
OG0004814	CAPO305193	HUMAN04561
OG0004815	CAPO306099	HUMAN25783, HUMAN25784
OG0004817	CAPO300646	HUMAN17914
OG0004819	CAPO303489	HUMAN19316
OG0004820	CAPO301474	HUMAN25471
OG0004822	CAPO303272	HUMAN18150, HUMAN18149, HUMAN18151, HUMAN03608, HUMAN18148
OG0004823	CAPO301131	HUMAN01456
OG0004825	CAPO303625	HUMAN05714
OG0004826	CAPO302318	HUMAN02645
OG0004828	CAPO300795	HUMAN03376
OG0004829	CAPO306677	HUMAN09713, HUMAN09712
OG0004830	CAPO304259, CAPO301109	HUMAN15040, HUMAN15039
OG0004831	CAPO302539	HUMAN00753, HUMAN25382
OG0004832	CAPO300644	HUMAN07467, HUMAN07466
OG0004833	CAPO307386, CAPO307385	HUMAN23800
OG0004835	CAPO307142	HUMAN07221, HUMAN07220, HUMAN13098
OG0004836	CAPO300476	HUMAN26405, HUMAN26407, HUMAN26406
OG0004837	CAPO306341	HUMAN01440, HUMAN26478
OG0004838	CAPO300483	HUMAN00791, HUMAN00792
OG0004840	CAPO301303	HUMAN14498
OG0004841	CAPO301073	HUMAN15250
OG0004842	CAPO307208	HUMAN11582, HUMAN11581
OG0004843	CAPO302296	HUMAN10990
OG0004844	CAPO308225	HUMAN03500, HUMAN03499, HUMAN03498
OG0004845	CAPO300244	HUMAN05755, HUMAN05756, HUMAN05754
OG0004846	CAPO302634	HUMAN10005
OG0004849	CAPO302897	HUMAN20136, HUMAN20140, HUMAN20142, HUMAN20138, HUMAN20141, HUMAN20143, HUMAN20137
OG0004851	CAPO304052	HUMAN09816, HUMAN09817
OG0004852	CAPO305241	HUMAN29155, HUMAN29156
OG0004853	CAPO306818	HUMAN29364, HUMAN29365
OG0004854	CAPO307677	HUMAN17423, HUMAN17424
OG0004855	CAPO307136	HUMAN13004, HUMAN13005, HUMAN13002, HUMAN13003
OG0004856	CAPO307877	HUMAN22862, HUMAN30262
OG0004857	CAPO301665	HUMAN19775, HUMAN19774
OG0004858	CAPO306514	HUMAN07134
OG0004859	CAPO305955	HUMAN17723
OG0004861	CAPO300721	HUMAN08820, HUMAN08822
OG0004863	CAPO300215	HUMAN16075
OG0004864	CAPO306175	HUMAN02859
OG0004869	CAPO301505	HUMAN06674, HUMAN06673
OG0004873	CAPO305056	HUMAN12397, HUMAN12396
OG0004874	CAPO302314	HUMAN28387
OG0004875	CAPO305599	HUMAN00886, HUMAN00885
OG0004879	CAPO304570	HUMAN22013
OG0004880	CAPO307520	HUMAN06214
OG0004881	CAPO301856	HUMAN21876
OG0004882	CAPO307657	HUMAN11368
OG0004883	CAPO304269	HUMAN13191, HUMAN26606
OG0004884	CAPO306875	HUMAN08805, HUMAN29602
OG0004886	CAPO304598	HUMAN07864
OG0004887	CAPO303252	HUMAN00785, HUMAN00786
OG0004889	CAPO302860	HUMAN29228, HUMAN29229
OG0004892	CAPO308266	HUMAN03670, HUMAN27524, HUMAN03671
OG0004893	CAPO305797	HUMAN00654
OG0004894	CAPO308103	HUMAN29585, HUMAN23077, HUMAN24191
OG0004895	CAPO301412	HUMAN26754, HUMAN26753
OG0004896	CAPO301146, CAPO308332	HUMAN29483
OG0004897	CAPO300624	HUMAN24076, HUMAN24075
OG0004898	CAPO300846	HUMAN05713
OG0004899	CAPO304701	HUMAN30695, HUMAN23131
OG0004900	CAPO300509	HUMAN18227
OG0004901	CAPO301170	HUMAN24931
OG0004902	CAPO305853	HUMAN17054
OG0004903	CAPO304775	HUMAN14027, HUMAN14026
OG0004904	CAPO304100	HUMAN10420, HUMAN10417, HUMAN10419
OG0004906	CAPO303480	HUMAN10655
OG0004907	CAPO307254	HUMAN15470
OG0004911	CAPO305750	HUMAN20237
OG0004913	CAPO306717	HUMAN26739
OG0004914	CAPO301519	HUMAN12452, HUMAN12453
OG0004917	CAPO303374	HUMAN00471
OG0004919	CAPO308082	HUMAN19186
OG0004920	CAPO302580	HUMAN17677, HUMAN17678
OG0004922	CAPO306550	HUMAN01865, HUMAN01863
OG0004923	CAPO307943	HUMAN11721, HUMAN11722, HUMAN11720
OG0004924	CAPO304606	HUMAN23140, HUMAN23139
OG0004927	CAPO304855	HUMAN08390, HUMAN18679
OG0004928	CAPO304691	HUMAN12518
OG0004929	CAPO304111	HUMAN07565
OG0004932	CAPO306081, CAPO305804	HUMAN19267
OG0004934	CAPO305066	HUMAN29168
OG0004935	CAPO302835	HUMAN24721
OG0004936	CAPO306298	HUMAN09213, HUMAN09197
OG0004938	CAPO308159	HUMAN15695, HUMAN15696, HUMAN15694
OG0004940	CAPO305630	HUMAN16584, HUMAN16585
OG0004943	CAPO306001	HUMAN28185
OG0004944	CAPO302056	HUMAN21444
OG0004946	CAPO305515	HUMAN02518
OG0004947	CAPO307579	HUMAN23472
OG0004948	CAPO305331	HUMAN12800, HUMAN04292
OG0004949	CAPO304026	HUMAN16549, HUMAN16550
OG0004950	CAPO300642	HUMAN01480
OG0004952	CAPO301776	HUMAN08308
OG0004953	CAPO306623	HUMAN03686
OG0004954	CAPO303229	HUMAN27622
OG0004958	CAPO302197	HUMAN23521, HUMAN23523, HUMAN23522
OG0004960	CAPO300258	HUMAN09199, HUMAN09198
OG0004961	CAPO305777	HUMAN19601
OG0004962	CAPO301438	HUMAN26029
OG0004963	CAPO303805	HUMAN07416
OG0004964	CAPO302916	HUMAN12699, HUMAN12698
OG0004968	CAPO307145	HUMAN11380
OG0004969	CAPO303678	HUMAN21857
OG0004970	CAPO303748	HUMAN30327, HUMAN07693
OG0004971	CAPO302327	HUMAN16945
OG0004972	CAPO304289	HUMAN10713, HUMAN10712
OG0004973	CAPO305642	HUMAN18460, HUMAN18456, HUMAN18457, HUMAN18458, HUMAN18455
OG0004976	CAPO304478	HUMAN24013
OG0004977	CAPO304350	HUMAN17974
OG0004978	CAPO308306	HUMAN30022
OG0004979	CAPO303118	HUMAN02806, HUMAN02808, HUMAN02807
OG0004980	CAPO300807	HUMAN03123, HUMAN03072
OG0004981	CAPO306326	HUMAN20596, HUMAN20595
OG0004982	CAPO301351	HUMAN29353
OG0004983	CAPO300176	HUMAN03516, HUMAN27572, HUMAN27573
OG0004985	CAPO304816	HUMAN20484, HUMAN20483
OG0004987	CAPO306240	HUMAN22783, HUMAN03278
OG0004988	CAPO305623	HUMAN19938
OG0004989	CAPO300323	HUMAN04327, HUMAN04328
OG0004990	CAPO305712	HUMAN22240
OG0004991	CAPO302271	HUMAN02895, HUMAN20960
OG0004997	CAPO300456	HUMAN03772, HUMAN03771
OG0004999	CAPO302635	HUMAN04129, HUMAN07445, HUMAN04130
OG0005002	CAPO305114	HUMAN14209, HUMAN14210, HUMAN14211
OG0005003	CAPO303837	HUMAN11768
OG0005005	CAPO303017	HUMAN20277, HUMAN20276
OG0005006	CAPO301015	HUMAN06825, HUMAN12769
OG0005007	CAPO300658	HUMAN21843, HUMAN07608
OG0005009	CAPO303190	HUMAN21318
OG0005010	CAPO304378	HUMAN13457, HUMAN13455, HUMAN13456
OG0005013	CAPO304066	HUMAN07845, HUMAN07844, HUMAN07847, HUMAN07846
OG0005014	CAPO307825	HUMAN19726
OG0005015	CAPO300946	HUMAN22775
OG0005016	CAPO305499	HUMAN03347, HUMAN03348, HUMAN03349, HUMAN03350
OG0005021	CAPO304690	HUMAN07616, HUMAN21657, HUMAN21658, HUMAN07615, HUMAN07617, HUMAN21656
OG0005038	CAPO301658	HUMAN30525, HUMAN22584, HUMAN30524
OG0005040	CAPO300876	HUMAN19381
OG0005044	CAPO307084	HUMAN05004, HUMAN13097
OG0005046	CAPO304846	HUMAN00004, HUMAN28435, HUMAN00003
OG0005047	CAPO305932	HUMAN10328
OG0005048	CAPO300857	HUMAN01970, HUMAN01971
OG0005053	CAPO302547	HUMAN11762
OG0005057	CAPO303573	HUMAN25520
OG0005058	CAPO306731	HUMAN26910, HUMAN26911, HUMAN26909
OG0005059	CAPO300063	HUMAN29338
OG0005061	CAPO306602	HUMAN05905
OG0005062	CAPO302106	HUMAN06705, HUMAN06706, HUMAN06704
OG0005064	CAPO300249	HUMAN24584
OG0005067	CAPO302289	HUMAN02805
OG0005068	CAPO306513	HUMAN26685
OG0005069	CAPO300204	HUMAN10354, HUMAN10353
OG0005071	CAPO305606	HUMAN07686, HUMAN07685
OG0005073	CAPO305547	HUMAN24275
OG0005075	CAPO307362	HUMAN02884
OG0005076	CAPO302885	HUMAN09672
OG0005077	CAPO302160	HUMAN00029
OG0005079	CAPO303799	HUMAN09354
OG0005081	CAPO307065	HUMAN12565
OG0005083	CAPO302388	HUMAN25817
OG0005084	CAPO307421, CAPO301121	HUMAN19679
OG0005086	CAPO302959	HUMAN21032, HUMAN21033, HUMAN21034
OG0005088	CAPO307772	HUMAN14928
OG0005089	CAPO303888	HUMAN28932
OG0005090	CAPO303909	HUMAN21424, HUMAN21490, HUMAN10465
OG0005091	CAPO305179	HUMAN07508
OG0005092	CAPO301418	HUMAN29848
OG0005093	CAPO303716	HUMAN25442
OG0005094	CAPO303630	HUMAN15207
OG0005095	CAPO301660	HUMAN11316, HUMAN11318, HUMAN11317
OG0005096	CAPO301964	HUMAN10193
OG0005097	CAPO304365	HUMAN20169
OG0005099	CAPO305916	HUMAN20122
OG0005100	CAPO306219	HUMAN13754
OG0005103	CAPO300625	HUMAN00526, HUMAN25518
OG0005104	CAPO303053	HUMAN11571, HUMAN11572
OG0005106	CAPO301403	HUMAN07502
OG0005107	CAPO304194	HUMAN26925, HUMAN26926
OG0005108	CAPO301196	HUMAN14184
OG0005109	CAPO301209	HUMAN06621, HUMAN06622
OG0005111	CAPO302727	HUMAN00236, HUMAN00239
OG0005113	CAPO300389	HUMAN08653
OG0005114	CAPO305096	HUMAN18500
OG0005115	CAPO304298	HUMAN02228, HUMAN29500
OG0005119	CAPO304215	HUMAN08361
OG0005120	CAPO304593	HUMAN05492
OG0005121	CAPO301715	HUMAN06487
OG0005124	CAPO305507	HUMAN18707, HUMAN08754
OG0005127	CAPO307277	HUMAN05196, HUMAN05195
OG0005128	CAPO305144	HUMAN19431
OG0005130	CAPO305368	HUMAN22354, HUMAN22352
OG0005132	CAPO300384	HUMAN25415, HUMAN25416
OG0005138	CAPO300009	HUMAN25803
OG0005139	CAPO302205	HUMAN01482
OG0005140	CAPO300700, CAPO302173	HUMAN01847
OG0005142	CAPO304715	HUMAN23471, HUMAN23456
OG0005143	CAPO304926	HUMAN21848
OG0005144	CAPO306416	HUMAN01316
OG0005145	CAPO302299	HUMAN09373, HUMAN09375, HUMAN09374
OG0005146	CAPO303659	HUMAN19163
OG0005147	CAPO302069	HUMAN23589
OG0005150	CAPO301944	HUMAN04742, HUMAN08596, HUMAN15546
OG0005151	CAPO302626	HUMAN21926
OG0005152	CAPO307737	HUMAN06776
OG0005154	CAPO307643	HUMAN13716, HUMAN13717
OG0005155	CAPO304712	HUMAN07772
OG0005156	CAPO305254	HUMAN18043
OG0005157	CAPO301711	HUMAN12761, HUMAN12762
OG0005158	CAPO300547	HUMAN18251
OG0005160	CAPO300741	HUMAN22191
OG0005163	CAPO305704	HUMAN01173
OG0005164	CAPO307846	HUMAN24908, HUMAN24906
OG0005167	CAPO303298	HUMAN15314, HUMAN16349
OG0005168	CAPO306745	HUMAN18745
OG0005169	CAPO303886	HUMAN08780, HUMAN08778
OG0005172	CAPO306565	HUMAN19151, HUMAN19152, HUMAN19153
OG0005175	CAPO305645	HUMAN04871
OG0005178	CAPO300199	HUMAN27455, HUMAN27454, HUMAN27456
OG0005179	CAPO306190	HUMAN22336
OG0005180	CAPO308188	HUMAN22255
OG0005181	CAPO300793	HUMAN02103, HUMAN02102
