Orthogroup	HELIO_ok	YEAST
OG0008946	HELIO_05136	YEAST00403
OG0009066	HELIO_11209	YEAST04511
OG0009099	HELIO_01302	YEAST05709
OG0009105	HELIO_03709	YEAST02501
OG0009118	HELIO_12118, HELIO_12117	YEAST03618
OG0009165	HELIO_10133	YEAST05085, YEAST01742
OG0009166	HELIO_09927	YEAST03055
OG0009172	HELIO_02171	YEAST02854
OG0009315	HELIO_05387	YEAST04722
OG0009361	HELIO_08406	YEAST02727
OG0009394	HELIO_05975	YEAST04927
OG0009396	HELIO_10852	YEAST03896
OG0009451	HELIO_12517	YEAST05755, YEAST04763
OG0009472	HELIO_01253	YEAST01737
OG0009497	HELIO_02474	YEAST03830
OG0009555	HELIO_09214	YEAST03831
OG0009582	HELIO_12074	YEAST04984
OG0009590	HELIO_01605	YEAST02138
OG0009649	HELIO_09220	YEAST01825
OG0009892	HELIO_02663	YEAST01082
OG0009920	HELIO_01466	YEAST05355
OG0010229	HELIO_10010	YEAST00880, YEAST04666, YEAST04383
OG0010481	HELIO_07807	YEAST01854
OG0010491	HELIO_12675	YEAST04603
OG0010841	HELIO_09720	YEAST05695
OG0010858	HELIO_00513	YEAST04030, YEAST05272
OG0010930	HELIO_00198, HELIO_02080	YEAST02641
OG0010980	HELIO_04970	YEAST00370
OG0011272	HELIO_06780	YEAST04075
OG0011734	HELIO_12475	YEAST04911
OG0011737	HELIO_12297	YEAST00219
OG0012188	HELIO_10490	YEAST02442
OG0012364	HELIO_08512	YEAST01364
OG0012922	HELIO_10215	YEAST02277
OG0013796	HELIO_04469	YEAST05401
OG0015999	HELIO_09632, HELIO_09633	YEAST05348, YEAST04920
OG0017286	HELIO_08999	YEAST01130
OG0030884	HELIO_07689	YEAST01229
